word,npmi-bias,him-npmi,him-count,they-npmi,they-count
not,-0.01578804640149939,0.2576699544442242,12,0.2734580008457236,123
even,-0.015021170406934292,0.2062434900294457,3,0.22126466043638,32
sound,-0.014775934901090193,0.2070076202711212,1,0.2217835551722114,11
rest,-0.0147630797781714,0.2033429362266468,1,0.2181060160048182,11
mixed,-0.014746110783269512,0.198806898300194,1,0.2135530090834635,11
cause,-0.014708823110627378,0.1897715316462358,1,0.2044803547568632,11
end,-0.014696694118270709,0.1870527961926258,1,0.2017494903108965,11
parents,-0.014692685348966505,0.1861743809540315,1,0.200867066302998,11
here,-0.014195984735518502,0.1826600502209034,4,0.1968560349564219,42
it,-0.013606457586041232,0.2788408735967109,25,0.2924473311827521,246
of,-0.013115062312735126,0.3077842161310669,39,0.320899278443802,377
maybe,-0.01258542111343941,0.1992188645592831,2,0.2118042856727225,21
little,-0.01258542111343941,0.1992188645592831,2,0.2118042856727225,21
most,-0.012478924487635712,0.1828144960509097,2,0.1952934205385454,21
its,-0.012382887794493813,0.1696823185637002,2,0.182065206358194,21
never,-0.009172969036324807,0.2068096930983887,3,0.2159826621347135,30
liberal,-0.007593602458352305,0.2045375326424109,1,0.2121311351007632,10
crap,-0.007531322541304619,0.1956316753021441,1,0.2031629978434487,10
negroes,-0.007523979632930694,0.1946119178981561,1,0.2021358975310868,10
fight,-0.007404673909812781,0.1788148497826529,1,0.1862195236924657,10
brown,-0.007308669351251101,0.1670064019505885,1,0.1743150713018396,10
such,-0.007257640968752005,0.1610052936256767,1,0.1682629345944287,10
good,-0.007183812033248194,0.1966091049117622,4,0.2037929169450104,39
read,-0.007173576643902502,0.151483321581016,1,0.1586568982249185,10
seen,-0.007173576643902502,0.151483321581016,1,0.1586568982249185,10
know,-0.005652196773255319,0.2453140322177674,6,0.2509662289910227,57
but,-0.005532878250179396,0.265159769647891,13,0.2706926478980704,122
as,-0.004476212023995785,0.2753839819160887,14,0.2798601939400845,130
sure,-0.004297133785900603,0.2127455226206493,2,0.2170426564065499,19
first,-0.0040258384788764146,0.184870301141983,2,0.1888961396208594,19
should,-0.003984620519036919,0.2563665288093287,6,0.2603511493283656,56
going,-0.0030269473403592984,0.2112152196470442,3,0.2142421669874035,28
the,-0.0011296091475905268,0.3451652325172628,68,0.3462948416648533,607
less,0.00014596664301019802,0.2137229725088788,1,0.2135770058658686,9
kill,0.0001739723725005804,0.2109360351157493,1,0.2107620627432487,9
thats,0.00023901242088428254,0.2045375326424109,1,0.2042985202215266,9
over,0.0002563170509267132,0.2070945841781602,3,0.2068382671272335,27
pass,0.00026330240485458734,0.2021736636650511,1,0.2019103612601965,9
age,0.00026330240485458734,0.2021736636650511,1,0.2019103612601965,9
took,0.00026330240485458734,0.2021736636650511,1,0.2019103612601965,9
already,0.0003419511214635129,0.1946119178981561,1,0.1942699667766926,9
food,0.0003419511214635129,0.1946119178981561,1,0.1942699667766926,9
speak,0.00035247765375420737,0.1936102521370312,1,0.193257774483277,9
before,0.00035882298068909413,0.1966638397715572,2,0.1963050167908681,18
alone,0.00039305359023669717,0.1897715316462358,1,0.1893784780559991,9
run,0.0004028402025413047,0.1888508978078608,1,0.1884480576053195,9
move,0.0004028402025413047,0.1888508978078608,1,0.1884480576053195,9
whole,0.000412493048381396,0.1879448146395954,1,0.187532321591214,9
yet,0.0004939800448116038,0.1803720347855271,1,0.1798780547407155,9
watch,0.0005275790408591774,0.1824779877494868,2,0.1819504087086276,18
public,0.0005356175424011123,0.1765536466798592,1,0.1760180291374581,9
best,0.0005673394701903867,0.1736670061958214,1,0.173099666725631,9
city,0.0006758698343234948,0.1639322803392204,1,0.1632564105048969,9
free,0.0007892324547259799,0.1539861568995816,1,0.1531969244448556,9
m,0.0010864096942118096,0.1385443094307083,2,0.1374578997364965,18
how,0.0023337911133848865,0.2745778616690524,8,0.2722440705556675,70
about,0.003281074827499675,0.2621328568110203,10,0.2588517819835206,87
in,0.003756162610054792,0.3113532887371724,36,0.3075971261271176,313
show,0.0077030766416127106,0.2491225141478657,4,0.241419437506253,33
views,0.0083699040611456,0.2413264334907196,1,0.232956529429574,8
acting,0.0083699040611456,0.2413264334907196,1,0.232956529429574,8
bus,0.008595946464363707,0.2248164958641349,1,0.2162205493997712,8
force,0.008687119924659398,0.2181957363774679,1,0.2095086164528085,8
black,0.008765283713041583,0.2567999014870634,8,0.2480346177740218,66
tried,0.008859204260651704,0.2057586610731931,1,0.1968994568125414,8
teach,0.008859204260651704,0.2057586610731931,1,0.1968994568125414,8
sent,0.008859204260651704,0.2057586610731931,1,0.1968994568125414,8
ya,0.008924930754719618,0.2010285890787668,1,0.1921036583240472,8
say,0.009162655465880687,0.260480061941201,6,0.2513174064753203,49
getting,0.009168206408075613,0.1836164726598154,1,0.1744482662517398,8
couple,0.009246398824371588,0.1780514483814083,1,0.1688050495570367,8
everyone,0.00925700445702718,0.1772978022154399,1,0.1680407977584127,8
probably,0.009588163952412687,0.2266490866696048,2,0.2170609227171921,16
came,0.00961904031019628,0.2246412012565042,2,0.2150221609463079,16
work,0.0098109252641439,0.2122079485042606,2,0.2023970232401167,16
like,0.010310263241587181,0.2867819943902773,15,0.2764717311486901,123
into,0.010770914909550594,0.2328912250798966,4,0.222120310170346,32
around,0.010913029828724469,0.2520189412789108,5,0.2411059114501863,40
why,0.013404862106045884,0.2462932184501914,4,0.2328883563441455,31
when,0.013425744096463021,0.3067490844630921,13,0.2933233403666291,103
learn,0.014409119788717811,0.2468130994654634,2,0.2324039796767456,15
we,0.014415570358173119,0.2178511208682787,8,0.2034355505101056,63
wonder,0.014848742671800086,0.2220657684426263,2,0.2072170257708262,15
since,0.014964898522599801,0.2155068270637908,2,0.200541928541191,15
yes,0.015131248605016301,0.2060987035257181,2,0.1909674549207018,15
find,0.016496365656413603,0.2390959885630337,4,0.2225996229066201,30
who,0.017083927874105898,0.2502328775065798,8,0.2331489496324739,61
cultural,0.017762387985082118,0.2464669065431087,1,0.2287045185580266,7
welfare,0.017856514209566715,0.2413264334907196,1,0.2234699192811529,7
so,0.01795491992577375,0.2994151608024718,15,0.2814602408766981,115
too,0.018300352215295107,0.2008267567310343,3,0.1825264045157392,22
one,0.018375447323994015,0.2562157149608356,9,0.2378402676368416,68
eat,0.01840553874522588,0.2109360351157493,1,0.1925304963705234,7
cannot,0.018452813144039598,0.2082858089721149,1,0.1898329958280753,7
poor,0.01851950907386249,0.2045375326424109,1,0.1860180235685484,7
comes,0.01860164218479221,0.1999066614978504,1,0.1813050193130582,7
either,0.018621104135758598,0.198806898300194,1,0.1801857941644354,7
wanted,0.018621104135758598,0.198806898300194,1,0.1801857941644354,7
pride,0.018677200879778505,0.1956316753021441,1,0.1769544744223656,7
wrong,0.018677200879778505,0.1956316753021441,1,0.1769544744223656,7
goes,0.018730174141446898,0.1926260016676364,1,0.1738958275261895,7
light,0.018763926289336097,0.1907072283148148,1,0.1719433020254787,7
true,0.018796531739931482,0.1888508978078608,1,0.1700543660679293,7
half,0.018998388083437595,0.1772978022154399,1,0.1582994141320023,7
woman,0.019132158701776897,0.1695829205174291,1,0.1504507618156522,7
5,0.019198174734766815,0.1657580764486699,1,0.1465599017139031,7
eyes,0.0193646093506796,0.156062857334212,1,0.1366982479835324,7
ll,0.019390068012701905,0.2459481569776679,4,0.226558088964966,29
stormfront,0.019626098178334606,0.1406756683673469,1,0.1210495701890123,7
leave,0.01978438149548739,0.24979809086954,2,0.2300137093740526,14
child,0.02014010420930351,0.2323660661683922,2,0.2122259619590887,14
believe,0.020213752678784003,0.2287279337381069,2,0.2085141810593229,14
hell,0.020282899713037705,0.2253029346780079,2,0.2050200349649702,14
other,0.021171528585167798,0.2343770500617161,5,0.2132055214765483,36
is,0.021956912816385066,0.2734735698798907,25,0.2515166570635056,191
just,0.023185176767111404,0.2974825511386167,15,0.2742973743715053,110
where,0.023375349259001477,0.2520189412789108,5,0.2286435920199093,35
if,0.023445137185752918,0.319169897632612,19,0.2957247604468591,140
by,0.025771019179055776,0.253654106296926,8,0.2278830871178702,56
jews,0.02581179604602199,0.2296732356810694,3,0.2038614396350474,20
thought,0.0261852977651284,0.2226992353517156,2,0.1965139375865872,13
name,0.02629547721842082,0.2178100398439322,2,0.1915145626255114,13
nothing,0.02659887423584631,0.2041890814637321,2,0.1775902072278858,13
me,0.027598637633375694,0.2123035189495584,6,0.1847048813161827,41
your,0.028051612027444106,0.2166336237950578,7,0.1885820117676137,48
generations,0.028297201949788686,0.2553613880073394,1,0.2270641860575507,6
educate,0.028507738503113,0.2464669065431087,1,0.2179591680399957,6
fox,0.028569590624644592,0.2438297615194369,1,0.2152601708947923,6
completely,0.028628062897645024,0.2413264334907196,1,0.2126983705930746,6
cars,0.0286835120224464,0.238943186013845,1,0.2102596739913986,6
certain,0.028786507916898796,0.2344918305773595,1,0.2057053226604607,6
church,0.028834537246042874,0.2324050111406903,1,0.2035704738946474,6
often,0.028834537246042874,0.2324050111406903,1,0.2035704738946474,6
dogs,0.028834537246042874,0.2324050111406903,1,0.2035704738946474,6
telling,0.028967021320184694,0.2266115631967702,1,0.1976445418765855,6
perhaps,0.02912175444315479,0.2197744408685104,1,0.1906526864253556,6
football,0.02922491391646681,0.2151726243028288,1,0.185947710386362,6
instead,0.02922491391646681,0.2151726243028288,1,0.185947710386362,6
o,0.02928865293849109,0.2123114733877132,1,0.1830228204492221,6
case,0.02934889115267278,0.2095947365464051,1,0.1802458453937323,6
father,0.02943347804626731,0.2057586610731931,1,0.1763251830269258,6
internet,0.02946028883040891,0.2045375326424109,1,0.175077243812002,6
local,0.0295853638936312,0.198806898300194,1,0.1692215344065628,6
stay,0.0296316834813439,0.1966702417957716,1,0.1670385583144277,6
blue,0.029718889231981516,0.1926260016676364,1,0.1629071124356549,6
mother,0.029718889231981516,0.1926260016676364,1,0.1629071124356549,6
war,0.02973966015449539,0.1916585281256523,1,0.1619188679711569,6
having,0.029760049712703684,0.1907072283148148,1,0.1609471786021111,6
open,0.029760049712703684,0.1907072283148148,1,0.1609471786021111,6
try,0.029760187604758792,0.2436166270712693,3,0.2138564394665105,19
wait,0.0297997396907764,0.1888508978078608,1,0.1590511581170844,6
get,0.02984737945810506,0.3023983674822905,13,0.2725509880241854,89
support,0.02992846620058162,0.1827882896283735,1,0.1528598234277919,6
hard,0.029979387332800395,0.1803720347855271,1,0.1503926474527267,6
hear,0.03001208846944242,0.1788148497826529,1,0.1488027613132105,6
meet,0.030134091626511317,0.1729666944645749,1,0.1428326028380636,6
music,0.030204099834826192,0.1695829205174291,1,0.1393788206826029,6
org,0.0304688823756723,0.1565929965653454,1,0.1261241141896731,6
new,0.031118099073964206,0.1891147354168357,3,0.1579966363428715,19
behind,0.031715256536871905,0.2508300592969267,2,0.2191148027600548,12
now,0.0317960335023742,0.2450433591567677,5,0.2132473256543935,32
then,0.0319619233329399,0.2951403568001886,9,0.2631784334672487,59
to,0.03231151722910969,0.3927993638792215,74,0.3604878466501118,550
on,0.03245080223291963,0.3095887881335571,25,0.2771379859006375,175
may,0.032471815291075484,0.2214389654930056,2,0.1889671502019301,12
jew,0.032620120829022686,0.2155068270637908,2,0.1828867062347681,12
negro,0.032753920515400214,0.2101035826468309,2,0.1773496621314307,12
last,0.03341099765455219,0.1828144960509097,2,0.1494034983963575,12
this,0.033522723431932105,0.2590682578196043,16,0.2255455343876722,109
keep,0.03412111967801382,0.2477940143855784,3,0.2136728947075646,18
could,0.034343735115508395,0.256816220930708,5,0.2224724858151996,31
or,0.034344378696497424,0.2981050489719611,16,0.2637606702754637,107
really,0.03454391662878689,0.2325605773417268,3,0.1980166607129399,18
something,0.0345668855063965,0.2317220530075408,3,0.1971551675011443,18
after,0.035632640779921176,0.2597266605228449,4,0.2240940197429237,24
home,0.035949806090564806,0.2491225141478657,4,0.2131727080573009,24
and,0.035975636998609284,0.3997498253102883,74,0.363774188311679,538
an,0.0369137857482954,0.2317170440227769,6,0.1948032582744815,37
look,0.0372107243700488,0.2598103472766689,5,0.2225996229066201,30
racist,0.0385448159409692,0.2565098123896824,3,0.2179649964487132,17
up,0.03904037236494762,0.296611969235617,13,0.2575715968706694,82
white,0.039122746987441614,0.3024393613720301,22,0.2633166143845885,145
looks,0.0391298242205122,0.2239867878805612,2,0.184856963660049,11
else,0.039218007852241915,0.2208186765639499,2,0.181600668711708,11
family,0.039251858966543096,0.2195970663608512,2,0.1803452073943081,11
go,0.03925303519356141,0.2885663708786817,9,0.2493133356851203,55
for,0.03970698032676223,0.305286159987585,26,0.2655791796608228,173
being,0.039790140444159405,0.2439156302547327,4,0.2041254898105733,23
fools,0.04025324358273549,0.2706086587789285,1,0.230355415196193,5
day,0.0402772413474127,0.2279958913121705,4,0.1877186499647578,23
pair,0.040504515707788624,0.2623663603677288,1,0.2218618446599402,5
soldiers,0.040895096545562504,0.2492541655752122,1,0.2083590690296497,5
gotten,0.04097667471765831,0.2464669065431087,1,0.2054902318254504,5
beaten,0.04105339231678248,0.2438297615194369,1,0.2027763692026544,5
my,0.04107708824826861,0.2468672368831632,12,0.2057901486348946,75
ready,0.04112579703147812,0.2413264334907196,1,0.2002006364592415,5
upon,0.04119434860341692,0.238943186013845,1,0.1977488374104281,5
asked,0.04125943673918189,0.2366683294735546,1,0.1954088927343727,5
decided,0.0413213946768205,0.2344918305773595,1,0.193170435900539,5
wondering,0.0414370308362825,0.2304003126663697,1,0.1889632818300872,5
k,0.041491176115097006,0.2284711101463647,1,0.1869799340312677,5
mail,0.04159308203265652,0.2248164958641349,1,0.1832234138314784,5
large,0.04164116187290992,0.2230812987032297,1,0.1814401368303198,5
within,0.04168751024918951,0.2214018483365587,1,0.1797143380873692,5
beat,0.041732247110252696,0.2197744408685104,1,0.1780421937582577,5
fast,0.04177548032497788,0.2181957363774679,1,0.17642025605249,5
problems,0.04181730725465299,0.2166627123387813,1,0.1748454050841283,5
immigrants,0.0420081708203385,0.2095947365464051,1,0.1675865657260666,5
dirty,0.0420081708203385,0.2095947365464051,1,0.1675865657260666,5
scum,0.042043160324346796,0.2082858089721149,1,0.1662426486477681,5
book,0.0422932198387303,0.198806898300194,1,0.1565136784614637,5
sorry,0.04242783179736251,0.1936102521370312,1,0.1511824203396687,5
did,0.04327116377535872,0.2778658915689478,6,0.2345947277935891,34
thank,0.04344304993591579,0.1519759955688955,1,0.1085329456329797,5
thread,0.04379689830646079,0.1362685572443059,1,0.0924716589378451,5
with,0.043839513197798496,0.3329005679756812,25,0.2890610547778827,159
place,0.043927576198454193,0.2421212732458175,3,0.1981936970473633,16
time,0.04418606495372118,0.2520667157663229,6,0.2078806508126017,34
off,0.04538018251643622,0.301065923967625,7,0.2556857414511888,39
soon,0.04616990576214178,0.2316199980105114,2,0.1854500922483696,10
s,0.04645749249163611,0.2848163546720277,19,0.2383588621803916,117
give,0.04646120855743799,0.2757908745232044,4,0.2293296659657664,21
need,0.046722618309585184,0.256816220930708,5,0.2100936026211228,27
school,0.049048066035143195,0.2697353931093799,7,0.2206873270742367,38
still,0.0491489462570012,0.2421212732458175,3,0.1929723269888163,15
dont,0.04958757790533169,0.2693683247458627,5,0.219780746840531,26
would,0.0499446802450261,0.2788579597236162,11,0.2289132794785901,62
went,0.05092031790292317,0.2660301870122074,4,0.2151098691092842,20
some,0.05156685768104591,0.2683623481684783,9,0.2167954904874324,49
always,0.051602682967068714,0.2476922705480013,4,0.1960895875809326,20
out,0.052432813281747204,0.3167769729442369,17,0.2643441596624897,97
mine,0.052837392147310175,0.2664143980131788,2,0.2135770058658686,9
young,0.05375153009145289,0.2412838516826669,2,0.187532321591214,9
truth,0.05389964069476069,0.2370572225800559,2,0.1831575818852952,9
called,0.05403608750618419,0.233121873621537,2,0.1790857861153528,9
tell,0.05416945025543421,0.2558871306781038,3,0.2017176804226696,14
guess,0.05418677577277081,0.2287279337381069,2,0.1745411579653361,9
story,0.0543691812839025,0.2233395215221431,2,0.1689703402382406,9
days,0.0543691812839025,0.2233395215221431,2,0.1689703402382406,9
anti,0.0544519287475454,0.248337095515738,3,0.1938851667681926,14
africa,0.0546691897000576,0.2792386936243788,4,0.2245695039243212,19
remove,0.05517005539216138,0.2663042096598264,1,0.211134154267665,4
asking,0.05545101541616068,0.2587342944276961,1,0.2032832790115354,4
step,0.05545101541616068,0.2587342944276961,1,0.2032832790115354,4
islam,0.05557437340190338,0.2553613880073394,1,0.199787014605436,4
wiggers,0.05557437340190338,0.2553613880073394,1,0.199787014605436,4
needed,0.05557437340190338,0.2553613880073394,1,0.199787014605436,4
skills,0.05557437340190338,0.2553613880073394,1,0.199787014605436,4
which,0.05569394821191831,0.2536166318716249,4,0.1979226836597066,19
news,0.0557030573583594,0.2130620237661808,3,0.1573589664078214,14
properly,0.0557948679856598,0.2492541655752122,1,0.1934592975895524,4
names,0.0557948679856598,0.2492541655752122,1,0.1934592975895524,4
amongst,0.0558942724004613,0.2464669065431087,1,0.1905726341426474,4
nazi,0.055987615836287696,0.2438297615194369,1,0.1878421456831492,4
teaching,0.055987615836287696,0.2438297615194369,1,0.1878421456831492,4
speaking,0.055987615836287696,0.2438297615194369,1,0.1878421456831492,4
chance,0.056075586678488804,0.2413264334907196,1,0.1852508468122308,4
prison,0.056075586678488804,0.2413264334907196,1,0.1852508468122308,4
starts,0.056075586678488804,0.2413264334907196,1,0.1852508468122308,4
put,0.05623417094610578,0.2773143331820835,5,0.2210801622359777,24
forward,0.05638406475973348,0.2324050111406903,1,0.1760209463809568,4
mention,0.05638406475973348,0.2324050111406903,1,0.1760209463809568,4
fun,0.0564523004488891,0.2304003126663697,1,0.1739480122174806,4
a,0.056453771581371215,0.3617843053972533,58,0.3053305338158821,369
add,0.05658017869427351,0.2266115631967702,1,0.1700313845024967,4
diversity,0.05675370621765402,0.2214018483365587,1,0.1646481421189047,4
reading,0.05680736433355388,0.2197744408685104,1,0.1629670765349565,4
bit,0.05690923643739068,0.2166627123387813,1,0.1597534759013906,4
co,0.05700460205417521,0.2137229725088788,1,0.1567183704547036,4
close,0.05713708673484458,0.2095947365464051,1,0.1524576498115605,4
month,0.0571787431627406,0.2082858089721149,1,0.1511070658093743,4
british,0.05729709942538569,0.2045375326424109,1,0.1472404332170252,4
christian,0.05729709942538569,0.2045375326424109,1,0.1472404332170252,4
wants,0.057334529964307795,0.2033429362266468,1,0.146008406262339,4
using,0.05737103119584491,0.2021736636650511,1,0.1448026324692062,4
matter,0.05737103119584491,0.2021736636650511,1,0.1448026324692062,4
30,0.05744141756297161,0.1999066614978504,1,0.1424652439348788,4
french,0.057475381368293194,0.198806898300194,1,0.1413315169319008,4
youtube,0.057509951500993806,0.1137997681646556,2,0.0562898166636618,9
happy,0.05754102779089032,0.1966702417957716,1,0.1391292140048813,4
party,0.05760384360784271,0.1946119178981561,1,0.1370080742903134,4
between,0.058970082300952575,0.2811511596825986,3,0.222181077381646,13
things,0.059200973814719504,0.2774895059196531,4,0.2182885321049336,18
right,0.06021452024997198,0.2700832660787841,5,0.2098687458288121,23
heard,0.0603220718063989,0.248337095515738,3,0.1880150237093391,13
use,0.06062207530569569,0.2406615904607469,3,0.1800395151550512,13
you,0.06091624922385569,0.2881604462719304,24,0.2272441970480747,135
few,0.06154990869248669,0.2609527984506781,6,0.1994028897581914,28
power,0.061806552198828024,0.2574679271880667,2,0.1956613749892387,8
year,0.061950426070402104,0.2045727456292547,3,0.1426223195588526,13
reason,0.062341950101608895,0.2439802932247864,2,0.1816383431231775,8
send,0.06281494845347468,0.2316199980105114,2,0.1688050495570367,8
help,0.06297503238327978,0.2273338852219474,2,0.1643588528386676,8
check,0.06300042165289887,0.2266490866696048,2,0.1636486650167059,8
far,0.06319189817377899,0.2214389654930056,2,0.1582470673192266,8
area,0.06393008191356661,0.2005359980159416,2,0.136605916102375,8
does,0.06397498900047618,0.1992188645592831,2,0.1352438755588069,8
1,0.06414412256901578,0.194207130084023,2,0.1300630075150072,8
d,0.06449549847430872,0.2637038543468052,4,0.1992083558724965,17
girls,0.06556028612499262,0.2722390081062954,3,0.2066787219813028,12
bad,0.0667093964054431,0.2456693174486829,3,0.1789599210432398,12
ago,0.06726231572753519,0.2321399190315707,3,0.1648776033040355,12
hope,0.06819473239912599,0.2659094522070556,5,0.1977147198079296,21
very,0.0689898381720265,0.2483120445690206,5,0.1793222063969941,21
consider,0.06988872599179882,0.290931882312627,2,0.2210431563208282,7
has,0.0700182029088377,0.2242031001817263,5,0.1541848972728886,21
www,0.0720521608814696,0.2018450452465826,4,0.129792884365113,16
front,0.0722243451918427,0.2395552664325908,2,0.1673309212407481,7
point,0.0722598238476318,0.2387103448369428,2,0.166450520989311,7
nation,0.07229469064829488,0.2378777917815406,2,0.1655831011332457,7
pretending,0.07240864000449973,0.2937249036291447,1,0.221316263624645,3
housing,0.07240864000449973,0.2937249036291447,1,0.221316263624645,3
purchase,0.07275240554081969,0.2867129454680772,1,0.2139605399272575,3
positive,0.07275240554081969,0.2867129454680772,1,0.2139605399272575,3
down,0.072986501743842,0.2894516795970472,7,0.2164651778532052,29
rebel,0.07304280488594772,0.2806748764088565,1,0.2076320715229088,3
feeding,0.07304280488594772,0.2806748764088565,1,0.2076320715229088,3
fought,0.07329406639446082,0.2753612228189775,1,0.2020671564245167,3
dating,0.07371307677186659,0.2663042096598264,1,0.1925911328879598,3
showed,0.07371307677186659,0.2663042096598264,1,0.1925911328879598,3
weapon,0.07389161999588312,0.2623663603677288,1,0.1884747403718457,3
hearing,0.07405434750474299,0.2587342944276961,1,0.1846799469229531,3
twice,0.07405434750474299,0.2587342944276961,1,0.1846799469229531,3
again,0.07419687793203167,0.2735994006296418,4,0.1994025226976101,15
parade,0.07420378820304196,0.2553613880073394,1,0.1811575998042974,3
drugs,0.07420378820304196,0.2553613880073394,1,0.1811575998042974,3
filthy,0.07434190981451982,0.2522110832706662,1,0.1778691734561464,3
noticed,0.07447027354314192,0.2492541655752122,1,0.1747838920320703,3
cops,0.07447027354314192,0.2492541655752122,1,0.1747838920320703,3
looking,0.07452758657620809,0.2206623756158038,3,0.1461347890395957,11
mom,0.0745901388630126,0.2464669065431087,1,0.1718767676800961,3
