word,npmi-bias,her-npmi,her-count,his-npmi,his-count
tell,-0.09798617093658721,0.1300779670934884,1,0.2280641380300756,3
once,-0.09795217642054699,0.1307415753894848,1,0.2286937518100318,3
believe,-0.09762514440645198,0.1370605513380158,1,0.2346856957444678,3
fight,-0.097424717772289,0.1408768564518783,1,0.2383015742241673,3
support,-0.0972082913417896,0.1449516791641152,1,0.2421599705059048,3
all,-0.09714618334611941,0.1761891522847942,10,0.2733353356309136,20
end,-0.0969731827152995,0.14932586688606,1,0.2462990496013595,3
media,-0.0969731827152995,0.14932586688606,1,0.2462990496013595,3
boy,-0.09676937947197778,0.1530750075925761,1,0.2498443870645539,3
light,-0.09676937947197778,0.1530750075925761,1,0.2498443870645539,3
everything,-0.09660594990016813,0.1560537390377948,1,0.2526596889379629,3
videos,-0.09654924522535827,0.1570816242423745,1,0.2536308694677328,3
wrong,-0.09649135060865657,0.1581281258449573,1,0.2546194764536139,3
gets,-0.09643221625513343,0.159193982916155,1,0.2556261991712884,3
gun,-0.09637178917913888,0.1602799804313825,1,0.2566517696105214,3
dr,-0.0962468272597489,0.1625157901949896,1,0.2587626174547385,3
gone,-0.09590733785303399,0.1685235064731637,1,0.2644308443261977,3
disgusting,-0.0953496666785198,0.1781915393351357,1,0.2735412060136555,3
running,-0.095260091410302,0.1797222467749297,1,0.2749823381852317,3
thousands,-0.09516756318425082,0.1812971759177526,1,0.2764647391020034,3
reading,-0.09507188368858563,0.1829191563895051,1,0.2779910400780907,3
account,-0.09429199864104598,0.1959004263957067,1,0.2901924250367527,3
our,-0.094129956063089,0.1389156332786172,4,0.2330455893417062,9
been,-0.09406675566674129,0.1086019267651873,2,0.2026686824319286,5
ass,-0.09402298404777701,0.2002839129694801,1,0.2943068970172571,3
ran,-0.0932118402080229,0.2132297838077323,1,0.3064416240157552,3
over,-0.09143776727366998,0.1625699970445923,3,0.2540077643182623,7
again,-0.09070757032721732,0.173098180018062,2,0.2638057503452793,5
anti,-0.09070757032721732,0.173098180018062,2,0.2638057503452793,5
spoke,-0.09064781811024919,0.2518068891920725,1,0.3424547073023217,3
big,-0.0903301497446525,0.1797251128313295,2,0.270055262575982,5
later,-0.0880628253437041,0.2175323552082105,2,0.3055951805519146,5
mouth,-0.08445856556434722,0.2719834112145659,2,0.3564419767789131,5
should,-0.08316001888689847,0.1908430964683945,5,0.274003115355293,10
man,-0.08077821946945932,0.2305020738310772,5,0.3112802933005365,10
down,-0.07972956320597899,0.1901221893277151,4,0.2698517525336941,8
has,-0.0781340116531688,0.2312171556551595,9,0.3093511673083283,16
an,-0.07768976445343151,0.1817881526839979,6,0.2594779171374294,11
need,-0.07688797818723259,0.1658889373786121,3,0.2427769155658447,6
going,-0.07684180045659522,0.1668225483905066,3,0.2436643488471018,6
of,-0.07520525399602312,0.2797689633191215,54,0.3549742173151446,73
those,-0.07373606686022488,0.1195284478248052,2,0.1932645146850301,4
country,-0.072861734302507,0.1402530492752893,2,0.2131147835777963,4
why,-0.07269200809418591,0.1441608593208176,2,0.2168528674150035,4
talk,-0.0717116297905161,0.1660766117465946,2,0.2377882415371107,4
left,-0.07085740591180761,0.1843470372711924,2,0.255204443183,4
so,-0.07071480869691368,0.2172135406059457,12,0.2879283493028594,19
class,-0.06956741521025309,0.2106791958340836,2,0.2802466110443367,4
face,-0.06956741521025309,0.2106791958340836,2,0.2802466110443367,4
head,-0.06951274137542002,0.211764864718117,2,0.281277606093537,4
up,-0.0692639678458587,0.2130470667970571,10,0.2823110346429158,16
re,-0.0673160060983333,0.0853343338379676,1,0.1526503399363009,2
thread,-0.06690997345176129,0.09729403912972,1,0.1642040125814813,2
post,-0.066782848570743,0.1009612133076248,1,0.1677440618783678,2
something,-0.0666625129065445,0.1044002858460218,1,0.1710627987525663,2
really,-0.0666312461350549,0.1052888330746886,1,0.1719200792097435,2
use,-0.06632513221386761,0.1138822262377766,1,0.1802073584516442,2
3,-0.0662691941345187,0.1154323857789217,1,0.1817015799134404,2
city,-0.06589605692226222,0.1256215153397414,1,0.1915175722620036,2
racist,-0.065704980345281,0.1307415753894848,1,0.1964465557347658,2
meet,-0.06554875755361059,0.1348809093452262,1,0.2004296668988368,2
pm,-0.06552150370058601,0.1355988296187797,1,0.2011203333193657,2
best,-0.06552150370058601,0.1355988296187797,1,0.2011203333193657,2
men,-0.0654938773879134,0.1363253028740517,1,0.2018191802619651,2
different,-0.06543746630024189,0.1378048062092565,1,0.2032422725094984,2
jewish,-0.06534978784830581,0.1400940664637845,1,0.2054438543120903,2
least,-0.06531969765171508,0.1408768564518783,1,0.2061965541035934,2
message,-0.06506141989284508,0.1475372455416844,1,0.2125986654345295,2
be,-0.06498611203989041,0.2215683311451267,15,0.2865544431850171,22
cause,-0.0648815646913368,0.1521149981770965,1,0.2169965628684333,2
students,-0.06468427813093369,0.1570816242423745,1,0.2217659023733082,2
pride,-0.06464242286733649,0.1581281258449573,1,0.2227705487122938,2
local,-0.06451144810435089,0.1613869531948864,1,0.2258984012992373,2
30,-0.0644658546022841,0.1625157901949896,1,0.2269816447972737,2
power,-0.06427257524852889,0.1672697443381548,1,0.2315423195866837,2
poor,-0.06427257524852889,0.1672697443381548,1,0.2315423195866837,2
hand,-0.06427257524852889,0.1672697443381548,1,0.2315423195866837,2
several,-0.06416862509610652,0.1698059198057495,1,0.233974544901856,2
happened,-0.06411460058424578,0.1711184258607827,1,0.2352330264450285,2
happen,-0.06400207696307941,0.17384006521682,1,0.2378421421798994,2
chinese,-0.06355102100262319,0.1845913047112482,1,0.2481423257138714,2
what,-0.06354507800755882,0.1887423200975542,7,0.252287398105113,11
lives,-0.06347764483212559,0.1863170648879221,1,0.2497947097200477,2
telling,-0.06332250819372381,0.1899451319500906,1,0.2532676401438144,2
bar,-0.06332250819372381,0.1899451319500906,1,0.2532676401438144,2
favorite,-0.06306528106335008,0.1959004263957067,1,0.2589657074590568,2
evidence,-0.0629718246545504,0.1980459529545264,1,0.2610177776090768,2
surprised,-0.0629718246545504,0.1980459529545264,1,0.2610177776090768,2
sitting,-0.0629718246545504,0.1980459529545264,1,0.2610177776090768,2
break,-0.06277105457010701,0.2026232603438401,1,0.2653943149139471,2
claims,-0.06277105457010701,0.2026232603438401,1,0.2653943149139471,2
shall,-0.0626627679168476,0.2050743480522944,1,0.267737115969142,2
growing,-0.062427315324456084,0.2103621108088606,1,0.2727894261333167,2
dad,-0.062427315324456084,0.2103621108088606,1,0.2727894261333167,2
wanna,-0.062161160318624176,0.2162724336970454,1,0.2784335940156696,2
monkey,-0.06185500453881099,0.2229863196519829,1,0.2848413241907939,2
nonwhites,-0.06185500453881099,0.2229863196519829,1,0.2848413241907939,2
field,-0.06168274006360189,0.2267254718167879,1,0.2884082118803898,2
range,-0.061494518206484494,0.2307801668448255,1,0.29227468505131,2
accused,-0.061494518206484494,0.2307801668448255,1,0.29227468505131,2
the,-0.061442705927652386,0.3060938797833475,91,0.3675365857109999,107
stood,-0.061287042480984294,0.2352132252962996,1,0.2965002677772839,2
won,-0.061287042480984294,0.2352132252962996,1,0.2965002677772839,2
fought,-0.06105586725108322,0.2401088624228536,1,0.3011647296739368,2
statement,-0.06105586725108322,0.2401088624228536,1,0.3011647296739368,2
want,-0.06098383530571519,0.1934438913162864,5,0.2544277266220016,8
kicked,-0.060794789522858717,0.2455838165117697,1,0.3063786060346284,2
threw,-0.060794789522858717,0.2455838165117697,1,0.3063786060346284,2
31,-0.060494774391373185,0.2518068891920725,1,0.3123016635834457,2
blacks,-0.060382191934413604,0.164360528705606,3,0.2247427206400196,5
dropped,-0.05971304297640123,0.2676957755738872,1,0.3274088185502884,2
have,-0.058334960031066474,0.1960756758723442,17,0.2544106359034107,23
people,-0.05767279245863682,0.1914249348771838,9,0.2490977273358206,13
murder,-0.05671451289255283,0.2466501947137779,3,0.3033647076063307,5
at,-0.05634759508969078,0.2722269264032489,20,0.3285745214929397,27
that,-0.054197258794203895,0.2770160561111925,38,0.3312133149053964,47
m,-0.054149747384159314,0.1525141957535644,4,0.2066639431377237,6
negro,-0.053615425008486484,0.2600505665859994,6,0.3136659915944859,9
as,-0.05345414821477382,0.2246342215843322,15,0.278088369799106,20
house,-0.053212403297695,0.268246258692297,6,0.321458661989992,9
day,-0.052994399277139614,0.1817656222089806,4,0.2347600214861202,6
on,-0.05190989224385417,0.2829926729921817,34,0.3349025652360359,42
after,-0.0516337580718845,0.2146347654857166,4,0.2662685235576011,6
got,-0.05153133872481122,0.2376264541868798,7,0.289157792911691,10
front,-0.04990270601875613,0.2543320407226798,4,0.3042347467414359,6
many,-0.04902211560479669,0.1232122355991378,2,0.1722343512039345,3
know,-0.048719598765083416,0.1792804113036016,5,0.228000010068685,7
car,-0.04839708140020549,0.2871991399210667,4,0.3355962213212722,6
times,-0.047683894101051005,0.1630807225866117,2,0.2107646166876627,3
to,-0.04741835295678609,0.3192999623880746,81,0.3667183153448607,90
work,-0.047412886574606905,0.1708531757713546,2,0.2182660623459615,3
feel,-0.04723080448295719,0.1760229054582858,2,0.223253709941243,3
being,-0.04718758556501601,0.2176833516471089,5,0.2648709372121249,7
they,-0.047072545526886805,0.1975002517387618,17,0.2445727972656486,21
together,-0.0469830987291619,0.1829903687469961,2,0.229973467476158,3
right,-0.04695294213253881,0.2234044418378801,5,0.2703573839704189,7
check,-0.04688480513316051,0.1857347346295071,2,0.2326195397626676,3
soon,-0.04670013945277979,0.1908599347351314,2,0.2375600741879112,3
one,-0.046510746596525016,0.2134260975194016,10,0.2599368441159266,13
attack,-0.04649645457293958,0.19646749894264,2,0.2429639535155796,3
history,-0.04640228062409191,0.1990443552358275,2,0.2454466358599194,3
leave,-0.046012221474667325,0.2096139776966211,2,0.2556261991712884,3
rest,-0.04576120883125931,0.2163302333629423,2,0.2620914421942016,3
you,-0.04571061068144158,0.1495712009864474,13,0.195281811667889,16
arrested,-0.044640559965926696,0.245551865070826,2,0.2901924250367527,3
protect,-0.04397053675061091,0.2624710872651443,2,0.3064416240157552,3
for,-0.043266049651740135,0.2607337133359058,31,0.3039997629876459,36
or,-0.042980972142952406,0.2161485541888016,13,0.259129526331754,16
into,-0.04113905159002032,0.2370528577203672,7,0.2781919093103875,9
dont,-0.040190601845627616,0.179158279183511,3,0.2193488810291386,4
children,-0.039834132915817305,0.1897457885997843,3,0.2295799215156016,4
ca,-0.0391658274215512,0.2092606790503416,3,0.2484265064718928,4
looks,-0.038968456740853086,0.2149438995746365,3,0.2539123563154896,4
help,-0.03884962860898031,0.2183484564392095,3,0.2571980850481898,4
with,-0.03851989190749666,0.2866996986030043,29,0.325219590510501,33
friend,-0.038077676248570974,0.2401640992984114,3,0.2782417755469824,4
lived,-0.037377436845728196,0.2595224632244283,3,0.2968999000701565,4
dog,-0.037267980225694275,0.2625131343188226,3,0.2997811145445169,4
any,-0.03665858986525308,0.1726126005321763,4,0.2092711903974294,5
now,-0.0364895032068899,0.1778070281743627,4,0.2142965313812526,5
hope,-0.035770107883093205,0.1996448357761226,4,0.2354149436592158,5
saw,-0.03512911432897001,0.2187591471587523,4,0.2538882614877223,5
if,-0.03426051564090879,0.2317570480406652,15,0.266017563681574,17
say,-0.03362931290263599,0.1951498491105269,5,0.2287791620131629,6
about,-0.033530146585754594,0.2505300117547034,15,0.284060158340458,17
too,-0.03347019539504892,0.1999996132332502,5,0.2334698086282991,6
family,-0.03168388835186803,0.2533729544238571,5,0.2850568427757251,6
death,-0.031143488348758075,0.2691510774135704,5,0.3002945657623285,6
behind,-0.03061474823732291,0.284432250237953,5,0.3150469984752759,6
how,-0.03056916473096602,0.2105301524840293,7,0.2410993172149953,8
killed,-0.030258531022303692,0.2946424034800751,5,0.3249009345023788,6
because,-0.030105441963601792,0.2245523690333376,7,0.2546578109969394,8
are,-0.02988911379063869,0.1631231594610624,13,0.1930122732517011,14
good,-0.029739715293991692,0.2131306202263434,8,0.2428703355203351,9
did,-0.02945875560168379,0.2439632906823139,7,0.2734220462839977,8
other,-0.029177604682635278,0.2300482855965483,8,0.2592258902791836,9
get,-0.027468248881322793,0.238000341474962,12,0.2654685903562848,13
name,-0.02702602935666326,0.293879079302429,8,0.3209051086590923,9
black,-0.026384014907730235,0.2619460904732638,14,0.288330105380994,15
from,-0.02627763074562839,0.2617489249914286,18,0.288026555737057,19
in,-0.026257436616180907,0.3299084329061708,67,0.3561658695223517,67
a,-0.025843292767021908,0.3333178609459928,81,0.3591611537130147,80
and,-0.0236691314748943,0.3765288386234401,107,0.4001979700983344,104
will,-0.019934562955989166,0.2473898573155227,16,0.2673244202715119,16
do,-0.019657378323660213,0.1876983070687471,10,0.2073556853924073,10
by,-0.01912589387293462,0.2732384424912961,16,0.2923643363642307,16
when,-0.019121512466328983,0.2733792597582244,16,0.2925007722245534,16
who,-0.019004105677982386,0.2473832666681558,13,0.2663873723461382,13
was,-0.01862970252641688,0.3328351192281375,40,0.3514648217545544,39
more,-0.0182798407841617,0.2053860976432341,8,0.2236659384273958,8
white,-0.018247318835424076,0.2852689252081899,32,0.303516244043614,31
had,-0.017889908314534908,0.2621722154056136,11,0.2800621237201485,11
where,-0.01699969332123269,0.2353605231009927,7,0.2523602164222254,7
it,-0.016959334466287,0.2699460434274812,39,0.2869053778937682,37
way,-0.0169084026722065,0.2194332024106831,6,0.2363416050828896,6
very,-0.016805570673594616,0.2007969915718875,5,0.2176025622454821,5
every,-0.016737768632007183,0.2260391469338375,6,0.2427769155658447,6
new,-0.0166765218327799,0.1440264262497326,3,0.1607029480825125,3
first,-0.0166335595282196,0.2492307002310687,7,0.2658642597592883,7
years,-0.016527077102723997,0.1848178377588102,4,0.2013449148615342,4
make,-0.016481557194863605,0.2136942975224378,5,0.2301758547173014,5
come,-0.01607222942457512,0.2300866395112608,5,0.2461588689358359,5
its,-0.015981644018303598,0.1270979764581092,2,0.1430796204764128,2
anything,-0.015751067763029314,0.2168930050961889,4,0.2326440728592182,4
another,-0.015671744861353698,0.2201957721852505,4,0.2358675170466042,4
looking,-0.015604065447832799,0.1441608593208176,2,0.1597649247686504,2
world,-0.01555488631181201,0.1463919273960006,2,0.1619468137078126,2
guy,-0.015553788260363799,0.2510108546879141,5,0.2665646429482779,5
non,-0.015529685667302395,0.1475359625240293,2,0.1630656481913317,2
friends,-0.015473509140525699,0.2284695964440377,4,0.2439431055845634,4
anyone,-0.0151835183887251,0.0883932335471931,1,0.1035767519359182,1
much,-0.01516216253522261,0.089444013579755,1,0.1046061761149776,1
still,-0.015111679651913512,0.1665899002615269,2,0.1817015799134404,2
far,-0.015088914994199815,0.2123522310239269,3,0.2274411460181267,3
town,-0.014969640684156016,0.173098180018062,2,0.188067820702218,2
actually,-0.014918910377449912,0.1754268562294947,2,0.1903457666069446,2
stormfront,-0.014911618586385608,0.1018043563146476,1,0.1167159749010332,1
im,-0.014903012892304501,0.1022299875023327,1,0.1171330003946372,1
better,-0.014839153379035908,0.179092432985179,2,0.1939315863642149,2
area,-0.01479528273714191,0.1075643403830187,1,0.1223596231201606,1
https,-0.014747740893725991,0.1099220210384043,1,0.1246697619321303,1
start,-0.01468837533539169,0.112869172196503,1,0.1275575475318947,1
half,-0.014600356714523893,0.1901003888694547,2,0.2047007455839786,2
called,-0.014550419116395097,0.1924086969702104,2,0.2069591160866055,2
yet,-0.014533343967114087,0.1931984793553444,2,0.2077318233224585,2
such,-0.014492407596871787,0.1226225068581927,1,0.1371149144550645,1
group,-0.014492407596871787,0.1226225068581927,1,0.1371149144550645,1
age,-0.014488636245236497,0.270006212082904,4,0.2844948483281405,4
6,-0.01446272657665118,0.19646749894264,2,0.2109302255192912,2
getting,-0.01446272657665118,0.19646749894264,2,0.2109302255192912,2
shot,-0.0144567365089745,0.2959066761683893,5,0.3103634126773638,5
point,-0.014425927736528482,0.198172737698001,2,0.2125986654345295,2
brown,-0.014369247535216706,0.1287717362547365,1,0.1431409837899532,1
high,-0.014356253314485895,0.1294214071077621,1,0.143777660422248,1
american,-0.014343124746183294,0.1300779670934884,1,0.1444210918396717,1
today,-0.01432985875766199,0.1307415753894848,1,0.1450714341471468,1
weeks,-0.014329055164045201,0.2026675077043881,2,0.2169965628684333,2
money,-0.014316452166813903,0.1314123968800611,1,0.145728849046875,1
kind,-0.0143087684495663,0.2036098445533565,2,0.2179186130029228,2
others,-0.014288152671432908,0.2045678430348755,2,0.2188559957063084,2
0,-0.014247190441491087,0.1348809093452262,1,0.1491280997867173,1
4,-0.014247190441491087,0.1348809093452262,1,0.1491280997867173,1
county,-0.014179696523460489,0.2096139776966211,2,0.2237936742200816,2
line,-0.014156830850992008,0.2106791958340836,2,0.2248360266850756,2
u,-0.014143272152081804,0.1400940664637845,1,0.1542373386158663,1
case,-0.01414290732944562,0.254001484673012,3,0.2681443920024576,3
hands,-0.014121956074126585,0.2856591584703903,4,0.2997811145445169,4
hard,-0.014095909852643196,0.1424736799017334,1,0.1565695897543766,1
themselves,-0.014095909852643196,0.1424736799017334,1,0.1565695897543766,1
coming,-0.01407970622596491,0.1432883201425236,1,0.1573680263684885,1
sad,-0.01406089669566471,0.2151535145561331,2,0.2292144112517978,2
charged,-0.014048996486963783,0.2887861888511929,4,0.3028351853381567,4
moved,-0.013956804695987202,0.2200177402058688,2,0.233974544901856,2
asian,-0.013941631772318525,0.1502409417951759,1,0.1641825735674944,1
countries,-0.013923201079138303,0.1511704854038926,1,0.1650936864830309,1
london,-0.013923201079138303,0.1511704854038926,1,0.1650936864830309,1
move,-0.013923201079138303,0.1511704854038926,1,0.1650936864830309,1
000,-0.01390448069143349,0.1521149981770965,1,0.16601947886853,1
like,-0.013890809548582184,0.2485048357602515,18,0.2623956453088337,17
guys,-0.013885460501381786,0.1530750075925761,1,0.1669604680939579,1
almost,-0.013846477478596991,0.1550437735221895,1,0.1688902510007865,1
speak,-0.013826491497236415,0.1560537390377948,1,0.1698802305350312,1
picture,-0.013826491497236415,0.1560537390377948,1,0.1698802305350312,1
mine,-0.013812597260839193,0.2267728886945938,2,0.240585485955433,2
ones,-0.013764402262303604,0.159193982916155,1,0.1729583851784586,1
job,-0.013764402262303604,0.159193982916155,1,0.1729583851784586,1
shows,-0.013742948239881703,0.1602799804313825,1,0.1740229286712642,1
brothers,-0.013742948239881703,0.1602799804313825,1,0.1740229286712642,1
9,-0.013721089599790876,0.1613869531948864,1,0.1751080427946773,1
band,-0.013721089599790876,0.1613869531948864,1,0.1751080427946773,1
either,-0.013721089599790876,0.1613869531948864,1,0.1751080427946773,1
pictures,-0.013721089599790876,0.1613869531948864,1,0.1751080427946773,1
7,-0.013698809359533104,0.1625157901949896,1,0.1762145995545227,1
started,-0.013698809359533104,0.1625157901949896,1,0.1762145995545227,1
thats,-0.013605091289366988,0.1672697443381548,1,0.1808748356275218,1
information,-0.013605091289366988,0.1672697443381548,1,0.1808748356275218,1
sent,-0.013580405244997401,0.1685235064731637,1,0.1821039117181611,1
nordic,-0.013555168136476309,0.1698059198057495,1,0.1833610879422258,1
wn,-0.013529352503937386,0.1711184258607827,1,0.1846477783647201,1
50,-0.013529352503937386,0.1711184258607827,1,0.1846477783647201,1
scum,-0.013529352503937386,0.1711184258607827,1,0.1846477783647201,1
three,-0.013502928727194885,0.1724625802584892,1,0.1859655089856841,1
past,-0.013502928727194885,0.1724625802584892,1,0.1859655089856841,1
dirty,-0.013502928727194885,0.1724625802584892,1,0.1859655089856841,1
lets,-0.0134758647900593,0.17384006521682,1,0.1873159300068793,1
pro,-0.0134758647900593,0.17384006521682,1,0.1873159300068793,1
knows,-0.013448126011361305,0.1752527038261407,1,0.188700829837502,1
website,-0.013448126011361305,0.1752527038261407,1,0.188700829837502,1
holocaust,-0.013390469984828707,0.1781915393351357,1,0.1915820093199644,1
hundreds,-0.013360467037115381,0.1797222467749297,1,0.1930827138120451,1
fighting,-0.013360467037115381,0.1797222467749297,1,0.1930827138120451,1
east,-0.013329616964423197,0.1812971759177526,1,0.1946267928821758,1
stories,-0.0133233448601624,0.2498344674110956,2,0.263157812271258,2
apparently,-0.0133233448601624,0.2498344674110956,2,0.263157812271258,2
fear,-0.013297866073488901,0.1829191563895051,1,0.196217022462994,1
killing,-0.013265155259579497,0.1845913047112482,1,0.1978564599708277,1
body,-0.013231419244245396,0.1863170648879221,1,0.1995484841321675,1
damn,-0.013231419244245396,0.1863170648879221,1,0.1995484841321675,1
large,-0.013231419244245396,0.1863170648879221,1,0.1995484841321675,1
court,-0.013224679314898902,0.2545124366542431,2,0.267737115969142,2
door,-0.013196585672868605,0.1881002564887215,1,0.2012968421615901,1
feet,-0.013196585672868605,0.1881002564887215,1,0.2012968421615901,1
mail,-0.013196585672868605,0.1881002564887215,1,0.2012968421615901,1
movement,-0.013196585672868605,0.1881002564887215,1,0.2012968421615901,1
whatever,-0.013196585672868605,0.1881002564887215,1,0.2012968421615901,1
road,-0.013171746566300713,0.2570259210843875,2,0.2701976676506882,2
movie,-0.013160574039705997,0.1899451319500906,1,0.2031057059897966,1
hopefully,-0.0131232943990581,0.1918564453192716,1,0.2049797397183297,1
four,-0.0131232943990581,0.1918564453192716,1,0.2049797397183297,1
18,-0.0131232943990581,0.1918564453192716,1,0.2049797397183297,1
suspect,-0.013116053380388404,0.2596733727529283,2,0.2727894261333167,2
throw,-0.013044514438542293,0.1959004263957067,1,0.208944940834249,1
21,-0.013044514438542293,0.1959004263957067,1,0.208944940834249,1
x202a,-0.013044514438542293,0.1959004263957067,1,0.208944940834249,1
gods,-0.013044514438542293,0.1959004263957067,1,0.208944940834249,1
often,-0.013044514438542293,0.1959004263957067,1,0.208944940834249,1
w,-0.013044514438542293,0.1959004263957067,1,0.208944940834249,1
forced,-0.013044514438542293,0.1959004263957067,1,0.208944940834249,1
enjoy,-0.013044514438542293,0.1959004263957067,1,0.208944940834249,1
william,-0.013044514438542293,0.1959004263957067,1,0.208944940834249,1
enemies,-0.013044514438542293,0.1959004263957067,1,0.208944940834249,1
gonna,-0.013002771244050387,0.1980459529545264,1,0.2110487241985768,1
born,-0.013002771244050387,0.1980459529545264,1,0.2110487241985768,1
yard,-0.012928735695512894,0.2685996463334225,2,0.2815283820289354,2
safe,-0.012913839181165704,0.2026232603438401,1,0.2155370995250058,1
reality,-0.012913839181165704,0.2026232603438401,1,0.2155370995250058,1
btw,-0.012913839181165704,0.2026232603438401,1,0.2155370995250058,1
welfare,-0.012866286469209703,0.2050743480522944,1,0.2179406345215041,1
2010,-0.012866286469209703,0.2050743480522944,1,0.2179406345215041,1
sun,-0.012866286469209703,0.2050743480522944,1,0.2179406345215041,1
garbage,-0.012866286469209703,0.2050743480522944,1,0.2179406345215041,1
y,-0.012866286469209703,0.2050743480522944,1,0.2179406345215041,1
trash,-0.012866286469209703,0.2050743480522944,1,0.2179406345215041,1
females,-0.012866286469209703,0.2050743480522944,1,0.2179406345215041,1
didnt,-0.012816383899582395,0.2076492392768177,1,0.2204656231764001,1
answer,-0.012816383899582395,0.2076492392768177,1,0.2204656231764001,1
sell,-0.012816383899582395,0.2076492392768177,1,0.2204656231764001,1
typical,-0.012816383899582395,0.2076492392768177,1,0.2204656231764001,1
nazi,-0.012816383899582395,0.2076492392768177,1,0.2204656231764001,1
strange,-0.012816383899582395,0.2076492392768177,1,0.2204656231764001,1
watched,-0.012763864863619384,0.2103621108088606,1,0.22312597567248,1
nor,-0.012763864863619384,0.2103621108088606,1,0.22312597567248,1
values,-0.012708413316034894,0.2132297838077323,1,0.2259381971237672,1
final,-0.012708413316034894,0.2132297838077323,1,0.2259381971237672,1
300,-0.012708413316034894,0.2132297838077323,1,0.2259381971237672,1
arms,-0.012708413316034894,0.2132297838077323,1,0.2259381971237672,1
spend,-0.012708413316034894,0.2132297838077323,1,0.2259381971237672,1
tuesday,-0.012699384728343976,0.279575300322966,2,0.29227468505131,2
17,-0.012649650561635084,0.2162724336970454,1,0.2289220842586805,1
owner,-0.012649650561635084,0.2162724336970454,1,0.2289220842586805,1
restaurant,-0.012649650561635084,0.2162724336970454,1,0.2289220842586805,1
whenever,-0.012649650561635084,0.2162724336970454,1,0.2289220842586805,1
joke,-0.012649650561635084,0.2162724336970454,1,0.2289220842586805,1
ing,-0.012649650561635084,0.2162724336970454,1,0.2289220842586805,1
cover,-0.012649650561635084,0.2162724336970454,1,0.2289220842586805,1
obviously,-0.012649650561635084,0.2162724336970454,1,0.2289220842586805,1
tall,-0.012649650561635084,0.2162724336970454,1,0.2289220842586805,1
needed,-0.012587117268345799,0.2195145574429774,1,0.2321016747113232,1
pray,-0.012587117268345799,0.2195145574429774,1,0.2321016747113232,1
laughing,-0.012587117268345799,0.2195145574429774,1,0.2321016747113232,1
da,-0.012587117268345799,0.2195145574429774,1,0.2321016747113232,1
knife,-0.012587117268345799,0.2195145574429774,1,0.2321016747113232,1
burn,-0.01252024846099159,0.2229863196519829,1,0.2355065681129745,1
became,-0.01252024846099159,0.2229863196519829,1,0.2355065681129745,1
hardly,-0.01252024846099159,0.2229863196519829,1,0.2355065681129745,1
ends,-0.01252024846099159,0.2229863196519829,1,0.2355065681129745,1
gas,-0.012448337905963003,0.2267254718167879,1,0.2391738097227509,1
aim,-0.012448337905963003,0.2267254718167879,1,0.2391738097227509,1
dress,-0.012448337905963003,0.2267254718167879,1,0.2391738097227509,1
custody,-0.012400037564079536,0.2939785684705489,2,0.3063786060346284,2
survive,-0.012370485942244797,0.2307801668448255,1,0.2431506527870703,1
pack,-0.012370485942244797,0.2307801668448255,1,0.2431506527870703,1
