word,npmi-bias,he-npmi,he-count,them-npmi,them-count
many,-0.08344359510189159,0.1924551079565076,6,0.2758987030583992,25
we,-0.08297901958379972,0.2081836817200336,16,0.2911627013038333,57
these,-0.0824262108396148,0.1666550833746634,5,0.2490812942142782,21
http,-0.07944987289446309,0.0499457923792223,1,0.1293956652736854,5
children,-0.07922765368595033,0.1916555784415737,4,0.270883232127524,17
2,-0.0788353870181837,0.0799721664842618,1,0.1588075535024455,5
area,-0.07860527077460899,0.0898111578179486,1,0.1684164285925576,5
please,-0.0782420796086646,0.1042458708178899,1,0.1824879504265545,5
high,-0.07804506175669379,0.1116112181907623,1,0.1896562799474561,5
days,-0.07799055943615261,0.1135982153697986,1,0.1915887748059512,5
pretty,-0.077894226835479,0.1170602513090638,1,0.1949544781445428,5
history,-0.07750123550128571,0.1305846688181157,1,0.2080859043194014,5
lots,-0.07726808030852039,0.1382067522017294,1,0.2154748325102498,5
stay,-0.07716964106960672,0.1413450250196306,1,0.2185146660892373,5
im,-0.0771430190054786,0.1338091862028425,2,0.2109522052083211,9
near,-0.0770639445494149,0.1446652913734118,1,0.2217292359228267,5
using,-0.07698893921282349,0.1469916683588166,1,0.2239806075716401,5
rather,-0.07678273782078071,0.1532665376034473,1,0.230049275424228,5
street,-0.07673782495127171,0.1546108140414885,1,0.2313486389927602,5
none,-0.0765944300908481,0.1588516959120974,1,0.2354461260029455,5
walk,-0.0765944300908481,0.1588516959120974,1,0.2354461260029455,5
dumb,-0.07654344791559928,0.1603413215322604,1,0.2368847694478597,5
instead,-0.07654344791559928,0.1603413215322604,1,0.2368847694478597,5
bring,-0.0764907032158722,0.1618727247361693,1,0.2383634279520415,5
fighting,-0.0764907032158722,0.1618727247361693,1,0.2383634279520415,5
act,-0.07632065710181779,0.1667447869857026,1,0.2430654440875204,5
used,-0.07620028422278272,0.162555891643112,2,0.2387561758658947,9
save,-0.0761959705259761,0.1702566504369363,1,0.2464526209629124,5
have,-0.07617740646408189,0.2544127505978315,36,0.3305901570619134,109
let,-0.07387626575746428,0.1857874802982196,4,0.2596637460556839,16
need,-0.06857230561152869,0.1679800363899763,4,0.236552342001505,15
am,-0.0678021290740872,0.112703413552737,2,0.1805055426268242,8
can,-0.0675877428450079,0.2060374558719943,12,0.2736251987170022,39
start,-0.0669823392788492,0.1442942208639418,2,0.211276560142791,8
makes,-0.0660122077645128,0.1767148446346726,2,0.2427270523991854,8
own,-0.06567683482168898,0.2093159464087432,6,0.2749927812304322,21
i,-0.06480512492010249,0.2804425706745275,83,0.34524769559463,209
those,-0.06265838347451391,0.1543836702001945,4,0.2170420536747084,14
think,-0.062114761056352163,0.2051914175092283,8,0.2673061785655805,26
been,-0.06201239579175369,0.1782588910259426,6,0.2402712868176963,20
girl,-0.06110700999239051,0.1090577837769784,1,0.1701647937693689,4
music,-0.061011473562054316,0.1135982153697986,1,0.1746096889318529,4
living,-0.06083981960309379,0.1214932470685176,1,0.1823330666716114,4
problem,-0.0608052237951508,0.1230464384271103,1,0.1838516622222611,4
death,-0.06073234496995711,0.1262792757529701,1,0.1870116207229272,4
whole,-0.0605911696921162,0.1323989222436762,1,0.1929900919357924,4
alone,-0.0605471371689254,0.1342711901562243,1,0.1948183273251497,4
future,-0.0605244267917687,0.1352303523296223,1,0.195754779121391,4
mind,-0.060111865479799714,0.1519540008447359,1,0.2120658663245356,4
single,-0.060111865479799714,0.1519540008447359,1,0.2120658663245356,4
scum,-0.06007815942239961,0.1532665376034473,1,0.2133446970258469,4
quite,-0.0599707129525599,0.1574014836242536,1,0.2173721965768135,4
bit,-0.0598523753936413,0.1618727247361693,1,0.2217251001298106,4
dog,-0.05981013779683489,0.1634484939149016,1,0.2232586317117365,4
fast,-0.05981013779683489,0.1634484939149016,1,0.2232586317117365,4
control,-0.05981013779683489,0.1634484939149016,1,0.2232586317117365,4
damn,-0.059673636161556104,0.1684719010074631,1,0.2281455371690192,4
simple,-0.0592788331204574,0.1824552746959061,1,0.2417341078163635,4
aids,-0.0592105469752619,0.1847983596268498,1,0.2440089066021117,4
jail,-0.0592105469752619,0.1847983596268498,1,0.2440089066021117,4
expect,-0.0590617420473398,0.1898333100014528,1,0.2488950520487926,4
false,-0.058893167947199676,0.1954253217553395,1,0.2543184897025392,4
you,-0.058824182060381675,0.2241099673571392,32,0.2829341494175209,86
asking,-0.058589979622933774,0.2052057148099754,1,0.2637956944329092,4
than,-0.0578664053117027,0.2141385972637255,8,0.2720050025754282,25
stare,-0.05784638798910602,0.2278770964950076,1,0.2857234844841136,4
out,-0.05716048634844001,0.2512296150141405,21,0.3083901013625805,59
as,-0.0565859082354892,0.2473580749232725,24,0.3039439831587617,66
your,-0.056578683084018505,0.1634660558259603,9,0.2200447389099788,27
hate,-0.055879597472408005,0.1505333165098281,2,0.2064129139822361,7
find,-0.0557934492086557,0.1897398762893147,5,0.2455333254979704,16
else,-0.05564917311460721,0.1599563250059945,2,0.2156054981206017,7
re,-0.05553869139666712,0.148278745410627,3,0.2038174368072941,10
hell,-0.05553274418073689,0.1645811272521478,2,0.2201138714328847,7
best,-0.0554792708691631,0.1666764954370398,2,0.2221557663062029,7
watch,-0.05539214862902439,0.1747476949277644,4,0.2301398435567888,13
send,-0.055364901965269,0.1711001198388357,2,0.2264650218041047,7
teachers,-0.05519421721768611,0.177562498760735,2,0.2327567159784211,7
read,-0.05486171473181062,0.1751752354736034,3,0.230036950205414,10
turn,-0.05485690356728101,0.1898850542052856,2,0.2447419577725666,7
through,-0.0543281524943425,0.1945700118490484,3,0.2488981643433909,10
help,-0.054249531255422395,0.1973163724434777,3,0.2515659036989001,10
of,-0.052173925980999125,0.3190170936566082,91,0.3711910196376073,213
much,-0.051008869388403794,0.2096529091548148,6,0.2606617785432186,18
know,-0.05003486873607571,0.1980179852325126,8,0.2480528539685883,23
to,-0.048342228242616414,0.3514753794923577,128,0.3998176077349741,285
non,-0.046286856895717016,0.1588193004961539,3,0.2051061573918709,9
more,-0.045742921049888696,0.21908269325941,12,0.2648256143092987,32
looking,-0.043975015328668404,0.1244100767525769,2,0.1683850920812453,6
another,-0.0436241716502819,0.1442942208639418,2,0.1879183925142237,6
europe,-0.0431480219160402,0.1688474492254997,2,0.2119954711415399,6
few,-0.04303695370046026,0.2439845252609459,11,0.2870214789614062,29
for,-0.0430084263824953,0.2682361341607829,43,0.3112445605432782,101
front,-0.04293105099200942,0.1792955852167742,2,0.2222266362087836,6
bunch,-0.04224265164877977,0.2100554752805851,2,0.2522981269293649,6
ll,-0.04053194529075119,0.1782268436906092,4,0.2187587889813604,11
1,-0.04022351765474651,0.0832299992270129,1,0.1234535168817594,3
nationalist,-0.03986919209524979,0.1103213113293789,1,0.1501905034246287,3
tell,-0.039739361919123306,0.2147298147824867,4,0.25446917670161,11
not,-0.039724772892514026,0.2735757943163469,30,0.3133005672088609,71
stop,-0.039724611181156,0.2153695751797306,4,0.2550941863608866,11
child,-0.03968466598684009,0.1230464384271103,1,0.1627311044139504,3
yet,-0.03966072958093511,0.1246409694806751,1,0.1643016990616102,3
parents,-0.03956990877714961,0.1305846688181157,1,0.1701545775952653,3
light,-0.039497169654844205,0.1352303523296223,1,0.1747275219844665,3
dark,-0.03932567904114409,0.1458165370096662,1,0.1851422160508103,3
posted,-0.03932567904114409,0.1458165370096662,1,0.1851422160508103,3
rest,-0.0392861064589021,0.1481917723891737,1,0.1874778788480758,3
stand,-0.039265519681197486,0.1494180136529049,1,0.1886835333341024,3
ok,-0.03920021453626349,0.1532665376034473,1,0.1924667521397108,3
taking,-0.039103568792525384,0.1588516959120974,1,0.1979552647046228,3
looked,-0.039103568792525384,0.1588516959120974,1,0.1979552647046228,3
especially,-0.039103568792525384,0.1588516959120974,1,0.1979552647046228,3
aryan,-0.03902236369773729,0.1634484939149016,1,0.2024708576126389,3
thousands,-0.03902236369773729,0.1634484939149016,1,0.2024708576126389,3
within,-0.038963209359196393,0.1667447869857026,1,0.205707996344899,3
sort,-0.03889933822835931,0.1702566504369363,1,0.2091559886652956,3
door,-0.03889933822835931,0.1702566504369363,1,0.2091559886652956,3
seem,-0.03889933822835931,0.1702566504369363,1,0.2091559886652956,3
throw,-0.038754181545197997,0.1780655339314804,1,0.2168197154766784,3
playing,-0.038754181545197997,0.1780655339314804,1,0.2168197154766784,3
gonna,-0.03871348625928109,0.1802139995771872,1,0.2189274858364683,3
straight,-0.03871348625928109,0.1802139995771872,1,0.2189274858364683,3
pick,-0.03871348625928109,0.1802139995771872,1,0.2189274858364683,3
thousand,-0.03867068448166,0.1824552746959061,1,0.2211259591775661,3
rape,-0.0386255580056952,0.1847983596268498,1,0.223423917632545,3
upon,-0.0386255580056952,0.1847983596268498,1,0.223423917632545,3
streets,-0.03857785313034459,0.1872536620266978,1,0.2258315151570424,3
gotten,-0.03847346470741439,0.1925515581348793,1,0.2310250228422937,3
tend,-0.03847346470741439,0.1925515581348793,1,0.2310250228422937,3
fall,-0.03841600991497951,0.1954253217553395,1,0.233841331670319,3
service,-0.03841600991497951,0.1954253217553395,1,0.233841331670319,3
whenever,-0.0383544013975361,0.1984748915997329,1,0.236829292997269,3
males,-0.0383544013975361,0.1984748915997329,1,0.236829292997269,3
hurt,-0.03828801953943542,0.2017249076957935,1,0.2400129272352289,3
n,-0.0380341736569034,0.2173676111503682,17,0.2554017848072716,41
push,-0.03795587282204632,0.2174693650254091,1,0.2554252378474554,3
nearest,-0.03758546220855449,0.234125090348718,1,0.2717105525572725,3
make,-0.03754341525100238,0.2199177681936865,7,0.2574611834446889,18
staring,-0.03721215463592881,0.2500865766313553,1,0.2872987312672841,3
jews,-0.03718632182592618,0.235335439391138,7,0.2725217612170642,18
t,-0.036730201686052705,0.226015552872284,19,0.2627457545583367,45
long,-0.036136003932664584,0.1732442576256842,3,0.2093802615583488,8
talk,-0.036065304147448796,0.1771669507981736,3,0.2132322549456224,8
against,-0.03601823627949011,0.1797485941312298,3,0.2157668304107199,8
actually,-0.0358946463800508,0.1864189774357781,3,0.2223136238158289,8
around,-0.03574525720033858,0.223001355238971,8,0.2587466124393096,20
wait,-0.03538504174422441,0.2124528183298877,3,0.2478378600741121,8
or,-0.03460441805128811,0.2495235482573121,23,0.2841279663086002,53
all,-0.033753362846478285,0.2516763394157666,26,0.2854297022622449,59
never,-0.03233278675669718,0.2123697878755924,7,0.2447025746322896,17
being,-0.03229993272732912,0.1761176566372516,4,0.2084175893645807,10
show,-0.032209287844743084,0.1815220120537514,4,0.2137312998984945,10
thing,-0.03210865925484238,0.1874104319877782,4,0.2195190912426206,10
someone,-0.0319463949939732,0.1966753080076791,4,0.2286217030016523,10
live,-0.0295758939478733,0.1208540626737509,2,0.1504299566216242,5
thread,-0.029477410183707614,0.1289429224898053,2,0.1584203326735129,5
ireland,-0.02942711652544769,0.1329727049055025,2,0.1623998214309502,5
name,-0.029112282368121994,0.1568546939653642,2,0.1859669763334862,5
must,-0.029086806016047795,0.158696829921797,2,0.1877836359378448,5
english,-0.029060363510441306,0.1605959164370148,2,0.1896562799474561,5
check,-0.02898455494549032,0.1659699231990525,2,0.1949544781445428,5
meet,-0.02898455494549032,0.1659699231990525,2,0.1949544781445428,5
far,-0.02897639657417511,0.2323855868172371,5,0.2613619833914122,12
skin,-0.02885309130029151,0.1750554028743826,2,0.2039084941746741,5
girls,-0.028803316469242696,0.1784226119702001,2,0.2072259284394428,5
be,-0.02878905081911981,0.2703685345409298,30,0.2991575853600496,65
yeah,-0.028735874705262093,0.1829248317824779,2,0.21166070648774,5
killing,-0.028228718381972495,0.2148367257055479,2,0.2430654440875204,5
social,-0.028228718381972495,0.2148367257055479,2,0.2430654440875204,5
every,-0.02794705153494259,0.2023031338207952,6,0.2302501853557378,14
ve,-0.027942052118149402,0.2026065063630896,6,0.230548558481239,14
just,-0.02758694673065709,0.2568752418783067,23,0.2844621886089638,50
no,-0.027462651528168985,0.2243899847440016,13,0.2518526362721706,29
would,-0.025599499629299582,0.2533320794697774,19,0.278931579099077,41
love,-0.024959641713967806,0.1888128644372828,3,0.2137725061512506,7
might,-0.024695264399878597,0.2072364295485747,3,0.2319316939484533,7
cause,-0.024604074428376088,0.2133700972077041,3,0.2379741716360802,7
put,-0.024471812972131912,0.2595530683330365,9,0.2840248813051684,20
etc,-0.02264022724202089,0.2229004049093416,4,0.2455406321513625,9
soon,-0.022618574661079083,0.2243789101419821,4,0.2469974848030612,9
and,-0.022548740599863948,0.3669835250093558,134,0.3895322656092198,260
care,-0.022486781670740308,0.2332590748330901,4,0.2557458565038304,9
same,-0.02121588583037498,0.2047692037459095,6,0.2259850895762845,13
good,-0.020781498893245598,0.1880003629706798,8,0.2087818618639254,17
way,-0.020337874949907103,0.2213519120831723,8,0.2416897870330794,17
us,-0.020143339971305824,0.2242825197807521,9,0.2444258597520579,19
in,-0.0178478261561672,0.3068139413991058,76,0.324661767555273,146
some,-0.01661257380160369,0.2467560713754371,16,0.2633686451770408,32
it,-0.01578599770243516,0.282676061060643,56,0.2984620587630782,107
when,-0.01483826367364649,0.2786012441732314,22,0.2934395078468779,43
down,-0.014816947802269775,0.2387045937204702,9,0.25352154152274,18
take,-0.013654631907027509,0.2008190393883608,5,0.2144736712953883,10
who,-0.013628697927686118,0.2473322684282952,17,0.2609609663559813,33
world,-0.013318360335356716,0.1807754121735431,4,0.1940937725088998,8
com,-0.013216684755808603,0.1154258830699894,3,0.128642567825798,6
still,-0.013137320067505592,0.2005936206968247,4,0.2137309407643303,8
at,-0.013125178992864084,0.2621653549502092,24,0.2752905339430733,46
www,-0.012649484972263092,0.0777469309490085,2,0.0903964159212716,4
hard,-0.012492827124849892,0.2040022838206367,3,0.2164951109454866,6
great,-0.012398423145711712,0.1155268589033919,2,0.1279252820491036,4
really,-0.012246765523117792,0.1368242648557956,2,0.1490710303789134,4
town,-0.012124229238761997,0.1533273618275327,2,0.1654515910662947,4
group,-0.012119887348826797,0.1539015042924291,2,0.1660213916412559,4
made,-0.012078623862966487,0.1593233447100808,2,0.1714019685730473,4
see,-0.012049426758228093,0.233669356046302,13,0.2457187828045301,25
least,-0.01198132101417479,0.1718703412080863,2,0.1838516622222611,4
v,-0.011900950608549898,0.1819959849433494,2,0.1938969355518993,4
join,-0.011885904302041894,0.1838688748193491,2,0.195754779121391,4
either,-0.011819594035164194,0.1920407509762043,2,0.2038603450113685,4
age,-0.011791715518372492,0.1954375076504655,2,0.207229223168838,4
article,-0.0117513639615002,0.2003145023630354,2,0.2120658663245356,4
ask,-0.011740630415483011,0.2016040666103639,2,0.2133446970258469,4
close,-0.011729611071776808,0.2029246413330576,2,0.2146542524048344,4
three,-0.011729611071776808,0.2029246413330576,2,0.2146542524048344,4
listen,-0.011718290165548206,0.2042778730319584,2,0.2159961631975066,4
families,-0.01156758570152358,0.2219687601924021,2,0.2335363458939257,4
sit,-0.01145391068753071,0.2349380858114451,2,0.2463919964989758,4
lies,-0.0114314607680088,0.2374635912807838,2,0.2488950520487926,4
https,-0.011355380151131203,0.0921615278613187,1,0.1035169080124499,2
free,-0.011322546803372899,0.0976559011878147,1,0.1089784479911876,2
forum,-0.011316211377899302,0.0987076831979309,1,0.1100238945758302,2
org,-0.011306475764849694,0.1003187610200016,1,0.1116252367848513,2
attack,-0.01113352554020361,0.1279640196191445,1,0.1390975451593481,2
beautiful,-0.01113352554020361,0.1279640196191445,1,0.1390975451593481,2
night,-0.011116552927444706,0.1305846688181157,1,0.1417012217455604,2
yourself,-0.011110700254271494,0.1314847852689559,1,0.1425954855232274,2
true,-0.011098681514033815,0.1333275565200254,1,0.1444262380340592,2
stuff,-0.011079811688375213,0.1362056013466759,1,0.1472854130350511,2
others,-0.011079811688375213,0.1362056013466759,1,0.1472854130350511,2
blue,-0.0110732802057468,0.1371975268438515,1,0.1482708070495983,2
comes,-0.011023647659695796,0.1446652913734118,1,0.1556889390331076,2
sf,-0.011023647659695796,0.1446652913734118,1,0.1556889390331076,2
ya,-0.011015923972783781,0.1458165370096662,1,0.15683246098245,2
change,-0.01098313889271521,0.1506716419301829,1,0.1616547808228981,2
course,-0.01098313889271521,0.1506716419301829,1,0.1616547808228981,2
tried,-0.01098313889271521,0.1506716419301829,1,0.1616547808228981,2
set,-0.010956286693229011,0.1546108140414885,1,0.1655671007347175,2
minority,-0.010946841963489107,0.1559885191897013,1,0.1669353611531904,2
wo,-0.01093712682075429,0.1574014836242536,1,0.1683386104450079,2
list,-0.010906192374928014,0.1618727247361693,1,0.1727789171110973,2
education,-0.010906192374928014,0.1618727247361693,1,0.1727789171110973,2
problems,-0.010906192374928014,0.1618727247361693,1,0.1727789171110973,2
anymore,-0.010906192374928014,0.1618727247361693,1,0.1727789171110973,2
mostly,-0.010895221019942197,0.1634484939149016,1,0.1743437149348438,2
agree,-0.010895221019942197,0.1634484939149016,1,0.1743437149348438,2
east,-0.010895221019942197,0.1634484939149016,1,0.1743437149348438,2
fish,-0.010883883201687095,0.1650714711739678,1,0.1759553543756549,2
reading,-0.010883883201687095,0.1650714711739678,1,0.1759553543756549,2
pay,-0.010883883201687095,0.1650714711739678,1,0.1759553543756549,2
britain,-0.010883883201687095,0.1650714711739678,1,0.1759553543756549,2
animals,-0.010872153594583989,0.1667447869857026,1,0.1776169405802866,2
hours,-0.010872153594583989,0.1667447869857026,1,0.1776169405802866,2
muslim,-0.010860004142422497,0.1684719010074631,1,0.1793319051498856,2
early,-0.010860004142422497,0.1684719010074631,1,0.1793319051498856,2
event,-0.010847403650017906,0.1702566504369363,1,0.1811040540869542,2
baby,-0.010834317295415508,0.1721033076466162,1,0.1829376249420317,2
add,-0.010834317295415508,0.1721033076466162,1,0.1829376249420317,2
slavic,-0.010820706043307593,0.1740166493297413,1,0.1848373553730489,2
attention,-0.010820706043307593,0.1740166493297413,1,0.1848373553730489,2
swedish,-0.010791727219353814,0.1780655339314804,1,0.1888572611508342,2
mention,-0.010791727219353814,0.1780655339314804,1,0.1888572611508342,2
church,-0.010791727219353814,0.1780655339314804,1,0.1888572611508342,2
shame,-0.010791727219353814,0.1780655339314804,1,0.1888572611508342,2
boys,-0.010791727219353814,0.1780655339314804,1,0.1888572611508342,2
paper,-0.010776253289545096,0.1802139995771872,1,0.1909902528667323,2
eating,-0.010776253289545096,0.1802139995771872,1,0.1909902528667323,2
enemy,-0.010776253289545096,0.1802139995771872,1,0.1909902528667323,2
till,-0.010776253289545096,0.1802139995771872,1,0.1909902528667323,2
humans,-0.010760039353648582,0.1824552746959061,1,0.1932153140495547,2
level,-0.010743010773881206,0.1847983596268498,1,0.195541370400731,2
cars,-0.010743010773881206,0.1847983596268498,1,0.195541370400731,2
reality,-0.010743010773881206,0.1847983596268498,1,0.195541370400731,2
break,-0.010743010773881206,0.1847983596268498,1,0.195541370400731,2
trash,-0.010725080957529304,0.1872536620266978,1,0.1979787429842271,2
river,-0.010706148650377112,0.1898333100014528,1,0.2005394586518299,2
ghetto,-0.010706148650377112,0.1898333100014528,1,0.2005394586518299,2
germans,-0.010706148650377112,0.1898333100014528,1,0.2005394586518299,2
experience,-0.010706148650377112,0.1898333100014528,1,0.2005394586518299,2
faces,-0.010686094416163278,0.1925515581348793,1,0.2032376525510426,2
putting,-0.010664775988878994,0.1954253217553395,1,0.2060900977442185,2
arms,-0.010664775988878994,0.1954253217553395,1,0.2060900977442185,2
write,-0.010664775988878994,0.1954253217553395,1,0.2060900977442185,2
monkeys,-0.0106420220342468,0.1984748915997329,1,0.2091169136339797,2
bigger,-0.010617623617381,0.2017249076957935,1,0.2123425313131745,2
laughing,-0.010617623617381,0.2017249076957935,1,0.2123425313131745,2
literally,-0.010617623617381,0.2017249076957935,1,0.2123425313131745,2
here,-0.010601869114800017,0.1950122911660209,10,0.2056141602808209,19
bodies,-0.01059132228160839,0.2052057148099754,1,0.2157970370915838,2
authorities,-0.010562792979443097,0.2089552952680086,1,0.2195180882474517,2
carrying,-0.010562792979443097,0.2089552952680086,1,0.2195180882474517,2
kinda,-0.010562792979443097,0.2089552952680086,1,0.2195180882474517,2
pair,-0.010562792979443097,0.2089552952680086,1,0.2195180882474517,2
bother,-0.010562792979443097,0.2089552952680086,1,0.2195180882474517,2
knocked,-0.010531618927930891,0.2130221037729962,1,0.2235537227009271,2
disease,-0.010531618927930891,0.2130221037729962,1,0.2235537227009271,2
mile,-0.010531618927930891,0.2130221037729962,1,0.2235537227009271,2
schooling,-0.010531618927930891,0.2130221037729962,1,0.2235537227009271,2
role,-0.010531618927930891,0.2130221037729962,1,0.2235537227009271,2
trip,-0.010497253308960813,0.2174693650254091,1,0.2279666183343699,2
jumped,-0.010497253308960813,0.2174693650254091,1,0.2279666183343699,2
thus,-0.010497253308960813,0.2174693650254091,1,0.2279666183343699,2
fools,-0.010497253308960813,0.2174693650254091,1,0.2279666183343699,2
hilarious,-0.01045895855926049,0.222381851321548,1,0.2328408098808085,2
blind,-0.01045895855926049,0.222381851321548,1,0.2328408098808085,2
pathetic,-0.010415705359853311,0.2278770964950076,1,0.2382928018548609,2
paying,-0.010415705359853311,0.2278770964950076,1,0.2382928018548609,2
screaming,-0.010415705359853311,0.2278770964950076,1,0.2382928018548609,2
handed,-0.010415705359853311,0.2278770964950076,1,0.2382928018548609,2
remind,-0.010415705359853311,0.2278770964950076,1,0.2382928018548609,2
limerick,-0.010415705359853311,0.2278770964950076,1,0.2382928018548609,2
homeschool,-0.010365994138163082,0.234125090348718,1,0.2444910844868811,2
daddy,-0.010365994138163082,0.234125090348718,1,0.2444910844868811,2
funds,-0.010365994138163082,0.234125090348718,1,0.2444910844868811,2
wore,-0.010365994138163082,0.234125090348718,1,0.2444910844868811,2
begging,-0.010307514349473884,0.241385611753937,1,0.2516931261034109,2
argue,-0.010307514349473884,0.241385611753937,1,0.2516931261034109,2
feds,-0.010236423721761867,0.2500865766313553,1,0.2603230003531172,2
about,-0.01010595464297781,0.2679674567428005,23,0.2780734113857783,43
clips,-0.010019175543009406,0.2758851054843536,1,0.285904281027363,2
up,-0.009641871353754938,0.2681989987870025,22,0.2778408701407574,41
even,-0.00948254053863809,0.2346621085844964,9,0.2441446491231345,17
white,-0.008879767789716386,0.2657242016696104,36,0.2746039694593268,66
with,-0.008777887581278399,0.3137730160062972,47,0.3225509035875756,86
off,-0.008547988295442094,0.2400178251332915,8,0.2485658134287336,15
well,-0.007763277908061611,0.2025393912991246,7,0.2103026692071862,13
black,-0.007529380454652179,0.2599833813150044,18,0.2675127617696566,33
school,-0.007004930196105014,0.245762252299744,12,0.252767182495849,22
over,-0.006435587473767712,0.1990526717312369,6,0.2054882592050046,11
only,-0.006143089069853697,0.2368843237796826,11,0.2430274128495363,20
then,-0.0052998416300826245,0.2675153887896063,15,0.2728152304196889,27
but,-0.005227316436205276,0.2636441465050679,28,0.2688714629412732,50
keep,-0.004522603506973699,0.2247707003164845,5,0.2292933038234582,9
came,-0.0044601214213152995,0.2355917586294029,5,0.2400518800507182,9
how,-0.002488297403246187,0.2656466990988649,16,0.2681349965021111,28
because,-0.0024132254430347944,0.2791726611453676,16,0.2815858865884024,28
now,-0.0024060662814640033,0.2158726057943222,8,0.2182786720757862,14
post,-0.002258356756399016,0.1865938851959278,4,0.1888522419523268,7
ca,-0.002146226815259694,0.2110274516479782,4,0.2131736784632379,7
probably,-0.0021086195009450137,0.2193586564694832,4,0.2214672759704282,7
kid,-0.0020616249607008086,0.2298700689877525,4,0.2319316939484533,7
behind,-0.002000218354283295,0.2437793527132703,4,0.2457795710675536,7
that,-0.0018692234237037697,0.3028621838072919,60,0.3047314072309957,104
on,-0.0011804172799749768,0.3008782192383364,51,0.3020586365183114,88
m,-0.0006707695248182044,0.1789245045997037,7,0.1795952741245219,12
dont,-0.00045856021111079226,0.2287974584719686,7,0.2292560186830794,12
d,0.0015950406166178044,0.1737215264475171,3,0.1721264858308993,5
family,0.0016426245720018995,0.1894262605098467,3,0.1877836359378448,5
government,0.0016735172287894173,0.200195138379056,3,0.1985216211502666,5
half,0.0016755938892903943,0.2009371766938326,3,0.1992615828045422,5
called,0.0016819430473151986,0.2032209159311311,3,0.2015389728838159,5
small,0.0016841007857862078,0.2040022838206367,3,0.2023181830348505,5
done,0.0016929527332947003,0.2072364295485747,3,0.20554347681528,5
