word,npmi-bias,he-npmi,he-count,her-npmi,her-count
its,-0.06928605633379128,0.0578119201243179,1,0.1270979764581092,2
work,-0.06888124711894118,0.1019719286524134,1,0.1708531757713546,2
until,-0.0686189270480665,0.120731448408112,1,0.1893503754561785,2
yet,-0.0685575098746693,0.1246409694806751,1,0.1931984793553444,2
attack,-0.06850347932349551,0.1279640196191445,1,0.19646749894264,2
history,-0.0684596864177118,0.1305846688181157,1,0.1990443552358275,2
reason,-0.06837949222373421,0.1352303523296223,1,0.2036098445533565,2
stuff,-0.0683622416881996,0.1362056013466759,1,0.2045678430348755,2
others,-0.0683622416881996,0.1362056013466759,1,0.2045678430348755,2
blue,-0.068344548276738,0.1371975268438515,1,0.2055420751205895,2
goes,-0.068344548276738,0.1371975268438515,1,0.2055420751205895,2
st,-0.06826895267699051,0.1413450250196306,1,0.2096139776966211,2
ya,-0.06818453377271519,0.1458165370096662,1,0.2140010707823814,2
song,-0.0681618461973165,0.1469916683588166,1,0.2151535145561331,2
rest,-0.0681384609737686,0.1481917723891737,1,0.2163302333629423,2
mind,-0.06806373936113291,0.1519540008447359,1,0.2200177402058688,2
mine,-0.06792119278249639,0.1588516959120974,1,0.2267728886945938,2
outside,-0.06792119278249639,0.1588516959120974,1,0.2267728886945938,2
looked,-0.06792119278249639,0.1588516959120974,1,0.2267728886945938,2
walk,-0.06792119278249639,0.1588516959120974,1,0.2267728886945938,2
instead,-0.06788946601775248,0.1603413215322604,1,0.2282307875500129,2
8,-0.06785650075078051,0.1618727247361693,1,0.2297292254869498,2
early,-0.06771040455666771,0.1684719010074631,1,0.2361823055641308,2
hit,-0.06771040455666771,0.1684719010074631,1,0.2361823055641308,2
home,-0.06768131194358451,0.2291642487050512,7,0.2968455606486357,11
continue,-0.067669766676937,0.1702566504369363,1,0.2379264171138733,2
shame,-0.0674863311393456,0.1780655339314804,1,0.245551865070826,2
playing,-0.0674863311393456,0.1780655339314804,1,0.245551865070826,2
eating,-0.0674342557839763,0.1802139995771872,1,0.2476482553611635,2
stories,-0.0673791927151895,0.1824552746959061,1,0.2498344674110956,2
kick,-0.0673791927151895,0.1824552746959061,1,0.2498344674110956,2
heads,-0.06732082292153244,0.1847983596268498,1,0.2521191825483822,2
13,-0.06725877462754531,0.1872536620266978,1,0.2545124366542431,2
river,-0.0671926110829347,0.1898333100014528,1,0.2570259210843875,2
road,-0.0671926110829347,0.1898333100014528,1,0.2570259210843875,2
beaten,-0.0671926110829347,0.1898333100014528,1,0.2570259210843875,2
protect,-0.06704576550980479,0.1954253217553395,1,0.2624710872651443,2
standing,-0.06704576550980479,0.1954253217553395,1,0.2624710872651443,2
tells,-0.06696371349484939,0.1984748915997329,1,0.2654386050945823,2
victim,-0.06696371349484939,0.1984748915997329,1,0.2654386050945823,2
turning,-0.066874738637629,0.2017249076957935,1,0.2685996463334225,2
24,-0.06677769640459047,0.2052057148099754,1,0.2719834112145659,2
tuesday,-0.0665531965499698,0.2130221037729962,1,0.279575300322966,2
turns,-0.0665531965499698,0.2130221037729962,1,0.279575300322966,2
kiss,-0.0665531965499698,0.2130221037729962,1,0.279575300322966,2
sacrifice,-0.06642140151341552,0.2174693650254091,1,0.2838907665388246,2
27,-0.06642140151341552,0.2174693650254091,1,0.2838907665388246,2
hated,-0.06642140151341552,0.2174693650254091,1,0.2838907665388246,2
cat,-0.06610147197554128,0.2278770964950076,1,0.2939785684705489,2
smile,-0.06610147197554128,0.2278770964950076,1,0.2939785684705489,2
louis,-0.06610147197554128,0.2278770964950076,1,0.2939785684705489,2
want,-0.06508379152008958,0.1283600997961968,3,0.1934438913162864,5
also,-0.06476199769567048,0.1489322998267673,3,0.2136942975224378,5
d,-0.06429143123070541,0.1737215264475171,3,0.2380129576782225,5
love,-0.06396083525034318,0.1888128644372828,3,0.252773699687626,5
family,-0.0639466939140104,0.1894262605098467,3,0.2533729544238571,5
sorry,-0.06324911275720987,0.2171942397830345,3,0.2804433525402444,5
killed,-0.0628370913689689,0.2318053121111062,3,0.2946424034800751,5
show,-0.057821648715061985,0.1815220120537514,4,0.2393436607688134,6
thing,-0.05771068338834809,0.1874104319877782,4,0.2451211153761263,6
old,-0.05693890761186182,0.2573745810154487,12,0.3143134886273105,16
video,-0.05363094075629529,0.1875431139707149,5,0.2411740547270102,7
little,-0.053216285885026915,0.2101268564651671,5,0.263343142350194,7
eyes,-0.05299289964664211,0.2210329701947546,5,0.2740258698413967,7
blacks,-0.0522691092489523,0.1120914194566537,2,0.164360528705606,3
son,-0.05178211242575781,0.2708414112240708,5,0.3226235236498286,7
their,-0.051564302795823594,0.1185095728967177,6,0.1700738756925413,8
girls,-0.051496401677180115,0.1784226119702001,2,0.2299190136473802,3
racial,-0.05139366356159428,0.1848286591355917,2,0.236222322697186,3
murder,-0.05121268706331239,0.1954375076504655,2,0.2466501947137779,3
ask,-0.05110129093528459,0.2016040666103639,2,0.2527053575456485,3
case,-0.05107684333995438,0.2029246413330576,2,0.254001484673012,3
close,-0.05107684333995438,0.2029246413330576,2,0.254001484673012,3
lived,-0.0509703230655314,0.2085521401588969,2,0.2595224632244283,3
laugh,-0.050911008897350424,0.2116021254214722,2,0.2625131343188226,3
murders,-0.0497065318246564,0.2644792724967404,2,0.3141858043213968,3
dead,-0.04415390635900729,0.2331078146914669,3,0.2772617210504742,4
told,-0.04403029608648873,0.2961685152037671,9,0.3401988112902558,11
car,-0.043965350742168424,0.2432337891788983,3,0.2871991399210667,4
by,-0.042514708597672174,0.2307237338936239,14,0.2732384424912961,16
being,-0.041565695009857295,0.1761176566372516,4,0.2176833516471089,5
next,-0.04116098074319738,0.2104317920342599,4,0.2515927727774573,5
behind,-0.04065289752468268,0.2437793527132703,4,0.284432250237953,5
house,-0.038903916261833926,0.2293423424304631,5,0.268246258692297,6
youtube,-0.03843462009494761,0.1403854219632466,6,0.1788200420581942,7
this,-0.03803028559841928,0.2443811242131975,31,0.2824114098116168,32
ago,-0.036709809825294315,0.2378121974561907,7,0.274522007281485,8
off,-0.03613540873164767,0.2400178251332915,8,0.2761532338649392,9
n,-0.035870606841505975,0.2173676111503682,17,0.2532382179918742,18
can,-0.0357019733193244,0.2060374558719943,12,0.2417394291913187,13
see,-0.02756314053140979,0.233669356046302,13,0.2612324965777118,13
get,-0.027223581637846384,0.2107767598371156,12,0.238000341474962,12
i,-0.025850332400483123,0.2804425706745275,83,0.3062929030750106,74
good,-0.02513025725566362,0.1880003629706798,8,0.2131306202263434,8
around,-0.024987837316021305,0.223001355238971,8,0.2479891925549923,8
there,-0.024525492105436197,0.1293745577263232,7,0.1539000498317594,7
first,-0.024337307866136804,0.2248933923649319,7,0.2492307002310687,7
while,-0.02419444622169692,0.2483286906950209,7,0.2725231369167178,7
t,-0.023890268952343696,0.226015552872284,19,0.2499058218246277,18
every,-0.023736013113042298,0.2023031338207952,6,0.2260391469338375,6
in,-0.023094491507064996,0.3068139413991058,76,0.3299084329061708,67
hair,-0.022828489372438504,0.2311497514667045,5,0.253978240839143,5
any,-0.0221523188658779,0.1504602816662984,4,0.1726126005321763,4
life,-0.022015407137746718,0.2160162220575436,4,0.2380316291952903,4
remember,-0.021899606707998426,0.2397226224715697,4,0.2616222291795681,4
we,-0.021847997256656898,0.2081836817200336,16,0.2300316789766905,15
father,-0.021827851935820597,0.2516845426691109,4,0.2735123946049315,4
race,-0.02108885450100831,0.133421214939728,3,0.1545100694407363,3
place,-0.021075551388028385,0.1776748629899226,3,0.198750414377951,3
help,-0.02103208399573181,0.1973163724434777,3,0.2183484564392095,3
done,-0.02100137268158289,0.2072364295485747,3,0.2282378022301576,3
month,-0.020900045434542297,0.2318053121111062,3,0.2527053575456485,3
back,-0.020841653748879696,0.2701350188001274,15,0.2909766725490071,14
town,-0.019770818190529282,0.1533273618275327,2,0.173098180018062,2
feel,-0.019770226467023005,0.1562526789912628,2,0.1760229054582858,2
5,-0.019769363500954484,0.158696829921797,2,0.1784661934227515,2
must,-0.019769363500954484,0.158696829921797,2,0.1784661934227515,2
check,-0.01976481143045461,0.1659699231990525,2,0.1857347346295071,2
ireland,-0.019761617972338885,0.1329727049055025,2,0.1527343228778414,2
makes,-0.01975265430796741,0.1767148446346726,2,0.19646749894264,2
looking,-0.0197507825682407,0.1244100767525769,2,0.1441608593208176,2
german,-0.019745862903482903,0.1810818176203651,2,0.200827680523848,2
live,-0.019745069353244188,0.1208540626737509,2,0.1405991320269951,2
v,-0.019744305899682096,0.1819959849433494,2,0.2017402908430315,2
great,-0.019735177441718987,0.1155268589033919,2,0.1352620363451109,2
am,-0.019729286209485913,0.112703413552737,2,0.1324326997622229,2
face,-0.019726574083423404,0.1909526217506602,2,0.2106791958340836,2
head,-0.019724113741912713,0.1920407509762043,2,0.211764864718117,2
later,-0.019709928984999098,0.1978224262232114,2,0.2175323552082105,2
making,-0.019691880480524088,0.2042778730319584,2,0.2239697535124825,2
months,-0.019678647391115994,0.2085521401588969,2,0.2282307875500129,2
play,-0.019673750206364693,0.2100554752805851,2,0.2297292254869498,2
evil,-0.019651211280371506,0.2165310942837593,2,0.2361823055641308,2
second,-0.019637815834619488,0.2200927067126292,2,0.2397305225472487,2
court,-0.019574350842798016,0.2349380858114451,2,0.2545124366542431,2
suspect,-0.019549281367978094,0.2401240913849502,2,0.2596733727529283,2
white,-0.0195447235385795,0.2657242016696104,36,0.2852689252081899,32
attacked,-0.01951949335850689,0.2459191117360754,2,0.2654386050945823,2
yesterday,-0.019502361728571393,0.2490972846048511,2,0.2685996463334225,2
yard,-0.019502361728571393,0.2490972846048511,2,0.2685996463334225,2
calling,-0.019502361728571393,0.2490972846048511,2,0.2685996463334225,2
nose,-0.019483395656852254,0.2525000155577136,2,0.2719834112145659,2
dude,-0.0194114940420842,0.2644792724967404,2,0.2838907665388246,2
disgusted,-0.019380478079292884,0.2692737725980185,2,0.2886542506773114,2
custody,-0.019344286282074963,0.2746342821884739,2,0.2939785684705489,2
traitor,-0.0193012211320987,0.2807255553852731,2,0.3000267765173718,2
several,-0.017851918961013596,0.1519540008447359,1,0.1698059198057495,1
nordic,-0.017851918961013596,0.1519540008447359,1,0.1698059198057495,1
scum,-0.017851888257335413,0.1532665376034473,1,0.1711184258607827,1
50,-0.017851888257335413,0.1532665376034473,1,0.1711184258607827,1
info,-0.017851888257335413,0.1532665376034473,1,0.1711184258607827,1
change,-0.017851864542980794,0.1506716419301829,1,0.1685235064731637,1
gone,-0.017851864542980794,0.1506716419301829,1,0.1685235064731637,1
kill,-0.017851546027118692,0.1559885191897013,1,0.17384006521682,1
wo,-0.01785122020188709,0.1574014836242536,1,0.1752527038261407,1
website,-0.01785122020188709,0.1574014836242536,1,0.1752527038261407,1
posted,-0.017850902439280003,0.1458165370096662,1,0.1636674394489462,1
example,-0.017850780495816898,0.1588516959120974,1,0.1767024764079143,1
30,-0.017850498821577798,0.1446652913734118,1,0.1625157901949896,1
dr,-0.017850498821577798,0.1446652913734118,1,0.1625157901949896,1
holocaust,-0.017850217802875296,0.1603413215322604,1,0.1781915393351357,1
disgusting,-0.017850217802875296,0.1603413215322604,1,0.1781915393351357,1
9,-0.017850037930983803,0.1435369152639026,1,0.1613869531948864,1
brothers,-0.017849523222844,0.1424304572085385,1,0.1602799804313825,1
anymore,-0.017849522038760418,0.1618727247361693,1,0.1797222467749297,1
fighting,-0.017849522038760418,0.1618727247361693,1,0.1797222467749297,1
thousands,-0.017848682002851002,0.1634484939149016,1,0.1812971759177526,1
fast,-0.017848682002851002,0.1634484939149016,1,0.1812971759177526,1
control,-0.017848682002851002,0.1634484939149016,1,0.1812971759177526,1
east,-0.017848682002851002,0.1634484939149016,1,0.1812971759177526,1
sisters,-0.017847685215537284,0.1650714711739678,1,0.1829191563895051,1
reading,-0.017847685215537284,0.1650714711739678,1,0.1829191563895051,1
learn,-0.017846986836065393,0.1382067522017294,1,0.1560537390377948,1
lots,-0.017846986836065393,0.1382067522017294,1,0.1560537390377948,1
picture,-0.017846986836065393,0.1382067522017294,1,0.1560537390377948,1
blood,-0.017845468795374214,0.1362056013466759,1,0.1540510701420501,1
damn,-0.01784516388045901,0.1684719010074631,1,0.1863170648879221,1
movies,-0.01784516388045901,0.1684719010074631,1,0.1863170648879221,1
body,-0.01784516388045901,0.1684719010074631,1,0.1863170648879221,1
light,-0.017844655262953812,0.1352303523296223,1,0.1530750075925761,1
future,-0.017844655262953812,0.1352303523296223,1,0.1530750075925761,1
000,-0.01784380802087221,0.1342711901562243,1,0.1521149981770965,1
door,-0.0178436060517852,0.1702566504369363,1,0.1881002564887215,1
bus,-0.0178436060517852,0.1702566504369363,1,0.1881002564887215,1
giving,-0.0178436060517852,0.1702566504369363,1,0.1881002564887215,1
london,-0.01784292888386721,0.1333275565200254,1,0.1511704854038926,1
whole,-0.017842019551499694,0.1323989222436762,1,0.1502409417951759,1
add,-0.01784182430347442,0.1721033076466162,1,0.1899451319500906,1
slavic,-0.017839795989530283,0.1740166493297413,1,0.1918564453192716,1
hopefully,-0.017839795989530283,0.1740166493297413,1,0.1918564453192716,1
facebook,-0.017837495261950415,0.1760020400449241,1,0.1938395353068745,1
often,-0.017834892464226315,0.1780655339314804,1,0.1959004263957067,1
account,-0.017834892464226315,0.1780655339314804,1,0.1959004263957067,1
x202a,-0.017834892464226315,0.1780655339314804,1,0.1959004263957067,1
boys,-0.017834892464226315,0.1780655339314804,1,0.1959004263957067,1
favorite,-0.017834892464226315,0.1780655339314804,1,0.1959004263957067,1
swedish,-0.017834892464226315,0.1780655339314804,1,0.1959004263957067,1
x202c,-0.017834892464226315,0.1780655339314804,1,0.1959004263957067,1
throw,-0.017834892464226315,0.1780655339314804,1,0.1959004263957067,1
mention,-0.017834892464226315,0.1780655339314804,1,0.1959004263957067,1
themselves,-0.0178327104210583,0.1246409694806751,1,0.1424736799017334,1
gonna,-0.0178319533773392,0.1802139995771872,1,0.1980459529545264,1
surprised,-0.0178319533773392,0.1802139995771872,1,0.1980459529545264,1
straight,-0.0178319533773392,0.1802139995771872,1,0.1980459529545264,1
question,-0.0178319533773392,0.1802139995771872,1,0.1980459529545264,1
till,-0.0178319533773392,0.1802139995771872,1,0.1980459529545264,1
sitting,-0.0178319533773392,0.1802139995771872,1,0.1980459529545264,1
college,-0.017831572741056498,0.1238383892740116,1,0.1416699620150681,1
problem,-0.017830418024768008,0.1230464384271103,1,0.1408768564518783,1
u,-0.0178292471026473,0.1222648193611372,1,0.1400940664637845,1
rlm,-0.017828638273573977,0.1824552746959061,1,0.2002839129694801,1
florida,-0.017828638273573977,0.1824552746959061,1,0.2002839129694801,1
reality,-0.017824900716990305,0.1847983596268498,1,0.2026232603438401,1
although,-0.017824900716990305,0.1847983596268498,1,0.2026232603438401,1
break,-0.017824900716990305,0.1847983596268498,1,0.2026232603438401,1
guess,-0.01782441647659941,0.1192361348614164,1,0.1370605513380158,1
google,-0.01782068602559661,0.1872536620266978,1,0.2050743480522944,1
wonderful,-0.01782068602559661,0.1872536620266978,1,0.2050743480522944,1
trash,-0.01782068602559661,0.1872536620266978,1,0.2050743480522944,1
welfare,-0.01782068602559661,0.1872536620266978,1,0.2050743480522944,1
crime,-0.01781938260708478,0.1163519457282454,1,0.1341713283353302,1
strange,-0.017815929275364906,0.1898333100014528,1,0.2076492392768177,1
didnt,-0.017815929275364906,0.1898333100014528,1,0.2076492392768177,1
watched,-0.017810552673981295,0.1925515581348793,1,0.2103621108088606,1
taught,-0.017810552673981295,0.1925515581348793,1,0.2103621108088606,1
charge,-0.017810552673981295,0.1925515581348793,1,0.2103621108088606,1
missing,-0.017810552673981295,0.1925515581348793,1,0.2103621108088606,1
growing,-0.017810552673981295,0.1925515581348793,1,0.2103621108088606,1
high,-0.017810188916999786,0.1116112181907623,1,0.1294214071077621,1
nationalist,-0.017807489471304908,0.1103213113293789,1,0.1281288008006838,1
write,-0.017804462052392805,0.1954253217553395,1,0.2132297838077323,1
crimes,-0.017804462052392805,0.1954253217553395,1,0.2132297838077323,1
arms,-0.017804462052392805,0.1954253217553395,1,0.2132297838077323,1
names,-0.017804462052392805,0.1954253217553395,1,0.2132297838077323,1
michael,-0.017804462052392805,0.1954253217553395,1,0.2132297838077323,1
ancestors,-0.017804462052392805,0.1954253217553395,1,0.2132297838077323,1
schools,-0.017803390661175506,0.1084355553839195,1,0.126238946045095,1
wanna,-0.01779754209731252,0.1984748915997329,1,0.2162724336970454,1
latest,-0.01779754209731252,0.1984748915997329,1,0.2162724336970454,1
restaurant,-0.01779754209731252,0.1984748915997329,1,0.2162724336970454,1
17,-0.01779754209731252,0.1984748915997329,1,0.2162724336970454,1
ing,-0.01779754209731252,0.1984748915997329,1,0.2162724336970454,1
owner,-0.01779754209731252,0.1984748915997329,1,0.2162724336970454,1
tall,-0.01779754209731252,0.1984748915997329,1,0.2162724336970454,1
whenever,-0.01779754209731252,0.1984748915997329,1,0.2162724336970454,1
such,-0.017795043690849707,0.104827463167343,1,0.1226225068581927,1
please,-0.017793636200983107,0.1042458708178899,1,0.122039507018873,1
laughing,-0.017789649747183917,0.2017249076957935,1,0.2195145574429774,1
literally,-0.017789649747183917,0.2017249076957935,1,0.2195145574429774,1
hop,-0.017789649747183917,0.2017249076957935,1,0.2195145574429774,1
bigger,-0.017789649747183917,0.2017249076957935,1,0.2195145574429774,1
monkey,-0.017780604842007497,0.2052057148099754,1,0.2229863196519829,1
lines,-0.017780604842007497,0.2052057148099754,1,0.2229863196519829,1
hearing,-0.017780604842007497,0.2052057148099754,1,0.2229863196519829,1
bag,-0.017780604842007497,0.2052057148099754,1,0.2229863196519829,1
forum,-0.017779370401588904,0.0987076831979309,1,0.1164870535995198,1
field,-0.0177701765487793,0.2089552952680086,1,0.2267254718167879,1
idiot,-0.0177701765487793,0.2089552952680086,1,0.2267254718167879,1
gas,-0.0177701765487793,0.2089552952680086,1,0.2267254718167879,1
kinda,-0.0177701765487793,0.2089552952680086,1,0.2267254718167879,1
authorities,-0.0177701765487793,0.2089552952680086,1,0.2267254718167879,1
https,-0.0177604931770856,0.0921615278613187,1,0.1099220210384043,1
whitey,-0.017758063071829283,0.2130221037729962,1,0.2307801668448255,1
healthy,-0.017758063071829283,0.2130221037729962,1,0.2307801668448255,1
hall,-0.017758063071829283,0.2130221037729962,1,0.2307801668448255,1
pop,-0.017758063071829283,0.2130221037729962,1,0.2307801668448255,1
knocked,-0.017758063071829283,0.2130221037729962,1,0.2307801668448255,1
moore,-0.017758063071829283,0.2130221037729962,1,0.2307801668448255,1
savage,-0.017758063071829283,0.2130221037729962,1,0.2307801668448255,1
nigeria,-0.017758063071829283,0.2130221037729962,1,0.2307801668448255,1
drop,-0.017758063071829283,0.2130221037729962,1,0.2307801668448255,1
changed,-0.017758063071829283,0.2130221037729962,1,0.2307801668448255,1
area,-0.017753182565070094,0.0898111578179486,1,0.1075643403830187,1
norwegian,-0.017743860270890505,0.2174693650254091,1,0.2352132252962996,1
forest,-0.017743860270890505,0.2174693650254091,1,0.2352132252962996,1
arab,-0.017743860270890505,0.2174693650254091,1,0.2352132252962996,1
jumped,-0.017743860270890505,0.2174693650254091,1,0.2352132252962996,1
eyed,-0.01772701110130559,0.222381851321548,1,0.2401088624228536,1
discovered,-0.01772701110130559,0.222381851321548,1,0.2401088624228536,1
wind,-0.01772701110130559,0.222381851321548,1,0.2401088624228536,1
boat,-0.01772701110130559,0.222381851321548,1,0.2401088624228536,1
blind,-0.01772701110130559,0.222381851321548,1,0.2401088624228536,1
hook,-0.01772701110130559,0.222381851321548,1,0.2401088624228536,1
personally,-0.01772701110130559,0.222381851321548,1,0.2401088624228536,1
handed,-0.0177067200167621,0.2278770964950076,1,0.2455838165117697,1
wigger,-0.0177067200167621,0.2278770964950076,1,0.2455838165117697,1
chosen,-0.0177067200167621,0.2278770964950076,1,0.2455838165117697,1
bitch,-0.0177067200167621,0.2278770964950076,1,0.2455838165117697,1
kicked,-0.0177067200167621,0.2278770964950076,1,0.2455838165117697,1
crack,-0.0177067200167621,0.2278770964950076,1,0.2455838165117697,1
31,-0.017681798843354496,0.234125090348718,1,0.2518068891920725,1
salute,-0.017681798843354496,0.234125090348718,1,0.2518068891920725,1
daddy,-0.017681798843354496,0.234125090348718,1,0.2518068891920725,1
ur,-0.017681798843354496,0.234125090348718,1,0.2518068891920725,1
officer,-0.017681798843354496,0.234125090348718,1,0.2518068891920725,1
complex,-0.017681798843354496,0.234125090348718,1,0.2518068891920725,1
citizen,-0.017681798843354496,0.234125090348718,1,0.2518068891920725,1
hungry,-0.017681798843354496,0.234125090348718,1,0.2518068891920725,1
nearest,-0.017681798843354496,0.234125090348718,1,0.2518068891920725,1
federal,-0.017681798843354496,0.234125090348718,1,0.2518068891920725,1
introduce,-0.017681798843354496,0.234125090348718,1,0.2518068891920725,1
brand,-0.017681798843354496,0.234125090348718,1,0.2518068891920725,1
homeschool,-0.017681798843354496,0.234125090348718,1,0.2518068891920725,1
wore,-0.017681798843354496,0.234125090348718,1,0.2518068891920725,1
pregnant,-0.017681798843354496,0.234125090348718,1,0.2518068891920725,1
niglet,-0.017650366480363916,0.241385611753937,1,0.2590359782343009,1
previous,-0.017650366480363916,0.241385611753937,1,0.2590359782343009,1
yr,-0.017650366480363916,0.241385611753937,1,0.2590359782343009,1
begging,-0.017650366480363916,0.241385611753937,1,0.2590359782343009,1
coat,-0.017650366480363916,0.241385611753937,1,0.2590359782343009,1
harris,-0.017650366480363916,0.241385611753937,1,0.2590359782343009,1
brethren,-0.017650366480363916,0.241385611753937,1,0.2590359782343009,1
aswell,-0.017650366480363916,0.241385611753937,1,0.2590359782343009,1
invasion,-0.017650366480363916,0.241385611753937,1,0.2590359782343009,1
smashed,-0.01760919894253188,0.2500865766313553,1,0.2676957755738872,1
complaining,-0.01760919894253188,0.2500865766313553,1,0.2676957755738872,1
stabbed,-0.01760919894253188,0.2500865766313553,1,0.2676957755738872,1
fourth,-0.01760919894253188,0.2500865766313553,1,0.2676957755738872,1
suddenly,-0.01760919894253188,0.2500865766313553,1,0.2676957755738872,1
jr,-0.01760919894253188,0.2500865766313553,1,0.2676957755738872,1
customer,-0.01760919894253188,0.2500865766313553,1,0.2676957755738872,1
ne,-0.01760919894253188,0.2500865766313553,1,0.2676957755738872,1
130,-0.01760919894253188,0.2500865766313553,1,0.2676957755738872,1
ap,-0.01760919894253188,0.2500865766313553,1,0.2676957755738872,1
41,-0.01760919894253188,0.2500865766313553,1,0.2676957755738872,1
deaf,-0.01760919894253188,0.2500865766313553,1,0.2676957755738872,1
williams,-0.01760919894253188,0.2500865766313553,1,0.2676957755738872,1
actors,-0.01760919894253188,0.2500865766313553,1,0.2676957755738872,1
gf,-0.017552097626552743,0.2610138323762697,1,0.2785659300028224,1
73,-0.017552097626552743,0.2610138323762697,1,0.2785659300028224,1
stormed,-0.017552097626552743,0.2610138323762697,1,0.2785659300028224,1
principal,-0.017552097626552743,0.2610138323762697,1,0.2785659300028224,1
string,-0.017552097626552743,0.2610138323762697,1,0.2785659300028224,1
sue,-0.017552097626552743,0.2610138323762697,1,0.2785659300028224,1
suited,-0.017552097626552743,0.2610138323762697,1,0.2785659300028224,1
reporter,-0.017552097626552743,0.2610138323762697,1,0.2785659300028224,1
facility,-0.017552097626552743,0.2610138323762697,1,0.2785659300028224,1
auto,-0.017552097626552743,0.2610138323762697,1,0.2785659300028224,1
backpack,-0.017552097626552743,0.2610138323762697,1,0.2785659300028224,1
mins,-0.017552097626552743,0.2610138323762697,1,0.2785659300028224,1
patch,-0.017464735013244637,0.2758851054843536,1,0.2933498404975982,1
guidance,-0.017464735013244637,0.2758851054843536,1,0.2933498404975982,1
gather,-0.017464735013244637,0.2758851054843536,1,0.2933498404975982,1
reyes,-0.017464735013244637,0.2758851054843536,1,0.2933498404975982,1
larceny,-0.017464735013244637,0.2758851054843536,1,0.2933498404975982,1
demarco,-0.017464735013244637,0.2758851054843536,1,0.2933498404975982,1
