word,she-pmi
around,2.530412554105666
where,3.511241807117392
even,2.544940654668576
never,3.2478918353251416
over,2.154217828297615
into,2.154217828297615
got,3.5504625202706737
blacks,2.5898359745764665
am,1.501480186075546
down,2.903359278212135
could,3.126502829526345
every,3.126502829526345
need,1.5170649170922443
ve,2.6209265616464976
video,2.6315086709770346
going,2.6315086709770346
great,2.93527688118044
same,3.1692901047315534
news,2.951626019181969
find,2.669453602541158
look,2.957135674992939
re,1.5763814942486638
did,3.661394080977955
also,1.587554794846789
make,3.196992707280889
anyone,2.32082196919616
watch,3.425299377316668
country,2.3266870886485576
live,1.6394396302158007
most,1.6394396302158007
own,3.025733991335691
last,3.025733991335691
much,2.3385215462955604
being,2.755962845450441
first,3.0618825054520022
hope,3.627652158961803
ll,3.303602442339148
why,2.7990464315867523
looking,1.7004341429186427
him,3.1057766990092275
always,1.7259132282196274
off,3.811827284405081
dont,3.354895736726698
home,2.445205688883895
show,2.445205688883895
non,2.8573153397107283
right,3.144997412162509
take,2.4585392197533604
thread,1.7789057583601378
2,2.8843440120986474
ever,2.898137334230983
two,3.422949199971714
let,2.9263082111976795
which,1.8348644120081825
post,1.8420846599816696
1,1.8420846599816696
ireland,2.5425045998706945
thing,3.8025936084581353
stormfront,2.549830639962768
im,1.8640635667004448
come,2.572136397477065
man,2.985148711220613
before,2.985148711220613
said,3.840051170993036
put,3.280435383057613
something,3.6935633639113465
ago,3.701285410005257
really,2.6104552617792023
little,3.3193507993072866
does,3.724815907415451
maybe,3.031668726855506
children,3.031668726855506
after,2.6422039600937826
anything,3.0888271406954546
https,1.998653720673209
long,2.7088953345924547
nothing,2.024406216775624
d,2.717553397335569
saw,3.1230185054437336
times,3.131752185412488
start,2.7439866544037246
read,2.7439866544037246
seen,2.05083947384378
another,2.7439866544037246
thank,2.7529553243864853
yes,2.05980814382654
use,2.762005159906403
went,4.014768128401771
talk,2.7803542985746
still,2.096509510676968
place,3.4828038717968584
while,3.7153371634609074
forum,2.808525175541296
try,3.734385358431602
negro,2.827756537469184
site,2.1346093569092384
against,3.233221645577348
eyes,3.926368826137293
found,3.2429778205227127
person,3.2429778205227127
org,2.144365531854603
bad,3.2627804478188924
hate,3.5504625202706737
work,2.86736567556423
friends,2.2049901536710377
heard,3.8248993659724335
again,3.314073742206443
such,2.22604356286887
group,2.919190743428816
women,2.2367388519856184
jew,2.929886032545564
since,2.2367388519856184
tv,2.2475497680898338
give,2.951626019181969
actually,2.951626019181969
guy,2.962675855368554
feel,2.962675855368554
name,4.072461444634789
next,3.666996336526625
house,2.292001530660668
ca,2.292001530660668
part,2.3034302264842905
girl,4.249340375539604
love,2.3034302264842905
must,3.413603337553476
family,3.008138229445312
5,3.008138229445312
hair,4.118446557876613
else,3.031668726855506
brown,2.3385215462955604
away,3.724815907415451
big,3.031668726855506
may,3.043644917902222
english,2.3504977373422764
far,2.3504977373422764
high,3.043644917902222
trying,2.362619097874621
wonder,2.362619097874621
thought,3.473501479134545
today,2.374889190466435
racist,2.374889190466435
once,3.0680363710263805
woman,3.485923999133102
story,2.387311710464993
days,2.387311710464993
money,2.387311710464993
used,3.996749622899093
together,3.093037673231798
looks,4.191649961899907
came,4.022067430883383
week,3.811827284405081
hell,2.42553292328519
crime,2.4386050048525427
probably,3.144997412162509
pretty,2.451850231602564
meet,2.451850231602564
check,2.451850231602564
enough,2.4652732519347045
pm,2.4652732519347045
best,2.4652732519347045
hey,2.4652732519347045
help,2.4652732519347045
police,2.478878903990483
guess,2.492672226122819
europe,2.5066584680975588
different,3.199805648657504
until,3.619455391757625
public,2.520843103089515
though,2.520843103089515
living,3.22837902110156
link,2.549830639962768
soon,2.549830639962768
says,4.341590109190823
u,2.549830639962768
jewish,2.549830639962768
couple,3.2429778205227127
fight,2.564645725747908
least,3.257792906307853
hear,3.9509400868677984
child,2.564645725747908
problem,2.564645725747908
college,2.5796836031124486
called,3.272830783672394
small,3.2880982558031824
88,2.594951075243237
hard,2.594951075243237
south,2.594951075243237
themselves,2.594951075243237
yet,3.2880982558031824
told,4.556365410834515
become,2.6104552617792023
lol,3.303602442339148
doing,3.3193507993072866
skin,3.3193507993072866
color,2.626203618747341
support,3.335351140653728
real,2.6422039600937826
stupid,4.028498321213673
might,2.658464480965563
makes,3.3516116615255083
done,3.757076769633672
6,2.658464480965563
beautiful,4.267902393399663
10,3.3516116615255083
getting,3.3516116615255083
attack,2.658464480965563
kid,2.658464480965563
nation,2.6749937829167734
teachers,2.6749937829167734
point,3.3849480817931
girls,2.6918009012331545
parents,2.7088953345924547
history,3.4020425151524
front,2.7088953345924547
state,3.4020425151524
yourself,2.726287077304324
care,2.726287077304324
end,3.4194342578642694
both,2.726287077304324
young,2.7439866544037246
german,3.43713383496367
whole,3.43713383496367
fact,3.8425989430718346
seems,3.4551523404663484
move,2.762005159906403
london,2.762005159906403
v,2.762005159906403
wait,3.4551523404663484
countries,2.762005159906403
yeah,3.473501479134545
weeks,3.473501479134545
call,2.7803542985746
under,2.7803542985746
idea,2.7803542985746
light,3.4921936121466977
reason,2.7990464315867523
kind,2.7990464315867523
join,3.4921936121466977
future,2.7990464315867523
boy,2.7990464315867523
america,2.7990464315867523
open,2.7990464315867523
teacher,4.878487973266588
others,2.8180946265574467
mean,2.8180946265574467
racial,3.916706915225556
stuff,2.8180946265574467
blood,2.8180946265574467
goes,4.446950624848649
mother,4.446950624848649
european,3.530659892974493
almost,2.8375127124145485
community,2.8375127124145485
blue,3.530659892974493
remember,4.243609700830619
sorry,4.936756881390564
speak,3.5504625202706737
picture,3.5504625202706737
videos,2.877518047028248
students,2.877518047028248
food,3.976130335696357
negroes,3.5706652275881927
friend,3.5912845147909285
cant,2.898137334230983
pride,2.898137334230983
job,2.919190743428816
gets,4.305485104548706
leave,3.6123379239887607
happy,2.919190743428816
watching,2.919190743428816
stay,2.919190743428816
line,2.940696948649779
behind,3.633844129209725
along,2.940696948649779
class,4.32699130976967
face,2.940696948649779
brothers,2.940696948649779
e,2.940696948649779
9,2.962675855368554
pictures,2.962675855368554
head,3.6558230359285
myself,2.962675855368554
either,2.962675855368554
mixed,4.061288144036664
started,2.985148711220613
7,3.678295891780558
side,3.008138229445312
dark,3.008138229445312
sweden,3.008138229445312
ya,3.008138229445312
using,3.031668726855506
matter,3.724815907415451
age,3.724815907415451
page,3.031668726855506
rest,3.0557662784345663
male,3.748913458994512
wants,3.748913458994512
law,3.0557662784345663
funny,3.0557662784345663
christian,3.773606071584883
later,3.080458891024938
information,3.080458891024938
online,3.080458891024938
thats,3.773606071584883
exactly,3.080458891024938
teach,3.798923879569173
father,3.798923879569173
11,3.1057766990092275
university,3.1057766990092275
gone,3.798923879569173
moved,3.131752185412488
taken,3.131752185412488
western,3.131752185412488
son,3.8248993659724335
mind,3.131752185412488
killed,3.15842043249465
ask,4.257032721162759
wn,3.15842043249465
happened,3.15842043249465
scum,3.15842043249465
brother,3.15842043249465
means,3.8515676130545953
info,3.8515676130545953
month,3.8515676130545953
set,3.1858194066827643
street,3.878966587242709
three,3.1858194066827643
dead,3.1858194066827643
case,3.1858194066827643
dirty,3.1858194066827643
shot,3.878966587242709
close,3.1858194066827643
usually,3.878966587242709
die,3.9071374642094057
kill,3.2139902836494603
lets,3.2139902836494603
anyway,3.2429778205227127
12,3.2429778205227127
15,3.936125001082658
wo,3.2429778205227127
mine,3.272830783672394
looked,3.9659779642323394
email,3.272830783672394
example,3.9659779642323394
outside,3.272830783672394
walk,3.272830783672394
instead,3.303602442339148
important,3.303602442339148
above,3.303602442339148
lived,3.996749622899093
holocaust,3.303602442339148
buy,3.303602442339148
months,3.996749622899093
sick,3.335351140653728
running,3.335351140653728
8,3.335351140653728
play,3.335351140653728
bring,4.433963429321837
dog,4.466753252144828
control,3.3681409634767188
indeed,3.3681409634767188
top,3.3681409634767188
sister,4.977578875910819
laugh,3.3681409634767188
planet,3.3681409634767188
hands,4.061288144036664
sounds,4.095189695712345
sisters,3.4020425151524
caught,4.095189695712345
pay,3.4020425151524
perhaps,3.4020425151524
id,3.4020425151524
female,4.130281015523615
social,3.43713383496367
member,3.43713383496367
except,3.43713383496367
books,3.43713383496367
clean,3.473501479134545
gave,4.1666486596944905
large,3.473501479134545
muslim,3.473501479134545
movies,4.572113767802655
evil,3.473501479134545
hit,4.1666486596944905
african,4.1666486596944905
save,3.511241807117392
ground,3.511241807117392
giving,3.511241807117392
bus,3.511241807117392
similar,3.511241807117392
scene,3.511241807117392
sort,3.511241807117392
whatever,3.511241807117392
continue,3.511241807117392
unfortunately,4.609854095785502
cut,3.511241807117392
movement,3.511241807117392
middle,3.511241807117392
telling,4.243609700830619
drug,3.5504625202706737
bar,3.5504625202706737
movie,3.5504625202706737
wow,3.5504625202706737
second,3.5504625202706737
brought,3.5504625202706737
baby,4.649074808938783
heritage,4.284431695350873
attention,3.5912845147909285
slavic,3.5912845147909285
18,3.5912845147909285
below,3.5912845147909285
majority,3.633844129209725
tree,4.32699130976967
folks,3.633844129209725
test,3.633844129209725
lady,4.732456417877834
bet,3.633844129209725
ive,4.32699130976967
x202c,4.371443072340504
william,3.678295891780558
mass,3.678295891780558
germany,3.678295891780558
student,3.678295891780558
2012,3.678295891780558
dogs,3.678295891780558
hang,3.678295891780558
church,3.678295891780558
lie,4.371443072340504
21,3.678295891780558
playing,3.678295891780558
gods,3.678295891780558
swedish,4.371443072340504
x202a,4.371443072340504
met,4.371443072340504
often,3.678295891780558
hoping,4.371443072340504
favorite,3.678295891780558
shame,3.678295891780558
question,3.724815907415451
gonna,4.417963087975396
born,3.724815907415451
text,3.724815907415451
daughter,5.111110268535342
eating,3.724815907415451
till,4.417963087975396
c,3.724815907415451
hispanic,3.724815907415451
likely,3.724815907415451
shoot,3.724815907415451
minister,3.724815907415451
longer,3.724815907415451
store,3.773606071584883
stories,3.773606071584883
rlm,4.466753252144828
main,4.466753252144828
apparently,3.773606071584883
ape,4.872218360252993
asked,3.773606071584883
kick,3.773606071584883
excellent,3.8248993659724335
claims,3.8248993659724335
japanese,3.8248993659724335
form,3.8248993659724335
stock,3.8248993659724335
although,3.8248993659724335
weekend,3.8248993659724335
classes,3.8248993659724335
heads,3.8248993659724335
worst,3.8248993659724335
safe,3.8248993659724335
certainly,4.5180465465323785
reality,3.8248993659724335
rape,3.8248993659724335
definitely,3.8248993659724335
carry,4.5180465465323785
females,3.878966587242709
chance,3.878966587242709
trash,3.878966587242709
starts,3.878966587242709
racism,3.878966587242709
wonderful,3.878966587242709
13,3.878966587242709
streets,3.878966587242709
comments,4.572113767802655
average,3.878966587242709
garbage,3.878966587242709
welfare,4.572113767802655
gang,3.878966587242709
shall,3.878966587242709
inside,3.878966587242709
y,3.878966587242709
views,3.878966587242709
breed,3.878966587242709
thinks,4.572113767802655
nazi,3.936125001082658
typical,3.936125001082658
teaching,4.629272181642604
blond,3.936125001082658
river,3.936125001082658
piece,3.936125001082658
involved,3.936125001082658
trouble,3.936125001082658
modern,4.629272181642604
attacks,3.936125001082658
answer,3.936125001082658
didnt,3.936125001082658
fox,3.936125001082658
fire,3.936125001082658
speaking,4.629272181642604
seriously,3.936125001082658
quickly,4.629272181642604
groid,3.996749622899093
compared,3.996749622899093
grade,3.996749622899093
project,3.996749622899093
massive,3.996749622899093
arts,3.996749622899093
mom,3.996749622899093
missing,3.996749622899093
educate,3.996749622899093
dad,3.996749622899093
intelligent,3.996749622899093
taught,3.996749622899093
suspect,3.996749622899093
watched,3.996749622899093
nor,3.996749622899093
younger,4.689896803459038
names,4.061288144036664
pics,4.061288144036664
de,4.061288144036664
turned,4.061288144036664
values,4.061288144036664
write,4.061288144036664
ran,4.061288144036664
prefer,4.061288144036664
leaves,4.754435324596609
towards,4.061288144036664
opinion,4.061288144036664
protect,4.061288144036664
accept,4.061288144036664
obviously,4.823428196083561
attacked,4.823428196083561
filthy,4.130281015523615
opened,4.130281015523615
religion,4.130281015523615
tall,4.130281015523615
vote,4.130281015523615
fake,4.823428196083561
g,4.130281015523615
2014,4.130281015523615
ing,4.130281015523615
victim,4.823428196083561
wanna,4.130281015523615
apartment,4.130281015523615
needed,4.897536168237282
duty,4.204388987677337
official,4.204388987677337
turning,5.303001276345447
feeling,4.204388987677337
general,4.204388987677337
prime,4.204388987677337
drugs,4.204388987677337
yesterday,4.204388987677337
calling,4.204388987677337
bigger,4.204388987677337
questions,4.204388987677337
literally,4.204388987677337
knife,4.204388987677337
da,4.204388987677337
credit,4.204388987677337
pray,4.204388987677337
jump,4.204388987677337
racially,4.204388987677337
yard,4.204388987677337
sa,4.204388987677337
forgot,4.284431695350873
heil,4.284431695350873
spanish,4.284431695350873
burn,4.977578875910819
mouth,4.284431695350873
hardly,4.284431695350873
smart,4.284431695350873
nose,4.977578875910819
monkey,4.284431695350873
became,4.977578875910819
rap,4.284431695350873
advice,4.977578875910819
creatures,4.977578875910819
bag,5.383043984018983
passed,4.284431695350873
sat,4.977578875910819
warm,4.977578875910819
onto,4.284431695350873
blonde,4.977578875910819
hearing,4.284431695350873
department,4.284431695350873
theres,4.284431695350873
ends,4.284431695350873
card,4.371443072340504
birth,4.371443072340504
idiot,5.064590252900449
tip,4.371443072340504
aim,4.371443072340504
india,4.371443072340504
inches,4.371443072340504
tape,4.371443072340504
map,4.371443072340504
becoming,4.371443072340504
lovely,4.371443072340504
dress,4.371443072340504
tomorrow,4.371443072340504
table,4.371443072340504
lesson,5.470055361008614
coon,4.466753252144828
turns,4.466753252144828
hall,4.466753252144828
rapes,4.466753252144828
likes,5.159900432704774
lucky,4.466753252144828
thrown,4.466753252144828
showed,5.159900432704774
husband,4.466753252144828
latin,4.466753252144828
drop,4.466753252144828
whitey,4.466753252144828
complete,4.466753252144828
bulgarian,4.466753252144828
teeth,4.466753252144828
kiss,5.159900432704774
marry,4.466753252144828
doesnt,4.466753252144828
changed,4.466753252144828
careful,4.466753252144828
camera,5.159900432704774
keeps,4.466753252144828
nigeria,5.159900432704774
promoting,4.572113767802655
27,4.572113767802655
norwegian,4.572113767802655
possibly,4.572113767802655
grand,4.572113767802655
fair,5.2652609483626
benefits,4.572113767802655
besides,4.572113767802655
ukrainian,4.572113767802655
claiming,4.572113767802655
figured,4.572113767802655
forest,4.572113767802655
worked,5.2652609483626
immigrant,4.572113767802655
connection,4.572113767802655
effort,4.572113767802655
won,4.572113767802655
hated,5.2652609483626
hates,4.572113767802655
stood,4.572113767802655
neighbors,4.572113767802655
murders,4.572113767802655
slowly,4.572113767802655
yours,4.572113767802655
iq,4.572113767802655
sacrifice,4.572113767802655
jumped,4.572113767802655
older,4.572113767802655
raped,4.572113767802655
rage,4.572113767802655
apart,4.572113767802655
generation,4.572113767802655
boat,4.689896803459038
gypsies,4.689896803459038
seconds,5.383043984018983
blind,4.689896803459038
grass,4.689896803459038
statement,4.689896803459038
theory,4.689896803459038
ex,4.689896803459038
eyed,4.689896803459038
district,4.689896803459038
offer,4.689896803459038
disgusted,4.689896803459038
slaves,4.689896803459038
fought,4.689896803459038
fat,4.689896803459038
february,4.689896803459038
personally,5.383043984018983
played,4.689896803459038
wind,4.689896803459038
scenario,4.689896803459038
homeschooling,4.689896803459038
teaches,4.689896803459038
lay,4.689896803459038
learned,4.689896803459038
lately,4.689896803459038
classic,4.823428196083561
ed,4.823428196083561
crack,4.823428196083561
wigger,4.823428196083561
teen,4.823428196083561
singer,5.516575376643506
status,4.823428196083561
cat,4.823428196083561
kicked,5.516575376643506
failed,4.823428196083561
talks,4.823428196083561
stare,4.823428196083561
chosen,4.823428196083561
announced,4.823428196083561
difficult,4.823428196083561
custody,4.823428196083561
tries,4.823428196083561
smile,5.516575376643506
nigerian,5.516575376643506
mothers,4.823428196083561
handed,4.823428196083561
bitch,4.823428196083561
senior,4.823428196083561
girlfriend,5.516575376643506
homeschooled,4.823428196083561
colorado,4.823428196083561
sucks,4.823428196083561
worried,4.823428196083561
thanksgiving,4.823428196083561
gra,4.823428196083561
sweet,6.076191164578929
saved,4.977578875910819
films,4.977578875910819
somewhat,4.977578875910819
everyday,4.977578875910819
dies,4.977578875910819
doctor,4.977578875910819
cry,4.977578875910819
favor,4.977578875910819
tragedy,4.977578875910819
traitor,4.977578875910819
salute,4.977578875910819
club,4.977578875910819
popular,5.670726056470764
papers,4.977578875910819
wore,4.977578875910819
bedroom,4.977578875910819
roll,4.977578875910819
ur,4.977578875910819
publicly,4.977578875910819
nerve,4.977578875910819
ye,4.977578875910819
adopt,4.977578875910819
coat,5.159900432704774
driver,5.159900432704774
agency,5.159900432704774
leaders,5.159900432704774
pulled,5.159900432704774
loving,5.159900432704774
accounts,5.159900432704774
makeup,5.159900432704774
elected,5.853047613264719
administration,5.159900432704774
ah,5.159900432704774
chimp,5.159900432704774
mercy,5.159900432704774
tiny,5.159900432704774
punk,5.159900432704774
rose,5.159900432704774
continues,5.159900432704774
huh,5.159900432704774
awakening,5.159900432704774
daughters,5.159900432704774
integration,5.159900432704774
intended,5.159900432704774
scientist,5.159900432704774
serve,5.159900432704774
harsh,5.159900432704774
shift,5.159900432704774
gorgeous,5.853047613264719
graduated,5.159900432704774
graduate,5.159900432704774
grace,5.159900432704774
perform,5.159900432704774
tan,5.159900432704774
yr,5.159900432704774
feature,5.159900432704774
counts,5.159900432704774
reads,5.159900432704774
aswell,5.159900432704774
06,5.159900432704774
snake,5.159900432704774
deaf,5.383043984018983
suffering,5.383043984018983
talent,5.383043984018983
crying,5.383043984018983
customer,5.383043984018983
tatar,5.383043984018983
suddenly,5.383043984018983
reputation,5.383043984018983
saga,5.383043984018983
rob,5.383043984018983
review,5.383043984018983
region,5.383043984018983
loans,5.383043984018983
liv,5.383043984018983
pulls,5.383043984018983
proved,5.383043984018983
keeping,5.383043984018983
spit,5.383043984018983
dropped,5.383043984018983
subhuman,5.383043984018983
pipe,5.383043984018983
multiple,5.383043984018983
highest,5.383043984018983
sh,5.383043984018983
smashed,5.383043984018983
glasses,5.383043984018983
function,5.383043984018983
ne,5.383043984018983
backs,5.383043984018983
caucasus,5.383043984018983
aged,5.383043984018983
complaining,5.383043984018983
witness,5.383043984018983
bow,5.383043984018983
couldnt,5.383043984018983
courage,5.383043984018983
youngest,5.383043984018983
albanian,5.383043984018983
closet,5.383043984018983
tortured,6.076191164578929
teenager,5.383043984018983
chest,5.383043984018983
worshipping,5.670726056470764
gain,5.670726056470764
chimpout,5.670726056470764
mulatto,5.670726056470764
tor,5.670726056470764
stamps,5.670726056470764
misunderstood,6.36387323703071
sheboon,5.670726056470764
portugal,5.670726056470764
mistaken,5.670726056470764
mongol,5.670726056470764
garden,5.670726056470764
gf,5.670726056470764
employee,5.670726056470764
mum,5.670726056470764
yelling,5.670726056470764
favorable,5.670726056470764
spelling,5.670726056470764
explaining,5.670726056470764
toys,5.670726056470764
facility,5.670726056470764
entry,5.670726056470764
smell,5.670726056470764
assembly,5.670726056470764
repeat,5.670726056470764
assignment,5.670726056470764
ate,5.670726056470764
axis,5.670726056470764
backpack,5.670726056470764
auto,5.670726056470764
waited,6.36387323703071
arabic,5.670726056470764
blanket,5.670726056470764
unsuspecting,5.670726056470764
guessing,5.670726056470764
guise,5.670726056470764
machete,5.670726056470764
rude,5.670726056470764
hum,5.670726056470764
addict,5.670726056470764
whoever,5.670726056470764
belgrade,5.670726056470764
holahoax,5.670726056470764
principal,5.670726056470764
stormed,6.36387323703071
suited,5.670726056470764
contacted,5.670726056470764
condition,5.670726056470764
courier,5.670726056470764
convenience,5.670726056470764
string,5.670726056470764
theater,5.670726056470764
coal,5.670726056470764
thunder,5.670726056470764
dyed,5.670726056470764
deliberate,5.670726056470764
taylor,5.670726056470764
colored,5.670726056470764
patience,5.670726056470764
payments,5.670726056470764
classmates,5.670726056470764
sticks,5.670726056470764
crawl,5.670726056470764
covers,5.670726056470764
urban,6.076191164578929
acceptance,6.076191164578929
contacting,6.076191164578929
homos,6.076191164578929
banana,6.076191164578929
adjective,6.076191164578929
pronunciation,6.076191164578929
igger,6.076191164578929
actress,6.076191164578929
whut,6.076191164578929
denial,6.076191164578929
abusing,6.076191164578929
gypsie,6.076191164578929
seig,6.076191164578929
guidance,6.076191164578929
patch,6.076191164578929
historian,6.076191164578929
surviving,6.076191164578929
harmful,6.076191164578929
secondly,6.076191164578929
pyre,6.076191164578929
04,6.076191164578929
regularly,6.076191164578929
alongside,6.076191164578929
kelsey,6.076191164578929
ashes,6.076191164578929
talkin,6.076191164578929
vocals,6.076191164578929
cussed,6.076191164578929
lincoln,6.076191164578929
teaser,6.076191164578929
watches,6.076191164578929
koreans,6.076191164578929
kristine,6.076191164578929
baba,6.076191164578929
ingratiate,6.076191164578929
revenue,6.076191164578929
robbers,6.076191164578929
inferior,6.076191164578929
vejle,6.076191164578929
punished,6.076191164578929
repulsive,6.076191164578929
reptile,6.076191164578929
requested,6.076191164578929
repeatedly,6.076191164578929
cookies,6.076191164578929
austrian,6.076191164578929
substitute,6.076191164578929
forefathers,6.076191164578929
strangled,6.076191164578929
1985,6.076191164578929
youths,6.076191164578929
etymology,6.076191164578929
fredericia,6.076191164578929
faculty,6.076191164578929
ti,6.076191164578929
strongly,6.076191164578929
someday,6.076191164578929
cartoons,6.076191164578929
negress,6.076191164578929
explicitly,6.076191164578929
straw,6.076191164578929
dragging,6.076191164578929
tion,6.076191164578929
disliked,6.076191164578929
mongoloid,6.076191164578929
poop,6.076191164578929
clap,6.076191164578929
classmate,6.076191164578929
goldeboy,6.076191164578929
gather,6.076191164578929
1954,6.076191164578929
noun,6.076191164578929
odds,6.076191164578929
chick,6.076191164578929
simon,6.076191164578929
poisonous,6.076191164578929
functions,6.076191164578929
sinister,6.076191164578929
wears,6.769338345138874
zhivago,6.769338345138874
pun,6.769338345138874
zakeshia,6.769338345138874
wesley,6.769338345138874
quo,6.769338345138874
quits,6.769338345138874
purebred,6.769338345138874
polly,6.769338345138874
wrench,6.769338345138874
partisan,6.769338345138874
poachers,6.769338345138874
wolrd,6.769338345138874
pug,6.769338345138874
wet,6.769338345138874
ws,6.769338345138874
pavement,6.769338345138874
writes,6.769338345138874
proceeded,6.769338345138874
transitive,6.769338345138874
trap,6.769338345138874
solicited,6.769338345138874
squeeze,6.769338345138874
specie,6.769338345138874
spat,6.769338345138874
touched,6.769338345138874
tummy,6.769338345138874
sikh,6.769338345138874
sissi,6.769338345138874
tyep,6.769338345138874
smirking,6.769338345138874
slapping,6.769338345138874
slaping,6.769338345138874
skype,6.769338345138874
thankx,6.769338345138874
sweatpants,6.769338345138874
sweater,6.769338345138874
t1008885,6.769338345138874
svrljig,6.769338345138874
thegirl,6.769338345138874
tarja,6.769338345138874
temperament,6.769338345138874
talmudivision,6.769338345138874
tallaght,6.769338345138874
tia,6.769338345138874
starred,6.769338345138874
stl,6.769338345138874
sticky,6.769338345138874
suced,6.769338345138874
summers,6.769338345138874
stunningly,6.769338345138874
reverence,6.769338345138874
vaporous,6.769338345138874
roga,6.769338345138874
verb,6.769338345138874
robberies,6.769338345138874
recognizable,6.769338345138874
recovery,6.769338345138874
recovers,6.769338345138874
selfishness,6.769338345138874
uneven,6.769338345138874
sharia,6.769338345138874
shaniqua,6.769338345138874
uta,6.769338345138874
sabbath,6.769338345138874
ry,6.769338345138874
schmidt,6.769338345138874
unteachable,6.769338345138874
conslour,6.769338345138874
commercialappeal,6.769338345138874
damned,6.769338345138874
darkes,6.769338345138874
couldve,6.769338345138874
casually,6.769338345138874
cart,6.769338345138874
butchy,6.769338345138874
bushes,6.769338345138874
emain,6.769338345138874
embarisment,6.769338345138874
dw,6.769338345138874
existant,6.769338345138874
endscreen,6.769338345138874
enigma,6.769338345138874
epithet,6.769338345138874
drunkenly,6.769338345138874
deutschlands,6.769338345138874
dated,6.769338345138874
dramatic,6.769338345138874
alle,6.769338345138874
aeons,6.769338345138874
actor,6.769338345138874
1935,6.769338345138874
2in,6.769338345138874
boasted,6.769338345138874
bettie,6.769338345138874
bulbous,6.769338345138874
boke,6.769338345138874
artic,6.769338345138874
ashley,6.769338345138874
antisemitic,6.769338345138874
annabella,6.769338345138874
apeling,6.769338345138874
barfy,6.769338345138874
attwood,6.769338345138874
baffrooms,6.769338345138874
linger,6.769338345138874
litter,6.769338345138874
maggie,6.769338345138874
meditteranean,6.769338345138874
manufacturers,6.769338345138874
kinder,6.769338345138874
kiosk,6.769338345138874
julie,6.769338345138874
journal,6.769338345138874
nr,6.769338345138874
nostalgic,6.769338345138874
neve,6.769338345138874
nightwish,6.769338345138874
niece,6.769338345138874
packi,6.769338345138874
overdoses,6.769338345138874
ohhh,6.769338345138874
oddly,6.769338345138874
neglectful,6.769338345138874
monkies,6.769338345138874
mutilated,6.769338345138874
neevr,6.769338345138874
motorcyclist,6.769338345138874
mosier,6.769338345138874
muppet,6.769338345138874
glared,6.769338345138874
ganges,6.769338345138874
gulag,6.769338345138874
gratia,6.769338345138874
finds,6.769338345138874
finially,6.769338345138874
finlly,6.769338345138874
flexible,6.769338345138874
fyromanians,6.769338345138874
forehead,6.769338345138874
forgein,6.769338345138874
fqpazvlq4xq,6.769338345138874
franz,6.769338345138874
formed,6.769338345138874
foruth,6.769338345138874
inhalte,6.769338345138874
inflected,6.769338345138874
instincts,6.769338345138874
jamican,6.769338345138874
jehovas,6.769338345138874
herself,6.769338345138874
hoe,6.769338345138874
heels,6.769338345138874
huffed,6.769338345138874
humanoid,6.769338345138874
