word,npmi-bias,he-npmi,he-count,him-npmi,him-count
number,-0.10704802876948041,0.1684719010074631,1,0.2755199297769435,2
muslim,-0.10704802876948041,0.1684719010074631,1,0.2755199297769435,2
lost,-0.10704802876948041,0.1684719010074631,1,0.2755199297769435,2
giving,-0.10695057051196019,0.1702566504369363,1,0.2772072209488965,2
baby,-0.1068490817381571,0.1721033076466162,1,0.2789523893847733,2
boys,-0.10651690089608978,0.1780655339314804,1,0.2845824348275702,2
sitting,-0.10639551520799839,0.1802139995771872,1,0.2866095147851856,2
eating,-0.10639551520799839,0.1802139995771872,1,0.2866095147851856,2
ill,-0.10639551520799839,0.1802139995771872,1,0.2866095147851856,2
ape,-0.10626793521307021,0.1824552746959061,1,0.2887232099089763,2
kick,-0.10626793521307021,0.1824552746959061,1,0.2887232099089763,2
stories,-0.10626793521307021,0.1824552746959061,1,0.2887232099089763,2
watched,-0.1056812064909575,0.1925515581348793,1,0.2982327646258368,2
known,-0.10551061183292187,0.1954253217553395,1,0.3009359335882614,2
victim,-0.10532784352413052,0.1984748915997329,1,0.3038027351238634,2
17,-0.10532784352413052,0.1984748915997329,1,0.3038027351238634,2
whenever,-0.10532784352413052,0.1984748915997329,1,0.3038027351238634,2
wanna,-0.10532784352413052,0.1984748915997329,1,0.3038027351238634,2
vote,-0.10532784352413052,0.1984748915997329,1,0.3038027351238634,2
prime,-0.10513109471895132,0.2017249076957935,1,0.3068560024147448,2
monkey,-0.1049181254002095,0.2052057148099754,1,0.3101238402101849,2
honest,-0.10468611187537757,0.2089552952680086,1,0.3136414071433862,2
vile,-0.10443142462484609,0.2130221037729962,1,0.3174535283978423,2
jumped,-0.1041492892070251,0.2174693650254091,1,0.3216186542324342,2
hated,-0.1041492892070251,0.2174693650254091,1,0.3216186542324342,2
lads,-0.10383324752303527,0.222381851321548,1,0.3262150988445833,2
next,-0.10379946220539579,0.2104317920342599,4,0.3142312542396557,6
adam,-0.10196488455078129,0.2500865766313553,1,0.3520514611821366,2
jose,-0.10118797175627231,0.2610138323762697,1,0.362201804132542,2
cookies,-0.10009449238906393,0.2758851054843536,1,0.3759795978734175,2
looking,-0.09625229886322689,0.1244100767525769,2,0.2206623756158038,3
really,-0.0957363124859312,0.1368242648557956,2,0.2325605773417268,3
use,-0.0953692747398511,0.1452923157208958,2,0.2406615904607469,3
girls,-0.09381639613609533,0.1784226119702001,2,0.2722390081062954,3
proud,-0.0934451266073992,0.1858047603564353,2,0.2792498869638345,3
students,-0.09334277661329018,0.1878083830693084,2,0.2811511596825986,3
com,-0.0924523813166069,0.1154258830699894,3,0.2078782643865963,4
get,-0.09162160764517488,0.2107767598371156,12,0.3023983674822905,13
why,-0.0908141394713162,0.1554790789788752,3,0.2462932184501914,4
which,-0.09047107156469722,0.1631455603069277,3,0.2536166318716249,4
d,-0.08998232789928812,0.1737215264475171,3,0.2637038543468052,4
sat,-0.08967756547183697,0.2525000155577136,2,0.3421775810295506,3
love,-0.08925392606758042,0.1888128644372828,3,0.2780667905048632,4
need,-0.0888361845407317,0.1679800363899763,4,0.256816220930708,5
look,-0.08869194766716021,0.1711183996095087,4,0.2598103472766689,5
let,-0.08799732252927919,0.1857874802982196,4,0.2737848028274988,5
kid,-0.08570819776883468,0.2298700689877525,4,0.3155782667565872,5
i,-0.08497642904071362,0.2804425706745275,83,0.3654189997152411,63
video,-0.07015707359980808,0.1875431139707149,5,0.257700187570523,5
times,-0.06900772251109641,0.2155803228242201,5,0.2845880453353165,5
god,-0.06848634498634781,0.2275874349627348,5,0.2960737799490826,5
being,-0.0677979736174811,0.1761176566372516,4,0.2439156302547327,4
ll,-0.06772131328705869,0.1782268436906092,4,0.2459481569776679,4
show,-0.0676005020941143,0.1815220120537514,4,0.2491225141478657,4
post,-0.06741206203625111,0.1865938851959278,4,0.2540059472321789,4
someone,-0.06702854633912611,0.1966753080076791,4,0.2637038543468052,4
3,-0.06687627614515432,0.2005936206968247,4,0.267469896841979,4
want,-0.0660084729830171,0.1283600997961968,3,0.1943685727792139,3
out,-0.06554735793009642,0.2512296150141405,21,0.3167769729442369,17
at,-0.0644515577992818,0.2621653549502092,24,0.326616912749491,19
place,-0.0644464102558949,0.1776748629899226,3,0.2421212732458175,3
see,-0.06420964493652737,0.233669356046302,13,0.2978790009828294,11
you,-0.06405047891479118,0.2241099673571392,32,0.2881604462719304,24
gave,-0.06394330258553471,0.2687132076990917,4,0.3326565102846264,4
class,-0.0628377506307852,0.2212956721025283,3,0.2841334227333135,3
killed,-0.062418514913512496,0.2318053121111062,3,0.2942238270246187,3
happened,-0.062418514913512496,0.2318053121111062,3,0.2942238270246187,3
her,-0.06237246163657942,0.2069367917689627,8,0.2693092534055421,7
wife,-0.06201411875087279,0.2416638539195636,3,0.3036779726704364,3
self,-0.061881038815869704,0.2448519891734698,3,0.3067330279893395,3
off,-0.061048098834333486,0.2400178251332915,8,0.301065923967625,7
name,-0.06095534587856802,0.1568546939653642,2,0.2178100398439322,2
else,-0.06086235155795541,0.1599563250059945,2,0.2208186765639499,2
story,-0.060783629879031104,0.162555891643112,2,0.2233395215221431,2
hell,-0.060721807425860114,0.1645811272521478,2,0.2253029346780079,2
check,-0.0606791634705523,0.1659699231990525,2,0.2266490866696048,2
they,-0.060644149815209714,0.1914014632236356,21,0.2520456130388453,16
believe,-0.060612897491414214,0.1681150362466927,2,0.2287279337381069,2
send,-0.0605198781716757,0.1711001198388357,2,0.2316199980105114,2
nation,-0.0603152930208056,0.177562498760735,2,0.2378777917815406,2
front,-0.060259681215816624,0.1792955852167742,2,0.2395552664325908,2
posts,-0.05937466469251221,0.2056655459948584,2,0.2650402106873706,2
sister,-0.05916538830332549,0.2116021254214722,2,0.2707675137247977,2
israel,-0.05916538830332549,0.2116021254214722,2,0.2707675137247977,2
morning,-0.058791120355434295,0.2219687601924021,2,0.2807598805478364,2
bet,-0.058719602138912724,0.2239150833069232,2,0.2826346854458359,2
consider,-0.0583981643635936,0.2325337179490334,2,0.290931882312627,2
y,-0.05830711213251388,0.2349380858114451,2,0.293245197943959,2
math,-0.058108673240886616,0.2401240913849502,2,0.2982327646258368,2
obviously,-0.05788362338778802,0.2459191117360754,2,0.3038027351238634,2
calling,-0.05775871780989372,0.2490972846048511,2,0.3068560024147448,2
himself,-0.05762382465247129,0.2525000155577136,2,0.3101238402101849,2
thrown,-0.0573167095985091,0.2601368187993332,2,0.3174535283978423,2
http,-0.0572182333610801,0.0499457923792223,1,0.1071640257403024,1
fired,-0.05694132624656478,0.2692737725980185,2,0.3262150988445833,2
https,-0.056443690379646805,0.0921615278613187,1,0.1486052182409655,1
free,-0.05633025571176689,0.0976559011878147,1,0.1539861568995816,1
forum,-0.05630821014960659,0.0987076831979309,1,0.1550158933475375,1
org,-0.05627423554534379,0.1003187610200016,1,0.1565929965653454,1
friends,-0.05620277364370531,0.1036696241832601,1,0.1598723978269654,1
such,-0.0561778304583337,0.104827463167343,1,0.1610052936256767,1
music,-0.0559847051476305,0.1135982153697986,1,0.1695829205174291,1
until,-0.05582219827174721,0.120731448408112,1,0.1765536466798592,1
everyone,-0.055804555146922286,0.1214932470685176,1,0.1772978022154399,1
u,-0.055786629020271095,0.1222648193611372,1,0.1780514483814083,1
each,-0.05576841135554261,0.1230464384271103,1,0.1788148497826529,1
yet,-0.055731065304852,0.1246409694806751,1,0.1803720347855271,1
stupid,-0.055672622673793803,0.1271156669545797,1,0.1827882896283735,1
beautiful,-0.0556524530406709,0.1279640196191445,1,0.1836164726598154,1
parents,-0.05558971213591579,0.1305846688181157,1,0.1861743809540315,1
yourself,-0.05556801092366989,0.1314847852689559,1,0.1870527961926258,1
whole,-0.0555458923959192,0.1323989222436762,1,0.1879448146395954,1
london,-0.0555233412878354,0.1333275565200254,1,0.1888508978078608,1
true,-0.0555233412878354,0.1333275565200254,1,0.1888508978078608,1
alone,-0.05550034149001151,0.1342711901562243,1,0.1897715316462358,1
light,-0.05547687598519249,0.1352303523296223,1,0.1907072283148148,1
blue,-0.05542847482378491,0.1371975268438515,1,0.1926260016676364,1
goes,-0.05542847482378491,0.1371975268438515,1,0.1926260016676364,1
lots,-0.0554034999353018,0.1382067522017294,1,0.1936102521370312,1
negroes,-0.05537798070046729,0.1392339371976888,1,0.1946119178981561,1
stay,-0.05532521677614102,0.1413450250196306,1,0.1966702417957716,1
book,-0.05526998303629138,0.1435369152639026,1,0.198806898300194,1
30,-0.05524137012443861,0.1446652913734118,1,0.1999066614978504,1
sf,-0.05524137012443861,0.1446652913734118,1,0.1999066614978504,1
comes,-0.05524137012443861,0.1446652913734118,1,0.1999066614978504,1
ya,-0.0552120520691006,0.1458165370096662,1,0.2010285890787668,1
pass,-0.055181995306234494,0.1469916683588166,1,0.2021736636650511,1
using,-0.055181995306234494,0.1469916683588166,1,0.2021736636650511,1
rest,-0.055151163837473094,0.1481917723891737,1,0.2033429362266468,1
tried,-0.0550870191430102,0.1506716419301829,1,0.2057586610731931,1
single,-0.055053619426385314,0.1519540008447359,1,0.2070076202711212,1
scum,-0.055019271368667605,0.1532665376034473,1,0.2082858089721149,1
eat,-0.05494751592604799,0.1559885191897013,1,0.2109360351157493,1
kill,-0.05494751592604799,0.1559885191897013,1,0.2109360351157493,1
radio,-0.054909989763459593,0.1574014836242536,1,0.2123114733877132,1
outside,-0.0548712765967814,0.1588516959120974,1,0.2137229725088788,1
looked,-0.0548712765967814,0.1588516959120974,1,0.2137229725088788,1
instead,-0.054831302770568385,0.1603413215322604,1,0.2151726243028288,1
football,-0.054831302770568385,0.1603413215322604,1,0.2151726243028288,1
problems,-0.054789987602612,0.1618727247361693,1,0.2166627123387813,1
bit,-0.054789987602612,0.1618727247361693,1,0.2166627123387813,1
list,-0.054789987602612,0.1618727247361693,1,0.2166627123387813,1
fast,-0.05474724246256629,0.1634484939149016,1,0.2181957363774679,1
east,-0.05474724246256629,0.1634484939149016,1,0.2181957363774679,1
id,-0.05470296969454258,0.1650714711739678,1,0.2197744408685104,1
reading,-0.05470296969454258,0.1650714711739678,1,0.2197744408685104,1
within,-0.0546570613508561,0.1667447869857026,1,0.2214018483365587,1
alot,-0.0546570613508561,0.1667447869857026,1,0.2214018483365587,1
act,-0.0546570613508561,0.1667447869857026,1,0.2214018483365587,1
phone,-0.054609397695766615,0.1684719010074631,1,0.2230812987032297,1
similar,-0.054559845427198606,0.1702566504369363,1,0.2248164958641349,1
save,-0.054559845427198606,0.1702566504369363,1,0.2248164958641349,1
bus,-0.054559845427198606,0.1702566504369363,1,0.2248164958641349,1
add,-0.05450825555015401,0.1721033076466162,1,0.2266115631967702,1
k,-0.05445446081662339,0.1740166493297413,1,0.2284711101463647,1
wondering,-0.054398272621445615,0.1760020400449241,1,0.2304003126663697,1
student,-0.0543394772092099,0.1780655339314804,1,0.2324050111406903,1
dogs,-0.0543394772092099,0.1780655339314804,1,0.2324050111406903,1
favorite,-0.0543394772092099,0.1780655339314804,1,0.2324050111406903,1
church,-0.0543394772092099,0.1780655339314804,1,0.2324050111406903,1
mention,-0.0543394772092099,0.1780655339314804,1,0.2324050111406903,1
swedish,-0.0543394772092099,0.1780655339314804,1,0.2324050111406903,1
often,-0.0543394772092099,0.1780655339314804,1,0.2324050111406903,1
gonna,-0.054277831000172305,0.1802139995771872,1,0.2344918305773595,1
obama,-0.054277831000172305,0.1802139995771872,1,0.2344918305773595,1
straight,-0.054277831000172305,0.1802139995771872,1,0.2344918305773595,1
x,-0.054213054777648484,0.1824552746959061,1,0.2366683294735546,1
military,-0.054213054777648484,0.1824552746959061,1,0.2366683294735546,1
wp,-0.054213054777648484,0.1824552746959061,1,0.2366683294735546,1
present,-0.054213054777648484,0.1824552746959061,1,0.2366683294735546,1
needs,-0.054213054777648484,0.1824552746959061,1,0.2366683294735546,1
break,-0.05414482638699522,0.1847983596268498,1,0.238943186013845,1
notice,-0.05414482638699522,0.1847983596268498,1,0.238943186013845,1
cars,-0.05414482638699522,0.1847983596268498,1,0.238943186013845,1
upon,-0.05414482638699522,0.1847983596268498,1,0.238943186013845,1
reality,-0.05414482638699522,0.1847983596268498,1,0.238943186013845,1
rock,-0.05414482638699522,0.1847983596268498,1,0.238943186013845,1
wonderful,-0.05407277146402181,0.1872536620266978,1,0.2413264334907196,1
gang,-0.05407277146402181,0.1872536620266978,1,0.2413264334907196,1
welfare,-0.05407277146402181,0.1872536620266978,1,0.2413264334907196,1
trash,-0.05407277146402181,0.1872536620266978,1,0.2413264334907196,1
reported,-0.05407277146402181,0.1872536620266978,1,0.2413264334907196,1
beaten,-0.0539964515179841,0.1898333100014528,1,0.2438297615194369,1
hold,-0.0539964515179841,0.1898333100014528,1,0.2438297615194369,1
strange,-0.0539964515179841,0.1898333100014528,1,0.2438297615194369,1
gotten,-0.0539153484082294,0.1925515581348793,1,0.2464669065431087,1
tend,-0.0539153484082294,0.1925515581348793,1,0.2464669065431087,1
project,-0.0539153484082294,0.1925515581348793,1,0.2464669065431087,1
missing,-0.0539153484082294,0.1925515581348793,1,0.2464669065431087,1
names,-0.05382884381987271,0.1954253217553395,1,0.2492541655752122,1
write,-0.05382884381987271,0.1954253217553395,1,0.2492541655752122,1
apartment,-0.053736191670933325,0.1984748915997329,1,0.2522110832706662,1
tall,-0.053736191670933325,0.1984748915997329,1,0.2522110832706662,1
honour,-0.053736191670933325,0.1984748915997329,1,0.2522110832706662,1
double,-0.053736191670933325,0.1984748915997329,1,0.2522110832706662,1
turning,-0.05363648031154589,0.2017249076957935,1,0.2553613880073394,1
laughing,-0.05363648031154589,0.2017249076957935,1,0.2553613880073394,1
nobody,-0.05363648031154589,0.2017249076957935,1,0.2553613880073394,1
hurt,-0.05363648031154589,0.2017249076957935,1,0.2553613880073394,1
man,-0.0535413935648838,0.2688584579434478,10,0.3223998515083316,8
asking,-0.05352857961772067,0.2052057148099754,1,0.2587342944276961,1
passed,-0.05352857961772067,0.2052057148099754,1,0.2587342944276961,1
bag,-0.05352857961772067,0.2052057148099754,1,0.2587342944276961,1
everybody,-0.05352857961772067,0.2052057148099754,1,0.2587342944276961,1
hearing,-0.05352857961772067,0.2052057148099754,1,0.2587342944276961,1
pair,-0.05341106509972021,0.2089552952680086,1,0.2623663603677288,1
bell,-0.05341106509972021,0.2089552952680086,1,0.2623663603677288,1
shirt,-0.05341106509972021,0.2089552952680086,1,0.2623663603677288,1
field,-0.05341106509972021,0.2089552952680086,1,0.2623663603677288,1
ahead,-0.05328210588683016,0.2130221037729962,1,0.2663042096598264,1
dating,-0.05328210588683016,0.2130221037729962,1,0.2663042096598264,1
hall,-0.05328210588683016,0.2130221037729962,1,0.2663042096598264,1
walked,-0.05328210588683016,0.2130221037729962,1,0.2663042096598264,1
kiss,-0.05328210588683016,0.2130221037729962,1,0.2663042096598264,1
drop,-0.05328210588683016,0.2130221037729962,1,0.2663042096598264,1
australia,-0.05328210588683016,0.2130221037729962,1,0.2663042096598264,1
skinheads,-0.05328210588683016,0.2130221037729962,1,0.2663042096598264,1
schooling,-0.05328210588683016,0.2130221037729962,1,0.2663042096598264,1
his,-0.053254252039473426,0.4018955450203755,45,0.4551497970598489,32
your,-0.053167567969097496,0.1634660558259603,9,0.2166336237950578,7
flyers,-0.05313929375351939,0.2174693650254091,1,0.2706086587789285,1
justin,-0.05313929375351939,0.2174693650254091,1,0.2706086587789285,1
sacrifice,-0.05313929375351939,0.2174693650254091,1,0.2706086587789285,1
pagan,-0.05313929375351939,0.2174693650254091,1,0.2706086587789285,1
push,-0.05313929375351939,0.2174693650254091,1,0.2706086587789285,1
holiday,-0.05313929375351939,0.2174693650254091,1,0.2706086587789285,1
fools,-0.05313929375351939,0.2174693650254091,1,0.2706086587789285,1
fans,-0.05313929375351939,0.2174693650254091,1,0.2706086587789285,1
destroyed,-0.05313929375351939,0.2174693650254091,1,0.2706086587789285,1
forest,-0.05313929375351939,0.2174693650254091,1,0.2706086587789285,1
guards,-0.05297937149742951,0.222381851321548,1,0.2753612228189775,1
excuse,-0.05297937149742951,0.222381851321548,1,0.2753612228189775,1
boyfriend,-0.05297937149742951,0.222381851321548,1,0.2753612228189775,1
homeschooling,-0.05297937149742951,0.222381851321548,1,0.2753612228189775,1
satan,-0.05297937149742951,0.222381851321548,1,0.2753612228189775,1
personally,-0.05297937149742951,0.222381851321548,1,0.2753612228189775,1
sold,-0.05297937149742951,0.222381851321548,1,0.2753612228189775,1
independent,-0.05279777991384893,0.2278770964950076,1,0.2806748764088565,1
rebel,-0.05279777991384893,0.2278770964950076,1,0.2806748764088565,1
handed,-0.05279777991384893,0.2278770964950076,1,0.2806748764088565,1
smile,-0.05279777991384893,0.2278770964950076,1,0.2806748764088565,1
finger,-0.05279777991384893,0.2278770964950076,1,0.2806748764088565,1
cnn,-0.05279777991384893,0.2278770964950076,1,0.2806748764088565,1
kicked,-0.05279777991384893,0.2278770964950076,1,0.2806748764088565,1
bitch,-0.05279777991384893,0.2278770964950076,1,0.2806748764088565,1
screaming,-0.05279777991384893,0.2278770964950076,1,0.2806748764088565,1
balls,-0.05279777991384893,0.2278770964950076,1,0.2806748764088565,1
jones,-0.05279777991384893,0.2278770964950076,1,0.2806748764088565,1
wigger,-0.05279777991384893,0.2278770964950076,1,0.2806748764088565,1
introduce,-0.05258785511935918,0.234125090348718,1,0.2867129454680772,1
professor,-0.05258785511935918,0.234125090348718,1,0.2867129454680772,1
pregnant,-0.05258785511935918,0.234125090348718,1,0.2867129454680772,1
positive,-0.05258785511935918,0.234125090348718,1,0.2867129454680772,1
desert,-0.05258785511935918,0.234125090348718,1,0.2867129454680772,1
piss,-0.05258785511935918,0.234125090348718,1,0.2867129454680772,1
picking,-0.05258785511935918,0.234125090348718,1,0.2867129454680772,1
daddy,-0.05258785511935918,0.234125090348718,1,0.2867129454680772,1
nbc,-0.05258785511935918,0.234125090348718,1,0.2867129454680772,1
nigs,-0.05258785511935918,0.234125090348718,1,0.2867129454680772,1
salute,-0.05258785511935918,0.234125090348718,1,0.2867129454680772,1
ur,-0.05258785511935918,0.234125090348718,1,0.2867129454680772,1
wore,-0.05258785511935918,0.234125090348718,1,0.2867129454680772,1
ye,-0.05258785511935918,0.234125090348718,1,0.2867129454680772,1
federal,-0.05258785511935918,0.234125090348718,1,0.2867129454680772,1
faith,-0.05258785511935918,0.234125090348718,1,0.2867129454680772,1
housing,-0.05233929187520772,0.241385611753937,1,0.2937249036291447,1
overwhelming,-0.05233929187520772,0.241385611753937,1,0.2937249036291447,1
fell,-0.05233929187520772,0.241385611753937,1,0.2937249036291447,1
ra,-0.05233929187520772,0.241385611753937,1,0.2937249036291447,1
rapist,-0.05233929187520772,0.241385611753937,1,0.2937249036291447,1
niglet,-0.05233929187520772,0.241385611753937,1,0.2937249036291447,1
toddler,-0.05233929187520772,0.241385611753937,1,0.2937249036291447,1
becouse,-0.05233929187520772,0.241385611753937,1,0.2937249036291447,1
shave,-0.05233929187520772,0.241385611753937,1,0.2937249036291447,1
multiply,-0.05233929187520772,0.241385611753937,1,0.2937249036291447,1
sincerely,-0.05233929187520772,0.241385611753937,1,0.2937249036291447,1
uncle,-0.05233929187520772,0.241385611753937,1,0.2937249036291447,1
wisdom,-0.05233929187520772,0.241385611753937,1,0.2937249036291447,1
dat,-0.05233929187520772,0.241385611753937,1,0.2937249036291447,1
aswell,-0.05233929187520772,0.241385611753937,1,0.2937249036291447,1
chocolate,-0.05233929187520772,0.241385611753937,1,0.2937249036291447,1
pretending,-0.05233929187520772,0.241385611753937,1,0.2937249036291447,1
coat,-0.05233929187520772,0.241385611753937,1,0.2937249036291447,1
extent,-0.0520348820295371,0.2500865766313553,1,0.3021214586608924,1
lessons,-0.0520348820295371,0.2500865766313553,1,0.3021214586608924,1
smashed,-0.0520348820295371,0.2500865766313553,1,0.3021214586608924,1
soldier,-0.0520348820295371,0.2500865766313553,1,0.3021214586608924,1
skinned,-0.0520348820295371,0.2500865766313553,1,0.3021214586608924,1
complaining,-0.0520348820295371,0.2500865766313553,1,0.3021214586608924,1
offering,-0.0520348820295371,0.2500865766313553,1,0.3021214586608924,1
examples,-0.0520348820295371,0.2500865766313553,1,0.3021214586608924,1
feds,-0.0520348820295371,0.2500865766313553,1,0.3021214586608924,1
attempted,-0.0520348820295371,0.2500865766313553,1,0.3021214586608924,1
pellets,-0.05164250730564163,0.2610138323762697,1,0.3126563396819113,1
grabs,-0.05164250730564163,0.2610138323762697,1,0.3126563396819113,1
jus,-0.05164250730564163,0.2610138323762697,1,0.3126563396819113,1
auto,-0.05164250730564163,0.2610138323762697,1,0.3126563396819113,1
coke,-0.05164250730564163,0.2610138323762697,1,0.3126563396819113,1
testament,-0.05164250730564163,0.2610138323762697,1,0.3126563396819113,1
backpack,-0.05164250730564163,0.2610138323762697,1,0.3126563396819113,1
og,-0.05164250730564163,0.2610138323762697,1,0.3126563396819113,1
former,-0.05164250730564163,0.2610138323762697,1,0.3126563396819113,1
conquer,-0.05164250730564163,0.2610138323762697,1,0.3126563396819113,1
fugitive,-0.05164250730564163,0.2610138323762697,1,0.3126563396819113,1
gf,-0.05164250730564163,0.2610138323762697,1,0.3126563396819113,1
trunk,-0.05164250730564163,0.2610138323762697,1,0.3126563396819113,1
den,-0.05164250730564163,0.2610138323762697,1,0.3126563396819113,1
trusted,-0.05164250730564163,0.2610138323762697,1,0.3126563396819113,1
wouldnt,-0.05164250730564163,0.2610138323762697,1,0.3126563396819113,1
addict,-0.05164250730564163,0.2610138323762697,1,0.3126563396819113,1
overly,-0.05164250730564163,0.2610138323762697,1,0.3126563396819113,1
wealth,-0.05164250730564163,0.2610138323762697,1,0.3126563396819113,1
twin,-0.05164250730564163,0.2610138323762697,1,0.3126563396819113,1
recommended,-0.05164250730564163,0.2610138323762697,1,0.3126563396819113,1
rag,-0.05164250730564163,0.2610138323762697,1,0.3126563396819113,1
suited,-0.05164250730564163,0.2610138323762697,1,0.3126563396819113,1
stormed,-0.05164250730564163,0.2610138323762697,1,0.3126563396819113,1
stamps,-0.05164250730564163,0.2610138323762697,1,0.3126563396819113,1
alan,-0.05164250730564163,0.2610138323762697,1,0.3126563396819113,1
alex,-0.05164250730564163,0.2610138323762697,1,0.3126563396819113,1
principal,-0.05164250730564163,0.2610138323762697,1,0.3126563396819113,1
taco,-0.05164250730564163,0.2610138323762697,1,0.3126563396819113,1
eddie,-0.05164250730564163,0.2610138323762697,1,0.3126563396819113,1
ate,-0.05164250730564163,0.2610138323762697,1,0.3126563396819113,1
wit,-0.05164250730564163,0.2610138323762697,1,0.3126563396819113,1
intentionally,-0.05164250730564163,0.2610138323762697,1,0.3126563396819113,1
abandon,-0.051090517251247414,0.2758851054843536,1,0.326975622735601,1
verdict,-0.051090517251247414,0.2758851054843536,1,0.326975622735601,1
loses,-0.051090517251247414,0.2758851054843536,1,0.326975622735601,1
abraham,-0.051090517251247414,0.2758851054843536,1,0.326975622735601,1
folklore,-0.051090517251247414,0.2758851054843536,1,0.326975622735601,1
concerts,-0.051090517251247414,0.2758851054843536,1,0.326975622735601,1
whut,-0.051090517251247414,0.2758851054843536,1,0.326975622735601,1
applied,-0.051090517251247414,0.2758851054843536,1,0.326975622735601,1
attachment,-0.051090517251247414,0.2758851054843536,1,0.326975622735601,1
heem,-0.051090517251247414,0.2758851054843536,1,0.326975622735601,1
larceny,-0.051090517251247414,0.2758851054843536,1,0.326975622735601,1
tempting,-0.051090517251247414,0.2758851054843536,1,0.326975622735601,1
guidance,-0.051090517251247414,0.2758851054843536,1,0.326975622735601,1
cbs,-0.051090517251247414,0.2758851054843536,1,0.326975622735601,1
profession,-0.051090517251247414,0.2758851054843536,1,0.326975622735601,1
straw,-0.051090517251247414,0.2758851054843536,1,0.326975622735601,1
igger,-0.051090517251247414,0.2758851054843536,1,0.326975622735601,1
substitute,-0.051090517251247414,0.2758851054843536,1,0.326975622735601,1
talkin,-0.051090517251247414,0.2758851054843536,1,0.326975622735601,1
universe,-0.051090517251247414,0.2758851054843536,1,0.326975622735601,1
utilities,-0.051090517251247414,0.2758851054843536,1,0.326975622735601,1
appreciation,-0.051090517251247414,0.2758851054843536,1,0.326975622735601,1
printing,-0.051090517251247414,0.2758851054843536,1,0.326975622735601,1
gather,-0.051090517251247414,0.2758851054843536,1,0.326975622735601,1
falsely,-0.051090517251247414,0.2758851054843536,1,0.326975622735601,1
patch,-0.051090517251247414,0.2758851054843536,1,0.326975622735601,1
chick,-0.051090517251247414,0.2758851054843536,1,0.326975622735601,1
wrist,-0.051090517251247414,0.2758851054843536,1,0.326975622735601,1
down,-0.050747085876577,0.2387045937204702,9,0.2894516795970472,7
forgein,-0.05015273361793271,0.2999676259941186,1,0.3501203596120513,1
bumps,-0.05015273361793271,0.2999676259941186,1,0.3501203596120513,1
relies,-0.05015273361793271,0.2999676259941186,1,0.3501203596120513,1
statuatory,-0.05015273361793271,0.2999676259941186,1,0.3501203596120513,1
monique,-0.05015273361793271,0.2999676259941186,1,0.3501203596120513,1
wrench,-0.05015273361793271,0.2999676259941186,1,0.3501203596120513,1
finially,-0.05015273361793271,0.2999676259941186,1,0.3501203596120513,1
rish,-0.05015273361793271,0.2999676259941186,1,0.3501203596120513,1
monkies,-0.05015273361793271,0.2999676259941186,1,0.3501203596120513,1
