word,gay-npmi
group,0.3507832518628138
gypsy,0.4150039721576905
hall,0.4432872774575441
has,0.2834110779089208
have,0.2655600483084889
he,0.2808250738851172
head,0.3200719251434852
heavy,0.3906388455418885
held,0.3862954197874064
hell,0.3602472746417441
here,0.1942590017110966
high,0.3567200648421205
his,0.3083489917165534
hitchens,0.4374955473279124
home,0.260008194091471
homosexual,0.3862954197874064
homosexuality,0.4850264174527164
how,0.2868299306696957
huge,0.342587805514648
hungarian,0.3667184996611395
hungary,0.4073755921177137
i,0.1726839646987878
identity,0.3694352282631972
if,0.2779347513604833
immigration,0.338066692043886
important,0.3988216212399497
in,0.3753081883179328
inside,0.359425265523159
is,0.4381859402767081
island,0.3667184996611395
issue,0.3754217905526198
it,0.3114057652599964
its,0.3091159590657023
jews,0.2660070984268671
job,0.3180837706829696
keep,0.349768091614246
kids,0.3093736463117378
kill,0.3313387637323238
kitartas,0.4583216697345582
know,0.2866457459731065
last,0.3641396245458601
laugh,0.338066692043886
law,0.3242893202525402
leather,0.4583216697345582
lesbian,0.4667895282688523
letter,0.3862954197874064
lgbt,0.4583216697345582
liberals,0.3300944335676952
lier,0.4583216697345582
lies,0.3617297305324054
like,0.1581211733732094
limerick,0.3954892471925377
local,0.3200719251434852
long,0.2739778398397057
longer,0.3531265776680795
look,0.2500918886982128
m,0.280151186098834
man,0.2671990310042123
mankind,0.4374955473279124
many,0.2375734890162631
marriage,0.5435004565773559
married,0.382357289307344
marry,0.382357289307344
marxism,0.4374955473279124
massachusetts,0.4150039721576905
may,0.3567200648421205
mayor,0.4150039721576905
mccourt,0.4583216697345582
me,0.1846341847286308
media,0.3091221134457633
men,0.2972776711293206
messages,0.4009934769690955
middle,0.3441922898187163
moment,0.3475694225157413
montreal,0.4245535929759084
morals,0.4245535929759084
mostly,0.338066692043886
mr,0.3475694225157413
mrs,0.4583216697345582
much,0.2542023775907844
my,0.3236639425006842
n,0.3410878945627996
naacp,0.4374955473279124
nationalists,0.3352664448180075
near,0.321094855033611
negro,0.2801038173399138
new,0.2263717204801999
ngo,0.4583216697345582
nice,0.3000110950503858
no,0.2672907979249346
non,0.2603668053595391
not,0.2713904950213734
nothing,0.2744275854130094
now,0.2353284949928119
of,0.4214432869429458
off,0.2589443973588688
offspring,0.4073755921177137
old,0.306593848210513
on,0.3198189922109506
one,0.2563483149879553
ones,0.3180837706829696
open,0.377244963889482
openly,0.436757189926077
opinion,0.3667184996611395
or,0.2779347513604833
organizes,0.4583216697345582
our,0.1980957739850262
out,0.2442552474162119
outraged,0.4245535929759084
over,0.2439548678123412
own,0.2538767295436401
p,0.3190684929780839
paperwork,0.4583216697345582
parade,0.4724505083272688
parades,0.4583216697345582
parody,0.4374955473279124
partied,0.4583216697345582
party,0.3161675396474623
patriot,0.4150039721576905
pedo,0.4583216697345582
people,0.3522953897597632
perfected,0.4583216697345582
peter,0.382357289307344
petting,0.4583216697345582
pictures,0.3200719251434852
place,0.2781514807557532
platform,0.4009934769690955
please,0.2842121067918283
poets,0.4583216697345582
poster,0.3641558927637921
practically,0.4150039721576905
pride,0.4527303153136059
prom,0.4667895282688523
propagand,0.4583216697345582
protect,0.3667184996611395
proud,0.3789443112828268
purposes,0.4150039721576905
putin,0.4009934769690955
quebec,0.4150039721576905
question,0.3531265776680795
race,0.3478252474003401
racist,0.2921771536484656
rag,0.4245535929759084
raise,0.372327527646395
re,0.3179234831348536
realize,0.3617297305324054
realizing,0.4245535929759084
regardless,0.3862954197874064
right,0.2603668053595391
rights,0.372327527646395
romania,0.3954892471925377
running,0.3366469365003771
rupaul,0.4583216697345582
s,0.3521118307945456
same,0.2494820040966032
san,0.3493509573384713
say,0.3013652923481402
scenes,0.4150039721576905
school,0.2270209148481517
schools,0.2880583185647423
sculptors,0.4583216697345582
seated,0.4583216697345582
section,0.3339229422135849
seeking,0.4009934769690955
seen,0.2757972276948492
sends,0.4374955473279124
sexual,0.3641558927637921
should,0.2290057342516891
sick,0.3366469365003771
smashing,0.4374955473279124
so,0.2869969161341534
society,0.338066692043886
soldiers,0.3667184996611395
some,0.3464081111903415
something,0.3347887912404371
sorry,0.3152346794336491
sort,0.3441922898187163
speech,0.3667184996611395
sponsor,0.4374955473279124
sponsored,0.4245535929759084
stage,0.3954892471925377
start,0.2757972276948492
strange,0.3617297305324054
sunny,0.4374955473279124
supper,0.4374955473279124
support,0.3702186933072549
supporting,0.382357289307344
suspected,0.3954892471925377
swissgirl,0.4583216697345582
t,0.3380134679518958
target,0.3862954197874064
teacher,0.3125297991722355
teaches,0.3906388455418885
tesak,0.4583216697345582
that,0.3585699924174608
the,0.3669247776870533
theater,0.4245535929759084
their,0.2363630406174499
thelgbt,0.4583216697345582
then,0.295047611471362
there,0.2334112465517538
these,0.2963068345018833
they,0.3415974027488728
thing,0.2656148204121383
think,0.2248800432261317
this,0.3672135959579981
those,0.2341126512529582
though,0.2993151866511928
throat,0.4009934769690955
time,0.2246695232264159
to,0.3492553272265888
together,0.2934101736311624
too,0.2378275985166722
transgender,0.4949733841805795
true,0.310799181717965
trump,0.4150039721576905
turn,0.3180837706829696
unique,0.4150039721576905
use,0.2767278987178216
vacation,0.4150039721576905
values,0.3667184996611395
very,0.2385957277700314
video,0.3586702531879376
vile,0.382357289307344
vodka,0.4073755921177137
voters,0.4150039721576905
want,0.2315117039980811
wants,0.3242893202525402
war,0.3134163766099798
was,0.2944540472351808
watch,0.2535527207399053
waving,0.4374955473279124
we,0.2308256648221037
welcome,0.2897877239584356
well,0.3457723574452653
were,0.2253029943037516
what,0.1967951157977903
when,0.3108573159478735
white,0.2766179029996072
who,0.34107328384903
whole,0.3099541791864231
will,0.2860229890669719
with,0.3638724653524244
wo,0.3326143500559421
work,0.2821223288815718
would,0.1872459344625401
wrong,0.3171170182430329
wrote,0.3754217905526198
wtf,0.3754217905526198
yearly,0.4583216697345582
years,0.2420298108372469
york,0.3300944335676952
you,0.2794372060610774
young,0.3747963099624649
your,0.3503562605906409
youth,0.3853813001736217
youtube,0.3629510613818781
yr,0.4073755921177137
yrs,0.4009934769690955
