word,npmi-bias,her-npmi,her-count,she-npmi,she-count
your,-0.025070673852591485,0.1329303084341942,5,0.1580009822867857,5
does,-0.02454600550887362,0.2492833691129093,6,0.2738293746217829,6
very,-0.024347532803386723,0.2007969915718875,5,0.2251445243752742,5
make,-0.024185870101657403,0.2136942975224378,5,0.2378801676240952,5
try,-0.0237841710421213,0.2433984557991645,5,0.2671826268412858,5
heard,-0.02371565505401127,0.2481821403575021,5,0.2718977954115134,5
years,-0.02354219675254432,0.1848178377588102,4,0.2083600345113545,4
down,-0.023483202237509687,0.1901221893277151,4,0.2136053915652248,4
put,-0.023231474925845486,0.2116013160519829,4,0.2348327909778284,4
away,-0.02292726921973054,0.2354960851767149,4,0.2584233543964454,4
sister,-0.022834434393315284,0.3042054919084714,5,0.3270399263017867,5
race,-0.022669328300030905,0.1545100694407363,3,0.1771793977407672,3
blacks,-0.0225771986959018,0.164360528705606,3,0.1869377274015078,3
remember,-0.02256557151233668,0.2616222291795681,4,0.2841878006919048,4
going,-0.022553527183234112,0.1668225483905066,3,0.1893760755737407,3
find,-0.022531871837495304,0.1690517468095208,3,0.1915836186470161,3
children,-0.022320761579548987,0.1897457885997843,3,0.2120665501793333,3
about,-0.02203855564188978,0.2505300117547034,15,0.2725685673965932,14
done,-0.02187974035117607,0.2282378022301576,3,0.2501175425813337,3
fact,-0.021826594111099218,0.2325361704173854,3,0.2543627645284846,3
racial,-0.021780394379840723,0.236222322697186,3,0.2580027170770267,3
ask,-0.02156677268221263,0.2527053575456485,3,0.2742721302278611,3
bring,-0.02145497225665688,0.2609967014045114,3,0.2824516736611683,3
dog,-0.02143421034986248,0.2625131343188226,3,0.2839473446686851,3
country,-0.0213024160566406,0.1402530492752893,2,0.1615554653319299,2
lady,-0.021265603270538003,0.2745753418961257,3,0.2958409451666637,3
ireland,-0.021200122643231012,0.1527343228778414,2,0.1739344455210724,2
you,-0.021199899070695277,0.1495712009864474,13,0.1707711000571427,12
talk,-0.02108391666550799,0.1660766117465946,2,0.1871605284121026,2
are,-0.021075982896384987,0.1631231594610624,13,0.1841991423574474,12
work,-0.0210405936454911,0.1708531757713546,2,0.1918937694168457,2
actually,-0.02099826071623581,0.1754268562294947,2,0.1964251169457305,2
feel,-0.020992682584936695,0.1760229054582858,2,0.1970155880432225,2
5,-0.0209696695006881,0.1784661934227515,2,0.1994358629234396,2
big,-0.020957719262787805,0.1797251128313295,2,0.2006828320941173,2
together,-0.02092643049581011,0.1829903687469961,2,0.2039167992428062,2
probably,-0.020899805482070793,0.1857347346295071,2,0.2066345401115779,2
a,-0.020837979648258176,0.3333178609459928,81,0.354155840594251,70
called,-0.02083380849796529,0.1924086969702104,2,0.2132425054681757,2
yet,-0.02082588152467199,0.1931984793553444,2,0.2140243608800164,2
small,-0.02082588152467199,0.1931984793553444,2,0.2140243608800164,2
doing,-0.020809626408124282,0.1948103575568244,2,0.2156199839649487,2
the,-0.020794050846344003,0.3060938797833475,91,0.3268879306296915,78
getting,-0.020792807308089578,0.19646749894264,2,0.2172603062507296,2
makes,-0.020792807308089578,0.19646749894264,2,0.2172603062507296,2
point,-0.020775386252870592,0.198172737698001,2,0.2189481239508716,2
history,-0.0207664370644077,0.1990443552358275,2,0.2198107923002352,2
german,-0.020748033118737602,0.200827680523848,2,0.2215757136425856,2
wait,-0.0207385661485793,0.2017402908430315,2,0.2224788569916108,2
weeks,-0.020728913811697308,0.2026675077043881,2,0.2233964215160854,2
blue,-0.020698772733843795,0.2055420751205895,2,0.2262408478544333,2
leave,-0.020655516037643512,0.2096139776966211,2,0.2302694937342646,2
head,-0.020632401267429906,0.211764864718117,2,0.2323972659855469,2
male,-0.020582731029667595,0.2163302333629423,2,0.2369129643926099,2
15,-0.020482132406285797,0.2253532422754859,2,0.2458353746817717,2
looked,-0.020466010840767684,0.2267728886945938,2,0.2472388995353615,2
months,-0.020449371771466607,0.2282307875500129,2,0.2486801593214795,2
sweet,-0.020412046305239795,0.3299954157945905,3,0.3504074620998303,3
sounds,-0.02039600374634068,0.23285797524353,2,0.2532539789898707,2
female,-0.020376930888932,0.2344940607882427,2,0.2548709916771747,2
hit,-0.020357138849958184,0.2361823055641308,2,0.256539444414089,2
african,-0.020357138849958184,0.2361823055641308,2,0.256539444414089,2
heritage,-0.020292871818059388,0.2415992351026171,2,0.2618921069206765,2
ive,-0.020269591020079386,0.2435377345517533,2,0.2638073255718327,2
tree,-0.020269591020079386,0.2435377345517533,2,0.2638073255718327,2
lie,-0.020245244362705306,0.245551865070826,2,0.2657971094335313,2
carry,-0.020164744036395066,0.2521191825483822,2,0.2722839265847773,2
teaching,-0.02010348495601233,0.2570259210843875,2,0.2771294060403998,2
younger,-0.02007003686711173,0.2596733727529283,2,0.27974340962004,2
fake,-0.019996239657057602,0.2654386050945823,2,0.2854348447516399,2
victim,-0.019996239657057602,0.2654386050945823,2,0.2854348447516399,2
attacked,-0.019996239657057602,0.2654386050945823,2,0.2854348447516399,2
nose,-0.01991087127709812,0.2719834112145659,2,0.291894282491664,2
showed,-0.019809724766214676,0.279575300322966,2,0.2993850250891807,2
kiss,-0.019809724766214676,0.279575300322966,2,0.2993850250891807,2
camera,-0.019809724766214676,0.279575300322966,2,0.2993850250891807,2
hated,-0.019751215129627187,0.2838907665388246,2,0.3036419816684518,2
smile,-0.019611575245428725,0.2939785684705489,2,0.3135901437159776,2
these,-0.019607631536261404,0.0611169996924003,1,0.0807246312286617,1
re,-0.0194937817680913,0.0853343338379676,1,0.1048281156060589,1
most,-0.0194742261216079,0.0890919530892188,1,0.1085661792108267,1
always,-0.019446855966169296,0.0941949760327988,1,0.1136418319989681,1
thread,-0.019429777330528697,0.09729403912972,1,0.1167238164602487,1
which,-0.019411498526027,0.1005436278437333,1,0.1199551263697603,1
post,-0.019409122116538502,0.1009612133076248,1,0.1203703354241633,1
im,-0.019401863302445504,0.1022299875023327,1,0.1216318508047782,1
https,-0.0193566183955627,0.1099220210384043,1,0.129278639433967,1
such,-0.019277264159417107,0.1226225068581927,1,0.1418997710176098,1
part,-0.019249482991147288,0.1268625469007189,1,0.1461120298918662,1
brown,-0.0192367632035067,0.1287717362547365,1,0.1480084994582432,1
today,-0.019223502301041584,0.1307415753894848,1,0.1499650776905264,1
racist,-0.019223502301041584,0.1307415753894848,1,0.1499650776905264,1
money,-0.019218954581896014,0.1314123968800611,1,0.1506313514619571,1
crime,-0.019200081202135316,0.1341713283353302,1,0.1533714095374655,1
meet,-0.0191951829494644,0.1348809093452262,1,0.1540760922946906,1
pm,-0.019190208756496713,0.1355988296187797,1,0.1547890383752764,1
enough,-0.019190208756496713,0.1355988296187797,1,0.1547890383752764,1
best,-0.019190208756496713,0.1355988296187797,1,0.1547890383752764,1
guess,-0.0191800239306342,0.1370605513380158,1,0.15624057526865,1
europe,-0.019174808759511497,0.1378048062092565,1,0.156979614968768,1
jewish,-0.019158642883071203,0.1400940664637845,1,0.1592527093468557,1
u,-0.019158642883071203,0.1400940664637845,1,0.1592527093468557,1
link,-0.019158642883071203,0.1400940664637845,1,0.1592527093468557,1
fight,-0.01915307201684449,0.1408768564518783,1,0.1600299284687228,1
problem,-0.01915307201684449,0.1408768564518783,1,0.1600299284687228,1
college,-0.019147405336692014,0.1416699620150681,1,0.1608173673517601,1
waited,-0.019141883400437598,0.3259898032616966,2,0.3451316866621342,2
themselves,-0.019141639830778295,0.1424736799017334,1,0.1616153197325117,1
88,-0.019141639830778295,0.1424736799017334,1,0.1616153197325117,1
hard,-0.019141639830778295,0.1424736799017334,1,0.1616153197325117,1
countries,-0.019077772363594786,0.1511704854038926,1,0.1702482577674874,1
move,-0.019077772363594786,0.1511704854038926,1,0.1702482577674874,1
london,-0.019077772363594786,0.1511704854038926,1,0.1702482577674874,1
under,-0.01907067291880779,0.1521149981770965,1,0.1711856710959043,1
call,-0.01907067291880779,0.1521149981770965,1,0.1711856710959043,1
america,-0.019063424243256688,0.1530750075925761,1,0.1721384318358328,1
boy,-0.019063424243256688,0.1530750075925761,1,0.1721384318358328,1
future,-0.019063424243256688,0.1530750075925761,1,0.1721384318358328,1
blood,-0.019056020508941396,0.1540510701420501,1,0.1731070906509915,1
almost,-0.019048455544785486,0.1550437735221895,1,0.174092229066975,1
videos,-0.019032815360548183,0.1570816242423745,1,0.1761144396029227,1
students,-0.019032815360548183,0.1570816242423745,1,0.1761144396029227,1
pride,-0.019024725822821886,0.1581281258449573,1,0.1771528516677792,1
cant,-0.019024725822821886,0.1581281258449573,1,0.1771528516677792,1
happy,-0.019016446350047095,0.159193982916155,1,0.1782104292662021,1
job,-0.019016446350047095,0.159193982916155,1,0.1782104292662021,1
brothers,-0.019007968585053686,0.1602799804313825,1,0.1792879490164362,1
pictures,-0.018999283614433288,0.1613869531948864,1,0.1803862368093197,1
either,-0.018999283614433288,0.1613869531948864,1,0.1803862368093197,1
9,-0.018999283614433288,0.1613869531948864,1,0.1803862368093197,1
started,-0.018990381918296995,0.1625157901949896,1,0.1815061721132866,1
side,-0.0189812533142433,0.1636674394489462,1,0.1826486927631895,1
sweden,-0.0189812533142433,0.1636674394489462,1,0.1826486927631895,1
page,-0.018971886894714823,0.1648429134052697,1,0.1838148002999845,1
information,-0.018952392923280492,0.1672697443381548,1,0.1862221372614353,1
11,-0.018942239253826404,0.1685235064731637,1,0.1874657457269901,1
happened,-0.018921045413422377,0.1711184258607827,1,0.1900394712742051,1
wn,-0.018921045413422377,0.1711184258607827,1,0.1900394712742051,1
scum,-0.018921045413422377,0.1711184258607827,1,0.1900394712742051,1
dirty,-0.018909972372155692,0.1724625802584892,1,0.1913725526306449,1
three,-0.018909972372155692,0.1724625802584892,1,0.1913725526306449,1
kill,-0.018898557676920003,0.17384006521682,1,0.19273862289374,1
lets,-0.018898557676920003,0.17384006521682,1,0.19273862289374,1
wo,-0.01888678115975942,0.1752527038261407,1,0.1941394849859001,1
email,-0.018874620833820493,0.1767024764079143,1,0.1955770972417348,1
holocaust,-0.01886205266872859,0.1781915393351357,1,0.1970535920038643,1
running,-0.018849050330244588,0.1797222467749297,1,0.1985712971051743,1
sick,-0.018849050330244588,0.1797222467749297,1,0.1985712971051743,1
control,-0.018835584877170602,0.1812971759177526,1,0.2001327607949232,1
indeed,-0.018835584877170602,0.1812971759177526,1,0.2001327607949232,1
sisters,-0.018821624406799714,0.1829191563895051,1,0.2017407807963048,1
except,-0.018807133638069684,0.1845913047112482,1,0.2033984383493179,1
large,-0.018792073418813893,0.1863170648879221,1,0.205109138306736,1
clean,-0.018792073418813893,0.1863170648879221,1,0.205109138306736,1
bus,-0.018776400139912997,0.1881002564887215,1,0.2068766566286345,1
movement,-0.018776400139912997,0.1881002564887215,1,0.2068766566286345,1
giving,-0.018776400139912997,0.1881002564887215,1,0.2068766566286345,1
whatever,-0.018776400139912997,0.1881002564887215,1,0.2068766566286345,1
middle,-0.018776400139912997,0.1881002564887215,1,0.2068766566286345,1
scene,-0.018776400139912997,0.1881002564887215,1,0.2068766566286345,1
movie,-0.018760065034425594,0.1899451319500906,1,0.2087051969845162,1
drug,-0.018760065034425594,0.1899451319500906,1,0.2087051969845162,1
bar,-0.018760065034425594,0.1899451319500906,1,0.2087051969845162,1
wow,-0.018760065034425594,0.1899451319500906,1,0.2087051969845162,1
18,-0.018743013333506392,0.1918564453192716,1,0.210599458652778,1
slavic,-0.018743013333506392,0.1918564453192716,1,0.210599458652778,1
favorite,-0.018706504689409403,0.1959004263957067,1,0.2146069310851161,1
gods,-0.018706504689409403,0.1959004263957067,1,0.2146069310851161,1
21,-0.018706504689409403,0.1959004263957067,1,0.2146069310851161,1
often,-0.018706504689409403,0.1959004263957067,1,0.2146069310851161,1
william,-0.018706504689409403,0.1959004263957067,1,0.2146069310851161,1
hang,-0.018706504689409403,0.1959004263957067,1,0.2146069310851161,1
question,-0.018686897781597295,0.1980459529545264,1,0.2167328507361237,1
born,-0.018686897781597295,0.1980459529545264,1,0.2167328507361237,1
hispanic,-0.018686897781597295,0.1980459529545264,1,0.2167328507361237,1
longer,-0.018686897781597295,0.1980459529545264,1,0.2167328507361237,1
shoot,-0.018686897781597295,0.1980459529545264,1,0.2167328507361237,1
likely,-0.018686897781597295,0.1980459529545264,1,0.2167328507361237,1
asked,-0.0186662708862797,0.2002839129694801,1,0.2189501838557598,1
safe,-0.0186445182179307,0.2026232603438401,1,0.2212677785617708,1
classes,-0.0186445182179307,0.2026232603438401,1,0.2212677785617708,1
claims,-0.0186445182179307,0.2026232603438401,1,0.2212677785617708,1
although,-0.0186445182179307,0.2026232603438401,1,0.2212677785617708,1
reality,-0.0186445182179307,0.2026232603438401,1,0.2212677785617708,1
inside,-0.018621516773240504,0.2050743480522944,1,0.2236958648255349,1
shall,-0.018621516773240504,0.2050743480522944,1,0.2236958648255349,1
y,-0.018621516773240504,0.2050743480522944,1,0.2236958648255349,1
garbage,-0.018621516773240504,0.2050743480522944,1,0.2236958648255349,1
chance,-0.018621516773240504,0.2050743480522944,1,0.2236958648255349,1
trash,-0.018621516773240504,0.2050743480522944,1,0.2236958648255349,1
females,-0.018621516773240504,0.2050743480522944,1,0.2236958648255349,1
wonderful,-0.018621516773240504,0.2050743480522944,1,0.2236958648255349,1
breed,-0.018621516773240504,0.2050743480522944,1,0.2236958648255349,1
seriously,-0.0185971223895523,0.2076492392768177,1,0.22624636166637,1
didnt,-0.0185971223895523,0.2076492392768177,1,0.22624636166637,1
nazi,-0.0185971223895523,0.2076492392768177,1,0.22624636166637,1
piece,-0.0185971223895523,0.2076492392768177,1,0.22624636166637,1
answer,-0.0185971223895523,0.2076492392768177,1,0.22624636166637,1
typical,-0.0185971223895523,0.2076492392768177,1,0.22624636166637,1
dad,-0.018571164607850688,0.2103621108088606,1,0.2289332754167113,1
missing,-0.018571164607850688,0.2103621108088606,1,0.2289332754167113,1
nor,-0.018571164607850688,0.2103621108088606,1,0.2289332754167113,1
taught,-0.018571164607850688,0.2103621108088606,1,0.2289332754167113,1
watched,-0.018571164607850688,0.2103621108088606,1,0.2289332754167113,1
values,-0.01854343987718829,0.2132297838077323,1,0.2317732236849206,1
write,-0.01854343987718829,0.2132297838077323,1,0.2317732236849206,1
names,-0.01854343987718829,0.2132297838077323,1,0.2317732236849206,1
prefer,-0.01854343987718829,0.2132297838077323,1,0.2317732236849206,1
ran,-0.01854343987718829,0.2132297838077323,1,0.2317732236849206,1
opinion,-0.01854343987718829,0.2132297838077323,1,0.2317732236849206,1
turned,-0.01854343987718829,0.2132297838077323,1,0.2317732236849206,1
opened,-0.01851370241363029,0.2162724336970454,1,0.2347861361106757,1
ing,-0.01851370241363029,0.2162724336970454,1,0.2347861361106757,1
filthy,-0.01851370241363029,0.2162724336970454,1,0.2347861361106757,1
g,-0.01851370241363029,0.2162724336970454,1,0.2347861361106757,1
tall,-0.01851370241363029,0.2162724336970454,1,0.2347861361106757,1
wanna,-0.01851370241363029,0.2162724336970454,1,0.2347861361106757,1
2014,-0.01851370241363029,0.2162724336970454,1,0.2347861361106757,1
questions,-0.018481651670181093,0.2195145574429774,1,0.2379962091131585,1
literally,-0.018481651670181093,0.2195145574429774,1,0.2379962091131585,1
knife,-0.018481651670181093,0.2195145574429774,1,0.2379962091131585,1
jump,-0.018481651670181093,0.2195145574429774,1,0.2379962091131585,1
da,-0.018481651670181093,0.2195145574429774,1,0.2379962091131585,1
general,-0.018481651670181093,0.2195145574429774,1,0.2379962091131585,1
pray,-0.018481651670181093,0.2195145574429774,1,0.2379962091131585,1
bigger,-0.018481651670181093,0.2195145574429774,1,0.2379962091131585,1
ends,-0.018446914788877,0.2229863196519829,1,0.2414332344408599,1
heil,-0.018446914788877,0.2229863196519829,1,0.2414332344408599,1
hardly,-0.018446914788877,0.2229863196519829,1,0.2414332344408599,1
smart,-0.018446914788877,0.2229863196519829,1,0.2414332344408599,1
hearing,-0.018446914788877,0.2229863196519829,1,0.2414332344408599,1
theres,-0.018446914788877,0.2229863196519829,1,0.2414332344408599,1
monkey,-0.018446914788877,0.2229863196519829,1,0.2414332344408599,1
table,-0.018409021412890608,0.2267254718167879,1,0.2451344932296785,1
india,-0.018409021412890608,0.2267254718167879,1,0.2451344932296785,1
birth,-0.018409021412890608,0.2267254718167879,1,0.2451344932296785,1
tip,-0.018409021412890608,0.2267254718167879,1,0.2451344932296785,1
tape,-0.018409021412890608,0.2267254718167879,1,0.2451344932296785,1
map,-0.018409021412890608,0.2267254718167879,1,0.2451344932296785,1
aim,-0.018409021412890608,0.2267254718167879,1,0.2451344932296785,1
dress,-0.018409021412890608,0.2267254718167879,1,0.2451344932296785,1
inches,-0.018409021412890608,0.2267254718167879,1,0.2451344932296785,1
hall,-0.018367366484138004,0.2307801668448255,1,0.2491475333289635,1
keeps,-0.018367366484138004,0.2307801668448255,1,0.2491475333289635,1
rapes,-0.018367366484138004,0.2307801668448255,1,0.2491475333289635,1
doesnt,-0.018367366484138004,0.2307801668448255,1,0.2491475333289635,1
bulgarian,-0.018367366484138004,0.2307801668448255,1,0.2491475333289635,1
changed,-0.018367366484138004,0.2307801668448255,1,0.2491475333289635,1
drop,-0.018367366484138004,0.2307801668448255,1,0.2491475333289635,1
whitey,-0.018367366484138004,0.2307801668448255,1,0.2491475333289635,1
coon,-0.018367366484138004,0.2307801668448255,1,0.2491475333289635,1
won,-0.018321153418479813,0.2352132252962996,1,0.2535343787147794,1
generation,-0.018321153418479813,0.2352132252962996,1,0.2535343787147794,1
slowly,-0.018321153418479813,0.2352132252962996,1,0.2535343787147794,1
neighbors,-0.018321153418479813,0.2352132252962996,1,0.2535343787147794,1
hates,-0.018321153418479813,0.2352132252962996,1,0.2535343787147794,1
yours,-0.018321153418479813,0.2352132252962996,1,0.2535343787147794,1
figured,-0.018321153418479813,0.2352132252962996,1,0.2535343787147794,1
connection,-0.018321153418479813,0.2352132252962996,1,0.2535343787147794,1
jumped,-0.018321153418479813,0.2352132252962996,1,0.2535343787147794,1
stood,-0.018321153418479813,0.2352132252962996,1,0.2535343787147794,1
apart,-0.018321153418479813,0.2352132252962996,1,0.2535343787147794,1
forest,-0.018321153418479813,0.2352132252962996,1,0.2535343787147794,1
norwegian,-0.018321153418479813,0.2352132252962996,1,0.2535343787147794,1
lay,-0.018269303759560623,0.2401088624228536,1,0.2583781661824142,1
lately,-0.018269303759560623,0.2401088624228536,1,0.2583781661824142,1
fat,-0.018269303759560623,0.2401088624228536,1,0.2583781661824142,1
wind,-0.018269303759560623,0.2401088624228536,1,0.2583781661824142,1
