word,npmi-bias,she-npmi,she-count,them-npmi,them-count
themselves,-0.07794217362330161,0.1616153197325117,1,0.2395574933558133,8
with,-0.0760190422535661,0.2465318613340095,16,0.3225509035875756,86
around,-0.07531134326228267,0.1834352691770269,3,0.2587466124393096,20
be,-0.07263245047176481,0.2265251348882848,12,0.2991575853600496,65
people,-0.07111820758173201,0.2189485190712642,9,0.2900667266529962,50
why,-0.0697439102834535,0.1990331934339985,3,0.268777103717452,19
post,-0.06848190652816351,0.1203703354241633,1,0.1888522419523268,7
ca,-0.06768112307675131,0.1454925553864866,1,0.2131736784632379,7
love,-0.0676604762593844,0.1461120298918662,1,0.2137725061512506,7
today,-0.06753108409728392,0.1499650776905264,1,0.2174961617878103,7
hell,-0.06743908492387898,0.1526747865090057,1,0.2201138714328847,7
best,-0.06736672793092649,0.1547890383752764,1,0.2221557663062029,7
though,-0.06726531658655868,0.1577278167139448,1,0.2249931333005035,7
kid,-0.06701307773314141,0.1649186162153119,1,0.2319316939484533,7
might,-0.06701307773314141,0.1649186162153119,1,0.2319316939484533,7
teachers,-0.06698268441552979,0.1657740315628913,1,0.2327567159784211,7
reason,-0.06675397239007039,0.1721384318358328,1,0.2388924042259032,7
kill,-0.06598252029827018,0.19273862289374,1,0.2587211431920102,7
as,-0.0653708287689394,0.2385731543898223,13,0.3039439831587617,66
who,-0.06493961165449333,0.196021354701488,6,0.2609609663559813,33
what,-0.06493651541926959,0.1822647789530746,5,0.2472012943723442,28
your,-0.062043756623193114,0.1580009822867857,5,0.2200447389099788,27
more,-0.061357628916923174,0.2034679853923755,6,0.2648256143092987,32
feel,-0.06020573031747373,0.1970155880432225,2,0.2572213183606962,12
were,-0.060038159583449824,0.2115124976577218,5,0.2715506572411716,27
even,-0.05985029953594728,0.1842943495871872,3,0.2441446491231345,17
children,-0.05881668194819073,0.2120665501793333,3,0.270883232127524,17
looking,-0.0562327636978861,0.1121523283833592,1,0.1683850920812453,6
such,-0.05544523731271919,0.1418997710176098,1,0.197345008330329,6
europe,-0.05501585617277191,0.156979614968768,1,0.2119954711415399,6
hard,-0.0548797912129749,0.1616153197325117,1,0.2164951109454866,6
front,-0.054703621860775015,0.1675230143480086,1,0.2222266362087836,6
both,-0.054676680259850896,0.1684174121904828,1,0.2230940924503337,6
young,-0.05464924842737259,0.169325669882573,1,0.2239749183099456,6
can,-0.054625859558508794,0.2189993391584934,8,0.2736251987170022,39
blood,-0.05453425169597559,0.1731070906509915,1,0.2276413423469671,6
own,-0.05437039665148799,0.2206223845789442,4,0.2749927812304322,21
over,-0.054095328085578404,0.1513929311194262,2,0.2054882592050046,11
find,-0.05394970685095432,0.1915836186470161,3,0.2455333254979704,16
home,-0.05358730004110501,0.1683990737631522,2,0.2219863738042572,11
large,-0.05351026273625409,0.205109138306736,1,0.2586194010429901,6
let,-0.05344739249510028,0.2062163535605836,3,0.2596637460556839,16
put,-0.04919209032734001,0.2348327909778284,4,0.2840248813051684,20
for,-0.049049442338039206,0.262195118205239,24,0.3112445605432782,101
race,-0.048440200786876275,0.1771793977407672,3,0.2256195985276435,15
show,-0.045332226135342296,0.1683990737631522,2,0.2137312998984945,10
take,-0.045311665551248215,0.1691620057441401,2,0.2144736712953883,10
come,-0.045136429277307016,0.1756056010912143,2,0.2207420303685213,10
read,-0.0448712181924599,0.1851657320129541,2,0.230036950205414,10
use,-0.04484341073211709,0.1861552847309868,2,0.2309986954631039,10
live,-0.0418637774107975,0.1085661792108267,1,0.1504299566216242,5
ve,-0.041790275685288314,0.1887582827959507,3,0.230548558481239,14
thread,-0.041696516213264215,0.1167238164602487,1,0.1584203326735129,5
part,-0.041060012141956315,0.1461120298918662,1,0.1871720420338225,5
on,-0.041017563241083466,0.2610410732772279,22,0.3020586365183114,88
english,-0.0410024678207751,0.148653812126681,1,0.1896562799474561,5
days,-0.040957423343994104,0.1506313514619571,1,0.1915887748059512,5
pretty,-0.040878385849852206,0.1540760922946906,1,0.1949544781445428,5
meet,-0.040878385849852206,0.1540760922946906,1,0.1949544781445428,5
check,-0.040878385849852206,0.1540760922946906,1,0.1949544781445428,5
enough,-0.040861936811251,0.1547890383752764,1,0.1956509751865274,5
public,-0.04079380443632177,0.1577278167139448,1,0.1985216211502666,5
girls,-0.0405838991783693,0.1666420292610735,1,0.2072259284394428,5
call,-0.040475035391835695,0.1711856710959043,1,0.21166070648774,5
kind,-0.04045204726237761,0.1721384318358328,1,0.2125904790982104,5
boy,-0.04045204726237761,0.1721384318358328,1,0.2125904790982104,5
almost,-0.04040473233803421,0.174092229066975,1,0.2144969614050092,5
stay,-0.04030423682303522,0.1782104292662021,1,0.2185146660892373,5
using,-0.040165807271655585,0.1838148002999845,1,0.2239806075716401,5
down,-0.03991614995751519,0.2136053915652248,4,0.25352154152274,18
walk,-0.039869028761210706,0.1955770972417348,1,0.2354461260029455,5
instead,-0.03983117744399539,0.1970535920038643,1,0.2368847694478597,5
look,-0.03982639848867883,0.2167044430539876,4,0.2565308415426664,18
social,-0.039667005738202504,0.2033984383493179,1,0.2430654440875204,5
save,-0.0395759643342779,0.2068766566286345,1,0.2464526209629124,5
that,-0.037922260352659665,0.266809146878336,27,0.3047314072309957,104
would,-0.036911577911337506,0.2420200011877395,10,0.278931579099077,41
not,-0.0365160533526972,0.2767845138561637,18,0.3133005672088609,71
one,-0.030630342492759616,0.2301637820373804,9,0.26079412453014,35
i,-0.02934028646217718,0.3159074091324528,60,0.34524769559463,209
it,-0.027876441918886108,0.2705856168441921,30,0.2984620587630782,107
so,-0.027569216984067724,0.2634377313333859,14,0.2910069483174536,52
maybe,-0.027438806777416502,0.2120665501793333,3,0.2395053569567498,12
know,-0.026866624527719624,0.2211862294408687,6,0.2480528539685883,23
long,-0.026148621997914206,0.1832316395604346,2,0.2093802615583488,8
start,-0.026110828129836894,0.1851657320129541,2,0.211276560142791,8
talk,-0.0260717265335198,0.1871605284121026,2,0.2132322549456224,8
get,-0.026071024969785195,0.2754129649898787,13,0.3014839899596639,48
work,-0.025978452795651807,0.1918937694168457,2,0.2178722222124975,8
actually,-0.025888506870098388,0.1964251169457305,2,0.2223136238158289,8
makes,-0.025466746148455816,0.2172603062507296,2,0.2427270523991854,8
wait,-0.025359003082501302,0.2224788569916108,2,0.2478378600741121,8
site,-0.02420320872786741,0.1368690128411594,1,0.1610722215690268,4
tv,-0.0241024666193706,0.143074546473167,1,0.1671770130925376,4
house,-0.024062921306185814,0.1454925553864866,1,0.1695554766926724,4
trying,-0.024000223809496707,0.1493059523327048,1,0.1733061761422015,4
money,-0.023978337469895805,0.1506313514619571,1,0.1746096889318529,4
jewish,-0.023834777544281788,0.1592527093468557,1,0.1830874868911375,4
problem,-0.0238217337535383,0.1600299284687228,1,0.1838516622222611,4
become,-0.0237814475559934,0.1624240924879262,1,0.1862055400439196,4
6,-0.0237393027112614,0.1649186162153119,1,0.1886579189265733,4
v,-0.023648677784411903,0.1702482577674874,1,0.1938969355518993,4
future,-0.023616347285558198,0.1721384318358328,1,0.195754779121391,4
either,-0.023474108202048788,0.1803862368093197,1,0.2038603450113685,4
pictures,-0.023474108202048788,0.1803862368093197,1,0.2038603450113685,4
funny,-0.023393617136630296,0.1850055659394537,1,0.208399183076084,4
mind,-0.023328151174380612,0.188737715150155,1,0.2120658663245356,4
scum,-0.023305225751641817,0.1900394712742051,1,0.2133446970258469,4
close,-0.023281699774189507,0.1913725526306449,1,0.2146542524048344,4
three,-0.023281699774189507,0.1913725526306449,1,0.2146542524048344,4
lets,-0.023257540303766616,0.19273862289374,1,0.2159961631975066,4
control,-0.023125870916813285,0.2001327607949232,1,0.2232586317117365,4
ground,-0.02300445423758929,0.2068766566286345,1,0.2298811108662238,4
breed,-0.022696131673440895,0.2236958648255349,1,0.2463919964989758,4
when,-0.02233044564686809,0.2711090622000098,12,0.2934395078468779,43
or,-0.022141828202391023,0.2619861381062092,15,0.2841279663086002,53
stare,-0.02192936160364023,0.2637941228804734,1,0.2857234844841136,4
some,-0.02071127240534079,0.2426573727717,9,0.2633686451770408,32
going,-0.020249182199678,0.1893760755737407,3,0.2096252577734187,11
go,-0.02015760831097768,0.2381663338181148,7,0.2583239421290925,25
make,-0.019581015820593684,0.2378801676240952,5,0.2574611834446889,18
how,-0.01841501571740639,0.2497199807847047,8,0.2681349965021111,28
and,-0.017654133210408374,0.3718781323988114,80,0.3895322656092198,260
country,-0.015505936191606978,0.1615554653319299,2,0.1770614015235369,7
after,-0.015239696171386902,0.1795304581332804,2,0.1947701543046673,7
jew,-0.015004314268030283,0.1952608566437948,2,0.2102651709118251,7
else,-0.014922666026484399,0.2006828320941173,2,0.2156054981206017,7
once,-0.014893695246491312,0.202602466541319,2,0.2174961617878103,7
probably,-0.01483273585885031,0.2066345401115779,2,0.2214672759704282,7
the,-0.014674940239435108,0.3268879306296915,78,0.3415628708691266,248
negroes,-0.014503914615987407,0.2282193063916074,2,0.2427232210075948,7
behind,-0.014456283760448496,0.2313232873071051,2,0.2457795710675536,7
way,-0.014399840139368486,0.2272899468937109,5,0.2416897870330794,17
only,-0.012961848968858714,0.2300655638806776,6,0.2430274128495363,20
being,-0.011845751203273525,0.1965718381613072,3,0.2084175893645807,10
ever,-0.011730320564174584,0.2046374028682637,3,0.2163677234324383,10
person,-0.011459468117460708,0.2235434807832717,3,0.2350029489007324,10
in,-0.00871459470841529,0.3159471728468577,47,0.324661767555273,146
just,-0.007642168425211648,0.2768200201837521,16,0.2844621886089638,50
out,-0.006822338917426285,0.3015677624451542,19,0.3083901013625805,59
about,-0.005504843989185104,0.2725685673965932,14,0.2780734113857783,43
at,-0.005459846473928276,0.269830687469145,15,0.2752905339430733,46
if,-0.004813110773128071,0.2961923485511933,20,0.3010054593243214,61
new,-0.0032983944255497166,0.1328136265335152,2,0.1361120209590649,6
1,-0.003083181457596104,0.1203703354241633,1,0.1234535168817594,3
yes,-0.00296188752948201,0.1327093317041013,1,0.1356712192335833,3
brown,-0.00281455922720239,0.1480084994582432,1,0.1508230586854456,3
black,-0.0027916068697672047,0.2647211548998894,11,0.2675127617696566,33
non,-0.002767966818795514,0.2023381905730754,3,0.2051061573918709,9
another,-0.0027526605012695993,0.1851657320129541,2,0.1879183925142237,6
police,-0.002743556677148401,0.1555104593648914,1,0.1582540160420398,3
child,-0.0027011759452275907,0.1600299284687228,1,0.1627311044139504,3
right,-0.00264719505752381,0.2273415241929264,4,0.2299887192504502,12
parents,-0.0026315632472567185,0.1675230143480086,1,0.1701545775952653,3
then,-0.002605808740760218,0.2702094216789287,9,0.2728152304196889,27
under,-0.0025978325602911134,0.1711856710959043,1,0.1737835036561954,3
idea,-0.0025978325602911134,0.1711856710959043,1,0.1737835036561954,3
america,-0.002589090148633705,0.1721384318358328,1,0.1747275219844665,3
kids,-0.002581236749371052,0.2600634143427146,7,0.2626446510920857,21
mean,-0.0025802153584947862,0.1731070906509915,1,0.1756873060094863,3
students,-0.0025527489548081983,0.1761144396029227,1,0.1786671885577309,3
face,-0.0025239072821802155,0.1792879490164362,1,0.1818118562986164,3
along,-0.0025239072821802155,0.1792879490164362,1,0.1818118562986164,3
started,-0.0025038342636614086,0.1815061721132866,1,0.184010006376948,3
dark,-0.002493523287620786,0.1826486927631895,1,0.1851422160508103,3
side,-0.002493523287620786,0.1826486927631895,1,0.1851422160508103,3
rest,-0.0024723129086220985,0.1850055659394537,1,0.1874778788480758,3
later,-0.002461396072667099,0.1862221372614353,1,0.1886835333341024,3
happened,-0.0024272808655056988,0.1900394712742051,1,0.1924667521397108,3
case,-0.0024154170453384027,0.1913725526306449,1,0.1937879696759833,3
seems,-0.0023907095299794956,0.2224788569916108,2,0.2248695665215903,6
running,-0.002351797187430893,0.1985712971051743,1,0.2009230942926052,3
play,-0.002351797187430893,0.1985712971051743,1,0.2009230942926052,3
picture,-0.002346316206386978,0.2272214503809812,2,0.2295677665873682,6
laugh,-0.0023380968177156847,0.2001327607949232,1,0.2024708576126389,3
away,-0.0023290918614133904,0.2584233543964454,4,0.2607524462578588,12
perhaps,-0.002324024951273679,0.2017407807963048,1,0.2040648057475785,3
leave,-0.002317976756115697,0.2302694937342646,2,0.2325874704903803,6
books,-0.0023095579955811074,0.2033984383493179,1,0.205707996344899,3
sort,-0.0022793320366611136,0.2068766566286345,1,0.2091559886652956,3
middle,-0.0022793320366611136,0.2068766566286345,1,0.2091559886652956,3
brought,-0.0022635123319315054,0.2087051969845162,1,0.2109687093164477,3
playing,-0.002212784391562278,0.2146069310851161,1,0.2168197154766784,3
longer,-0.002194635100344594,0.2167328507361237,1,0.2189274858364683,3
apparently,-0.0021757753218063225,0.2189501838557598,1,0.2211259591775661,3
rape,-0.0021561390707741934,0.2212677785617708,1,0.223423917632545,3
chance,-0.002135650331507477,0.2236958648255349,1,0.2258315151570424,3
streets,-0.002135650331507477,0.2236958648255349,1,0.2258315151570424,3
views,-0.002135650331507477,0.2236958648255349,1,0.2258315151570424,3
piece,-0.0021142208727405187,0.22624636166637,1,0.2283605825391105,3
educate,-0.0020917474255824076,0.2289332754167113,1,0.2310250228422937,3
towards,-0.0020681079853984152,0.2317732236849206,1,0.233841331670319,3
prefer,-0.0020681079853984152,0.2317732236849206,1,0.233841331670319,3
drugs,-0.00201671812207041,0.2379962091131585,1,0.2400129272352289,3
smart,-0.0019885760912707884,0.2414332344408599,1,0.2434218105321307,3
india,-0.001958462477205991,0.2451344932296785,1,0.2470929557068845,3
no,0.0006740860774029911,0.2525267223495736,10,0.2518526362721706,29
think,0.001202703226564239,0.2685088817921447,9,0.2673061785655805,26
an,0.002387964184601299,0.2072387110856283,6,0.204850746901027,17
good,0.0024250779740488115,0.2112069398379742,6,0.2087818618639254,17
white,0.0024593631286898843,0.2770633325880167,23,0.2746039694593268,66
never,0.002741423947502708,0.2474439985797923,6,0.2447025746322896,17
every,0.0036116072161382073,0.233861792571876,5,0.2302501853557378,14
see,0.005025148286103814,0.2507439310906339,9,0.2457187828045301,25
by,0.005725110176899112,0.2282134381297163,8,0.2224883279528172,22
here,0.0067184860881487896,0.2123326463689697,7,0.2056141602808209,19
before,0.0071756800712003965,0.2094941687977512,3,0.2023184887265508,8
anything,0.007209636911063078,0.2152043640291688,3,0.2079947271181057,8
times,0.007223197303098117,0.2175444289838724,3,0.2103212316807743,8
against,0.007254125563142005,0.2230209559738619,3,0.2157668304107199,8
time,0.01019226843247742,0.2108627672317648,5,0.2006704987992874,13
well,0.010244753077466084,0.2205474222846523,5,0.2103026692071862,13
same,0.010320890214264994,0.2363059797905495,5,0.2259850895762845,13
ireland,0.011534624090122209,0.1739344455210724,2,0.1623998214309502,5
d,0.011583204048581208,0.1837096898794805,2,0.1721264858308993,5
family,0.011652226985594788,0.1994358629234396,2,0.1877836359378448,5
may,0.011659724836569213,0.2013160047840253,2,0.1896562799474561,5
high,0.011659724836569213,0.2013160047840253,2,0.1896562799474561,5
called,0.0117035325843598,0.2132425054681757,2,0.2015389728838159,5
small,0.011706177845165894,0.2140243608800164,2,0.2023181830348505,5
skin,0.011711489790274587,0.2156199839649487,2,0.2039084941746741,5
getting,0.011716829435449577,0.2172603062507296,2,0.20554347681528,5
history,0.011724887980833792,0.2198107923002352,2,0.2080859043194014,5
state,0.011724887980833792,0.2198107923002352,2,0.2080859043194014,5
yeah,0.011735715028345417,0.2233964215160854,2,0.21166070648774,5
thats,0.011773977283126208,0.2381018699636681,2,0.2263278926805419,5
teach,0.011776697091892413,0.2393170371549726,2,0.2275403400630802,5
father,0.011776697091892413,0.2393170371549726,2,0.2275403400630802,5
street,0.01178480016837069,0.2431334391611309,2,0.2313486389927602,5
m,0.017373971323456916,0.1969692454479788,5,0.1795952741245219,12
could,0.017463014151582718,0.233861792571876,5,0.2163987784202933,12
dont,0.0174744381047936,0.246730456787873,5,0.2292560186830794,12
school,0.017873899081170597,0.2706410815770196,9,0.252767182495849,22
a,0.01953410917105497,0.354155840594251,70,0.334621731423196,184
now,0.020678114540841397,0.2389567866166276,6,0.2182786720757862,14
years,0.022237732664607407,0.2083600345113545,4,0.1861223018467471,9
because,0.02377023219926383,0.3053561187876662,12,0.2815858865884024,28
me,0.02445123599481941,0.2394182874941469,10,0.2149670514993275,23
ll,0.025119361803113804,0.2438781507844742,5,0.2187587889813604,11
rob,0.0253339378889616,0.2856569382420788,1,0.2603230003531172,2
wore,0.02545775467925973,0.2699488391661408,1,0.2444910844868811,2
handed,0.025501321025612478,0.2637941228804734,1,0.2382928018548609,2
blind,0.025537356301605724,0.2583781661824142,1,0.2328408098808085,2
gypsies,0.025537356301605724,0.2583781661824142,1,0.2328408098808085,2
stood,0.025567760380409504,0.2535343787147794,1,0.2279666183343699,2
jumped,0.025567760380409504,0.2535343787147794,1,0.2279666183343699,2
teeth,0.025593810628036395,0.2491475333289635,1,0.2235537227009271,2
card,0.02561640498222681,0.2451344932296785,1,0.2195180882474517,2
onto,0.025636197349276107,0.2414332344408599,1,0.2157970370915838,2
mouth,0.025636197349276107,0.2414332344408599,1,0.2157970370915838,2
literally,0.02565367779998401,0.2379962091131585,1,0.2123425313131745,2
credit,0.02565367779998401,0.2379962091131585,1,0.2123425313131745,2
calling,0.02565367779998401,0.2379962091131585,1,0.2123425313131745,2
bigger,0.02565367779998401,0.2379962091131585,1,0.2123425313131745,2
jump,0.02565367779998401,0.2379962091131585,1,0.2123425313131745,2
values,0.0256831259407021,0.2317732236849206,1,0.2060900977442185,2
write,0.0256831259407021,0.2317732236849206,1,0.2060900977442185,2
pics,0.0256831259407021,0.2317732236849206,1,0.2060900977442185,2
nor,0.025695622865668705,0.2289332754167113,1,0.2032376525510426,2
suspect,0.025695622865668705,0.2289332754167113,1,0.2032376525510426,2
river,0.025706903014540095,0.22624636166637,1,0.2005394586518299,2
females,0.02571712184130781,0.2236958648255349,1,0.1979787429842271,2
racism,0.02571712184130781,0.2236958648255349,1,0.1979787429842271,2
starts,0.02571712184130781,0.2236958648255349,1,0.1979787429842271,2
trash,0.02571712184130781,0.2236958648255349,1,0.1979787429842271,2
garbage,0.02571712184130781,0.2236958648255349,1,0.1979787429842271,2
reality,0.0257264081610398,0.2212677785617708,1,0.195541370400731,2
classes,0.0257264081610398,0.2212677785617708,1,0.195541370400731,2
safe,0.0257264081610398,0.2212677785617708,1,0.195541370400731,2
store,0.025734869806205096,0.2189501838557598,1,0.1932153140495547,2
asked,0.025734869806205096,0.2189501838557598,1,0.1932153140495547,2
born,0.025742597869391398,0.2167328507361237,1,0.1909902528667323,2
eating,0.025742597869391398,0.2167328507361237,1,0.1909902528667323,2
shame,0.025749669934281905,0.2146069310851161,1,0.1888572611508342,2
church,0.025749669934281905,0.2146069310851161,1,0.1888572611508342,2
test,0.025756152569870405,0.2125647185494001,1,0.1868085659795297,2
majority,0.025756152569870405,0.2125647185494001,1,0.1868085659795297,2
folks,0.025756152569870405,0.2125647185494001,1,0.1868085659795297,2
https,0.025761731421517095,0.129278639433967,1,0.1035169080124499,2
attention,0.02576210327972908,0.210599458652778,1,0.1848373553730489,2
slavic,0.02576210327972908,0.210599458652778,1,0.1848373553730489,2
second,0.025767572042484505,0.2087051969845162,1,0.1829376249420317,2
drug,0.025767572042484505,0.2087051969845162,1,0.1829376249420317,2
whatever,0.02577260254168029,0.2068766566286345,1,0.1811040540869542,2
cut,0.02577260254168029,0.2068766566286345,1,0.1811040540869542,2
muslim,0.025777233156850404,0.205109138306736,1,0.1793319051498856,2
evil,0.025777233156850404,0.205109138306736,1,0.1793319051498856,2
member,0.025781497769031297,0.2033984383493179,1,0.1776169405802866,2
org,0.025783375413104506,0.1374086121979558,1,0.1116252367848513,2
pay,0.025785426420649904,0.2017407807963048,1,0.1759553543756549,2
top,0.025789045860079407,0.2001327607949232,1,0.1743437149348438,2
planet,0.025789045860079407,0.2001327607949232,1,0.1743437149348438,2
buy,0.025795450266068998,0.1970535920038643,1,0.1712581417377953,2
important,0.025795450266068998,0.1970535920038643,1,0.1712581417377953,2
wo,0.02580087454089222,0.1941394849859001,1,0.1683386104450079,2
anyway,0.02580087454089222,0.1941394849859001,1,0.1683386104450079,2
dirty,0.025805451895927395,0.1913725526306449,1,0.1655671007347175,2
set,0.025805451895927395,0.1913725526306449,1,0.1655671007347175,2
racist,0.025807392720633884,0.1499650776905264,1,0.1241576849698925,2
killed,0.025807458045267795,0.1900394712742051,1,0.1642320132289373,2
wn,0.025807458045267795,0.1900394712742051,1,0.1642320132289373,2
western,0.0258092920868688,0.188737715150155,1,0.1629284230632862,2
exactly,0.02581248647394599,0.1862221372614353,1,0.1604096507874893,2
information,0.02581248647394599,0.1862221372614353,1,0.1604096507874893,2
hey,0.025813579162600603,0.1547890383752764,1,0.1289754592126758,2
law,0.025813865961748395,0.1850055659394537,1,0.1591916999777053,2
ya,0.025816231780739524,0.1826486927631895,1,0.15683246098245,2
e,0.025818905770497197,0.1792879490164362,1,0.153469043245939,2
line,0.025818905770497197,0.1792879490164362,1,0.153469043245939,2
south,0.025819446834824594,0.1616153197325117,1,0.1357958728976871,2
job,0.025819589053368203,0.1782104292662021,1,0.1523908402128339,2
cant,0.025820177526832383,0.1771528516677792,1,0.1513326741409468,2
pride,0.025820177526832383,0.1771528516677792,1,0.1513326741409468,2
color,0.025820346736663613,0.1632440064397021,1,0.1374236597030385,2
videos,0.025820676148139793,0.1761144396029227,1,0.1502937634547829,2
attack,0.02582107105596379,0.1649186162153119,1,0.1390975451593481,2
community,0.025821422017376694,0.174092229066975,1,0.1482708070495983,2
stuff,0.025821677615940397,0.1731070906509915,1,0.1472854130350511,2
others,0.025821677615940397,0.1731070906509915,1,0.1472854130350511,2
open,0.025821860111945094,0.1721384318358328,1,0.1463165717238877,2
yourself,0.025821926667255413,0.1684174121904828,1,0.1425954855232274,2
move,0.02582201973342818,0.1702482577674874,1,0.1444262380340592,2
watch,0.027340039891529888,0.2574798834483187,6,0.2301398435567888,13
ive,0.028341543701242977,0.2638073255718327,2,0.2354657818705897,4
heritage,0.028355761026750803,0.2618921069206765,2,0.2335363458939257,4
gave,0.028393907245069794,0.256539444414089,2,0.2281455371690192,4
usually,0.028479186756296487,0.2431334391611309,2,0.2146542524048344,4
matter,0.028519903918775902,0.2357491270876139,2,0.207229223168838,4
age,0.028519903918775902,0.2357491270876139,2,0.207229223168838,4
speak,0.028561402200619423,0.2272214503809812,2,0.1986600481803618,4
join,0.02857413455617519,0.2243289136775662,2,0.195754779121391,4
whole,0.028585621706793213,0.2215757136425856,2,0.1929900919357924,4
10,0.028602387324156292,0.2172603062507296,2,0.1886579189265733,4
doing,0.028608363242021484,0.2156199839649487,2,0.1870116207229272,4
least,0.02861922341213191,0.212470885634393,2,0.1838516622222611,4
living,0.028624157004630307,0.2109572236762417,2,0.1823330666716114,4
big,0.028652731404368303,0.2006828320941173,2,0.172030100689749,4
guy,0.028660857512964294,0.1970155880432225,2,0.1683547305302582,4
his,0.0286643822484514,0.1476569173385881,2,0.1189925350901367,4
group,0.028665451925990487,0.1946868435672464,2,0.1660213916412559,4
really,0.028685654609482802,0.1777566849883962,2,0.1490710303789134,4
too,0.029218157779042186,0.2563695578851309,7,0.2271514001060887,15
until,0.030461915217373403,0.2431837566378948,3,0.2127218414205214,6
com,0.030671176810177503,0.1593137446359755,3,0.128642567825798,6
but,0.030742310248281002,0.2996137731895542,22,0.2688714629412732,50
t,0.031182427460857476,0.2939281820191942,20,0.2627457545583367,45
little,0.032083046471749394,0.2369584671766467,4,0.2048754207048973,8
try,0.0332054531886771,0.2671826268412858,5,0.2339771736526087,10
other,0.035649813431009286,0.2430880691421637,7,0.2074382557111544,14
like,0.03977690622384522,0.2985654238823896,21,0.2587885176585444,44
told,0.04126703288276867,0.3225531349815254,7,0.2812861020987567,13
came,0.04190989642404658,0.2819617764747648,5,0.2400518800507182,9
used,0.04192890884057349,0.2806850847064682,5,0.2387561758658947,9
off,0.042095271229176806,0.2906610846579104,8,0.2485658134287336,15
got,0.04230332894266739,0.2762367008284607,8,0.2339333718857933,15
say,0.042329180414921896,0.2516552835487308,7,0.2093261031338089,13
very,0.04257370068642921,0.2251445243752742,5,0.182570823688845,9
