word,npmi-bias,her-npmi,her-count,him-npmi,him-count
learn,-0.0907593604276686,0.1560537390377948,1,0.2468130994654634,2
gets,-0.090604107953385,0.159193982916155,1,0.24979809086954,2
dont,-0.09021004556235171,0.179158279183511,3,0.2693683247458627,5
power,-0.0901981828499119,0.1672697443381548,1,0.2574679271880667,2
disgusting,-0.0896339672069294,0.1781915393351357,1,0.2678255065420651,2
hundreds,-0.08955349402928497,0.1797222467749297,1,0.2692757408042147,2
israel,-0.08947033780704508,0.1812971759177526,1,0.2707675137247977,2
damn,-0.0892028648890214,0.1863170648879221,1,0.2755199297769435,2
giving,-0.08910696446017499,0.1881002564887215,1,0.2772072209488965,2
whatever,-0.08910696446017499,0.1881002564887215,1,0.2772072209488965,2
drug,-0.08900725743468269,0.1899451319500906,1,0.2789523893847733,2
boys,-0.08868200843186347,0.1959004263957067,1,0.2845824348275702,2
sitting,-0.0885635618306592,0.1980459529545264,1,0.2866095147851856,2
ass,-0.08843929693949623,0.2002839129694801,1,0.2887232099089763,2
fed,-0.08830862196878692,0.2026232603438401,1,0.290931882312627,2
y,-0.08817084989166457,0.2050743480522944,1,0.293245197943959,2
watched,-0.0878706538169762,0.2103621108088606,1,0.2982327646258368,2
ran,-0.08770614978052907,0.2132297838077323,1,0.3009359335882614,2
whenever,-0.087530301426818,0.2162724336970454,1,0.3038027351238634,2
wanna,-0.087530301426818,0.2162724336970454,1,0.3038027351238634,2
obviously,-0.087530301426818,0.2162724336970454,1,0.3038027351238634,2
17,-0.087530301426818,0.2162724336970454,1,0.3038027351238634,2
if,-0.08741284959194681,0.2317570480406652,15,0.319169897632612,19
kid,-0.08734046452642957,0.2282378022301576,3,0.3155782667565872,5
monkey,-0.08713752055820201,0.2229863196519829,1,0.3101238402101849,2
jumped,-0.08640542893613459,0.2352132252962996,1,0.3216186542324342,2
got,-0.08585118183386667,0.2376264541868798,7,0.3234776360207465,10
all,-0.08569171258385228,0.1761891522847942,10,0.2618808648686465,13
chest,-0.08435568560824941,0.2676957755738872,1,0.3520514611821366,2
your,-0.08370331536086359,0.1329303084341942,5,0.2166336237950578,7
up,-0.08356490243855991,0.2130470667970571,10,0.296611969235617,13
have,-0.08291849087058512,0.1960756758723442,17,0.2789941667429293,20
cookies,-0.08262975737581929,0.2933498404975982,1,0.3759795978734175,2
so,-0.08220162019652613,0.2172135406059457,12,0.2994151608024718,15
or,-0.0819564947831595,0.2161485541888016,13,0.2981050489719611,16
guy,-0.07743802047487236,0.2510108546879141,5,0.3284488751627865,7
even,-0.07711906142081071,0.129124428608635,2,0.2062434900294457,3
looking,-0.0765015162949862,0.1441608593208176,2,0.2206623756158038,3
jews,-0.07610159427952479,0.1535716414015446,2,0.2296732356810694,3
still,-0.0755313729842906,0.1665899002615269,2,0.2421212732458175,3
anti,-0.075238915497676,0.173098180018062,2,0.248337095515738,3
weeks,-0.07384838185023337,0.2026675077043881,2,0.2765158895546215,3
just,-0.07379558025408992,0.2236869708845268,13,0.2974825511386167,15
to,-0.07349940149114687,0.3192999623880746,81,0.3927993638792215,74
class,-0.0734542268992299,0.2106791958340836,2,0.2841334227333135,3
find,-0.07004424175351293,0.1690517468095208,3,0.2390959885630337,4
ll,-0.0697330610886914,0.1762150958889765,3,0.2459481569776679,4
says,-0.0675844719971227,0.2227079140602209,3,0.2902923860573436,4
now,-0.067236330982405,0.1778070281743627,4,0.2450433591567677,5
be,-0.06688786032928462,0.2215683311451267,15,0.2884561914744113,16
hope,-0.06626461643093298,0.1996448357761226,4,0.2659094522070556,5
ask,-0.06608015534039269,0.2527053575456485,3,0.3187855128860412,4
know,-0.06603362091416581,0.1792804113036016,5,0.2453140322177674,6
put,-0.06571301713010058,0.2116013160519829,4,0.2773143331820835,5
should,-0.06552343234093419,0.1908430964683945,5,0.2563665288093287,6
say,-0.06533021283067408,0.1951498491105269,5,0.260480061941201,6
gave,-0.06531261204863309,0.2673438982359933,3,0.3326565102846264,4
get,-0.0643980260073285,0.238000341474962,12,0.3023983674822905,13
how,-0.06404770918502312,0.2105301524840293,7,0.2745778616690524,8
go,-0.063479185608114,0.2250871852705677,8,0.2885663708786817,9
had,-0.06264164699726182,0.2621722154056136,11,0.3248138624028754,12
next,-0.06263848146219841,0.2515927727774573,5,0.3142312542396557,6
from,-0.059731378075338126,0.2617489249914286,18,0.3214803030667667,18
i,-0.0591260966402305,0.3062929030750106,74,0.3654189997152411,63
out,-0.0590993579211187,0.2576776150231182,17,0.3167769729442369,17
would,-0.05489197772959212,0.2239659819940241,11,0.2788579597236162,11
they,-0.05454536130008353,0.1975002517387618,17,0.2520456130388453,16
at,-0.05438998634624209,0.2722269264032489,20,0.326616912749491,19
as,-0.050749760331756516,0.2246342215843322,15,0.2753839819160887,14
an,-0.04992889133877901,0.1817881526839979,6,0.2317170440227769,6
not,-0.04844074644211149,0.2092292080021127,13,0.2576699544442242,12
our,-0.04762167763070352,0.1389156332786172,4,0.1865373109093207,4
very,-0.0475150529971331,0.2007969915718875,5,0.2483120445690206,5
right,-0.04667882424090397,0.2234044418378801,5,0.2700832660787841,5
day,-0.04623026910318989,0.1817656222089806,4,0.2279958913121705,4
with,-0.04620086937267687,0.2866996986030043,29,0.3329005679756812,25
after,-0.045091895037128266,0.2146347654857166,4,0.2597266605228449,4
new,-0.0450883091671031,0.1440264262497326,3,0.1891147354168357,3
for,-0.044552446651679234,0.2607337133359058,31,0.305286159987585,26
over,-0.04452458713356791,0.1625699970445923,3,0.2070945841781602,3
give,-0.0444912270720062,0.2312996474511982,4,0.2757908745232044,4
going,-0.04439267125653762,0.1668225483905066,3,0.2112152196470442,3
away,-0.0443374821983491,0.2354960851767149,4,0.279833567375064,4
do,-0.04372107256314539,0.1876983070687471,10,0.2314193796318925,9
place,-0.04337085886786651,0.198750414377951,3,0.2421212732458175,3
one,-0.04278961744143403,0.2134260975194016,10,0.2562157149608356,9
week,-0.04278622747435609,0.2162826598057951,3,0.2590688872801512,3
its,-0.042584342105591005,0.1270979764581092,2,0.1696823185637002,2
girls,-0.04231999445891521,0.2299190136473802,3,0.2722390081062954,3
non,-0.04202216614883439,0.1475359625240293,2,0.1895581286728637,2
friend,-0.04196308988125988,0.2401640992984114,3,0.2821271891796713,3
work,-0.041354772732906026,0.1708531757713546,2,0.2122079485042606,2
people,-0.041296391944418115,0.1914249348771838,9,0.2327213268216019,8
better,-0.0411123238476758,0.179092432985179,2,0.2202047568328548,2
check,-0.04091435204009769,0.1857347346295071,2,0.2266490866696048,2
probably,-0.04091435204009769,0.1857347346295071,2,0.2266490866696048,2
soon,-0.04076006327537998,0.1908599347351314,2,0.2316199980105114,2
called,-0.040713176651326594,0.1924086969702104,2,0.233121873621537,2
point,-0.040537607138941806,0.198172737698001,2,0.2387103448369428,2
teacher,-0.04037044867142989,0.2036098445533565,2,0.2439802932247864,2
reason,-0.04037044867142989,0.2036098445533565,2,0.2439802932247864,2
leave,-0.040184113172918895,0.2096139776966211,2,0.24979809086954,2
whites,-0.0400297616833709,0.0485578498553355,1,0.0885876115387064,1
song,-0.04001057312845571,0.2151535145561331,2,0.2551640876845888,2
brother,-0.0398160788415072,0.2213037055629449,2,0.2611197844044521,2
mine,-0.03964150931858498,0.2267728886945938,2,0.2664143980131788,2
african,-0.0393376242128127,0.2361823055641308,2,0.2755199297769435,2
re,-0.03924363624225151,0.0853343338379676,1,0.1245779700802191,1
heritage,-0.0391606454452193,0.2415992351026171,2,0.2807598805478364,2
the,-0.039071352733915266,0.3060938797833475,91,0.3451652325172628,68
thread,-0.038974518114585896,0.09729403912972,1,0.1362685572443059,1
eating,-0.03896125942402209,0.2476482553611635,2,0.2866095147851856,2
kick,-0.03888874249788071,0.2498344674110956,2,0.2887232099089763,2
stories,-0.03888874249788071,0.2498344674110956,2,0.2887232099089763,2
stormfront,-0.03887131205269931,0.1018043563146476,1,0.1406756683673469,1
im,-0.0388615241951826,0.1022299875023327,1,0.1410915116975153,1
https,-0.038683197202561206,0.1099220210384043,1,0.1486052182409655,1
long,-0.038660572966389584,0.1108895705505882,1,0.1495501435169778,1
read,-0.03861414938451299,0.112869172196503,1,0.151483321581016,1
thank,-0.03860228866293129,0.1133737069059642,1,0.1519759955688955,1
forum,-0.038528839748017685,0.1164870535995198,1,0.1550158933475375,1
such,-0.038382786767483995,0.1226225068581927,1,0.1610052936256767,1
group,-0.038382786767483995,0.1226225068581927,1,0.1610052936256767,1
victim,-0.03836413002928113,0.2654386050945823,2,0.3038027351238634,2
city,-0.038310764999479,0.1256215153397414,1,0.1639322803392204,1
like,-0.03827715863002579,0.2485048357602515,18,0.2867819943902773,15
calling,-0.03825635608132233,0.2685996463334225,2,0.3068560024147448,2
thanks,-0.03825023408999739,0.1281288008006838,1,0.1663790348906812,1
brown,-0.03823466569585199,0.1287717362547365,1,0.1670064019505885,1
today,-0.03818684841917941,0.1307415753894848,1,0.1689284238086642,1
money,-0.038170523637368,0.1314123968800611,1,0.1695829205174291,1
mouth,-0.038140428995619036,0.2719834112145659,2,0.3101238402101849,2
meet,-0.03808578511934871,0.1348809093452262,1,0.1729666944645749,1
best,-0.0380681765770417,0.1355988296187797,1,0.1736670061958214,1
men,-0.03805033410486339,0.1363253028740517,1,0.1743756369789151,1
u,-0.037957381917623795,0.1400940664637845,1,0.1780514483814083,1
least,-0.037937993330774605,0.1408768564518783,1,0.1788148497826529,1
fight,-0.037937993330774605,0.1408768564518783,1,0.1788148497826529,1
hard,-0.0378983548837937,0.1424736799017334,1,0.1803720347855271,1
coming,-0.03787808762426351,0.1432883201425236,1,0.1811664077667871,1
support,-0.03783661046425832,0.1449516791641152,1,0.1827882896283735,1
message,-0.037771884678337,0.1475372455416844,1,0.1853091302200214,1
hated,-0.037727887693609574,0.2838907665388246,2,0.3216186542324342,2
end,-0.03772692930656579,0.14932586688606,1,0.1870527961926258,1
media,-0.03772692930656579,0.14932586688606,1,0.1870527961926258,1
whole,-0.037703872844419506,0.1502409417951759,1,0.1879448146395954,1
london,-0.03768041240396819,0.1511704854038926,1,0.1888508978078608,1
move,-0.03768041240396819,0.1511704854038926,1,0.1888508978078608,1
cause,-0.0376565334691393,0.1521149981770965,1,0.1897715316462358,1
light,-0.03763222072223868,0.1530750075925761,1,0.1907072283148148,1
speak,-0.03755651309923641,0.1560537390377948,1,0.1936102521370312,1
lots,-0.03755651309923641,0.1560537390377948,1,0.1936102521370312,1
food,-0.03753029365578159,0.1570816242423745,1,0.1946119178981561,1
pride,-0.037503549457186786,0.1581281258449573,1,0.1956316753021441,1
wrong,-0.037503549457186786,0.1581281258449573,1,0.1956316753021441,1
happy,-0.037476258879616614,0.159193982916155,1,0.1966702417957716,1
local,-0.03741994510530758,0.1613869531948864,1,0.198806898300194,1
either,-0.03741994510530758,0.1613869531948864,1,0.198806898300194,1
mixed,-0.03741994510530758,0.1613869531948864,1,0.198806898300194,1
7,-0.03739087130286081,0.1625157901949896,1,0.1999066614978504,1
started,-0.03739087130286081,0.1625157901949896,1,0.1999066614978504,1
30,-0.03739087130286081,0.1625157901949896,1,0.1999066614978504,1
school,-0.037293318298239286,0.2324420748111406,8,0.2697353931093799,7
poor,-0.03726778830425609,0.1672697443381548,1,0.2045375326424109,1
thats,-0.03726778830425609,0.1672697443381548,1,0.2045375326424109,1
sent,-0.03723515460002941,0.1685235064731637,1,0.2057586610731931,1
scum,-0.03716738311133219,0.1711184258607827,1,0.2082858089721149,1
dirty,-0.037132156287915885,0.1724625802584892,1,0.2095947365464051,1
kill,-0.0370959698989293,0.17384006521682,1,0.2109360351157493,1
lets,-0.0370959698989293,0.17384006521682,1,0.2109360351157493,1
less,-0.0370204961009645,0.1767024764079143,1,0.2137229725088788,1
fast,-0.03689856045971529,0.1812971759177526,1,0.2181957363774679,1
east,-0.03689856045971529,0.1812971759177526,1,0.2181957363774679,1
reading,-0.036855284479005296,0.1829191563895051,1,0.2197744408685104,1
large,-0.036764233815307606,0.1863170648879221,1,0.2230812987032297,1
feet,-0.036716239375413406,0.1881002564887215,1,0.2248164958641349,1
mail,-0.036716239375413406,0.1881002564887215,1,0.2248164958641349,1
bus,-0.036716239375413406,0.1881002564887215,1,0.2248164958641349,1
middle,-0.036716239375413406,0.1881002564887215,1,0.2248164958641349,1
telling,-0.03666643124667959,0.1899451319500906,1,0.2266115631967702,1
bar,-0.03666643124667959,0.1899451319500906,1,0.2266115631967702,1
add,-0.03666643124667959,0.1899451319500906,1,0.2266115631967702,1
see,-0.036646504405117575,0.2612324965777118,13,0.2978790009828294,11
grow,-0.03661466482709311,0.1918564453192716,1,0.2284711101463647,1
fun,-0.0365607773594952,0.1938395353068745,1,0.2304003126663697,1
mention,-0.03650458474498358,0.1959004263957067,1,0.2324050111406903,1
favorite,-0.03650458474498358,0.1959004263957067,1,0.2324050111406903,1
often,-0.03650458474498358,0.1959004263957067,1,0.2324050111406903,1
swedish,-0.03650458474498358,0.1959004263957067,1,0.2324050111406903,1
w,-0.03650458474498358,0.1959004263957067,1,0.2324050111406903,1
gonna,-0.036445877622833106,0.1980459529545264,1,0.2344918305773595,1
straight,-0.036445877622833106,0.1980459529545264,1,0.2344918305773595,1
shoot,-0.036445877622833106,0.1980459529545264,1,0.2344918305773595,1
hispanic,-0.036445877622833106,0.1980459529545264,1,0.2344918305773595,1
asked,-0.03638441650407451,0.2002839129694801,1,0.2366683294735546,1
claims,-0.036319925670004916,0.2026232603438401,1,0.238943186013845,1
reality,-0.036319925670004916,0.2026232603438401,1,0.238943186013845,1
break,-0.036319925670004916,0.2026232603438401,1,0.238943186013845,1
safe,-0.036319925670004916,0.2026232603438401,1,0.238943186013845,1
trash,-0.0362520854384252,0.2050743480522944,1,0.2413264334907196,1
welfare,-0.0362520854384252,0.2050743480522944,1,0.2413264334907196,1
chance,-0.0362520854384252,0.2050743480522944,1,0.2413264334907196,1
wonderful,-0.0362520854384252,0.2050743480522944,1,0.2413264334907196,1
nazi,-0.036180522242619195,0.2076492392768177,1,0.2438297615194369,1
strange,-0.036180522242619195,0.2076492392768177,1,0.2438297615194369,1
typical,-0.036180522242619195,0.2076492392768177,1,0.2438297615194369,1
missing,-0.0361047957342481,0.2103621108088606,1,0.2464669065431087,1
nor,-0.0361047957342481,0.2103621108088606,1,0.2464669065431087,1
names,-0.03602438176747991,0.2132297838077323,1,0.2492541655752122,1
opinion,-0.03602438176747991,0.2132297838077323,1,0.2492541655752122,1
spend,-0.03602438176747991,0.2132297838077323,1,0.2492541655752122,1
properly,-0.03602438176747991,0.2132297838077323,1,0.2492541655752122,1
values,-0.03602438176747991,0.2132297838077323,1,0.2492541655752122,1
turned,-0.03602438176747991,0.2132297838077323,1,0.2492541655752122,1
300,-0.03602438176747991,0.2132297838077323,1,0.2492541655752122,1
write,-0.03602438176747991,0.2132297838077323,1,0.2492541655752122,1
opened,-0.03593864957362081,0.2162724336970454,1,0.2522110832706662,1
g,-0.03593864957362081,0.2162724336970454,1,0.2522110832706662,1
brain,-0.03593864957362081,0.2162724336970454,1,0.2522110832706662,1
tall,-0.03593864957362081,0.2162724336970454,1,0.2522110832706662,1
filthy,-0.03593864957362081,0.2162724336970454,1,0.2522110832706662,1
needed,-0.03584683056436197,0.2195145574429774,1,0.2553613880073394,1
knife,-0.03584683056436197,0.2195145574429774,1,0.2553613880073394,1
laughing,-0.03584683056436197,0.2195145574429774,1,0.2553613880073394,1
bag,-0.035747974775713176,0.2229863196519829,1,0.2587342944276961,1
famous,-0.035747974775713176,0.2229863196519829,1,0.2587342944276961,1
hearing,-0.035747974775713176,0.2229863196519829,1,0.2587342944276961,1
ignorant,-0.035747974775713176,0.2229863196519829,1,0.2587342944276961,1
theres,-0.035747974775713176,0.2229863196519829,1,0.2587342944276961,1
what,-0.03565167575291969,0.1887423200975542,7,0.2243939958504739,6
table,-0.03564088855094091,0.2267254718167879,1,0.2623663603677288,1
field,-0.03564088855094091,0.2267254718167879,1,0.2623663603677288,1
drop,-0.03552404281500088,0.2307801668448255,1,0.2663042096598264,1
hall,-0.03552404281500088,0.2307801668448255,1,0.2663042096598264,1
negroid,-0.03552404281500088,0.2307801668448255,1,0.2663042096598264,1
user,-0.03552404281500088,0.2307801668448255,1,0.2663042096598264,1
sunday,-0.03552404281500088,0.2307801668448255,1,0.2663042096598264,1
coon,-0.03552404281500088,0.2307801668448255,1,0.2663042096598264,1
accused,-0.03552404281500088,0.2307801668448255,1,0.2663042096598264,1
forest,-0.035395433482628885,0.2352132252962996,1,0.2706086587789285,1
won,-0.035395433482628885,0.2352132252962996,1,0.2706086587789285,1
beating,-0.035395433482628885,0.2352132252962996,1,0.2706086587789285,1
hates,-0.035395433482628885,0.2352132252962996,1,0.2706086587789285,1
figured,-0.035395433482628885,0.2352132252962996,1,0.2706086587789285,1
actions,-0.035395433482628885,0.2352132252962996,1,0.2706086587789285,1
arrest,-0.035395433482628885,0.2352132252962996,1,0.2706086587789285,1
stood,-0.035395433482628885,0.2352132252962996,1,0.2706086587789285,1
personally,-0.03525236039612392,0.2401088624228536,1,0.2753612228189775,1
fought,-0.03525236039612392,0.2401088624228536,1,0.2753612228189775,1
officers,-0.03525236039612392,0.2401088624228536,1,0.2753612228189775,1
bitch,-0.03509105989708683,0.2455838165117697,1,0.2806748764088565,1
handed,-0.03509105989708683,0.2455838165117697,1,0.2806748764088565,1
kicked,-0.03509105989708683,0.2455838165117697,1,0.2806748764088565,1
wigger,-0.03509105989708683,0.2455838165117697,1,0.2806748764088565,1
memories,-0.03509105989708683,0.2455838165117697,1,0.2806748764088565,1
neck,-0.03509105989708683,0.2455838165117697,1,0.2806748764088565,1
suspended,-0.03509105989708683,0.2455838165117697,1,0.2806748764088565,1
threw,-0.03509105989708683,0.2455838165117697,1,0.2806748764088565,1
federal,-0.03490605627600468,0.2518068891920725,1,0.2867129454680772,1
op,-0.03490605627600468,0.2518068891920725,1,0.2867129454680772,1
ur,-0.03490605627600468,0.2518068891920725,1,0.2867129454680772,1
pregnant,-0.03490605627600468,0.2518068891920725,1,0.2867129454680772,1
nerve,-0.03490605627600468,0.2518068891920725,1,0.2867129454680772,1
wore,-0.03490605627600468,0.2518068891920725,1,0.2867129454680772,1
introduce,-0.03490605627600468,0.2518068891920725,1,0.2867129454680772,1
salute,-0.03490605627600468,0.2518068891920725,1,0.2867129454680772,1
purchase,-0.03490605627600468,0.2518068891920725,1,0.2867129454680772,1
daddy,-0.03490605627600468,0.2518068891920725,1,0.2867129454680772,1
coat,-0.034688925394843806,0.2590359782343009,1,0.2937249036291447,1
aswell,-0.034688925394843806,0.2590359782343009,1,0.2937249036291447,1
pulled,-0.034688925394843806,0.2590359782343009,1,0.2937249036291447,1
jury,-0.034688925394843806,0.2590359782343009,1,0.2937249036291447,1
huh,-0.034688925394843806,0.2590359782343009,1,0.2937249036291447,1
punk,-0.034688925394843806,0.2590359782343009,1,0.2937249036291447,1
niglet,-0.034688925394843806,0.2590359782343009,1,0.2937249036291447,1
rabbi,-0.03442568308700522,0.2676957755738872,1,0.3021214586608924,1
dropped,-0.03442568308700522,0.2676957755738872,1,0.3021214586608924,1
multiple,-0.03442568308700522,0.2676957755738872,1,0.3021214586608924,1
aged,-0.03442568308700522,0.2676957755738872,1,0.3021214586608924,1
rob,-0.03442568308700522,0.2676957755738872,1,0.3021214586608924,1
spit,-0.03442568308700522,0.2676957755738872,1,0.3021214586608924,1
complaining,-0.03442568308700522,0.2676957755738872,1,0.3021214586608924,1
smashed,-0.03442568308700522,0.2676957755738872,1,0.3021214586608924,1
suited,-0.034090409679088884,0.2785659300028224,1,0.3126563396819113,1
courier,-0.034090409679088884,0.2785659300028224,1,0.3126563396819113,1
spelling,-0.034090409679088884,0.2785659300028224,1,0.3126563396819113,1
hoops,-0.034090409679088884,0.2785659300028224,1,0.3126563396819113,1
auto,-0.034090409679088884,0.2785659300028224,1,0.3126563396819113,1
yelling,-0.034090409679088884,0.2785659300028224,1,0.3126563396819113,1
stormed,-0.034090409679088884,0.2785659300028224,1,0.3126563396819113,1
backpack,-0.034090409679088884,0.2785659300028224,1,0.3126563396819113,1
blanket,-0.034090409679088884,0.2785659300028224,1,0.3126563396819113,1
lame,-0.034090409679088884,0.2785659300028224,1,0.3126563396819113,1
principal,-0.034090409679088884,0.2785659300028224,1,0.3126563396819113,1
gf,-0.034090409679088884,0.2785659300028224,1,0.3126563396819113,1
did,-0.03390260088663391,0.2439632906823139,7,0.2778658915689478,6
promising,-0.03362578223800278,0.2933498404975982,1,0.326975622735601,1
patch,-0.03362578223800278,0.2933498404975982,1,0.326975622735601,1
posed,-0.03362578223800278,0.2933498404975982,1,0.326975622735601,1
substitute,-0.03362578223800278,0.2933498404975982,1,0.326975622735601,1
repeatedly,-0.03362578223800278,0.2933498404975982,1,0.326975622735601,1
talkin,-0.03362578223800278,0.2933498404975982,1,0.326975622735601,1
whut,-0.03362578223800278,0.2933498404975982,1,0.326975622735601,1
chick,-0.03362578223800278,0.2933498404975982,1,0.326975622735601,1
igger,-0.03362578223800278,0.2933498404975982,1,0.326975622735601,1
streicher,-0.03362578223800278,0.2933498404975982,1,0.326975622735601,1
gather,-0.03362578223800278,0.2933498404975982,1,0.326975622735601,1
straw,-0.03362578223800278,0.2933498404975982,1,0.326975622735601,1
guidance,-0.03362578223800278,0.2933498404975982,1,0.326975622735601,1
larceny,-0.03362578223800278,0.2933498404975982,1,0.326975622735601,1
when,-0.03336982470486771,0.2733792597582244,16,0.3067490844630921,13
wrench,-0.0328530432784464,0.3172673163336049,1,0.3501203596120513,1
cue,-0.0328530432784464,0.3172673163336049,1,0.3501203596120513,1
packi,-0.0328530432784464,0.3172673163336049,1,0.3501203596120513,1
uneven,-0.0328530432784464,0.3172673163336049,1,0.3501203596120513,1
tyep,-0.0328530432784464,0.3172673163336049,1,0.3501203596120513,1
torah,-0.0328530432784464,0.3172673163336049,1,0.3501203596120513,1
thegirl,-0.0328530432784464,0.3172673163336049,1,0.3501203596120513,1
darkes,-0.0328530432784464,0.3172673163336049,1,0.3501203596120513,1
artic,-0.0328530432784464,0.3172673163336049,1,0.3501203596120513,1
pocketing,-0.0328530432784464,0.3172673163336049,1,0.3501203596120513,1
submits,-0.0328530432784464,0.3172673163336049,1,0.3501203596120513,1
convicting,-0.0328530432784464,0.3172673163336049,1,0.3501203596120513,1
conslour,-0.0328530432784464,0.3172673163336049,1,0.3501203596120513,1
stepped,-0.0328530432784464,0.3172673163336049,1,0.3501203596120513,1
vague,-0.0328530432784464,0.3172673163336049,1,0.3501203596120513,1
proceeded,-0.0328530432784464,0.3172673163336049,1,0.3501203596120513,1
slapped,-0.0328530432784464,0.3172673163336049,1,0.3501203596120513,1
slaping,-0.0328530432784464,0.3172673163336049,1,0.3501203596120513,1
profane,-0.0328530432784464,0.3172673163336049,1,0.3501203596120513,1
butchy,-0.0328530432784464,0.3172673163336049,1,0.3501203596120513,1
suced,-0.0328530432784464,0.3172673163336049,1,0.3501203596120513,1
slur,-0.0328530432784464,0.3172673163336049,1,0.3501203596120513,1
journal,-0.0328530432784464,0.3172673163336049,1,0.3501203596120513,1
monkies,-0.0328530432784464,0.3172673163336049,1,0.3501203596120513,1
hoola,-0.0328530432784464,0.3172673163336049,1,0.3501203596120513,1
finially,-0.0328530432784464,0.3172673163336049,1,0.3501203596120513,1
montessori,-0.0328530432784464,0.3172673163336049,1,0.3501203596120513,1
huffed,-0.0328530432784464,0.3172673163336049,1,0.3501203596120513,1
neve,-0.0328530432784464,0.3172673163336049,1,0.3501203596120513,1
foruth,-0.0328530432784464,0.3172673163336049,1,0.3501203596120513,1
mumsy,-0.0328530432784464,0.3172673163336049,1,0.3501203596120513,1
ohhh,-0.0328530432784464,0.3172673163336049,1,0.3501203596120513,1
finlly,-0.0328530432784464,0.3172673163336049,1,0.3501203596120513,1
knucklehead,-0.0328530432784464,0.3172673163336049,1,0.3501203596120513,1
forgein,-0.0328530432784464,0.3172673163336049,1,0.3501203596120513,1
mosier,-0.0328530432784464,0.3172673163336049,1,0.3501203596120513,1
motorcyclist,-0.0328530432784464,0.3172673163336049,1,0.3501203596120513,1
wesley,-0.0328530432784464,0.3172673163336049,1,0.3501203596120513,1
neevr,-0.0328530432784464,0.3172673163336049,1,0.3501203596120513,1
think,-0.03144753234106931,0.2031402211473919,6,0.2345877534884612,5
could,-0.03077707399687049,0.2260391469338375,6,0.256816220930708,5
are,-0.02921040006240619,0.1631231594610624,13,0.1923335595234686,10
was,-0.028772275209692888,0.3328351192281375,40,0.3616073944378304,30
