word,npmi-bias,him-npmi,him-count,their-npmi,their-count
friends,-0.05443890156609718,0.1598723978269654,1,0.2143112993930626,9
government,-0.0541542907574242,0.1765536466798592,1,0.2307079374372834,9
of,-0.05334305072975731,0.3077842161310669,39,0.3611272668608242,240
because,-0.053122094683137694,0.2414569529406864,5,0.2945790476238241,38
our,-0.050478983777218794,0.1865373109093207,4,0.2370162946865395,30
much,-0.050084724620515886,0.1831527220635978,2,0.2332374466841137,16
who,-0.049317047629712285,0.2502328775065798,8,0.2995499251362921,56
do,-0.04537492375869592,0.2314193796318925,9,0.2767943033905884,60
read,-0.04495983364410461,0.151483321581016,1,0.1964431552251206,8
irish,-0.0449376110070783,0.1534775600421959,1,0.1984151710492742,8
actually,-0.044828959739931507,0.1627446869052752,1,0.2075736466452067,8
jews,-0.04481846032432241,0.2296732356810694,3,0.2744916960053918,22
little,-0.04406341340468081,0.1992188645592831,2,0.2432822779639639,15
will,-0.0438718378828859,0.2139581321178905,7,0.2578299700007764,47
maybe,-0.037982188337516126,0.1992188645592831,2,0.2372010528967992,14
that,-0.03560541242776438,0.2892306071997221,25,0.3248360196274865,143
live,-0.034385755218077185,0.1282517467031396,1,0.1626375019212168,7
in,-0.034165540325285515,0.3113532887371724,36,0.3455188290624579,199
left,-0.03409533438334811,0.1715902054386163,1,0.2056855398219644,7
best,-0.03407756253064079,0.1736670061958214,1,0.2077445687264622,7
public,-0.03405227621869131,0.1765536466798592,1,0.2106059228985505,7
stupid,-0.033995343695973484,0.1827882896283735,1,0.216783633324347,7
media,-0.0339545773592799,0.1870527961926258,1,0.2210073735519057,7
having,-0.0339184644989248,0.1907072283148148,1,0.2246256928137396,7
negroes,-0.03387867720599669,0.1946119178981561,1,0.2284905951041528,7
using,-0.03379809885674409,0.2021736636650511,1,0.2359717625217952,7
funny,-0.03378522396314551,0.2033429362266468,1,0.2371281601897923,7
immigrants,-0.0337145000855138,0.2095947365464051,1,0.2433092366319189,7
outside,-0.033666058854242786,0.2137229725088788,1,0.2473890313631216,7
t,-0.03311548326832858,0.2299151775094846,9,0.2630306607778132,54
have,-0.03296712138320129,0.2789941667429293,20,0.3119612881261306,114
good,-0.03204193191507629,0.1966091049117622,4,0.2286510368268385,25
m,-0.03192198371290189,0.1385443094307083,2,0.1704662931436102,13
any,-0.03182070536708251,0.1584311033276715,2,0.190251808694754,13
non,-0.03159994856277709,0.1895581286728637,2,0.2211580772356408,13
not,-0.02644846877092899,0.2576699544442242,12,0.2841184232151532,67
is,-0.026306794554792234,0.2734735698798907,25,0.2997803644346829,134
n,-0.024269003029205594,0.233224920540254,9,0.2574939235694596,50
what,-0.02426292130894339,0.2243939958504739,6,0.2486569171594173,34
all,-0.024254489186386508,0.2618808648686465,13,0.286135354055033,71
home,-0.023536637067935268,0.2491225141478657,4,0.272659151215801,23
ever,-0.022147977780948513,0.137441303610992,1,0.1595892813919405,6
anything,-0.0221282043452021,0.1481379701536512,1,0.1702661744988533,6
such,-0.022095732760682413,0.1610052936256767,1,0.1831010263863591,6
group,-0.022095732760682413,0.1610052936256767,1,0.1831010263863591,6
today,-0.022071023764521774,0.1689284238086642,1,0.190999447573186,6
stop,-0.022071023764521774,0.1689284238086642,1,0.190999447573186,6
through,-0.022064270111012807,0.1709136359926697,1,0.1929779061036825,6
least,-0.022035157299588076,0.1788148497826529,1,0.200850007082241,6
yet,-0.022028998797189003,0.1803720347855271,1,0.2024010335827161,6
support,-0.0220191684923719,0.1827882896283735,1,0.2048074581207454,6
getting,-0.022015722357961703,0.1836164726598154,1,0.2056321950177771,6
food,-0.02196625753275369,0.1946119178981561,1,0.2165781754309098,6
crap,-0.02196132028007511,0.1956316753021441,1,0.2175929955822192,6
took,-0.0219282354623217,0.2021736636650511,1,0.2241018991273728,6
age,-0.0219282354623217,0.2021736636650511,1,0.2241018991273728,6
cannot,-0.021895119029556293,0.2082858089721149,1,0.2301809280016712,6
force,-0.021836901082011112,0.2181957363774679,1,0.240032637459479,6
works,-0.021827110065256616,0.2197744408685104,1,0.241601550933767,6
about,-0.021423638885452845,0.2621328568110203,10,0.2835564956964731,54
well,-0.0212308784403627,0.1970277971799087,3,0.2182586756202714,17
here,-0.0195811944201765,0.1826600502209034,4,0.2022412446410799,22
no,-0.018574631034509292,0.2074761707059429,5,0.2260508017404522,27
can,-0.01735598494335769,0.24468746548148,8,0.2620434504248377,42
watch,-0.01721767566604321,0.1824779877494868,2,0.19969566341553,11
sure,-0.017148702644959796,0.2127455226206493,2,0.2298942252656091,11
think,-0.01475877381801069,0.2345877534884612,5,0.2493465273064719,26
by,-0.01472177233981653,0.253654106296926,8,0.2683758786367425,41
your,-0.014708218475880191,0.2166336237950578,7,0.231341842270938,36
never,-0.009856594127167606,0.2068096930983887,3,0.2166662872255563,15
years,-0.009109279300711592,0.1705203699199446,2,0.1796296492206562,10
its,-0.0091074823220616,0.1696823185637002,2,0.1787898008857618,10
the,-0.008671664863167838,0.3451652325172628,68,0.3538368973804306,316
views,-0.008197894521480176,0.2413264334907196,1,0.2495243280121998,5
values,-0.008196163192902867,0.2492541655752122,1,0.2574503287681151,5
generations,-0.008193607847650719,0.2553613880073394,1,0.2635549958549901,5
wants,-0.00818131780470141,0.2033429362266468,1,0.2115242540313482,5
rest,-0.00818131780470141,0.2033429362266468,1,0.2115242540313482,5
pass,-0.00818015413364409,0.2021736636650511,1,0.2103538177986952,5
either,-0.008176585405231002,0.198806898300194,1,0.206983483705425,5
local,-0.008176585405231002,0.198806898300194,1,0.206983483705425,5
turn,-0.008174152634769893,0.1966702417957716,1,0.2048443944305415,5
pride,-0.00817292303380382,0.1956316753021441,1,0.2038045983359479,5
party,-0.008171685719147309,0.1946119178981561,1,0.2027836036173034,5
mother,-0.0081691908553502,0.1926260016676364,1,0.2007951925229866,5
open,-0.008166673307270611,0.1907072283148148,1,0.1988739016220854,5
wait,-0.008164137565171203,0.1888508978078608,1,0.197015035373032,5
message,-0.008159026336938796,0.1853091302200214,1,0.1934681565569602,5
might,-0.008156457000937811,0.1836164726598154,1,0.1917729296607532,5
hear,-0.008148722796297081,0.1788148497826529,1,0.18696357257895,5
couple,-0.008147432424269796,0.1780514483814083,1,0.1861988808056781,5
woman,-0.008132000411552293,0.1695829205174291,1,0.1777149209289814,5
ca,-0.008121825691150303,0.1645348318983235,1,0.1726566575894738,5
forum,-0.00810065625004952,0.1550158933475375,1,0.163116549597587,5
another,-0.0080921403906343,0.151483321581016,1,0.1595754619716503,5
im,-0.008065018142407315,0.1410915116975153,1,0.1491565298399226,5
it,-0.00804198227397751,0.2788408735967109,25,0.2868828558706884,118
has,-0.006900611307552207,0.2242031001817263,5,0.2311037114892785,24
know,-0.004390237297376809,0.2453140322177674,6,0.2497042695151442,28
we,-0.0035982313603431793,0.2178511208682787,8,0.2214493522286219,37
which,-0.0007426742786632023,0.2536166318716249,4,0.2543593061502881,18
into,-0.0006404418610345131,0.2328912250798966,4,0.2335316669409311,18
learn,-0.000625402534537689,0.2468130994654634,2,0.2474385020000011,9
help,-0.0005390894924764134,0.2273338852219474,2,0.2278729747144238,9
else,-0.0005090610336326018,0.2208186765639499,2,0.2213277375975825,9
name,-0.0004949981012839777,0.2178100398439322,2,0.2183050379452162,9
yes,-0.00043907660858930053,0.2060987035257181,2,0.2065377801343074,9
first,-0.0003329216281952041,0.184870301141983,2,0.1852032227701782,9
but,-2.5325623161265298e-05,0.265159769647891,13,0.2651850952710523,58
other,0.001482878701646706,0.2343770500617161,5,0.2328941713600694,22
news,0.002808160543511906,0.2130620237661808,3,0.2102538632226689,13
over,0.0028476579194745,0.2070945841781602,3,0.2042469262586857,13
for,0.0032962906577526097,0.305286159987585,26,0.3019898693298324,113
school,0.007414068245661876,0.2697353931093799,7,0.262321324863718,29
opened,0.007825824496607514,0.2522110832706662,1,0.2443852587740587,4
abuse,0.007894815607529193,0.2438297615194369,1,0.2359349459119077,4
welfare,0.00791534151751852,0.2413264334907196,1,0.2334110919732011,4
following,0.00791534151751852,0.2413264334907196,1,0.2334110919732011,4
notice,0.007934848508338005,0.238943186013845,1,0.231008337505507,4
cars,0.007934848508338005,0.238943186013845,1,0.231008337505507,4
claims,0.007934848508338005,0.238943186013845,1,0.231008337505507,4
dogs,0.007988191858226301,0.2324050111406903,1,0.224416819282464,4
often,0.007988191858226301,0.2324050111406903,1,0.224416819282464,4
grow,0.00802016617080789,0.2284711101463647,1,0.2204509439755568,4
security,0.00803524861375629,0.2266115631967702,1,0.2185763145830139,4
perhaps,0.008090528028213279,0.2197744408685104,1,0.2116839128402971,4
possible,0.008090528028213279,0.2197744408685104,1,0.2116839128402971,4
top,0.008103252997424898,0.2181957363774679,1,0.210092483380043,4
instead,0.008127579456055106,0.2151726243028288,1,0.2070450448467737,4
case,0.008172322383812686,0.2095947365464051,1,0.2014224141625924,4
moved,0.008193012648251619,0.2070076202711212,1,0.1988146076228696,4
red,0.008202986986912186,0.2057586610731931,1,0.1975556740862809,4
black,0.008215407849512996,0.2567999014870634,8,0.2485844936375504,33
mixed,0.008258336629380192,0.198806898300194,1,0.1905485616708138,4
wanted,0.008258336629380192,0.198806898300194,1,0.1905485616708138,4
stay,0.008275291384568007,0.1966702417957716,1,0.1883949504112036,4
speak,0.008299526105411514,0.1936102521370312,1,0.1853107260316197,4
racial,0.008314954688535076,0.1916585281256523,1,0.1833435734371172,4
light,0.00832246667729969,0.1907072283148148,1,0.1823847616375151,4
cause,0.008329850253302712,0.1897715316462358,1,0.1814416813929331,4
coming,0.0083975113628601,0.1811664077667871,1,0.172768896403927,4
each,0.008415925494511506,0.1788148497826529,1,0.1703989242881414,4
fight,0.008415925494511506,0.1788148497826529,1,0.1703989242881414,4
everyone,0.008427787612935805,0.1772978022154399,1,0.1688700146025041,4
until,0.008433601367026311,0.1765536466798592,1,0.1681200453128329,4
city,0.008531709557001582,0.1639322803392204,1,0.1554005707822188,4
free,0.008608361474429699,0.1539861568995816,1,0.1453777954251519,4
long,0.008642360656515191,0.1495501435169778,1,0.1409077828604626,4
truth,0.008888896234015009,0.2370572225800559,2,0.2281683263460409,8
thought,0.009019276721651703,0.2226992353517156,2,0.2136799586300639,8
does,0.009229564822521186,0.1992188645592831,2,0.1899892997367619,8
last,0.009374323563934472,0.1828144960509097,2,0.1734401724869752,8
ve,0.009433223506185612,0.1760816314024591,2,0.1666484078962735,8
going,0.009799288513334614,0.2112152196470442,3,0.2014159311337096,12
around,0.010370148223945386,0.2520189412789108,5,0.2416487930549654,20
should,0.010716958584328307,0.2563665288093287,6,0.2456495702250004,24
on,0.013078547485860403,0.3095887881335571,25,0.2965102406476967,101
how,0.014418907138812498,0.2745778616690524,8,0.2601589545302399,31
so,0.014611003991923832,0.2994151608024718,15,0.284804156810548,59
tell,0.016702867923289427,0.2558871306781038,3,0.2391842627548144,11
use,0.0169098462533194,0.2406615904607469,3,0.2237517442074275,11
want,0.01750626426394042,0.1943685727792139,3,0.1768623085152735,11
some,0.017552322045409907,0.2683623481684783,9,0.2508100261230684,34
with,0.01801049049009218,0.3329005679756812,25,0.314890077485589,97
up,0.01891409673938571,0.296611969235617,13,0.2776978724962313,49
as,0.019151776668222598,0.2753839819160887,14,0.2562322052478661,53
this,0.019267352577348296,0.2590682578196043,16,0.239800905242256,61
young,0.019393174226123994,0.2412838516826669,2,0.2218906774565429,7
front,0.019417789803221702,0.2395552664325908,2,0.2201374766293691,7
point,0.01942978973118442,0.2387103448369428,2,0.2192805551057584,7
believe,0.0195699732006189,0.2287279337381069,2,0.209157960537488,7
jew,0.019751123923708785,0.2155068270637908,2,0.195755703140082,7
negro,0.019823677101857312,0.2101035826468309,2,0.1902799055449736,7
area,0.019950041999755197,0.2005359980159416,2,0.1805859560161864,7
and,0.0202659508439334,0.3997498253102883,74,0.3794838744663549,294
why,0.02188304942538169,0.2462932184501914,4,0.2244101690248097,14
being,0.021921667165129388,0.2439156302547327,4,0.2219939630896033,14
s,0.02219032028666562,0.2848163546720277,19,0.2626260343853621,71
be,0.02268919010995213,0.2884561914744113,16,0.2657670013644592,59
or,0.02449181953353191,0.2981050489719611,16,0.2736132294384292,58
come,0.0250835252534585,0.2304848125420995,3,0.205401287288641,10
need,0.025328905999939005,0.256816220930708,5,0.231487314930769,17
off,0.025424869601958888,0.301065923967625,7,0.2756410543656661,24
handed,0.027346820358488344,0.2806748764088565,1,0.2533280560503682,3
stood,0.027543182681586093,0.2706086587789285,1,0.2430654760973424,3
superiority,0.027543182681586093,0.2706086587789285,1,0.2430654760973424,3
white,0.027810486015854285,0.3024393613720301,22,0.2746288753561758,79
laughing,0.02783099555965568,0.2553613880073394,1,0.2275303924476837,3
names,0.027943030703294514,0.2492541655752122,1,0.2213111348719177,3
involved,0.0280409834244931,0.2438297615194369,1,0.2157887780949438,3
someone,0.028044760091653104,0.2637038543468052,4,0.2356590942551521,13
wp,0.028168061508266506,0.2366683294735546,1,0.2085002679652881,3
cities,0.0282425023740924,0.2324050111406903,1,0.2041625087665979,3
russian,0.02827719371326301,0.2304003126663697,1,0.2021231189531067,3
always,0.028361961099597904,0.2476922705480013,4,0.2193303094484034,13
feet,0.028372769061787206,0.2248164958641349,1,0.1964437268023477,3
judge,0.028402154108988414,0.2230812987032297,1,0.1946791445942413,3
diversity,0.02843045269378261,0.2214018483365587,1,0.1929713956427761,3
within,0.02843045269378261,0.2214018483365587,1,0.1929713956427761,3
beat,0.028457740738867587,0.2197744408685104,1,0.1913167001296428,3
reading,0.028457740738867587,0.2197744408685104,1,0.1913167001296428,3
bit,0.02850955148626219,0.2166627123387813,1,0.1881531608525191,3
list,0.02850955148626219,0.2166627123387813,1,0.1881531608525191,3
find,0.028527211615258202,0.2390959885630337,4,0.2105687769477755,13
less,0.02855805704064801,0.2137229725088788,1,0.1851649154682308,3
o,0.028581194287018385,0.2123114733877132,1,0.1837302791006948,3
kill,0.0286036453112693,0.2109360351157493,1,0.18233238980448,3
listen,0.0286036453112693,0.2109360351157493,1,0.18233238980448,3
eat,0.0286036453112693,0.2109360351157493,1,0.18233238980448,3
dirty,0.028625448671889292,0.2095947365464051,1,0.1809692878745158,3
an,0.028650297001832997,0.2317170440227769,6,0.2030667470209439,20
father,0.028687312985154895,0.2057586610731931,1,0.1770713480880382,3
poor,0.02870685293179981,0.2045375326424109,1,0.1758306797106111,3
british,0.02870685293179981,0.2045375326424109,1,0.1758306797106111,3
started,0.02878028206036201,0.1999066614978504,1,0.1711263794374884,3
sf,0.02878028206036201,0.1999066614978504,1,0.1711263794374884,3
comes,0.02878028206036201,0.1999066614978504,1,0.1711263794374884,3
20,0.02884712428819919,0.1956316753021441,1,0.1667845510139449,3
already,0.028862935047557603,0.1946119178981561,1,0.1657489828505985,3
sorry,0.0288784151306635,0.1936102521370312,1,0.1647318370063677,3
lots,0.0288784151306635,0.1936102521370312,1,0.1647318370063677,3
blue,0.028893577638275797,0.1926260016676364,1,0.1637324240293606,3
alone,0.028937279641241404,0.1897715316462358,1,0.1608342520049944,3
move,0.028951288468550385,0.1888508978078608,1,0.1598996093393104,3
true,0.028951288468550385,0.1888508978078608,1,0.1598996093393104,3
run,0.028951288468550385,0.1888508978078608,1,0.1598996093393104,3
hard,0.029078333364413705,0.1803720347855271,1,0.1512937014211134,3
men,0.029166032866662694,0.1743756369789151,1,0.1452096041122524,3
music,0.02923484856389219,0.1695829205174291,1,0.1403480719535369,3
brown,0.02927137355163939,0.1670064019505885,1,0.1377350283989491,3
thread,0.029681809282553,0.1362685572443059,1,0.1065867479617529,3
to,0.03004757638228661,0.3927993638792215,74,0.3627517874969349,279
heritage,0.03051814022248428,0.2807598805478364,2,0.2502417403253521,6
power,0.03101471425545202,0.2574679271880667,2,0.2264532129326147,6
leave,0.031171618102590393,0.24979809086954,2,0.2186264727669496,6
called,0.031501475345300706,0.233121873621537,2,0.2016203982762363,6
soon,0.0315304237727812,0.2316199980105114,2,0.2000895742377302,6
wonder,0.031711646339010496,0.2220657684426263,2,0.1903541221036158,6
better,0.03174635579788909,0.2202047568328548,2,0.1884584010349657,6
family,0.03175764810759038,0.2195970663608512,2,0.1878394182532608,6
nothing,0.0320371188532147,0.2041890814637321,2,0.1721519626105174,6
proud,0.032775860352991015,0.2792498869638345,3,0.2464740266108435,9
girls,0.032938533359135935,0.2722390081062954,3,0.2393004747471595,9
life,0.03327889872427359,0.257139168741038,3,0.2238602700167644,9
bad,0.0335283259333935,0.2456693174486829,3,0.2121409915152894,9
saw,0.0336843657835392,0.2383032272934217,3,0.2046188615098825,9
really,0.03380376779936331,0.2325605773417268,3,0.1987568095423635,9
looking,0.03404489463948909,0.2206623756158038,3,0.1866174809763147,9
too,0.03442812006502982,0.2008267567310343,3,0.1663986366660045,9
give,0.034646255641033186,0.2757908745232044,4,0.2411446188821712,12
let,0.03622561516298209,0.2737848028274988,5,0.2375591876645167,15
right,0.036318847392631276,0.2700832660787841,5,0.2337644186861528,15
look,0.036572854699094604,0.2598103472766689,5,0.2232374925775743,15
time,0.0381331937586534,0.2520667157663229,6,0.2139335220076695,18
like,0.0385955045183036,0.2867819943902773,15,0.2481864898719737,48
me,0.039062163838648106,0.2123035189495584,6,0.1732413551109103,18
very,0.04302238386326898,0.2483120445690206,5,0.2052896607057516,14
keep,0.0430580338757974,0.2477940143855784,3,0.204735980509781,8
now,0.0431082031432716,0.2450433591567677,5,0.2019351560134961,14
person,0.043139234379981906,0.2446343038436076,3,0.2014950694636257,8
still,0.043203238546127815,0.2421212732458175,3,0.1989180346996897,8
day,0.04326431088452459,0.2279958913121705,4,0.1847315804276459,11
stories,0.04385680439229242,0.2887232099089763,2,0.2448664055166839,5
www,0.04387540217047459,0.2018450452465826,4,0.157969643076108,11
boys,0.04397972385033147,0.2845824348275702,2,0.2406027109772387,5
behind,0.0449263062227839,0.2508300592969267,2,0.2059037530741428,5
reason,0.045106391602700996,0.2439802932247864,2,0.1988739016220854,5
one,0.045276185745931424,0.2562157149608356,9,0.2109395292149042,26
jewish,0.0454211172048333,0.2316199980105114,2,0.1861988808056781,5
guess,0.04549285700174541,0.2287279337381069,2,0.1832350767363615,5
came,0.045593004108633484,0.2246412012565042,2,0.1790481971478707,5
looks,0.045608907310825286,0.2239867878805612,2,0.1783778805697359,5
may,0.0456704722471859,0.2214389654930056,2,0.1757684932458197,5
work,0.045888854579564625,0.2122079485042606,2,0.166319093924696,5
would,0.045967128999962414,0.2788579597236162,11,0.2328908307236538,32
before,0.04624005426555669,0.1966638397715572,2,0.1504237855060005,5
get,0.046521627063682514,0.3023983674822905,13,0.255876740418608,38
just,0.04798902418490991,0.2974825511386167,15,0.2494935269537068,44
say,0.0487407131058043,0.260480061941201,6,0.2117393488353967,16
could,0.049331904210775185,0.256816220930708,5,0.2074843167199328,13
where,0.04947487415560989,0.2520189412789108,5,0.2025440671233009,13
after,0.05047446710096018,0.2597266605228449,4,0.2092521934218847,10
com,0.0519309289285729,0.2078782643865963,4,0.1559473354580234,10
you,0.051981951998952586,0.2881604462719304,24,0.2361784942729778,72
grabs,0.053038254485762826,0.3126563396819113,1,0.2596180851961485,2
answered,0.05342549263672622,0.3021214586608924,1,0.2486959660241662,2
aged,0.05342549263672622,0.3021214586608924,1,0.2486959660241662,2
racist,0.05346379110129901,0.2565098123896824,3,0.2030460212883834,7
anti,0.0537160899057019,0.248337095515738,3,0.1946210056100361,7
heard,0.0537160899057019,0.248337095515738,3,0.1946210056100361,7
multiply,0.05372527650990963,0.2937249036291447,1,0.2399996271192351,2
meanwhile,0.05372527650990963,0.2937249036291447,1,0.2399996271192351,2
try,0.053858619954185505,0.2436166270712693,3,0.1897580071170838,7
tools,0.053969615989328895,0.2867129454680772,1,0.2327433294787483,2
despite,0.05417564124594182,0.2806748764088565,1,0.2264992351629147,2
mary,0.05417564124594182,0.2806748764088565,1,0.2264992351629147,2
trick,0.05417564124594182,0.2806748764088565,1,0.2264992351629147,2
fought,0.0543536006476763,0.2753612228189775,1,0.2210076221713012,2
actions,0.05451011551346949,0.2706086587789285,1,0.216098543265459,2
grand,0.05451011551346949,0.2706086587789285,1,0.216098543265459,2
beast,0.05451011551346949,0.2706086587789285,1,0.216098543265459,2
afternoon,0.05451011551346949,0.2706086587789285,1,0.216098543265459,2
sacrifice,0.05451011551346949,0.2706086587789285,1,0.216098543265459,2
rich,0.05451011551346949,0.2706086587789285,1,0.216098543265459,2
hates,0.05451011551346949,0.2706086587789285,1,0.216098543265459,2
holiday,0.05451011551346949,0.2706086587789285,1,0.216098543265459,2
dating,0.05464971236833757,0.2663042096598264,1,0.2116544972914888,2
ahead,0.05464971236833757,0.2663042096598264,1,0.2116544972914888,2
host,0.05464971236833757,0.2663042096598264,1,0.2116544972914888,2
twice,0.05489023432587348,0.2587342944276961,1,0.2038440601018226,2
asking,0.05489023432587348,0.2587342944276961,1,0.2038440601018226,2
legal,0.05489023432587348,0.2587342944276961,1,0.2038440601018226,2
knife,0.054995361223175776,0.2553613880073394,1,0.2003660267841636,2
when,0.055058047298263635,0.3067490844630921,13,0.2516910371648285,35
filthy,0.05509241408783633,0.2522110832706662,1,0.1971186691828299,2
honour,0.05509241408783633,0.2522110832706662,1,0.1971186691828299,2
apartment,0.05509241408783633,0.2522110832706662,1,0.1971186691828299,2
soldiers,0.0551825114525408,0.2492541655752122,1,0.1940716541226714,2
write,0.0551825114525408,0.2492541655752122,1,0.1940716541226714,2
spirit,0.0551825114525408,0.2492541655752122,1,0.1940716541226714,2
spend,0.0551825114525408,0.2492541655752122,1,0.1940716541226714,2
opinion,0.0551825114525408,0.2492541655752122,1,0.1940716541226714,2
cultural,0.055266555151710806,0.2464669065431087,1,0.1912003513913979,2
educate,0.055266555151710806,0.2464669065431087,1,0.1912003513913979,2
tend,0.055266555151710806,0.2464669065431087,1,0.1912003513913979,2
speaking,0.055345282872755086,0.2438297615194369,1,0.1884844786466818,2
hold,0.055345282872755086,0.2438297615194369,1,0.1884844786466818,2
reported,0.05541930568753742,0.2413264334907196,1,0.1859071278031822,2
acting,0.05541930568753742,0.2413264334907196,1,0.1859071278031822,2
ready,0.05541930568753742,0.2413264334907196,1,0.1859071278031822,2
completely,0.05541930568753742,0.2413264334907196,1,0.1859071278031822,2
safe,0.055489135437755105,0.238943186013845,1,0.1834540505760899,2
upon,0.055489135437755105,0.238943186013845,1,0.1834540505760899,2
break,0.055489135437755105,0.238943186013845,1,0.1834540505760899,2
military,0.0555552050971963,0.2366683294735546,1,0.1811131243763583,2
asked,0.0555552050971963,0.2366683294735546,1,0.1811131243763583,2
straight,0.0556178841669161,0.2344918305773595,1,0.1788739464104434,2
church,0.055677490489716985,0.2324050111406903,1,0.1767275206509733,2
met,0.055677490489716985,0.2324050111406903,1,0.1767275206509733,2
wondering,0.05573429943887981,0.2304003126663697,1,0.1746660132274899,2
ive,0.05573429943887981,0.2304003126663697,1,0.1746660132274899,2
k,0.05578855115159151,0.2284711101463647,1,0.1726825589947732,2
add,0.05584045628593651,0.2266115631967702,1,0.1707711069108337,2
telling,0.05584045628593651,0.2266115631967702,1,0.1707711069108337,2
brought,0.05584045628593651,0.2266115631967702,1,0.1707711069108337,2
mail,0.05589020064885472,0.2248164958641349,1,0.1689262952152802,2
similar,0.05589020064885472,0.2248164958641349,1,0.1689262952152802,2
save,0.05589020064885472,0.2248164958641349,1,0.1689262952152802,2
middle,0.05589020064885472,0.2248164958641349,1,0.1689262952152802,2
unfortunately,0.05589020064885472,0.2248164958641349,1,0.1689262952152802,2
large,0.055937948950704114,0.2230812987032297,1,0.1671433497525256,2
act,0.05598384787698871,0.2214018483365587,1,0.16541800045957,2
then,0.05603805799147549,0.2951403568001886,9,0.2391022988087131,23
fast,0.056070608987119186,0.2181957363774679,1,0.1621251273903487,2
cool,0.056111695148961194,0.2166627123387813,1,0.1605510171898201,2
football,0.05615138312857659,0.2151726243028288,1,0.1590212411742522,2
david,0.056297783456941,0.2095947365464051,1,0.1532969530894641,2
close,0.056297783456941,0.2095947365464051,1,0.1532969530894641,2
scum,0.05633164354058501,0.2082858089721149,1,0.1519541654315299,2
sent,0.05639648543400011,0.2057586610731931,1,0.149362175639193,2
tried,0.05639648543400011,0.2057586610731931,1,0.149362175639193,2
christian,0.05642756628598419,0.2045375326424109,1,0.1481099663564267,2
matter,0.05648726820648481,0.2021736636650511,1,0.1456863954585663,2
7,0.05654394827574041,0.1999066614978504,1,0.14336271322211,2
french,0.05657124191755819,0.198806898300194,1,0.1422356563826358,2
e,0.0565978796343366,0.1977283793570957,1,0.1411304997227591,2
whole,0.05683370073756899,0.1879448146395954,1,0.1311111139020264,2
end,0.05685468079473771,0.1870527961926258,1,0.1301981153978881,2
6,0.05693468919209571,0.1836164726598154,1,0.1266817834677197,2
half,0.057078439977924986,0.1772978022154399,1,0.1202193622375149,2
meet,0.05717445517231261,0.1729666944645749,1,0.1157922392922623,2
my,0.057195429189093705,0.2468672368831632,12,0.1896718076940695,32
org,0.05751895757258149,0.1565929965653454,1,0.0990740389927639,2
https,0.057676427994937815,0.1486052182409655,1,0.0909287902460277,2
while,0.05893523942644341,0.2679575010691969,4,0.2090222616427535,9
