word,npmi-bias,man-npmi,man-count,woman-npmi,woman-count
on,-0.05452294302838301,0.312604254509941,22,0.367127197538324,20
a,-0.05202843509435523,0.394082550595528,60,0.4461109856898832,49
see,-0.049634596678511306,0.2317516537427252,5,0.2813862504212365,5
youtube,-0.04866519659756896,0.314940238967841,13,0.36360543556541,12
two,-0.04627173049769917,0.2663966062510311,4,0.3126683367487303,4
what,-0.0462271372603448,0.1730796907983768,3,0.2193068280587216,3
1,-0.046221525312227896,0.2679214135403094,4,0.3141429388525373,4
up,-0.04550933235615212,0.2947488073899957,11,0.3402581397461478,10
guy,-0.045472515500574684,0.2899979514644913,4,0.335470466965066,4
she,-0.04506546977351239,0.2191031989488727,3,0.2641686687223851,3
look,-0.04484911488543741,0.2269919778096086,3,0.271841092695046,3
being,-0.044714211948322286,0.2318203242993259,3,0.2765345362476482,3
dont,-0.044576638541046126,0.2366762543398984,3,0.2812528928809445,3
tv,-0.04379108544638899,0.2632174486450922,3,0.3070085340914812,3
bus,-0.043340429692105886,0.3471859370696953,4,0.3905263667618012,4
know,-0.043148497093231986,0.1587962067735355,2,0.2019447038667675,2
how,-0.04314449037565801,0.158992041684454,2,0.202136532060112,2
then,-0.0429625566903912,0.1677396492528944,2,0.2107022059432856,2
school,-0.04295315595166102,0.1681842162275222,2,0.2111373721791832,2
us,-0.042823726809729984,0.1742347423813183,2,0.2170584691910483,2
few,-0.04280785756174921,0.1749678083709206,2,0.2177756659326698,2
race,-0.04274782786352929,0.1777240426230754,2,0.2204718704866047,2
too,-0.04271379277818679,0.1792751591521205,2,0.2219889519303073,2
need,-0.042500792615120075,0.1888008885824687,2,0.2313016811975888,2
same,-0.042444866446177704,0.1912524504719173,2,0.233697316918095,2
live,-0.0423405451547495,0.1957733385489826,2,0.2381138837037321,2
off,-0.04221826604410639,0.2009894874088886,2,0.243207753452995,2
world,-0.04220967852152882,0.2013525558852028,2,0.2435622344067316,2
right,-0.04218356216709079,0.2024541493902271,2,0.2446377115573179,2
beat,-0.04199891526082117,0.3177624856683398,3,0.359761400929161,3
ago,-0.04198405886719642,0.210745547060108,2,0.2527296059273044,2
seen,-0.041796305185209326,0.2183592473433349,2,0.2601555525285442,2
name,-0.0414895842030957,0.2304348414580508,2,0.2719244256611465,2
may,-0.04139620362034782,0.2340279897140796,2,0.2754241933344274,2
hard,-0.04106855200271867,0.2463523673751253,2,0.287420919377844,2
lol,-0.0410477491427472,0.2471206667624575,2,0.2881684159052047,2
girls,-0.04093857797521405,0.2511261608918414,2,0.2920647388670555,2
goes,-0.04074296786828091,0.2581955298543221,2,0.298938497722603,2
gun,-0.040604456071623385,0.2631214402474166,2,0.30372589631904,2
posted,-0.040513948475400685,0.2663058180806017,2,0.3068197665560024,2
dating,-0.040395165532004895,0.3613647665531845,3,0.4017599320851894,3
street,-0.04027566674732069,0.274565108272748,2,0.3148407750200687,2
white,-0.03991953944139387,0.4228155381148455,44,0.4627350775562394,35
morning,-0.039733570533913076,0.2927337576715141,2,0.3324673282054272,2
sitting,-0.03955576920947673,0.2985196401905322,2,0.3380754094000089,2
other,-0.0391565207252139,0.1097307045949827,1,0.1488872253201966,1
were,-0.039146808081570394,0.110390588635914,1,0.1495373967174844,1
towards,-0.039109858562678124,0.3126875808546768,2,0.3517974394173549,2
attacked,-0.03901884862855848,0.3155222705253469,2,0.3545411191539054,2
into,-0.038846883134661586,0.1298651461916134,1,0.168712029326275,1
over,-0.038846883134661586,0.1298651461916134,1,0.168712029326275,1
hope,-0.038635364723545784,0.1426891952367204,1,0.1813245599602662,1
take,-0.03855397375194339,0.1474521612725079,1,0.1860061350244513,1
ever,-0.0385205859483993,0.1493804984178831,1,0.1879010843662824,1
which,-0.038485914137234595,0.1513678189684296,1,0.1898537331056642,1
area,-0.03836515489564199,0.1581737219319172,1,0.1965388768275592,1
nothing,-0.0382982563273124,0.1618702561797252,1,0.2001685125070376,1
saw,-0.0382982563273124,0.1618702561797252,1,0.2001685125070376,1
yes,-0.03826290911315808,0.1638031189977771,1,0.2020660281109352,1
use,-0.038253859122136996,0.1642957890367795,1,0.2025496481589165,1
person,-0.03817813265422981,0.1683838768580342,1,0.206562009512264,1
hate,-0.03815821001262809,0.1694494079794657,1,0.2076076179920938,1
bad,-0.03815821001262809,0.1694494079794657,1,0.2076076179920938,1
town,-0.03810648950673409,0.1721967210976735,1,0.2103032106044076,1
please,-0.03810648950673409,0.1721967210976735,1,0.2103032106044076,1
again,-0.03810648950673409,0.1721967210976735,1,0.2103032106044076,1
give,-0.0380629883072128,0.1744867950468171,1,0.2125497833540299,1
god,-0.0380629883072128,0.1744867950468171,1,0.2125497833540299,1
things,-0.03802901191539601,0.1762626439270223,1,0.2142916558424183,1
high,-0.03796956906794541,0.1793432229813598,1,0.2173127920493052,1
american,-0.03795722761948292,0.1799786891006271,1,0.21793591672011,1
half,-0.03778064930794131,0.1889223384755163,1,0.2267029877834576,1
couple,-0.037765647946252895,0.1896698122031279,1,0.2274354601493808,1
says,-0.037765647946252895,0.1896698122031279,1,0.2274354601493808,1
least,-0.0377504142686369,0.1904269528504495,1,0.2281773671190864,1
real,-0.0376705046230158,0.1943676691782759,1,0.2320381738012917,1
beautiful,-0.03765371819438082,0.1951890027487478,1,0.2328427209431286,1
state,-0.0376015870260146,0.1977256929881952,1,0.2353272800142098,1
iowa,-0.03739836257928403,0.3632105726832697,2,0.4006089352625537,2
gets,-0.03738317255892762,0.2081334940260691,1,0.2455166665849967,1
french,-0.037337822849682206,0.2102520279260342,1,0.2475898507757164,1
9,-0.037337822849682206,0.2102520279260342,1,0.2475898507757164,1
wanted,-0.037337822849682206,0.2102520279260342,1,0.2475898507757164,1
talking,-0.03731436394068913,0.2113424373343077,1,0.2486568012749968,1
don,-0.03731436394068913,0.2113424373343077,1,0.2486568012749968,1
stand,-0.03721471245413549,0.2159337288168668,1,0.2531484412710023,1
gone,-0.0371882006008509,0.2171443684458382,1,0.2543325690466891,1
several,-0.037160983334823816,0.2183825773776606,1,0.2555435607124844,1
dead,-0.037104279595624595,0.2209473532597341,1,0.2580516328553587,1
detrimental,-0.03703618647915302,0.3732382173665531,2,0.4102744038457061,2
example,-0.037012889354677836,0.2250397394830015,1,0.2620526288376793,1
type,-0.037012889354677836,0.2250397394830015,1,0.2620526288376793,1
sister,-0.03691261178576119,0.2294733822718664,1,0.2663859940576276,1
id,-0.0368769050642587,0.2310382092147283,1,0.267915114278987,1
sounds,-0.0368769050642587,0.2310382092147283,1,0.267915114278987,1
according,-0.03680158269130482,0.2343158808883137,1,0.2711174635796185,1
early,-0.03680158269130482,0.2343158808883137,1,0.2711174635796185,1
large,-0.03680158269130482,0.2343158808883137,1,0.2711174635796185,1
phone,-0.03680158269130482,0.2343158808883137,1,0.2711174635796185,1
whatever,-0.0367617727823526,0.2360356997457938,1,0.2727974725281464,1
to,-0.036655017449706784,0.3339476688729946,46,0.3706026863227014,35
met,-0.03658535924999262,0.2435564474808778,1,0.2801418067308704,1
drink,-0.03658535924999262,0.2435564474808778,1,0.2801418067308704,1
nationalism,-0.03658535924999262,0.2435564474808778,1,0.2801418067308704,1
x202a,-0.03658535924999262,0.2435564474808778,1,0.2801418067308704,1
babies,-0.03658535924999262,0.2435564474808778,1,0.2801418067308704,1
x202c,-0.03658535924999262,0.2435564474808778,1,0.2801418067308704,1
pick,-0.0365361862513294,0.2456244844309026,1,0.282160670682232,1
strong,-0.0365361862513294,0.2456244844309026,1,0.282160670682232,1
cpamikei,-0.03653279804161491,0.3868467964999317,2,0.4233795945415466,2
nearly,-0.03648459703179552,0.2477813263045458,1,0.2842659233363413,1
rlm,-0.03648459703179552,0.2477813263045458,1,0.2842659233363413,1
stories,-0.03648459703179552,0.2477813263045458,1,0.2842659233363413,1
sub,-0.03648459703179552,0.2477813263045458,1,0.2842659233363413,1
kick,-0.03648459703179552,0.2477813263045458,1,0.2842659233363413,1
situation,-0.03637314740858627,0.252397129574287,1,0.2887702769828733,1
stopped,-0.03637314740858627,0.252397129574287,1,0.2887702769828733,1
angry,-0.0363126679003411,0.254877594461359,1,0.2911902623617001,1
cop,-0.0363126679003411,0.254877594461359,1,0.2911902623617001,1
fox,-0.0363126679003411,0.254877594461359,1,0.2911902623617001,1
hold,-0.0363126679003411,0.254877594461359,1,0.2911902623617001,1
room,-0.036248513292309825,0.257490555772244,1,0.2937390690645538,1
crimes,-0.0361802138998123,0.2602521447364221,1,0.2964323586362344,1
2011,-0.03610720364711961,0.2631817065597794,1,0.299288910206899,1
your,-0.036060415690849695,0.2327368407654514,7,0.2687972564563011,6
yesterday,-0.036028791688779704,0.26630272666862,1,0.3023315183573997,1
racially,-0.036028791688779704,0.26630272666862,1,0.3023315183573997,1
75,-0.036028791688779704,0.26630272666862,1,0.3023315183573997,1
original,-0.035751402406129895,0.2771427067914289,1,0.3128941091975588,1
saturday,-0.035751402406129895,0.2771427067914289,1,0.3128941091975588,1
range,-0.035751402406129895,0.2771427067914289,1,0.3128941091975588,1
drop,-0.035751402406129895,0.2771427067914289,1,0.3128941091975588,1
murders,-0.035640154837483284,0.2814062261274951,1,0.3170463809649784,1
beast,-0.035640154837483284,0.2814062261274951,1,0.3170463809649784,1
beating,-0.035640154837483284,0.2814062261274951,1,0.3170463809649784,1
27,-0.035640154837483284,0.2814062261274951,1,0.3170463809649784,1
vs,-0.035640154837483284,0.2814062261274951,1,0.3170463809649784,1
la,-0.035515927483395604,0.2861132871052471,1,0.3216292145886427,1
mob,-0.03537529736535838,0.2913756775094773,1,0.3267509748748357,1
nigerian,-0.03537529736535838,0.2913756775094773,1,0.3267509748748357,1
release,-0.035022146829440215,0.304298067154123,1,0.3393202139835632,1
kevin,-0.035022146829440215,0.304298067154123,1,0.3393202139835632,1
elderly,-0.035022146829440215,0.304298067154123,1,0.3393202139835632,1
forces,-0.035022146829440215,0.304298067154123,1,0.3393202139835632,1
corner,-0.035022146829440215,0.304298067154123,1,0.3393202139835632,1
ballistic,-0.03478909344952058,0.3126111926952041,1,0.3474002861447247,1
injured,-0.03478909344952058,0.3126111926952041,1,0.3474002861447247,1
throws,-0.03478909344952058,0.3126111926952041,1,0.3474002861447247,1
wasting,-0.03478909344952058,0.3126111926952041,1,0.3474002861447247,1
seat,-0.03478909344952058,0.3126111926952041,1,0.3474002861447247,1
patient,-0.03478909344952058,0.3126111926952041,1,0.3474002861447247,1
lawyer,-0.03478909344952058,0.3126111926952041,1,0.3474002861447247,1
ham,-0.03478909344952058,0.3126111926952041,1,0.3474002861447247,1
anthropology,-0.034490240249655635,0.3230399515735919,1,0.3575301918232475,1
spending,-0.034490240249655635,0.3230399515735919,1,0.3575301918232475,1
reporter,-0.034490240249655635,0.3230399515735919,1,0.3575301918232475,1
southeast,-0.034490240249655635,0.3230399515735919,1,0.3575301918232475,1
fu,-0.034490240249655635,0.3230399515735919,1,0.3575301918232475,1
des,-0.034490240249655635,0.3230399515735919,1,0.3575301918232475,1
kung,-0.034490240249655635,0.3230399515735919,1,0.3575301918232475,1
gray,-0.034490240249655635,0.3230399515735919,1,0.3575301918232475,1
05,-0.0340725422335611,0.3372124111225044,1,0.3712849533560655,1
semen,-0.0340725422335611,0.3372124111225044,1,0.3712849533560655,1
chants,-0.0340725422335611,0.3372124111225044,1,0.3712849533560655,1
passenger,-0.0340725422335611,0.3372124111225044,1,0.3712849533560655,1
drove,-0.0340725422335611,0.3372124111225044,1,0.3712849533560655,1
supermarket,-0.0340725422335611,0.3372124111225044,1,0.3712849533560655,1
punches,-0.0340725422335611,0.3372124111225044,1,0.3712849533560655,1
65,-0.0340725422335611,0.3372124111225044,1,0.3712849533560655,1
moines,-0.0340725422335611,0.3372124111225044,1,0.3712849533560655,1
liquid,-0.0340725422335611,0.3372124111225044,1,0.3712849533560655,1
latimes,-0.0340725422335611,0.3372124111225044,1,0.3712849533560655,1
for,-0.03363104589358945,0.3315592361261139,27,0.3651902820197033,21
sedan,-0.03336947663503431,0.36011354969971,1,0.3934830263347443,1
robber,-0.03336947663503431,0.36011354969971,1,0.3934830263347443,1
penalty2,-0.03336947663503431,0.36011354969971,1,0.3934830263347443,1
84th,-0.03336947663503431,0.36011354969971,1,0.3934830263347443,1
soap,-0.03336947663503431,0.36011354969971,1,0.3934830263347443,1
coma,-0.03336947663503431,0.36011354969971,1,0.3934830263347443,1
sprays,-0.03336947663503431,0.36011354969971,1,0.3934830263347443,1
communicating,-0.03336947663503431,0.36011354969971,1,0.3934830263347443,1
difuses,-0.03336947663503431,0.36011354969971,1,0.3934830263347443,1
wuz,-0.03336947663503431,0.36011354969971,1,0.3934830263347443,1
cokes,-0.03336947663503431,0.36011354969971,1,0.3934830263347443,1
boulevard,-0.03336947663503431,0.36011354969971,1,0.3934830263347443,1
2010apr02,-0.03336947663503431,0.36011354969971,1,0.3934830263347443,1
harvard,-0.03336947663503431,0.36011354969971,1,0.3934830263347443,1
5824772,-0.03336947663503431,0.36011354969971,1,0.3934830263347443,1
mace,-0.03336947663503431,0.36011354969971,1,0.3934830263347443,1
lapd,-0.03336947663503431,0.36011354969971,1,0.3934830263347443,1
mugger,-0.03336947663503431,0.36011354969971,1,0.3934830263347443,1
by,-0.03259760361707742,0.3047146125608748,11,0.3373122161779522,9
black,-0.02880199999320071,0.390742846191675,22,0.4195448461848757,17
be,-0.026729948957304128,0.2391817859156959,9,0.265911734873,7
com,-0.026190755464280374,0.2437669391441822,5,0.2699576946084626,4
but,-0.0220988359844298,0.2276078235158934,8,0.2497066595003232,6
at,-0.02182934723345792,0.2439028168880399,8,0.2657321641214978,6
go,-0.019086806715640614,0.2229061884830973,4,0.2419929951987379,3
you,-0.018953786436918002,0.2377612309121577,14,0.2567150173490757,10
http,-0.018889422417908308,0.236975064661607,4,0.2558644870795153,3
an,-0.018719792038512706,0.3118073633333409,11,0.3305271553718536,8
re,-0.018650632964231917,0.2534928591536116,4,0.2721434921178435,3
in,-0.018059563835713666,0.3703491816049103,45,0.388408745440624,31
murder,-0.017508753678938282,0.3262258508665141,4,0.3437346045454524,3
shot,-0.017393078603693213,0.3331084021514832,4,0.3505014807551764,3
with,-0.01618013245054728,0.3416926642196279,23,0.3578727966701752,16
was,-0.013465348771507013,0.3204942607335704,19,0.3339596095050774,13
my,-0.00918188544354892,0.2315671846416155,9,0.2407490700851644,6
here,-0.00832318493381301,0.2373869956081838,6,0.2457101805419968,4
than,-0.0074476123146281215,0.2103280536180417,3,0.2177756659326698,2
down,-0.0073418416496209005,0.2239598395479679,3,0.2313016811975888,2
3,-0.007094602119193882,0.2554294293403066,3,0.2625240314595005,2
while,-0.007090726940805203,0.2559183846057588,3,0.263009111546564,2
girl,-0.007010136358219066,0.2660576579055942,3,0.2730677942638133,2
story,-0.006976443280639566,0.2702801931815884,3,0.277256636462228,2
asian,-0.006836587760686408,0.2877053823770273,3,0.2945419701377137,2
cause,-0.006822630504080329,0.2894354674588894,3,0.2962580979629697,2
force,-0.006604442389015086,0.316276122198467,3,0.3228805645874821,2
car,-0.0065922688925744155,0.3177624856683398,3,0.3243547545609142,2
21,-0.0064946671155248215,0.3296377112947106,3,0.3361323784102354,2
gang,-0.0064255075078359924,0.3380079036489193,3,0.3444334111567553,2
wiggers,-0.006316342193675606,0.3511461155140161,3,0.3574624577076917,2
they,-0.004183407590303806,0.2252571505226064,11,0.2294405581129102,7
as,-0.003884818388856126,0.2649406183048675,11,0.2688254366937236,7
just,-0.0017970969836541006,0.2434112170903482,8,0.2452083140740023,5
some,-0.0016304330570215964,0.2719928637942885,8,0.2736232968513101,5
we,0.0021275763387154922,0.1852752383668359,5,0.1831476620281204,3
can,0.002238600632553406,0.2123718084749444,5,0.210133207842391,3
our,0.002278270036670693,0.2228684040353039,5,0.2205901339986332,3
should,0.00238321797239055,0.2534524396191282,5,0.2510692216467377,3
way,0.002418716737359383,0.2649981923390264,5,0.262579475601667,3
another,0.002511696153989995,0.2996527038387512,5,0.2971410076847612,3
women,0.0025333026683895254,0.309006732257321,5,0.3064734295889315,3
the,0.004516069344847495,0.3588695502402809,63,0.3543534808954334,38
and,0.006372943266026276,0.3788076357599954,57,0.3724346924939691,34
have,0.013770992770202384,0.2238840501621546,11,0.2101130573919522,6
it,0.014957649452849386,0.2690486981732047,20,0.2540910487203553,11
bautista,0.01570802554330558,0.3732382173665531,2,0.3575301918232475,1
kills,0.015810286538544993,0.3632105726832697,2,0.3474002861447247,1
boyfriend,0.016049782335391893,0.3376789969240346,2,0.3216292145886427,1
whitey,0.016124221319964716,0.3290183305175235,2,0.3128941091975588,1
ran,0.01625522221844239,0.3126875808546768,2,0.2964323586362344,1
2010,0.01631205638105504,0.3050823333639283,2,0.2887702769828733,1
grow,0.016398693644919693,0.2927337576715141,2,0.2763350640265944,1
alot,0.016443416063145144,0.2859346151985566,2,0.2694911991354115,1
o,0.016497869832155898,0.2771826581107651,2,0.2606847882786092,1
15,0.016497869832155898,0.2771826581107651,2,0.2606847882786092,1
brother,0.01652088426057652,0.2733036481958138,2,0.2567827639352373,1
month,0.01652088426057652,0.2733036481958138,2,0.2567827639352373,1
march,0.0165545329996466,0.2674103918451607,2,0.2508558588455141,1
dark,0.016560663154114724,0.2663058180806017,2,0.249745154926487,1
p,0.016578023763805128,0.2631214402474166,2,0.2465434164836115,1
20,0.01658881637868992,0.2610976362567721,2,0.2445088198780822,1
proud,0.016603966345962284,0.2581955298543221,2,0.2415915635083598,1
stuff,0.016608762221593687,0.2572611579174743,2,0.2406523956958806,1
london,0.016622457469327473,0.2545489413193411,2,0.2379264838500136,1
seems,0.016622457469327473,0.2545489413193411,2,0.2379264838500136,1
kid,0.01664710580524728,0.2494898267483759,2,0.2328427209431286,1
told,0.016658246860098397,0.2471206667624575,2,0.2304624199023591,1
week,0.0166993653356646,0.2378536291546162,2,0.2211542638189516,1
once,0.016710107029454885,0.2352757846073835,2,0.2185656775779286,1
racist,0.016710107029454885,0.2352757846073835,2,0.2185656775779286,1
wonder,0.0167126746667266,0.2346485913868366,2,0.21793591672011,1
big,0.016717677180356605,0.2334138313347398,2,0.2166961541543832,1
love,0.01672486577261481,0.2316086079124438,2,0.214883742139829,1
ca,0.0167271821032704,0.2310188379456887,2,0.2142916558424183,1
sure,0.01674838235791601,0.2254198975429873,2,0.2086715151850713,1
try,0.01675959841572261,0.2222936207162939,2,0.2055340223005713,1
does,0.016793310478268902,0.2120236008884998,2,0.1952302904102309,1
come,0.016802085323946003,0.2090807572403551,2,0.1922786719164091,1
much,0.01683606810959601,0.1961084313492172,2,0.1792723632396212,1
anyone,0.016838370403616187,0.1951082341479919,2,0.1782698637443757,1
ve,0.0168512381723665,0.1891024579703356,2,0.1722512197979691,1
new,0.01688395401693249,0.1675184086751273,2,0.1506344546581948,1
crime,0.01857280531734301,0.2983672048434735,4,0.2797943995261305,2
against,0.018686513176558894,0.2831748568984736,4,0.2644883437219147,2
had,0.018996946594813408,0.2284097164251913,4,0.2094127698303779,2
when,0.019097050161395596,0.1999092768101535,4,0.1808122266487579,2
video,0.0202377498413554,0.2900009226993961,6,0.2697631728580407,3
because,0.0203582530910133,0.2741259699445392,6,0.2537677168535259,3
time,0.020406357004139813,0.2672019525412687,6,0.2467955955371289,3
from,0.022858576848759832,0.2701398809080304,10,0.2472813040592706,5
t,0.022942912933470394,0.2586096713452163,10,0.2356667584117459,5
are,0.024151296558363594,0.2316742971974336,12,0.20752300063907,6
i,0.03254888572835807,0.295567463264807,36,0.2630185775364489,18
one,0.03347442333315459,0.2951037942797582,11,0.2616293709466036,5
there,0.03379926181106471,0.2726426496082877,11,0.238843387797223,5
or,0.03381112657128191,0.2717595748927627,11,0.2379484483214808,5
all,0.033960677844307424,0.2601551760432657,11,0.2261944981989583,5
that,0.03422464402293529,0.310214799522684,25,0.2759901554997487,12
is,0.03469087235594798,0.3058386203372156,27,0.2711477479812676,13
www,0.036241527797204104,0.2717714845501159,7,0.2355299567529118,3
no,0.03645871544520912,0.2567617574218398,7,0.2203030419766307,3
will,0.03679363599724739,0.2300948209261543,7,0.1933011849289069,3
do,0.0368936318452201,0.2209385979667487,7,0.1840449661215286,3
of,0.03747578438903981,0.3475771097262986,43,0.3101013253372588,21
am,0.04004315280174539,0.2704685278610934,5,0.230425375059348,2
never,0.04008628723635099,0.267950419484163,5,0.227864132247812,2
where,0.0401092928394354,0.2665921086813997,5,0.2264828158419643,2
he,0.04567644043945379,0.3084618881150673,10,0.2627854476756135,4
like,0.045730645072251275,0.34745687020368,21,0.3017262251314287,9
more,0.045929479948019714,0.2976759238705927,10,0.251746443922573,4
blacks,0.04941872540946218,0.3168861334131326,8,0.2674674080036704,3
killing,0.04980302225162481,0.3192942213870363,3,0.2694911991354115,1
been,0.0499706897101784,0.2959424613155353,8,0.2459717716053569,3
30,0.05036636534363767,0.2990231666186345,3,0.2486568012749968,1
reason,0.050592570406467224,0.2903214255650696,3,0.2397288551586024,1
true,0.0506371283600425,0.2885636122100561,3,0.2379264838500136,1
full,0.0506371283600425,0.2885636122100561,3,0.2379264838500136,1
attack,0.05076080044756717,0.2836035213906958,3,0.2328427209431286,1
hi,0.05076080044756717,0.2836035213906958,3,0.2328427209431286,1
makes,0.05076080044756717,0.2836035213906958,3,0.2328427209431286,1
6,0.05076080044756717,0.2836035213906958,3,0.2328427209431286,1
color,0.05079905896128881,0.282043909994647,3,0.2312448510333582,1
nice,0.050906205510471314,0.2776091932939289,3,0.2267029877834576,1
hey,0.050987831061526295,0.2741613904874779,3,0.2231735594259516,1
came,0.05104879183284261,0.2715451449943732,3,0.2204963531615306,1
after,0.05156626865509398,0.2476659119336118,3,0.1960996432785178,1
really,0.05160029411498021,0.245973084782927,3,0.1943727906679468,1
first,0.051852507874759396,0.2328305318635216,3,0.1809780239887622,1
most,0.051889124159519295,0.2308256182013053,3,0.178936494041786,1
around,0.05209337819110141,0.2191031989488727,3,0.1670098207577713,1
say,0.0522428332787255,0.2098453571922226,3,0.1576025239134971,1
only,0.0523436792801133,0.2031996025472154,3,0.1508559232671021,1
n,0.05755089793555537,0.2727314929275669,11,0.2151805949920115,4
s,0.0671199270377254,0.3237003017760234,22,0.256580374738298,8
accused,0.07239248788151165,0.3852865970790704,4,0.3128941091975588,1
charged,0.07454139566192142,0.3440325947973329,4,0.2694911991354115,1
