word,npmi-bias,he-npmi,he-count,their-npmi,their-count
date,-0.04615742994650329,0.1872536620266978,1,0.2334110919732011,4
arms,-0.04597863208587899,0.1954253217553395,1,0.2414039538412185,4
being,-0.04587630645235172,0.1761176566372516,4,0.2219939630896033,14
monkey,-0.04575673772182187,0.2052057148099754,1,0.2509624525317973,4
thing,-0.0456379760011609,0.1874104319877782,4,0.2330484079889391,14
get,-0.045099980581492366,0.2107767598371156,12,0.255876740418608,38
every,-0.044195448528231096,0.2023031338207952,6,0.2464985823490263,20
think,-0.044155109797243575,0.2051914175092283,8,0.2493465273064719,26
home,-0.04349490251074978,0.2291642487050512,7,0.272659151215801,23
of,-0.042110173204216006,0.3190170936566082,91,0.3611272668608242,240
live,-0.04178343924746589,0.1208540626737509,2,0.1626375019212168,7
best,-0.041068073289422385,0.1666764954370398,2,0.2077445687264622,7
believe,-0.04104292429079531,0.1681150362466927,2,0.209157960537488,7
teachers,-0.04087369958407372,0.177562498760735,2,0.2184361983448087,7
front,-0.04084189141259492,0.1792955852167742,2,0.2201374766293691,7
good,-0.0406506738561587,0.1880003629706798,8,0.2286510368268385,25
com,-0.04052145238803399,0.1154258830699894,3,0.1559473354580234,10
n,-0.0401263124190914,0.2173676111503682,17,0.2574939235694596,50
been,-0.03987813775308388,0.1782588910259426,6,0.2181370287790265,19
any,-0.03979152702845559,0.1504602816662984,4,0.190251808694754,13
jews,-0.039156256614253815,0.235335439391138,7,0.2744916960053918,22
someone,-0.03898378624747301,0.1966753080076791,4,0.2356590942551521,13
in,-0.03870488766335212,0.3068139413991058,76,0.3455188290624579,199
by,-0.03765214474311859,0.2307237338936239,14,0.2683758786367425,41
t,-0.03701510790552917,0.226015552872284,19,0.2630306607778132,54
off,-0.0356232292323746,0.2400178251332915,8,0.2756410543656661,24
all,-0.03445901463926637,0.2516763394157666,26,0.286135354055033,71
for,-0.033753735169049504,0.2682361341607829,43,0.3019898693298324,113
little,-0.0331554214987968,0.2101268564651671,5,0.2432822779639639,15
country,-0.03167735043183148,0.2345049011799161,8,0.2661822516117476,23
against,-0.030813399739268804,0.1797485941312298,3,0.2105619938704986,9
help,-0.030556602270946115,0.1973163724434777,3,0.2278729747144238,9
make,-0.03054363305842392,0.2199177681936865,7,0.2504614012521104,20
government,-0.030512799058227402,0.200195138379056,3,0.2307079374372834,9
town,-0.029206253839420188,0.1533273618275327,2,0.1825336156669529,6
group,-0.029199522093930008,0.1539015042924291,2,0.1831010263863591,6
must,-0.029142588331463798,0.158696829921797,2,0.1878394182532608,6
least,-0.02897966587415468,0.1718703412080863,2,0.200850007082241,6
students,-0.028769792361601404,0.1878083830693084,2,0.2165781754309098,6
crap,-0.028755764703985304,0.1888372308782339,2,0.2175929955822192,6
face,-0.028726740071653406,0.1909526217506602,2,0.2196793618223136,6
age,-0.028664391476907303,0.1954375076504655,2,0.2241018991273728,6
force,-0.02843051203800681,0.2116021254214722,2,0.240032637459479,6
works,-0.02840669174560162,0.2131948591881654,2,0.241601550933767,6
evil,-0.028356345620347112,0.2165310942837593,2,0.2448874399041064,6
1,-0.02698552564300201,0.0832299992270129,1,0.1102155248700149,3
will,-0.02688032919393199,0.2309496408068444,18,0.2578299700007764,47
since,-0.02681790483073089,0.1054145089888328,1,0.1322324138195637,3
music,-0.02674985658373831,0.1135982153697986,1,0.1403480719535369,3
living,-0.026681037677713793,0.1214932470685176,1,0.1481742847462314,3
attack,-0.026622312894199,0.1279640196191445,1,0.1545863325133435,3
true,-0.026572052819285014,0.1333275565200254,1,0.1598996093393104,3
alone,-0.02656306184877011,0.1342711901562243,1,0.1608342520049944,3
blue,-0.02653489718550911,0.1371975268438515,1,0.1637324240293606,3
picture,-0.026525084804638305,0.1382067522017294,1,0.1647318370063677,3
lots,-0.026525084804638305,0.1382067522017294,1,0.1647318370063677,3
comes,-0.0264610880640766,0.1446652913734118,1,0.1711263794374884,3
sf,-0.0264610880640766,0.1446652913734118,1,0.1711263794374884,3
stand,-0.026412666057706174,0.1494180136529049,1,0.1758306797106111,3
races,-0.026399706157855307,0.1506716419301829,1,0.1770713480880382,3
earth,-0.02634387061477869,0.1559885191897013,1,0.18233238980448,3
eat,-0.02634387061477869,0.1559885191897013,1,0.18233238980448,3
kill,-0.02634387061477869,0.1559885191897013,1,0.18233238980448,3
words,-0.026313219556133388,0.1588516959120974,1,0.1851649154682308,3
dumb,-0.026297111299601883,0.1603413215322604,1,0.1866384328318623,3
disgusting,-0.026297111299601883,0.1603413215322604,1,0.1866384328318623,3
list,-0.02628043611634981,0.1618727247361693,1,0.1881531608525191,3
fighting,-0.02628043611634981,0.1618727247361693,1,0.1881531608525191,3
bit,-0.02628043611634981,0.1618727247361693,1,0.1881531608525191,3
sisters,-0.026245228955674993,0.1650714711739678,1,0.1913167001296428,3
reading,-0.026245228955674993,0.1650714711739678,1,0.1913167001296428,3
within,-0.02622660865707349,0.1667447869857026,1,0.1929713956427761,3
hours,-0.02622660865707349,0.1667447869857026,1,0.1929713956427761,3
west,-0.02622660865707349,0.1667447869857026,1,0.1929713956427761,3
however,-0.0262072435867782,0.1684719010074631,1,0.1946791445942413,3
lost,-0.0262072435867782,0.1684719010074631,1,0.1946791445942413,3
early,-0.0262072435867782,0.1684719010074631,1,0.1946791445942413,3
seem,-0.0261870763654114,0.1702566504369363,1,0.1964437268023477,3
simply,-0.026166042803492412,0.1721033076466162,1,0.1982693504501086,3
below,-0.02614407078427558,0.1740166493297413,1,0.2001607201140169,3
happens,-0.02614407078427558,0.1740166493297413,1,0.2001607201140169,3
facebook,-0.026121078908182604,0.1760020400449241,1,0.2021231189531067,3
throw,-0.026096974835117498,0.1780655339314804,1,0.2041625087665979,3
drink,-0.026096974835117498,0.1780655339314804,1,0.2041625087665979,3
sitting,-0.0260716532401796,0.1802139995771872,1,0.2062856528173668,3
pick,-0.0260716532401796,0.1802139995771872,1,0.2062856528173668,3
eating,-0.0260716532401796,0.1802139995771872,1,0.2062856528173668,3
humans,-0.026044993269381977,0.1824552746959061,1,0.2085002679652881,3
wp,-0.026044993269381977,0.1824552746959061,1,0.2085002679652881,3
muslims,-0.026016855341218198,0.1847983596268498,1,0.210815214968068,3
worst,-0.026016855341218198,0.1847983596268498,1,0.210815214968068,3
average,-0.025987077081474297,0.1872536620266978,1,0.2132407391081721,3
13,-0.025987077081474297,0.1872536620266978,1,0.2132407391081721,3
experience,-0.025955468093491002,0.1898333100014528,1,0.2157887780949438,3
grade,-0.02592180313949738,0.1925515581348793,1,0.2184733612743767,3
fall,-0.0258858131165782,0.1954253217553395,1,0.2213111348719177,3
false,-0.0258858131165782,0.1954253217553395,1,0.2213111348719177,3
putting,-0.0258858131165782,0.1954253217553395,1,0.2213111348719177,3
names,-0.0258858131165782,0.1954253217553395,1,0.2213111348719177,3
usual,-0.025805484751890206,0.2017249076957935,1,0.2275303924476837,3
laughing,-0.025805484751890206,0.2017249076957935,1,0.2275303924476837,3
authorities,-0.02571085995188299,0.2089552952680086,1,0.2346661552198916,3
carrying,-0.02571085995188299,0.2089552952680086,1,0.2346661552198916,3
whitey,-0.025656497705645986,0.2130221037729962,1,0.2386786014786422,3
vile,-0.025656497705645986,0.2130221037729962,1,0.2386786014786422,3
goyim,-0.025596111071933297,0.2174693650254091,1,0.2430654760973424,3
handed,-0.025450959555360586,0.2278770964950076,1,0.2533280560503682,3
watch,-0.024947968487765593,0.1747476949277644,4,0.19969566341553,11
tell,-0.02445444797232768,0.2147298147824867,4,0.2391842627548144,11
or,-0.024089681181117095,0.2495235482573121,23,0.2736132294384292,58
much,-0.0235845375292989,0.2096529091548148,6,0.2332374466841137,16
that,-0.021973835820194576,0.3028621838072919,60,0.3248360196274865,143
only,-0.021503087957049083,0.2368843237796826,11,0.2583874117367317,28
read,-0.021267919751517206,0.1751752354736034,3,0.1964431552251206,8
actually,-0.0211546692094286,0.1864189774357781,3,0.2075736466452067,8
find,-0.020828900658460797,0.1897398762893147,5,0.2105687769477755,13
way,-0.018665439441639425,0.2213519120831723,8,0.2400173515248117,20
around,-0.0186474378159944,0.223001355238971,8,0.2416487930549654,20
world,-0.01681304305696571,0.1807754121735431,4,0.1975884552305088,10
school,-0.016559072563974014,0.245762252299744,12,0.262321324863718,29
money,-0.01650047611043301,0.2160162220575436,4,0.2325166981679766,10
well,-0.015719284321146804,0.2025393912991246,7,0.2182586756202714,17
about,-0.01558903895367264,0.2679674567428005,23,0.2835564956964731,54
because,-0.01540638647845649,0.2791726611453676,16,0.2945790476238241,38
im,-0.015347343637080124,0.1338091862028425,2,0.1491565298399226,5
another,-0.015281241107708482,0.1442942208639418,2,0.1595754619716503,5
hate,-0.015240499124163892,0.1505333165098281,2,0.165773815633992,5
yeah,-0.015012107320122814,0.1829248317824779,2,0.1979369391026007,5
guys,-0.015005026802736299,0.1838688748193491,2,0.1988739016220854,5
pride,-0.014967367457714015,0.1888372308782339,2,0.2038045983359479,5
turn,-0.014959340225255913,0.1898850542052856,2,0.2048443944305415,5
job,-0.014959340225255913,0.1898850542052856,2,0.2048443944305415,5
either,-0.014942732729220698,0.1920407509762043,2,0.206983483705425,5
talking,-0.014934135878758914,0.1931503123652337,2,0.2080844482439926,5
article,-0.014877829888695487,0.2003145023630354,2,0.2151923322517309,5
knows,-0.014834872598954107,0.2056655459948584,2,0.2205004185938125,5
sick,-0.014799055483955104,0.2100554752805851,2,0.2248545307645402,5
bunch,-0.014799055483955104,0.2100554752805851,2,0.2248545307645402,5
laugh,-0.0147863129280017,0.2116021254214722,2,0.2263884383494739,5
hands,-0.0147863129280017,0.2116021254214722,2,0.2263884383494739,5
action,-0.014773123422492623,0.2131948591881654,2,0.227967982610658,5
views,-0.01458624220075469,0.2349380858114451,2,0.2495243280121998,5
values,-0.014514302607725377,0.2429360261603897,2,0.2574503287681151,5
than,-0.013933064081075197,0.2141385972637255,8,0.2280716613448007,19
more,-0.013285796171915415,0.21908269325941,12,0.2323684894313254,28
we,-0.01326567050858829,0.2081836817200336,16,0.2214493522286219,37
and,-0.012500349456999071,0.3669835250093558,134,0.3794838744663549,294
you,-0.012068526915838595,0.2241099673571392,32,0.2361784942729778,72
to,-0.011276408004577188,0.3514753794923577,128,0.3627517874969349,279
not,-0.010542628898806305,0.2735757943163469,30,0.2841184232151532,67
point,-0.010357107090178896,0.2089234480155795,3,0.2192805551057584,7
having,-0.010323364783872191,0.2143023280298674,3,0.2246256928137396,7
funny,-0.010242452775222594,0.2268857074145697,3,0.2371281601897923,7
up,-0.009498873709228806,0.2681989987870025,22,0.2776978724962313,49
white,-0.00890467368656539,0.2657242016696104,36,0.2746288753561758,79
as,-0.00887413032459361,0.2473580749232725,24,0.2562322052478661,53
ll,-0.008034228192054793,0.1782268436906092,4,0.186261071882664,9
life,-0.007844047959220807,0.2160162220575436,4,0.2238602700167644,9
here,-0.007228953475059002,0.1950122911660209,10,0.2022412446410799,22
other,-0.007069657650719013,0.2258245137093504,10,0.2328941713600694,22
over,-0.005194254527448816,0.1990526717312369,6,0.2042469262586857,13
news,-0.005169948150490988,0.2050839150721779,6,0.2102538632226689,13
at,-0.004382873894246075,0.2621653549502092,24,0.2665482288444553,51
never,-0.0042964993499639,0.2123697878755924,7,0.2166662872255563,15
it,-0.004206794810045378,0.282676061060643,56,0.2868828558706884,118
some,-0.0040539547476313165,0.2467560713754371,16,0.2508100261230684,34
no,-0.001660816996450598,0.2243899847440016,13,0.2260508017404522,27
but,-0.0015409487659843735,0.2636441465050679,28,0.2651850952710523,58
with,-0.0011170614792918032,0.3137730160062972,47,0.314890077485589,97
https,0.0012327376152910102,0.0921615278613187,1,0.0909287902460277,2
org,0.0012447220272377019,0.1003187610200016,1,0.0990740389927639,2
please,0.0012503429400877036,0.1042458708178899,1,0.1029955278778022,2
days,0.0012633398648164013,0.1135982153697986,1,0.1123348755049822,2
death,0.0012800870562331007,0.1262792757529701,1,0.124999188696737,2
night,0.0012855437430868144,0.1305846688181157,1,0.1292991250750289,2
whole,0.0012878083416497932,0.1323989222436762,1,0.1311111139020264,2
000,0.0012901237209878014,0.1342711901562243,1,0.1329810664352365,2
st,0.0012986733625151847,0.1413450250196306,1,0.1400463516571154,2
9,0.0013012588812668091,0.1435369152639026,1,0.1422356563826358,2
near,0.001302578151301803,0.1446652913734118,1,0.14336271322211,2
dark,0.001303915932834021,0.1458165370096662,1,0.1445126210768322,2
tried,0.001309466290989908,0.1506716419301829,1,0.149362175639193,2
several,0.0013109076108900053,0.1519540008447359,1,0.1506430932338459,2
50,0.001312372171917403,0.1532665376034473,1,0.1519541654315299,2
scum,0.001312372171917403,0.1532665376034473,1,0.1519541654315299,2
ok,0.001312372171917403,0.1532665376034473,1,0.1519541654315299,2
street,0.0013138609520244038,0.1546108140414885,1,0.1532969530894641,2
minority,0.0013153749973766893,0.1559885191897013,1,0.1546731441923246,2
none,0.0013184834509814003,0.1588516959120974,1,0.157533212461116,2
walk,0.0013184834509814003,0.1588516959120974,1,0.157533212461116,2
football,0.0013200803580082077,0.1603413215322604,1,0.1590212411742522,2
holocaust,0.0013200803580082077,0.1603413215322604,1,0.1590212411742522,2
anymore,0.0013217075463491934,0.1618727247361693,1,0.1605510171898201,2
8,0.0013217075463491934,0.1618727247361693,1,0.1605510171898201,2
thousands,0.0013233665245528936,0.1634484939149016,1,0.1621251273903487,2
fast,0.0013233665245528936,0.1634484939149016,1,0.1621251273903487,2
mostly,0.0013233665245528936,0.1634484939149016,1,0.1621251273903487,2
pay,0.001325058926471806,0.1650714711739678,1,0.163746412247496,2
britain,0.001325058926471806,0.1650714711739678,1,0.163746412247496,2
act,0.0013267865261326062,0.1667447869857026,1,0.16541800045957,2
damn,0.001328551254937499,0.1684719010074631,1,0.1671433497525256,2
number,0.001328551254937499,0.1684719010074631,1,0.1671433497525256,2
giving,0.0013303552216561154,0.1702566504369363,1,0.1689262952152802,2
save,0.0013303552216561154,0.1702566504369363,1,0.1689262952152802,2
similar,0.0013303552216561154,0.1702566504369363,1,0.1689262952152802,2
add,0.001332200735782496,0.1721033076466162,1,0.1707711069108337,2
k,0.0013340903349681188,0.1740166493297413,1,0.1726825589947732,2
attention,0.0013340903349681188,0.1740166493297413,1,0.1726825589947732,2
slavic,0.0013340903349681188,0.1740166493297413,1,0.1726825589947732,2
victims,0.0013340903349681188,0.1740166493297413,1,0.1726825589947732,2
wondering,0.0013360268174341938,0.1760020400449241,1,0.1746660132274899,2
church,0.0013380132805070888,0.1780655339314804,1,0.1767275206509733,2
art,0.0013400531667437932,0.1802139995771872,1,0.1788739464104434,2
enemy,0.0013400531667437932,0.1802139995771872,1,0.1788739464104434,2
minister,0.0013400531667437932,0.1802139995771872,1,0.1788739464104434,2
paper,0.0013400531667437932,0.1802139995771872,1,0.1788739464104434,2
shooting,0.0013400531667437932,0.1802139995771872,1,0.1788739464104434,2
straight,0.0013400531667437932,0.1802139995771872,1,0.1788739464104434,2
military,0.001342150319547819,0.1824552746959061,1,0.1811131243763583,2
kick,0.001342150319547819,0.1824552746959061,1,0.1811131243763583,2
simple,0.001342150319547819,0.1824552746959061,1,0.1811131243763583,2
level,0.0013443090507598843,0.1847983596268498,1,0.1834540505760899,2
team,0.0013443090507598843,0.1847983596268498,1,0.1834540505760899,2
upon,0.0013443090507598843,0.1847983596268498,1,0.1834540505760899,2
aids,0.0013443090507598843,0.1847983596268498,1,0.1834540505760899,2
break,0.0013443090507598843,0.1847983596268498,1,0.1834540505760899,2
normal,0.0013465342235156053,0.1872536620266978,1,0.1859071278031822,2
reported,0.0013465342235156053,0.1872536620266978,1,0.1859071278031822,2
trouble,0.0013488313547709851,0.1898333100014528,1,0.1884844786466818,2
hold,0.0013488313547709851,0.1898333100014528,1,0.1884844786466818,2
expect,0.0013488313547709851,0.1898333100014528,1,0.1884844786466818,2
germans,0.0013488313547709851,0.1898333100014528,1,0.1884844786466818,2
didnt,0.0013488313547709851,0.1898333100014528,1,0.1884844786466818,2
tend,0.001351206743481409,0.1925515581348793,1,0.1912003513913979,2
charge,0.001351206743481409,0.1925515581348793,1,0.1912003513913979,2
taught,0.001351206743481409,0.1925515581348793,1,0.1912003513913979,2
lead,0.001351206743481409,0.1925515581348793,1,0.1912003513913979,2
service,0.0013536676326680874,0.1954253217553395,1,0.1940716541226714,2
write,0.0013536676326680874,0.1954253217553395,1,0.1940716541226714,2
protect,0.0013536676326680874,0.1954253217553395,1,0.1940716541226714,2
standing,0.0013536676326680874,0.1954253217553395,1,0.1940716541226714,2
walking,0.0013562224169030024,0.1984748915997329,1,0.1971186691828299,2
honour,0.0013562224169030024,0.1984748915997329,1,0.1971186691828299,2
languages,0.0013562224169030024,0.1984748915997329,1,0.1971186691828299,2
foot,0.0013562224169030024,0.1984748915997329,1,0.1971186691828299,2
males,0.0013562224169030024,0.1984748915997329,1,0.1971186691828299,2
latest,0.0013562224169030024,0.1984748915997329,1,0.1971186691828299,2
tells,0.0013562224169030024,0.1984748915997329,1,0.1971186691828299,2
apartment,0.0013562224169030024,0.1984748915997329,1,0.1971186691828299,2
hop,0.0013588809116298894,0.2017249076957935,1,0.2003660267841636,2
bigger,0.0013588809116298894,0.2017249076957935,1,0.2003660267841636,2
asking,0.001361654708152804,0.2052057148099754,1,0.2038440601018226,2
largest,0.0013676064815074107,0.2130221037729962,1,0.2116544972914888,2
married,0.0013676064815074107,0.2130221037729962,1,0.2116544972914888,2
waiting,0.0013676064815074107,0.2130221037729962,1,0.2116544972914888,2
role,0.0013676064815074107,0.2130221037729962,1,0.2116544972914888,2
ahead,0.0013676064815074107,0.2130221037729962,1,0.2116544972914888,2
savage,0.0013676064815074107,0.2130221037729962,1,0.2116544972914888,2
material,0.0013676064815074107,0.2130221037729962,1,0.2116544972914888,2
dating,0.0013676064815074107,0.2130221037729962,1,0.2116544972914888,2
tribe,0.0013708217599500971,0.2174693650254091,1,0.216098543265459,2
holiday,0.0013708217599500971,0.2174693650254091,1,0.216098543265459,2
thus,0.0013708217599500971,0.2174693650254091,1,0.216098543265459,2
dedicated,0.0013708217599500971,0.2174693650254091,1,0.216098543265459,2
via,0.0013708217599500971,0.2174693650254091,1,0.216098543265459,2
entertainment,0.0013708217599500971,0.2174693650254091,1,0.216098543265459,2
quit,0.0013708217599500971,0.2174693650254091,1,0.216098543265459,2
sacrifice,0.0013708217599500971,0.2174693650254091,1,0.216098543265459,2
failed,0.001377861332092889,0.2278770964950076,1,0.2264992351629147,2
suspected,0.001377861332092889,0.2278770964950076,1,0.2264992351629147,2
