word,npmi-bias,he-npmi,he-count,woman-npmi,woman-count
re,-0.1238647467072165,0.148278745410627,3,0.2721434921178435,3
their,-0.12326620526980202,0.1185095728967177,6,0.2417757781665197,5
am,-0.11772196150661099,0.112703413552737,2,0.230425375059348,2
live,-0.1172598210299812,0.1208540626737509,2,0.2381138837037321,2
name,-0.1150697316957823,0.1568546939653642,2,0.2719244256611465,2
story,-0.11470074481911599,0.162555891643112,2,0.277256636462228,2
check,-0.11447689842111311,0.1659699231990525,2,0.2804468216201656,2
lol,-0.11392551294783171,0.174242902957373,2,0.2881684159052047,2
girls,-0.11364212689685538,0.1784226119702001,2,0.2920647388670555,2
front,-0.1135825316166238,0.1792955852167742,2,0.292878116833398,2
face,-0.11277327456837982,0.1909526217506602,2,0.30372589631904,2
force,-0.11127843916600991,0.2116021254214722,2,0.3228805645874821,2
morning,-0.11049856801302507,0.2219687601924021,2,0.3324673282054272,2
mate,-0.10968362485029079,0.2325337179490334,2,0.3422173427993242,2
court,-0.1094953253453102,0.2349380858114451,2,0.3444334111567553,2
prison,-0.1094953253453102,0.2349380858114451,2,0.3444334111567553,2
there,-0.1094688300708998,0.1293745577263232,7,0.238843387797223,5
takes,-0.10886141325696522,0.2429360261603897,2,0.3517974394173549,2
attacked,-0.10862200741783001,0.2459191117360754,2,0.3545411191539054,2
eyes,-0.10785031173566162,0.2210329701947546,5,0.3288832819304162,4
come,-0.1069276480490208,0.0853510238673883,1,0.1922786719164091,1
area,-0.10672771900961059,0.0898111578179486,1,0.1965388768275592,1
by,-0.1065884822843283,0.2307237338936239,14,0.3373122161779522,9
please,-0.1060573397865177,0.1042458708178899,1,0.2103032106044076,1
nationalist,-0.10576454739513529,0.1103213113293789,1,0.2160858587245142,1
high,-0.1057015738585429,0.1116112181907623,1,0.2173127920493052,1
music,-0.10560401401036341,0.1135982153697986,1,0.219202229380162,1
days,-0.10560401401036341,0.1135982153697986,1,0.219202229380162,1
your,-0.1053312006303408,0.1634660558259603,9,0.2687972564563011,6
guess,-0.1053235409070778,0.1192361348614164,1,0.2245596757684942,1
beautiful,-0.10487870132398411,0.1279640196191445,1,0.2328427209431286,1
attack,-0.10487870132398411,0.1279640196191445,1,0.2328427209431286,1
night,-0.1047426111960941,0.1305846688181157,1,0.2353272800142098,1
london,-0.10459892732998821,0.1333275565200254,1,0.2379264838500136,1
true,-0.10459892732998821,0.1333275565200254,1,0.2379264838500136,1
000,-0.1045492014333115,0.1342711901562243,1,0.2388203915895358,1
light,-0.1044985028289801,0.1352303523296223,1,0.2397288551586024,1
reason,-0.1044985028289801,0.1352303523296223,1,0.2397288551586024,1
others,-0.1044467943492047,0.1362056013466759,1,0.2406523956958806,1
stuff,-0.1044467943492047,0.1362056013466759,1,0.2406523956958806,1
blue,-0.1043940366645083,0.1371975268438515,1,0.2415915635083598,1
9,-0.1040529355118138,0.1435369152639026,1,0.2475898507757164,1
near,-0.10399150990158501,0.1446652913734118,1,0.2486568012749968,1
30,-0.10399150990158501,0.1446652913734118,1,0.2486568012749968,1
dark,-0.10392861791682079,0.1458165370096662,1,0.249745154926487,1
stand,-0.10373042761809737,0.1494180136529049,1,0.2531484412710023,1
gone,-0.10366092711650621,0.1506716419301829,1,0.2543325690466891,1
places,-0.10358955986774851,0.1519540008447359,1,0.2555435607124844,1
several,-0.10358955986774851,0.1519540008447359,1,0.2555435607124844,1
ok,-0.10351622633179,0.1532665376034473,1,0.2567827639352373,1
texas,-0.10344081881387021,0.1546108140414885,1,0.2580516328553587,1
interested,-0.10328330465435559,0.1574014836242536,1,0.2606847882786092,1
quite,-0.10328330465435559,0.1574014836242536,1,0.2606847882786092,1
wo,-0.10328330465435559,0.1574014836242536,1,0.2606847882786092,1
example,-0.10320093292558191,0.1588516959120974,1,0.2620526288376793,1
disgusting,-0.10311595444897911,0.1603413215322604,1,0.2634572759812395,1
fighting,-0.1030282039939027,0.1618727247361693,1,0.264900928730072,1
mostly,-0.10293750014272599,0.1634484939149016,1,0.2663859940576276,1
east,-0.10293750014272599,0.1634484939149016,1,0.2663859940576276,1
id,-0.1028436431050192,0.1650714711739678,1,0.267915114278987,1
alot,-0.10274641214970887,0.1667447869857026,1,0.2694911991354115,1
muslim,-0.10264556257215543,0.1684719010074631,1,0.2711174635796185,1
early,-0.10264556257215543,0.1684719010074631,1,0.2711174635796185,1
damn,-0.10264556257215543,0.1684719010074631,1,0.2711174635796185,1
phone,-0.10264556257215543,0.1684719010074631,1,0.2711174635796185,1
movies,-0.10264556257215543,0.1684719010074631,1,0.2711174635796185,1
hopefully,-0.1023184146968531,0.1740166493297413,1,0.2763350640265944,1
hide,-0.1022000219792058,0.1760020400449241,1,0.2782020620241299,1
worth,-0.10207627279939002,0.1780655339314804,1,0.2801418067308704,1
x202a,-0.10207627279939002,0.1780655339314804,1,0.2801418067308704,1
x202c,-0.10207627279939002,0.1780655339314804,1,0.2801418067308704,1
apes,-0.10207627279939002,0.1780655339314804,1,0.2801418067308704,1
drink,-0.10207627279939002,0.1780655339314804,1,0.2801418067308704,1
surprised,-0.1019466711050448,0.1802139995771872,1,0.282160670682232,1
ill,-0.1019466711050448,0.1802139995771872,1,0.282160670682232,1
straight,-0.1019466711050448,0.1802139995771872,1,0.282160670682232,1
minister,-0.1019466711050448,0.1802139995771872,1,0.282160670682232,1
pick,-0.1019466711050448,0.1802139995771872,1,0.282160670682232,1
till,-0.1019466711050448,0.1802139995771872,1,0.282160670682232,1
shooting,-0.1019466711050448,0.1802139995771872,1,0.282160670682232,1
any,-0.10194480950210591,0.1504602816662984,4,0.2524050911684043,3
kick,-0.10181064864043521,0.1824552746959061,1,0.2842659233363413,1
stories,-0.10181064864043521,0.1824552746959061,1,0.2842659233363413,1
rlm,-0.10181064864043521,0.1824552746959061,1,0.2842659233363413,1
building,-0.10166755020693372,0.1847983596268498,1,0.2864659098337835,1
break,-0.10166755020693372,0.1847983596268498,1,0.2864659098337835,1
13,-0.10151661495617548,0.1872536620266978,1,0.2887702769828733,1
date,-0.10151661495617548,0.1872536620266978,1,0.2887702769828733,1
web,-0.10151661495617548,0.1872536620266978,1,0.2887702769828733,1
hold,-0.1013569523602473,0.1898333100014528,1,0.2911902623617001,1
experience,-0.1013569523602473,0.1898333100014528,1,0.2911902623617001,1
crimes,-0.10100703688089491,0.1954253217553395,1,0.2964323586362344,1
tall,-0.10081401860716613,0.1984748915997329,1,0.299288910206899,1
ugly,-0.10081401860716613,0.1984748915997329,1,0.299288910206899,1
tells,-0.10081401860716613,0.1984748915997329,1,0.299288910206899,1
males,-0.10081401860716613,0.1984748915997329,1,0.299288910206899,1
look,-0.10072269308553733,0.1711183996095087,4,0.271841092695046,3
prime,-0.1006066106616062,0.2017249076957935,1,0.3023315183573997,1
being,-0.10041687961039658,0.1761176566372516,4,0.2765345362476482,3
24,-0.10038252744438309,0.2052057148099754,1,0.3055882422543585,1
washington,-0.10013889082462668,0.2089552952680086,1,0.3090941860926353,1
pic,-0.10013889082462668,0.2089552952680086,1,0.3090941860926353,1
tuesday,-0.09987200542456257,0.2130221037729962,1,0.3128941091975588,1
drop,-0.09987200542456257,0.2130221037729962,1,0.3128941091975588,1
healthy,-0.09987200542456257,0.2130221037729962,1,0.3128941091975588,1
whitey,-0.09987200542456257,0.2130221037729962,1,0.3128941091975588,1
27,-0.0995770159395693,0.2174693650254091,1,0.3170463809649784,1
via,-0.0995770159395693,0.2174693650254091,1,0.3170463809649784,1
jackson,-0.09924736326709468,0.222381851321548,1,0.3216292145886427,1
bear,-0.09924736326709468,0.222381851321548,1,0.3216292145886427,1
boyfriend,-0.09924736326709468,0.222381851321548,1,0.3216292145886427,1
remind,-0.09887387837982808,0.2278770964950076,1,0.3267509748748357,1
finger,-0.09887387837982808,0.2278770964950076,1,0.3267509748748357,1
difficult,-0.09887387837982808,0.2278770964950076,1,0.3267509748748357,1
mob,-0.09887387837982808,0.2278770964950076,1,0.3267509748748357,1
teens,-0.0984431787234846,0.234125090348718,1,0.3325682690722026,1
complex,-0.0984431787234846,0.234125090348718,1,0.3325682690722026,1
forces,-0.09793460222962622,0.241385611753937,1,0.3393202139835632,1
instant,-0.09793460222962622,0.241385611753937,1,0.3393202139835632,1
harris,-0.09793460222962622,0.241385611753937,1,0.3393202139835632,1
patient,-0.09731370951336937,0.2500865766313553,1,0.3474002861447247,1
lone,-0.09731370951336937,0.2500865766313553,1,0.3474002861447247,1
ballistic,-0.09731370951336937,0.2500865766313553,1,0.3474002861447247,1
ap,-0.09731370951336937,0.2500865766313553,1,0.3474002861447247,1
manhattan,-0.09731370951336937,0.2500865766313553,1,0.3474002861447247,1
for,-0.09695414785892043,0.2682361341607829,43,0.3651902820197033,21
reporter,-0.09651635944697784,0.2610138323762697,1,0.3575301918232475,1
killer,-0.09651635944697784,0.2610138323762697,1,0.3575301918232475,1
mentally,-0.09651635944697784,0.2610138323762697,1,0.3575301918232475,1
73,-0.09651635944697784,0.2610138323762697,1,0.3575301918232475,1
jurors,-0.09539984787171191,0.2758851054843536,1,0.3712849533560655,1
liquid,-0.09539984787171191,0.2758851054843536,1,0.3712849533560655,1
supermarket,-0.09539984787171191,0.2758851054843536,1,0.3712849533560655,1
demarco,-0.09539984787171191,0.2758851054843536,1,0.3712849533560655,1
65,-0.09539984787171191,0.2758851054843536,1,0.3712849533560655,1
gypsie,-0.09539984787171191,0.2758851054843536,1,0.3712849533560655,1
wreck,-0.09539984787171191,0.2758851054843536,1,0.3712849533560655,1
64,-0.09539984787171191,0.2758851054843536,1,0.3712849533560655,1
news,-0.09450468285259198,0.2050839150721779,6,0.2995885979247699,4
coma,-0.09351540034062572,0.2999676259941186,1,0.3934830263347443,1
heights,-0.09351540034062572,0.2999676259941186,1,0.3934830263347443,1
robber,-0.09351540034062572,0.2999676259941186,1,0.3934830263347443,1
wuz,-0.09351540034062572,0.2999676259941186,1,0.3934830263347443,1
swindling,-0.09351540034062572,0.2999676259941186,1,0.3934830263347443,1
cantor,-0.09351540034062572,0.2999676259941186,1,0.3934830263347443,1
filipina,-0.09351540034062572,0.2999676259941186,1,0.3934830263347443,1
soap,-0.09351540034062572,0.2999676259941186,1,0.3934830263347443,1
caste,-0.09351540034062572,0.2999676259941186,1,0.3934830263347443,1
get,-0.09336250133972882,0.2107767598371156,12,0.3041392611768444,7
race,-0.08705065554687669,0.133421214939728,3,0.2204718704866047,2
why,-0.08598528208920841,0.1554790789788752,3,0.2414643610680836,2
read,-0.08498031705494083,0.1751752354736034,3,0.2601555525285442,2
against,-0.08473974959068492,0.1797485941312298,3,0.2644883437219147,2
family,-0.0842217363269954,0.1894262605098467,3,0.2736479968368421,2
hard,-0.08341863555720727,0.2040022838206367,3,0.287420919377844,2
cause,-0.08288800075526559,0.2133700972077041,3,0.2962580979629697,2
mother,-0.08272468007164752,0.2162138176509555,3,0.298938497722603,2
video,-0.08222005888732578,0.1875431139707149,5,0.2697631728580407,3
in,-0.0815948040415182,0.3068139413991058,76,0.388408745440624,31
years,-0.08126745831756188,0.2335502791376422,9,0.3148177374552041,5
car,-0.08112096538201594,0.2432337891788983,3,0.3243547545609142,2
home,-0.08031107668513088,0.2291642487050512,7,0.3094753253901821,4
two,-0.0801059191611008,0.2325624175876295,7,0.3126683367487303,4
hair,-0.07975081316619789,0.2311497514667045,5,0.3109005646329024,3
an,-0.07862670120142862,0.251900454170425,16,0.3305271553718536,8
up,-0.07205914095914534,0.2681989987870025,22,0.3402581397461478,10
me,-0.06994324147084441,0.256311327137585,20,0.3262545686084294,9
could,-0.06908156176636793,0.2279052112852753,8,0.2969867730516432,4
been,-0.0677128805794143,0.1782588910259426,6,0.2459717716053569,3
she,-0.0668257054066651,0.19734296331572,6,0.2641686687223851,3
a,-0.06633020085161584,0.3797807848382674,139,0.4461109856898832,49
own,-0.06625182970142438,0.2093159464087432,6,0.2755677761101676,3
on,-0.0662489782999876,0.3008782192383364,51,0.367127197538324,20
out,-0.06521683548051282,0.2512296150141405,21,0.3164464504946533,9
those,-0.0638743432837125,0.1543836702001945,4,0.218258013483907,2
need,-0.06332164480761249,0.1679800363899763,4,0.2313016811975888,2
world,-0.06278682223318852,0.1807754121735431,4,0.2435622344067316,2
thing,-0.06250389311023838,0.1874104319877782,4,0.2499143250980166,2
children,-0.06232086911806459,0.1916555784415737,4,0.2539764475596383,2
3,-0.061930410762675775,0.2005936206968247,4,0.2625240314595005,2
next,-0.06149263362688659,0.2104317920342599,4,0.2719244256611465,2
part,-0.06143878883071058,0.2116290054331027,4,0.2730677942638133,2
probably,-0.06108816515068241,0.2193586564694832,4,0.2804468216201656,2
teacher,-0.060275146637229604,0.2368617570695984,4,0.297136903706828,2
male,-0.0596809962498045,0.2493071947941311,4,0.3089881910439356,2
thread,-0.057814505161695395,0.1289429224898053,2,0.1867574276515007,1
really,-0.0575485258121512,0.1368242648557956,2,0.1943727906679468,1
use,-0.0572573324380207,0.1452923157208958,2,0.2025496481589165,1
hate,-0.057074301482265694,0.1505333165098281,2,0.2076076179920938,1
town,-0.05697584877687489,0.1533273618275327,2,0.2103032106044076,1
give,-0.056893313192759615,0.1556564701612703,2,0.2125497833540299,1
feel,-0.05687211755229621,0.1562526789912628,2,0.213124796543559,1
5,-0.056784936395472385,0.158696829921797,2,0.2154817663172694,1
else,-0.05673982914838871,0.1599563250059945,2,0.2166961541543832,1
nice,-0.0563632475924184,0.1703397401910392,2,0.2267029877834576,1
least,-0.05630702591100009,0.1718703412080863,2,0.2281773671190864,1
makes,-0.056127876308456004,0.1767148446346726,2,0.2328427209431286,1
teachers,-0.05609634228440091,0.177562498760735,2,0.2336588410451359,1
german,-0.05596482030385319,0.1810818176203651,2,0.2370466379242183,1
full,-0.05593049890666421,0.1819959849433494,2,0.2379264838500136,1
proud,-0.0557868031519245,0.1858047603564353,2,0.2415915635083598,1
turn,-0.05563161237971112,0.1898850542052856,2,0.2455166665849967,1
don,-0.05550648890976312,0.1931503123652337,2,0.2486568012749968,1
talking,-0.05550648890976312,0.1931503123652337,2,0.2486568012749968,1
close,-0.055126991522301105,0.2029246413330576,2,0.2580516328553587,1
making,-0.05507386670676137,0.2042778730319584,2,0.2593517397387198,1
our,-0.055043166141644895,0.1655469678569883,7,0.2205901339986332,3
o,-0.0550192422837508,0.2056655459948584,2,0.2606847882786092,1
important,-0.05490513582234263,0.2085521401588969,2,0.2634572759812395,1
worse,-0.05484545344948688,0.2100554752805851,2,0.264900928730072,1
sister,-0.05478386863615539,0.2116021254214722,2,0.2663859940576276,1
laugh,-0.05478386863615539,0.2116021254214722,2,0.2663859940576276,1
perhaps,-0.05472025509082162,0.2131948591881654,2,0.267915114278987,1
killing,-0.05465447342986357,0.2148367257055479,2,0.2694911991354115,1
according,-0.05458636929585922,0.2165310942837593,2,0.2711174635796185,1
m,-0.05451815011427061,0.1789245045997037,7,0.2334426547139743,3
forced,-0.05420423894878401,0.2259375677820864,2,0.2801418067308704,1
cop,-0.053726671080916305,0.2374635912807838,2,0.2911902623617001,1
well,-0.053562143813455504,0.2025393912991246,7,0.2561015351125801,3
yesterday,-0.0532342337525486,0.2490972846048511,2,0.3023315183573997,1
yard,-0.0532342337525486,0.2490972846048511,2,0.3023315183573997,1
listening,-0.0532342337525486,0.2490972846048511,2,0.3023315183573997,1
murders,-0.05256710846823798,0.2644792724967404,2,0.3170463809649784,1
dont,-0.052455434408975904,0.2287974584719686,7,0.2812528928809445,3
threw,-0.052116692686361765,0.2746342821884739,2,0.3267509748748357,1
orthodox,-0.0518427136869295,0.2807255553852731,2,0.3325682690722026,1
kills,-0.051130638054967203,0.2962696480897575,2,0.3474002861447247,1
here,-0.05069788937597591,0.1950122911660209,10,0.2457101805419968,4
atleast,-0.050633124932628615,0.3068970668906189,2,0.3575301918232475,1
36,-0.050633124932628615,0.3068970668906189,2,0.3575301918232475,1
see,-0.04771689437493448,0.233669356046302,13,0.2813862504212365,5
with,-0.044099780663877985,0.3137730160062972,47,0.3578727966701752,16
found,-0.04343641661609968,0.2215532441375704,5,0.2649896607536701,2
keep,-0.04331887906181858,0.2247707003164845,5,0.2680895793783031,2
house,-0.043150968482102425,0.2293423424304631,5,0.2724933109125655,2
may,-0.043038606517190325,0.2323855868172371,5,0.2754241933344274,2
trying,-0.04301537581207948,0.2330131925330292,5,0.2760285683451087,2
way,-0.041227563518494714,0.2213519120831723,8,0.262579475601667,3
negro,-0.039721914641740685,0.261655366015887,8,0.3013772806576277,3
they,-0.038039094889274594,0.1914014632236356,21,0.2294405581129102,7
more,-0.032663750663163016,0.21908269325941,12,0.251746443922573,4
you,-0.0326050499919365,0.2241099673571392,32,0.2567150173490757,10
same,-0.028928113172185493,0.2047692037459095,6,0.233697316918095,2
boy,-0.02803764033047912,0.3052141517670974,9,0.3332517920975765,3
kids,-0.0273001337956931,0.1388743673033785,3,0.1661745010990716,1
also,-0.027056085286346787,0.1489322998267673,3,0.1759883851131141,1
anyone,-0.0269990885508547,0.151270775193521,3,0.1782698637443757,1
most,-0.026982415911207286,0.1519540781305787,3,0.178936494041786,1
some,-0.026867225475873002,0.2467560713754371,16,0.2736232968513101,5
which,-0.026708172798736496,0.1631455603069277,3,0.1898537331056642,1
long,-0.02645881523308999,0.1732442576256842,3,0.1997030728587742,1
talk,-0.026361471800419395,0.1771669507981736,3,0.203528422598593,1
love,-0.026070877702546208,0.1888128644372828,3,0.214883742139829,1
american,-0.025992352060507318,0.1919435646596027,3,0.21793591672011,1
half,-0.025765811089625,0.2009371766938326,3,0.2267029877834576,1
6,-0.025606291394553893,0.2072364295485747,3,0.2328427209431286,1
state,-0.025541535230142492,0.2097857447840673,3,0.2353272800142098,1
wait,-0.02547366552012592,0.2124528183298877,3,0.2379264838500136,1
having,-0.025426527128735,0.2143023280298674,3,0.2397288551586024,1
not,-0.02525705077018442,0.2735757943163469,30,0.2988328450865313,9
french,-0.025220212604611297,0.2223696381711051,3,0.2475898507757164,1
wanted,-0.025220212604611297,0.2223696381711051,3,0.2475898507757164,1
like,-0.025154399696005192,0.2765718254354235,30,0.3017262251314287,9
month,-0.02497745182413111,0.2318053121111062,3,0.2567827639352373,1
dead,-0.024943818163891796,0.2331078146914669,3,0.2580516328553587,1
15,-0.024873923973686485,0.2358108643049227,3,0.2606847882786092,1
wife,-0.02472214013806398,0.2416638539195636,3,0.2663859940576276,1
whatever,-0.024550708351395306,0.2482467641767511,3,0.2727974725281464,1
apparently,-0.024242112120931525,0.2600238112154098,3,0.2842659233363413,1
ran,-0.023911999337921597,0.2725203592983128,3,0.2964323586362344,1
showed,-0.02346085739869469,0.2894332517988641,3,0.3128941091975588,1
guy,-0.02212250830295248,0.3133479586621135,13,0.335470466965066,4
as,-0.02146736177045111,0.2473580749232725,24,0.2688254366937236,7
are,-0.020203291074660013,0.18731970956441,21,0.20752300063907,6
to,-0.019127306830343693,0.3514753794923577,128,0.3706026863227014,35
never,-0.015494344372219582,0.2123697878755924,7,0.227864132247812,2
ago,-0.014917408471113724,0.2378121974561907,7,0.2527296059273044,2
seen,-0.014746118713863915,0.2454094338146803,7,0.2601555525285442,2
while,-0.014680420851543086,0.2483286906950209,7,0.263009111546564,2
time,-0.011844740245679608,0.2349508552914493,11,0.2467955955371289,3
t,-0.009651205539461888,0.226015552872284,19,0.2356667584117459,5
would,-0.009023423315157098,0.2533320794697774,19,0.2623555027849345,5
about,-0.008120667981122542,0.2679674567428005,23,0.276088124723923,6
and,-0.005451167484613273,0.3669835250093558,134,0.3724346924939691,34
were,-0.00436423195464769,0.1451731647628367,4,0.1495373967174844,1
can,-0.004095751970396716,0.2060374558719943,12,0.210133207842391,3
know,-0.003926718634254894,0.1980179852325126,8,0.2019447038667675,2
than,-0.00363706866894431,0.2141385972637255,8,0.2177756659326698,2
at,-0.0035668091712885985,0.2621653549502092,24,0.2657321641214978,6
still,-0.003430090215694598,0.2005936206968247,4,0.2040237109125193,1
ca,-0.0032642041944400957,0.2110274516479782,4,0.2142916558424183,1
big,-0.003225822621653107,0.2134703315327301,4,0.2166961541543832,1
brown,-0.003225822621653107,0.2134703315327301,4,0.2166961541543832,1
off,-0.0031899283197034944,0.2400178251332915,8,0.243207753452995,2
week,-0.003155127061181179,0.2179991367577704,4,0.2211542638189516,1
different,-0.0030904719115652235,0.2221748637061897,4,0.2252653356177549,1
soon,-0.003056550007398684,0.2243789101419821,4,0.2274354601493808,1
maybe,-0.003007341969071098,0.2509691055905672,8,0.2539764475596383,2
kid,-0.0029726519553761044,0.2298700689877525,4,0.2328427209431286,1
behind,-0.0027640637703411908,0.2437793527132703,4,0.2465434164836115,1
line,-0.0027640637703411908,0.2437793527132703,4,0.2465434164836115,1
poor,-0.0026655475950146945,0.2504828936759876,4,0.2531484412710023,1
brother,-0.0026119070852151927,0.2541708568500221,4,0.2567827639352373,1
one,0.0018219149293801085,0.2634512858759837,21,0.2616293709466036,5
n,0.0021870161583567027,0.2173676111503682,17,0.2151805949920115,4
people,0.0037247793552767916,0.2018165227873521,13,0.1980917434320753,3
no,0.004086942767370899,0.2243899847440016,13,0.2203030419766307,3
be,0.004456799667929778,0.2703685345409298,30,0.265911734873,7
the,0.0052977304806686165,0.359651211376102,159,0.3543534808954334,38
us,0.007224050589703795,0.2242825197807521,9,0.2170584691910483,2
down,0.007402912522881416,0.2387045937204702,9,0.2313016811975888,2
put,0.007640939272200886,0.2595530683330365,9,0.2519121290608356,2
of,0.00891576831934937,0.3190170936566082,91,0.3101013253372588,21
or,0.011575099935831307,0.2495235482573121,23,0.2379484483214808,5
just,0.011666927804304394,0.2568752418783067,23,0.2452083140740023,5
but,0.013937487004744703,0.2636441465050679,28,0.2497066595003232,6
take,0.014812904363909501,0.2008190393883608,5,0.1860061350244513,1
saw,0.014938919940151008,0.2151074324471886,5,0.2001685125070376,1
thank,0.014954743086181915,0.2170207711971171,5,0.2020660281109352,1
bad,0.014999519781965703,0.2226071377740595,5,0.2076076179920938,1
god,0.015037651608704905,0.2275874349627348,5,0.2125497833540299,1
things,0.015050686588044787,0.2293423424304631,5,0.2142916558424183,1
once,0.015081777177163191,0.2336474547550918,5,0.2185656775779286,1
racist,0.015081777177163191,0.2336474547550918,5,0.2185656775779286,1
came,0.015095405467872303,0.2355917586294029,5,0.2204963531615306,1
hey,0.01511387506080511,0.2382874344867567,5,0.2231735594259516,1
wrong,0.015243291472921083,0.2597521113510033,5,0.2445088198780822,1
them,0.016556157387795117,0.1790504480269035,10,0.1624942906391084,2
where,0.0171908416244817,0.243673657466446,10,0.2264828158419643,2
i,0.017423993138078575,0.2804425706745275,83,0.2630185775364489,18
do,0.018258510796427013,0.2023034769179556,15,0.1840449661215286,3
go,0.018786978905906415,0.2607799741046443,15,0.2419929951987379,3
said,0.019004687046343005,0.3080818812270229,15,0.2890771941806799,3
we,0.025036019691913186,0.2081836817200336,16,0.1831476620281204,3
because,0.025404944291841702,0.2791726611453676,16,0.2537677168535259,3
all,0.025481841216808326,0.2516763394157666,26,0.2261944981989583,5
few,0.026208859328276102,0.2439845252609459,11,0.2177756659326698,2
too,0.026222455997704203,0.2482114079280115,11,0.2219889519303073,2
that,0.026872028307543205,0.3028621838072919,60,0.2759901554997487,12
it,0.028585012340287708,0.282676061060643,56,0.2540910487203553,11
from,0.029934992335711202,0.2772162963949818,27,0.2472813040592706,5
charged,0.03025872675918545,0.2997499258945969,6,0.2694911991354115,1
over,0.0303406424049619,0.1990526717312369,6,0.168712029326275,1
ve,0.030355286565120515,0.2026065063630896,6,0.1722512197979691,1
saying,0.030355917510854397,0.2801010724373414,6,0.249745154926487,1
gets,0.030371609519976472,0.2758882761049732,6,0.2455166665849967,1
much,0.030380545915193596,0.2096529091548148,6,0.1792723632396212,1
