word,npmi-bias,man-npmi,man-count,them-npmi,them-count
lies,0.005982542412566405,0.254877594461359,1,0.2488950520487926,4
cold,0.0060051330753111976,0.252397129574287,1,0.2463919964989758,4
breed,0.0060051330753111976,0.252397129574287,1,0.2463919964989758,4
jail,0.006026657384402029,0.2500355639865137,1,0.2440089066021117,4
gave,0.006170343719294508,0.2343158808883137,1,0.2281455371690192,4
listen,0.006280867905115783,0.2222770311026224,1,0.2159961631975066,4
ask,0.006305043729712995,0.2196497407555599,1,0.2133446970258469,4
single,0.006316711053124979,0.2183825773776606,1,0.2120658663245356,4
article,0.006316711053124979,0.2183825773776606,1,0.2120658663245356,4
hand,0.006339271808715574,0.2159337288168668,1,0.2095944570081512,4
wanted,0.006391682914665714,0.2102520279260342,1,0.2038603450113685,4
either,0.006391682914665714,0.2102520279260342,1,0.2038603450113685,4
gets,0.0064112492949521815,0.2081334940260691,1,0.2017222447311169,4
v,0.006482970536863697,0.200379906088763,1,0.1938969355518993,4
whole,0.0064912931496406145,0.199481385085433,1,0.1929900919357924,4
least,0.006575290628188402,0.1904269528504495,1,0.1838516622222611,4
says,0.006582325311990406,0.1896698122031279,1,0.1830874868911375,4
left,0.006641934647023423,0.1832612193849688,1,0.1766192847379454,4
money,0.006660478516395785,0.1812701674482487,1,0.1746096889318529,4
trying,0.0066725129584255805,0.1799786891006271,1,0.1733061761422015,4
house,0.006707167234349887,0.1762626439270223,1,0.1695554766926724,4
things,0.006707167234349887,0.1762626439270223,1,0.1695554766926724,4
next,0.006712745178898194,0.1756649095534583,1,0.1689521643745601,4
group,0.006739856289406987,0.1727612479306629,1,0.1660213916412559,4
town,0.006745130031378804,0.1721967210976735,1,0.1654515910662947,4
again,0.006745130031378804,0.1721967210976735,1,0.1654515910662947,4
saw,0.0068417611032355885,0.1618702561797252,1,0.1550284950764896,4
wonder,0.006914898130875313,0.2346485913868366,2,0.2277336932559613,8
away,0.0070776153276386755,0.2678300615854975,3,0.2607524462578588,12
little,0.007148180183602498,0.2120236008884998,2,0.2048754207048973,8
world,0.00725878337630298,0.2013525558852028,2,0.1940937725088998,8
dont,0.007420235656818985,0.2366762543398984,3,0.2292560186830794,12
could,0.007561061127674601,0.2239598395479679,3,0.2163987784202933,12
some,0.008624218617247714,0.2719928637942885,8,0.2633686451770408,32
on,0.010545617991629619,0.312604254509941,22,0.3020586365183114,88
your,0.012692101855472593,0.2327368407654514,7,0.2200447389099788,27
tell,0.014573062323970709,0.2690422390255807,3,0.25446917670161,11
up,0.01690793724923828,0.2947488073899957,11,0.2778408701407574,41
kill,0.017136405709220037,0.2758575489012302,2,0.2587211431920102,7
the,0.017306679371154265,0.3588695502402809,63,0.3415628708691266,248
n,0.017329708120295273,0.2727314929275669,11,0.2554017848072716,41
kid,0.017558132799922577,0.2494898267483759,2,0.2319316939484533,7
hell,0.017739757721731503,0.2378536291546162,2,0.2201138714328847,7
once,0.017779622819573182,0.2352757846073835,2,0.2174961617878103,7
love,0.017836101761193213,0.2316086079124438,2,0.2137725061512506,7
ca,0.0178451594824508,0.2310188379456887,2,0.2131736784632379,7
is,0.018162197626737986,0.3058386203372156,27,0.2876764227104776,103
country,0.018378544178927425,0.1954399457024643,2,0.1770614015235369,7
with,0.019141760632052307,0.3416926642196279,23,0.3225509035875756,86
now,0.02015211921098431,0.2384307912867705,4,0.2182786720757862,14
for,0.020314675582835673,0.3315592361261139,27,0.3112445605432782,101
from,0.020809284390260918,0.2701398809080304,10,0.2493305965177695,36
never,0.023247844851873395,0.267950419484163,5,0.2447025746322896,17
way,0.023308405305946994,0.2649981923390264,5,0.2416897870330794,17
being,0.02340273493474518,0.2318203242993259,3,0.2084175893645807,10
did,0.023479863314412708,0.2276155239558771,3,0.2041356606414644,10
starting,0.02635241356251042,0.2631817065597794,1,0.236829292997269,3
whenever,0.02635241356251042,0.2631817065597794,1,0.236829292997269,3
service,0.0264108130661031,0.2602521447364221,1,0.233841331670319,3
crazy,0.02651701192224848,0.254877594461359,1,0.2283605825391105,3
explain,0.026565614417244615,0.252397129574287,1,0.2258315151570424,3
mate,0.026611646353968732,0.2500355639865137,1,0.223423917632545,3
rape,0.026611646353968732,0.2500355639865137,1,0.223423917632545,3
gonna,0.026696998594434307,0.2456244844309026,1,0.2189274858364683,3
pick,0.026696998594434307,0.2456244844309026,1,0.2189274858364683,3
play,0.027030705287664214,0.2279537995802694,1,0.2009230942926052,3
running,0.027030705287664214,0.2279537995802694,1,0.2009230942926052,3
sometimes,0.027058004176103295,0.2264767437141337,1,0.1994187395380304,3
especially,0.027084474778378692,0.2250397394830015,1,0.1979552647046228,3
immigrants,0.027159383583750807,0.2209473532597341,1,0.1937879696759833,3
happened,0.027182988615849113,0.2196497407555599,1,0.1924667521397108,3
stand,0.02725019548276439,0.2159337288168668,1,0.1886835333341024,3
talking,0.027332430957359682,0.2113424373343077,1,0.184010006376948,3
don,0.027332430957359682,0.2113424373343077,1,0.184010006376948,3
head,0.027351831321599795,0.2102520279260342,1,0.1829001966044344,3
along,0.0273708087143191,0.2091826650129355,1,0.1818118562986164,3
class,0.0273708087143191,0.2091826650129355,1,0.1818118562986164,3
face,0.0273708087143191,0.2091826650129355,1,0.1818118562986164,3
mother,0.0274599419040924,0.2041233745159493,1,0.1766634326118569,3
guys,0.027493184417698296,0.2022207064021648,1,0.1747275219844665,3
end,0.02755607910435781,0.198596799761629,1,0.1710407206572712,3
point,0.027585895383251402,0.196867630223957,1,0.1692817348407056,3
yet,0.027669641846293586,0.1919713409079038,1,0.1643016990616102,3
child,0.02769584843649911,0.1904269528504495,1,0.1627311044139504,3
couple,0.027708659730888596,0.1896698122031279,1,0.1619611524722393,3
found,0.028058991428579177,0.1683838768580342,1,0.140324885429455,3
negro,0.02806740743168759,0.1678579149416222,1,0.1397905075099346,3
yes,0.028131899764193807,0.1638031189977771,1,0.1356712192335833,3
seems,0.02967937479775079,0.2545489413193411,2,0.2248695665215903,6
hard,0.029857256429638712,0.2463523673751253,2,0.2164951109454866,6
looks,0.030065809701682017,0.2365505654754853,2,0.2064847557738033,6
new,0.031406387716062384,0.1675184086751273,2,0.1361120209590649,6
came,0.03149326494365501,0.2715451449943732,3,0.2400518800507182,9
here,0.031772835327362886,0.2373869956081838,6,0.2056141602808209,19
more,0.03285030956129403,0.2976759238705927,10,0.2648256143092987,32
one,0.03430966974961819,0.2951037942797582,11,0.26079412453014,35
makes,0.04087646899151037,0.2836035213906958,3,0.2427270523991854,8
every,0.041079748218776885,0.2713299335745147,5,0.2302501853557378,14
always,0.041150043208188325,0.2616821281862846,4,0.2205320849780963,11
going,0.04145188431956201,0.2510771420929807,4,0.2096252577734187,11
work,0.041584531665139285,0.2594567538776368,3,0.2178722222124975,8
street,0.04321646927998779,0.274565108272748,2,0.2313486389927602,5
almost,0.043698568449312886,0.2581955298543221,2,0.2144969614050092,5
girls,0.04390023245239863,0.2511261608918414,2,0.2072259284394428,5
enough,0.04421336072117088,0.2398643359076983,2,0.1956509751865274,5
may,0.044371709766623496,0.2340279897140796,2,0.1896562799474561,5
name,0.044467865124564604,0.2304348414580508,2,0.1859669763334862,5
heard,0.04455763410057151,0.227045584527126,2,0.1824879504265545,5
d,0.04481977756800981,0.2169462633989091,2,0.1721264858308993,5
does,0.04494465048130131,0.2120236008884998,2,0.1670789504071985,5
ago,0.0449767599552191,0.210745547060108,2,0.1657687871048889,5
said,0.044997740909957507,0.2099076746681991,2,0.1649099337582416,5
live,0.0453433819273584,0.1957733385489826,2,0.1504299566216242,5
blacks,0.0455799835441707,0.3168861334131326,8,0.2713061498689619,22
in,0.04568741404963733,0.3703491816049103,45,0.324661767555273,146
re,0.04967542234631747,0.2534928591536116,4,0.2038174368072941,10
reason,0.051429021339166436,0.2903214255650696,3,0.2388924042259032,7
cause,0.05146129582280917,0.2894354674588894,3,0.2379741716360802,7
talked,0.05260494105071212,0.304298067154123,1,0.2516931261034109,2
got,0.05268051227999368,0.286613884165787,6,0.2339333718857933,15
wore,0.05286391297651419,0.2973549974633953,1,0.2444910844868811,2
after,0.052895757628944495,0.2476659119336118,3,0.1947701543046673,7
handed,0.05308287565461639,0.2913756775094773,1,0.2382928018548609,2
risk,0.05327247722443859,0.2861132871052471,1,0.2328408098808085,2
blind,0.05327247722443859,0.2861132871052471,1,0.2328408098808085,2
citizens,0.05327247722443859,0.2861132871052471,1,0.2328408098808085,2
accepted,0.05327247722443859,0.2861132871052471,1,0.2328408098808085,2
first,0.0533642706031725,0.2328305318635216,3,0.1794662612603491,7
jumped,0.053439607793125204,0.2814062261274951,1,0.2279666183343699,2
mile,0.05358898409050178,0.2771427067914289,1,0.2235537227009271,2
decide,0.053723977645908,0.2732420658933597,1,0.2195180882474517,2
kinda,0.053723977645908,0.2732420658933597,1,0.2195180882474517,2
pair,0.053723977645908,0.2732420658933597,1,0.2195180882474517,2
mark,0.053723977645908,0.2732420658933597,1,0.2195180882474517,2
step,0.05384708242881228,0.2696441195203961,1,0.2157970370915838,2
onto,0.05384708242881228,0.2696441195203961,1,0.2157970370915838,2
blame,0.05384708242881228,0.2696441195203961,1,0.2157970370915838,2
laughing,0.053960195355445495,0.26630272666862,1,0.2123425313131745,2
neighborhood,0.054064792925799715,0.2631817065597794,1,0.2091169136339797,2
tens,0.054064792925799715,0.2631817065597794,1,0.2091169136339797,2
rule,0.054162046992203616,0.2602521447364221,1,0.2060900977442185,2
nor,0.05425290322120141,0.257490555772244,1,0.2032376525510426,2
faces,0.05425290322120141,0.257490555772244,1,0.2032376525510426,2
river,0.05433813580952909,0.254877594461359,1,0.2005394586518299,2
angry,0.05433813580952909,0.254877594461359,1,0.2005394586518299,2
completely,0.0544183865900599,0.252397129574287,1,0.1979787429842271,2
photos,0.054494193585782724,0.2500355639865137,1,0.195541370400731,2
humans,0.05456601225499111,0.2477813263045458,1,0.1932153140495547,2
paper,0.0546342315641703,0.2456244844309026,1,0.1909902528667323,2
seeing,0.0546342315641703,0.2456244844309026,1,0.1909902528667323,2
nature,0.05469918633004359,0.2435564474808778,1,0.1888572611508342,2
boys,0.05469918633004359,0.2435564474808778,1,0.1888572611508342,2
met,0.05469918633004359,0.2435564474808778,1,0.1888572611508342,2
whatever,0.054931645658839595,0.2360356997457938,1,0.1811040540869542,2
built,0.054983975738428115,0.2343158808883137,1,0.1793319051498856,2
early,0.054983975738428115,0.2343158808883137,1,0.1793319051498856,2
evil,0.054983975738428115,0.2343158808883137,1,0.1793319051498856,2
african,0.054983975738428115,0.2343158808883137,1,0.1793319051498856,2
lives,0.054983975738428115,0.2343158808883137,1,0.1793319051498856,2
luck,0.05508285483907341,0.2310382092147283,1,0.1759553543756549,2
anyway,0.055301915278755304,0.2236405257237632,1,0.1683386104450079,2
dirty,0.055380252525016604,0.2209473532597341,1,0.1655671007347175,2
b,0.055489587622940095,0.2171443684458382,1,0.1616547808228981,2
change,0.055489587622940095,0.2171443684458382,1,0.1616547808228981,2
genocide,0.05552407802937748,0.2159337288168668,1,0.1604096507874893,2
exactly,0.05552407802937748,0.2159337288168668,1,0.1604096507874893,2
sad,0.055590414067745786,0.2135901025637951,1,0.1579996884960493,2
comes,0.05565349830120009,0.2113424373343077,1,0.1556889390331076,2
sf,0.05565349830120009,0.2113424373343077,1,0.1556889390331076,2
been,0.05567117449783901,0.2959424613155353,8,0.2402712868176963,20
e,0.05571362176699651,0.2091826650129355,1,0.153469043245939,2
job,0.055742653813235205,0.2081334940260691,1,0.1523908402128339,2
pride,0.055771038298405295,0.2071037124393521,1,0.1513326741409468,2
asians,0.055929146047997896,0.2012928440995046,1,0.1453636980515067,2
move,0.05595366805470378,0.200379906088763,1,0.1444262380340592,2
me,0.05596430080664022,0.2709313523059677,9,0.2149670514993275,23
yourself,0.0560013142384016,0.198596799761629,1,0.1425954855232274,2
beautiful,0.05609145758939968,0.1951890027487478,1,0.1390975451593481,2
american,0.05647915307916769,0.1799786891006271,1,0.1234995360214594,2
bad,0.056733534723819895,0.1694494079794657,1,0.1127158732556458,2
org,0.05675864007318289,0.1683838768580342,1,0.1116252367848513,2
forum,0.0567952940856459,0.1668191886614761,1,0.1100238945758302,2
free,0.0568190908255171,0.1657975388167047,1,0.1089784479911876,2
irish,0.0568308047115893,0.1652929303205937,1,0.1084621256090044,2
stormfront,0.0571170444180827,0.1525901901480301,1,0.0954731457299474,2
hope,0.05732863927708971,0.1426891952367204,1,0.0853605559596307,2
non,0.05834777931365079,0.2634539367055217,4,0.2051061573918709,9
a,0.05946081917233198,0.394082550595528,60,0.334621731423196,184
future,0.0605875156501825,0.2563422947715735,2,0.195754779121391,4
big,0.06138373064499081,0.2334138313347398,2,0.172030100689749,4
made,0.06140400447907232,0.2328059730521196,2,0.1714019685730473,4
sure,0.06164691275979861,0.2254198975429873,2,0.1637729847831887,4
where,0.0628022038566225,0.2665921086813997,5,0.2037899048247772,11
stupid,0.0639360693898692,0.2828182745210287,3,0.2188822051311595,6
anti,0.06479468685190962,0.2615765535385675,3,0.1967818666866579,6
time,0.06653145374198133,0.2672019525412687,6,0.2006704987992874,13
crime,0.0667261920200555,0.2983672048434735,4,0.231641012823418,8
against,0.06740802648775371,0.2831748568984736,4,0.2157668304107199,8
times,0.06763511598637809,0.2779563476671524,4,0.2103212316807743,8
has,0.07359369915464059,0.2995439743638881,9,0.2259502752092475,19
killing,0.07622877729951588,0.3192942213870363,3,0.2430654440875204,5
women,0.07804872397445739,0.309006732257321,5,0.2309580082828636,9
meet,0.07854161257362019,0.273496090718163,3,0.1949544781445428,5
towards,0.07884624918435779,0.3126875808546768,2,0.233841331670319,3
eyes,0.07927450351996318,0.2574094404029358,3,0.1781349368829726,5
3,0.07936186809416759,0.2554294293403066,3,0.176067561246139,5
chinese,0.08022661885365762,0.2859346151985566,2,0.205707996344899,3
case,0.08077713859676469,0.274565108272748,2,0.1937879696759833,3
she,0.0808545782353316,0.2191031989488727,3,0.1382486207135411,5
her,0.08090019435457962,0.2510615076621747,5,0.1701613133075951,9
dark,0.08116360202979142,0.2663058180806017,2,0.1851422160508103,3
posted,0.08116360202979142,0.2663058180806017,2,0.1851422160508103,3
gun,0.08130958394880022,0.2631214402474166,2,0.1818118562986164,3
20,0.08140148907478503,0.2610976362567721,2,0.1796961471819871,3
students,0.08144595204148192,0.2601131405992128,2,0.1786671885577309,3
proud,0.08153209724246518,0.2581955298543221,2,0.1766634326118569,3
by,0.08222628460805759,0.3047146125608748,11,0.2224883279528172,22
together,0.08246236322611941,0.2365505654754853,2,0.1540882022493659,3
city,0.08271122718602028,0.2304348414580508,2,0.1477236142720305,3
like,0.08866835254513561,0.34745687020368,21,0.2587885176585444,44
am,0.08996298523426918,0.2704685278610934,5,0.1805055426268242,8
this,0.0909701010486888,0.3134214606486323,21,0.2224513595999435,44
two,0.09160614268376621,0.2663966062510311,4,0.1747904635672649,6
looking,0.09191436919106288,0.2602994612723082,4,0.1683850920812453,6
comit,0.09270555545325632,0.36011354969971,1,0.2674079942464537,1
dog,0.09301749048673053,0.316276122198467,3,0.2232586317117365,4
mold,0.09429371963932948,0.3372124111225044,1,0.2429186914831749,1
ramifications,0.09429371963932948,0.3372124111225044,1,0.2429186914831749,1
whut,0.09429371963932948,0.3372124111225044,1,0.2429186914831749,1
gather,0.09429371963932948,0.3372124111225044,1,0.2429186914831749,1
coz,0.09429371963932948,0.3372124111225044,1,0.2429186914831749,1
guidance,0.09429371963932948,0.3372124111225044,1,0.2429186914831749,1
between,0.09435433973223098,0.2940167941333843,3,0.1996624544011533,4
10,0.09494560246412248,0.2836035213906958,3,0.1886579189265733,4
6,0.09494560246412248,0.2836035213906958,3,0.1886579189265733,4
nuts,0.09522071430232898,0.3230399515735919,1,0.2278192372712629,1
stormed,0.09522071430232898,0.3230399515735919,1,0.2278192372712629,1
determined,0.09522071430232898,0.3230399515735919,1,0.2278192372712629,1
living,0.09527612662231752,0.2776091932939289,3,0.1823330666716114,4
departments,0.09587569935884191,0.3126111926952041,1,0.2167354933363622,1
anger,0.09587569935884191,0.3126111926952041,1,0.2167354933363622,1
pulls,0.09587569935884191,0.3126111926952041,1,0.2167354933363622,1
commercials,0.09587569935884191,0.3126111926952041,1,0.2167354933363622,1
girl,0.0958928641362253,0.2660576579055942,3,0.1701647937693689,4
tv,0.09604043555255462,0.2632174486450922,3,0.1671770130925376,4
release,0.09638138233764651,0.304298067154123,1,0.2079166848164765,1
mans,0.09638138233764651,0.304298067154123,1,0.2079166848164765,1
coat,0.09638138233764651,0.304298067154123,1,0.2079166848164765,1
described,0.09638138233764651,0.304298067154123,1,0.2079166848164765,1
denied,0.09638138233764651,0.304298067154123,1,0.2079166848164765,1
place,0.09643686532532761,0.2554294293403066,3,0.158992564014979,4
disagree,0.09679258500834978,0.2973549974633953,1,0.2005624124550455,1
fo,0.09679258500834978,0.2973549974633953,1,0.2005624124550455,1
june,0.09679258500834978,0.2973549974633953,1,0.2005624124550455,1
deaths,0.09679258500834978,0.2973549974633953,1,0.2005624124550455,1
roll,0.09679258500834978,0.2973549974633953,1,0.2005624124550455,1
really,0.09690205440401362,0.245973084782927,3,0.1490710303789134,4
s,0.09693647519874199,0.3237003017760234,22,0.2267638265772814,44
kicked,0.0971386002930043,0.2913756775094773,1,0.194237077216473,1
nigerian,0.0971386002930043,0.2913756775094773,1,0.194237077216473,1
pressure,0.0971386002930043,0.2913756775094773,1,0.194237077216473,1
sucks,0.0971386002930043,0.2913756775094773,1,0.194237077216473,1
mob,0.0971386002930043,0.2913756775094773,1,0.194237077216473,1
picked,0.09743693017704608,0.2861132871052471,1,0.188676356928201,1
led,0.09743693017704608,0.2861132871052471,1,0.188676356928201,1
fought,0.09743693017704608,0.2861132871052471,1,0.188676356928201,1
