word,npmi-bias,he-npmi,he-count,straight-npmi,straight-count
eyes,-0.1750826466301203,0.2210329701947546,5,0.3961156168248749,2
god,-0.1742596130276886,0.2275874349627348,5,0.4018470479904234,2
run,-0.17279182451906788,0.1819959849433494,2,0.3547878094624173,1
full,-0.17279182451906788,0.1819959849433494,2,0.3547878094624173,1
them,-0.1719919826505062,0.1790504480269035,10,0.3510424306774097,3
job,-0.1719431347692815,0.1898850542052856,2,0.3618281889745671,1
band,-0.1717080956884953,0.1920407509762043,2,0.3637488466646996,1
head,-0.1717080956884953,0.1920407509762043,2,0.3637488466646996,1
their,-0.1716837705343987,0.1185095728967177,6,0.2901933434311164,2
do,-0.17044269721069646,0.2023034769179556,15,0.3727461741286521,4
force,-0.1695141026742741,0.2116021254214722,2,0.3811162280957463,1
cross,-0.16852766704054228,0.2200927067126292,2,0.3886203737531715,1
forward,-0.16783666781829998,0.2259375677820864,2,0.3937742356003864,1
station,-0.16644560200173372,0.2374635912807838,2,0.4039091932825175,1
floor,-0.1654012294318739,0.2459191117360754,2,0.4113203411679493,1
shop,-0.1650034744400269,0.2490972846048511,2,0.414100759044878,1
himself,-0.16457446948379628,0.2525000155577136,2,0.4170744850415099,1
chasing,-0.15876839272154664,0.2962696480897575,2,0.4550380408113041,1
left,-0.15782549492379527,0.2515810121136826,6,0.4094065070374779,2
can,-0.15311667068883672,0.2060374558719943,12,0.359154126560831,3
more,-0.1517372284880419,0.21908269325941,12,0.3708199217474519,3
kids,-0.1486832496664353,0.1388743673033785,3,0.2875576169698138,1
anyone,-0.14770632982417548,0.151270775193521,3,0.2989771050176965,1
nothing,-0.1469235276446169,0.2439998774903837,7,0.3909234051350006,2
love,-0.1445180758392116,0.1888128644372828,3,0.3333309402764944,1
half,-0.14341525552963358,0.2009371766938326,3,0.3443524322234662,1
wait,-0.1423349911325296,0.2124528183298877,3,0.3547878094624173,1
open,-0.142158522503082,0.2143023280298674,3,0.3564608505329494,1
community,-0.1419752783986814,0.2162138176509555,3,0.3581890960496369,1
almost,-0.1419752783986814,0.2162138176509555,3,0.3581890960496369,1
power,-0.1408186877090307,0.2280748245219483,3,0.368893512230979,1
ass,-0.1375368564982986,0.2600238112154098,3,0.3975606677137084,1
person,-0.134406112890258,0.262164903126746,8,0.396571016017004,2
down,-0.12711632431304537,0.2387045937204702,9,0.3658209180335156,2
any,-0.1262612174442221,0.1504602816662984,4,0.2767214991105205,1
into,-0.12484556347461917,0.2847179274118009,15,0.4095634908864201,3
look,-0.12480731291607489,0.1711183996095087,4,0.2959257125255836,1
went,-0.12419758526993563,0.2688308675671143,9,0.3930284528370499,2
world,-0.12409751637653221,0.1807754121735431,4,0.3048729285500753,1
thing,-0.123598753767902,0.1874104319877782,4,0.3110091857556802,1
something,-0.12340746814654038,0.1899237975322404,4,0.3133312656787808,1
ca,-0.1217504944692423,0.2110274516479782,4,0.3327779461172205,1
life,-0.12134556287389461,0.2160162220575436,4,0.3373617849314382,1
woman,-0.12134556287389461,0.2160162220575436,4,0.3373617849314382,1
getting,-0.1201946434463961,0.2298700689877525,4,0.3500647124341486,1
oh,-0.11909101981841419,0.2427371691561529,4,0.3618281889745671,1
who,-0.11692015584821308,0.2473322684282952,17,0.3642524242765083,3
security,-0.1164408497233399,0.2721795240298316,4,0.3886203737531715,1
all,-0.1110289963325733,0.2516763394157666,26,0.3627053357483399,4
video,-0.1063305016039173,0.1875431139707149,5,0.2938736155746322,1
find,-0.10618583623626887,0.1897398762893147,5,0.2959257125255836,1
get,-0.10410565427010357,0.2107767598371156,12,0.3148824141072192,2
keep,-0.10376680139320249,0.2247707003164845,5,0.328537501709687,1
hair,-0.10330368026819228,0.2311497514667045,5,0.3344534317348968,1
trying,-0.10316708389681928,0.2330131925330292,5,0.3361802764298485,1
once,-0.10312045538382292,0.2336474547550918,5,0.3367679101389147,1
looks,-0.10302547306684873,0.2349365742652359,5,0.3379620473320846,1
it,-0.10156315162292756,0.282676061060643,56,0.3842392126835706,7
out,-0.09572953694452191,0.2512296150141405,21,0.3469591519586624,3
no,-0.09571830244666188,0.2243899847440016,13,0.3201082871906635,2
the,-0.09283456868966827,0.359651211376102,159,0.4524857800657703,16
over,-0.09090360820308038,0.1990526717312369,6,0.2899562799343173,1
news,-0.09054457068789498,0.2050839150721779,6,0.2956284857600729,1
own,-0.09028951236542479,0.2093159464087432,6,0.299605458774168,1
much,-0.09026909335862701,0.2096529091548148,6,0.2999220025134418,1
you,-0.09021029923524801,0.2241099673571392,32,0.3143202665923872,4
when,-0.0889220876596129,0.2786012441732314,22,0.3675233318328443,3
wonder,-0.08781482941967808,0.2483654470101704,6,0.3361802764298485,1
weeks,-0.08640451976242025,0.2692131501125408,6,0.3556176698749611,1
gets,-0.0859399128695939,0.2758882761049732,6,0.3618281889745671,1
just,-0.0859359716084599,0.2568752418783067,23,0.3428112134867666,3
as,-0.08209335639882098,0.2473580749232725,24,0.3294514313220935,3
at,-0.0811059181486577,0.2621653549502092,24,0.3432712730988669,3
then,-0.07935355649859399,0.2675153887896063,15,0.3468689452882003,2
year,-0.07743561325240811,0.2101220037174057,7,0.2875576169698138,1
two,-0.0762102036098857,0.2325624175876295,7,0.3087726211975152,1
ago,-0.07591490823046981,0.2378121974561907,7,0.3137271056866605,1
seen,-0.07548179624938037,0.2454094338146803,7,0.3208912300640607,1
an,-0.0741388924376683,0.251900454170425,16,0.3260393466080933,2
white,-0.0737350912301229,0.2657242016696104,36,0.3394592928997333,4
knew,-0.07183012800665634,0.3052894489341554,7,0.3771195769408117,1
n,-0.07005307900153987,0.2173676111503682,17,0.2874206901519081,2
with,-0.06996621104098139,0.3137730160062972,47,0.3837392270472786,5
good,-0.06697293717438318,0.1880003629706798,8,0.254973300145063,1
her,-0.06610740314377297,0.2069367917689627,8,0.2730441949127357,1
than,-0.06576915301176409,0.2141385972637255,8,0.2799077502754896,1
now,-0.0656869652165534,0.2158726057943222,8,0.2815595710108756,1
around,-0.06534604079472642,0.223001355238971,8,0.2883473960336974,1
could,-0.06510868314794649,0.2279052112852753,8,0.2930138944332218,1
off,-0.06451251022548271,0.2400178251332915,8,0.3045303353587742,1
and,-0.06232623623149536,0.3669835250093558,134,0.4293097612408512,12
black,-0.06204746781457199,0.2599833813150044,18,0.3220308491295764,2
t,-0.058217493059979614,0.226015552872284,19,0.2842330459322636,2
your,-0.05737284354528349,0.1634660558259603,9,0.2208388993712438,1
what,-0.05644834998451398,0.2627176681051585,19,0.3191660180896725,2
like,-0.05595114410557228,0.2765718254354235,30,0.3325229695409958,3
us,-0.054929619302703014,0.2242825197807521,9,0.2792121390834551,1
should,-0.05484675223713248,0.2942617995514562,19,0.3491085517885887,2
day,-0.05466053372012941,0.2305833719742898,9,0.2852439056944192,1
years,-0.05453279367811659,0.2335502791376422,9,0.2880830728157588,1
got,-0.05405226180734907,0.3093876722116877,19,0.3634399340190368,2
for,-0.05211722994832091,0.2682361341607829,43,0.3203533641091038,4
me,-0.05148681957531204,0.256311327137585,20,0.307798146712897,2
are,-0.049208662896179894,0.18731970956441,21,0.2365283724605899,2
they,-0.049049137773918394,0.1914014632236356,21,0.240450600997554,2
here,-0.04647634453250801,0.1950122911660209,10,0.2414886356985289,1
one,-0.04608458968570989,0.2634512858759837,21,0.3095358755616936,2
up,-0.04098606698821522,0.2681989987870025,22,0.3091850657752177,2
or,-0.03693611095856608,0.2495235482573121,23,0.2864596592158782,2
about,-0.03625327331284439,0.2679674567428005,23,0.3042207300556449,2
time,-0.03622398309430522,0.2349508552914493,11,0.2711748383857545,1
only,-0.03615987113305308,0.2368843237796826,11,0.2730441949127357,1
few,-0.035923225014543675,0.2439845252609459,11,0.2799077502754896,1
on,-0.028942260537004272,0.3008782192383364,51,0.3298204797753407,4
old,-0.027366049761805622,0.2573745810154487,12,0.2847406307772543,1
i,-0.021409196384090612,0.2804425706745275,83,0.3018517670586181,6
see,-0.020334013090492598,0.233669356046302,13,0.2540033691367946,1
from,-0.018345099677806898,0.2772162963949818,27,0.2955613960727887,2
guy,-0.01833992552852609,0.3133479586621135,13,0.3316878841906396,1
by,-0.013104000294210383,0.2307237338936239,14,0.2438277341878343,1
say,-0.01233621995419748,0.2671069875520589,14,0.2794432075062564,1
of,-0.005905244707081425,0.3190170936566082,91,0.3249223383636896,6
go,-0.005644613241744867,0.2607799741046443,15,0.2664245873463892,1
in,-0.005504691087553193,0.3068139413991058,76,0.312318632486659,5
said,-0.004856126068787825,0.3080818812270229,15,0.3129380072958107,1
this,-0.0030780702616994005,0.2443811242131975,31,0.2474591944748969,2
a,-0.0020553115711834935,0.3797807848382674,139,0.3818360964094509,9
is,0.010150731245553601,0.3371909978520548,84,0.3270402666065012,5
will,0.01276162511132431,0.2309496408068444,18,0.2181880156955201,1
have,0.015321502607047538,0.2544127505978315,36,0.239091247990784,2
my,0.015581021806006401,0.2849522560294085,36,0.2693712342234021,2
if,0.025567991290163627,0.3120276505060418,39,0.2864596592158782,2
to,0.026484588143326604,0.3514753794923577,128,0.3249907913490311,7
did,0.02933149953836167,0.3258558616445767,21,0.296524362106215,1
s,0.03212602703382311,0.3344077089270795,60,0.3022816818932564,3
has,0.0393814910115019,0.3006447317347214,23,0.2612632407232195,1
was,0.051449151563655704,0.3699397943615183,69,0.3184906427978626,3
not,0.07053214111110986,0.2735757943163469,30,0.203043653205237,1
be,0.07059393991066171,0.2703685345409298,30,0.1997745946302681,1
that,0.08377216498079132,0.3028621838072919,60,0.2190900188265006,2
him,0.09432865835877763,0.3981794333598364,38,0.3038507750010588,1
he,0.39373149589937556,0.6523775851441201,292,0.2586460892447446,1
