word,npmi-bias,his-npmi,his-count,man-npmi,man-count
movie,-0.034709106160290104,0.2031057059897966,1,0.2378148121500867,1
18,-0.0346780419930125,0.2049797397183297,1,0.2396577817113422,1
violent,-0.0346780419930125,0.2049797397183297,1,0.2396577817113422,1
tree,-0.03464555168777972,0.2069241811159715,1,0.2415697328037512,1
met,-0.03461150664662879,0.208944940834249,1,0.2435564474808778,1
x202a,-0.03461150664662879,0.208944940834249,1,0.2435564474808778,1
dna,-0.03457576023232581,0.2110487241985768,1,0.2456244844309026,1
certain,-0.03457576023232581,0.2110487241985768,1,0.2456244844309026,1
daughter,-0.03457576023232581,0.2110487241985768,1,0.2456244844309026,1
gonna,-0.03457576023232581,0.2110487241985768,1,0.2456244844309026,1
humans,-0.03453814423979101,0.2132431820647548,1,0.2477813263045458,1
ape,-0.03453814423979101,0.2132431820647548,1,0.2477813263045458,1
foreign,-0.03449846446150792,0.2155370995250058,1,0.2500355639865137,1
btw,-0.03449846446150792,0.2155370995250058,1,0.2500355639865137,1
mate,-0.03449846446150792,0.2155370995250058,1,0.2500355639865137,1
television,-0.03449846446150792,0.2155370995250058,1,0.2500355639865137,1
thinks,-0.03445649505278289,0.2179406345215041,1,0.252397129574287,1
cold,-0.03445649505278289,0.2179406345215041,1,0.252397129574287,1
explain,-0.03445649505278289,0.2179406345215041,1,0.252397129574287,1
welfare,-0.03445649505278289,0.2179406345215041,1,0.252397129574287,1
stopped,-0.03445649505278289,0.2179406345215041,1,0.252397129574287,1
nazi,-0.0344119712849589,0.2204656231764001,1,0.254877594461359,1
angry,-0.0344119712849589,0.2204656231764001,1,0.254877594461359,1
typical,-0.0344119712849589,0.2204656231764001,1,0.254877594461359,1
groid,-0.03436458009976401,0.22312597567248,1,0.257490555772244,1
watched,-0.03436458009976401,0.22312597567248,1,0.257490555772244,1
nor,-0.03436458009976401,0.22312597567248,1,0.257490555772244,1
faces,-0.03436458009976401,0.22312597567248,1,0.257490555772244,1
star,-0.03431394761265491,0.2259381971237672,1,0.2602521447364221,1
political,-0.03431394761265491,0.2259381971237672,1,0.2602521447364221,1
victim,-0.03425962230109891,0.2289220842586805,1,0.2631817065597794,1
17,-0.03425962230109891,0.2289220842586805,1,0.2631817065597794,1
style,-0.03425962230109891,0.2289220842586805,1,0.2631817065597794,1
obviously,-0.03425962230109891,0.2289220842586805,1,0.2631817065597794,1
whenever,-0.03425962230109891,0.2289220842586805,1,0.2631817065597794,1
duty,-0.03420105195729678,0.2321016747113232,1,0.26630272666862,1
lack,-0.03420105195729678,0.2321016747113232,1,0.26630272666862,1
knife,-0.03420105195729678,0.2321016747113232,1,0.26630272666862,1
turning,-0.03420105195729678,0.2321016747113232,1,0.26630272666862,1
da,-0.03420105195729678,0.2321016747113232,1,0.26630272666862,1
laughing,-0.03420105195729678,0.2321016747113232,1,0.26630272666862,1
poles,-0.034137551407421585,0.2355065681129745,1,0.2696441195203961,1
beach,-0.034137551407421585,0.2355065681129745,1,0.2696441195203961,1
onto,-0.034137551407421585,0.2355065681129745,1,0.2696441195203961,1
assault,-0.034137551407421585,0.2355065681129745,1,0.2696441195203961,1
everybody,-0.034137551407421585,0.2355065681129745,1,0.2696441195203961,1
nose,-0.034137551407421585,0.2355065681129745,1,0.2696441195203961,1
sat,-0.034137551407421585,0.2355065681129745,1,0.2696441195203961,1
dress,-0.034068256170608796,0.2391738097227509,1,0.2732420658933597,1
decide,-0.034068256170608796,0.2391738097227509,1,0.2732420658933597,1
38,-0.034068256170608796,0.2391738097227509,1,0.2732420658933597,1
campaign,-0.034068256170608796,0.2391738097227509,1,0.2732420658933597,1
skins,-0.034068256170608796,0.2391738097227509,1,0.2732420658933597,1
camera,-0.03399205400435859,0.2431506527870703,1,0.2771427067914289,1
drop,-0.03399205400435859,0.2431506527870703,1,0.2771427067914289,1
october,-0.03399205400435859,0.2431506527870703,1,0.2771427067914289,1
marry,-0.03399205400435859,0.2431506527870703,1,0.2771427067914289,1
original,-0.03399205400435859,0.2431506527870703,1,0.2771427067914289,1
saturday,-0.03399205400435859,0.2431506527870703,1,0.2771427067914289,1
kept,-0.03399205400435859,0.2431506527870703,1,0.2771427067914289,1
jumped,-0.033907480328710105,0.247498745798785,1,0.2814062261274951,1
standard,-0.033907480328710105,0.247498745798785,1,0.2814062261274951,1
neighbors,-0.033907480328710105,0.247498745798785,1,0.2814062261274951,1
27,-0.033907480328710105,0.247498745798785,1,0.2814062261274951,1
afternoon,-0.033907480328710105,0.247498745798785,1,0.2814062261274951,1
forest,-0.033907480328710105,0.247498745798785,1,0.2814062261274951,1
led,-0.033812551935199664,0.2523007351700474,1,0.2861132871052471,1
la,-0.033812551935199664,0.2523007351700474,1,0.2861132871052471,1
personally,-0.033812551935199664,0.2523007351700474,1,0.2861132871052471,1
september,-0.033812551935199664,0.2523007351700474,1,0.2861132871052471,1
talks,-0.03370448936076059,0.2576711881487167,1,0.2913756775094773,1
handed,-0.03370448936076059,0.2576711881487167,1,0.2913756775094773,1
cnn,-0.03370448936076059,0.2576711881487167,1,0.2913756775094773,1
singer,-0.03370448936076059,0.2576711881487167,1,0.2913756775094773,1
balls,-0.03370448936076059,0.2576711881487167,1,0.2913756775094773,1
constantly,-0.03357922445083367,0.2637757730125616,1,0.2973549974633953,1
wore,-0.03357922445083367,0.2637757730125616,1,0.2973549974633953,1
ur,-0.03357922445083367,0.2637757730125616,1,0.2973549974633953,1
pregnant,-0.03357922445083367,0.2637757730125616,1,0.2973549974633953,1
finished,-0.03343045648441689,0.2708676106697061,1,0.304298067154123,1
niglet,-0.03343045648441689,0.2708676106697061,1,0.304298067154123,1
aswell,-0.03343045648441689,0.2708676106697061,1,0.304298067154123,1
elderly,-0.03343045648441689,0.2708676106697061,1,0.304298067154123,1
kevin,-0.03343045648441689,0.2708676106697061,1,0.304298067154123,1
mans,-0.03343045648441689,0.2708676106697061,1,0.304298067154123,1
described,-0.03343045648441689,0.2708676106697061,1,0.304298067154123,1
allegedly,-0.03343045648441689,0.2708676106697061,1,0.304298067154123,1
corner,-0.03343045648441689,0.2708676106697061,1,0.304298067154123,1
asks,-0.03343045648441689,0.2708676106697061,1,0.304298067154123,1
grateful,-0.03343045648441689,0.2708676106697061,1,0.304298067154123,1
punk,-0.03343045648441689,0.2708676106697061,1,0.304298067154123,1
release,-0.03343045648441689,0.2708676106697061,1,0.304298067154123,1
coat,-0.03343045648441689,0.2708676106697061,1,0.304298067154123,1
seat,-0.03324764611018971,0.2793635465850144,1,0.3126111926952041,1
ashamed,-0.03324764611018971,0.2793635465850144,1,0.3126111926952041,1
economy,-0.03324764611018971,0.2793635465850144,1,0.3126111926952041,1
wedding,-0.03324764611018971,0.2793635465850144,1,0.3126111926952041,1
smashed,-0.03324764611018971,0.2793635465850144,1,0.3126111926952041,1
stabbing,-0.03324764611018971,0.2793635465850144,1,0.3126111926952041,1
potential,-0.03324764611018971,0.2793635465850144,1,0.3126111926952041,1
attempted,-0.03324764611018971,0.2793635465850144,1,0.3126111926952041,1
auto,-0.03301108266701919,0.2900288689065727,1,0.3230399515735919,1
principal,-0.03301108266701919,0.2900288689065727,1,0.3230399515735919,1
resist,-0.03301108266701919,0.2900288689065727,1,0.3230399515735919,1
backpack,-0.03301108266701919,0.2900288689065727,1,0.3230399515735919,1
taylor,-0.03301108266701919,0.2900288689065727,1,0.3230399515735919,1
trail,-0.03301108266701919,0.2900288689065727,1,0.3230399515735919,1
obituary,-0.03301108266701919,0.2900288689065727,1,0.3230399515735919,1
gray,-0.03301108266701919,0.2900288689065727,1,0.3230399515735919,1
exception,-0.03301108266701919,0.2900288689065727,1,0.3230399515735919,1
suited,-0.03301108266701919,0.2900288689065727,1,0.3230399515735919,1
determined,-0.03301108266701919,0.2900288689065727,1,0.3230399515735919,1
southeast,-0.03301108266701919,0.2900288689065727,1,0.3230399515735919,1
gf,-0.03301108266701919,0.2900288689065727,1,0.3230399515735919,1
stormed,-0.03301108266701919,0.2900288689065727,1,0.3230399515735919,1
brutality,-0.032676687122658477,0.3045357239998459,1,0.3372124111225044,1
semen,-0.032676687122658477,0.3045357239998459,1,0.3372124111225044,1
guidance,-0.032676687122658477,0.3045357239998459,1,0.3372124111225044,1
whut,-0.032676687122658477,0.3045357239998459,1,0.3372124111225044,1
elmira,-0.032676687122658477,0.3045357239998459,1,0.3372124111225044,1
drove,-0.032676687122658477,0.3045357239998459,1,0.3372124111225044,1
gather,-0.032676687122658477,0.3045357239998459,1,0.3372124111225044,1
visitors,-0.032676687122658477,0.3045357239998459,1,0.3372124111225044,1
chick,-0.032676687122658477,0.3045357239998459,1,0.3372124111225044,1
igger,-0.032676687122658477,0.3045357239998459,1,0.3372124111225044,1
latimes,-0.032676687122658477,0.3045357239998459,1,0.3372124111225044,1
scrounging,-0.032676687122658477,0.3045357239998459,1,0.3372124111225044,1
scares,-0.032676687122658477,0.3045357239998459,1,0.3372124111225044,1
passenger,-0.032676687122658477,0.3045357239998459,1,0.3372124111225044,1
ashore,-0.032676687122658477,0.3045357239998459,1,0.3372124111225044,1
mourn,-0.032676687122658477,0.3045357239998459,1,0.3372124111225044,1
patch,-0.032676687122658477,0.3045357239998459,1,0.3372124111225044,1
substitute,-0.032676687122658477,0.3045357239998459,1,0.3372124111225044,1
supermarket,-0.032676687122658477,0.3045357239998459,1,0.3372124111225044,1
talkin,-0.032676687122658477,0.3045357239998459,1,0.3372124111225044,1
ramifications,-0.032676687122658477,0.3045357239998459,1,0.3372124111225044,1
straw,-0.032676687122658477,0.3045357239998459,1,0.3372124111225044,1
neevr,-0.03210484695238697,0.328008702747323,1,0.36011354969971,1
packi,-0.03210484695238697,0.328008702747323,1,0.36011354969971,1
ohhh,-0.03210484695238697,0.328008702747323,1,0.36011354969971,1
boulevard,-0.03210484695238697,0.328008702747323,1,0.36011354969971,1
owns,-0.03210484695238697,0.328008702747323,1,0.36011354969971,1
monkies,-0.03210484695238697,0.328008702747323,1,0.36011354969971,1
butchy,-0.03210484695238697,0.328008702747323,1,0.36011354969971,1
zealot,-0.03210484695238697,0.328008702747323,1,0.36011354969971,1
uneven,-0.03210484695238697,0.328008702747323,1,0.36011354969971,1
devastating,-0.03210484695238697,0.328008702747323,1,0.36011354969971,1
forgein,-0.03210484695238697,0.328008702747323,1,0.36011354969971,1
gdansk,-0.03210484695238697,0.328008702747323,1,0.36011354969971,1
vagina,-0.03210484695238697,0.328008702747323,1,0.36011354969971,1
penalty2,-0.03210484695238697,0.328008702747323,1,0.36011354969971,1
5824772,-0.03210484695238697,0.328008702747323,1,0.36011354969971,1
dive,-0.03210484695238697,0.328008702747323,1,0.36011354969971,1
finially,-0.03210484695238697,0.328008702747323,1,0.36011354969971,1
2010apr02,-0.03210484695238697,0.328008702747323,1,0.36011354969971,1
84th,-0.03210484695238697,0.328008702747323,1,0.36011354969971,1
harvard,-0.03210484695238697,0.328008702747323,1,0.36011354969971,1
anus,-0.03210484695238697,0.328008702747323,1,0.36011354969971,1
strangling,-0.03210484695238697,0.328008702747323,1,0.36011354969971,1
conslour,-0.03210484695238697,0.328008702747323,1,0.36011354969971,1
huffed,-0.03210484695238697,0.328008702747323,1,0.36011354969971,1
wrench,-0.03210484695238697,0.328008702747323,1,0.36011354969971,1
lapd,-0.03210484695238697,0.328008702747323,1,0.36011354969971,1
sedan,-0.03210484695238697,0.328008702747323,1,0.36011354969971,1
allege,-0.03210484695238697,0.328008702747323,1,0.36011354969971,1
way,-0.02865658725613679,0.2363416050828896,6,0.2649981923390264,5
every,-0.028553018008669995,0.2427769155658447,6,0.2713299335745147,5
for,-0.02755947313846796,0.3039997629876459,36,0.3315592361261139,27
n,-0.027524612791698877,0.245206880135868,14,0.2727314929275669,11
people,-0.02459550198264157,0.2490977273358206,13,0.2736932293184622,10
now,-0.024134259905517902,0.2142965313812526,5,0.2384307912867705,4
two,-0.023770639877880723,0.2426259663731504,5,0.2663966062510311,4
guy,-0.02343330851621339,0.2665646429482779,5,0.2899979514644913,4
year,-0.02339177512344609,0.2757693120222502,9,0.2991610871456963,7
crime,-0.023306981268295335,0.2750602235751782,5,0.2983672048434735,4
murder,-0.022861143260183403,0.3033647076063307,5,0.3262258508665141,4
shot,-0.022744989474119404,0.3103634126773638,5,0.3331084021514832,4
because,-0.01946815894759979,0.2546578109969394,8,0.2741259699445392,6
but,-0.018019941291198605,0.2095878822246948,11,0.2276078235158934,8
just,-0.01787068495211258,0.2255405321382356,11,0.2434112170903482,8
than,-0.017553596501063196,0.1927744571169785,4,0.2103280536180417,3
dont,-0.017327373310759786,0.2193488810291386,4,0.2366762543398984,3
dog,-0.016495007653950122,0.2997811145445169,4,0.316276122198467,3
with,-0.01647307370912693,0.325219590510501,33,0.3416926642196279,23
where,-0.014231892259174317,0.2523602164222254,7,0.2665921086813997,5
in,-0.01418331208255863,0.3561658695223517,67,0.3703491816049103,45
do,-0.013582912574341383,0.2073556853924073,10,0.2209385979667487,7
or,-0.012630048561008689,0.259129526331754,16,0.2717595748927627,11
up,-0.012437772747079912,0.2823110346429158,16,0.2947488073899957,11
by,-0.012350276196644083,0.2923643363642307,16,0.3047146125608748,11
time,-0.007976062262085137,0.2592258902791836,9,0.2672019525412687,6
go,-0.007537036816028603,0.2153691516670687,6,0.2229061884830973,4
going,-0.007412793245878901,0.2436643488471018,6,0.2510771420929807,4
went,-0.007274624073606295,0.2725273251807453,6,0.2798019492543516,4
death,-0.007130809818050088,0.3002945657623285,6,0.3074253755803786,4
new,-0.006815460592614786,0.1607029480825125,3,0.1675184086751273,2
well,-0.006791029349378891,0.1686698227138792,3,0.1754608520632581,2
many,-0.006779847207006223,0.1722343512039345,3,0.1790141984109407,2
ve,-0.0067472512903664905,0.1823552066799691,3,0.1891024579703356,2
does,-0.006668523530380721,0.2053550773581191,3,0.2120236008884998,2
once,-0.0065820327973517,0.2286937518100318,3,0.2352757846073835,2
together,-0.006577097999327319,0.229973467476158,3,0.2365505654754853,2
gun,-0.006469670636895242,0.2566517696105214,3,0.2631214402474166,2
case,-0.006420716270290394,0.2681443920024576,3,0.274565108272748,2
is,-0.006258815174271515,0.2995798051629441,42,0.3058386203372156,27
ran,-0.006245956838921596,0.3064416240157552,3,0.3126875808546768,2
my,-0.004896963313921782,0.2266702213276937,14,0.2315671846416155,9
