word,npmi-bias,her-npmi,her-count,their-npmi,their-count
will,-0.010440112685253689,0.2473898573155227,16,0.2578299700007764,47
right,-0.010359976848272695,0.2234044418378801,5,0.2337644186861528,15
ll,-0.010045975993687506,0.1762150958889765,3,0.186261071882664,9
give,-0.009844971430973015,0.2312996474511982,4,0.2411446188821712,12
women,-0.009673331906818489,0.2063176438359176,3,0.2159909757427361,9
help,-0.009524518275214305,0.2183484564392095,3,0.2278729747144238,9
town,-0.009435435648890905,0.173098180018062,2,0.1825336156669529,6
girls,-0.009381461099779276,0.2299190136473802,3,0.2393004747471595,9
must,-0.009373224830509314,0.1784661934227515,2,0.1878394182532608,6
better,-0.009365968049786705,0.179092432985179,2,0.1884584010349657,6
thread,-0.009292708832032898,0.09729403912972,1,0.1065867479617529,3
etc,-0.009247124642983495,0.1893503754561785,2,0.198597500099162,6
soon,-0.00922963950259878,0.1908599347351314,2,0.2000895742377302,6
called,-0.009211701306025888,0.1924086969702104,2,0.2016203982762363,6
yet,-0.009202554227371706,0.1931984793553444,2,0.2024010335827161,6
getting,-0.009164696075137091,0.19646749894264,2,0.2056321950177771,6
start,-0.009129665235104709,0.112869172196503,1,0.1219988374316077,3
others,-0.009070906907305804,0.2045678430348755,2,0.2136387499421813,6
leave,-0.009012495070328502,0.2096139776966211,2,0.2186264727669496,6
face,-0.009000165988230002,0.2106791958340836,2,0.2196793618223136,6
brown,-0.008963292144212598,0.1287717362547365,1,0.1377350283989491,3
would,-0.008924848729629703,0.2239659819940241,11,0.2328908307236538,32
4,-0.008899404155044394,0.1348809093452262,1,0.1437803135002706,3
men,-0.008884301238200693,0.1363253028740517,1,0.1452096041122524,3
link,-0.008844898015040098,0.1400940664637845,1,0.1489389644788246,3
hard,-0.008820021519379995,0.1424736799017334,1,0.1512937014211134,3
asian,-0.008738837957440404,0.1502409417951759,1,0.1589797797526163,3
move,-0.008729123935417804,0.1511704854038926,1,0.1598996093393104,3
boy,-0.00870922213969108,0.1530750075925761,1,0.1617842297322672,3
evil,-0.008705134339975606,0.2361823055641308,2,0.2448874399041064,6
almost,-0.008688650507171103,0.1550437735221895,1,0.1637324240293606,3
picture,-0.008678097968572912,0.1560537390377948,1,0.1647318370063677,3
lots,-0.008678097968572912,0.1560537390377948,1,0.1647318370063677,3
cant,-0.008656425168987597,0.1581281258449573,1,0.1667845510139449,3
gets,-0.008645289952716406,0.159193982916155,1,0.1678392728688714,3
heritage,-0.00864250522273502,0.2415992351026171,2,0.2502417403253521,6
shows,-0.008633944783381198,0.1602799804313825,1,0.1689139252147637,3
pictures,-0.008622380966236187,0.1613869531948864,1,0.1700093341611226,3
started,-0.0086105892424988,0.1625157901949896,1,0.1711263794374884,3
page,-0.008586281911655613,0.1648429134052697,1,0.1734291953169253,3
poor,-0.00856093537245628,0.1672697443381548,1,0.1758306797106111,3
dirty,-0.008506707616026593,0.1724625802584892,1,0.1809692878745158,3
kill,-0.00849232458766,0.17384006521682,1,0.18233238980448,3
less,-0.00846243906031649,0.1767024764079143,1,0.1851649154682308,3
disgusting,-0.008446893496726587,0.1781915393351357,1,0.1866384328318623,3
running,-0.008430914077589391,0.1797222467749297,1,0.1881531608525191,3
fighting,-0.008430914077589391,0.1797222467749297,1,0.1881531608525191,3
israel,-0.008414473976336795,0.1812971759177526,1,0.1897116498940894,3
wife,-0.008414473976336795,0.1812971759177526,1,0.1897116498940894,3
sisters,-0.008397543740137708,0.1829191563895051,1,0.1913167001296428,3
reading,-0.008397543740137708,0.1829191563895051,1,0.1913167001296428,3
feet,-0.0083434703136262,0.1881002564887215,1,0.1964437268023477,3
sign,-0.00828358364623219,0.1938395353068745,1,0.2021231189531067,3
facebook,-0.00828358364623219,0.1938395353068745,1,0.2021231189531067,3
throw,-0.008262082370891183,0.1959004263957067,1,0.2041625087665979,3
cheap,-0.008262082370891183,0.1959004263957067,1,0.2041625087665979,3
forced,-0.008262082370891183,0.1959004263957067,1,0.2041625087665979,3
hang,-0.008262082370891183,0.1959004263957067,1,0.2041625087665979,3
sitting,-0.0082396998628404,0.1980459529545264,1,0.2062856528173668,3
main,-0.008216354995808,0.2002839129694801,1,0.2085002679652881,3
allow,-0.008216354995808,0.2002839129694801,1,0.2085002679652881,3
computer,-0.008191954624227893,0.2026232603438401,1,0.210815214968068,3
garbage,-0.008166391055877686,0.2050743480522944,1,0.2132407391081721,3
quickly,-0.008139538818126096,0.2076492392768177,1,0.2157887780949438,3
sell,-0.008139538818126096,0.2076492392768177,1,0.2157887780949438,3
mess,-0.008111250465516084,0.2103621108088606,1,0.2184733612743767,3
names,-0.008081351064185394,0.2132297838077323,1,0.2213111348719177,3
laughing,-0.00801583500470629,0.2195145574429774,1,0.2275303924476837,3
indian,-0.007979650018118789,0.2229863196519829,1,0.2309659696701017,3
somebody,-0.007979650018118789,0.2229863196519829,1,0.2309659696701017,3
creatures,-0.007979650018118789,0.2229863196519829,1,0.2309659696701017,3
dress,-0.007940683403103693,0.2267254718167879,1,0.2346661552198916,3
authorities,-0.007940683403103693,0.2267254718167879,1,0.2346661552198916,3
whitey,-0.007898434633816703,0.2307801668448255,1,0.2386786014786422,3
stood,-0.007852250801042793,0.2352132252962996,1,0.2430654760973424,3
handed,-0.007744239538598485,0.2455838165117697,1,0.2533280560503682,3
some,-0.0060370409500346,0.2447729851730338,12,0.2508100261230684,34
well,-0.005602401744447094,0.2126562738758243,6,0.2182586756202714,17
very,-0.004492669133864119,0.2007969915718875,5,0.2052896607057516,14
also,-0.004353281250339708,0.2136942975224378,5,0.2180475787727775,14
being,-0.004310611442494422,0.2176833516471089,5,0.2219939630896033,14
n,-0.0042557055775854224,0.2532382179918742,18,0.2574939235694596,50
day,-0.002965958218665299,0.1817656222089806,4,0.1847315804276459,11
and,-0.0029550358429147883,0.3765288386234401,107,0.3794838744663549,294
other,-0.0028458857635211,0.2300482855965483,8,0.2328941713600694,22
put,-0.002671265540602291,0.2116013160519829,4,0.2142725815925852,11
no,-0.0011924710917489978,0.2248583306487032,10,0.2260508017404522,27
has,0.00011344416588099371,0.2312171556551595,9,0.2311037114892785,24
like,0.0003183458882778101,0.2485048357602515,18,0.2481864898719737,48
off,0.0005121794992730688,0.2761532338649392,9,0.2756410543656661,24
were,0.0016076547704128863,0.2306932147345473,8,0.2290855599641344,21
s,0.0022752896388716914,0.2649013240242338,27,0.2626260343853621,71
one,0.002486568304497394,0.2134260975194016,10,0.2109395292149042,26
into,0.0035211907794360786,0.2370528577203672,7,0.2335316669409311,18
work,0.0045340818466586,0.1708531757713546,2,0.166319093924696,5
big,0.004591812520096106,0.1797251128313295,2,0.1751333003112334,5
together,0.004612488177260177,0.1829903687469961,2,0.1783778805697359,5
doing,0.004684759366846897,0.1948103575568244,2,0.1901255981899775,5
wait,0.004725255469999495,0.2017402908430315,2,0.197015035373032,5
open,0.004735942931271109,0.2036098445533565,2,0.1988739016220854,5
reason,0.004735942931271109,0.2036098445533565,2,0.1988739016220854,5
rest,0.004805979331594101,0.2163302333629423,2,0.2115242540313482,5
by,0.004862563854553581,0.2732384424912961,16,0.2683758786367425,41
follow,0.004905936611791006,0.2361823055641308,2,0.2312763689523398,5
playing,0.004949154093587288,0.245551865070826,2,0.2406027109772387,5
shame,0.004949154093587288,0.245551865070826,2,0.2406027109772387,5
stories,0.004968061894411707,0.2498344674110956,2,0.2448664055166839,5
years,0.005188188538154004,0.1848178377588102,4,0.1796296492206562,10
after,0.005382572063831914,0.2146347654857166,4,0.2092521934218847,10
at,0.005678697558793633,0.2722269264032489,20,0.2665482288444553,51
around,0.006340399500026905,0.2479891925549923,8,0.2416487930549654,20
here,0.008442273867240502,0.2106835185083204,9,0.2022412446410799,22
we,0.008582326748068608,0.2300316789766905,15,0.2214493522286219,37
says,0.010617577647219378,0.2227079140602209,3,0.2120903364130015,7
white,0.01064004985201411,0.2852689252081899,32,0.2746288753561758,79
using,0.010678432191982695,0.2466501947137779,3,0.2359717625217952,7
is,0.011837485293254957,0.3116178497279379,54,0.2997803644346829,134
thing,0.012072707387187187,0.2451211153761263,6,0.2330484079889391,14
black,0.01336159683571339,0.2619460904732638,14,0.2485844936375504,33
saw,0.014140285648869794,0.2187591471587523,4,0.2046188615098825,9
friends,0.0141582970509751,0.2284695964440377,4,0.2143112993930626,9
life,0.01417135917852591,0.2380316291952903,4,0.2238602700167644,9
skin,0.0141812735660585,0.250207545845944,4,0.2360262722798855,9
from,0.015277047126141308,0.2617489249914286,18,0.2464718778652873,42
want,0.016581582801012906,0.1934438913162864,5,0.1768623085152735,11
http,0.016588334068726784,0.1958937419891465,5,0.1793054079204197,11
could,0.018554830213904694,0.2260391469338375,6,0.2074843167199328,13
sheer,0.018866268706178912,0.2933498404975982,1,0.2744835717914193,2
forefathers,0.018866268706178912,0.2933498404975982,1,0.2744835717914193,2
post,0.018950351483581693,0.1009612133076248,1,0.0820108618240431,2
https,0.01899323079237661,0.1099220210384043,1,0.0909287902460277,2
effect,0.018999809549720997,0.2676957755738872,1,0.2486959660241662,2
aged,0.018999809549720997,0.2676957755738872,1,0.2486959660241662,2
daughters,0.019036351115065825,0.2590359782343009,1,0.2399996271192351,2
please,0.01904397914107081,0.122039507018873,1,0.1029955278778022,2
part,0.019061861631341104,0.1268625469007189,1,0.1078006852693778,2
chosen,0.01908458134885499,0.2455838165117697,1,0.2264992351629147,2
successful,0.01908458134885499,0.2455838165117697,1,0.2264992351629147,2
meet,0.0190886700529639,0.1348809093452262,1,0.1157922392922623,2
pm,0.019090892312264893,0.1355988296187797,1,0.1165079373065148,2
europe,0.019097537587539,0.1378048062092565,1,0.1187072686217175,2
lately,0.01910124025155238,0.2401088624228536,1,0.2210076221713012,2
fought,0.01910124025155238,0.2401088624228536,1,0.2210076221713012,2
remain,0.01910124025155238,0.2401088624228536,1,0.2210076221713012,2
hates,0.019114682030840602,0.2352132252962996,1,0.216098543265459,2
concerned,0.019114682030840602,0.2352132252962996,1,0.216098543265459,2
worked,0.019114682030840602,0.2352132252962996,1,0.216098543265459,2
daily,0.019114682030840602,0.2352132252962996,1,0.216098543265459,2
slowly,0.019114682030840602,0.2352132252962996,1,0.216098543265459,2
actions,0.019114682030840602,0.2352132252962996,1,0.216098543265459,2
forget,0.019125669553336694,0.2307801668448255,1,0.2116544972914888,2
savage,0.019125669553336694,0.2307801668448255,1,0.2116544972914888,2
survive,0.019125669553336694,0.2307801668448255,1,0.2116544972914888,2
end,0.019127751488171918,0.14932586688606,1,0.1301981153978881,2
whole,0.019129827893149487,0.1502409417951759,1,0.1311111139020264,2
000,0.01913393174186001,0.1521149981770965,1,0.1329810664352365,2
under,0.01913393174186001,0.1521149981770965,1,0.1329810664352365,2
tape,0.0191347341983924,0.2267254718167879,1,0.2075907376183955,2
whats,0.0191347341983924,0.2267254718167879,1,0.2075907376183955,2
birth,0.0191347341983924,0.2267254718167879,1,0.2075907376183955,2
beliefs,0.0191422595501603,0.2229863196519829,1,0.2038440601018226,2
rights,0.019148530658813806,0.2195145574429774,1,0.2003660267841636,2
hop,0.019148530658813806,0.2195145574429774,1,0.2003660267841636,2
knife,0.019148530658813806,0.2195145574429774,1,0.2003660267841636,2
jump,0.019148530658813806,0.2195145574429774,1,0.2003660267841636,2
bigger,0.019148530658813806,0.2195145574429774,1,0.2003660267841636,2
9,0.019151296812250612,0.1613869531948864,1,0.1422356563826358,2
7,0.0191530769728796,0.1625157901949896,1,0.14336271322211,2
latest,0.01915376451421552,0.2162724336970454,1,0.1971186691828299,2
filthy,0.01915376451421552,0.2162724336970454,1,0.1971186691828299,2
spend,0.019158129685060893,0.2132297838077323,1,0.1940716541226714,2
write,0.019158129685060893,0.2132297838077323,1,0.1940716541226714,2
opinion,0.019158129685060893,0.2132297838077323,1,0.1940716541226714,2
sent,0.019161330833970702,0.1685235064731637,1,0.149362175639193,2
11,0.019161330833970702,0.1685235064731637,1,0.149362175639193,2
poster,0.019161759417462704,0.2103621108088606,1,0.1912003513913979,2
charge,0.019161759417462704,0.2103621108088606,1,0.1912003513913979,2
taught,0.019161759417462704,0.2103621108088606,1,0.1912003513913979,2
several,0.0191628265719036,0.1698059198057495,1,0.1506430932338459,2
50,0.019164260429252816,0.1711184258607827,1,0.1519541654315299,2
scum,0.019164260429252816,0.1711184258607827,1,0.1519541654315299,2
didnt,0.01916476063013589,0.2076492392768177,1,0.1884844786466818,2
station,0.01916476063013589,0.2076492392768177,1,0.1884844786466818,2
breed,0.019167220249112216,0.2050743480522944,1,0.1859071278031822,2
filth,0.019167220249112216,0.2050743480522944,1,0.1859071278031822,2
sun,0.019167220249112216,0.2050743480522944,1,0.1859071278031822,2
inside,0.019167220249112216,0.2050743480522944,1,0.1859071278031822,2
safe,0.01916920976775019,0.2026232603438401,1,0.1834540505760899,2
btw,0.01916920976775019,0.2026232603438401,1,0.1834540505760899,2
fed,0.01916920976775019,0.2026232603438401,1,0.1834540505760899,2
break,0.01916920976775019,0.2026232603438401,1,0.1834540505760899,2
