word,him-npmi
daddy,0.2867129454680772
damn,0.2755199297769435
darkes,0.3501203596120513
darkness,0.326975622735601
darlington,0.3501203596120513
das,0.3021214586608924
dat,0.2937249036291447
dating,0.2663042096598264
david,0.2095947365464051
davidduke,0.3126563396819113
dawg,0.326975622735601
day,0.2279958913121705
days,0.2233395215221431
dealer,0.3021214586608924
decided,0.2344918305773595
declare,0.2937249036291447
defending,0.2867129454680772
demoralising,0.3501203596120513
den,0.3126563396819113
dere,0.3501203596120513
described,0.2937249036291447
desert,0.2867129454680772
despicable,0.3501203596120513
despite,0.2806748764088565
destroyed,0.2706086587789285
details,0.2937249036291447
did,0.2778658915689478
digital,0.326975622735601
dime,0.3501203596120513
directing,0.3126563396819113
dirty,0.2095947365464051
dised,0.3501203596120513
disgusting,0.2678255065420651
diversity,0.2214018483365587
do,0.2314193796318925
doctor,0.2867129454680772
does,0.1992188645592831
dog,0.2707675137247977
dogs,0.2324050111406903
done,0.2370572225800559
dont,0.2693683247458627
donuts,0.326975622735601
doom,0.3501203596120513
double,0.2522110832706662
down,0.2894516795970472
dreadlocks,0.3501203596120513
drive,0.2413264334907196
drooling,0.3501203596120513
drop,0.2663042096598264
dropped,0.3021214586608924
drug,0.2789523893847733
drugs,0.2553613880073394
duke,0.2284711101463647
during,0.2487850921168876
duty,0.2553613880073394
e,0.1977283793570957
each,0.1788148497826529
east,0.2181957363774679
eat,0.2109360351157493
eating,0.2866095147851856
eddie,0.3126563396819113
edit,0.2706086587789285
eduard,0.3501203596120513
educate,0.2464669065431087
either,0.198806898300194
else,0.2208186765639499
emperor,0.3126563396819113
enchantment,0.3501203596120513
end,0.1870527961926258
england,0.2137229725088788
enjoying,0.3501203596120513
enough,0.2610647005846911
especially,0.2664143980131788
europa,0.2937249036291447
even,0.2062434900294457
ever,0.137441303610992
every,0.1210938016496663
everybody,0.2587342944276961
everyone,0.1772978022154399
evolution,0.326975622735601
examples,0.3021214586608924
exchange,0.2937249036291447
excuse,0.2753612228189775
explain,0.2413264334907196
extent,0.3021214586608924
eyes,0.156062857334212
faith,0.2867129454680772
falsely,0.326975622735601
family,0.2195970663608512
famous,0.2587342944276961
fans,0.2706086587789285
far,0.2214389654930056
fast,0.2181957363774679
father,0.2057586610731931
favorite,0.2324050111406903
fed,0.290931882312627
federal,0.2867129454680772
feds,0.3021214586608924
feeding,0.2806748764088565
feet,0.2248164958641349
fell,0.2937249036291447
few,0.2609527984506781
fidelity,0.3501203596120513
field,0.2623663603677288
fight,0.1788148497826529
figured,0.2706086587789285
file,0.2553613880073394
filthy,0.2522110832706662
find,0.2390959885630337
finger,0.2806748764088565
finially,0.3501203596120513
finlly,0.3501203596120513
fired,0.3262150988445833
fires,0.326975622735601
first,0.184870301141983
fist,0.3126563396819113
flea,0.3501203596120513
flirting,0.3501203596120513
floor,0.2522110832706662
flyers,0.2706086587789285
fm,0.3126563396819113
folklore,0.326975622735601
following,0.2413264334907196
food,0.1946119178981561
fools,0.2706086587789285
football,0.2151726243028288
for,0.305286159987585
force,0.2181957363774679
foreign,0.238943186013845
forest,0.2706086587789285
forgein,0.3501203596120513
former,0.3126563396819113
forum,0.1550158933475375
foruth,0.3501203596120513
forward,0.2324050111406903
fought,0.2753612228189775
found,0.2446343038436076
fox,0.2438297615194369
free,0.1539861568995816
french,0.198806898300194
fri,0.3501203596120513
friday,0.2522110832706662
friend,0.2821271891796713
friends,0.1598723978269654
friggen,0.326975622735601
from,0.3214803030667667
front,0.2395552664325908
fugitive,0.3126563396819113
fun,0.2304003126663697
funny,0.2033429362266468
g,0.2522110832706662
gang,0.2413264334907196
gargling,0.3501203596120513
gat,0.3501203596120513
gather,0.326975622735601
gave,0.3326565102846264
generations,0.2553613880073394
genug,0.326975622735601
get,0.3023983674822905
gets,0.24979809086954
getting,0.1836164726598154
gf,0.3126563396819113
girl,0.2528687082833076
girls,0.2722390081062954
give,0.2757908745232044
giving,0.2772072209488965
globalnews,0.3501203596120513
go,0.2885663708786817
god,0.2960737799490826
goes,0.1926260016676364
goetz,0.3501203596120513
going,0.2112152196470442
gone,0.291810214524509
gonna,0.2344918305773595
gonzalez,0.3501203596120513
good,0.1966091049117622
goodness,0.3126563396819113
got,0.3234776360207465
gotta,0.2587342944276961
gotten,0.2464669065431087
government,0.1765536466798592
grab,0.2806748764088565
grabbing,0.326975622735601
grabs,0.3126563396819113
grand,0.2706086587789285
grant,0.3501203596120513
greatest,0.2492541655752122
green,0.2109360351157493
griffin,0.326975622735601
grinned,0.3501203596120513
group,0.1610052936256767
grow,0.2284711101463647
guards,0.2753612228189775
guess,0.2287279337381069
guests,0.3501203596120513
guidance,0.326975622735601
gunfire,0.326975622735601
guy,0.3284488751627865
had,0.3248138624028754
hair,0.2540576416843928
hal,0.3501203596120513
half,0.1772978022154399
hall,0.2663042096598264
ham,0.3021214586608924
handed,0.2806748764088565
hanging,0.2753612228189775
happened,0.2942238270246187
happening,0.2344918305773595
happy,0.1966702417957716
hard,0.1803720347855271
has,0.2242031001817263
hated,0.3216186542324342
hates,0.2706086587789285
hauling,0.3501203596120513
have,0.2789941667429293
having,0.1907072283148148
he,0.4538485108642829
head,0.3098739444526677
hear,0.1788148497826529
heard,0.248337095515738
hearing,0.2587342944276961
hearted,0.3501203596120513
hector,0.3501203596120513
heem,0.326975622735601
hell,0.2253029346780079
help,0.2273338852219474
her,0.2693092534055421
here,0.1826600502209034
heritage,0.2807598805478364
hero,0.2753612228189775
hey,0.1736670061958214
him,0.6714495242197408
himself,0.3101238402101849
his,0.4551497970598489
hispanic,0.2344918305773595
hitler,0.2344918305773595
hold,0.2438297615194369
holiday,0.2706086587789285
holy,0.2753612228189775
home,0.2491225141478657
homeschooling,0.2753612228189775
honest,0.3136414071433862
honesty,0.326975622735601
honor,0.3421775810295506
honour,0.2522110832706662
hoola,0.3501203596120513
hoops,0.3126563396819113
hope,0.2659094522070556
hospital,0.2867129454680772
host,0.2663042096598264
hostile,0.3021214586608924
house,0.2774895059196531
housing,0.2937249036291447
how,0.2745778616690524
http,0.1071640257403024
https,0.1486052182409655
hubbard,0.3501203596120513
huffed,0.3501203596120513
huh,0.2937249036291447
hundreds,0.2692757408042147
hurt,0.2553613880073394
i,0.3654189997152411
id,0.2197744408685104
if,0.319169897632612
igger,0.326975622735601
ignorant,0.2587342944276961
ignore,0.2492541655752122
ill,0.2866095147851856
im,0.1410915116975153
immigrants,0.2095947365464051
improve,0.3021214586608924
in,0.3113532887371724
incident,0.2706086587789285
independent,0.2806748764088565
inspiration,0.3501203596120513
instead,0.2151726243028288
intentionally,0.3126563396819113
intergraton,0.3501203596120513
internet,0.2045375326424109
interviews,0.3021214586608924
into,0.2328912250798966
introduce,0.2867129454680772
invaded,0.3126563396819113
invent,0.3021214586608924
involved,0.2438297615194369
irish,0.1534775600421959
is,0.2734735698798907
isaac,0.3501203596120513
ishmael,0.3501203596120513
islam,0.2553613880073394
israel,0.2707675137247977
israeli,0.2753612228189775
ist,0.326975622735601
it,0.2788408735967109
its,0.1696823185637002
ive,0.2304003126663697
jackass,0.3501203596120513
jail,0.3234168333252418
jesus,0.3051825158702931
jew,0.2155068270637908
jewish,0.2316199980105114
jews,0.2296732356810694
joeblogs,0.3501203596120513
jones,0.2806748764088565
jose,0.362201804132542
journal,0.3501203596120513
judge,0.2230812987032297
jumped,0.3216186542324342
jury,0.2937249036291447
jus,0.3126563396819113
just,0.2974825511386167
justin,0.2706086587789285
k,0.2284711101463647
keep,0.2477940143855784
kein,0.3126563396819113
kick,0.2887232099089763
kicked,0.2806748764088565
kid,0.3155782667565872
kidnaps,0.3501203596120513
kids,0.1699605316686892
kill,0.2109360351157493
killed,0.2942238270246187
kiss,0.2663042096598264
knew,0.2994130053547445
knife,0.2553613880073394
know,0.2453140322177674
knowbody,0.3501203596120513
known,0.3009359335882614
knucklehead,0.3501203596120513
lads,0.3262150988445833
lady,0.2304003126663697
laid,0.2937249036291447
lame,0.3126563396819113
laptop,0.3126563396819113
larceny,0.326975622735601
large,0.2230812987032297
last,0.1828144960509097
laughing,0.2553613880073394
laurie,0.3501203596120513
learn,0.2468130994654634
least,0.1788148497826529
leave,0.24979809086954
led,0.2753612228189775
lee,0.2937249036291447
left,0.1715902054386163
legal,0.2587342944276961
lentin,0.3501203596120513
less,0.2137229725088788
lessons,0.3021214586608924
let,0.2737848028274988
lets,0.2109360351157493
letter,0.2706086587789285
liberal,0.2045375326424109
life,0.257139168741038
light,0.1907072283148148
lightning,0.326975622735601
like,0.2867819943902773
likened,0.3501203596120513
list,0.2166627123387813
listen,0.2109360351157493
listened,0.3021214586608924
little,0.1992188645592831
live,0.1282517467031396
ll,0.2459481569776679
local,0.198806898300194
lol,0.2932371759360948
london,0.1888508978078608
long,0.1495501435169778
look,0.2598103472766689
looked,0.2137229725088788
looking,0.2206623756158038
looks,0.2239867878805612
loses,0.326975622735601
lost,0.2755199297769435
lots,0.1936102521370312
love,0.2780667905048632
m,0.1385443094307083
magazine,0.3021214586608924
mail,0.2248164958641349
malton,0.3501203596120513
man,0.3223998515083316
many,0.1110577222319198
mar,0.3126563396819113
march,0.2021736636650511
mary,0.2806748764088565
math,0.2982327646258368
matter,0.2021736636650511
may,0.2214389654930056
maybe,0.1992188645592831
me,0.2123035189495584
meanwhile,0.2937249036291447
media,0.1870527961926258
meet,0.1729666944645749
mehico,0.3501203596120513
memories,0.2806748764088565
men,0.1743756369789151
mention,0.2324050111406903
mercury,0.2867129454680772
message,0.1853091302200214
met,0.2324050111406903
middle,0.2248164958641349
might,0.1836164726598154
military,0.2366683294735546
mine,0.2664143980131788
minister,0.3433217734185892
minster,0.3501203596120513
missing,0.2464669065431087
mixed,0.198806898300194
mocking,0.3501203596120513
mom,0.2464669065431087
money,0.1695829205174291
monique,0.3501203596120513
monkey,0.3101238402101849
monkies,0.3501203596120513
montessori,0.3501203596120513
month,0.2082858089721149
months,0.2151726243028288
more,0.1626607499389189
morning,0.2807598805478364
mosier,0.3501203596120513
most,0.1828144960509097
mother,0.1926260016676364
motorcyclist,0.3501203596120513
mouth,0.3101238402101849
move,0.1888508978078608
moved,0.2070076202711212
mr,0.2284711101463647
much,0.1831527220635978
mudslums,0.3501203596120513
multiple,0.3021214586608924
multiply,0.2937249036291447
mumsy,0.3501203596120513
murder,0.2021736636650511
music,0.1695829205174291
muslim,0.2755199297769435
my,0.2468672368831632
n,0.233224920540254
name,0.2178100398439322
names,0.2492541655752122
nation,0.2378777917815406
nationals,0.3126563396819113
navy,0.2937249036291447
nazi,0.2438297615194369
nbc,0.2867129454680772
neck,0.2806748764088565
need,0.256816220930708
needed,0.2553613880073394
needs,0.2366683294735546
neevr,0.3501203596120513
negro,0.2101035826468309
negroes,0.1946119178981561
negroid,0.2663042096598264
neighbor,0.2806748764088565
nerve,0.2867129454680772
neve,0.3501203596120513
never,0.2068096930983887
new,0.1891147354168357
news,0.2130620237661808
next,0.3142312542396557
night,0.2395552664325908
nights,0.3021214586608924
niglet,0.2937249036291447
nigs,0.2867129454680772
nj,0.2806748764088565
no,0.2074761707059429
nobody,0.2553613880073394
non,0.1895581286728637
nor,0.2464669065431087
normanfinkelstein,0.3501203596120513
not,0.2576699544442242
nothing,0.2041890814637321
notice,0.238943186013845
noticed,0.2492541655752122
now,0.2450433591567677
number,0.2755199297769435
numerous,0.3501203596120513
o,0.2123114733877132
obama,0.2344918305773595
obviously,0.3038027351238634
of,0.3077842161310669
off,0.301065923967625
offering,0.3021214586608924
officers,0.2753612228189775
often,0.2324050111406903
og,0.3126563396819113
ohhh,0.3501203596120513
ok,0.3187855128860412
old,0.2274732232698586
on,0.3095887881335571
once,0.2565098123896824
one,0.2562157149608356
only,0.1545253284405032
onto,0.2587342944276961
op,0.2867129454680772
open,0.1907072283148148
opened,0.2522110832706662
opinion,0.2492541655752122
or,0.2981050489719611
org,0.1565929965653454
origo,0.3501203596120513
other,0.2343770500617161
our,0.1865373109093207
out,0.3167769729442369
outraged,0.3126563396819113
outside,0.2137229725088788
over,0.2070945841781602
overdosed,0.3501203596120513
overly,0.3126563396819113
overwhelming,0.2937249036291447
own,0.2172493143846898
packi,0.3501203596120513
pagan,0.2706086587789285
pair,0.2623663603677288
panic,0.3021214586608924
parade,0.2553613880073394
parents,0.1861743809540315
partner,0.3021214586608924
parts,0.2587342944276961
party,0.1946119178981561
pass,0.2021736636650511
passed,0.2587342944276961
patch,0.326975622735601
peeps,0.3501203596120513
pellets,0.3126563396819113
people,0.2327213268216019
per,0.2344918305773595
perhaps,0.2197744408685104
person,0.2446343038436076
personally,0.2753612228189775
phone,0.2230812987032297
phony,0.3501203596120513
pickering,0.3501203596120513
picking,0.2867129454680772
picture,0.2801922717184903
pierre,0.3126563396819113
piss,0.2867129454680772
place,0.2421212732458175
play,0.2166627123387813
player,0.2706086587789285
plummer,0.3501203596120513
pm,0.2610647005846911
pocketing,0.3501203596120513
point,0.2387103448369428
police,0.2617455264941375
polish,0.2492541655752122
poor,0.2045375326424109
posed,0.326975622735601
positive,0.2867129454680772
possible,0.2197744408685104
possibly,0.2706086587789285
post,0.2540059472321789
posts,0.2650402106873706
power,0.2574679271880667
pregnant,0.2867129454680772
present,0.2366683294735546
pressed,0.3501203596120513
pretending,0.2937249036291447
preys,0.3501203596120513
pride,0.1956316753021441
primate,0.326975622735601
prime,0.3068560024147448
principal,0.3126563396819113
printing,0.326975622735601
prison,0.2413264334907196
probably,0.2266490866696048
problems,0.2166627123387813
proceeded,0.3501203596120513
profane,0.3501203596120513
profession,0.326975622735601
professor,0.2867129454680772
project,0.2464669065431087
promising,0.326975622735601
properly,0.2492541655752122
protesters,0.2623663603677288
proud,0.2792498869638345
public,0.1765536466798592
pulled,0.2937249036291447
punish,0.3126563396819113
punk,0.2937249036291447
purchase,0.2867129454680772
purported,0.3501203596120513
purse,0.3126563396819113
push,0.2706086587789285
put,0.2773143331820835
quran,0.3501203596120513
r,0.2304003126663697
ra,0.2937249036291447
rabbi,0.3021214586608924
racial,0.1916585281256523
racist,0.2565098123896824
radio,0.2123114733877132
rag,0.3126563396819113
rainforest,0.3126563396819113
ran,0.3009359335882614
rant,0.3021214586608924
rapist,0.2937249036291447
rat,0.3520514611821366
ratajczak,0.3501203596120513
re,0.1245779700802191
read,0.151483321581016
reading,0.2197744408685104
ready,0.2413264334907196
reality,0.238943186013845
really,0.2325605773417268
reason,0.2439802932247864
rebel,0.2806748764088565
recess,0.326975622735601
recommended,0.3126563396819113
red,0.2057586610731931
regency,0.3126563396819113
regiment,0.326975622735601
reigns,0.3501203596120513
relies,0.3501203596120513
remark,0.326975622735601
remember,0.2801922717184903
reminds,0.2753612228189775
remove,0.2663042096598264
repeatedly,0.326975622735601
reported,0.2413264334907196
request,0.2937249036291447
response,0.2937249036291447
rest,0.2033429362266468
restrained,0.3501203596120513
return,0.353401902718444
returning,0.3501203596120513
returns,0.3126563396819113
reward,0.3501203596120513
rich,0.2706086587789285
rid,0.2663042096598264
ride,0.2413264334907196
rigby,0.3501203596120513
right,0.2700832660787841
rish,0.3501203596120513
rob,0.3021214586608924
robbie,0.326975622735601
rock,0.238943186013845
rolling,0.326975622735601
ropes,0.326975622735601
rumble,0.3501203596120513
run,0.1888508978078608
russian,0.2304003126663697
s,0.2848163546720277
sacrifice,0.2706086587789285
safe,0.238943186013845
said,0.3095441633532902
salute,0.2867129454680772
sat,0.3421775810295506
satan,0.2753612228189775
save,0.2248164958641349
saving,0.2867129454680772
saw,0.2383032272934217
say,0.260480061941201
sayings,0.3501203596120513
says,0.2902923860573436
scared,0.2867129454680772
schlimm,0.326975622735601
school,0.2697353931093799
schooling,0.2663042096598264
screaming,0.2806748764088565
scum,0.2082858089721149
seal,0.326975622735601
section,0.2137229725088788
secured,0.3501203596120513
security,0.2266115631967702
see,0.2978790009828294
seen,0.151483321581016
seige,0.3501203596120513
self,0.3067330279893395
selfish,0.326975622735601
semitic,0.326975622735601
send,0.2316199980105114
senseless,0.3501203596120513
sent,0.2057586610731931
set,0.295473518568613
sexuality,0.326975622735601
sf,0.1999066614978504
shake,0.3021214586608924
shatter,0.3501203596120513
shave,0.2937249036291447
shaved,0.2806748764088565
she,0.2312195966170684
shir,0.3501203596120513
shirt,0.2623663603677288
shirts,0.2867129454680772
shoot,0.2344918305773595
shot,0.262394685500368
should,0.2563665288093287
show,0.2491225141478657
showed,0.2663042096598264
shunning,0.3501203596120513
sicilian,0.3501203596120513
signal,0.326975622735601
similar,0.2248164958641349
since,0.2155068270637908
sincerely,0.2937249036291447
single,0.2070076202711212
sister,0.2707675137247977
sitting,0.2866095147851856
skills,0.2553613880073394
skinheads,0.2663042096598264
skink,0.3501203596120513
skinned,0.3021214586608924
slap,0.3501203596120513
slaping,0.3501203596120513
slapped,0.3501203596120513
slow,0.2806748764088565
slur,0.3501203596120513
smashed,0.3021214586608924
smile,0.2806748764088565
so,0.2994151608024718
sold,0.2753612228189775
soldier,0.3021214586608924
soldiers,0.2492541655752122
some,0.2683623481684783
someone,0.2637038543468052
something,0.2317220530075408
somewhere,0.2866095147851856
son,0.2930031995960333
song,0.2551640876845888
soon,0.2316199980105114
sorrow,0.3126563396819113
sorry,0.1936102521370312
sould,0.326975622735601
sound,0.2070076202711212
spanking,0.326975622735601
speak,0.1936102521370312
speaking,0.2438297615194369
spelling,0.3126563396819113
spend,0.2492541655752122
spirit,0.2492541655752122
spit,0.3021214586608924
spoken,0.2753612228189775
square,0.2806748764088565
stamps,0.3126563396819113
star,0.2492541655752122
started,0.1999066614978504
starts,0.2413264334907196
statuatory,0.3501203596120513
stay,0.1966702417957716
step,0.2587342944276961
stepped,0.3501203596120513
stick,0.2807598805478364
still,0.2421212732458175
stockton,0.3501203596120513
stole,0.3021214586608924
stolen,0.2937249036291447
stood,0.2706086587789285
stop,0.1689284238086642
stories,0.2887232099089763
stormed,0.3126563396819113
stormfront,0.1406756683673469
story,0.2233395215221431
straight,0.2344918305773595
strange,0.2438297615194369
straw,0.326975622735601
streicher,0.326975622735601
student,0.2324050111406903
students,0.2811511596825986
stupid,0.1827882896283735
submits,0.3501203596120513
subsequently,0.326975622735601
substitute,0.326975622735601
suced,0.3501203596120513
such,0.1610052936256767
suited,0.3126563396819113
summer,0.2755199297769435
sunday,0.2663042096598264
sunnier,0.3501203596120513
superiority,0.2706086587789285
support,0.1827882896283735
supreme,0.2867129454680772
sure,0.2127455226206493
surely,0.2706086587789285
suspended,0.2806748764088565
suspiciously,0.3501203596120513
swedish,0.2324050111406903
t,0.2299151775094846
table,0.2623663603677288
taco,0.3126563396819113
take,0.1899330561968225
talk,0.3045329777184817
talkin,0.326975622735601
tall,0.2522110832706662
talmud,0.3501203596120513
tapp,0.3501203596120513
task,0.2623663603677288
teach,0.2057586610731931
teacher,0.2439802932247864
teaching,0.2438297615194369
teen,0.2806748764088565
teeth,0.2663042096598264
tell,0.2558871306781038
telling,0.2266115631967702
tempting,0.326975622735601
tend,0.2464669065431087
testament,0.3126563396819113
tested,0.3501203596120513
than,0.1069119607676887
thank,0.1519759955688955
thanks,0.1663790348906812
that,0.2892306071997221
thatll,0.3501203596120513
thats,0.2045375326424109
the,0.3451652325172628
thegirl,0.3501203596120513
their,0.1274082602174431
them,0.1402851172824357
themd,0.3501203596120513
then,0.2951403568001886
there,0.1724211451078306
theres,0.2587342944276961
these,0.1558794403425057
they,0.2520456130388453
thing,0.1406756683673469
things,0.2774895059196531
think,0.2345877534884612
this,0.2590682578196043
those,0.1074169956695065
thought,0.2226992353517156
thousands,0.3036779726704364
thread,0.1362685572443059
threw,0.2806748764088565
throng,0.3501203596120513
through,0.1709136359926697
thrown,0.3174535283978423
throws,0.3021214586608924
tiger,0.326975622735601
time,0.2520667157663229
times,0.2845880453353165
to,0.3927993638792215
today,0.1689284238086642
toddler,0.2937249036291447
told,0.3301502306413367
tongue,0.3520514611821366
too,0.2008267567310343
took,0.2021736636650511
tools,0.2867129454680772
top,0.2181957363774679
topic,0.2522110832706662
tops,0.3501203596120513
torah,0.3501203596120513
touch,0.3021214586608924
track,0.2867129454680772
traffic,0.2806748764088565
trail,0.3126563396819113
trash,0.2413264334907196
traveller,0.3501203596120513
tree,0.2304003126663697
trick,0.2806748764088565
tried,0.2057586610731931
trudeau,0.3598282624771416
true,0.1888508978078608
trunk,0.3126563396819113
trusted,0.3126563396819113
truth,0.2370572225800559
try,0.2436166270712693
trying,0.1682809443703697
turn,0.1966702417957716
turned,0.2492541655752122
turning,0.2553613880073394
twice,0.2587342944276961
twin,0.3126563396819113
two,0.1382349766352128
tyep,0.3501203596120513
typical,0.2438297615194369
u,0.1780514483814083
uncle,0.2937249036291447
underage,0.3501203596120513
undoubtedly,0.3501203596120513
uneven,0.3501203596120513
unfortunately,0.2248164958641349
units,0.3021214586608924
universe,0.326975622735601
university,0.2057586610731931
until,0.1765536466798592
up,0.296611969235617
updates,0.3501203596120513
upon,0.238943186013845
ur,0.2867129454680772
urge,0.326975622735601
us,0.1061611260340441
use,0.2406615904607469
user,0.2663042096598264
using,0.2021736636650511
utilities,0.326975622735601
vague,0.3501203596120513
values,0.2492541655752122
ve,0.1760816314024591
verdict,0.326975622735601
versand,0.3501203596120513
very,0.2483120445690206
victim,0.3038027351238634
video,0.257700187570523
views,0.2413264334907196
vile,0.3174535283978423
vote,0.3038027351238634
w,0.2324050111406903
wait,0.1888508978078608
walked,0.2663042096598264
walks,0.3126563396819113
wanna,0.3038027351238634
want,0.1943685727792139
wanted,0.198806898300194
wants,0.2033429362266468
war,0.1916585281256523
