word,npmi-bias,man-npmi,man-count,she-npmi,she-count
bad,-0.05515251115135039,0.1694494079794657,1,0.2246019191308161,3
again,-0.05513342297087728,0.1721967210976735,1,0.2273301440685508,3
until,-0.0549994870917917,0.1881842695461031,1,0.2431837566378948,3
done,-0.05492853983258589,0.1951890027487478,1,0.2501175425813337,3
did,-0.05481438814942066,0.2276155239558771,3,0.2824299121052978,8
ask,-0.05462238947230122,0.2196497407555599,1,0.2742721302278611,3
ape,-0.05415854562786221,0.2477813263045458,1,0.301939871932408,3
turning,-0.0537882474115246,0.26630272666862,1,0.3200909740801446,3
out,-0.053722449222294716,0.2478453132228595,8,0.3015677624451542,19
sorry,-0.0536311364548277,0.2930690960263938,3,0.3467002324812215,8
would,-0.05165911678455129,0.1903608844031882,4,0.2420200011877395,10
well,-0.0450865702213942,0.1754608520632581,2,0.2205474222846523,5
very,-0.045080476872282116,0.1800640475029921,2,0.2251445243752742,5
same,-0.045053529318632185,0.1912524504719173,2,0.2363059797905495,5
try,-0.04488900612499189,0.2222936207162939,2,0.2671826268412858,5
heard,-0.04485221088438737,0.227045584527126,2,0.2718977954115134,5
goes,-0.04453503086802779,0.2581955298543221,2,0.3027305607223499,5
say,-0.04180992635650818,0.2098453571922226,3,0.2516552835487308,7
girl,-0.04144413719348561,0.2660576579055942,3,0.3075017950990798,7
t,-0.0353185106739779,0.2586096713452163,10,0.2939281820191942,20
from,-0.035303182988813075,0.2701398809080304,10,0.3054430638968435,20
just,-0.03340880309340394,0.2434112170903482,8,0.2768200201837521,16
because,-0.031230148843127026,0.2741259699445392,6,0.3053561187876662,12
n,-0.03042016778027723,0.2727314929275669,11,0.3031516607078441,21
eyes,-0.027022603064499995,0.2574094404029358,3,0.2844320434674358,6
watch,-0.026982478081847894,0.2304974053664708,3,0.2574798834483187,6
only,-0.026865961333462196,0.2031996025472154,3,0.2300655638806776,6
good,-0.026741648386654993,0.1844652914513192,3,0.2112069398379742,6
at,-0.025927870581105128,0.2439028168880399,8,0.269830687469145,15
week,-0.025019573355347408,0.2378536291546162,2,0.2628732025099636,4
little,-0.024934866288146895,0.2120236008884998,2,0.2369584671766467,4
right,-0.024887374802699286,0.2024541493902271,2,0.2273415241929264,4
years,-0.02476819569293412,0.1835918388184204,2,0.2083600345113545,4
few,-0.024702384396603105,0.1749678083709206,2,0.1996701927675237,4
obviously,-0.022253138191860478,0.2631817065597794,1,0.2854348447516399,2
victim,-0.022253138191860478,0.2631817065597794,1,0.2854348447516399,2
welfare,-0.022250291063149574,0.252397129574287,1,0.2746474206374366,2
thinks,-0.022250291063149574,0.252397129574287,1,0.2746474206374366,2
creatures,-0.022250162971267917,0.2696441195203961,1,0.291894282491664,2
nose,-0.022250162971267917,0.2696441195203961,1,0.291894282491664,2
sat,-0.022250162971267917,0.2696441195203961,1,0.291894282491664,2
idiot,-0.022246987558624087,0.2732420658933597,1,0.2954890534519838,2
rlm,-0.02224608411063278,0.2477813263045458,1,0.2700274104151786,2
gonna,-0.022243503768193923,0.2456244844309026,1,0.2678679881990965,2
camera,-0.022242318297751806,0.2771427067914289,1,0.2993850250891807,2
kiss,-0.022242318297751806,0.2771427067914289,1,0.2993850250891807,2
x202c,-0.022240661952653507,0.2435564474808778,1,0.2657971094335313,2
met,-0.022240661952653507,0.2435564474808778,1,0.2657971094335313,2
x202a,-0.022240661952653507,0.2435564474808778,1,0.2657971094335313,2
tree,-0.02223759276808146,0.2415697328037512,1,0.2638073255718327,2
personally,-0.022226740979820414,0.2861132871052471,1,0.3083400280850675,2
gave,-0.022223563525775286,0.2343158808883137,1,0.256539444414089,2
african,-0.022223563525775286,0.2343158808883137,1,0.256539444414089,2
sounds,-0.022215769775142363,0.2310382092147283,1,0.2532539789898707,2
nigerian,-0.022214466206500305,0.2913756775094773,1,0.3135901437159776,2
smile,-0.022214466206500305,0.2913756775094773,1,0.3135901437159776,2
singer,-0.022214466206500305,0.2913756775094773,1,0.3135901437159776,2
kicked,-0.022214466206500305,0.2913756775094773,1,0.3135901437159776,2
lived,-0.02220341560734579,0.2264767437141337,1,0.2486801593214795,2
example,-0.02219916005236,0.2250397394830015,1,0.2472388995353615,2
gone,-0.022172668709134397,0.2171443684458382,1,0.2393170371549726,2
thats,-0.022168141146801323,0.2159337288168668,1,0.2381018699636681,2
head,-0.022145238059512712,0.2102520279260342,1,0.2323972659855469,2
leave,-0.02213599970819552,0.2081334940260691,1,0.2302694937342646,2
weeks,-0.02210357741658081,0.2012928440995046,1,0.2233964215160854,2
whole,-0.022094328557152598,0.199481385085433,1,0.2215757136425856,2
stormed,-0.022091735088542286,0.3230399515735919,1,0.3451316866621342,2
end,-0.022089711131275697,0.198596799761629,1,0.2206865108929047,2
state,-0.022085099312040002,0.1977256929881952,1,0.2198107923002352,2
point,-0.02208049372691459,0.196867630223957,1,0.2189481239508716,2
getting,-0.022071303501981804,0.1951890027487478,1,0.2172603062507296,2
yet,-0.022053019972112592,0.1919713409079038,1,0.2140243608800164,2
small,-0.022053019972112592,0.1919713409079038,1,0.2140243608800164,2
called,-0.02204847156054479,0.1911940339076309,1,0.2132425054681757,2
least,-0.02204393278394351,0.1904269528504495,1,0.212470885634393,2
couple,-0.022039403914918904,0.1896698122031279,1,0.2117092161180468,2
high,-0.021972781802665514,0.1793432229813598,1,0.2013160047840253,2
family,-0.021959770092403685,0.1774760928310359,1,0.1994358629234396,2
give,-0.0219383218989134,0.1744867950468171,1,0.1964251169457305,2
group,-0.0219255956365835,0.1727612479306629,1,0.1946868435672464,2
negro,-0.0218880517679306,0.1678579149416222,1,0.1897459667095528,2
forum,-0.02187983615744099,0.1668191886614761,1,0.1886990248189171,2
use,-0.02185949569420731,0.1642957890367795,1,0.1861552847309868,2
start,-0.021851437857385997,0.1633142941555681,1,0.1851657320129541,2
stormfront,-0.021758054956435485,0.1525901901480301,1,0.1743482451044656,2
take,-0.021709844471632184,0.1474521612725079,1,0.1691620057441401,2
show,-0.021702564398168284,0.1466965093649839,1,0.1683990737631522,2
into,-0.021527784927812793,0.1298651461916134,1,0.1513929311194262,2
over,-0.021527784927812793,0.1298651461916134,1,0.1513929311194262,2
i,-0.020339945867645814,0.295567463264807,36,0.3159074091324528,60
see,-0.01899227734790873,0.2317516537427252,5,0.2507439310906339,9
so,-0.01804165687088488,0.245396074462501,8,0.2634377313333859,14
went,-0.015741895882299184,0.2798019492543516,4,0.2955438451366508,7
go,-0.015260145335017516,0.2229061884830973,4,0.2381663338181148,7
came,-0.01041663148039157,0.2715451449943732,3,0.2819617764747648,5
while,-0.010264170983853016,0.2559183846057588,3,0.2661825555896118,5
dont,-0.010054202447974614,0.2366762543398984,3,0.246730456787873,5
make,-0.009950634379338102,0.2279295332447571,3,0.2378801676240952,5
could,-0.009901953023908117,0.2239598395479679,3,0.233861792571876,5
what,-0.009185088154697818,0.1730796907983768,3,0.1822647789530746,5
where,-0.007429275757643294,0.2665921086813997,5,0.274021384439043,8
can,-0.006627530683548988,0.2123718084749444,5,0.2189993391584934,8
will,-0.00547719683330139,0.2300948209261543,7,0.2355720177594557,11
do,-0.005313586726521297,0.2209385979667487,7,0.22625218469327,11
it,-0.001536918670987375,0.2690486981732047,20,0.2705856168441921,30
now,-0.0005259953298570874,0.2384307912867705,4,0.2389567866166276,6
let,5.2152324113097226e-05,0.2062685058846967,2,0.2062163535605836,3
ve,0.00034417517438489753,0.1891024579703356,2,0.1887582827959507,3
even,0.0004208199788493794,0.1847151695660366,2,0.1842943495871872,3
race,0.0005446448823081818,0.1777240426230754,2,0.1771793977407672,3
has,0.0023483944628650555,0.2995439743638881,9,0.297195579901023,13
old,0.003416481445378372,0.2963593075210545,7,0.2929428260756761,10
no,0.004235035072266247,0.2567617574218398,7,0.2525267223495736,10
and,0.006929503361183975,0.3788076357599954,57,0.3718781323988114,80
stupid,0.009092945167207322,0.2828182745210287,3,0.2737253293538214,4
away,0.009406707189052066,0.2678300615854975,3,0.2584233543964454,4
place,0.00967016218071301,0.2554294293403066,3,0.2457592671595936,4
or,0.009773436786553513,0.2717595748927627,11,0.2619861381062092,15
first,0.010159279142668787,0.2328305318635216,3,0.2226712527208528,4
look,0.010287534755621025,0.2269919778096086,3,0.2167044430539876,4
news,0.010294356697543194,0.2266824102366098,3,0.2163880535390666,4
great,0.010314644942766488,0.2257623502615849,3,0.2154477053188184,4
down,0.010354447982743098,0.2239598395479679,3,0.2136053915652248,4
got,0.01037718333732629,0.286613884165787,6,0.2762367008284607,8
be,0.012656651027411092,0.2391817859156959,9,0.2265251348882848,12
two,0.015914897787528137,0.2663966062510311,4,0.250481708463503,5
their,0.018465213382239998,0.1689881390723072,4,0.1505229256900672,5
never,0.020506420904370687,0.267950419484163,5,0.2474439985797923,6
we,0.02290982000757949,0.1852752383668359,5,0.1623654183592564,6
to,0.023327144310050618,0.3339476688729946,46,0.310620524562944,59
here,0.025054349239214097,0.2373869956081838,6,0.2123326463689697,7
packi,0.025506834324264482,0.36011354969971,1,0.3346067153754455,1
huffed,0.025506834324264482,0.36011354969971,1,0.3346067153754455,1
uneven,0.025506834324264482,0.36011354969971,1,0.3346067153754455,1
monkies,0.025506834324264482,0.36011354969971,1,0.3346067153754455,1
nr,0.025506834324264482,0.36011354969971,1,0.3346067153754455,1
ohhh,0.025506834324264482,0.36011354969971,1,0.3346067153754455,1
neevr,0.025506834324264482,0.36011354969971,1,0.3346067153754455,1
zakeshia,0.025506834324264482,0.36011354969971,1,0.3346067153754455,1
wrench,0.025506834324264482,0.36011354969971,1,0.3346067153754455,1
fqpazvlq4xq,0.025506834324264482,0.36011354969971,1,0.3346067153754455,1
finially,0.025506834324264482,0.36011354969971,1,0.3346067153754455,1
conslour,0.025506834324264482,0.36011354969971,1,0.3346067153754455,1
ashley,0.025506834324264482,0.36011354969971,1,0.3346067153754455,1
endscreen,0.025506834324264482,0.36011354969971,1,0.3346067153754455,1
butchy,0.025506834324264482,0.36011354969971,1,0.3346067153754455,1
forgein,0.025506834324264482,0.36011354969971,1,0.3346067153754455,1
gather,0.026212273245584672,0.3372124111225044,1,0.3110001378769197,1
igger,0.026212273245584672,0.3372124111225044,1,0.3110001378769197,1
substitute,0.026212273245584672,0.3372124111225044,1,0.3110001378769197,1
patch,0.026212273245584672,0.3372124111225044,1,0.3110001378769197,1
chick,0.026212273245584672,0.3372124111225044,1,0.3110001378769197,1
guidance,0.026212273245584672,0.3372124111225044,1,0.3110001378769197,1
whut,0.026212273245584672,0.3372124111225044,1,0.3110001378769197,1
talkin,0.026212273245584672,0.3372124111225044,1,0.3110001378769197,1
straw,0.026212273245584672,0.3372124111225044,1,0.3110001378769197,1
as,0.026367463915045186,0.2649406183048675,11,0.2385731543898223,13
taylor,0.026641720174147676,0.3230399515735919,1,0.2963982313994442,1
gf,0.026641720174147676,0.3230399515735919,1,0.2963982313994442,1
hum,0.026641720174147676,0.3230399515735919,1,0.2963982313994442,1
principal,0.026641720174147676,0.3230399515735919,1,0.2963982313994442,1
auto,0.026641720174147676,0.3230399515735919,1,0.2963982313994442,1
suited,0.026641720174147676,0.3230399515735919,1,0.2963982313994442,1
machete,0.026641720174147676,0.3230399515735919,1,0.2963982313994442,1
backpack,0.026641720174147676,0.3230399515735919,1,0.2963982313994442,1
dropped,0.026954254453125326,0.3126111926952041,1,0.2856569382420788,1
aged,0.026954254453125326,0.3126111926952041,1,0.2856569382420788,1
pulls,0.026954254453125326,0.3126111926952041,1,0.2856569382420788,1
smashed,0.026954254453125326,0.3126111926952041,1,0.2856569382420788,1
glasses,0.026954254453125326,0.3126111926952041,1,0.2856569382420788,1
feature,0.027201278284001318,0.304298067154123,1,0.2770967888701217,1
punk,0.027201278284001318,0.304298067154123,1,0.2770967888701217,1
coat,0.027201278284001318,0.304298067154123,1,0.2770967888701217,1
graduate,0.027201278284001318,0.304298067154123,1,0.2770967888701217,1
aswell,0.027201278284001318,0.304298067154123,1,0.2770967888701217,1
publicly,0.027406158297254457,0.2973549974633953,1,0.2699488391661408,1
bedroom,0.027406158297254457,0.2973549974633953,1,0.2699488391661408,1
somewhat,0.027406158297254457,0.2973549974633953,1,0.2699488391661408,1
wore,0.027406158297254457,0.2973549974633953,1,0.2699488391661408,1
ur,0.027406158297254457,0.2973549974633953,1,0.2699488391661408,1
roll,0.027406158297254457,0.2973549974633953,1,0.2699488391661408,1
talks,0.027581554629003913,0.2913756775094773,1,0.2637941228804734,1
sucks,0.027581554629003913,0.2913756775094773,1,0.2637941228804734,1
handed,0.027581554629003913,0.2913756775094773,1,0.2637941228804734,1
blind,0.027735120922832868,0.2861132871052471,1,0.2583781661824142,1
fought,0.027735120922832868,0.2861132871052471,1,0.2583781661824142,1
february,0.027735120922832868,0.2861132871052471,1,0.2583781661824142,1
27,0.0278718474127157,0.2814062261274951,1,0.2535343787147794,1
won,0.0278718474127157,0.2814062261274951,1,0.2535343787147794,1
murders,0.0278718474127157,0.2814062261274951,1,0.2535343787147794,1
neighbors,0.0278718474127157,0.2814062261274951,1,0.2535343787147794,1
jumped,0.0278718474127157,0.2814062261274951,1,0.2535343787147794,1
forest,0.0278718474127157,0.2814062261274951,1,0.2535343787147794,1
rapes,0.027995173462465384,0.2771427067914289,1,0.2491475333289635,1
bulgarian,0.027995173462465384,0.2771427067914289,1,0.2491475333289635,1
marry,0.027995173462465384,0.2771427067914289,1,0.2491475333289635,1
drop,0.027995173462465384,0.2771427067914289,1,0.2491475333289635,1
table,0.02810757266368119,0.2732420658933597,1,0.2451344932296785,1
dress,0.02810757266368119,0.2732420658933597,1,0.2451344932296785,1
onto,0.028210885079536174,0.2696441195203961,1,0.2414332344408599,1
theres,0.028210885079536174,0.2696441195203961,1,0.2414332344408599,1
monkey,0.028210885079536174,0.2696441195203961,1,0.2414332344408599,1
heil,0.028210885079536174,0.2696441195203961,1,0.2414332344408599,1
yesterday,0.028306517555461486,0.26630272666862,1,0.2379962091131585,1
racially,0.028306517555461486,0.26630272666862,1,0.2379962091131585,1
da,0.028306517555461486,0.26630272666862,1,0.2379962091131585,1
knife,0.028306517555461486,0.26630272666862,1,0.2379962091131585,1
duty,0.028306517555461486,0.26630272666862,1,0.2379962091131585,1
g,0.028395570449103708,0.2631817065597794,1,0.2347861361106757,1
2014,0.028395570449103708,0.2631817065597794,1,0.2347861361106757,1
wanna,0.028395570449103708,0.2631817065597794,1,0.2347861361106757,1
apartment,0.028395570449103708,0.2631817065597794,1,0.2347861361106757,1
protect,0.028478921051501516,0.2602521447364221,1,0.2317732236849206,1
turned,0.028478921051501516,0.2602521447364221,1,0.2317732236849206,1
names,0.028478921051501516,0.2602521447364221,1,0.2317732236849206,1
de,0.028478921051501516,0.2602521447364221,1,0.2317732236849206,1
missing,0.028557280355532705,0.257490555772244,1,0.2289332754167113,1
nor,0.028557280355532705,0.257490555772244,1,0.2289332754167113,1
groid,0.028557280355532705,0.257490555772244,1,0.2289332754167113,1
watched,0.028557280355532705,0.257490555772244,1,0.2289332754167113,1
typical,0.028631232794988998,0.254877594461359,1,0.22624636166637,1
river,0.028631232794988998,0.254877594461359,1,0.22624636166637,1
nazi,0.028631232794988998,0.254877594461359,1,0.22624636166637,1
seriously,0.028631232794988998,0.254877594461359,1,0.22624636166637,1
fox,0.028631232794988998,0.254877594461359,1,0.22624636166637,1
breed,0.028701264748752092,0.252397129574287,1,0.2236958648255349,1
rape,0.028767785424742925,0.2500355639865137,1,0.2212677785617708,1
kick,0.028831142448786012,0.2477813263045458,1,0.2189501838557598,1
stories,0.028831142448786012,0.2477813263045458,1,0.2189501838557598,1
shoot,0.0288916336947789,0.2456244844309026,1,0.2167328507361237,1
18,0.029058323058564206,0.2396577817113422,1,0.210599458652778,1
bar,0.029109615165570507,0.2378148121500867,1,0.2087051969845162,1
movie,0.029109615165570507,0.2378148121500867,1,0.2087051969845162,1
save,0.029159043117159306,0.2360356997457938,1,0.2068766566286345,1
scene,0.029159043117159306,0.2360356997457938,1,0.2068766566286345,1
whatever,0.029159043117159306,0.2360356997457938,1,0.2068766566286345,1
movement,0.029159043117159306,0.2360356997457938,1,0.2068766566286345,1
girlfriend,0.029165379476591313,0.3427555231925689,2,0.3135901437159776,2
evil,0.02920674258157771,0.2343158808883137,1,0.205109138306736,1
large,0.02920674258157771,0.2343158808883137,1,0.205109138306736,1
id,0.029297428418423505,0.2310382092147283,1,0.2017407807963048,1
some,0.029335491022588506,0.2719928637942885,8,0.2426573727717,9
indeed,0.02934062147694319,0.2294733822718664,1,0.2001327607949232,1
play,0.029382502475095107,0.2279537995802694,1,0.1985712971051743,1
running,0.029382502475095107,0.2279537995802694,1,0.1985712971051743,1
hated,0.029493661396922,0.3331356430653738,2,0.3036419816684518,2
anyway,0.029501040737863082,0.2236405257237632,1,0.1941394849859001,1
12,0.029501040737863082,0.2236405257237632,1,0.1941394849859001,1
dead,0.02957480062908921,0.2209473532597341,1,0.1913725526306449,1
dirty,0.02957480062908921,0.2209473532597341,1,0.1913725526306449,1
happened,0.029610269481354812,0.2196497407555599,1,0.1900394712742051,1
taken,0.029644862227505592,0.2183825773776606,1,0.188737715150155,1
moved,0.029644862227505592,0.2183825773776606,1,0.188737715150155,1
11,0.029678622718848108,0.2171443684458382,1,0.1874657457269901,1
university,0.029678622718848108,0.2171443684458382,1,0.1874657457269901,1
exactly,0.029711591555431488,0.2159337288168668,1,0.1862221372614353,1
page,0.029775302263810588,0.2135901025637951,1,0.1838148002999845,1
9,0.029865791116714502,0.2102520279260342,1,0.1803862368093197,1
either,0.029865791116714502,0.2102520279260342,1,0.1803862368093197,1
e,0.029894715996499316,0.2091826650129355,1,0.1792879490164362,1
face,0.029894715996499316,0.2091826650129355,1,0.1792879490164362,1
along,0.029894715996499316,0.2091826650129355,1,0.1792879490164362,1
job,0.029923064759867002,0.2081334940260691,1,0.1782104292662021,1
stay,0.029923064759867002,0.2081334940260691,1,0.1782104292662021,1
pride,0.029950860771572912,0.2071037124393521,1,0.1771528516677792,1
boy,0.030082274566332,0.2022207064021648,1,0.1721384318358328,1
attacked,0.030087425773707044,0.3155222705253469,2,0.2854348447516399,2
move,0.0301316483212756,0.200379906088763,1,0.1702482577674874,1
v,0.0301316483212756,0.200379906088763,1,0.1702482577674874,1
yourself,0.030179387571146188,0.198596799761629,1,0.1684174121904828,1
front,0.03020267864018661,0.1977256929881952,1,0.1675230143480086,1
real,0.030292271956737393,0.1943676691782759,1,0.1640753972215385,1
college,0.03037666655587079,0.1911940339076309,1,0.1608173673517601,1
fight,0.0303970243817267,0.1904269528504495,1,0.1600299284687228,1
child,0.0303970243817267,0.1904269528504495,1,0.1600299284687228,1
u,0.030417102856272193,0.1896698122031279,1,0.1592527093468557,1
best,0.0305321249359575,0.1853211633112339,1,0.1547890383752764,1
check,0.030550450535150597,0.1846265428298412,1,0.1540760922946906,1
money,0.03063881598629159,0.1812701674482487,1,0.1506313514619571,1
trying,0.030672736767922287,0.1799786891006271,1,0.1493059523327048,1
far,0.0306894108546788,0.1793432229813598,1,0.148653812126681,1
english,0.0306894108546788,0.1793432229813598,1,0.148653812126681,1
part,0.030754298688169396,0.1768663285800356,1,0.1461120298918662,1
house,0.0307700885405357,0.1762626439270223,1,0.1454925553864866,1
such,0.030861476913053076,0.1727612479306629,1,0.1418997710176098,1
friends,0.03089074140670331,0.1716373467041744,1,0.1407466052974711,1
telling,0.030900156859069106,0.2909458530863964,2,0.2600456962273273,2
org,0.030975264660078383,0.1683838768580342,1,0.1374086121979558,1
yes,0.031093787293675818,0.1638031189977771,1,0.1327093317041013,1
nothing,0.031143628877519397,0.1618702561797252,1,0.1307266273022058,1
15,0.0313472834289934,0.2771826581107651,2,0.2458353746817717,2
which,0.0314126925986693,0.1513678189684296,1,0.1199551263697603,1
street,0.0314316691116171,0.274565108272748,2,0.2431334391611309,2
month,0.03147226232643513,0.2733036481958138,2,0.2418313858693787,2
son,0.031511862107688526,0.2720716107881118,2,0.2405597486804233,2
me,0.03151306481182081,0.2709313523059677,9,0.2394182874941469,10
friend,0.031862551794980626,0.2610976362567721,2,0.2292350844617915,2
the,0.031981619610589374,0.3588695502402809,63,0.3268879306296915,78
its,0.032025410058227816,0.1270058022887942,1,0.0949803922305664,1
seems,0.032070084327730286,0.2545489413193411,2,0.2224788569916108,2
lol,0.032303916890806805,0.2471206667624575,2,0.2148167498716507,2
dog,0.032328777529781916,0.316276122198467,3,0.2839473446686851,3
together,0.03263376623267911,0.2365505654754853,2,0.2039167992428062,2
once,0.032673318066064494,0.2352757846073835,2,0.202602466541319,2
may,0.03271198493005428,0.2340279897140796,2,0.2013160047840253,2
big,0.032730999240622505,0.2334138313347398,2,0.2006828320941173,2
d,0.0332365735194286,0.2169462633989091,2,0.1837096898794805,2
come,0.03347515614914082,0.2090807572403551,2,0.1756056010912143,2
home,0.0336857875810494,0.2020848613442016,2,0.1683990737631522,2
much,0.0338645520962991,0.1961084313492172,2,0.1622438792529181,2
country,0.0338844803705344,0.1954399457024643,2,0.1615554653319299,2
anyone,0.033894364029623675,0.1951082341479919,2,0.1612138701183682,2
us,0.034509616774873214,0.1742347423813183,2,0.1397251256064451,2
want,0.0345516739192992,0.1727913639601228,2,0.1382396900408236,2
any,0.03458602272062741,0.1716109255571721,2,0.1370249028365447,2
new,0.0347047821416121,0.1675184086751273,2,0.1328136265335152,2
being,0.0352484861380187,0.2318203242993259,3,0.1965718381613072,3
find,0.03540835916259252,0.2269919778096086,3,0.1915836186470161,3
around,0.0356679297718458,0.2191031989488727,3,0.1834352691770269,3
last,0.03634597084569549,0.2569683554246397,4,0.2206223845789442,4
every,0.03746814100263868,0.2713299335745147,5,0.233861792571876,5
way,0.03770824544531548,0.2649981923390264,5,0.2272899468937109,5
a,0.03992671000127701,0.394082550595528,60,0.354155840594251,70
that,0.04340565264434798,0.310214799522684,25,0.266809146878336,27
this,0.044916376801556024,0.3134214606486323,21,0.2685050838470763,22
they,0.04674238538235009,0.2252571505226064,11,0.1785147651402563,11
are,0.04747515483998621,0.2316742971974336,12,0.1841991423574474,12
like,0.04889144632129039,0.34745687020368,21,0.2985654238823896,21
s,0.05093364864346428,0.3237003017760234,22,0.2727666531325591,22
on,0.051563181232713085,0.312604254509941,22,0.2610410732772279,22
year,0.05393972625519988,0.2991610871456963,7,0.2452213608904964,6
in,0.05440200875805262,0.3703491816049103,45,0.3159471728468577,47
people,0.054744710247197986,0.2736932293184622,10,0.2189485190712642,9
day,0.0556582936703163,0.2813329429379754,6,0.2256746492676591,5
who,0.05621709480501183,0.2522384495064998,7,0.196021354701488,6
time,0.05633918530950391,0.2672019525412687,6,0.2108627672317648,5
against,0.0601539009246117,0.2831748568984736,4,0.2230209559738619,3
times,0.06041191868327997,0.2779563476671524,4,0.2175444289838724,3
non,0.0611157461324463,0.2634539367055217,4,0.2023381905730754,3
going,0.06170106651924001,0.2510771420929807,4,0.1893760755737407,3
http,0.0623507835313728,0.236975064661607,4,0.1746242811302342,3
one,0.0649400122423778,0.2951037942797582,11,0.2301637820373804,9
makes,0.06634321513996619,0.2836035213906958,3,0.2172603062507296,2
10,0.06634321513996619,0.2836035213906958,3,0.2172603062507296,2
living,0.06665196961768721,0.2776091932939289,3,0.2109572236762417,2
you,0.06699013085501501,0.2377612309121577,14,0.1707711000571427,12
work,0.06756298446079109,0.2594567538776368,3,0.1918937694168457,2
after,0.0681354538003314,0.2476659119336118,3,0.1795304581332804,2
really,0.06821639979453081,0.245973084782927,3,0.1777566849883962,2
for,0.06936411792087488,0.3315592361261139,27,0.262195118205239,24
than,0.06984847784433909,0.2103280536180417,3,0.1404795757737026,2
whites,0.0706064814527013,0.1926575095204927,3,0.1220510280677914,2
of,0.07288655246775783,0.3475771097262986,43,0.2746905572585408,40
your,0.0747358584786657,0.2327368407654514,7,0.1580009822867857,5
by,0.07650117443115848,0.3047146125608748,11,0.2282134381297163,8
rob,0.0775536344411909,0.3632105726832697,2,0.2856569382420788,1
cat,0.07896140031209553,0.3427555231925689,2,0.2637941228804734,1
stood,0.07960126435059439,0.3331356430653738,2,0.2535343787147794,1
hall,0.07987079718856,0.3290183305175235,2,0.2491475333289635,1
whitey,0.07987079718856,0.3290183305175235,2,0.2491475333289635,1
