word,npmi-bias,him-npmi,him-count,them-npmi,them-count
why,-0.02248388526726061,0.2462932184501914,4,0.268777103717452,19
http,-0.022231639533383002,0.1071640257403024,1,0.1293956652736854,5
live,-0.022178209918484598,0.1282517467031396,1,0.1504299566216242,5
n,-0.022176864267017593,0.233224920540254,9,0.2554017848072716,41
thread,-0.022151775429207016,0.1362685572443059,1,0.1584203326735129,5
eyes,-0.022072079548760615,0.156062857334212,1,0.1781349368829726,5
meet,-0.0219877836799679,0.1729666944645749,1,0.1949544781445428,5
public,-0.02196797447040738,0.1765536466798592,1,0.1985216211502666,5
government,-0.02196797447040738,0.1765536466798592,1,0.1985216211502666,5
half,-0.02196378058910231,0.1772978022154399,1,0.1992615828045422,5
getting,-0.021927004155464613,0.1836164726598154,1,0.20554347681528,5
media,-0.02190612826252719,0.1870527961926258,1,0.208958924455153,5
lots,-0.02186458037321859,0.1936102521370312,1,0.2154748325102498,5
stay,-0.021844424293465697,0.1966702417957716,1,0.2185146660892373,5
using,-0.021806943906588994,0.2021736636650511,1,0.2239806075716401,5
thats,-0.021790360038131007,0.2045375326424109,1,0.2263278926805419,5
liberal,-0.021790360038131007,0.2045375326424109,1,0.2263278926805419,5
father,-0.021781678989887088,0.2057586610731931,1,0.2275403400630802,5
teach,-0.021781678989887088,0.2057586610731931,1,0.2275403400630802,5
instead,-0.021712145145030892,0.2151726243028288,1,0.2368847694478597,5
act,-0.02166359575096169,0.2214018483365587,1,0.2430654440875204,5
save,-0.021636125098777492,0.2248164958641349,1,0.2464526209629124,5
it,-0.019621185166367294,0.2788408735967109,25,0.2984620587630782,107
into,-0.01747090686641181,0.2328912250798966,4,0.2503621319463084,18
about,-0.015940554574758015,0.2621328568110203,10,0.2780734113857783,43
years,-0.01560193192680251,0.1705203699199446,2,0.1861223018467471,9
non,-0.015548028719007206,0.1895581286728637,2,0.2051061573918709,9
that,-0.015500800031273576,0.2892306071997221,25,0.3047314072309957,104
came,-0.015410678794214011,0.2246412012565042,2,0.2400518800507182,9
soon,-0.0153774867925498,0.2316199980105114,2,0.2469974848030612,9
is,-0.01420285283058692,0.2734735698798907,25,0.2876764227104776,103
in,-0.0133084788181006,0.3113532887371724,36,0.324661767555273,146
well,-0.013274872027277507,0.1970277971799087,3,0.2103026692071862,13
good,-0.012172756952163188,0.1966091049117622,4,0.2087818618639254,17
who,-0.010728088849401518,0.2502328775065798,8,0.2609609663559813,33
black,-0.010712860282593217,0.2567999014870634,8,0.2675127617696566,33
be,-0.010701393885638288,0.2884561914744113,16,0.2991575853600496,65
to,-0.007018243855752615,0.3927993638792215,74,0.3998176077349741,285
around,-0.006727671160398796,0.2520189412789108,5,0.2587466124393096,20
put,-0.006710548123084914,0.2773143331820835,5,0.2840248813051684,20
find,-0.006437336934936699,0.2390959885630337,4,0.2455333254979704,16
for,-0.0059584005556931885,0.305286159987585,26,0.3112445605432782,101
wonder,-0.005667924813335001,0.2220657684426263,2,0.2277336932559613,8
since,-0.005665707433375522,0.2155068270637908,2,0.2211725344971663,8
work,-0.005664273708236883,0.2122079485042606,2,0.2178722222124975,8
nothing,-0.005659899683041092,0.2041890814637321,2,0.2098489811467732,8
little,-0.005656556145614222,0.1992188645592831,2,0.2048754207048973,8
before,-0.005654648954993624,0.1966638397715572,2,0.2023184887265508,8
ive,-0.005065469204219991,0.2304003126663697,1,0.2354657818705897,4
whether,-0.005065290529355698,0.2438297615194369,1,0.2488950520487926,4
fast,-0.005062895334268597,0.2181957363774679,1,0.2232586317117365,4
bit,-0.005062387791029299,0.2166627123387813,1,0.2217251001298106,4
asking,-0.005061400005213101,0.2587342944276961,1,0.2637956944329092,4
listen,-0.00506012808175732,0.2109360351157493,1,0.2159961631975066,4
lets,-0.00506012808175732,0.2109360351157493,1,0.2159961631975066,4
close,-0.005059515858429314,0.2095947365464051,1,0.2146542524048344,4
scum,-0.0050588880537320025,0.2082858089721149,1,0.2133446970258469,4
single,-0.0050582460534144,0.2070076202711212,1,0.2120658663245356,4
sent,-0.00505759111161011,0.2057586610731931,1,0.2108162521848032,4
internet,-0.005056924365740317,0.2045375326424109,1,0.2095944570081512,4
funny,-0.0050562468494372015,0.2033429362266468,1,0.208399183076084,4
matter,-0.005055559503786888,0.2021736636650511,1,0.207229223168838,4
age,-0.005055559503786888,0.2021736636650511,1,0.207229223168838,4
wanted,-0.005053446711174497,0.198806898300194,1,0.2038603450113685,4
either,-0.005053446711174497,0.198806898300194,1,0.2038603450113685,4
speak,-0.005049796043330584,0.1936102521370312,1,0.1986600481803618,4
alone,-0.00504679567891389,0.1897715316462358,1,0.1948183273251497,4
whole,-0.005045277296196998,0.1879448146395954,1,0.1929900919357924,4
6,-0.0050414462667578985,0.1836164726598154,1,0.1886579189265733,4
least,-0.005036812439608185,0.1788148497826529,1,0.1838516622222611,4
left,-0.005029079299329081,0.1715902054386163,1,0.1766192847379454,4
music,-0.005026768414423816,0.1695829205174291,1,0.1746096889318529,4
money,-0.005026768414423816,0.1695829205174291,1,0.1746096889318529,4
trying,-0.005025231771831812,0.1682809443703697,1,0.1733061761422015,4
group,-0.005016098015579201,0.1610052936256767,1,0.1660213916412559,4
one,-0.004578409569304387,0.2562157149608356,9,0.26079412453014,35
but,-0.003711693293382168,0.265159769647891,13,0.2688714629412732,50
your,-0.0034111151149210095,0.2166336237950578,7,0.2200447389099788,27
know,-0.002738821750820908,0.2453140322177674,6,0.2480528539685883,23
me,-0.0026635325497690876,0.2123035189495584,6,0.2149670514993275,23
has,-0.0017471750275211972,0.2242031001817263,5,0.2259502752092475,19
which,-0.0005350053843850011,0.2536166318716249,4,0.2541516372560099,15
would,-7.361937546079833e-05,0.2788579597236162,11,0.278931579099077,41
get,0.0009143775226265749,0.3023983674822905,13,0.3014839899596639,48
tell,0.001417953976493802,0.2558871306781038,3,0.25446917670161,11
going,0.0015899618736255061,0.2112152196470442,3,0.2096252577734187,11
over,0.001606324973155604,0.2070945841781602,3,0.2054882592050046,11
look,0.003279505734002486,0.2598103472766689,5,0.2565308415426664,18
the,0.0036023616481361542,0.3451652325172628,68,0.3415628708691266,248
some,0.004993702991437532,0.2683623481684783,9,0.2633686451770408,32
behind,0.005050488229373096,0.2508300592969267,2,0.2457795710675536,7
reason,0.005087888998883211,0.2439802932247864,2,0.2388924042259032,7
truth,0.005125528631602594,0.2370572225800559,2,0.2319316939484533,7
send,0.005154976206406703,0.2316199980105114,2,0.2264650218041047,7
probably,0.005181810699176587,0.2266490866696048,2,0.2214672759704282,7
hell,0.005189063245123221,0.2253029346780079,2,0.2201138714328847,7
else,0.005213178443348204,0.2208186765639499,2,0.2156054981206017,7
better,0.005216474650258096,0.2202047568328548,2,0.2149882821825967,7
you,0.005226296854409507,0.2881604462719304,24,0.2829341494175209,86
jew,0.005241656151965701,0.2155068270637908,2,0.2102651709118251,7
first,0.005404039881633904,0.184870301141983,2,0.1794662612603491,7
how,0.006442865166941314,0.2745778616690524,8,0.2681349965021111,28
on,0.007530151615245728,0.3095887881335571,25,0.3020586365183114,88
out,0.008386871581656408,0.3167769729442369,17,0.3083901013625805,59
so,0.008408212485018218,0.2994151608024718,15,0.2910069483174536,52
person,0.009631354942875203,0.2446343038436076,3,0.2350029489007324,10
try,0.009639453418660598,0.2436166270712693,3,0.2339771736526087,10
use,0.009662894997643001,0.2406615904607469,3,0.2309986954631039,10
come,0.009742782173578185,0.2304848125420995,3,0.2207420303685213,10
my,0.010060163115473003,0.2468672368831632,12,0.2368070737676902,41
and,0.010217559701068524,0.3997498253102883,74,0.3895322656092198,260
with,0.010349664388105584,0.3329005679756812,25,0.3225509035875756,86
just,0.01302036252965294,0.2974825511386167,15,0.2844621886089638,50
when,0.013309576616214236,0.3067490844630921,13,0.2934395078468779,43
or,0.013977082663360896,0.2981050489719611,16,0.2841279663086002,53
let,0.01412105677181491,0.2737848028274988,5,0.2596637460556839,16
despite,0.015071074980255506,0.2806748764088565,1,0.265603801428601,3
grab,0.015071074980255506,0.2806748764088565,1,0.265603801428601,3
push,0.015183420931473068,0.2706086587789285,1,0.2554252378474554,3
wiggers,0.015348460772110467,0.2553613880073394,1,0.2400129272352289,3
drugs,0.015348460772110467,0.2553613880073394,1,0.2400129272352289,3
hurt,0.015348460772110467,0.2553613880073394,1,0.2400129272352289,3
soldiers,0.015412833904893203,0.2492541655752122,1,0.233841331670319,3
gotten,0.015441883700815007,0.2464669065431087,1,0.2310250228422937,3
educate,0.015441883700815007,0.2464669065431087,1,0.2310250228422937,3
tend,0.015441883700815007,0.2464669065431087,1,0.2310250228422937,3
chance,0.015494918333677221,0.2413264334907196,1,0.2258315151570424,3
views,0.015494918333677221,0.2413264334907196,1,0.2258315151570424,3
explain,0.015494918333677221,0.2413264334907196,1,0.2258315151570424,3
ready,0.015494918333677221,0.2413264334907196,1,0.2258315151570424,3
upon,0.015519268381300022,0.238943186013845,1,0.223423917632545,3
gonna,0.015564344740891217,0.2344918305773595,1,0.2189274858364683,3
straight,0.015564344740891217,0.2344918305773595,1,0.2189274858364683,3
w,0.0155852956640119,0.2324050111406903,1,0.2168197154766784,3
brought,0.015642853880322494,0.2266115631967702,1,0.2109687093164477,3
middle,0.015660507198839296,0.2248164958641349,1,0.2091559886652956,3
within,0.015693851991659707,0.2214018483365587,1,0.205707996344899,3
perhaps,0.015709635120931903,0.2197744408685104,1,0.2040648057475785,3
play,0.0157396180461761,0.2166627123387813,1,0.2009230942926052,3
looked,0.015767707804256015,0.2137229725088788,1,0.1979552647046228,3
less,0.015767707804256015,0.2137229725088788,1,0.1979552647046228,3
case,0.01580676687042179,0.2095947365464051,1,0.1937879696759833,3
immigrants,0.01580676687042179,0.2095947365464051,1,0.1937879696759833,3
british,0.015853999308308497,0.2045375326424109,1,0.1886835333341024,3
rest,0.015865057378570996,0.2033429362266468,1,0.1874778788480758,3
started,0.01589665512090241,0.1999066614978504,1,0.184010006376948,3
crap,0.015935528120157,0.1956316753021441,1,0.1796961471819871,3
20,0.015935528120157,0.1956316753021441,1,0.1796961471819871,3
mother,0.015962569055779502,0.1926260016676364,1,0.1766634326118569,3
light,0.015979706330348287,0.1907072283148148,1,0.1747275219844665,3
run,0.0159961930422797,0.1888508978078608,1,0.1728547047655811,3
end,0.01601207553535461,0.1870527961926258,1,0.1710407206572712,3
parents,0.016019803358766183,0.1861743809540315,1,0.1701545775952653,3
support,0.01604940105643532,0.1827882896283735,1,0.1667388885719382,3
yet,0.01607033572391689,0.1803720347855271,1,0.1643016990616102,3
couple,0.016090295909168995,0.1780514483814083,1,0.1619611524722393,3
brown,0.016183343265142897,0.1670064019505885,1,0.1508230586854456,3
city,0.016208666067189875,0.1639322803392204,1,0.1477236142720305,3
school,0.016968210613530876,0.2697353931093799,7,0.252767182495849,22
leave,0.017210620379159686,0.24979809086954,2,0.2325874704903803,6
learn,0.01724533287809521,0.2468130994654634,2,0.2295677665873682,6
young,0.017308933372721297,0.2412838516826669,2,0.2239749183099456,6
front,0.017328630223807207,0.2395552664325908,2,0.2222266362087836,6
looks,0.01750203210675791,0.2239867878805612,2,0.2064847557738033,6
if,0.01816443830829062,0.319169897632612,19,0.3010054593243214,61
keep,0.018500710562120215,0.2477940143855784,3,0.2292933038234582,9
up,0.018771099094859578,0.296611969235617,13,0.2778408701407574,41
away,0.01908112111720517,0.279833567375064,4,0.2607524462578588,12
i,0.020171304120611133,0.3654189997152411,63,0.34524769559463,209
need,0.020263878929203005,0.256816220930708,5,0.236552342001505,15
then,0.02232512638049966,0.2951403568001886,9,0.2728152304196889,27
now,0.02676468708098151,0.2450433591567677,5,0.2182786720757862,14
an,0.0268662971217499,0.2317170440227769,6,0.204850746901027,17
other,0.026938794350561707,0.2343770500617161,5,0.2074382557111544,14
home,0.027136140343608506,0.2491225141478657,4,0.2219863738042572,11
always,0.027160185569905015,0.2476922705480013,4,0.2205320849780963,11
a,0.027162573974057302,0.3617843053972533,58,0.334621731423196,184
ll,0.0271893679963075,0.2459481569776679,4,0.2187587889813604,11
white,0.02783539191270329,0.3024393613720301,22,0.2746039694593268,66
like,0.027993476731732914,0.2867819943902773,15,0.2587885176585444,44
still,0.0283903324814872,0.2421212732458175,3,0.2137309407643303,8
go,0.030242428749589212,0.2885663708786817,9,0.2583239421290925,25
by,0.031165778344108774,0.253654106296926,8,0.2224883279528172,22
done,0.03151374576477589,0.2370572225800559,2,0.20554347681528,5
called,0.031582900737721104,0.233121873621537,2,0.2015389728838159,5
check,0.03169460852506198,0.2266490866696048,2,0.1949544781445428,5
days,0.03175074671619188,0.2233395215221431,2,0.1915887748059512,5
thought,0.03176153109756019,0.2226992353517156,2,0.1909377042541554,5
may,0.0317826855455495,0.2214389654930056,2,0.1896562799474561,5
family,0.031813430423006384,0.2195970663608512,2,0.1877836359378448,5
name,0.031843063510446024,0.2178100398439322,2,0.1859669763334862,5
area,0.03211956942338401,0.2005359980159416,2,0.1684164285925576,5
does,0.03213991415208459,0.1992188645592831,2,0.1670789504071985,5
someone,0.03508215134515291,0.2637038543468052,4,0.2286217030016523,10
show,0.03539121424937122,0.2491225141478657,4,0.2137312998984945,10
being,0.03549804089015199,0.2439156302547327,4,0.2084175893645807,10
down,0.03593013807430723,0.2894516795970472,7,0.25352154152274,18
this,0.0366168982196608,0.2590682578196043,16,0.2224513595999435,44
back,0.03834726996402843,0.2976967395516473,9,0.2593494695876189,23
once,0.03901365060187209,0.2565098123896824,3,0.2174961617878103,7
year,0.0400941314427862,0.2045727456292547,3,0.1644786141864685,7
right,0.04009454682833388,0.2700832660787841,5,0.2299887192504502,12
dont,0.04011230606278329,0.2693683247458627,5,0.2292560186830794,12
could,0.04041744251041471,0.256816220930708,5,0.2163987784202933,12
feds,0.04179845830777523,0.3021214586608924,1,0.2603230003531172,2
rob,0.04179845830777523,0.3021214586608924,1,0.2603230003531172,2
interviews,0.04179845830777523,0.3021214586608924,1,0.2603230003531172,2
daddy,0.0422218609811961,0.2867129454680772,1,0.2444910844868811,2
wore,0.0422218609811961,0.2867129454680772,1,0.2444910844868811,2
handed,0.04238207455399562,0.2806748764088565,1,0.2382928018548609,2
screaming,0.04238207455399562,0.2806748764088565,1,0.2382928018548609,2
feeding,0.04238207455399562,0.2806748764088565,1,0.2382928018548609,2
incident,0.04264204044455858,0.2706086587789285,1,0.2279666183343699,2
stood,0.04264204044455858,0.2706086587789285,1,0.2279666183343699,2
fools,0.04264204044455858,0.2706086587789285,1,0.2279666183343699,2
rich,0.04264204044455858,0.2706086587789285,1,0.2279666183343699,2
showed,0.04275048695889927,0.2663042096598264,1,0.2235537227009271,2
remove,0.04275048695889927,0.2663042096598264,1,0.2235537227009271,2
teeth,0.04275048695889927,0.2663042096598264,1,0.2235537227009271,2
schooling,0.04275048695889927,0.2663042096598264,1,0.2235537227009271,2
pair,0.042848272120277114,0.2623663603677288,1,0.2195180882474517,2
weapon,0.042848272120277114,0.2623663603677288,1,0.2195180882474517,2
step,0.04293725733611228,0.2587342944276961,1,0.2157970370915838,2
onto,0.04293725733611228,0.2587342944276961,1,0.2157970370915838,2
twice,0.04293725733611228,0.2587342944276961,1,0.2157970370915838,2
laughing,0.043018856694164886,0.2553613880073394,1,0.2123425313131745,2
skills,0.043018856694164886,0.2553613880073394,1,0.2123425313131745,2
floor,0.043094169636686525,0.2522110832706662,1,0.2091169136339797,2
friday,0.043094169636686525,0.2522110832706662,1,0.2091169136339797,2
write,0.04316406783099372,0.2492541655752122,1,0.2060900977442185,2
values,0.04316406783099372,0.2492541655752122,1,0.2060900977442185,2
properly,0.04316406783099372,0.2492541655752122,1,0.2060900977442185,2
nor,0.04322925399206612,0.2464669065431087,1,0.2032376525510426,2
speaking,0.04329030286760699,0.2438297615194369,1,0.2005394586518299,2
starts,0.04334769050649251,0.2413264334907196,1,0.1979787429842271,2
completely,0.04334769050649251,0.2413264334907196,1,0.1979787429842271,2
trash,0.04334769050649251,0.2413264334907196,1,0.1979787429842271,2
safe,0.043401815613114014,0.238943186013845,1,0.195541370400731,2
break,0.043401815613114014,0.238943186013845,1,0.195541370400731,2
reality,0.043401815613114014,0.238943186013845,1,0.195541370400731,2
cars,0.043401815613114014,0.238943186013845,1,0.195541370400731,2
asked,0.0434530154239999,0.2366683294735546,1,0.1932153140495547,2
happening,0.04350157771062721,0.2344918305773595,1,0.1909902528667323,2
hitler,0.04350157771062721,0.2344918305773595,1,0.1909902528667323,2
mention,0.04354774998985608,0.2324050111406903,1,0.1888572611508342,2
cities,0.04354774998985608,0.2324050111406903,1,0.1888572611508342,2
met,0.04354774998985608,0.2324050111406903,1,0.1888572611508342,2
church,0.04354774998985608,0.2324050111406903,1,0.1888572611508342,2
swedish,0.04354774998985608,0.2324050111406903,1,0.1888572611508342,2
add,0.043673938254738504,0.2266115631967702,1,0.1829376249420317,2
telling,0.043673938254738504,0.2266115631967702,1,0.1829376249420317,2
diversity,0.04378490775627211,0.2214018483365587,1,0.1776169405802866,2
possible,0.043819086492855486,0.2197744408685104,1,0.1759553543756549,2
reading,0.043819086492855486,0.2197744408685104,1,0.1759553543756549,2
works,0.043819086492855486,0.2197744408685104,1,0.1759553543756549,2
east,0.043852021442624095,0.2181957363774679,1,0.1743437149348438,2
force,0.043852021442624095,0.2181957363774679,1,0.1743437149348438,2
top,0.043852021442624095,0.2181957363774679,1,0.1743437149348438,2
problems,0.043883795227683986,0.2166627123387813,1,0.1727789171110973,2
list,0.043883795227683986,0.2166627123387813,1,0.1727789171110973,2
months,0.0439144825650335,0.2151726243028288,1,0.1712581417377953,2
click,0.04394415124144471,0.2137229725088788,1,0.1697788212674341,2
dirty,0.04402763581168759,0.2095947365464051,1,0.1655671007347175,2
month,0.04405379574317761,0.2082858089721149,1,0.1642320132289373,2
tried,0.04410388025029499,0.2057586610731931,1,0.1616547808228981,2
red,0.04410388025029499,0.2057586610731931,1,0.1616547808228981,2
poor,0.044127881854921586,0.2045375326424109,1,0.1604096507874893,2
christian,0.044127881854921586,0.2045375326424109,1,0.1604096507874893,2
ya,0.04419612809631682,0.2010285890787668,1,0.15683246098245,2
7,0.044217722464742815,0.1999066614978504,1,0.1556889390331076,2
sf,0.044217722464742815,0.1999066614978504,1,0.1556889390331076,2
comes,0.044217722464742815,0.1999066614978504,1,0.1556889390331076,2
mixed,0.04423878384543148,0.198806898300194,1,0.1545681144547625,2
e,0.044259336111156705,0.1977283793570957,1,0.153469043245939,2
wrong,0.04429900116119728,0.1956316753021441,1,0.1513326741409468,2
pride,0.04429900116119728,0.1956316753021441,1,0.1513326741409468,2
food,0.0443181544433732,0.1946119178981561,1,0.1502937634547829,2
sorry,0.044336879829622505,0.1936102521370312,1,0.1492733723074087,2
blue,0.04435519461803811,0.1926260016676364,1,0.1482708070495983,2
open,0.044390656590927086,0.1907072283148148,1,0.1463165717238877,2
having,0.044390656590927086,0.1907072283148148,1,0.1463165717238877,2
move,0.044424659773801584,0.1888508978078608,1,0.1444262380340592,2
true,0.044424659773801584,0.1888508978078608,1,0.1444262380340592,2
yourself,0.0444573106693984,0.1870527961926258,1,0.1425954855232274,2
beautiful,0.04451892750046729,0.1836164726598154,1,0.1390975451593481,2
hey,0.04469154698314559,0.1736670061958214,1,0.1289754592126758,2
woman,0.04475991674095969,0.1695829205174291,1,0.1248230037764694,2
5,0.04482263471080791,0.1657580764486699,1,0.120935441737862,2
org,0.044967759780494096,0.1565929965653454,1,0.1116252367848513,2
forum,0.04499199877170729,0.1550158933475375,1,0.1100238945758302,2
free,0.04500770890839399,0.1539861568995816,1,0.1089784479911876,2
irish,0.045015434433191504,0.1534775600421959,1,0.1084621256090044,2
thank,0.04503811238654738,0.1519759955688955,1,0.1069378831823481,2
https,0.0450883102285156,0.1486052182409655,1,0.1035169080124499,2
stormfront,0.0452025226373995,0.1406756683673469,1,0.0954731457299474,2
heritage,0.047223534653910715,0.2807598805478364,2,0.2335363458939257,4
damn,0.04737439260792431,0.2755199297769435,2,0.2281455371690192,4
dog,0.04750888201306119,0.2707675137247977,2,0.2232586317117365,4
gets,0.048075846138423084,0.24979809086954,2,0.2017222447311169,4
where,0.04822903645413357,0.2520189412789108,5,0.2037899048247772,11
jewish,0.0485325111193739,0.2316199980105114,2,0.1830874868911375,4
told,0.04886412854257999,0.3301502306413367,6,0.2812861020987567,13
sure,0.04897253783746061,0.2127455226206493,2,0.1637729847831887,4
last,0.04959926032869699,0.1828144960509097,2,0.1332152357222127,4
picture,0.05062450513112213,0.2801922717184903,3,0.2295677665873682,6
remember,0.05062450513112213,0.2801922717184903,3,0.2295677665873682,6
say,0.0511539588073921,0.260480061941201,6,0.2093261031338089,13
life,0.05130873281731507,0.257139168741038,3,0.2058304359237229,6
at,0.051326378806417716,0.326616912749491,19,0.2752905339430733,46
time,0.0513962169670355,0.2520667157663229,6,0.2006704987992874,13
anti,0.05155522882908009,0.248337095515738,3,0.1967818666866579,6
see,0.05216021817829927,0.2978790009828294,11,0.2457187828045301,25
looking,0.05227728353455849,0.2206623756158038,3,0.1683850920812453,6
off,0.05250011053889139,0.301065923967625,7,0.2485658134287336,15
new,0.0530027144577708,0.1891147354168357,3,0.1361120209590649,6
