word,npmi-bias,them-npmi,them-count,woman-npmi,woman-count
pulls,-0.1838734419261915,0.2167354933363622,1,0.4006089352625537,2
female,-0.18362242761489422,0.1776169405802866,2,0.3612393681951808,3
looking,-0.1798723567193104,0.1683850920812453,6,0.3482574488005557,6
men,-0.1751315561726138,0.210569038460621,6,0.3857005946332348,6
news,-0.1707024391709246,0.1288861587538453,4,0.2995885979247699,4
guy,-0.1671157364348078,0.1683547305302582,4,0.335470466965066,4
negro,-0.1615867731476931,0.1397905075099346,3,0.3013772806576277,3
aryan,-0.15585617630001553,0.2024708576126389,3,0.3583270339126544,3
while,-0.15351009914266128,0.1094990124039027,2,0.263009111546564,2
2,-0.15242105588148572,0.1588075535024455,5,0.3112286093839312,4
black,-0.1520320844152191,0.2675127617696566,33,0.4195448461848757,17
lol,-0.1515642412128426,0.1366041746923621,2,0.2881684159052047,2
eyes,-0.1507483450474436,0.1781349368829726,5,0.3288832819304162,4
shows,-0.15025685307310102,0.153469043245939,2,0.30372589631904,2
force,-0.1485368496526383,0.1743437149348438,2,0.3228805645874821,2
car,-0.14839940018525932,0.1759553543756549,2,0.3243547545609142,2
african,-0.14810927340128313,0.1793319051498856,2,0.3274411785511687,2
stick,-0.14762997283237828,0.1848373553730489,2,0.3324673282054272,2
boys,-0.1472751172594012,0.1888572611508342,2,0.3361323784102354,2
www,-0.1451335408316402,0.0903964159212716,4,0.2355299567529118,3
who,-0.1448338885005257,0.2609609663559813,33,0.405794854856507,16
blind,-0.14312510657717079,0.2328408098808085,2,0.3759659164579793,2
video,-0.14278538153043888,0.1269777913276018,4,0.2697631728580407,3
com,-0.14131512678266459,0.128642567825798,6,0.2699576946084626,4
week,-0.1400088341191188,0.0811454296998328,1,0.2211542638189516,1
tv,-0.1398315209989436,0.1671770130925376,4,0.3070085340914812,3
nice,-0.13969533262599332,0.0870076551574643,1,0.2267029877834576,1
html,-0.13875166624963592,0.103795274065041,1,0.2425469403146769,1
p,-0.1385022540292353,0.1080411624543762,1,0.2465434164836115,1
french,-0.1384361884799144,0.109153662295802,1,0.2475898507757164,1
30,-0.1383685027994656,0.1102882984755312,1,0.2486568012749968,1
sweden,-0.13829912123840699,0.11144603368808,1,0.249745154926487,1
places,-0.1379237163461048,0.1176198443663796,1,0.2555435607124844,1
two,-0.13787787318146538,0.1747904635672649,6,0.3126683367487303,4
example,-0.13749072118802133,0.124561907649658,1,0.2620526288376793,1
above,-0.13739567166385402,0.1260616043173855,1,0.2634572759812395,1
disgusting,-0.13739567166385402,0.1260616043173855,1,0.2634572759812395,1
nations,-0.1372973864611388,0.1276035422689332,1,0.264900928730072,1
wife,-0.13719565080839088,0.1291903432492367,1,0.2663859940576276,1
id,-0.1370902280073844,0.1308248862716026,1,0.267915114278987,1
alot,-0.13698085635156568,0.1325103427838458,1,0.2694911991354115,1
movies,-0.13686724548399473,0.1342502180956238,1,0.2711174635796185,1
according,-0.13686724548399473,0.1342502180956238,1,0.2711174635796185,1
four,-0.1364975472162748,0.1398375168103196,1,0.2763350640265944,1
grow,-0.1364975472162748,0.1398375168103196,1,0.2763350640265944,1
hide,-0.1363633320469797,0.1418387299771502,1,0.2782020620241299,1
nationalism,-0.13622281005666892,0.1439189966742015,1,0.2801418067308704,1
babies,-0.13622281005666892,0.1439189966742015,1,0.2801418067308704,1
william,-0.13622281005666892,0.1439189966742015,1,0.2801418067308704,1
apes,-0.13622281005666892,0.1439189966742015,1,0.2801418067308704,1
minister,-0.1360753896105262,0.1460852810717058,1,0.282160670682232,1
strong,-0.1360753896105262,0.1460852810717058,1,0.282160670682232,1
16,-0.13592039231206163,0.1483455310242797,1,0.2842659233363413,1
kick,-0.13592039231206163,0.1483455310242797,1,0.2842659233363413,1
sub,-0.13592039231206163,0.1483455310242797,1,0.2842659233363413,1
stories,-0.13592039231206163,0.1483455310242797,1,0.2842659233363413,1
index,-0.13575703519944202,0.1507088746343415,1,0.2864659098337835,1
building,-0.13575703519944202,0.1507088746343415,1,0.2864659098337835,1
date,-0.13558440813069078,0.1531858688521825,1,0.2887702769828733,1
candy,-0.13558440813069078,0.1531858688521825,1,0.2887702769828733,1
13,-0.13558440813069078,0.1531858688521825,1,0.2887702769828733,1
situation,-0.13558440813069078,0.1531858688521825,1,0.2887702769828733,1
hold,-0.1354014447084953,0.1557888176532048,1,0.2911902623617001,1
crimes,-0.134999222411043,0.1614331362251914,1,0.2964323586362344,1
spend,-0.134999222411043,0.1614331362251914,1,0.2964323586362344,1
tells,-0.13477664234964773,0.1645122678572513,1,0.299288910206899,1
racially,-0.1345369238457454,0.1677945945116543,1,0.3023315183573997,1
prime,-0.1345369238457454,0.1677945945116543,1,0.3023315183573997,1
areas,-0.1345369238457454,0.1677945945116543,1,0.3023315183573997,1
rights,-0.1345369238457454,0.1677945945116543,1,0.3023315183573997,1
24,-0.1342773132947612,0.1713109289595973,1,0.3055882422543585,1
pic,-0.13399433834401378,0.1750998477486215,1,0.3090941860926353,1
mall,-0.13399433834401378,0.1750998477486215,1,0.3090941860926353,1
drop,-0.13368353398065297,0.1792105752169058,1,0.3128941091975588,1
updated,-0.13368353398065297,0.1792105752169058,1,0.3128941091975588,1
healthy,-0.13368353398065297,0.1792105752169058,1,0.3128941091975588,1
whitey,-0.13368353398065297,0.1792105752169058,1,0.3128941091975588,1
husband,-0.13368353398065297,0.1792105752169058,1,0.3128941091975588,1
via,-0.1333390242808187,0.1837073566841597,1,0.3170463809649784,1
treat,-0.1333390242808187,0.1837073566841597,1,0.3170463809649784,1
offers,-0.1333390242808187,0.1837073566841597,1,0.3170463809649784,1
lay,-0.13295285766044168,0.188676356928201,1,0.3216292145886427,1
suspects,-0.13295285766044168,0.188676356928201,1,0.3216292145886427,1
whose,-0.13295285766044168,0.188676356928201,1,0.3216292145886427,1
fruit,-0.1325138976583627,0.194237077216473,1,0.3267509748748357,1
nigerian,-0.1325138976583627,0.194237077216473,1,0.3267509748748357,1
mob,-0.1325138976583627,0.194237077216473,1,0.3267509748748357,1
finger,-0.1325138976583627,0.194237077216473,1,0.3267509748748357,1
groids,-0.1325138976583627,0.194237077216473,1,0.3267509748748357,1
club,-0.1320058566171571,0.2005624124550455,1,0.3325682690722026,1
teens,-0.1320058566171571,0.2005624124550455,1,0.3325682690722026,1
intellectual,-0.13140352916708672,0.2079166848164765,1,0.3393202139835632,1
release,-0.13140352916708672,0.2079166848164765,1,0.3393202139835632,1
edge,-0.13140352916708672,0.2079166848164765,1,0.3393202139835632,1
penalty,-0.13140352916708672,0.2079166848164765,1,0.3393202139835632,1
lone,-0.1306647928083625,0.2167354933363622,1,0.3474002861447247,1
fort,-0.1306647928083625,0.2167354933363622,1,0.3474002861447247,1
happily,-0.1306647928083625,0.2167354933363622,1,0.3474002861447247,1
norfolk,-0.12971095455198461,0.2278192372712629,1,0.3575301918232475,1
shock,-0.12971095455198461,0.2278192372712629,1,0.3575301918232475,1
ripped,-0.12971095455198461,0.2278192372712629,1,0.3575301918232475,1
years,-0.12869543560845698,0.1861223018467471,9,0.3148177374552041,5
competition,-0.12836626187289057,0.2429186914831749,1,0.3712849533560655,1
toes,-0.12836626187289057,0.2429186914831749,1,0.3712849533560655,1
bikel,-0.12836626187289057,0.2429186914831749,1,0.3712849533560655,1
sailors,-0.12836626187289057,0.2429186914831749,1,0.3712849533560655,1
http,-0.1264688218058299,0.1293956652736854,5,0.2558644870795153,3
cakes,-0.12607503208829063,0.2674079942464537,1,0.3934830263347443,1
she,-0.125920048008844,0.1382486207135411,5,0.2641686687223851,3
an,-0.12567640847082662,0.204850746901027,17,0.3305271553718536,8
found,-0.12466477532421508,0.140324885429455,3,0.2649896607536701,2
said,-0.12416726042243831,0.1649099337582416,5,0.2890771941806799,3
child,-0.12322417381113793,0.1627311044139504,3,0.2859552782250883,2
mother,-0.1222750651107461,0.1766634326118569,3,0.298938497722603,2
gun,-0.12191404002042361,0.1818118562986164,3,0.30372589631904,2
face,-0.12191404002042361,0.1818118562986164,3,0.30372589631904,2
posted,-0.1216775505051921,0.1851422160508103,3,0.3068197665560024,2
male,-0.12151031219585981,0.1874778788480758,3,0.3089881910439356,2
boy,-0.12066131299936608,0.2125904790982104,5,0.3332517920975765,3
rape,-0.11879342516677921,0.223423917632545,3,0.3422173427993242,2
mate,-0.11879342516677921,0.223423917632545,3,0.3422173427993242,2
service,-0.11795610774703591,0.233841331670319,3,0.3517974394173549,2
towards,-0.11795610774703591,0.233841331670319,3,0.3517974394173549,2
wiggers,-0.11744953047246279,0.2400129272352289,3,0.3574624577076917,2
was,-0.11596860752428081,0.2179910019807966,35,0.3339596095050774,13
by,-0.114823888225135,0.2224883279528172,22,0.3373122161779522,9
a,-0.11148925426668721,0.334621731423196,184,0.4461109856898832,49
me,-0.1112875171091019,0.2149670514993275,23,0.3262545686084294,9
good,-0.11021567035894653,0.2087818618639254,17,0.3189975322228719,7
another,-0.1092226151705375,0.1879183925142237,6,0.2971410076847612,3
im,-0.10432071320210412,0.2109522052083211,9,0.3152729184104252,4
site,-0.1034161221528879,0.1610722215690268,4,0.2644883437219147,2
next,-0.1029722612865864,0.1689521643745601,4,0.2719244256611465,2
house,-0.10293783421989311,0.1695554766926724,4,0.2724933109125655,2
girl,-0.10290300049444437,0.1701647937693689,4,0.2730677942638133,2
trying,-0.10272239220290719,0.1733061761422015,4,0.2760285683451087,2
speak,-0.10120232243521024,0.1986600481803618,4,0.299862370615572,2
single,-0.10035388620662378,0.2120658663245356,4,0.3124197525311594,2
he,-0.09869155220027662,0.1640938954753369,10,0.2627854476756135,4
find,-0.09604297892193087,0.2455333254979704,16,0.3415763044199013,6
hope,-0.0959640040006355,0.0853605559596307,2,0.1813245599602662,1
thank,-0.09512814492858708,0.1069378831823481,2,0.2020660281109352,1
bad,-0.09489174473644799,0.1127158732556458,2,0.2076076179920938,1
5,-0.0945463245794074,0.120935441737862,2,0.2154817663172694,1
american,-0.09443638069865061,0.1234995360214594,2,0.21793591672011,1
racist,-0.0944079926080361,0.1241576849698925,2,0.2185656775779286,1
hey,-0.09419810021327579,0.1289754592126758,2,0.2231735594259516,1
south,-0.0938946896669739,0.1357958728976871,2,0.229690562564661,1
color,-0.09382119133031971,0.1374236597030385,2,0.2312448510333582,1
attack,-0.0937451757837805,0.1390975451593481,2,0.2328427209431286,1
beautiful,-0.0937451757837805,0.1390975451593481,2,0.2328427209431286,1
night,-0.09362605826864939,0.1417012217455604,2,0.2353272800142098,1
true,-0.0935002458159544,0.1444262380340592,2,0.2379264838500136,1
having,-0.0934122834347147,0.1463165717238877,2,0.2397288551586024,1
others,-0.09336698266082949,0.1472854130350511,2,0.2406523956958806,1
stuff,-0.09336698266082949,0.1472854130350511,2,0.2406523956958806,1
blue,-0.0933207564587615,0.1482708070495983,2,0.2415915635083598,1
wrong,-0.0931761457371354,0.1513326741409468,2,0.2445088198780822,1
line,-0.09307437323767251,0.153469043245939,2,0.2465434164836115,1
mixed,-0.0930217363209539,0.1545681144547625,2,0.2475898507757164,1
saying,-0.092912693944037,0.15683246098245,2,0.249745154926487,1
guns,-0.09285617034946478,0.1579996884960493,2,0.2508558588455141,1
poor,-0.09273879048351297,0.1604096507874893,2,0.2531484412710023,1
month,-0.0925507507063,0.1642320132289373,2,0.2567827639352373,1
wo,-0.0923461778336013,0.1683386104450079,2,0.2606847882786092,1
15,-0.0923461778336013,0.1683386104450079,2,0.2606847882786092,1
important,-0.09219913424344423,0.1712581417377953,2,0.2634572759812395,1
mostly,-0.09204227912278379,0.1743437149348438,2,0.2663859940576276,1
east,-0.09204227912278379,0.1743437149348438,2,0.2663859940576276,1
huge,-0.09178555842973293,0.1793319051498856,2,0.2711174635796185,1
muslim,-0.09178555842973293,0.1793319051498856,2,0.2711174635796185,1
early,-0.09178555842973293,0.1793319051498856,2,0.2711174635796185,1
whatever,-0.09169341844119219,0.1811040540869542,2,0.2727974725281464,1
showing,-0.09169341844119219,0.1811040540869542,2,0.2727974725281464,1
sign,-0.0913934960446002,0.1868085659795297,2,0.2782020620241299,1
met,-0.09128454558003621,0.1888572611508342,2,0.2801418067308704,1
moving,-0.09128454558003621,0.1888572611508342,2,0.2801418067308704,1
till,-0.0911704178154997,0.1909902528667323,2,0.282160670682232,1
store,-0.09105060928678663,0.1932153140495547,2,0.2842659233363413,1
break,-0.09092453943305251,0.195541370400731,2,0.2864659098337835,1
angry,-0.09065080370987019,0.2005394586518299,2,0.2911902623617001,1
experience,-0.09065080370987019,0.2005394586518299,2,0.2911902623617001,1
interest,-0.09050141651351123,0.2032376525510426,2,0.2937390690645538,1
mouth,-0.0897912051627747,0.2157970370915838,2,0.3055882422543585,1
showed,-0.08934038649663167,0.2235537227009271,2,0.3128941091975588,1
gypsies,-0.0887884047078342,0.2328408098808085,2,0.3216292145886427,1
remind,-0.08845817301997477,0.2382928018548609,2,0.3267509748748357,1
live,-0.0876839270821079,0.1504299566216242,5,0.2381138837037321,2
columbus,-0.08762708788015233,0.2516931261034109,2,0.3393202139835632,1
home,-0.08748895158592487,0.2219863738042572,11,0.3094753253901821,4
alien,-0.0870772857916075,0.2603230003531172,2,0.3474002861447247,1
ago,-0.08696081882241552,0.1657687871048889,5,0.2527296059273044,2
3,-0.08645647021336147,0.176067561246139,5,0.2625240314595005,2
name,-0.0859574493276603,0.1859669763334862,5,0.2719244256611465,2
part,-0.08589575222999077,0.1871720420338225,5,0.2730677942638133,2
family,-0.0858643608989973,0.1877836359378448,5,0.2736479968368421,2
may,-0.08576791338697132,0.1896562799474561,5,0.2754241933344274,2
check,-0.08549234347562279,0.1949544781445428,5,0.2804468216201656,2
girls,-0.08483881042761268,0.2072259284394428,5,0.2920647388670555,2
street,-0.08349213602730848,0.2313486389927602,5,0.3148407750200687,2
could,-0.08058799463134994,0.2163987784202933,12,0.2969867730516432,4
women,-0.07551542130606786,0.2309580082828636,9,0.3064734295889315,3
hear,-0.07099880980623152,0.2149564684188568,6,0.2859552782250883,2
hard,-0.07092580843235738,0.2164951109454866,6,0.287420919377844,2
front,-0.07065148062461438,0.2222266362087836,6,0.292878116833398,2
re,-0.06832605531054939,0.2038174368072941,10,0.2721434921178435,3
being,-0.06811694688306746,0.2084175893645807,10,0.2765345362476482,3
him,-0.06702302287872419,0.1164203700875028,3,0.183443392966227,1
yes,-0.06639480887735189,0.1356712192335833,3,0.2020660281109352,1
nationalist,-0.0658953552998855,0.1501905034246287,3,0.2160858587245142,1
brown,-0.0658730954689376,0.1508230586854456,3,0.2166961541543832,1
different,-0.06555597328219243,0.1597093623355625,3,0.2252653356177549,1
couple,-0.06547430767714149,0.1619611524722393,3,0.2274354601493808,1
full,-0.06507177908443251,0.1728547047655811,3,0.2379264838500136,1
on,-0.06506856102001263,0.3020586365183114,88,0.367127197538324,20
light,-0.0650013331741359,0.1747275219844665,3,0.2397288551586024,1
proud,-0.0649281308965029,0.1766634326118569,3,0.2415915635083598,1
20,-0.06481267269609511,0.1796961471819871,3,0.2445088198780822,1
don,-0.06464679489804881,0.184010006376948,3,0.2486568012749968,1
talking,-0.06464679489804881,0.184010006376948,3,0.2486568012749968,1
dark,-0.0646029388756767,0.1851422160508103,3,0.249745154926487,1
stand,-0.06446490793689988,0.1886835333341024,3,0.2531484412710023,1
ok,-0.06431601179552651,0.1924667521397108,3,0.2567827639352373,1
making,-0.06420983044945039,0.1951419092892694,3,0.2593517397387198,1
happen,-0.06420983044945039,0.1951419092892694,3,0.2593517397387198,1
worse,-0.0639778344374668,0.2009230942926052,3,0.264900928730072,1
laugh,-0.0639151364449887,0.2024708576126389,3,0.2663859940576276,1
fear,-0.06385030853140852,0.2040648057475785,3,0.267915114278987,1
perhaps,-0.06385030853140852,0.2040648057475785,3,0.267915114278987,1
in,-0.063746977885351,0.324661767555273,146,0.388408745440624,31
middle,-0.06364148386285079,0.2091559886652956,3,0.2727974725281464,1
wake,-0.06332209125419203,0.2168197154766784,3,0.2801418067308704,1
pick,-0.0632331848457637,0.2189274858364683,3,0.282160670682232,1
straight,-0.0632331848457637,0.2189274858364683,3,0.282160670682232,1
apparently,-0.06313996415877521,0.2211259591775661,3,0.2842659233363413,1
wearing,-0.0625910269659154,0.233841331670319,3,0.2964323586362344,1
males,-0.06245961720963003,0.236829292997269,3,0.299288910206899,1
up,-0.0624172696053904,0.2778408701407574,41,0.3402581397461478,10
probably,-0.0589795456497374,0.2214672759704282,7,0.2804468216201656,2
cause,-0.0582839263268895,0.2379741716360802,7,0.2962580979629697,2
for,-0.053945721476425124,0.3112445605432782,101,0.3651902820197033,21
m,-0.053847380589452404,0.1795952741245219,12,0.2334426547139743,3
dont,-0.05199687419786511,0.2292560186830794,12,0.2812528928809445,3
am,-0.04991983243252379,0.1805055426268242,8,0.230425375059348,2
world,-0.0494684618978318,0.1940937725088998,8,0.2435622344067316,2
your,-0.04875251754632229,0.2200447389099788,27,0.2687972564563011,6
against,-0.048721513311194814,0.2157668304107199,8,0.2644883437219147,2
crime,-0.04815338670271249,0.231641012823418,8,0.2797943995261305,2
time,-0.046125096737841514,0.2006704987992874,13,0.2467955955371289,3
his,-0.04608395165906669,0.1189925350901367,4,0.1650764867492034,1
well,-0.04579886590539389,0.2103026692071862,13,0.2561015351125801,3
last,-0.0457212583195733,0.1332152357222127,4,0.178936494041786,1
really,-0.045301760289033405,0.1490710303789134,4,0.1943727906679468,1
saw,-0.04514001743054799,0.1550284950764896,4,0.2001685125070376,1
sure,-0.0448985304018826,0.1637729847831887,4,0.2086715151850713,1
town,-0.0448516195381129,0.1654515910662947,4,0.2103032106044076,1
again,-0.0448516195381129,0.1654515910662947,4,0.2103032106044076,1
things,-0.0447361791497459,0.1695554766926724,4,0.2142916558424183,1
big,-0.0446660534646342,0.172030100689749,4,0.2166961541543832,1
music,-0.0445925404483091,0.1746096889318529,4,0.219202229380162,1
jewish,-0.0443479732582433,0.1830874868911375,4,0.2274354601493808,1
says,-0.0443479732582433,0.1830874868911375,4,0.2274354601493808,1
least,-0.0443257048968253,0.1838516622222611,4,0.2281773671190864,1
become,-0.04425687985843951,0.1862055400439196,4,0.2304624199023591,1
6,-0.04418480201655531,0.1886579189265733,4,0.2328427209431286,1
gets,-0.0437944218538798,0.2017222447311169,4,0.2455166665849967,1
wanted,-0.04372950576434792,0.2038603450113685,4,0.2475898507757164,1
internet,-0.043553984262851064,0.2095944570081512,4,0.2531484412710023,1
usually,-0.0433973804505243,0.2146542524048344,4,0.2580516328553587,1
close,-0.0433973804505243,0.2146542524048344,4,0.2580516328553587,1
liberals,-0.0433973804505243,0.2146542524048344,4,0.2580516328553587,1
quite,-0.04331259170179569,0.2173721965768135,4,0.2606847882786092,1
damn,-0.042971926410599326,0.2281455371690192,4,0.2711174635796185,1
like,-0.042937707472884334,0.2587885176585444,44,0.3017262251314287,9
here,-0.040096020261175896,0.2056141602808209,19,0.2457101805419968,4
keep,-0.03879627555484488,0.2292933038234582,9,0.2680895793783031,2
see,-0.03566746761670639,0.2457187828045301,25,0.2813862504212365,5
with,-0.03532189308259959,0.3225509035875756,86,0.3578727966701752,16
thing,-0.030395233855395998,0.2195190912426206,10,0.2499143250980166,2
read,-0.03011860232313021,0.230036950205414,10,0.2601555525285442,2
seen,-0.03011860232313021,0.230036950205414,10,0.2601555525285442,2
s,-0.029816548161016587,0.2267638265772814,44,0.256580374738298,8
thread,-0.02833709497798778,0.1584203326735129,5,0.1867574276515007,1
does,-0.028151340003032405,0.1670789504071985,5,0.1952302904102309,1
area,-0.028122448235001596,0.1684164285925576,5,0.1965388768275592,1
please,-0.0278152601778531,0.1824879504265545,5,0.2103032106044076,1
high,-0.027656512101849107,0.1896562799474561,5,0.2173127920493052,1
days,-0.0276134545742108,0.1915887748059512,5,0.219202229380162,1
public,-0.027458073445556924,0.1985216211502666,5,0.2259796945958235,1
half,-0.027441404978915396,0.1992615828045422,5,0.2267029877834576,1
state,-0.02724137569480839,0.2080859043194014,5,0.2353272800142098,1
near,-0.026927565352170113,0.2217292359228267,5,0.2486568012749968,1
fighting,-0.026537500778030493,0.2383634279520415,5,0.264900928730072,1
killing,-0.026425755047891075,0.2430654440875204,5,0.2694911991354115,1
brainwashed,-0.025433793957250872,0.2836603921353844,5,0.3090941860926353,1
where,-0.022692911017187095,0.2037899048247772,11,0.2264828158419643,2
way,-0.02088968856858761,0.2416897870330794,17,0.262579475601667,3
look,-0.015310251152379606,0.2565308415426664,18,0.271841092695046,3
right,-0.014648992306867697,0.2299887192504502,12,0.2446377115573179,2
new,-0.014522433699129894,0.1361120209590649,6,0.1506344546581948,1
maybe,-0.014471090602888481,0.2395053569567498,12,0.2539764475596383,2
god,-0.013483595708256996,0.1990661876457729,6,0.2125497833540299,1
young,-0.013071719614272698,0.2239749183099456,6,0.2370466379242183,1
seems,-0.013056917328423318,0.2248695665215903,6,0.2379264838500136,1
the,-0.01279061002630677,0.3415628708691266,248,0.3543534808954334,38
large,-0.01249806253662844,0.2586194010429901,6,0.2711174635796185,1
phone,-0.01249806253662844,0.2586194010429901,6,0.2711174635796185,1
some,-0.01025465167426931,0.2633686451770408,32,0.2736232968513101,5
out,-0.008056349132072815,0.3083901013625805,59,0.3164464504946533,9
same,-0.0077122273418105125,0.2259850895762845,13,0.233697316918095,2
been,-0.005700484787660609,0.2402712868176963,20,0.2459717716053569,3
my,-0.003941996317474217,0.2368070737676902,41,0.2407490700851644,6
get,-0.0026552712171805104,0.3014839899596639,48,0.3041392611768444,7
first,-0.0015117627284131074,0.1794662612603491,7,0.1809780239887622,1
after,-0.0013294889738505178,0.1947701543046673,7,0.1960996432785178,1
those,-0.0012159598091985857,0.2170420536747084,14,0.218258013483907,2
hate,-0.0011947040098576889,0.2064129139822361,7,0.2076076179920938,1
jew,-0.0011508466968871978,0.2102651709118251,7,0.2114160176087123,1
ca,-0.0011179773791804015,0.2131736784632379,7,0.2142916558424183,1
love,-0.0011112359885784018,0.2137725061512506,7,0.214883742139829,1
else,-0.0010906560337815008,0.2156054981206017,7,0.2166961541543832,1
once,-0.0010695157901182972,0.2174961617878103,7,0.2185656775779286,1
kid,-0.0009110269946752958,0.2319316939484533,7,0.2328427209431286,1
truth,-0.0009110269946752958,0.2319316939484533,7,0.2328427209431286,1
teachers,-0.000902125066714804,0.2327567159784211,7,0.2336588410451359,1
reason,-0.000836450932699212,0.2388924042259032,7,0.2397288551586024,1
one,-0.0008352464164635975,0.26079412453014,35,0.2616293709466036,5
turn,-0.0007747088124301083,0.2447419577725666,7,0.2455166665849967,1
behind,-0.0007638454160578956,0.2457795710675536,7,0.2465434164836115,1
own,-0.000574994879735391,0.2749927812304322,21,0.2755677761101676,3
want,-0.0005311236208956349,0.2813577454167406,28,0.2818888690376362,4
about,0.001985286661855268,0.2780734113857783,43,0.276088124723923,6
from,0.0020492924584989136,0.2493305965177695,36,0.2472813040592706,5
any,0.003688198847692059,0.2560932900160964,22,0.2524050911684043,3
blacks,0.003838741865291484,0.2713061498689619,22,0.2674674080036704,3
race,0.0051477280410388015,0.2256195985276435,15,0.2204718704866047,2
too,0.005162448175781403,0.2271514001060887,15,0.2219889519303073,2
its,0.0051951682885996164,0.2305931776401637,15,0.2253980093515641,2
need,0.005250660803916202,0.236552342001505,15,0.2313016811975888,2
off,0.005358059975738599,0.2485658134287336,15,0.243207753452995,2
at,0.009558369821575485,0.2752905339430733,46,0.2657321641214978,6
long,0.009677188699574596,0.2093802615583488,8,0.1997030728587742,1
nothing,0.009680468639735595,0.2098489811467732,8,0.2001685125070376,1
talk,0.0097038323470294,0.2132322549456224,8,0.203528422598593,1
still,0.009707229851810995,0.2137309407643303,8,0.2040237109125193,1
wonder,0.009797776535851288,0.2277336932559613,8,0.21793591672011,1
makes,0.0098843314560568,0.2427270523991854,8,0.2328427209431286,1
wait,0.00991137622409849,0.2478378600741121,8,0.2379264838500136,1
more,0.01307917038672568,0.2648256143092987,32,0.251746443922573,4
not,0.014467722122329607,0.3133005672088609,71,0.2988328450865313,9
go,0.016330946930354584,0.2583239421290925,25,0.2419929951987379,3
is,0.01652867472920999,0.2876764227104776,103,0.2711477479812676,13
would,0.016576076314142485,0.278931579099077,41,0.2623555027849345,5
never,0.016838442384477598,0.2447025746322896,17,0.227864132247812,2
children,0.016906784567885746,0.270883232127524,17,0.2539764475596383,2
and,0.017097573115250675,0.3895322656092198,260,0.3724346924939691,34
but,0.01916480344094998,0.2688714629412732,50,0.2497066595003232,6
came,0.019555526889187602,0.2400518800507182,9,0.2204963531615306,1
soon,0.0195620246536804,0.2469974848030612,9,0.2274354601493808,1
real,0.01956449769851551,0.2516026714998072,9,0.2320381738012917,1
down,0.02221986032515119,0.25352154152274,18,0.2313016811975888,2
this,0.024385095398664403,0.2224513595999435,44,0.1980662642012791,5
if,0.0254114591604373,0.3010054593243214,61,0.2755940001638841,7
you,0.026219132068445172,0.2829341494175209,86,0.2567150173490757,10
t,0.027078996146590817,0.2627457545583367,45,0.2356667584117459,5
why,0.027312742649368393,0.268777103717452,19,0.2414643610680836,2
us,0.02736739056100962,0.2444258597520579,19,0.2170584691910483,2
had,0.02737356704293109,0.236786336873309,19,0.2094127698303779,2
because,0.027818169734876497,0.2815858865884024,28,0.2537677168535259,3
should,0.02782812814425034,0.278897349790988,28,0.2510692216467377,3
