word,woman-npmi
treated,0.3393202139835632
treatment,0.3325682690722026
true,0.2379264838500136
truth,0.2328427209431286
try,0.2055340223005713
trying,0.2760285683451087
tuesday,0.3128941091975588
turn,0.2455166665849967
turns,0.3675956873346789
tv,0.3070085340914812
two,0.3126683367487303
type,0.2620526288376793
u,0.2852365879482855
ugly,0.299288910206899
und,0.3325682690722026
unseen,0.3934830263347443
up,0.3402581397461478
updated,0.3128941091975588
us,0.2170584691910483
use,0.2025496481589165
usearch,0.3934830263347443
user,0.3128941091975588
usually,0.2580516328553587
uta,0.3934830263347443
va,0.3216292145886427
valley,0.3170463809649784
ve,0.1722512197979691
via,0.3170463809649784
victim,0.3545411191539054
video,0.2697631728580407
vogel,0.3934830263347443
vomit,0.3575301918232475
vs,0.3170463809649784
wait,0.2379264838500136
wake,0.2801418067308704
walkway,0.3934830263347443
want,0.2818888690376362
wanted,0.2475898507757164
warrior,0.3325682690722026
was,0.3339596095050774
washington,0.3090941860926353
wasting,0.3474002861447247
way,0.262579475601667
we,0.1831476620281204
wearing,0.2964323586362344
web,0.2887702769828733
wednesday,0.3864355426376927
week,0.2211542638189516
weekend,0.2864659098337835
well,0.2561015351125801
were,0.1495373967174844
what,0.2193068280587216
whatever,0.2727974725281464
when,0.1808122266487579
where,0.2264828158419643
which,0.1898537331056642
while,0.263009111546564
white,0.4627350775562394
whitey,0.3128941091975588
who,0.405794854856507
whose,0.3216292145886427
why,0.2414643610680836
wife,0.2663859940576276
wiggers,0.3574624577076917
will,0.1933011849289069
william,0.2801418067308704
window,0.3055882422543585
with,0.3578727966701752
wo,0.2606847882786092
woman,0.7006940406292991
womans,0.3934830263347443
women,0.3064734295889315
wonder,0.21793591672011
world,0.2435622344067316
worse,0.264900928730072
worth,0.2801418067308704
would,0.2623555027849345
wreck,0.3712849533560655
wrong,0.2445088198780822
wuz,0.3934830263347443
www,0.2355299567529118
x202a,0.2801418067308704
x202c,0.2801418067308704
yard,0.3023315183573997
year,0.3782385296087677
years,0.3148177374552041
yes,0.2020660281109352
yesterday,0.3023315183573997
you,0.2567150173490757
young,0.2370466379242183
your,0.2687972564563011
yourself,0.3299038887763174
youtube,0.36360543556541
yrs,0.3325682690722026
