word,npmi-bias,him-npmi,him-count,woman-npmi,woman-count
children,-0.10901680826883228,0.144959639290806,1,0.2539764475596383,2
seen,-0.10867223094752823,0.151483321581016,1,0.2601555525285442,2
read,-0.10867223094752823,0.151483321581016,1,0.2601555525285442,2
trying,-0.107747623974739,0.1682809443703697,1,0.2760285683451087,2
u,-0.1071851395668772,0.1780514483814083,1,0.2852365879482855,2
hear,-0.1071404284424354,0.1788148497826529,1,0.2859552782250883,2
hard,-0.10704888459231687,0.1803720347855271,1,0.287420919377844,2
cause,-0.1064865663167339,0.1897715316462358,1,0.2962580979629697,2
mother,-0.1063124960549666,0.1926260016676364,1,0.298938497722603,2
goes,-0.1063124960549666,0.1926260016676364,1,0.298938497722603,2
speak,-0.10625211847854082,0.1936102521370312,1,0.299862370615572,2
local,-0.10593031008467263,0.198806898300194,1,0.3047372083848666,2
single,-0.10541213226003818,0.2070076202711212,1,0.3124197525311594,2
force,-0.10468482821001421,0.2181957363774679,1,0.3228805645874821,2
prison,-0.10310697766603569,0.2413264334907196,1,0.3444334111567553,2
gang,-0.10310697766603569,0.2413264334907196,1,0.3444334111567553,2
find,-0.10248031585686757,0.2390959885630337,4,0.3415763044199013,6
apartment,-0.10233003588323919,0.2522110832706662,1,0.3545411191539054,2
wiggers,-0.10210106970035232,0.2553613880073394,1,0.3574624577076917,2
man,-0.10184307317136077,0.3223998515083316,8,0.4242429246796924,11
arrest,-0.10096696015983864,0.2706086587789285,1,0.3715756189387671,2
pregnant,-0.09972259716961551,0.2867129454680772,1,0.3864355426376927,2
an,-0.09881011134907672,0.2317170440227769,6,0.3305271553718536,8
m,-0.09489834528326599,0.1385443094307083,2,0.2334426547139743,3
any,-0.09397398784073283,0.1584311033276715,2,0.2524050911684043,3
way,-0.09345022111825371,0.1691292544834133,2,0.262579475601667,3
negro,-0.0912736980107968,0.2101035826468309,2,0.3013772806576277,3
more,-0.0890856939836541,0.1626607499389189,3,0.251746443922573,4
shot,-0.08810679525480841,0.262394685500368,2,0.3505014807551764,3
want,-0.08752029625842231,0.1943685727792139,3,0.2818888690376362,4
news,-0.08652657415858908,0.2130620237661808,3,0.2995885979247699,4
2,-0.08584286282594272,0.2253857465579885,3,0.3112286093839312,4
a,-0.08432668029262991,0.3617843053972533,58,0.4461109856898832,49
pm,-0.08373596428678087,0.2610647005846911,3,0.344800664871472,4
by,-0.08365810988102623,0.253654106296926,8,0.3373122161779522,9
killed,-0.08160908025314723,0.2942238270246187,3,0.3758329072777659,4
in,-0.0770554567034516,0.3113532887371724,36,0.388408745440624,31
there,-0.0664222426893924,0.1724211451078306,5,0.238843387797223,5
here,-0.06305013032109341,0.1826600502209034,4,0.2457101805419968,4
com,-0.062079430221866294,0.2078782643865963,4,0.2699576946084626,4
home,-0.06035281124231637,0.2491225141478657,4,0.3094753253901821,4
for,-0.05990412203211831,0.305286159987585,26,0.3651902820197033,21
well,-0.0590737379326714,0.1970277971799087,3,0.2561015351125801,3
own,-0.05831846172547778,0.2172493143846898,3,0.2755677761101676,3
on,-0.0575384094047669,0.3095887881335571,25,0.367127197538324,20
hair,-0.05684292294850957,0.2540576416843928,3,0.3109005646329024,3
its,-0.0557156907878639,0.1696823185637002,2,0.2253980093515641,2
maybe,-0.05475758300035519,0.1992188645592831,2,0.2539764475596383,2
name,-0.05411438581721428,0.2178100398439322,2,0.2719244256611465,2
family,-0.05405093047599091,0.2195970663608512,2,0.2736479968368421,2
may,-0.05398522784142182,0.2214389654930056,2,0.2754241933344274,2
story,-0.05391711494008489,0.2233395215221431,2,0.277256636462228,2
check,-0.05379773495056081,0.2266490866696048,2,0.2804468216201656,2
probably,-0.05379773495056081,0.2266490866696048,2,0.2804468216201656,2
child,-0.05358921205669612,0.2323660661683922,2,0.2859552782250883,2
front,-0.05332285040080717,0.2395552664325908,2,0.292878116833398,2
teacher,-0.053156610482041594,0.2439802932247864,2,0.297136903706828,2
your,-0.0521636326612433,0.2166336237950578,7,0.2687972564563011,6
car,-0.0520512804972415,0.2723034740636727,2,0.3243547545609142,2
african,-0.051921248774225215,0.2755199297769435,2,0.3274411785511687,2
morning,-0.05170744765759078,0.2807598805478364,2,0.3324673282054272,2
stick,-0.05170744765759078,0.2807598805478364,2,0.3324673282054272,2
boys,-0.051549943582665236,0.2845824348275702,2,0.3361323784102354,2
sitting,-0.051465894614823315,0.2866095147851856,2,0.3380754094000089,2
were,-0.05137347373103539,0.098163922986449,1,0.1495373967174844,1
also,-0.05075720129851971,0.1252311838145944,1,0.1759883851131141,1
victim,-0.050738384030041994,0.3038027351238634,2,0.3545411191539054,2
17,-0.050738384030041994,0.3038027351238634,2,0.3545411191539054,2
thread,-0.0504888704071948,0.1362685572443059,1,0.1867574276515007,1
ever,-0.050459780755290395,0.137441303610992,1,0.1879010843662824,1
long,-0.05015292934179641,0.1495501435169778,1,0.1997030728587742,1
thank,-0.0500900325420397,0.1519759955688955,1,0.2020660281109352,1
ca,-0.04975682394409481,0.1645348318983235,1,0.2142916558424183,1
5,-0.049723689868599485,0.1657580764486699,1,0.2154817663172694,1
brown,-0.04968975220379471,0.1670064019505885,1,0.2166961541543832,1
music,-0.049619308862732914,0.1695829205174291,1,0.219202229380162,1
hey,-0.0495065532301302,0.1736670061958214,1,0.2231735594259516,1
public,-0.049426047915964305,0.1765536466798592,1,0.2259796945958235,1
half,-0.04940518556801771,0.1772978022154399,1,0.2267029877834576,1
couple,-0.0493840117679725,0.1780514483814083,1,0.2274354601493808,1
least,-0.04936251733643349,0.1788148497826529,1,0.2281773671190864,1
6,-0.049226248283313206,0.1836164726598154,1,0.2328427209431286,1
beautiful,-0.049226248283313206,0.1836164726598154,1,0.2328427209431286,1
true,-0.04907558604215281,0.1888508978078608,1,0.2379264838500136,1
wait,-0.04907558604215281,0.1888508978078608,1,0.2379264838500136,1
london,-0.04907558604215281,0.1888508978078608,1,0.2379264838500136,1
light,-0.04902162684378761,0.1907072283148148,1,0.2397288551586024,1
having,-0.04902162684378761,0.1907072283148148,1,0.2397288551586024,1
blue,-0.0489655618407234,0.1926260016676364,1,0.2415915635083598,1
20,-0.048877144575938114,0.1956316753021441,1,0.2445088198780822,1
wrong,-0.048877144575938114,0.1956316753021441,1,0.2445088198780822,1
turn,-0.0488464247892251,0.1966702417957716,1,0.2455166665849967,1
mixed,-0.04878295247552242,0.198806898300194,1,0.2475898507757164,1
french,-0.04878295247552242,0.198806898300194,1,0.2475898507757164,1
wanted,-0.04878295247552242,0.198806898300194,1,0.2475898507757164,1
30,-0.0487501397771464,0.1999066614978504,1,0.2486568012749968,1
march,-0.04868219518046299,0.2021736636650511,1,0.2508558588455141,1
poor,-0.04861090862859138,0.2045375326424109,1,0.2531484412710023,1
internet,-0.04861090862859138,0.2045375326424109,1,0.2531484412710023,1
month,-0.048496954963122396,0.2082858089721149,1,0.2567827639352373,1
close,-0.04845689630895361,0.2095947365464051,1,0.2580516328553587,1
green,-0.048415704622970485,0.2109360351157493,1,0.2593517397387198,1
o,-0.048373314890895996,0.2123114733877132,1,0.2606847882786092,1
east,-0.04819025768015969,0.2181957363774679,1,0.2663859940576276,1
id,-0.04814067341047662,0.2197744408685104,1,0.267915114278987,1
perhaps,-0.04814067341047662,0.2197744408685104,1,0.267915114278987,1
charged,-0.048089350798852765,0.2214018483365587,1,0.2694911991354115,1
alot,-0.048089350798852765,0.2214018483365587,1,0.2694911991354115,1
large,-0.048036164876388815,0.2230812987032297,1,0.2711174635796185,1
phone,-0.048036164876388815,0.2230812987032297,1,0.2711174635796185,1
middle,-0.04798097666401149,0.2248164958641349,1,0.2727974725281464,1
grow,-0.04786395388022971,0.2284711101463647,1,0.2763350640265944,1
met,-0.047736795590180126,0.2324050111406903,1,0.2801418067308704,1
2012,-0.047736795590180126,0.2324050111406903,1,0.2801418067308704,1
straight,-0.04766884010487249,0.2344918305773595,1,0.282160670682232,1
hispanic,-0.04766884010487249,0.2344918305773595,1,0.282160670682232,1
break,-0.047522723819938495,0.238943186013845,1,0.2864659098337835,1
ride,-0.047443843492153664,0.2413264334907196,1,0.2887702769828733,1
hold,-0.0473605008422632,0.2438297615194369,1,0.2911902623617001,1
fox,-0.0473605008422632,0.2438297615194369,1,0.2911902623617001,1
mom,-0.047272162521445116,0.2464669065431087,1,0.2937390690645538,1
spend,-0.047178193061022194,0.2492541655752122,1,0.2964323586362344,1
tall,-0.0470778269362328,0.2522110832706662,1,0.299288910206899,1
window,-0.04685394782666241,0.2587342944276961,1,0.3055882422543585,1
commercial,-0.04685394782666241,0.2587342944276961,1,0.3055882422543585,1
showed,-0.046589899537732404,0.2663042096598264,1,0.3128941091975588,1
accused,-0.046589899537732404,0.2663042096598264,1,0.3128941091975588,1
user,-0.046589899537732404,0.2663042096598264,1,0.3128941091975588,1
drop,-0.046589899537732404,0.2663042096598264,1,0.3128941091975588,1
negroid,-0.046589899537732404,0.2663042096598264,1,0.3128941091975588,1
beast,-0.04643772218604991,0.2706086587789285,1,0.3170463809649784,1
beating,-0.04643772218604991,0.2706086587789285,1,0.3170463809649784,1
boyfriend,-0.04626799176966517,0.2753612228189775,1,0.3216292145886427,1
finger,-0.046076098465979154,0.2806748764088565,1,0.3267509748748357,1
threw,-0.046076098465979154,0.2806748764088565,1,0.3267509748748357,1
canadian,-0.04585532360412542,0.2867129454680772,1,0.3325682690722026,1
navy,-0.045595310354418495,0.2937249036291447,1,0.3393202139835632,1
ham,-0.045278827483832274,0.3021214586608924,1,0.3474002861447247,1
throws,-0.045278827483832274,0.3021214586608924,1,0.3474002861447247,1
rant,-0.045278827483832274,0.3021214586608924,1,0.3474002861447247,1
pierre,-0.04487385214133621,0.3126563396819113,1,0.3575301918232475,1
atleast,-0.04487385214133621,0.3126563396819113,1,0.3575301918232475,1
bautista,-0.04487385214133621,0.3126563396819113,1,0.3575301918232475,1
austrian,-0.04430933062046449,0.326975622735601,1,0.3712849533560655,1
up,-0.043646170510530824,0.296611969235617,13,0.3402581397461478,10
cokes,-0.04336266672269301,0.3501203596120513,1,0.3934830263347443,1
not,-0.041162890642307104,0.2576699544442242,12,0.2988328450865313,9
could,-0.04017055212093523,0.256816220930708,5,0.2969867730516432,4
our,-0.034052823089312484,0.1865373109093207,4,0.2205901339986332,3
www,-0.03368491150632921,0.2018450452465826,4,0.2355299567529118,3
she,-0.032949072105316696,0.2312195966170684,4,0.2641686687223851,3
being,-0.032618905992915476,0.2439156302547327,4,0.2765345362476482,3
boy,-0.031008220838910583,0.3022435712586659,4,0.3332517920975765,3
with,-0.024972228694494003,0.3329005679756812,25,0.3578727966701752,16
them,-0.02220917335667269,0.1402851172824357,3,0.1624942906391084,2
too,-0.021162195199272982,0.2008267567310343,3,0.2219889519303073,2
never,-0.021054439149423287,0.2068096930983887,3,0.227864132247812,2
ago,-0.020589686895733733,0.2321399190315707,3,0.2527296059273044,2
found,-0.02035535691006249,0.2446343038436076,3,0.2649896607536701,2
keep,-0.02029556499272467,0.2477940143855784,3,0.2680895793783031,2
girl,-0.020199085980505682,0.2528687082833076,3,0.2730677942638133,2
girls,-0.019825730760760052,0.2722390081062954,3,0.2920647388670555,2
are,-0.015189441115601415,0.1923335595234686,10,0.20752300063907,6
like,-0.01494423074115142,0.2867819943902773,15,0.3017262251314287,9
about,-0.013955267912902747,0.2621328568110203,10,0.276088124723923,6
no,-0.012826871270687795,0.2074761707059429,5,0.2203030419766307,3
because,-0.0123107639128395,0.2414569529406864,5,0.2537677168535259,3
video,-0.012062985287517702,0.257700187570523,5,0.2697631728580407,3
look,-0.01203074541837712,0.2598103472766689,5,0.271841092695046,3
dont,-0.011884568135081819,0.2693683247458627,5,0.2812528928809445,3
the,-0.009188248378170616,0.3451652325172628,68,0.3543534808954334,38
guy,-0.007021591802279514,0.3284488751627865,7,0.335470466965066,4
t,-0.0057515809022613,0.2299151775094846,9,0.2356667584117459,5
one,-0.0054136559857679845,0.2562157149608356,9,0.2616293709466036,5
some,-0.005260948682831779,0.2683623481684783,9,0.2736232968513101,5
of,-0.0023171092061919363,0.3077842161310669,39,0.3101013253372588,21
get,-0.0017408936945539355,0.3023983674822905,13,0.3041392611768444,7
out,0.00033052244958359234,0.3167769729442369,17,0.3164464504946533,9
is,0.0023258218986230705,0.2734735698798907,25,0.2711477479812676,13
only,0.0036694051734011135,0.1545253284405032,2,0.1508559232671021,1
kids,0.0037860305696176266,0.1699605316686892,2,0.1661745010990716,1
ve,0.0038304116044900194,0.1760816314024591,2,0.1722512197979691,1
most,0.0038780020091236933,0.1828144960509097,2,0.178936494041786,1
last,0.0038780020091236933,0.1828144960509097,2,0.178936494041786,1
much,0.0038803588239766096,0.1831527220635978,2,0.1792723632396212,1
first,0.0038922771532207967,0.184870301141983,2,0.1809780239887622,1
take,0.0039269211723712005,0.1899330561968225,2,0.1860061350244513,1
does,0.003988574149052182,0.1992188645592831,2,0.1952302904102309,1
area,0.003997121188382413,0.2005359980159416,2,0.1965388768275592,1
nothing,0.0040205689566945035,0.2041890814637321,2,0.2001685125070376,1
yes,0.004032675414782916,0.2060987035257181,2,0.2020660281109352,1
sure,0.004074007435578009,0.2127455226206493,2,0.2086715151850713,1
jew,0.0040908094550785035,0.2155068270637908,2,0.2114160176087123,1
else,0.0041225224095667035,0.2208186765639499,2,0.2166961541543832,1
wonder,0.004129851722516287,0.2220657684426263,2,0.21793591672011,1
days,0.00413729214198108,0.2233395215221431,2,0.219202229380162,1
came,0.004144848094973591,0.2246412012565042,2,0.2204963531615306,1
guess,0.004168257969612704,0.2287279337381069,2,0.2245596757684942,1
jewish,0.0041845378611305994,0.2316199980105114,2,0.2274354601493808,1
soon,0.0041845378611305994,0.2316199980105114,2,0.2274354601493808,1
truth,0.004214501636927298,0.2370572225800559,2,0.2328427209431286,1
night,0.004227986418381013,0.2395552664325908,2,0.2353272800142098,1
young,0.004237213758448599,0.2412838516826669,2,0.2370466379242183,1
reason,0.004251438066183999,0.2439802932247864,2,0.2397288551586024,1
gets,0.004281424284543284,0.24979809086954,2,0.2455166665849967,1
behind,0.0042866428133152,0.2508300592969267,2,0.2465434164836115,1
brother,0.004337020469214803,0.2611197844044521,2,0.2567827639352373,1
disgusting,0.004368230560825581,0.2678255065420651,2,0.2634572759812395,1
sister,0.004381519667170097,0.2707675137247977,2,0.2663859940576276,1
damn,0.0044024661973249835,0.2755199297769435,2,0.2711174635796185,1
muslim,0.0044024661973249835,0.2755199297769435,2,0.2711174635796185,1
whatever,0.0044097484207500925,0.2772072209488965,2,0.2727974725281464,1
ill,0.0044488441029535974,0.2866095147851856,2,0.282160670682232,1
kick,0.004457286572635,0.2887232099089763,2,0.2842659233363413,1
stories,0.004457286572635,0.2887232099089763,2,0.2842659233363413,1
angry,0.004484153728058604,0.2956744160897587,2,0.2911902623617001,1
ran,0.0045035749520269674,0.3009359335882614,2,0.2964323586362344,1
prime,0.004524484057345124,0.3068560024147448,2,0.3023315183573997,1
mouth,0.00453559795582642,0.3101238402101849,2,0.3055882422543585,1
why,0.004828857382107782,0.2462932184501914,4,0.2414643610680836,2
3,0.004945865382478543,0.267469896841979,4,0.2625240314595005,2
while,0.004948389522632934,0.2679575010691969,4,0.263009111546564,2
house,0.004996195007087589,0.2774895059196531,4,0.2724933109125655,2
lol,0.005068760030890074,0.2932371759360948,4,0.2881684159052047,2
what,0.005087167791752306,0.2243939958504739,6,0.2193068280587216,3
time,0.005271120229193987,0.2520667157663229,6,0.2467955955371289,3
should,0.005297307162591025,0.2563665288093287,6,0.2510692216467377,3
my,0.006118166797998786,0.2468672368831632,12,0.2407490700851644,6
as,0.0065585452223650975,0.2753839819160887,14,0.2688254366937236,7
that,0.013240451699973399,0.2892306071997221,25,0.2759901554997487,12
but,0.015453110147567811,0.265159769647891,13,0.2497066595003232,6
see,0.016492750561592884,0.2978790009828294,11,0.2813862504212365,5
would,0.016502456938681687,0.2788579597236162,11,0.2623555027849345,5
n,0.018044325548242507,0.233224920540254,9,0.2151805949920115,4
said,0.020466969172610316,0.3095441633532902,7,0.2890771941806799,3
will,0.020656947188983588,0.2139581321178905,7,0.1933011849289069,3
to,0.022196677556520106,0.3927993638792215,74,0.3706026863227014,35
be,0.0225444566014113,0.2884561914744113,16,0.265911734873,7
they,0.02260505492593512,0.2520456130388453,16,0.2294405581129102,7
it,0.024749824876355575,0.2788408735967109,25,0.2540910487203553,11
put,0.025402204121247884,0.2773143331820835,5,0.2519121290608356,2
right,0.025445554521466185,0.2700832660787841,5,0.2446377115573179,2
need,0.025514539733119207,0.256816220930708,5,0.2313016811975888,2
where,0.025536125436946472,0.2520189412789108,5,0.2264828158419643,2
and,0.0273151328163192,0.3997498253102883,74,0.3724346924939691,34
was,0.027647784932752995,0.3616073944378304,30,0.3339596095050774,13
s,0.028235979933729727,0.2848163546720277,19,0.256580374738298,8
you,0.03144542892285468,0.2881604462719304,24,0.2567150173490757,10
can,0.03455425763908898,0.24468746548148,8,0.210133207842391,3
people,0.0346295833895266,0.2327213268216019,8,0.1980917434320753,3
we,0.0347034588401583,0.2178511208682787,8,0.1831476620281204,3
all,0.03568636666968819,0.2618808648686465,13,0.2261944981989583,5
wife,0.03729197861280881,0.3036779726704364,3,0.2663859940576276,1
gone,0.0374776454778199,0.291810214524509,3,0.2543325690466891,1
proud,0.03765832345547471,0.2792498869638345,3,0.2415915635083598,1
week,0.037914623461199615,0.2590688872801512,3,0.2211542638189516,1
once,0.037944134811753794,0.2565098123896824,3,0.2185656775779286,1
racist,0.037944134811753794,0.2565098123896824,3,0.2185656775779286,1
bad,0.038061699456589104,0.2456693174486829,3,0.2076076179920938,1
person,0.0380722943313436,0.2446343038436076,3,0.206562009512264,1
try,0.038082604770698,0.2436166270712693,3,0.2055340223005713,1
still,0.038097562333298196,0.2421212732458175,3,0.2040237109125193,1
use,0.038111942301830404,0.2406615904607469,3,0.2025496481589165,1
saw,0.03813471478638411,0.2383032272934217,3,0.2001685125070376,1
really,0.038187786673780005,0.2325605773417268,3,0.1943727906679468,1
come,0.03820614062569039,0.2304848125420995,3,0.1922786719164091,1
jews,0.03821319686351621,0.2296732356810694,3,0.1914600388175532,1
over,0.038382554851885214,0.2070945841781602,3,0.168712029326275,1
new,0.038480280758640906,0.1891147354168357,3,0.1506344546581948,1
next,0.042306828578509204,0.3142312542396557,6,0.2719244256611465,2
few,0.04317713251800828,0.2609527984506781,6,0.2177756659326698,2
know,0.04336932835099991,0.2453140322177674,6,0.2019447038667675,2
if,0.04357589746872792,0.319169897632612,19,0.2755940001638841,7
go,0.046573375679943796,0.2885663708786817,9,0.2419929951987379,3
do,0.047374413510363894,0.2314193796318925,9,0.1840449661215286,3
just,0.052274237064614426,0.2974825511386167,15,0.2452083140740023,5
off,0.05785817051462999,0.301065923967625,7,0.243207753452995,2
down,0.05814999839945842,0.2894516795970472,7,0.2313016811975888,2
school,0.05859802093019667,0.2697353931093799,7,0.2111373721791832,2
or,0.06015660065048031,0.2981050489719611,16,0.2379484483214808,5
at,0.0608847486279932,0.326616912749491,19,0.2657321641214978,6
this,0.0610019936183252,0.2590682578196043,16,0.1980662642012791,5
minister,0.06116110273635722,0.3433217734185892,4,0.282160670682232,1
ok,0.062002748950803876,0.3187855128860412,4,0.2567827639352373,1
says,0.0628569259079628,0.2902923860573436,4,0.2274354601493808,1
love,0.06318304836503422,0.2780667905048632,4,0.214883742139829,1
things,0.0631978500772348,0.2774895059196531,4,0.2142916558424183,1
give,0.06324109116917448,0.2757908745232044,4,0.2125497833540299,1
again,0.06329619002523418,0.2735994006296418,4,0.2103032106044076,1
after,0.06362701724432707,0.2597266605228449,4,0.1960996432785178,1
which,0.06376289876596072,0.2536166318716249,4,0.1898537331056642,1
into,0.0641791957536216,0.2328912250798966,4,0.168712029326275,1
have,0.0688811093509771,0.2789941667429293,20,0.2101130573919522,6
how,0.0724413296089404,0.2745778616690524,8,0.202136532060112,2
from,0.07419899900749613,0.3214803030667667,18,0.2472813040592706,5
kid,0.08273554581345857,0.3155782667565872,5,0.2328427209431286,1
god,0.08352399659505272,0.2960737799490826,5,0.2125497833540299,1
then,0.08443815085690298,0.2951403568001886,9,0.2107022059432856,2
hope,0.08458489224678939,0.2659094522070556,5,0.1813245599602662,1
around,0.08500912052113949,0.2520189412789108,5,0.1670098207577713,1
now,0.08520694404247231,0.2450433591567677,5,0.1598364151142954,1
other,0.0854898247415195,0.2343770500617161,5,0.1488872253201966,1
has,0.08573761426291238,0.2242031001817263,5,0.1384654859188139,1
told,0.09968781073897759,0.3301502306413367,6,0.2304624199023591,1
talk,0.1010045551198887,0.3045329777184817,6,0.203528422598593,1
i,0.1024004221787922,0.3654189997152411,63,0.2630185775364489,18
say,0.10287753802770389,0.260480061941201,6,0.1576025239134971,1
had,0.1154010925724975,0.3248138624028754,12,0.2094127698303779,2
when,0.12593685781433422,0.3067490844630921,13,0.1808122266487579,2
back,0.14412744702487804,0.2976967395516473,9,0.1535692925267693,1
got,0.15418853214021758,0.3234776360207465,10,0.1692891038805289,1
he,0.1910630631886694,0.4538485108642829,38,0.2627854476756135,4
so,0.20487258742459433,0.2994151608024718,15,0.0945425733778775,1
his,0.29007331031064554,0.4551497970598489,32,0.1650764867492034,1
him,0.4880061312535138,0.6714495242197408,130,0.183443392966227,1
