word,npmi-bias,him-npmi,him-count,man-npmi,man-count
by,-0.05106050626394881,0.253654106296926,8,0.3047146125608748,11
no,-0.04928558671589692,0.2074761707059429,5,0.2567617574218398,7
only,-0.048674274106712184,0.1545253284405032,2,0.2031996025472154,3
watch,-0.048019417616984,0.1824779877494868,2,0.2304974053664708,3
most,-0.0480111221503956,0.1828144960509097,2,0.2308256182013053,3
first,-0.0479602307215386,0.184870301141983,2,0.2328305318635216,3
work,-0.04724880537337617,0.2122079485042606,2,0.2594567538776368,3
story,-0.04694067165944532,0.2233395215221431,2,0.2702801931815884,3
came,-0.04690394373786902,0.2246412012565042,2,0.2715451449943732,3
reason,-0.046341132340283225,0.2439802932247864,2,0.2903214255650696,3
dog,-0.04550860847366933,0.2707675137247977,2,0.316276122198467,3
car,-0.04545901160466709,0.2723034740636727,2,0.3177624856683398,3
y,-0.044762705704960326,0.293245197943959,2,0.3380079036489193,3
their,-0.04157987885486411,0.1274082602174431,3,0.1689881390723072,4
people,-0.04097190249686028,0.2327213268216019,8,0.2736932293184622,10
going,-0.039861922445936504,0.2112152196470442,3,0.2510771420929807,4
of,-0.03979289359523175,0.3077842161310669,39,0.3475771097262986,43
looking,-0.039637085656504395,0.2206623756158038,3,0.2602994612723082,4
n,-0.039506572387312866,0.233224920540254,9,0.2727314929275669,11
are,-0.03934073767396501,0.1923335595234686,10,0.2316742971974336,12
one,-0.038888079318922575,0.2562157149608356,9,0.2951037942797582,11
s,-0.038883947103995675,0.2848163546720277,19,0.3237003017760234,22
our,-0.03633109312598318,0.1865373109093207,4,0.2228684040353039,5
com,-0.03588867475758592,0.2078782643865963,4,0.2437669391441822,5
because,-0.0326690170038528,0.2414569529406864,5,0.2741259699445392,6
is,-0.032365050457324906,0.2734735698798907,25,0.3058386203372156,27
video,-0.032300735128873104,0.257700187570523,5,0.2900009226993961,6
a,-0.03229824519827468,0.3617843053972533,58,0.394082550595528,60
t,-0.028694493835731694,0.2299151775094846,9,0.2586096713452163,10
for,-0.02627307613852886,0.305286159987585,26,0.3315592361261139,27
that,-0.020984192322961892,0.2892306071997221,25,0.310214799522684,25
will,-0.0161366888082638,0.2139581321178905,7,0.2300948209261543,7
your,-0.016103216970393602,0.2166336237950578,7,0.2327368407654514,7
time,-0.015135236774945826,0.2520667157663229,6,0.2672019525412687,6
where,-0.014573167402488929,0.2520189412789108,5,0.2665921086813997,5
always,-0.01398985763828331,0.2476922705480013,4,0.2616821281862846,4
went,-0.013771762242144214,0.2660301870122074,4,0.2798019492543516,4
the,-0.013704317723018111,0.3451652325172628,68,0.3588695502402809,63
news,-0.013620386470428986,0.2130620237661808,3,0.2266824102366098,3
really,-0.013412507441200205,0.2325605773417268,3,0.245973084782927,3
place,-0.013308156094489099,0.2421212732458175,3,0.2554294293403066,3
anti,-0.013239458022829526,0.248337095515738,3,0.2615765535385675,3
these,-0.013202388431357598,0.1558794403425057,2,0.1690818287738633,2
girl,-0.013188949622286616,0.2528687082833076,3,0.2660576579055942,3
any,-0.01317982222950062,0.1584311033276715,2,0.1716109255571721,2
tell,-0.013155108347476907,0.2558871306781038,3,0.2690422390255807,3
years,-0.013071468898475797,0.1705203699199446,2,0.1835918388184204,2
ve,-0.013020826567876481,0.1760816314024591,2,0.1891024579703356,2
much,-0.012955709285619399,0.1831527220635978,2,0.1961084313492172,2
between,-0.012865634450785701,0.2811511596825986,3,0.2940167941333843,3
little,-0.01280473632921672,0.1992188645592831,2,0.2120236008884998,2
does,-0.01280473632921672,0.1992188645592831,2,0.2120236008884998,2
killed,-0.012711484462862521,0.2942238270246187,3,0.3069353114874812,3
sure,-0.012674374922338,0.2127455226206493,2,0.2254198975429873,2
name,-0.01262480161411858,0.2178100398439322,2,0.2304348414580508,2
may,-0.012589024221073997,0.2214389654930056,2,0.2340279897140796,2
wonder,-0.012582822944210315,0.2220657684426263,2,0.2346485913868366,2
looks,-0.012563777594924108,0.2239867878805612,2,0.2365505654754853,2
hell,-0.012550694476608282,0.2253029346780079,2,0.2378536291546162,2
were,-0.012226665649464993,0.098163922986449,1,0.110390588635914,1
brother,-0.012183863791361715,0.2611197844044521,2,0.2733036481958138,2
those,-0.012160964972650012,0.1074169956695065,1,0.1195779606421565,1
morning,-0.0119738771236777,0.2807598805478364,2,0.2927337576715141,2
ever,-0.011939194806891096,0.137441303610992,1,0.1493804984178831,1
stormfront,-0.011914521780683196,0.1406756683673469,1,0.1525901901480301,1
eating,-0.011910125405346583,0.2866095147851856,2,0.2985196401905322,2
sitting,-0.011910125405346583,0.2866095147851856,2,0.2985196401905322,2
anything,-0.011857015619616496,0.1481379701536512,1,0.1599949857732677,1
irish,-0.011815370278397797,0.1534775600421959,1,0.1652929303205937,1
free,-0.01181138191712311,0.1539861568995816,1,0.1657975388167047,1
forum,-0.011803295313938617,0.1550158933475375,1,0.1668191886614761,1
org,-0.011790880292688793,0.1565929965653454,1,0.1683838768580342,1
friends,-0.011764948877208997,0.1598723978269654,1,0.1716373467041744,1
group,-0.011755954304986188,0.1610052936256767,1,0.1727612479306629,1
such,-0.011755954304986188,0.1610052936256767,1,0.1727612479306629,1
ran,-0.011751647266415421,0.3009359335882614,2,0.3126875808546768,2
thanks,-0.011713035468508798,0.1663790348906812,1,0.17809207035919,1
trying,-0.011697744730257392,0.1682809443703697,1,0.1799786891006271,1
stop,-0.011692527201910385,0.1689284238086642,1,0.1806209510105746,1
money,-0.0116872469308196,0.1695829205174291,1,0.1812701674482487,1
left,-0.011671013946352504,0.1715902054386163,1,0.1832612193849688,1
best,-0.011654157115412511,0.1736670061958214,1,0.1853211633112339,1
until,-0.01163062286624389,0.1765536466798592,1,0.1881842695461031,1
everyone,-0.011624536260076396,0.1772978022154399,1,0.1889223384755163,1
half,-0.011624536260076396,0.1772978022154399,1,0.1889223384755163,1
u,-0.011618363821719602,0.1780514483814083,1,0.1896698122031279,1
couple,-0.011618363821719602,0.1780514483814083,1,0.1896698122031279,1
fight,-0.011612103067796586,0.1788148497826529,1,0.1904269528504495,1
least,-0.011612103067796586,0.1788148497826529,1,0.1904269528504495,1
yet,-0.011599306122376696,0.1803720347855271,1,0.1919713409079038,1
coming,-0.011592764386334803,0.1811664077667871,1,0.1927591721531219,1
beautiful,-0.011572530088932387,0.1836164726598154,1,0.1951890027487478,1
getting,-0.011572530088932387,0.1836164726598154,1,0.1951890027487478,1
media,-0.011544003569003203,0.1870527961926258,1,0.198596799761629,1
end,-0.011544003569003203,0.1870527961926258,1,0.198596799761629,1
yourself,-0.011544003569003203,0.1870527961926258,1,0.198596799761629,1
whole,-0.011536570445837613,0.1879448146395954,1,0.199481385085433,1
move,-0.011529008280902198,0.1888508978078608,1,0.200379906088763,1
hated,-0.011516988832939612,0.3216186542324342,2,0.3331356430653738,2
mother,-0.011497372848312898,0.1926260016676364,1,0.2041233745159493,1
pride,-0.011472037137208013,0.1956316753021441,1,0.2071037124393521,1
stay,-0.011463252230297483,0.1966702417957716,1,0.2081334940260691,1
e,-0.011454285655839808,0.1977283793570957,1,0.2091826650129355,1
french,-0.011445129625840211,0.198806898300194,1,0.2102520279260342,1
either,-0.011445129625840211,0.198806898300194,1,0.2102520279260342,1
local,-0.011445129625840211,0.198806898300194,1,0.2102520279260342,1
wanted,-0.011445129625840211,0.198806898300194,1,0.2102520279260342,1
comes,-0.011435775836457274,0.1999066614978504,1,0.2113424373343077,1
sf,-0.011435775836457274,0.1999066614978504,1,0.2113424373343077,1
pass,-0.011416438898743997,0.2021736636650511,1,0.2135901025637951,1
thats,-0.011396196174455892,0.2045375326424109,1,0.2159337288168668,1
university,-0.011385707372645104,0.2057586610731931,1,0.2171443684458382,1
single,-0.01137495710653938,0.2070076202711212,1,0.2183825773776606,1
sound,-0.01137495710653938,0.2070076202711212,1,0.2183825773776606,1
moved,-0.01137495710653938,0.2070076202711212,1,0.2183825773776606,1
dirty,-0.011352616713329017,0.2095947365464051,1,0.2209473532597341,1
immigrants,-0.011352616713329017,0.2095947365464051,1,0.2209473532597341,1
listen,-0.011340995986873104,0.2109360351157493,1,0.2222770311026224,1
play,-0.011291087241488112,0.2166627123387813,1,0.2279537995802694,1
id,-0.011263768346217923,0.2197744408685104,1,0.2310382092147283,1
act,-0.011249424780007289,0.2214018483365587,1,0.232651273116566,1
large,-0.011234582185083997,0.2230812987032297,1,0.2343158808883137,1
phone,-0.011234582185083997,0.2230812987032297,1,0.2343158808883137,1
save,-0.011219203881658896,0.2248164958641349,1,0.2360356997457938,1
bar,-0.011203248953316508,0.2266115631967702,1,0.2378148121500867,1
k,-0.01118667156497749,0.2284711101463647,1,0.2396577817113422,1
tree,-0.011169420137381508,0.2304003126663697,1,0.2415697328037512,1
russian,-0.011169420137381508,0.2304003126663697,1,0.2415697328037512,1
r,-0.011169420137381508,0.2304003126663697,1,0.2415697328037512,1
forward,-0.011151436340187504,0.2324050111406903,1,0.2435564474808778,1
met,-0.011151436340187504,0.2324050111406903,1,0.2435564474808778,1
shoot,-0.01113265385354309,0.2344918305773595,1,0.2456244844309026,1
certain,-0.01113265385354309,0.2344918305773595,1,0.2456244844309026,1
gonna,-0.01113265385354309,0.2344918305773595,1,0.2456244844309026,1
foreign,-0.01109237797266871,0.238943186013845,1,0.2500355639865137,1
reported,-0.011070696083567394,0.2413264334907196,1,0.252397129574287,1
prison,-0.011070696083567394,0.2413264334907196,1,0.252397129574287,1
explain,-0.011070696083567394,0.2413264334907196,1,0.252397129574287,1
welfare,-0.011070696083567394,0.2413264334907196,1,0.252397129574287,1
completely,-0.011070696083567394,0.2413264334907196,1,0.252397129574287,1
fox,-0.011047832941922103,0.2438297615194369,1,0.254877594461359,1
typical,-0.011047832941922103,0.2438297615194369,1,0.254877594461359,1
hold,-0.011047832941922103,0.2438297615194369,1,0.254877594461359,1
nazi,-0.011047832941922103,0.2438297615194369,1,0.254877594461359,1
missing,-0.01102364922913529,0.2464669065431087,1,0.257490555772244,1
nor,-0.01102364922913529,0.2464669065431087,1,0.257490555772244,1
spirit,-0.010997979161209898,0.2492541655752122,1,0.2602521447364221,1
turned,-0.010997979161209898,0.2492541655752122,1,0.2602521447364221,1
star,-0.010997979161209898,0.2492541655752122,1,0.2602521447364221,1
names,-0.010997979161209898,0.2492541655752122,1,0.2602521447364221,1
honour,-0.01097062328911319,0.2522110832706662,1,0.2631817065597794,1
g,-0.01097062328911319,0.2522110832706662,1,0.2631817065597794,1
apartment,-0.01097062328911319,0.2522110832706662,1,0.2631817065597794,1
turning,-0.010941338661280609,0.2553613880073394,1,0.26630272666862,1
knife,-0.010941338661280609,0.2553613880073394,1,0.26630272666862,1
laughing,-0.010941338661280609,0.2553613880073394,1,0.26630272666862,1
duty,-0.010941338661280609,0.2553613880073394,1,0.26630272666862,1
famous,-0.010909825092699998,0.2587342944276961,1,0.2696441195203961,1
onto,-0.010909825092699998,0.2587342944276961,1,0.2696441195203961,1
everybody,-0.010909825092699998,0.2587342944276961,1,0.2696441195203961,1
theres,-0.010909825092699998,0.2587342944276961,1,0.2696441195203961,1
step,-0.010909825092699998,0.2587342944276961,1,0.2696441195203961,1
parts,-0.010909825092699998,0.2587342944276961,1,0.2696441195203961,1
pair,-0.010875705525630885,0.2623663603677288,1,0.2732420658933597,1
table,-0.010875705525630885,0.2623663603677288,1,0.2732420658933597,1
task,-0.010875705525630885,0.2623663603677288,1,0.2732420658933597,1
drop,-0.01083849713160251,0.2663042096598264,1,0.2771427067914289,1
camera,-0.01083849713160251,0.2663042096598264,1,0.2771427067914289,1
kiss,-0.01083849713160251,0.2663042096598264,1,0.2771427067914289,1
forest,-0.010797567348566628,0.2706086587789285,1,0.2814062261274951,1
edit,-0.010797567348566628,0.2706086587789285,1,0.2814062261274951,1
ar,-0.010797567348566628,0.2706086587789285,1,0.2814062261274951,1
won,-0.010797567348566628,0.2706086587789285,1,0.2814062261274951,1
pagan,-0.010797567348566628,0.2706086587789285,1,0.2814062261274951,1
afternoon,-0.010797567348566628,0.2706086587789285,1,0.2814062261274951,1
arrest,-0.010797567348566628,0.2706086587789285,1,0.2814062261274951,1
beating,-0.010797567348566628,0.2706086587789285,1,0.2814062261274951,1
beast,-0.010797567348566628,0.2706086587789285,1,0.2814062261274951,1
fought,-0.01075206428626957,0.2753612228189775,1,0.2861132871052471,1
hero,-0.01075206428626957,0.2753612228189775,1,0.2861132871052471,1
led,-0.01075206428626957,0.2753612228189775,1,0.2861132871052471,1
personally,-0.01075206428626957,0.2753612228189775,1,0.2861132871052471,1
smile,-0.010700801100620771,0.2806748764088565,1,0.2913756775094773,1
cnn,-0.010700801100620771,0.2806748764088565,1,0.2913756775094773,1
square,-0.010700801100620771,0.2806748764088565,1,0.2913756775094773,1
handed,-0.010700801100620771,0.2806748764088565,1,0.2913756775094773,1
balls,-0.010700801100620771,0.2806748764088565,1,0.2913756775094773,1
kicked,-0.010700801100620771,0.2806748764088565,1,0.2913756775094773,1
pregnant,-0.010642051995318091,0.2867129454680772,1,0.2973549974633953,1
ur,-0.010642051995318091,0.2867129454680772,1,0.2973549974633953,1
wore,-0.010642051995318091,0.2867129454680772,1,0.2973549974633953,1
exchange,-0.01057316352497828,0.2937249036291447,1,0.304298067154123,1
sincerely,-0.01057316352497828,0.2937249036291447,1,0.304298067154123,1
wisdom,-0.01057316352497828,0.2937249036291447,1,0.304298067154123,1
coat,-0.01057316352497828,0.2937249036291447,1,0.304298067154123,1
niglet,-0.01057316352497828,0.2937249036291447,1,0.304298067154123,1
punk,-0.01057316352497828,0.2937249036291447,1,0.304298067154123,1
described,-0.01057316352497828,0.2937249036291447,1,0.304298067154123,1
aswell,-0.01057316352497828,0.2937249036291447,1,0.304298067154123,1
bastard,-0.01057316352497828,0.2937249036291447,1,0.304298067154123,1
asks,-0.01057316352497828,0.2937249036291447,1,0.304298067154123,1
smashed,-0.010489734034311693,0.3021214586608924,1,0.3126111926952041,1
aged,-0.010489734034311693,0.3021214586608924,1,0.3126111926952041,1
skinned,-0.010489734034311693,0.3021214586608924,1,0.3126111926952041,1
throws,-0.010489734034311693,0.3021214586608924,1,0.3126111926952041,1
chris,-0.010489734034311693,0.3021214586608924,1,0.3126111926952041,1
attempted,-0.010489734034311693,0.3021214586608924,1,0.3126111926952041,1
ham,-0.010489734034311693,0.3021214586608924,1,0.3126111926952041,1
invent,-0.010489734034311693,0.3021214586608924,1,0.3126111926952041,1
dropped,-0.010489734034311693,0.3021214586608924,1,0.3126111926952041,1
gf,-0.010383611891680578,0.3126563396819113,1,0.3230399515735919,1
regency,-0.010383611891680578,0.3126563396819113,1,0.3230399515735919,1
suited,-0.010383611891680578,0.3126563396819113,1,0.3230399515735919,1
auto,-0.010383611891680578,0.3126563396819113,1,0.3230399515735919,1
backpack,-0.010383611891680578,0.3126563396819113,1,0.3230399515735919,1
principal,-0.010383611891680578,0.3126563396819113,1,0.3230399515735919,1
twin,-0.010383611891680578,0.3126563396819113,1,0.3230399515735919,1
stormed,-0.010383611891680578,0.3126563396819113,1,0.3230399515735919,1
bankers,-0.010383611891680578,0.3126563396819113,1,0.3230399515735919,1
trail,-0.010383611891680578,0.3126563396819113,1,0.3230399515735919,1
gather,-0.010236788386903395,0.326975622735601,1,0.3372124111225044,1
whut,-0.010236788386903395,0.326975622735601,1,0.3372124111225044,1
talkin,-0.010236788386903395,0.326975622735601,1,0.3372124111225044,1
chick,-0.010236788386903395,0.326975622735601,1,0.3372124111225044,1
guidance,-0.010236788386903395,0.326975622735601,1,0.3372124111225044,1
substitute,-0.010236788386903395,0.326975622735601,1,0.3372124111225044,1
folklore,-0.010236788386903395,0.326975622735601,1,0.3372124111225044,1
patch,-0.010236788386903395,0.326975622735601,1,0.3372124111225044,1
straw,-0.010236788386903395,0.326975622735601,1,0.3372124111225044,1
igger,-0.010236788386903395,0.326975622735601,1,0.3372124111225044,1
darkness,-0.010236788386903395,0.326975622735601,1,0.3372124111225044,1
origo,-0.009993190087658699,0.3501203596120513,1,0.36011354969971,1
allege,-0.009993190087658699,0.3501203596120513,1,0.36011354969971,1
neevr,-0.009993190087658699,0.3501203596120513,1,0.36011354969971,1
ohhh,-0.009993190087658699,0.3501203596120513,1,0.36011354969971,1
forgein,-0.009993190087658699,0.3501203596120513,1,0.36011354969971,1
monkies,-0.009993190087658699,0.3501203596120513,1,0.36011354969971,1
butchy,-0.009993190087658699,0.3501203596120513,1,0.36011354969971,1
apprehend,-0.009993190087658699,0.3501203596120513,1,0.36011354969971,1
uneven,-0.009993190087658699,0.3501203596120513,1,0.36011354969971,1
finially,-0.009993190087658699,0.3501203596120513,1,0.36011354969971,1
huffed,-0.009993190087658699,0.3501203596120513,1,0.36011354969971,1
wrench,-0.009993190087658699,0.3501203596120513,1,0.36011354969971,1
packi,-0.009993190087658699,0.3501203596120513,1,0.36011354969971,1
cokes,-0.009993190087658699,0.3501203596120513,1,0.36011354969971,1
conslour,-0.009993190087658699,0.3501203596120513,1,0.36011354969971,1
enchantment,-0.009993190087658699,0.3501203596120513,1,0.36011354969971,1
with,-0.008792096243946723,0.3329005679756812,25,0.3416926642196279,23
some,-0.0036305156258101823,0.2683623481684783,9,0.2719928637942885,8
on,-0.0030154663763838907,0.3095887881335571,25,0.312604254509941,22
who,-0.0020055719999200194,0.2502328775065798,8,0.2522384495064998,7
all,0.0017256888253807667,0.2618808648686465,13,0.2601551760432657,11
up,0.0018631618456212973,0.296611969235617,13,0.2947488073899957,11
should,0.002914089190200475,0.2563665288093287,6,0.2534524396191282,5
now,0.006612567869997199,0.2450433591567677,5,0.2384307912867705,4
times,0.006631697668164127,0.2845880453353165,5,0.2779563476671524,4
it,0.009792175423506189,0.2788408735967109,25,0.2690486981732047,20
as,0.010443363611221224,0.2753839819160887,14,0.2649406183048675,11
do,0.010480781665143796,0.2314193796318925,9,0.2209385979667487,7
away,0.012003505789566493,0.279833567375064,4,0.2678300615854975,3
while,0.012039116463438138,0.2679575010691969,4,0.2559183846057588,3
3,0.012040467501672425,0.267469896841979,4,0.2554294293403066,3
after,0.012060748589233089,0.2597266605228449,4,0.2476659119336118,3
being,0.01209530595540681,0.2439156302547327,4,0.2318203242993259,3
find,0.012104010753425098,0.2390959885630337,4,0.2269919778096086,3
she,0.012116397668195694,0.2312195966170684,4,0.2191031989488727,3
good,0.012143813460442993,0.1966091049117622,4,0.1844652914513192,3
my,0.015300052241547707,0.2468672368831632,12,0.2315671846416155,9
her,0.018247745743367405,0.2693092534055421,7,0.2510615076621747,5
son,0.02093158880792151,0.2930031995960333,3,0.2720716107881118,2
and,0.020942189550292922,0.3997498253102883,74,0.3788076357599954,57
friend,0.021029552922899153,0.2821271891796713,3,0.2610976362567721,2
students,0.02103801908338576,0.2811511596825986,3,0.2601131405992128,2
proud,0.021054357109512423,0.2792498869638345,3,0.2581955298543221,2
girls,0.021112847214454,0.2722390081062954,3,0.2511261608918414,2
enough,0.021200364676992822,0.2610647005846911,3,0.2398643359076983,2
week,0.021215258125535014,0.2590688872801512,3,0.2378536291546162,2
racist,0.02123402778229891,0.2565098123896824,3,0.2352757846073835,2
once,0.02123402778229891,0.2565098123896824,3,0.2352757846073835,2
hair,0.021251668632273207,0.2540576416843928,3,0.2328059730521196,2
heard,0.021291510988611984,0.248337095515738,3,0.227045584527126,2
try,0.021323006354975388,0.2436166270712693,3,0.2222936207162939,2
ago,0.021394371971462683,0.2321399190315707,3,0.210745547060108,2
come,0.021404055301744385,0.2304848125420995,3,0.2090807572403551,2
even,0.021528320463409106,0.2062434900294457,3,0.1847151695660366,2
too,0.02155159757891381,0.2008267567310343,3,0.1792751591521205,2
well,0.02156694511665061,0.1970277971799087,3,0.1754608520632581,2
want,0.021577208819091115,0.1943685727792139,3,0.1727913639601228,2
new,0.021596326741708416,0.1891147354168357,3,0.1675184086751273,2
or,0.026345474079198405,0.2981050489719611,16,0.2717595748927627,11
they,0.026788462516238926,0.2520456130388453,16,0.2252571505226064,11
can,0.032315657006535575,0.24468746548148,8,0.2123718084749444,5
we,0.032575882501442804,0.2178511208682787,8,0.1852752383668359,5
dont,0.03269207040596431,0.2693683247458627,5,0.2366762543398984,3
look,0.03281836946706029,0.2598103472766689,5,0.2269919778096086,3
could,0.03285638138274011,0.256816220930708,5,0.2239598395479679,3
around,0.03291574233003808,0.2520189412789108,5,0.2191031989488727,3
got,0.03686375185495949,0.3234776360207465,10,0.286613884165787,6
but,0.03755194613199761,0.265159769647891,13,0.2276078235158934,8
guy,0.03845092369829517,0.3284488751627865,7,0.2899979514644913,4
jumped,0.04021242810493908,0.3216186542324342,2,0.2814062261274951,1
monkey,0.040479720689788834,0.3101238402101849,2,0.2696441195203961,1
whenever,0.040621028564084005,0.3038027351238634,2,0.2631817065597794,1
wanna,0.040621028564084005,0.3038027351238634,2,0.2631817065597794,1
obviously,0.040621028564084005,0.3038027351238634,2,0.2631817065597794,1
17,0.040621028564084005,0.3038027351238634,2,0.2631817065597794,1
victim,0.040621028564084005,0.3038027351238634,2,0.2631817065597794,1
watched,0.04074220885359281,0.2982327646258368,2,0.257490555772244,1
angry,0.040796821628399704,0.2956744160897587,2,0.254877594461359,1
