word,they-npmi
accumulate,0.217327731074361
accurate,0.1485823526637986
accusations,0.1920924420591161
accuse,0.217327731074361
achieved,0.1920924420591161
achievement,0.2053333519157423
acknowledge,0.176561874251632
across,0.1212193596942762
act,0.2427901696651961
acting,0.232956529429574
action,0.1906526864253556
actions,0.1313160586217517
activate,0.217327731074361
active,0.1804306978583431
activism,0.171945017699503
activist,0.1651756407106385
activities,0.196417415740579
acts,0.1970932670854653
actual,0.1525450590056092
actually,0.1903258934045877
ad,0.1267141572690539
adam,0.1651756407106385
add,0.1700313845024967
added,0.1116857312652123
adding,0.1561245901735041
address,0.1561245901735041
addressed,0.2318090100458147
adjust,0.217327731074361
adl,0.1651756407106385
admin,0.176561874251632
administration,0.1561245901735041
admire,0.1651756407106385
admired,0.1920924420591161
admission,0.1920924420591161
admit,0.2053333519157423
adn,0.217327731074361
adopt,0.1485823526637986
adorable,0.2165401523160912
ads,0.1651756407106385
adulthood,0.217327731074361
adults,0.1485823526637986
advanced,0.18258851709755
advantage,0.2053333519157423
adverts,0.1920924420591161
advice,0.1594159069282147
advise,0.176561874251632
advocate,0.1561245901735041
affairs,0.217327731074361
affika,0.217327731074361
affirmative,0.18258851709755
afraid,0.1884747403718457
afreka,0.217327731074361
africa,0.2245695039243212
african,0.1475287077641365
africans,0.2260190397261389
after,0.2240940197429237
afternoon,0.1313160586217517
again,0.1994025226976101
against,0.2002600623588526
agane,0.217327731074361
age,0.2019103612601965
agency,0.1561245901735041
agenda,0.1811575998042974
agendas,0.1920924420591161
agent,0.176561874251632
agents,0.18258851709755
ages,0.1150399889144533
ago,0.1648776033040355
agree,0.1424518135152253
agreeable,0.217327731074361
agreed,0.1594159069282147
agreement,0.176561874251632
agriculture,0.217327731074361
ahead,0.1267141572690539
ahem,0.217327731074361
ai,0.1364034673523958
aid,0.1884747403718457
aided,0.1920924420591161
aids,0.1827844237397863
aint,0.176561874251632
air,0.1804306978583431
airing,0.217327731074361
alarm,0.1561245901735041
alaskan,0.217327731074361
albanian,0.1651756407106385
alberta,0.1485823526637986
albino,0.217327731074361
alcoholics,0.217327731074361
aliens,0.1651756407106385
alike,0.1920924420591161
alive,0.1769675873166649
all,0.2958723264919746
allegiance,0.176561874251632
allied,0.2165401523160912
allison,0.217327731074361
allow,0.1804306978583431
allowed,0.2143860039375486
allowing,0.18258851709755
allows,0.1920924420591161
almost,0.1738958275261895
alone,0.1893784780559991
along,0.1974190171053779
alongside,0.1920924420591161
alot,0.1457831066034246
already,0.1942699667766926
als,0.1920924420591161
also,0.1838193670036521
alternative,0.196417415740579
although,0.0975910858054964
aluminum,0.1561245901735041
always,0.1960895875809326
am,0.1535922923813801
amazing,0.2054902318254504
ambulance,0.217327731074361
amen,0.176561874251632
america,0.1609471786021111
american,0.1252220910668733
americans,0.1700313845024967
amm,0.217327731074361
ammo,0.1225090258686471
among,0.1663832401636558
amongest,0.217327731074361
amongst,0.1905726341426474
amount,0.1747838920320703
ample,0.1920924420591161
an,0.1948032582744815
analogy,0.1920924420591161
ancestor,0.1920924420591161
ancestors,0.2208120835212525
ancestry,0.1364034673523958
ancient,0.1632452344374357
and,0.363774188311679
angry,0.1691272249454956
animal,0.1804306978583431
animalistic,0.217327731074361
animals,0.1646481421189047
anime,0.1420994990088284
annoying,0.1485823526637986
another,0.1790484495065318
answer,0.1027761042679513
ant,0.1920924420591161
antenna,0.217327731074361
anthropologists,0.217327731074361
anti,0.1938851667681926
antifa,0.1561245901735041
antisemetism,0.217327731074361
antonio,0.217327731074361
ants,0.1651756407106385
anu,0.176561874251632
any,0.2022511852323712
anybody,0.1055772385019507
anymore,0.1983596560988016
anyone,0.1768607049350596
anything,0.1973302708038812
anytime,0.1651756407106385
anyway,0.1703762806277567
anywhere,0.1827844237397863
apart,0.1313160586217517
apartheid,0.1920924420591161
ape,0.1804306978583431
apes,0.0906646001084331
apologize,0.196417415740579
apparantly,0.217327731074361
apparently,0.1804306978583431
appear,0.1889826759033416
appearance,0.1485823526637986
appel,0.217327731074361
applaud,0.217327731074361
appliances,0.217327731074361
applications,0.1920924420591161
apply,0.1651756407106385
appreciate,0.1186345234250341
approached,0.217327731074361
appropriate,0.1485823526637986
approval,0.217327731074361
approved,0.1651756407106385
apt,0.1920924420591161
ar,0.1313160586217517
arabic,0.176561874251632
arabs,0.2146468131276393
archives,0.1651756407106385
are,0.3797899830688516
area,0.136605916102375
areas,0.1811575998042974
arent,0.176561874251632
argue,0.1561245901735041
arguing,0.1920924420591161
argument,0.1364034673523958
arkansas,0.176561874251632
armageddon,0.217327731074361
armenian,0.1364034673523958
armenians,0.1225090258686471
armies,0.1920924420591161
arms,0.2083590690296497
army,0.1410993131852747
arnt,0.217327731074361
around,0.2411059114501863
arrest,0.171945017699503
arrested,0.1572268928772918
arrived,0.1485823526637986
arse,0.176561874251632
art,0.1593992051280391
article,0.164930399699777
arts,0.1718767676800961
aryan,0.1168547209616927
as,0.2798601939400845
ashamed,0.2301337070981655
asian,0.1954197150823849
asians,0.1709911644095036
aside,0.1651756407106385
ask,0.1898329958280753
asked,0.1954088927343727
asking,0.2032832790115354
asks,0.1561245901735041
aspire,0.217327731074361
ass,0.161665525672611
assault,0.1594159069282147
assaulting,0.1561245901735041
asses,0.1485823526637986
assignment,0.176561874251632
assimilated,0.1651756407106385
assorted,0.217327731074361
assume,0.1561245901735041
assyrians,0.217327731074361
astral,0.2318090100458147
astralvoyage,0.2318090100458147
astralweb,0.2318090100458147
asylum,0.2076320715229088
at,0.2442493983104796
ate,0.176561874251632
athletes,0.176561874251632
atleast,0.2165401523160912
attached,0.1651756407106385
attachment,0.1920924420591161
attack,0.1537055101338752
attacked,0.1778691734561464
attacker,0.176561874251632
attacking,0.1561245901735041
attacks,0.1691272249454956
attempting,0.176561874251632
attend,0.1186345234250341
attended,0.1485823526637986
attending,0.1561245901735041
attention,0.1719535181334364
attics,0.1920924420591161
attire,0.217327731074361
attitude,0.1364034673523958
attitudes,0.1651756407106385
attracted,0.1920924420591161
au,0.2165401523160912
aught,0.217327731074361
austin,0.1485823526637986
authentic,0.1920924420591161
authorities,0.1632452344374357
autopsy,0.1920924420591161
available,0.1747838920320703
average,0.1665181124896647
averge,0.217327731074361
avoid,0.1525450590056092
awakened,0.217327731074361
awarded,0.1920924420591161
aware,0.2146468131276393
away,0.181600668711708
awesome,0.1594159069282147
awhile,0.1267141572690539
axis,0.176561874251632
b,0.1872608591906985
babies,0.1317356456348951
baboon,0.1920924420591161
baboons,0.217327731074361
baby,0.1256635034764691
bacause,0.217327731074361
bachelor,0.1920924420591161
back,0.2178737045695995
background,0.1364034673523958
backward,0.2318090100458147
bad,0.1789599210432398
badges,0.217327731074361
baffrooms,0.217327731074361
bah,0.1920924420591161
ball,0.1027761042679513
ballbreaking,0.217327731074361
ban,0.2352548850038724
banana,0.1920924420591161
band,0.1223367281979435
bands,0.1364034673523958
bankroll,0.217327731074361
bankruptcy,0.217327731074361
banning,0.2053333519157423
bar,0.1256635034764691
barbarian,0.1920924420591161
barretts,0.217327731074361
barter,0.217327731074361
base,0.1525450590056092
baseball,0.1889826759033416
based,0.1551406445253715
basic,0.1485823526637986
basically,0.1778691734561464
basket,0.176561874251632
basketball,0.2139605399272575
bat,0.1651756407106385
batteries,0.176561874251632
battleship,0.217327731074361
bbc,0.1691272249454956
bbut,0.217327731074361
be,0.3109349095340764
beaners,0.176561874251632
beat,0.1780421937582577
beaten,0.2027763692026544
beating,0.171945017699503
beautiful,0.0808079874830518
beauty,0.176561874251632
became,0.1594159069282147
because,0.3010731070122914
become,0.1958353993581499
becomes,0.1889826759033416
becoming,0.1225090258686471
becouse,0.1561245901735041
bed,0.1485823526637986
bedroom,0.1485823526637986
beds,0.217327731074361
been,0.2123498894343023
beer,0.1665181124896647
before,0.1963050167908681
began,0.1561245901735041
begging,0.1561245901735041
begin,0.1420994990088284
beginning,0.1267141572690539
begun,0.176561874251632
behave,0.215600898644088
behavior,0.1846799469229531
behaviour,0.1651756407106385
behind,0.2191148027600548
being,0.2041254898105733
beleive,0.1920924420591161
belfasttelegraph,0.176561874251632
belief,0.1364034673523958
beliefs,0.1186345234250341
believe,0.2085141810593229
believed,0.1920924420591161
bell,0.1225090258686471
bellied,0.217327731074361
belong,0.1905726341426474
beloved,0.217327731074361
belt,0.1651756407106385
bent,0.217327731074361
besides,0.1313160586217517
best,0.173099666725631
bet,0.201519789845846
better,0.2368176553723787
between,0.222181077381646
beutiful,0.217327731074361
bias,0.176561874251632
biased,0.1920924420591161
bible,0.1362083210792106
biewers,0.217327731074361
big,0.1576041813347469
bigger,0.1811575998042974
biggest,0.1673999474058928
bill,0.1313160586217517
billion,0.1920924420591161
bills,0.217327731074361
birds,0.1561245901735041
birth,0.1632452344374357
bit,0.1597534759013906
bitch,0.1420994990088284
bite,0.2139605399272575
black,0.2480346177740218
blacklist,0.217327731074361
blackmail,0.217327731074361
blackout,0.2165401523160912
blacks,0.2491246821823076
blades,0.1920924420591161
blame,0.2181204630030123
blank,0.1561245901735041
blare,0.217327731074361
blast,0.176561874251632
blasted,0.217327731074361
bleach,0.1920924420591161
bleak,0.217327731074361
blend,0.1920924420591161
blending,0.217327731074361
bless,0.1267141572690539
blind,0.2020671564245167
blinded,0.217327731074361
blmtards,0.217327731074361
block,0.1846799469229531
blog,0.1267141572690539
blond,0.1027761042679513
blonde,0.1186345234250341
blood,0.1491805928342585
bloodlines,0.1920924420591161
bloody,0.1925911328879598
blowing,0.1920924420591161
blows,0.217327731074361
blue,0.1629071124356549
bluebells,0.1920924420591161
bnp,0.1525450590056092
bo,0.217327731074361
board,0.164930399699777
bodies,0.1186345234250341
body,0.2144614862635852
boers,0.217327731074361
boggling,0.217327731074361
bolt,0.176561874251632
bomb,0.248357936131379
bombing,0.1920924420591161
bombings,0.1920924420591161
bombs,0.1920924420591161
bonfire,0.217327731074361
bongo,0.217327731074361
book,0.1565136784614637
books,0.1797143380873692
booming,0.217327731074361
boot,0.1420994990088284
booths,0.217327731074361
boots,0.1561245901735041
border,0.1027761042679513
born,0.1593992051280391
bosses,0.217327731074361
boston,0.1267141572690539
both,0.1682247270468181
bother,0.1632452344374357
bottom,0.1267141572690539
bought,0.1027761042679513
bounty,0.217327731074361
bowl,0.1651756407106385
bowmen,0.217327731074361
bows,0.2053333519157423
box,0.1267141572690539
boy,0.1139492801626172
boyfriend,0.1769675873166649
boys,0.1760209463809568
boyz,0.217327731074361
bracelets,0.217327731074361
braces,0.1920924420591161
brain,0.1116857312652123
brains,0.1889826759033416
brainwash,0.2165401523160912
brainwashed,0.2070494415028066
brainwashing,0.2020671564245167
brand,0.1485823526637986
brass,0.1485823526637986
brave,0.1485823526637986
bread,0.1970932670854653
break,0.1385963710733327
breaking,0.1364034673523958
breaks,0.1420994990088284
bred,0.217327731074361
breed,0.1001190080391287
breeding,0.2032832790115354
brethren,0.196417415740579
brewing,0.176561874251632
brian,0.1651756407106385
bright,0.1594159069282147
brighten,0.217327731074361
brilliant,0.176561874251632
bring,0.1983596560988016
brit,0.1651756407106385
britain,0.1440919770069073
british,0.1472404332170252
brits,0.176561874251632
broadcast,0.0865031143240384
broadcasting,0.1920924420591161
broadcasts,0.217327731074361
broaden,0.217327731074361
broke,0.1225090258686471
broken,0.1364034673523958
brother,0.1321640960304257
brothers,0.168119613406802
brought,0.151199318669942
brown,0.1743150713018396
browns,0.1561245901735041
brownshirt,0.217327731074361
brushes,0.1920924420591161
brutes,0.217327731074361
bs,0.1558621853219242
btw,0.0975910858054964
bubble,0.1920924420591161
buck,0.1420994990088284
bucks,0.1970932670854653
buddies,0.2053333519157423
bugger,0.217327731074361
build,0.1804306978583431
building,0.1385963710733327
built,0.1475287077641365
bulgarian,0.1267141572690539
bulgarians,0.1561245901735041
bulk,0.1561245901735041
bull,0.1673999474058928
bullet,0.1364034673523958
bullock,0.217327731074361
bumps,0.217327731074361
bun,0.217327731074361
bunch,0.2498943818555848
burger,0.176561874251632
burglarized,0.217327731074361
burglary,0.176561874251632
burgundy,0.1920924420591161
burkha,0.217327731074361
burn,0.1186345234250341
burning,0.1364034673523958
burst,0.217327731074361
bursting,0.217327731074361
bury,0.1651756407106385
bus,0.2162205493997712
business,0.1827844237397863
businesses,0.1561245901735041
bussing,0.217327731074361
busy,0.1769675873166649
but,0.2706926478980704
butt,0.1561245901735041
butter,0.171945017699503
button,0.18258851709755
buy,0.1393119900587706
buying,0.1116857312652123
by,0.2278830871178702
bye,0.176561874251632
c18,0.1920924420591161
ca,0.1979781214316328
cairo,0.217327731074361
calgary,0.1561245901735041
caliber,0.1920924420591161
california,0.0826411406718335
call,0.1709911644095036
called,0.1790857861153528
calling,0.199787014605436
calls,0.1267141572690539
came,0.2150221609463079
camera,0.1267141572690539
cameras,0.196417415740579
camp,0.1572268928772918
campaign,0.1225090258686471
campaigns,0.217327731074361
campus,0.1651756407106385
can,0.2703963796462948
canada,0.1703634985558914
canadian,0.1485823526637986
cancer,0.2165401523160912
candy,0.1001190080391287
cannot,0.1898329958280753
cant,0.2103652116406629
cap,0.1313160586217517
cape,0.176561874251632
capita,0.176561874251632
capital,0.1364034673523958
capitalism,0.217327731074361
capped,0.217327731074361
caps,0.1920924420591161
captured,0.176561874251632
car,0.1440919770069073
card,0.1225090258686471
cards,0.1651756407106385
care,0.2146324954232405
careers,0.2165401523160912
cares,0.1485823526637986
carried,0.2165401523160912
carry,0.1827844237397863
carrying,0.1884747403718457
cars,0.2102596739913986
cartoons,0.1920924420591161
carved,0.1920924420591161
case,0.1802458453937323
cases,0.2070494415028066
casper,0.1920924420591161
cast,0.1920924420591161
casual,0.217327731074361
casualties,0.217327731074361
catid,0.217327731074361
cats,0.211134154267665
caucasians,0.217327731074361
caucasus,0.1651756407106385
caught,0.1185060672846432
cause,0.2044803547568632
caused,0.196417415740579
causes,0.2053333519157423
causing,0.1651756407106385
cayce01,0.2318090100458147
cbc,0.176561874251632
cbs,0.1920924420591161
celebrated,0.1420994990088284
celebrating,0.1364034673523958
celebrity,0.176561874251632
celtic,0.1317356456348951
cemetary,0.217327731074361
cent,0.1920924420591161
center,0.0975910858054964
centers,0.1920924420591161
centre,0.1884747403718457
centric,0.217327731074361
ceremony,0.1920924420591161
certain,0.2057053226604607
certainly,0.2102596739913986
certian,0.217327731074361
cesspits,0.217327731074361
chain,0.2053333519157423
challenged,0.1920924420591161
chance,0.1852508468122308
change,0.1636482617960266
changes,0.1561245901735041
changing,0.1778691734561464
channel,0.0906646001084331
chants,0.1920924420591161
chaos,0.1651756407106385
characteristics,0.176561874251632
charade,0.217327731074361
charge,0.1718767676800961
charged,0.1202088754138249
charges,0.1673999474058928
chasing,0.2053333519157423
chaste,0.217327731074361
chav,0.217327731074361
chavs,0.217327731074361
cheap,0.1572268928772918
chechen,0.1889826759033416
check,0.1636486650167059
checked,0.1925911328879598
cheeks,0.217327731074361
cheered,0.217327731074361
cheetahs,0.217327731074361
cheney,0.217327731074361
cherrybyrd88,0.217327731074361
chew,0.1920924420591161
chicken,0.1889826759033416
chicks,0.1651756407106385
child,0.2122259619590887
children,0.2118042856727225
chile,0.217327731074361
chimp,0.1561245901735041
chimping,0.217327731074361
chimpout,0.176561874251632
chimps,0.217327731074361
chin,0.1920924420591161
chinese,0.1923167654958265
chins,0.217327731074361
chips,0.176561874251632
cho,0.217327731074361
chocolate,0.196417415740579
choice,0.1364034673523958
choices,0.1561245901735041
choose,0.18258851709755
chooses,0.1561245901735041
chose,0.1970932670854653
chosen,0.18258851709755
chrildren,0.217327731074361
christ,0.1362083210792106
christian,0.1472404332170252
christianity,0.1420994990088284
christians,0.1150399889144533
christmas,0.0845375691851226
christs,0.217327731074361
chromosomes,0.217327731074361
chuck,0.176561874251632
chuckers,0.217327731074361
church,0.2035704738946474
churches,0.1116857312652123
cigars,0.217327731074361
cities,0.1317356456348951
citizen,0.1485823526637986
city,0.1632564105048969
civilians,0.1920924420591161
civilization,0.199546475738165
civilize,0.1920924420591161
civilized,0.2053333519157423
claim,0.2079320888015349
claimed,0.1485823526637986
claiming,0.171945017699503
claims,0.1385963710733327
class,0.1887574995218943
classes,0.0975910858054964
classmates,0.2165401523160912
classwork,0.217327731074361
clean,0.1475287077641365
cleaning,0.1313160586217517
clear,0.149433369281674
clearly,0.1485823526637986
click,0.1378068283109757
clinics,0.1920924420591161
clip,0.1267141572690539
clips,0.1920924420591161
clique,0.217327731074361
close,0.1524576498115605
closed,0.1673999474058928
closer,0.171945017699503
closet,0.1651756407106385
clothes,0.221316263624645
cloud,0.2139605399272575
clubs,0.2165401523160912
clueless,0.1920924420591161
clues,0.217327731074361
cnn,0.1420994990088284
cnps2ho,0.217327731074361
co,0.1567183704547036
coach,0.1651756407106385
coal,0.176561874251632
coat,0.1561245901735041
coating,0.217327731074361
cockroaches,0.1920924420591161
cocktail,0.217327731074361
codes,0.1920924420591161
coding,0.217327731074361
coincidence,0.2053333519157423
coke,0.176561874251632
col,0.217327731074361
cold,0.2002006364592415
collect,0.1920924420591161
collections,0.217327731074361
collective,0.1651756407106385
collectors,0.217327731074361
college,0.0351686675305792
colonies,0.217327731074361
colonised,0.217327731074361
color,0.1049136850975362
colored,0.2165401523160912
colosseum,0.217327731074361
coloured,0.176561874251632
com,0.1307264380405606
combatant,0.217327731074361
combined,0.2053333519157423
combing,0.1920924420591161
come,0.2588278592429282
comes,0.1813050193130582
comic,0.176561874251632
coming,0.202527957532763
comit,0.217327731074361
comment,0.0808088601552782
comments,0.1001190080391287
commerce,0.217327731074361
commercials,0.2053333519157423
commie,0.196417415740579
commies,0.217327731074361
commit,0.1420994990088284
commited,0.176561874251632
commits,0.217327731074361
committed,0.1313160586217517
common,0.1276117761087609
communication,0.217327731074361
communist,0.1485823526637986
communists,0.1561245901735041
communities,0.2002006364592415
community,0.1349619461725404
company,0.1531334984024656
compared,0.1905726341426474
comparing,0.1920924420591161
complain,0.171945017699503
complaining,0.1651756407106385
completely,0.2126983705930746
completly,0.217327731074361
complex,0.1485823526637986
compliment,0.2165401523160912
comprehend,0.1651756407106385
computer,0.1385963710733327
comrades,0.1651756407106385
concentrated,0.217327731074361
concept,0.1225090258686471
concernd,0.217327731074361
concerns,0.176561874251632
concidering,0.217327731074361
conclude,0.217327731074361
conclusions,0.176561874251632
conditions,0.2053333519157423
confederate,0.1651756407106385
confiscated,0.1920924420591161
conflict,0.196417415740579
confused,0.221316263624645
confusing,0.176561874251632
confusion,0.1920924420591161
congolese,0.217327731074361
congrats,0.1651756407106385
congratulation,0.1920924420591161
connect,0.1561245901735041
connection,0.1313160586217517
connections,0.1920924420591161
conquer,0.176561874251632
conroe,0.1651756407106385
conscience,0.1920924420591161
consequences,0.1651756407106385
conservative,0.1769675873166649
conservatives,0.1651756407106385
consider,0.2210431563208282
considered,0.1525450590056092
consistent,0.217327731074361
constitution,0.176561874251632
constructed,0.1920924420591161
construction,0.1485823526637986
consulting,0.217327731074361
consumed,0.217327731074361
contact,0.1673999474058928
contacted,0.2165401523160912
contain,0.176561874251632
contains,0.217327731074361
contaminate,0.217327731074361
contaminating,0.1920924420591161
contempt,0.176561874251632
content,0.1889826759033416
continent,0.1651756407106385
continue,0.2162205493997712
continues,0.1561245901735041
contraction,0.217327731074361
contributing,0.1920924420591161
control,0.2095086164528085
convenience,0.176561874251632
convert,0.2165401523160912
convicted,0.1651756407106385
convictions,0.1920924420591161
convince,0.176561874251632
convinced,0.217327731074361
cool,0.1408594443568324
cooler,0.217327731074361
cop,0.1437295882277297
cops,0.1747838920320703
cork,0.176561874251632
corperate,0.217327731074361
corps,0.171945017699503
correct,0.1640349779140024
corrected,0.217327731074361
correlation,0.217327731074361
corressponds,0.217327731074361
cost,0.1561245901735041
cotton,0.1920924420591161
couch,0.1920924420591161
cough,0.1920924420591161
could,0.2224724858151996
council,0.171945017699503
counsel,0.217327731074361
counter,0.1673999474058928
counters,0.217327731074361
countries,0.1884480576053195
country,0.1989353982155857
county,0.1201232651016908
couple,0.1688050495570367
course,0.1968994568125414
courses,0.1364034673523958
court,0.1410993131852747
cousins,0.1920924420591161
cover,0.1778691734561464
coverage,0.1485823526637986
covering,0.176561874251632
covers,0.176561874251632
cow,0.1594159069282147
cowards,0.176561874251632
cows,0.1920924420591161
coz,0.1920924420591161
cpamikei,0.2318090100458147
cpath,0.217327731074361
cracked,0.1651756407106385
cradle,0.217327731074361
crank,0.1920924420591161
crap,0.2031629978434487
craphole,0.1920924420591161
crappy,0.2165401523160912
crashed,0.217327731074361
crave,0.217327731074361
crawl,0.176561874251632
crazy,0.1878421456831492
cream,0.176561874251632
create,0.1832234138314784
created,0.1313160586217517
creating,0.2053333519157423
creatively,0.217327731074361
creatures,0.2032832790115354
credit,0.1558621853219242
creeping,0.217327731074361
crime,0.179626715379311
crimes,0.149433369281674
criminal,0.1804306978583431
criminals,0.2070494415028066
cringe,0.217327731074361
crisis,0.176561874251632
critical,0.1651756407106385
croatian,0.1364034673523958
crocodile,0.217327731074361
cross,0.1976445418765855
crossbreeding,0.217327731074361
crosses,0.217327731074361
crowd,0.1420994990088284
crucifixion,0.217327731074361
crude,0.1651756407106385
crusade,0.217327731074361
crusaders,0.1920924420591161
crush,0.1920924420591161
crushed,0.217327731074361
crustaceans,0.217327731074361
crying,0.1651756407106385
cs,0.1651756407106385
cuddly,0.217327731074361
cue,0.217327731074361
cultural,0.2287045185580266
culturally,0.1920924420591161
culture,0.2066787219813028
culturism,0.217327731074361
cupboards,0.217327731074361
cupped,0.217327731074361
cure,0.221316263624645
current,0.1769675873166649
currently,0.1150399889144533
customer,0.1651756407106385
cut,0.1958086802817946
cute,0.1485823526637986
cylinder,0.1920924420591161
cymru,0.217327731074361
czechs,0.217327731074361
d,0.1992083558724965
dad,0.1055772385019507
daddy,0.1889826759033416
dads,0.1920924420591161
daily,0.1313160586217517
damage,0.1673999474058928
damn,0.1219666891197991
damnit,0.217327731074361
dance,0.1778691734561464
dancing,0.171945017699503
danger,0.1561245901735041
dangerous,0.1594159069282147
dangers,0.176561874251632
dangle,0.1920924420591161
danish,0.1267141572690539
dark,0.1587934546403688
darker,0.1485823526637986
darkies,0.1920924420591161
darkness,0.1920924420591161
dat,0.196417415740579
data,0.1485823526637986
date,0.1852508468122308
dated,0.217327731074361
dating,0.1925911328879598
daughter,0.1593992051280391
daughters,0.1561245901735041
dawn,0.1769675873166649
day,0.1877186499647578
daylight,0.1920924420591161
days,0.1689703402382406
dc,0.1561245901735041
dea,0.217327731074361
deactivation,0.217327731074361
dead,0.1675865657260666
deal,0.1977488374104281
dealer,0.1651756407106385
dear,0.1364034673523958
death,0.1894010669706252
deathskull,0.217327731074361
debras,0.1920924420591161
debt,0.176561874251632
dec,0.1561245901735041
decade,0.217327731074361
decent,0.1558621853219242
decide,0.2218618446599402
decided,0.193170435900539
decimated,0.1920924420591161
declare,0.1561245901735041
decline,0.1920924420591161
deeds,0.1920924420591161
deer,0.1920924420591161
defeated,0.217327731074361
defend,0.1385963710733327
defense,0.1691272249454956
defenseless,0.217327731074361
degeneracy,0.176561874251632
degenerate,0.1651756407106385
degree,0.1558621853219242
degrees,0.1925911328879598
deliberately,0.1651756407106385
demand,0.2318090100458147
demanding,0.176561874251632
democracy,0.176561874251632
demonic,0.217327731074361
demonizing,0.217327731074361
demons,0.217327731074361
demonstration,0.1485823526637986
demonstrations,0.217327731074361
demos,0.2318090100458147
den,0.176561874251632
denied,0.196417415740579
denmark,0.171945017699503
denominational,0.217327731074361
department,0.1186345234250341
departments,0.1651756407106385
depend,0.217327731074361
deportation,0.1920924420591161
deported,0.217327731074361
depressed,0.217327731074361
depressing,0.176561874251632
dere,0.217327731074361
des,0.176561874251632
described,0.196417415740579
descriptions,0.217327731074361
desert,0.1889826759033416
deserve,0.2205347894980444
designed,0.1594159069282147
desire,0.176561874251632
desperately,0.2318090100458147
despicable,0.217327731074361
despite,0.18258851709755
destory,0.217327731074361
destroy,0.2315429670188916
destroyed,0.1313160586217517
destroying,0.2053333519157423
destruction,0.1846799469229531
details,0.1561245901735041
detectors,0.217327731074361
detents,0.217327731074361
determine,0.1920924420591161
determines,0.176561874251632
detrimental,0.2165401523160912
detroid,0.217327731074361
