word,npmi-bias,gay-npmi,gay-count,his-npmi,his-count
vile,0.13920663652027368,0.382357289307344,1,0.2431506527870703,1
fag,0.1395772130236693,0.3787510227464202,1,0.2391738097227509,1
attend,0.13991522243964533,0.3754217905526198,1,0.2355065681129745,1
foot,0.1405131440045167,0.3694352282631972,1,0.2289220842586805,1
identity,0.1405131440045167,0.3694352282631972,1,0.2289220842586805,1
soldiers,0.1407803025373723,0.3667184996611395,1,0.2259381971237672,1
values,0.1407803025373723,0.3667184996611395,1,0.2259381971237672,1
exist,0.14126410735600534,0.3617297305324054,1,0.2204656231764001,1
strange,0.14126410735600534,0.3617297305324054,1,0.2204656231764001,1
btw,0.1416929617140625,0.3572300612390683,1,0.2155370995250058,1
forced,0.14225639790795172,0.3512013387422007,1,0.208944940834249,1
moment,0.1425896827974116,0.3475694225157413,1,0.2049797397183297,1
sort,0.1428954476571262,0.3441922898187163,1,0.2012968421615901,1
force,0.1434398991617102,0.338066692043886,1,0.1946267928821758,1
laugh,0.1434398991617102,0.338066692043886,1,0.1946267928821758,1
nationalists,0.14368443549804308,0.3352664448180075,1,0.1915820093199644,1
section,0.14380079106883056,0.3339229422135849,1,0.1901221511447543,1
12,0.1439135202184401,0.3326143500559421,1,0.188700829837502,1
brother,0.1442319699387857,0.3288797483035058,1,0.1846477783647201,1
b,0.1444295634463476,0.3265334751645087,1,0.1821039117181611,1
pictures,0.14496388234880792,0.3200719251434852,1,0.1751080427946773,1
9,0.14496388234880792,0.3200719251434852,1,0.1751080427946773,1
ones,0.145125385504511,0.3180837706829696,1,0.1729583851784586,1
job,0.145125385504511,0.3180837706829696,1,0.1729583851784586,1
party,0.1452797560843968,0.3161675396474623,1,0.1708877835630655,1
sorry,0.14535444889861787,0.3152346794336491,1,0.1698802305350312,1
000,0.14563808670241782,0.3116575655709478,1,0.16601947886853,1
care,0.1458364641955185,0.3091221134457633,1,0.1632856492502448,1
beautiful,0.146084225890536,0.3059150773895706,1,0.1598308514990346,1
brown,0.14723487979609268,0.2903758635860459,1,0.1431409837899532,1
start,0.14823968016295452,0.2757972276948492,1,0.1275575475318947,1
thing,0.1488988455111051,0.2656148204121383,1,0.1167159749010332,1
ever,0.14908964504385971,0.2625623962620298,1,0.1134727512181701,1
children,0.14916074782200997,0.3787406693376116,3,0.2295799215156016,4
much,0.1495962014758068,0.2542023775907844,1,0.1046061761149776,1
same,0.1498718886154213,0.2494820040966032,1,0.0996101154811819,1
great,0.1499066407125954,0.2488777721240473,1,0.0989711314114519,1
hell,0.16117520713391262,0.3602472746417441,2,0.1990720675078315,2
may,0.1615441811561312,0.3567200648421205,2,0.1951758836859893,2
something,0.1637259924878708,0.3347887912404371,2,0.1710627987525663,2
re,0.16527314319855269,0.3179234831348536,2,0.1526503399363009,2
its,0.16603633858928948,0.3091159590657023,2,0.1430796204764128,2
well,0.1771025347313861,0.3457723574452653,3,0.1686698227138792,3
youtube,0.1803837228009373,0.3629510613818781,5,0.1825673385809408,6
are,0.18149938221090492,0.374511655462606,9,0.1930122732517011,14
anti,0.18498768954585076,0.4487934398911301,5,0.2638057503452793,5
hall,0.2001366246704738,0.4432872774575441,2,0.2431506527870703,1
last,0.20785782465112138,0.3641396245458601,3,0.1562817998947387,2
youth,0.209166700619099,0.3853813001736217,2,0.1762145995545227,1
race,0.2098528884259207,0.3478252474003401,3,0.1379723589744194,2
community,0.2100540602820403,0.3789443112828268,2,0.1688902510007865,1
open,0.21028449579552408,0.377244963889482,2,0.1669604680939579,1
high,0.2129424044198725,0.3567200648421205,2,0.143777660422248,1
group,0.2136683374077493,0.3507832518628138,2,0.1371149144550645,1
pride,0.22995976660131212,0.4527303153136059,4,0.2227705487122938,2
city,0.23490992527103477,0.4264274975330384,4,0.1915175722620036,2
parade,0.2403488336159456,0.4724505083272688,3,0.2321016747113232,1
event,0.24569789439560552,0.4469947365571956,3,0.2012968421615901,1
marriage,0.26197207454842053,0.5435004565773559,6,0.2815283820289354,2
gay,0.47279998933491385,0.7119961014565707,29,0.2391961121216568,2
