word,npmi-bias,their-npmi,their-count,woman-npmi,woman-count
interested,-0.1489850423918149,0.1116997458867943,1,0.2606847882786092,1
example,-0.14888649415287752,0.1131661346848018,1,0.2620526288376793,1
everywhere,-0.14857042011270827,0.1178155739449193,1,0.2663859940576276,1
id,-0.1484574809709796,0.1194576333080074,1,0.267915114278987,1
alot,-0.14834030481644447,0.121150894318967,1,0.2694911991354115,1
muslim,-0.1482185799113812,0.1228988836682373,1,0.2711174635796185,1
phone,-0.1482185799113812,0.1228988836682373,1,0.2711174635796185,1
whatever,-0.148091959096472,0.1247055134316744,1,0.2727974725281464,1
four,-0.14782242947573512,0.1285126345508593,1,0.2763350640265944,1
hopefully,-0.14782242947573512,0.1285126345508593,1,0.2763350640265944,1
worth,-0.1475279880344488,0.1326138186964216,1,0.2801418067308704,1
2012,-0.1475279880344488,0.1326138186964216,1,0.2801418067308704,1
apes,-0.1475279880344488,0.1326138186964216,1,0.2801418067308704,1
till,-0.1473699786091763,0.1347906920730557,1,0.282160670682232,1
hispanic,-0.1473699786091763,0.1347906920730557,1,0.282160670682232,1
2009,-0.14720383636250722,0.1370620869738341,1,0.2842659233363413,1
store,-0.14720383636250722,0.1370620869738341,1,0.2842659233363413,1
16,-0.14720383636250722,0.1370620869738341,1,0.2842659233363413,1
index,-0.1470287203901307,0.1394371894436528,1,0.2864659098337835,1
candy,-0.14684365314671868,0.1419266238361546,1,0.2887702769828733,1
2010,-0.14684365314671868,0.1419266238361546,1,0.2887702769828733,1
web,-0.14684365314671868,0.1419266238361546,1,0.2887702769828733,1
cop,-0.14664748919976808,0.144542773161932,1,0.2911902623617001,1
interest,-0.14643887451437362,0.1473001945501802,1,0.2937390690645538,1
ugly,-0.1459774921032782,0.1533114181036208,1,0.299288910206899,1
buying,-0.1459774921032782,0.1533114181036208,1,0.299288910206899,1
listening,-0.14572038752714608,0.1566111308302536,1,0.3023315183573997,1
prime,-0.14572038752714608,0.1566111308302536,1,0.3023315183573997,1
yard,-0.14572038752714608,0.1566111308302536,1,0.3023315183573997,1
window,-0.14544192029306158,0.1601463219612969,1,0.3055882422543585,1
24,-0.14544192029306158,0.1601463219612969,1,0.3055882422543585,1
mouth,-0.14544192029306158,0.1601463219612969,1,0.3055882422543585,1
pic,-0.14513835930128677,0.1639558267913485,1,0.3090941860926353,1
negroid,-0.14480490645535427,0.1680892027422045,1,0.3128941091975588,1
updated,-0.14480490645535427,0.1680892027422045,1,0.3128941091975588,1
saturday,-0.14480490645535427,0.1680892027422045,1,0.3128941091975588,1
husband,-0.14480490645535427,0.1680892027422045,1,0.3128941091975588,1
tuesday,-0.14480490645535427,0.1680892027422045,1,0.3128941091975588,1
range,-0.14480490645535427,0.1680892027422045,1,0.3128941091975588,1
heaven,-0.1440208346331394,0.1776083799555033,1,0.3216292145886427,1
thanksgiving,-0.1435496989743837,0.183201275900452,1,0.3267509748748357,1
finger,-0.1435496989743837,0.183201275900452,1,0.3267509748748357,1
groids,-0.1435496989743837,0.183201275900452,1,0.3267509748748357,1
nigerian,-0.1435496989743837,0.183201275900452,1,0.3267509748748357,1
baltic,-0.1435496989743837,0.183201275900452,1,0.3267509748748357,1
yrs,-0.1430043306823431,0.1895639383898595,1,0.3325682690722026,1
orthodox,-0.1430043306823431,0.1895639383898595,1,0.3325682690722026,1
corner,-0.1423576305339716,0.1969625834495916,1,0.3393202139835632,1
edge,-0.1423576305339716,0.1969625834495916,1,0.3393202139835632,1
instant,-0.1423576305339716,0.1969625834495916,1,0.3393202139835632,1
motivated,-0.1423576305339716,0.1969625834495916,1,0.3393202139835632,1
intellectual,-0.1423576305339716,0.1969625834495916,1,0.3393202139835632,1
headed,-0.1423576305339716,0.1969625834495916,1,0.3393202139835632,1
recommend,-0.1423576305339716,0.1969625834495916,1,0.3393202139835632,1
columbus,-0.1423576305339716,0.1969625834495916,1,0.3393202139835632,1
treated,-0.1423576305339716,0.1969625834495916,1,0.3393202139835632,1
ruled,-0.14156430467912187,0.2058359814656028,1,0.3474002861447247,1
happily,-0.14156430467912187,0.2058359814656028,1,0.3474002861447247,1
separate,-0.14053972117347602,0.2169904706497715,1,0.3575301918232475,1
ripped,-0.14053972117347602,0.2169904706497715,1,0.3575301918232475,1
shock,-0.14053972117347602,0.2169904706497715,1,0.3575301918232475,1
gauge,-0.14053972117347602,0.2169904706497715,1,0.3575301918232475,1
she,-0.1401451451913656,0.1240235235310195,5,0.2641686687223851,3
punches,-0.13909482319408328,0.2321901301619822,1,0.3712849533560655,1
chatting,-0.13909482319408328,0.2321901301619822,1,0.3712849533560655,1
messenger,-0.13909482319408328,0.2321901301619822,1,0.3712849533560655,1
shopping,-0.13909482319408328,0.2321901301619822,1,0.3712849533560655,1
boredom,-0.13909482319408328,0.2321901301619822,1,0.3712849533560655,1
noses,-0.13909482319408328,0.2321901301619822,1,0.3712849533560655,1
toes,-0.13909482319408328,0.2321901301619822,1,0.3712849533560655,1
flipped,-0.13909482319408328,0.2321901301619822,1,0.3712849533560655,1
another,-0.13756554571311091,0.1595754619716503,5,0.2971410076847612,3
aleviated,-0.1366316805063848,0.2568513458283595,1,0.3934830263347443,1
nails,-0.1366316805063848,0.2568513458283595,1,0.3934830263347443,1
pushover,-0.1366316805063848,0.2568513458283595,1,0.3934830263347443,1
hard,-0.13612721795673058,0.1512937014211134,3,0.287420919377844,2
asian,-0.13556219038509743,0.1589797797526163,3,0.2945419701377137,2
years,-0.1351880882345479,0.1796296492206562,10,0.3148177374552041,5
shows,-0.1348119711042763,0.1689139252147637,3,0.30372589631904,2
car,-0.13303805443127142,0.1913167001296428,3,0.3243547545609142,2
sitting,-0.1317897565826421,0.2062856528173668,3,0.3380754094000089,2
find,-0.13100752747212577,0.2105687769477755,13,0.3415763044199013,6
an,-0.12746040835090972,0.2030667470209439,20,0.3305271553718536,8
was,-0.12399516568356561,0.2099644438215118,39,0.3339596095050774,13
hair,-0.12244216359793669,0.1884584010349657,6,0.3109005646329024,3
two,-0.11967592605776378,0.1929924106909665,9,0.3126683367487303,4
eyes,-0.11832128805991762,0.2105619938704986,9,0.3288832819304162,4
3,-0.1171462360343486,0.1453777954251519,4,0.2625240314595005,2
house,-0.11648552615878141,0.1560077847537841,4,0.2724933109125655,2
story,-0.11616161806330938,0.1610950183989186,4,0.277256636462228,2
crime,-0.11598687453264711,0.1638075249934834,4,0.2797943995261305,2
child,-0.11555635393694691,0.1703989242881414,4,0.2859552782250883,2
cause,-0.1148164165700366,0.1814416813929331,4,0.2962580979629697,2
speak,-0.11455164458395234,0.1853107260316197,4,0.299862370615572,2
com,-0.1140103591504392,0.1559473354580234,10,0.2699576946084626,4
negro,-0.1110973751126541,0.1902799055449736,7,0.3013772806576277,3
please,-0.1073076827266054,0.1029955278778022,2,0.2103032106044076,1
days,-0.10686735387517982,0.1123348755049822,2,0.219202229380162,1
half,-0.10648362554594269,0.1202193622375149,2,0.2267029877834576,1
who,-0.10624492972021493,0.2995499251362921,56,0.405794854856507,16
hi,-0.10616093747540892,0.1266817834677197,2,0.2328427209431286,1
6,-0.10616093747540892,0.1266817834677197,2,0.2328427209431286,1
night,-0.10602815493918091,0.1292991250750289,2,0.2353272800142098,1
german,-0.10593552402219189,0.1311111139020264,2,0.2370466379242183,1
000,-0.10583932515429931,0.1329810664352365,2,0.2388203915895358,1
9,-0.10535419439308061,0.1422356563826358,2,0.2475898507757164,1
french,-0.10535419439308061,0.1422356563826358,2,0.2475898507757164,1
near,-0.10529408805288681,0.14336271322211,2,0.2486568012749968,1
dark,-0.10523253384965481,0.1445126210768322,2,0.249745154926487,1
want,-0.10502656052236273,0.1768623085152735,11,0.2818888690376362,4
several,-0.10490046747863851,0.1506430932338459,2,0.2555435607124844,1
ok,-0.1048285985037074,0.1519541654315299,2,0.2567827639352373,1
close,-0.10475467976589461,0.1532969530894641,2,0.2580516328553587,1
above,-0.10443603480698732,0.1590212411742522,2,0.2634572759812395,1
mostly,-0.10426086666727888,0.1621251273903487,2,0.2663859940576276,1
sounds,-0.104168702031491,0.163746412247496,2,0.267915114278987,1
killing,-0.10407319867584147,0.16541800045957,2,0.2694911991354115,1
damn,-0.10397411382709293,0.1671433497525256,2,0.2711174635796185,1
large,-0.10397411382709293,0.1671433497525256,2,0.2711174635796185,1
middle,-0.10387117731286621,0.1689262952152802,2,0.2727974725281464,1
met,-0.10341428607989711,0.1767275206509733,2,0.2801418067308704,1
moving,-0.10341428607989711,0.1767275206509733,2,0.2801418067308704,1
straight,-0.10328672427178859,0.1788739464104434,2,0.282160670682232,1
shooting,-0.10328672427178859,0.1788739464104434,2,0.282160670682232,1
strong,-0.10328672427178859,0.1788739464104434,2,0.282160670682232,1
minister,-0.10328672427178859,0.1788739464104434,2,0.282160670682232,1
kick,-0.10315279895998303,0.1811131243763583,2,0.2842659233363413,1
spent,-0.1030118592576936,0.1834540505760899,2,0.2864659098337835,1
break,-0.1030118592576936,0.1834540505760899,2,0.2864659098337835,1
filth,-0.10286314917969108,0.1859071278031822,2,0.2887702769828733,1
stopped,-0.10286314917969108,0.1859071278031822,2,0.2887702769828733,1
inside,-0.10286314917969108,0.1859071278031822,2,0.2887702769828733,1
angry,-0.10270578371501829,0.1884844786466818,2,0.2911902623617001,1
hold,-0.10270578371501829,0.1884844786466818,2,0.2911902623617001,1
spend,-0.102360704513563,0.1940716541226714,2,0.2964323586362344,1
fault,-0.10217024102406913,0.1971186691828299,2,0.299288910206899,1
tells,-0.10217024102406913,0.1971186691828299,2,0.299288910206899,1
males,-0.10217024102406913,0.1971186691828299,2,0.299288910206899,1
rights,-0.10196549157323609,0.2003660267841636,2,0.3023315183573997,1
areas,-0.10196549157323609,0.2003660267841636,2,0.3023315183573997,1
beliefs,-0.10174418215253589,0.2038440601018226,2,0.3055882422543585,1
steel,-0.10174418215253589,0.2038440601018226,2,0.3055882422543585,1
via,-0.1009478376995194,0.216098543265459,2,0.3170463809649784,1
beast,-0.1009478376995194,0.216098543265459,2,0.3170463809649784,1
settle,-0.1009478376995194,0.216098543265459,2,0.3170463809649784,1
successful,-0.10025173971192097,0.2264992351629147,2,0.3267509748748357,1
next,-0.09987158280577979,0.1720528428553667,5,0.2719244256611465,2
teens,-0.09982493959345431,0.2327433294787483,2,0.3325682690722026,1
warrior,-0.09982493959345431,0.2327433294787483,2,0.3325682690722026,1
may,-0.09965570008860772,0.1757684932458197,5,0.2754241933344274,2
elderly,-0.09932058686432813,0.2399996271192351,2,0.3393202139835632,1
hear,-0.09899170564613832,0.18696357257895,5,0.2859552782250883,2
mother,-0.09814330519961639,0.2007951925229866,5,0.298938497722603,2
local,-0.09775372467944163,0.206983483705425,5,0.3047372083848666,2
shin,-0.09680138156464618,0.2744835717914193,2,0.3712849533560655,1
figure,-0.09616480959882892,0.2312763689523398,5,0.3274411785511687,2
boys,-0.0955296674329967,0.2406027109772387,5,0.3361323784102354,2
women,-0.09048245384619538,0.2159909757427361,9,0.3064734295889315,3
good,-0.09034649539603343,0.2286510368268385,25,0.3189975322228719,7
could,-0.08950245633171042,0.2074843167199328,13,0.2969867730516432,4
news,-0.08933473470210099,0.2102538632226689,13,0.2995885979247699,4
ago,-0.08694798735565193,0.1657816185716525,6,0.2527296059273044,2
found,-0.08628872861493109,0.178700932138739,6,0.2649896607536701,2
girl,-0.08584113137741328,0.1872266628864,6,0.2730677942638133,2
family,-0.08580857858358129,0.1878394182532608,6,0.2736479968368421,2
face,-0.08404653449672642,0.2196793618223136,6,0.30372589631904,2
force,-0.0828479271280031,0.240032637459479,6,0.3228805645874821,2
him,-0.0802968355668856,0.1031465573993414,3,0.183443392966227,1
thread,-0.0801706796897478,0.1065867479617529,3,0.1867574276515007,1
talk,-0.0795086353006747,0.1240197872979183,3,0.203528422598593,1
brown,-0.0789611257554341,0.1377350283989491,3,0.2166961541543832,1
music,-0.0788541574266251,0.1403480719535369,3,0.219202229380162,1
out,-0.07847009753705181,0.2379763529576015,38,0.3164464504946533,9
color,-0.0783277714379545,0.1529170795954037,3,0.2312448510333582,1
attack,-0.0782563884297851,0.1545863325133435,3,0.2328427209431286,1
full,-0.0780268745107032,0.1598996093393104,3,0.2379264838500136,1
true,-0.0780268745107032,0.1598996093393104,3,0.2379264838500136,1
blue,-0.0778591394789992,0.1637324240293606,3,0.2415915635083598,1
20,-0.0777242688641373,0.1667845510139449,3,0.2445088198780822,1
gets,-0.07767739371612531,0.1678392728688714,3,0.2455166665849967,1
www,-0.0775603136768038,0.157969643076108,11,0.2355299567529118,3
don,-0.07753042183750841,0.1711263794374884,3,0.2486568012749968,1
online,-0.07731776156039119,0.1758306797106111,3,0.2531484412710023,1
stand,-0.07731776156039119,0.1758306797106111,3,0.2531484412710023,1
poor,-0.07731776156039119,0.1758306797106111,3,0.2531484412710023,1
making,-0.07701934993423978,0.18233238980448,3,0.2593517397387198,1
o,-0.07695450917791438,0.1837302791006948,3,0.2606847882786092,1
important,-0.07681884314937723,0.1866384328318623,3,0.2634572759812395,1
disgusting,-0.07681884314937723,0.1866384328318623,3,0.2634572759812395,1
fighting,-0.07674776787755289,0.1881531608525191,3,0.264900928730072,1
wife,-0.07667434416353819,0.1897116498940894,3,0.2663859940576276,1
http,-0.0765590791590956,0.1793054079204197,11,0.2558644870795153,3
early,-0.07643831898537723,0.1946791445942413,3,0.2711174635796185,1
according,-0.07643831898537723,0.1946791445942413,3,0.2711174635796185,1
sign,-0.0760789430710232,0.2021231189531067,3,0.2782020620241299,1
drink,-0.07597929796427252,0.2041625087665979,3,0.2801418067308704,1
nationalism,-0.07597929796427252,0.2041625087665979,3,0.2801418067308704,1
hang,-0.07597929796427252,0.2041625087665979,3,0.2801418067308704,1
forced,-0.07597929796427252,0.2041625087665979,3,0.2801418067308704,1
pick,-0.0758750178648652,0.2062856528173668,3,0.282160670682232,1
apparently,-0.07576565537105323,0.2085002679652881,3,0.2842659233363413,1
situation,-0.07552953787470118,0.2132407391081721,3,0.2887702769828733,1
13,-0.07552953787470118,0.2132407391081721,3,0.2887702769828733,1
live,-0.07547638178251531,0.1626375019212168,7,0.2381138837037321,2
experience,-0.0754014842667563,0.2157887780949438,3,0.2911902623617001,1
dont,-0.07523127829647641,0.2060216145844681,11,0.2812528928809445,3
said,-0.0748046125880947,0.2142725815925852,11,0.2890771941806799,3
whitey,-0.07421550771891658,0.2386786014786422,3,0.3128941091975588,1
treat,-0.073980904867636,0.2430654760973424,3,0.3170463809649784,1
front,-0.07274064020402887,0.2201374766293691,7,0.292878116833398,2
on,-0.0706169568906273,0.2965102406476967,101,0.367127197538324,20
by,-0.0689363375412097,0.2683758786367425,41,0.3373122161779522,9
read,-0.06371239730342362,0.1964431552251206,8,0.2601555525285442,2
keep,-0.06335359886852207,0.204735980509781,8,0.2680895793783031,2
for,-0.06320041268987092,0.3019898693298324,113,0.3651902820197033,21
m,-0.0629763615703641,0.1704662931436102,13,0.2334426547139743,3
up,-0.06256026724991653,0.2776978724962313,49,0.3402581397461478,10
any,-0.06215328247365032,0.190251808694754,13,0.2524050911684043,3
long,-0.0587952899983116,0.1409077828604626,4,0.1997030728587742,1
nationalist,-0.058219587647556,0.1578662710769582,4,0.2160858587245142,1
high,-0.058175453693663004,0.1591373383556422,4,0.2173127920493052,1
american,-0.05815298491104631,0.1597829318090637,4,0.21793591672011,1
once,-0.05813023960356001,0.1604354379743686,4,0.2185656775779286,1
nice,-0.05783297318095351,0.1688700146025041,4,0.2267029877834576,1
south,-0.0577222632102887,0.1719682993543723,4,0.229690562564661,1
real,-0.05763467622859139,0.1744034975727003,4,0.2320381738012917,1
light,-0.0573440935210873,0.1823847616375151,4,0.2397288551586024,1
mixed,-0.05704128910490261,0.1905485616708138,4,0.2475898507757164,1
wanted,-0.05704128910490261,0.1905485616708138,4,0.2475898507757164,1
guns,-0.05691376132787779,0.1939420975176363,4,0.2508558588455141,1
dead,-0.0566292186927663,0.2014224141625924,4,0.2580516328553587,1
happen,-0.05657728454828187,0.2027744551904379,4,0.2593517397387198,1
wo,-0.056523867922360194,0.204160920356249,4,0.2606847882786092,1
worse,-0.05635381209865528,0.2085471166314167,4,0.264900928730072,1
sister,-0.05629351067758459,0.210092483380043,4,0.2663859940576276,1
perhaps,-0.0562312014386899,0.2116839128402971,4,0.267915114278987,1
huge,-0.05609999074206001,0.2150174728375585,4,0.2711174635796185,1
grow,-0.0558841200510376,0.2204509439755568,4,0.2763350640265944,1
gods,-0.05572498744840643,0.224416819282464,4,0.2801418067308704,1
too,-0.0555903152643028,0.1663986366660045,9,0.2219889519303073,2
date,-0.055359185009672185,0.2334110919732011,4,0.2887702769828733,1
wearing,-0.05502840479501592,0.2414039538412185,4,0.2964323586362344,1
re,-0.0547313934657738,0.2174120986520697,14,0.2721434921178435,3
being,-0.054540573158044864,0.2219939630896033,14,0.2765345362476482,3
brainwashed,-0.05446950186065569,0.2546246842319796,4,0.3090941860926353,1
seen,-0.054103032049342525,0.2060525204792017,9,0.2601555525285442,2
while,-0.053986849903810474,0.2090222616427535,9,0.263009111546564,2
site,-0.05392634985141612,0.2105619938704986,9,0.2644883437219147,2
against,-0.05392634985141612,0.2105619938704986,9,0.2644883437219147,2
see,-0.053730813697328905,0.2276554367239076,25,0.2813862504212365,5
name,-0.053619387715930306,0.2183050379452162,9,0.2719244256611465,2
like,-0.05353973525945502,0.2481864898719737,48,0.3017262251314287,9
girls,-0.05276426411989599,0.2393004747471595,9,0.2920647388670555,2
my,-0.05107726239109492,0.1896718076940695,32,0.2407490700851644,6
one,-0.05068984173169941,0.2109395292149042,26,0.2616293709466036,5
look,-0.048603600117471724,0.2232374925775743,15,0.271841092695046,3
get,-0.04826252075823645,0.255876740418608,38,0.3041392611768444,7
its,-0.0466082084658023,0.1787898008857618,10,0.2253980093515641,2
am,-0.046434766199406785,0.1839906088599412,10,0.230425375059348,2
same,-0.046321001440713216,0.1873763154773818,10,0.233697316918095,2
world,-0.045973779176222807,0.1975884552305088,10,0.2435622344067316,2
trying,-0.04478621070010588,0.2312423576450028,10,0.2760285683451087,2
go,-0.04389388776295111,0.1980991074357868,16,0.2419929951987379,3
here,-0.04346893590091691,0.2022412446410799,22,0.2457101805419968,4
new,-0.04342447368208731,0.1072099809761075,5,0.1506344546581948,1
with,-0.04298271918458618,0.314890077485589,97,0.3578727966701752,16
in,-0.04288991637816608,0.3455188290624579,199,0.388408745440624,31
hate,-0.0418338023581018,0.165773815633992,5,0.2076076179920938,1
ca,-0.041634998252944505,0.1726566575894738,5,0.2142916558424183,1
love,-0.04161726413629491,0.1732664780035341,5,0.214883742139829,1
big,-0.04156285384314981,0.1751333003112334,5,0.2166961541543832,1
came,-0.04144815601365989,0.1790481971478707,5,0.2204963531615306,1
guess,-0.0413245990321327,0.1832350767363615,5,0.2245596757684942,1
different,-0.0413030447588259,0.183962290858929,5,0.2252653356177549,1
jewish,-0.0412365793437027,0.1861988808056781,5,0.2274354601493808,1
couple,-0.0412365793437027,0.1861988808056781,5,0.2274354601493808,1
become,-0.04114341922264711,0.189319000679712,5,0.2304624199023591,1
state,-0.0409925909617701,0.1943346890524397,5,0.2353272800142098,1
wait,-0.04091144847698161,0.197015035373032,5,0.2379264838500136,1
reason,-0.040854953536517,0.1988739016220854,5,0.2397288551586024,1
turn,-0.04067227215445521,0.2048443944305415,5,0.2455166665849967,1
behind,-0.0406396634094687,0.2059037530741428,5,0.2465434164836115,1
talking,-0.040572353031004205,0.2080844482439926,5,0.2486568012749968,1
usually,-0.04027001910639019,0.2177816137489685,5,0.2580516328553587,1
laugh,-0.03999755570815369,0.2263884383494739,5,0.2663859940576276,1
showing,-0.0397852291947593,0.2330122433333871,5,0.2727974725281464,1
wake,-0.03953909575363171,0.2406027109772387,5,0.2801418067308704,1
stories,-0.03939951781965742,0.2448664055166839,5,0.2842659233363413,1
well,-0.0378428594923087,0.2182586756202714,17,0.2561015351125801,3
put,-0.037639547468250406,0.2142725815925852,11,0.2519121290608356,2
your,-0.037455414185363106,0.231341842270938,36,0.2687972564563011,6
home,-0.0368161741743811,0.272659151215801,23,0.3094753253901821,4
time,-0.03286207352945941,0.2139335220076695,18,0.2467955955371289,3
few,-0.031178715086258108,0.1865969508464117,12,0.2177756659326698,2
would,-0.029464672061280728,0.2328908307236538,32,0.2623555027849345,5
ever,-0.028311802974341882,0.1595892813919405,6,0.1879010843662824,1
nothing,-0.028016549896520193,0.1721519626105174,6,0.2001685125070376,1
been,-0.027834742826330416,0.2181370287790265,19,0.2459717716053569,3
town,-0.027769594937454706,0.1825336156669529,6,0.2103032106044076,1
wonder,-0.02758179461649421,0.1903541221036158,6,0.21793591672011,1
soon,-0.027345885911650603,0.2000895742377302,6,0.2274354601493808,1
least,-0.02732736003684541,0.200850007082241,6,0.2281773671190864,1
told,-0.027270208366641818,0.2031922115357173,6,0.2304624199023591,1
kid,-0.027210525925351503,0.2056321950177771,6,0.2328427209431286,1
others,-0.0270136457536993,0.2136387499421813,6,0.2406523956958806,1
saying,-0.026782363140556986,0.22296279178593,6,0.249745154926487,1
hide,-0.026044231572334597,0.2521578304517953,6,0.2782020620241299,1
where,-0.023938748718663416,0.2025440671233009,13,0.2264828158419643,2
some,-0.022813270728241686,0.2508100261230684,34,0.2736232968513101,5
way,-0.02256212407685529,0.2400173515248117,20,0.262579475601667,3
if,-0.021385464417467692,0.2542085357464164,49,0.2755940001638841,7
you,-0.020536523076097907,0.2361784942729778,72,0.2567150173490757,10
more,-0.0193779544912476,0.2323684894313254,28,0.251746443922573,4
why,-0.017054192043273908,0.2244101690248097,14,0.2414643610680836,2
thing,-0.016865917109077477,0.2330484079889391,14,0.2499143250980166,2
maybe,-0.01677539466283906,0.2372010528967992,14,0.2539764475596383,2
his,-0.016571383106256,0.1485051036429474,7,0.1650764867492034,1
