word,their-npmi
art,0.1788739464104434
arthur,0.2321901301619822
articl,0.2169904706497715
article,0.2151923322517309
articles,0.183201275900452
articls,0.2568513458283595
artid,0.2568513458283595
artistic,0.2321901301619822
aryan,0.1178155739449193
aryan14words,0.2568513458283595
as,0.2562322052478661
ashamed,0.2752098565410293
asian,0.1589797797526163
asians,0.1608342520049944
asked,0.1811131243763583
asking,0.2038440601018226
aspect,0.2169904706497715
ass,0.1811131243763583
assaulting,0.1969625834495916
assertions,0.2568513458283595
asses,0.294876708915625
assorted,0.2568513458283595
assumption,0.2169904706497715
asylum,0.183201275900452
at,0.2665482288444553
attack,0.1545863325133435
attacks,0.144542773161932
attending,0.1969625834495916
attention,0.1726825589947732
attire,0.2568513458283595
attitude,0.1776083799555033
attitudes,0.2058359814656028
attitute,0.2568513458283595
attracted,0.2321901301619822
attractive,0.2058359814656028
authorities,0.2346661552198916
auto,0.2169904706497715
average,0.2132407391081721
avoid,0.1533114181036208
aware,0.1566111308302536
away,0.2117824237773488
awful,0.2264992351629147
az,0.2116544972914888
azeris,0.2568513458283595
b,0.1975556740862809
baba,0.2321901301619822
baboon,0.2744835717914193
bach,0.183201275900452
back,0.2185679993886813
backed,0.2169904706497715
background,0.1776083799555033
backround,0.2568513458283595
backward,0.2321901301619822
bad,0.2121409915152894
badges,0.2568513458283595
baggy,0.2321901301619822
bajk19a7m6,0.2568513458283595
balls,0.183201275900452
baltic,0.183201275900452
ban,0.1776083799555033
band,0.0976909477486228
bands,0.1776083799555033
bank,0.1680892027422045
bankrupted,0.2568513458283595
banners,0.2568513458283595
banning,0.2058359814656028
bar,0.1265751399617975
bare,0.2321901301619822
barretts,0.2568513458283595
base,0.1971186691828299
baseball,0.1895639383898595
based,0.2021231189531067
basis,0.1895639383898595
basketball,0.1895639383898595
bat,0.2058359814656028
bauk,0.2568513458283595
bbc,0.144542773161932
be,0.2657670013644592
beaker,0.2568513458283595
bean,0.2321901301619822
beast,0.216098543265459
beasts,0.2210076221713012
beat,0.1913167001296428
beaten,0.144542773161932
beautiful,0.081978521988921
beauty,0.2169904706497715
became,0.1601463219612969
because,0.2945790476238241
become,0.189319000679712
becomes,0.1895639383898595
becoming,0.2075907376183955
bedroom,0.1895639383898595
been,0.2181370287790265
beer,0.1859071278031822
before,0.1504237855060005
befriend,0.2568513458283595
behavior,0.2509624525317973
behaviour,0.2058359814656028
beheading,0.2321901301619822
behind,0.2059037530741428
behinds,0.2568513458283595
being,0.2219939630896033
beings,0.2169904706497715
belgrade,0.2169904706497715
belief,0.1776083799555033
beliefs,0.2038440601018226
believe,0.209157960537488
believed,0.2321901301619822
bell,0.1639558267913485
bellied,0.2568513458283595
beloved,0.2568513458283595
below,0.2001607201140169
besides,0.1726111339893763
best,0.2077445687264622
bet,0.2021231189531067
betrayal,0.2169904706497715
better,0.1884584010349657
between,0.0933470408613874
bi,0.2321901301619822
bible,0.1811131243763583
bicycles,0.2568513458283595
big,0.1751333003112334
bigger,0.2003660267841636
biggest,0.2116544972914888
bikes,0.2058359814656028
billboards,0.2169904706497715
billion,0.2321901301619822
billionaries,0.2568513458283595
bin,0.2321901301619822
biological,0.2058359814656028
biracial,0.2568513458283595
birth,0.2075907376183955
birthday,0.1726111339893763
bit,0.1881531608525191
bitch,0.183201275900452
black,0.2485844936375504
blacks,0.27733361181055
blades,0.2321901301619822
blame,0.2038440601018226
blamed,0.2568513458283595
blank,0.1969625834495916
blasphemied,0.2568513458283595
blast,0.2169904706497715
bleach,0.2321901301619822
blessed,0.2058359814656028
blinded,0.2568513458283595
blindness,0.2568513458283595
block,0.2309659696701017
blonde,0.1601463219612969
blood,0.1833435734371172
bloody,0.2116544972914888
blue,0.1637324240293606
bnp,0.1533114181036208
bo,0.2568513458283595
board,0.1506430932338459
boasting,0.2568513458283595
bob,0.2058359814656028
bodies,0.2669260354054529
body,0.1228988836682373
boers,0.2568513458283595
boggling,0.2568513458283595
boginki,0.2568513458283595
bombers,0.183201275900452
bones,0.1895639383898595
book,0.0976909477486228
booklets,0.2744835717914193
bookmarked,0.2058359814656028
books,0.1929713956427761
boots,0.1969625834495916
border,0.2157887780949438
borders,0.183201275900452
boredom,0.2321901301619822
born,0.1347906920730557
borne,0.2568513458283595
bosses,0.2568513458283595
botched,0.2568513458283595
both,0.195214383666552
bottom,0.1680892027422045
bought,0.144542773161932
bound,0.2058359814656028
bowl,0.2058359814656028
bowmen,0.2568513458283595
bows,0.2058359814656028
boxes,0.2486959660241662
boy,0.1617842297322672
boys,0.2406027109772387
brace,0.2568513458283595
braces,0.2321901301619822
brady,0.2321901301619822
brainless,0.2568513458283595
brains,0.1895639383898595
brainwash,0.2596180851961485
brainwashed,0.2546246842319796
brainwashing,0.1776083799555033
brandenburg,0.2568513458283595
brave,0.1895639383898595
bread,0.1726111339893763
breading,0.2568513458283595
break,0.1834540505760899
breath,0.2058359814656028
breed,0.1859071278031822
breeding,0.2038440601018226
breeds,0.2169904706497715
brethern,0.2568513458283595
brewing,0.2169904706497715
bright,0.2038440601018226
bring,0.2385089852929496
brings,0.1895639383898595
britain,0.163746412247496
british,0.1758306797106111
broadcast,0.1726825589947732
broke,0.1639558267913485
broken,0.1776083799555033
bronx,0.2321901301619822
broom,0.2568513458283595
brother,0.1075198105402152
brothers,0.1894614811228341
brought,0.1707711069108337
brown,0.1377350283989491
brownshirt,0.2568513458283595
brushes,0.2321901301619822
bs,0.1566111308302536
btw,0.1834540505760899
bubble,0.2321901301619822
bucket,0.2321901301619822
build,0.1811131243763583
buildings,0.1969625834495916
built,0.2150174728375585
bukavac,0.2568513458283595
bullhead,0.2568513458283595
bulls,0.2169904706497715
bunch,0.2248545307645402
burger,0.2169904706497715
burn,0.2509624525317973
burned,0.2321901301619822
burning,0.1776083799555033
burst,0.2568513458283595
bury,0.2058359814656028
burzum,0.2321901301619822
bus,0.1247055134316744
business,0.231008337505507
busy,0.1776083799555033
but,0.2651850952710523
butter,0.2430654760973424
buying,0.1533114181036208
buys,0.2568513458283595
by,0.2683758786367425
bye,0.2169904706497715
c,0.1347906920730557
ca,0.1726566575894738
california,0.1247055134316744
call,0.1979369391026007
called,0.2016203982762363
calledputin,0.2568513458283595
calling,0.2275303924476837
came,0.1790481971478707
camera,0.1680892027422045
cameras,0.1969625834495916
camp,0.1767275206509733
camps,0.1969625834495916
can,0.2620434504248377
canada,0.122561447427177
canadians,0.1895639383898595
cancer,0.2169904706497715
candidates,0.2399996271192351
candor,0.2568513458283595
candy,0.1419266238361546
cannot,0.2301809280016712
cant,0.1667845510139449
cantatas,0.2568513458283595
capable,0.2321901301619822
capitulate,0.2568513458283595
captured,0.2169904706497715
car,0.1913167001296428
carcasses,0.2568513458283595
card,0.1639558267913485
cards,0.2058359814656028
care,0.2315547327800458
careers,0.2596180851961485
careful,0.1680892027422045
carry,0.1394371894436528
carrying,0.2346661552198916
cars,0.231008337505507
carved,0.2321901301619822
case,0.2014224141625924
cases,0.1639558267913485
category,0.1969625834495916
catholic,0.1776083799555033
catid,0.2568513458283595
cats,0.1680892027422045
caucasian,0.2568513458283595
caucasus,0.2058359814656028
cauldrons,0.2568513458283595
cause,0.1814416813929331
caused,0.1969625834495916
causes,0.2486959660241662
celebrate,0.1776083799555033
celebrated,0.183201275900452
cell,0.2058359814656028
cello,0.2568513458283595
celtic,0.224416819282464
center,0.1394371894436528
centers,0.2321901301619822
centre,0.2075907376183955
certain,0.1347906920730557
certainly,0.1834540505760899
cgi,0.2321901301619822
chain,0.2486959660241662
chair,0.2058359814656028
chairperson,0.2568513458283595
challenging,0.2058359814656028
change,0.1975556740862809
chaos,0.2058359814656028
characteristics,0.2169904706497715
charge,0.1912003513913979
chasing,0.2486959660241662
chatting,0.2321901301619822
cheap,0.2041625087665979
chechen,0.1895639383898595
check,0.0709911815199079
checked,0.1680892027422045
cheerleaders,0.2568513458283595
chemicals,0.2321901301619822
cheney,0.2568513458283595
chicago,0.1326138186964216
child,0.1703989242881414
children,0.3202522863315469
chinese,0.2133244532178394
chip,0.2058359814656028
chips,0.2169904706497715
choice,0.2210076221713012
choose,0.2264992351629147
choosing,0.2568513458283595
chosen,0.2264992351629147
christ,0.1370620869738341
christian,0.1481099663564267
christianity,0.183201275900452
christians,0.1566111308302536
christy88,0.2568513458283595
church,0.1767275206509733
churches,0.2243220645123231
cikavac,0.2568513458283595
cited,0.2568513458283595
cities,0.2041625087665979
citizen,0.1895639383898595
citizens,0.1776083799555033
citizenship,0.2321901301619822
city,0.1554005707822188
civilization,0.2502417403253521
civilize,0.2321901301619822
claim,0.2085002679652881
claimed,0.2327433294787483
claiming,0.216098543265459
claims,0.231008337505507
clashes,0.2568513458283595
class,0.1689139252147637
classes,0.1394371894436528
classroom,0.1895639383898595
classwork,0.2568513458283595
claus,0.2568513458283595
clavier,0.2568513458283595
clean,0.2150174728375585
cleansed,0.2321901301619822
clerks,0.2568513458283595
click,0.1131661346848018
clique,0.2568513458283595
close,0.1532969530894641
closely,0.2321901301619822
clothes,0.2666401743120437
clubs,0.2169904706497715
co,0.1131661346848018
cockroaches,0.2321901301619822
cocoa,0.2568513458283595
collect,0.2321901301619822
collections,0.2568513458283595
collective,0.2486959660241662
collectors,0.2568513458283595
colleges,0.1969625834495916
color,0.1529170795954037
columbus,0.1969625834495916
com,0.1559473354580234
come,0.205401287288641
comes,0.1711263794374884
comfort,0.2568513458283595
comic,0.2169904706497715
coming,0.172768896403927
command,0.2568513458283595
commie,0.2399996271192351
commit,0.183201275900452
commitment,0.2169904706497715
committed,0.1726111339893763
communist,0.2327433294787483
communities,0.2334110919732011
community,0.1843186921535837
comp,0.2568513458283595
companies,0.1726111339893763
compared,0.1912003513913979
compete,0.2169904706497715
complain,0.278791248510445
completely,0.1859071278031822
compliment,0.2169904706497715
compost,0.2568513458283595
comprehend,0.2058359814656028
compton,0.2568513458283595
computer,0.210815214968068
computers,0.2859669361779473
comrade,0.2058359814656028
comrades,0.2058359814656028
concealed,0.2321901301619822
concentration,0.2169904706497715
concern,0.2327433294787483
concerned,0.216098543265459
concert,0.2058359814656028
concertos,0.2568513458283595
condemning,0.2568513458283595
condensening,0.2568513458283595
confined,0.2321901301619822
confiscated,0.2321901301619822
conflict,0.1969625834495916
confused,0.1969625834495916
confusion,0.2321901301619822
congo,0.2169904706497715
congratulating,0.2568513458283595
consequences,0.2058359814656028
conservative,0.1776083799555033
consider,0.1834540505760899
considered,0.1533114181036208
constantly,0.1895639383898595
constructed,0.2321901301619822
consumed,0.2568513458283595
consumers,0.2568513458283595
contact,0.2116544972914888
contacted,0.2596180851961485
contaminate,0.2568513458283595
contempt,0.2169904706497715
content,0.1895639383898595
context,0.1895639383898595
continent,0.2058359814656028
continue,0.2167667071228037
contribution,0.1969625834495916
control,0.210092483380043
controllers,0.2568513458283595
convince,0.2169904706497715
convinced,0.2568513458283595
cook,0.1895639383898595
cooking,0.2058359814656028
cool,0.1605510171898201
coons,0.2169904706497715
coordinating,0.2568513458283595
cop,0.144542773161932
cops,0.1502161660332812
corner,0.1969625834495916
corp,0.1895639383898595
corps,0.1726111339893763
cost,0.1969625834495916
costa,0.2058359814656028
costumes,0.2321901301619822
cotton,0.2321901301619822
cough,0.2321901301619822
could,0.2074843167199328
council,0.1726111339893763
counsel,0.2568513458283595
counter,0.1680892027422045
counterparts,0.2744835717914193
countries,0.2592073673599036
country,0.2661822516117476
countryside,0.2321901301619822
couple,0.1861988808056781
couples,0.2169904706497715
course,0.1048975390589706
courses,0.1776083799555033
court,0.1419266238361546
courts,0.2321901301619822
cousins,0.2321901301619822
cow,0.1601463219612969
cowardly,0.1969625834495916
coworkers,0.2321901301619822
cracked,0.2486959660241662
cradle,0.2568513458283595
crap,0.2175929955822192
crawl,0.2169904706497715
cream,0.2169904706497715
create,0.2167667071228037
creatively,0.2568513458283595
creativity,0.2568513458283595
creatures,0.2309659696701017
credit,0.1566111308302536
crime,0.1638075249934834
criminalized,0.2568513458283595
cringe,0.2568513458283595
crips,0.2321901301619822
croatia,0.1776083799555033
crocodile,0.2568513458283595
crocodilian,0.2568513458283595
cross,0.1982693504501086
crotch,0.2058359814656028
crowded,0.2321901301619822
crusaders,0.2321901301619822
cry,0.1895639383898595
crying,0.2058359814656028
cs,0.2058359814656028
cultural,0.1912003513913979
culture,0.2877066758796588
cunning,0.2744835717914193
cupboards,0.2568513458283595
cure,0.1969625834495916
current,0.1776083799555033
currently,0.1566111308302536
curse,0.2321901301619822
cut,0.1964437268023477
cute,0.1895639383898595
cwii2008,0.2568513458283595
cyber,0.2568513458283595
d,0.1581164616698124
daily,0.216098543265459
damage,0.1680892027422045
damn,0.1671433497525256
dancing,0.1726111339893763
dancingrabbit,0.2568513458283595
dandy,0.2568513458283595
dangerous,0.2309659696701017
dangers,0.2169904706497715
daniel,0.1969625834495916
dark,0.1445126210768322
darker,0.1895639383898595
dat,0.1969625834495916
date,0.2334110919732011
dating,0.2116544972914888
daughter,0.2062856528173668
daughters,0.2399996271192351
david,0.1532969530894641
dawn,0.1776083799555033
day,0.1847315804276459
daylight,0.2321901301619822
days,0.1123348755049822
dead,0.2014224141625924
deal,0.1394371894436528
death,0.124999188696737
decade,0.2568513458283595
decades,0.216098543265459
deceased,0.2321901301619822
decent,0.1566111308302536
decide,0.2346661552198916
decided,0.1347906920730557
decimated,0.2321901301619822
decked,0.2321901301619822
declare,0.1969625834495916
decloration,0.2321901301619822
ded,0.2568513458283595
dedicated,0.216098543265459
deeds,0.2321901301619822
defend,0.1834540505760899
definite,0.2568513458283595
definitely,0.1834540505760899
definition,0.1680892027422045
degenerate,0.2058359814656028
degree,0.1566111308302536
degrees,0.2116544972914888
deliberate,0.2169904706497715
deluded,0.2568513458283595
demise,0.2568513458283595
demographic,0.2058359814656028
demons,0.2568513458283595
demos,0.2321901301619822
denial,0.2321901301619822
denied,0.1969625834495916
denying,0.2169904706497715
department,0.1601463219612969
departments,0.2486959660241662
dependence,0.2568513458283595
deport,0.1969625834495916
depressing,0.2169904706497715
depth,0.2321901301619822
descended,0.2321901301619822
description,0.216098543265459
desert,0.1895639383898595
deserve,0.1776083799555033
designed,0.2038440601018226
designs,0.2321901301619822
desire,0.2169904706497715
desires,0.2568513458283595
desperate,0.2058359814656028
despicable,0.2568513458283595
despite,0.2264992351629147
destination,0.2568513458283595
destroy,0.2213111348719177
destroyed,0.1726111339893763
destroying,0.2058359814656028
destruction,0.2309659696701017
detector,0.2568513458283595
develop,0.2321901301619822
developed,0.2596180851961485
deviant,0.2169904706497715
device,0.2568513458283595
devil,0.183201275900452
devils,0.2321901301619822
did,0.1470665875288978
didnt,0.1884844786466818
die,0.1546731441923246
died,0.2116544972914888
dies,0.1895639383898595
dieversity,0.2321901301619822
difference,0.1940716541226714
different,0.183962290858929
dig,0.2058359814656028
directed,0.2568513458283595
direction,0.1895639383898595
dirty,0.1809692878745158
disadvantaged,0.2568513458283595
disagree,0.1895639383898595
disappear,0.2321901301619822
disapproval,0.2568513458283595
discharge,0.2568513458283595
discussion,0.1895639383898595
disease,0.1680892027422045
diseases,0.2169904706497715
disenfranchisement,0.2321901301619822
disgrace,0.1969625834495916
disgusting,0.1866384328318623
disinformation,0.2321901301619822
dismal,0.2568513458283595
disorders,0.2568513458283595
disowned,0.2568513458283595
dispatched,0.2321901301619822
display,0.2730864440466929
disprove,0.2568513458283595
disrespect,0.2321901301619822
dissolve,0.2568513458283595
distance,0.1776083799555033
distant,0.2321901301619822
distinctive,0.2169904706497715
disturb,0.2568513458283595
dived,0.2321901301619822
diversity,0.1929713956427761
division,0.1895639383898595
divorce,0.2169904706497715
dna,0.1347906920730557
do,0.2767943033905884
doctors,0.1969625834495916
documentary,0.1639558267913485
does,0.1899892997367619
doesnt,0.1680892027422045
dog,0.1178155739449193
dogs,0.224416819282464
doing,0.1901255981899775
dollars,0.2038440601018226
dominate,0.2568513458283595
dominating,0.2568513458283595
don,0.1711263794374884
done,0.1752381814531368
dont,0.2060216145844681
door,0.2167667071228037
dope,0.2321901301619822
dots,0.2568513458283595
doubt,0.1811131243763583
doug,0.2568513458283595
down,0.2201706449150021
download,0.1075198105402152
downloaded,0.2327433294787483
downloads,0.2327433294787483
downunder,0.2568513458283595
dozen,0.1601463219612969
dr,0.098830357069967
dragging,0.2321901301619822
draw,0.2116544972914888
drawing,0.2169904706497715
dress,0.2346661552198916
dressers,0.2568513458283595
dressing,0.2058359814656028
drink,0.2041625087665979
drinking,0.2116544972914888
driving,0.1940716541226714
dropped,0.2058359814656028
drowning,0.2568513458283595
drug,0.1707711069108337
drugs,0.1566111308302536
drunkenly,0.2568513458283595
dry,0.2169904706497715
drying,0.2568513458283595
dtl,0.2568513458283595
dublin,0.2003660267841636
due,0.2386786014786422
duke,0.1285126345508593
dumb,0.1866384328318623
dung,0.1969625834495916
during,0.1667845510139449
duty,0.1566111308302536
dyed,0.2169904706497715
dyes,0.2568513458283595
dying,0.2169904706497715
e,0.1411304997227591
each,0.1703989242881414
earlier,0.1680892027422045
early,0.1946791445942413
earned,0.2058359814656028
ears,0.2321901301619822
earshot,0.2568513458283595
earth,0.18233238980448
earthly,0.2568513458283595
easier,0.1533114181036208
easily,0.1680892027422045
eastern,0.183201275900452
easy,0.2213111348719177
eat,0.18233238980448
eating,0.2062856528173668
ebola,0.2169904706497715
economical,0.2058359814656028
ect,0.2058359814656028
edge,0.1969625834495916
educate,0.1912003513913979
educated,0.2346661552198916
education,0.2385089852929496
effect,0.2486959660241662
efforts,0.2058359814656028
either,0.206983483705425
elderly,0.2399996271192351
election,0.183201275900452
electric,0.2058359814656028
elfs,0.2568513458283595
elites,0.2058359814656028
else,0.2213277375975825
elses,0.2568513458283595
email,0.1131661346848018
emails,0.2058359814656028
embassy,0.2568513458283595
embroiled,0.2568513458283595
employee,0.2169904706497715
encourage,0.1680892027422045
end,0.1301981153978881
ends,0.1601463219612969
endure,0.2744835717914193
enemies,0.2406027109772387
enemy,0.1788739464104434
energy,0.1895639383898595
engages,0.2568513458283595
england,0.1131661346848018
english,0.2306152465849871
enjoyed,0.1969625834495916
enlroll,0.2568513458283595
enough,0.16521088367191
enriching,0.2321901301619822
enrolling,0.2568513458283595
enslavement,0.2568513458283595
entertainment,0.216098543265459
entice,0.2568513458283595
entitlement,0.2568513458283595
entry,0.2169904706497715
epithet,0.2568513458283595
equally,0.2169904706497715
equivalent,0.2169904706497715
era,0.2321901301619822
errors,0.2169904706497715
escapes,0.2568513458283595
especially,0.1131661346848018
esque,0.2568513458283595
estranged,0.2321901301619822
etc,0.198597500099162
eternal,0.1969625834495916
ethnic,0.1671433497525256
ethnically,0.2321901301619822
ethnics,0.1969625834495916
euro,0.2116544972914888
europe,0.1187072686217175
european,0.1637324240293606
europeandailynews,0.2568513458283595
europeans,0.2167667071228037
europeoid,0.2568513458283595
even,0.2816647121415266
evening,0.2116544972914888
event,0.1247055134316744
eventhough,0.2568513458283595
events,0.2426897793311055
eventually,0.1834540505760899
ever,0.1595892813919405
evertime,0.2568513458283595
every,0.2464985823490263
everybody,0.1601463219612969
everyday,0.1895639383898595
everyone,0.1688700146025041
everything,0.0923103538171078
everywhere,0.1178155739449193
evidence,0.1788739464104434
evil,0.2448874399041064
evolution,0.2321901301619822
evolutionary,0.2321901301619822
exactly,0.1758306797106111
exaggerated,0.2568513458283595
exaggerates,0.2568513458283595
example,0.1131661346848018
examples,0.2058359814656028
except,0.121150894318967
exception,0.2169904706497715
excuse,0.1776083799555033
exercise,0.2058359814656028
exist,0.2157887780949438
existence,0.1776083799555033
expansion,0.2169904706497715
expect,0.1884844786466818
expectation,0.2568513458283595
experience,0.2157887780949438
explain,0.1419266238361546
exposed,0.1969625834495916
exposing,0.2169904706497715
express,0.1776083799555033
expressing,0.2596180851961485
extinction,0.1969625834495916
extracurriculars,0.2568513458283595
extreme,0.1776083799555033
eyes,0.2105619938704986
f,0.1116997458867943
face,0.2196793618223136
facebook,0.2021231189531067
faces,0.2899146281925742
facilities,0.2568513458283595
facing,0.2169904706497715
fact,0.2099418890508202
facts,0.1639558267913485
faem,0.2568513458283595
faggots,0.2486959660241662
fags,0.1969625834495916
failed,0.2264992351629147
failing,0.2321901301619822
fails,0.2568513458283595
failure,0.2596180851961485
fake,0.1533114181036208
fakty,0.2568513458283595
fall,0.2213111348719177
falling,0.1969625834495916
false,0.2213111348719177
fame,0.2568513458283595
families,0.2815232921168656
family,0.1878394182532608
famous,0.1601463219612969
far,0.1383779044843134
fares,0.2568513458283595
farm,0.1726111339893763
farmers,0.1895639383898595
farms,0.2568513458283595
fascist,0.1969625834495916
fast,0.1621251273903487
fastest,0.2568513458283595
fate,0.2169904706497715
father,0.1770713480880382
fathers,0.2585953268122187
fathom,0.2568513458283595
fault,0.1971186691828299
favor,0.1895639383898595
favorites,0.1969625834495916
favour,0.2169904706497715
faxes,0.2568513458283595
fb,0.2169904706497715
fear,0.2637404053842864
features,0.2210076221713012
feces,0.2169904706497715
fed,0.1834540505760899
feed,0.1566111308302536
feeding,0.183201275900452
feel,0.2177182108873949
feelings,0.1895639383898595
feet,0.1964437268023477
fellow,0.1473001945501802
female,0.121150894318967
females,0.2334110919732011
feminist,0.2321901301619822
fence,0.1969625834495916
festival,0.2058359814656028
fetish,0.2568513458283595
fever,0.2321901301619822
few,0.1865969508464117
fi,0.1895639383898595
fidelity,0.2568513458283595
fields,0.1969625834495916
fierce,0.2568513458283595
fiercely,0.2321901301619822
fight,0.1703989242881414
fighting,0.1881531608525191
figure,0.2312763689523398
figures,0.1566111308302536
fill,0.2264992351629147
filth,0.1859071278031822
filthy,0.1971186691828299
finally,0.1394371894436528
finallytransformedformersovietjewnion,0.2568513458283595
find,0.2105687769477755
findings,0.2568513458283595
fine,0.144542773161932
finger,0.183201275900452
fire,0.1884844786466818
firearm,0.1969625834495916
firm,0.2169904706497715
first,0.1852032227701782
fish,0.1194576333080074
fist,0.2169904706497715
fit,0.1533114181036208
five,0.2167667071228037
flames,0.2321901301619822
flare,0.2169904706497715
flats,0.2568513458283595
flavor,0.2568513458283595
flee,0.2169904706497715
flesh,0.2210076221713012
fling,0.2568513458283595
flipped,0.2321901301619822
floor,0.1533114181036208
floors,0.2568513458283595
flyer,0.2169904706497715
focus,0.1601463219612969
focusing,0.2568513458283595
foeigners,0.2568513458283595
folk,0.1502161660332812
folklore,0.2321901301619822
folks,0.1746660132274899
follow,0.2312763689523398
followed,0.1969625834495916
followers,0.2486959660241662
following,0.2334110919732011
fond,0.2568513458283595
food,0.2165781754309098
fools,0.1726111339893763
foot,0.1971186691828299
footage,0.1969625834495916
