word,her-pmi
head,3.383889320444858
band,2.6907421398849127
local,2.6907421398849127
either,2.6907421398849127
mixed,2.6907421398849127
30,2.713214995736972
started,2.713214995736972
dr,2.713214995736972
talking,2.713214995736972
7,2.713214995736972
side,2.73620451396167
posted,2.73620451396167
saying,2.73620451396167
sweden,2.73620451396167
ya,3.429351694521616
took,4.146029372491754
using,3.858347300039974
sad,3.4528821919318093
age,4.146029372491754
murder,3.858347300039974
page,2.759735011371864
song,3.4528821919318093
rest,3.47697974351087
male,3.47697974351087
later,3.501672356101241
information,2.808525175541296
poor,2.808525175541296
online,3.501672356101241
power,2.808525175541296
hand,2.808525175541296
thats,2.808525175541296
teach,3.932455272193696
sent,2.833842983525586
father,4.220137344645477
change,2.833842983525586
11,2.833842983525586
gone,2.833842983525586
moved,3.552965650488792
taken,3.958430758596956
nordic,2.8598184699288467
several,2.8598184699288467
son,4.80572861898416
mind,3.552965650488792
killed,4.495924629445108
ask,3.9850990056791176
wish,3.5796338975709534
wn,2.886486717011008
50,2.886486717011008
happened,2.886486717011008
scum,2.886486717011008
brother,3.5796338975709534
means,2.886486717011008
info,2.886486717011008
month,3.9850990056791176
street,4.012497979867232
three,2.9138856911991224
dead,4.300180052319013
case,4.012497979867232
past,2.9138856911991224
dirty,2.9138856911991224
shot,4.523323603633223
close,4.012497979867232
liberals,2.9138856911991224
die,4.328350929285709
pro,2.942056568165819
kill,2.942056568165819
making,3.635203748725764
happen,2.942056568165819
lets,2.942056568165819
website,2.971044105039071
knows,2.971044105039071
12,4.069656393707181
15,3.664191285599016
wo,2.971044105039071
mine,3.6940442487486975
looked,3.6940442487486975
email,3.000897068188752
example,3.000897068188752
outside,3.6940442487486975
less,3.000897068188752
walk,3.6940442487486975
instead,3.724815907415451
disgusting,3.031668726855506
lived,4.130281015523615
holocaust,3.031668726855506
months,3.724815907415451
sick,3.063417425170086
fighting,3.063417425170086
hundreds,3.063417425170086
running,3.063417425170086
8,3.756564605730032
play,3.756564605730032
bring,4.162029713838196
anymore,3.063417425170086
search,3.7893544285530223
dog,4.1948195366611865
wife,3.096207247993077
fast,3.096207247993077
control,3.096207247993077
round,3.096207247993077
indeed,3.096207247993077
sister,4.705645160427177
laugh,4.1948195366611865
israel,3.096207247993077
east,3.096207247993077
thousands,3.096207247993077
hands,4.482501609112968
fear,3.130108799668758
sounds,3.823255980228704
reading,3.130108799668758
sisters,3.130108799668758
caught,4.228721088336868
beat,3.823255980228704
car,4.516403160788649
female,3.858347300039974
charged,4.551494480599919
killing,3.165200119480029
chinese,3.165200119480029
except,3.165200119480029
clean,3.2015677636509032
among,3.2015677636509032
gave,4.300180052319013
huge,3.2015677636509032
spread,3.2015677636509032
early,3.8947149442108486
body,3.2015677636509032
large,3.2015677636509032
movies,3.2015677636509032
lives,3.2015677636509032
damn,3.2015677636509032
evil,3.8947149442108486
follow,3.8947149442108486
hit,3.8947149442108486
african,3.8947149442108486
save,4.625602452753641
giving,3.23930809163375
bus,3.23930809163375
scene,3.23930809163375
whatever,3.23930809163375
feet,3.23930809163375
continue,3.932455272193696
door,3.23930809163375
mail,3.23930809163375
cut,3.932455272193696
movement,3.23930809163375
middle,3.23930809163375
telling,3.278528804787032
drug,3.278528804787032
bar,3.278528804787032
movie,3.278528804787032
wow,3.278528804787032
second,3.971675985346977
add,3.278528804787032
brought,3.971675985346977
baby,4.887966717221132
heritage,4.012497979867232
grow,3.3193507993072866
given,3.3193507993072866
morning,4.705645160427177
hopefully,3.3193507993072866
slavic,3.3193507993072866
four,3.3193507993072866
common,3.3193507993072866
18,3.3193507993072866
sign,3.3619104137260827
tree,4.055057594286028
fun,3.3619104137260827
facebook,3.3619104137260827
lady,4.460522702394193
photo,4.7482047748459735
ive,4.055057594286028
southern,3.4063621762969167
x202c,3.4063621762969167
cheap,3.4063621762969167
william,3.4063621762969167
account,3.4063621762969167
throw,3.4063621762969167
student,4.504974464965026
enjoy,3.4063621762969167
enemies,3.4063621762969167
hang,3.4063621762969167
forced,3.4063621762969167
lie,4.099509356856862
w,3.4063621762969167
arrested,4.099509356856862
babies,3.4063621762969167
21,3.4063621762969167
channel,3.4063621762969167
playing,4.099509356856862
mention,3.4063621762969167
gods,3.4063621762969167
swedish,3.4063621762969167
x202a,3.4063621762969167
met,4.504974464965026
boys,3.4063621762969167
often,3.4063621762969167
favorite,3.4063621762969167
shame,4.099509356856862
question,3.4528821919318093
straight,3.4528821919318093
gonna,3.4528821919318093
surprised,3.4528821919318093
events,3.4528821919318093
born,3.4528821919318093
daughter,5.398792340987122
eating,4.146029372491754
till,3.4528821919318093
hispanic,3.4528821919318093
pierce,3.4528821919318093
likely,3.4528821919318093
strong,3.4528821919318093
sitting,3.4528821919318093
evidence,3.4528821919318093
shoot,3.4528821919318093
longer,3.4528821919318093
store,4.1948195366611865
criminal,3.501672356101241
air,4.1948195366611865
stories,4.1948195366611865
rlm,3.501672356101241
ass,3.501672356101241
main,3.501672356101241
florida,3.501672356101241
16,3.501672356101241
apparently,4.1948195366611865
plus,3.501672356101241
allow,3.501672356101241
doubt,3.501672356101241
asked,3.501672356101241
kick,4.1948195366611865
claims,3.552965650488792
computer,3.552965650488792
although,3.552965650488792
finally,3.552965650488792
weekend,4.2461128310487375
classes,3.552965650488792
break,3.552965650488792
heads,4.2461128310487375
safe,3.552965650488792
certainly,3.552965650488792
reality,3.552965650488792
btw,3.552965650488792
index,3.552965650488792
carry,4.2461128310487375
miss,3.552965650488792
fed,3.552965650488792
females,3.607032871759068
explain,4.300180052319013
chance,3.607032871759068
trash,3.607032871759068
filth,3.607032871759068
court,4.300180052319013
wonderful,3.607032871759068
sun,3.607032871759068
13,4.300180052319013
2010,3.607032871759068
garbage,3.607032871759068
google,3.607032871759068
welfare,3.607032871759068
gang,4.705645160427177
shall,3.607032871759068
inside,3.607032871759068
y,3.607032871759068
breed,3.607032871759068
nazi,3.664191285599016
typical,3.664191285599016
teaching,4.357338466158962
road,4.357338466158962
beaten,4.357338466158962
blond,4.357338466158962
strange,3.664191285599016
river,4.357338466158962
piece,3.664191285599016
murdered,4.762803574267126
answer,3.664191285599016
didnt,3.664191285599016
sell,3.664191285599016
seriously,3.664191285599016
station,3.664191285599016
quote,3.664191285599016
quickly,3.664191285599016
poster,3.724815907415451
groid,4.417963087975396
update,3.724815907415451
growing,3.724815907415451
charge,3.724815907415451
mess,3.724815907415451
mom,5.111110268535342
missing,3.724815907415451
amazing,3.724815907415451
educate,4.417963087975396
dad,3.724815907415451
taught,3.724815907415451
suspect,4.417963087975396
watched,3.724815907415451
room,4.417963087975396
nor,3.724815907415451
halloween,3.724815907415451
younger,4.417963087975396
final,3.7893544285530223
names,3.7893544285530223
eye,3.7893544285530223
pics,4.482501609112968
300,3.7893544285530223
arms,3.7893544285530223
turned,3.7893544285530223
values,3.7893544285530223
write,3.7893544285530223
crimes,3.7893544285530223
ran,3.7893544285530223
standing,4.482501609112968
prefer,3.7893544285530223
spend,3.7893544285530223
leaves,3.7893544285530223
amount,3.7893544285530223
ancestors,3.7893544285530223
michael,3.7893544285530223
wide,3.7893544285530223
opinion,3.7893544285530223
protect,4.482501609112968
properly,3.7893544285530223
obviously,3.858347300039974
actual,3.858347300039974
attacked,4.551494480599919
17,3.858347300039974
filthy,3.858347300039974
dance,3.858347300039974
brain,3.858347300039974
cover,3.858347300039974
opened,3.858347300039974
joke,3.858347300039974
fault,4.551494480599919
tall,3.858347300039974
fake,4.551494480599919
restaurant,3.858347300039974
g,3.858347300039974
basically,3.858347300039974
whenever,3.858347300039974
2014,3.858347300039974
ing,3.858347300039974
victim,4.551494480599919
latest,3.858347300039974
wanna,3.858347300039974
apartment,4.956959588708084
owner,3.858347300039974
tells,4.551494480599919
needed,3.932455272193696
rights,3.932455272193696
duty,5.031067560861805
yep,4.625602452753641
turning,4.625602452753641
van,3.932455272193696
decent,3.932455272193696
general,3.932455272193696
yesterday,4.625602452753641
calling,4.625602452753641
network,3.932455272193696
bigger,3.932455272193696
results,3.932455272193696
questions,3.932455272193696
literally,3.932455272193696
knife,3.932455272193696
da,3.932455272193696
somehow,5.031067560861805
hop,3.932455272193696
laughing,3.932455272193696
pray,3.932455272193696
jump,3.932455272193696
yard,4.625602452753641
shop,3.932455272193696
heil,4.012497979867232
greece,4.012497979867232
burn,4.012497979867232
bodies,5.111110268535342
mouth,4.705645160427177
lines,4.012497979867232
hardly,4.012497979867232
statistics,4.012497979867232
smart,4.012497979867232
24,4.705645160427177
nose,4.705645160427177
monkey,4.012497979867232
became,4.012497979867232
ignorant,4.012497979867232
creatures,4.012497979867232
bag,4.012497979867232
sat,5.398792340987122
beliefs,4.012497979867232
warm,4.012497979867232
indian,4.012497979867232
nonwhites,4.012497979867232
blonde,5.111110268535342
hearing,4.012497979867232
theres,4.012497979867232
somebody,4.012497979867232
ends,4.012497979867232
famous,4.012497979867232
birth,4.099509356856862
idiot,4.099509356856862
field,4.099509356856862
tip,4.099509356856862
aim,4.099509356856862
india,4.099509356856862
inches,4.099509356856862
kinda,4.099509356856862
monday,4.099509356856862
gas,4.099509356856862
whats,4.099509356856862
tape,4.099509356856862
mall,4.792656537416807
map,4.099509356856862
sake,4.099509356856862
lovely,4.792656537416807
dress,4.099509356856862
authorities,4.099509356856862
tomorrow,4.792656537416807
table,4.099509356856862
coon,4.1948195366611865
turns,4.887966717221132
hall,4.1948195366611865
knocked,4.1948195366611865
rapes,4.1948195366611865
practice,4.1948195366611865
28,4.1948195366611865
moore,4.1948195366611865
pre,4.1948195366611865
showed,4.887966717221132
husband,5.581113897781077
civil,4.1948195366611865
drop,4.1948195366611865
saturday,4.1948195366611865
user,4.1948195366611865
pack,4.1948195366611865
whitey,4.1948195366611865
sunday,4.1948195366611865
accused,4.1948195366611865
training,4.1948195366611865
bulgarian,4.1948195366611865
healthy,4.1948195366611865
checked,4.1948195366611865
teeth,5.2934318253292965
kiss,4.887966717221132
survive,4.1948195366611865
pop,4.1948195366611865
bottom,4.1948195366611865
doesnt,4.1948195366611865
changed,4.1948195366611865
forget,4.1948195366611865
savage,4.1948195366611865
range,4.1948195366611865
camera,4.887966717221132
pull,4.1948195366611865
keeps,4.1948195366611865
charges,4.1948195366611865
nigeria,4.1948195366611865
negroid,4.1948195366611865
tuesday,4.887966717221132
27,4.993327232878959
concerned,4.300180052319013
actions,4.300180052319013
norwegian,4.300180052319013
grand,4.993327232878959
fair,4.300180052319013
arab,4.300180052319013
refuse,4.300180052319013
beating,4.300180052319013
bucks,4.300180052319013
figured,4.300180052319013
forest,4.300180052319013
wiki,4.300180052319013
worked,4.300180052319013
immigrant,5.398792340987122
connection,4.300180052319013
daily,4.300180052319013
won,4.300180052319013
hated,4.993327232878959
hates,4.300180052319013
missouri,4.300180052319013
stood,4.300180052319013
neighbors,4.300180052319013
dude,4.993327232878959
murders,5.398792340987122
slowly,4.300180052319013
voice,4.300180052319013
yours,4.300180052319013
sacrifice,4.993327232878959
jumped,4.300180052319013
beast,4.993327232878959
apart,4.300180052319013
generation,4.300180052319013
arrest,4.300180052319013
boat,4.417963087975396
blind,4.417963087975396
whose,4.417963087975396
statement,4.417963087975396
ex,4.417963087975396
eyed,4.417963087975396
discovered,4.417963087975396
drag,4.417963087975396
officers,4.417963087975396
disgusted,5.111110268535342
fought,4.417963087975396
boyfriend,5.516575376643506
park,4.417963087975396
fat,4.417963087975396
personally,4.417963087975396
suspects,5.111110268535342
wind,4.417963087975396
remain,4.417963087975396
hook,4.417963087975396
allen,5.516575376643506
james,4.417963087975396
lay,4.417963087975396
powerful,4.417963087975396
barely,4.417963087975396
ruined,4.417963087975396
hunting,4.417963087975396
courses,4.417963087975396
lately,4.417963087975396
crack,4.551494480599919
wigger,4.551494480599919
neck,4.551494480599919
robbery,4.551494480599919
teen,5.244641661159864
romania,4.551494480599919
thin,4.551494480599919
steve,5.244641661159864
cat,5.244641661159864
kicked,4.551494480599919
parking,4.551494480599919
talks,4.551494480599919
tonight,4.551494480599919
chosen,4.551494480599919
april,5.244641661159864
custody,5.244641661159864
tries,5.650106769268029
smile,5.244641661159864
suspended,4.551494480599919
memphis,4.551494480599919
memories,4.551494480599919
nigerian,4.551494480599919
mothers,4.551494480599919
handed,4.551494480599919
louis,5.244641661159864
successful,4.551494480599919
bitch,4.551494480599919
senior,4.551494480599919
groids,4.551494480599919
colorado,4.551494480599919
threw,4.551494480599919
thanksgiving,5.244641661159864
sweet,5.804257449095287
helps,4.705645160427177
pregnant,4.705645160427177
feb,4.705645160427177
federal,4.705645160427177
tom,4.705645160427177
stealing,4.705645160427177
wednesday,5.804257449095287
citizen,4.705645160427177
treatment,5.398792340987122
daddy,4.705645160427177
nig,4.705645160427177
secure,4.705645160427177
spoke,4.705645160427177
pain,4.705645160427177
everyday,4.705645160427177
karina,4.705645160427177
31,4.705645160427177
op,4.705645160427177
recent,4.705645160427177
tragedy,4.705645160427177
topics,4.705645160427177
painting,4.705645160427177
traitor,5.398792340987122
brand,4.705645160427177
teenagers,5.398792340987122
complex,4.705645160427177
sørensen,4.705645160427177
salute,4.705645160427177
cook,5.398792340987122
nearest,4.705645160427177
club,4.705645160427177
purchase,4.705645160427177
popular,4.705645160427177
wore,4.705645160427177
bedroom,5.398792340987122
throat,5.398792340987122
holland,4.705645160427177
ur,4.705645160427177
nerve,4.705645160427177
hungry,4.705645160427177
officer,4.705645160427177
introduce,4.705645160427177
homeschool,4.705645160427177
coat,4.887966717221132
driver,4.887966717221132
previous,4.887966717221132
targets,4.887966717221132
pulled,4.887966717221132
loving,4.887966717221132
strength,4.887966717221132
makeup,4.887966717221132
alabama,4.887966717221132
discussions,4.887966717221132
administration,4.887966717221132
ah,4.887966717221132
thru,4.887966717221132
clinton,4.887966717221132
lesbian,4.887966717221132
tiny,4.887966717221132
queen,4.887966717221132
punk,4.887966717221132
dec,4.887966717221132
rose,5.581113897781077
continues,4.887966717221132
moral,4.887966717221132
huh,4.887966717221132
brethren,4.887966717221132
daughters,4.887966717221132
bulk,4.887966717221132
scientist,4.887966717221132
msm,4.887966717221132
43,5.581113897781077
harris,4.887966717221132
harsh,4.887966717221132
homicide,4.887966717221132
begging,4.887966717221132
gorgeous,4.887966717221132
perfectly,4.887966717221132
references,4.887966717221132
votes,4.887966717221132
niglet,4.887966717221132
yr,4.887966717221132
feature,4.887966717221132
jury,4.887966717221132
walt,4.887966717221132
counts,4.887966717221132
spain,4.887966717221132
aswell,4.887966717221132
survivor,4.887966717221132
invasion,4.887966717221132
attempt,4.887966717221132
attacking,4.887966717221132
assaulting,5.581113897781077
deaf,5.111110268535342
suffering,5.804257449095287
palm,5.111110268535342
talent,5.111110268535342
der,5.111110268535342
degenerate,5.111110268535342
customer,5.111110268535342
tatar,5.111110268535342
suddenly,5.111110268535342
residents,5.111110268535342
resource,5.111110268535342
iowa,5.111110268535342
jr,5.111110268535342
relatively,5.111110268535342
jamie,5.111110268535342
ruled,5.111110268535342
saga,5.111110268535342
rob,5.111110268535342
review,5.111110268535342
injured,5.111110268535342
moms,5.804257449095287
partner,5.804257449095287
liv,5.111110268535342
lisa,5.111110268535342
liars,5.111110268535342
pulls,5.804257449095287
proved,5.111110268535342
powell,5.111110268535342
keeping,5.111110268535342
rabbi,5.111110268535342
lawyer,5.111110268535342
stabbed,5.111110268535342
spit,5.111110268535342
expected,5.111110268535342
dropped,5.111110268535342
effect,5.111110268535342
pipe,5.111110268535342
multiple,5.111110268535342
ms,5.111110268535342
fourth,5.111110268535342
smashed,5.111110268535342
news4jax,5.111110268535342
glasses,5.111110268535342
ne,5.111110268535342
backs,5.111110268535342
actors,5.111110268535342
aged,5.111110268535342
woods,5.804257449095287
complaining,5.111110268535342
130,5.111110268535342
brawl,5.111110268535342
witness,5.111110268535342
concert,5.111110268535342
belfast,5.111110268535342
41,5.111110268535342
commercials,5.111110268535342
williams,5.111110268535342
brutally,5.111110268535342
48,5.111110268535342
tnb,5.111110268535342
tone,5.804257449095287
aside,5.111110268535342
checking,5.111110268535342
closet,5.111110268535342
ap,5.111110268535342
til,5.111110268535342
tied,5.111110268535342
teenager,5.111110268535342
wedding,5.111110268535342
chest,5.111110268535342
mulatto,5.398792340987122
bully,5.398792340987122
misunderstood,5.398792340987122
mongol,5.398792340987122
1940,5.398792340987122
garden,5.398792340987122
gf,5.398792340987122
yelling,5.398792340987122
soundtrack,5.398792340987122
cds,5.398792340987122
essence,5.398792340987122
spelling,5.398792340987122
explaining,5.398792340987122
township,5.398792340987122
excuses,5.398792340987122
toys,5.398792340987122
specifically,5.398792340987122
facility,5.398792340987122
photoshop,5.398792340987122
spending,6.091939521547068
solo,5.398792340987122
reporter,5.398792340987122
axis,5.398792340987122
backpack,5.398792340987122
auto,5.398792340987122
ave,5.398792340987122
wandering,5.398792340987122
waited,6.091939521547068
amy,5.398792340987122
lame,5.398792340987122
removed,5.398792340987122
97,5.398792340987122
haunted,5.398792340987122
blanket,5.398792340987122
hearings,5.398792340987122
pot,5.398792340987122
grocery,5.398792340987122
73,5.398792340987122
mins,5.398792340987122
grandson,5.398792340987122
hamilton,5.398792340987122
guessing,5.398792340987122
hack,6.091939521547068
sentences,5.398792340987122
separate,5.398792340987122
beside,5.398792340987122
machete,5.398792340987122
hum,5.398792340987122
whoever,5.398792340987122
principal,5.398792340987122
hoops,5.398792340987122
probation,5.398792340987122
beauty,5.398792340987122
steubenville,5.398792340987122
earl,5.398792340987122
targeted,5.398792340987122
stormed,5.398792340987122
suited,5.398792340987122
condition,5.398792340987122
courier,5.398792340987122
string,5.398792340987122
sue,5.398792340987122
theater,5.398792340987122
palatka,5.398792340987122
dyed,5.398792340987122
taylor,5.398792340987122
sticks,5.398792340987122
threaten,5.398792340987122
crawl,5.398792340987122
covers,5.398792340987122
diet,5.398792340987122
urban,5.804257449095287
mates,5.804257449095287
sandra,5.804257449095287
contacting,5.804257449095287
banana,5.804257449095287
container,5.804257449095287
rudeness,5.804257449095287
acres,5.804257449095287
maths,5.804257449095287
iceberg,5.804257449095287
contaminating,5.804257449095287
promising,5.804257449095287
igger,5.804257449095287
swinging,5.804257449095287
demarco,5.804257449095287
whut,5.804257449095287
dennis,5.804257449095287
abusing,5.804257449095287
semen,5.804257449095287
seig,5.804257449095287
severely,6.497404629655232
granddaughter,5.804257449095287
â,5.804257449095287
digging,5.804257449095287
guidance,5.804257449095287
patch,5.804257449095287
wilhelm,5.804257449095287
searched,5.804257449095287
surviving,5.804257449095287
melinda,6.497404629655232
reed,5.804257449095287
regularly,5.804257449095287
alongside,5.804257449095287
kicks,5.804257449095287
kelsey,5.804257449095287
ashes,5.804257449095287
talkin,5.804257449095287
05,5.804257449095287
lincoln,5.804257449095287
ant,5.804257449095287
angela,5.804257449095287
larceny,5.804257449095287
antics,5.804257449095287
kristine,5.804257449095287
aww,5.804257449095287
baba,5.804257449095287
vet,5.804257449095287
autopsy,5.804257449095287
davison,5.804257449095287
