word,npmi-bias,her-npmi,her-count,them-npmi,them-count
such,-0.0747225014721363,0.1226225068581927,1,0.197345008330329,6
god,-0.07466153897861962,0.1244046486671533,1,0.1990661876457729,6
men,-0.0742437355865693,0.1363253028740517,1,0.210569038460621,6
europe,-0.0741906649322834,0.1378048062092565,1,0.2119954711415399,6
hard,-0.0740214310437532,0.1424736799017334,1,0.2164951109454866,6
so,-0.07379340771150791,0.2172135406059457,12,0.2910069483174536,52
seems,-0.07369908111769768,0.1511704854038926,1,0.2248695665215903,6
blood,-0.07359027220491698,0.1540510701420501,1,0.2276413423469671,6
picture,-0.0735140275495734,0.1560537390377948,1,0.2295677665873682,6
learn,-0.0735140275495734,0.1560537390377948,1,0.2295677665873682,6
put,-0.0724235652531855,0.2116013160519829,4,0.2840248813051684,20
large,-0.07230233615506798,0.1863170648879221,1,0.2586194010429901,6
race,-0.07110952908690718,0.1545100694407363,3,0.2256195985276435,15
need,-0.07066340462289289,0.1658889373786121,3,0.236552342001505,15
if,-0.06924841128365619,0.2317570480406652,15,0.3010054593243214,61
know,-0.06877244266498672,0.1792804113036016,5,0.2480528539685883,23
or,-0.0679794121197986,0.2161485541888016,13,0.2841279663086002,53
will,-0.06750019726770379,0.2473898573155227,16,0.3148900545832265,64
up,-0.06479380334370033,0.2130470667970571,10,0.2778408701407574,41
think,-0.06416595741818859,0.2031402211473919,6,0.2673061785655805,26
get,-0.06348364848470192,0.238000341474962,12,0.3014839899596639,48
down,-0.06339935219502488,0.1901221893277151,4,0.25352154152274,18
we,-0.06113102232714282,0.2300316789766905,15,0.2911627013038333,57
thread,-0.06112629354379291,0.09729403912972,1,0.1584203326735129,5
area,-0.0608520882095389,0.1075643403830187,1,0.1684164285925576,5
just,-0.060775217724436975,0.2236869708845268,13,0.2844621886089638,50
3,-0.060635175467217306,0.1154323857789217,1,0.176067561246139,5
please,-0.06044844340768149,0.122039507018873,1,0.1824879504265545,5
part,-0.0603094951331036,0.1268625469007189,1,0.1871720420338225,5
high,-0.060234872839694004,0.1294214071077621,1,0.1896562799474561,5
meet,-0.06007356879931661,0.1348809093452262,1,0.1949544781445428,5
enough,-0.06005214556774771,0.1355988296187797,1,0.1956509751865274,5
media,-0.059633057569092984,0.14932586688606,1,0.208958924455153,5
yeah,-0.059545708310643486,0.1521149981770965,1,0.21166070648774,5
call,-0.059545708310643486,0.1521149981770965,1,0.21166070648774,5
boy,-0.0595154715056343,0.1530750075925761,1,0.2125904790982104,5
almost,-0.0594531878828197,0.1550437735221895,1,0.2144969614050092,5
more,-0.05943951666606459,0.2053860976432341,8,0.2648256143092987,32
lots,-0.059421093472455,0.1560537390377948,1,0.2154748325102498,5
thats,-0.059058148342387096,0.1672697443381548,1,0.2263278926805419,5
past,-0.058886058734270996,0.1724625802584892,1,0.2313486389927602,5
fighting,-0.058641181177111784,0.1797222467749297,1,0.2383634279520415,5
killing,-0.05847413937627219,0.1845913047112482,1,0.2430654440875204,5
what,-0.05845897427478999,0.1887423200975542,7,0.2472012943723442,28
how,-0.0576048440180818,0.2105301524840293,7,0.2681349965021111,28
same,-0.057577706438294296,0.1684073831379902,3,0.2259850895762845,13
non,-0.057570194867841595,0.1475359625240293,2,0.2051061573918709,9
because,-0.05703351755506478,0.2245523690333376,7,0.2815858865884024,28
etc,-0.05619025669518399,0.1893503754561785,2,0.2455406321513625,9
soon,-0.05613755006792978,0.1908599347351314,2,0.2469974848030612,9
care,-0.055816666945819826,0.1999291895580106,2,0.2557458565038304,9
would,-0.054965597105052916,0.2239659819940241,11,0.278931579099077,41
only,-0.05469393289371341,0.1883334799558229,5,0.2430274128495363,20
out,-0.05071248633946229,0.2576776150231182,17,0.3083901013625805,59
for,-0.05051084720737242,0.2607337133359058,31,0.3112445605432782,101
dont,-0.05009773949956842,0.179158279183511,3,0.2292560186830794,12
far,-0.04900975236748531,0.2123522310239269,3,0.2613619833914122,12
am,-0.048072842864601284,0.1324326997622229,2,0.1805055426268242,8
world,-0.04770184511289921,0.1463919273960006,2,0.1940937725088998,8
one,-0.04736802701073842,0.2134260975194016,10,0.26079412453014,35
times,-0.04724050909416261,0.1630807225866117,2,0.2103212316807743,8
talk,-0.04715564319902779,0.1660766117465946,2,0.2132322549456224,8
still,-0.047141040502803405,0.1665899002615269,2,0.2137309407643303,8
work,-0.04701904644114291,0.1708531757713546,2,0.2178722222124975,8
actually,-0.0468867675863342,0.1754268562294947,2,0.2223136238158289,8
makes,-0.046259553456545394,0.19646749894264,2,0.2427270523991854,8
wait,-0.046097569231080604,0.2017402908430315,2,0.2478378600741121,8
news,-0.0442134765182452,0.0846726822356001,1,0.1288861587538453,4
really,-0.04378219730422479,0.1052888330746886,1,0.1490710303789134,4
make,-0.043766885922251086,0.2136942975224378,5,0.2574611834446889,18
group,-0.043398884783063196,0.1226225068581927,1,0.1660213916412559,4
money,-0.04319729205179182,0.1314123968800611,1,0.1746096889318529,4
jewish,-0.04299342042735299,0.1400940664637845,1,0.1830874868911375,4
least,-0.04297480577038279,0.1408768564518783,1,0.1838516622222611,4
problem,-0.04297480577038279,0.1408768564518783,1,0.1838516622222611,4
over,-0.04291826216041231,0.1625699970445923,3,0.2054882592050046,11
going,-0.04280270938291211,0.1668225483905066,3,0.2096252577734187,11
whole,-0.042749150140616504,0.1502409417951759,1,0.1929900919357924,4
join,-0.042679771528814886,0.1530750075925761,1,0.195754779121391,4
future,-0.042679771528814886,0.1530750075925761,1,0.195754779121391,4
speak,-0.042606309142566995,0.1560537390377948,1,0.1986600481803618,4
ll,-0.0425436930923839,0.1762150958889765,3,0.2187587889813604,11
gets,-0.042528261814961915,0.159193982916155,1,0.2017222447311169,4
either,-0.042473391816482076,0.1613869531948864,1,0.2038603450113685,4
pictures,-0.042473391816482076,0.1613869531948864,1,0.2038603450113685,4
hand,-0.042324712669996406,0.1672697443381548,1,0.2095944570081512,4
sent,-0.04229274571163952,0.1685235064731637,1,0.2108162521848032,4
scum,-0.042226271165064194,0.1711184258607827,1,0.2133446970258469,4
liberals,-0.0421916721463452,0.1724625802584892,1,0.2146542524048344,4
three,-0.0421916721463452,0.1724625802584892,1,0.2146542524048344,4
lets,-0.04215609798068662,0.17384006521682,1,0.2159961631975066,4
round,-0.04196145579398389,0.1812971759177526,1,0.2232586317117365,4
fast,-0.04196145579398389,0.1812971759177526,1,0.2232586317117365,4
control,-0.04196145579398389,0.1812971759177526,1,0.2232586317117365,4
damn,-0.041828472281097095,0.1863170648879221,1,0.2281455371690192,4
given,-0.041679900574654094,0.1918564453192716,1,0.2335363458939257,4
plus,-0.04145019484688342,0.2002839129694801,1,0.2417341078163635,4
breed,-0.0413176484466814,0.2050743480522944,1,0.2463919964989758,4
basically,-0.0410022302477156,0.2162724336970454,1,0.257274663944761,4
were,-0.04085744250662432,0.2306932147345473,8,0.2715506572411716,27
now,-0.04047164390142349,0.1778070281743627,4,0.2182786720757862,14
ve,-0.0401193237845458,0.1904292346966932,4,0.230548558481239,14
i,-0.03895479251961936,0.3062929030750106,74,0.34524769559463,209
never,-0.03863098249241309,0.2060715921398765,5,0.2447025746322896,17
country,-0.03680835224824758,0.1402530492752893,2,0.1770614015235369,7
few,-0.03644200318976326,0.2505794757716429,9,0.2870214789614062,29
better,-0.0358958491974177,0.179092432985179,2,0.2149882821825967,7
with,-0.03585120498457128,0.2866996986030043,29,0.3225509035875756,86
probably,-0.0357325413409211,0.1857347346295071,2,0.2214672759704282,7
the,-0.03546899108577911,0.3060938797833475,91,0.3415628708691266,248
reason,-0.035282559672546676,0.2036098445533565,2,0.2388924042259032,7
take,-0.03417724381951079,0.1802964274758775,3,0.2144736712953883,10
go,-0.033236756858524785,0.2250871852705677,8,0.2583239421290925,25
help,-0.033217447259690586,0.2183484564392095,3,0.2515659036989001,10
also,-0.0327748788306724,0.2136942975224378,5,0.2464691763531102,16
can,-0.031885769525683505,0.2417394291913187,13,0.2736251987170022,39
but,-0.03178073527931927,0.2370907276619539,17,0.2688714629412732,50
it,-0.028516015335597,0.2699460434274812,39,0.2984620587630782,107
that,-0.027715351119803167,0.2770160561111925,38,0.3047314072309957,104
about,-0.027543399631074883,0.2505300117547034,15,0.2780734113857783,43
too,-0.027151786872838507,0.1999996132332502,5,0.2271514001060887,15
m,-0.027081078370957495,0.1525141957535644,4,0.1795952741245219,12
no,-0.026994305623467385,0.2248583306487032,10,0.2518526362721706,29
away,-0.02525636108114393,0.2354960851767149,4,0.2607524462578588,12
women,-0.024640364446946006,0.2063176438359176,3,0.2309580082828636,9
looking,-0.024224232760427705,0.1441608593208176,2,0.1683850920812453,6
anti,-0.02368368666859591,0.173098180018062,2,0.1967818666866579,6
lot,-0.023532460725181614,0.1810103778835904,2,0.204542838608772,6
until,-0.02337146596434289,0.1893503754561785,2,0.2127218414205214,6
an,-0.02306259421702911,0.1817881526839979,6,0.204850746901027,17
leave,-0.02297349279375921,0.2096139776966211,2,0.2325874704903803,6
something,-0.02243866136468249,0.1044002858460218,1,0.1268389472107043,3
way,-0.022256584622396297,0.2194332024106831,6,0.2416897870330794,17
city,-0.02210209893228912,0.1256215153397414,1,0.1477236142720305,3
nationalist,-0.022061702623944884,0.1281288008006838,1,0.1501905034246287,3
brown,-0.02205132243070909,0.1287717362547365,1,0.1508230586854456,3
different,-0.021904556126305985,0.1378048062092565,1,0.1597093623355625,3
support,-0.021787209407823,0.1449516791641152,1,0.1667388885719382,3
end,-0.021714853771211184,0.14932586688606,1,0.1710407206572712,3
under,-0.021668505479098904,0.1521149981770965,1,0.1737835036561954,3
america,-0.021652514391890393,0.1530750075925761,1,0.1747275219844665,3
guys,-0.021652514391890393,0.1530750075925761,1,0.1747275219844665,3
light,-0.021652514391890393,0.1530750075925761,1,0.1747275219844665,3
proud,-0.021619659089667398,0.1550437735221895,1,0.1766634326118569,3
students,-0.02158556431535638,0.1570816242423745,1,0.1786671885577309,3
ones,-0.02155013002591799,0.159193982916155,1,0.180744112942073,3
gun,-0.0215318758672339,0.1602799804313825,1,0.1818118562986164,3
talking,-0.021494216181958403,0.1625157901949896,1,0.184010006376948,3
started,-0.021494216181958403,0.1625157901949896,1,0.184010006376948,3
posted,-0.021474776601864087,0.1636674394489462,1,0.1851422160508103,3
side,-0.021474776601864087,0.1636674394489462,1,0.1851422160508103,3
happened,-0.021348326278928076,0.1711184258607827,1,0.1924667521397108,3
pro,-0.021301844072449394,0.17384006521682,1,0.1951419092892694,3
happen,-0.021301844072449394,0.17384006521682,1,0.1951419092892694,3
less,-0.021252788296708486,0.1767024764079143,1,0.1979552647046228,3
running,-0.02120084751767548,0.1797222467749297,1,0.2009230942926052,3
thousands,-0.021173681694886287,0.1812971759177526,1,0.2024708576126389,3
fear,-0.021145649358073393,0.1829191563895051,1,0.2040648057475785,3
chinese,-0.02111669163365079,0.1845913047112482,1,0.205707996344899,3
middle,-0.02105573217657411,0.1881002564887215,1,0.2091559886652956,3
door,-0.02105573217657411,0.1881002564887215,1,0.2091559886652956,3
w,-0.02091928908097168,0.1959004263957067,1,0.2168197154766784,3
throw,-0.02091928908097168,0.1959004263957067,1,0.2168197154766784,3
longer,-0.02088153288194189,0.1980459529545264,1,0.2189274858364683,3
gonna,-0.02088153288194189,0.1980459529545264,1,0.2189274858364683,3
events,-0.02088153288194189,0.1980459529545264,1,0.2189274858364683,3
straight,-0.02088153288194189,0.1980459529545264,1,0.2189274858364683,3
doubt,-0.020842046208086024,0.2002839129694801,1,0.2211259591775661,3
allow,-0.020842046208086024,0.2002839129694801,1,0.2211259591775661,3
chance,-0.02075716710474798,0.2050743480522944,1,0.2258315151570424,3
piece,-0.02071134326229282,0.2076492392768177,1,0.2283605825391105,3
prefer,-0.020611547862586704,0.2132297838077323,1,0.233841331670319,3
whenever,-0.02055685930022358,0.2162724336970454,1,0.236829292997269,3
decent,-0.020498369792251503,0.2195145574429774,1,0.2400129272352289,3
smart,-0.02043549088014779,0.2229863196519829,1,0.2434218105321307,3
india,-0.0203674838900966,0.2267254718167879,1,0.2470929557068845,3
school,-0.02032510768470841,0.2324420748111406,8,0.252767182495849,22
training,-0.020293403593620418,0.2307801668448255,1,0.2510735704384459,3
when,-0.020060248088653476,0.2733792597582244,16,0.2934395078468779,43
nearest,-0.019903663365199997,0.2518068891920725,1,0.2717105525572725,3
on,-0.01906596352612966,0.2829926729921817,34,0.3020586365183114,88
some,-0.018595660004006975,0.2447729851730338,12,0.2633686451770408,32
say,-0.014176254023281987,0.1951498491105269,5,0.2093261031338089,13
who,-0.013577699687825517,0.2473832666681558,13,0.2609609663559813,33
into,-0.01330927422594122,0.2370528577203672,7,0.2503621319463084,18
and,-0.013003426985779665,0.3765288386234401,107,0.3895322656092198,260
t,-0.012839932733709009,0.2499058218246277,18,0.2627457545583367,45
around,-0.010757419884317276,0.2479891925549923,8,0.2587466124393096,20
like,-0.010283681898292873,0.2485048357602515,18,0.2587885176585444,44
ever,-0.010048162478066697,0.2063195609543716,4,0.2163677234324383,10
live,-0.009830824594629112,0.1405991320269951,2,0.1504299566216242,5
friends,-0.009718290609876307,0.2284695964440377,4,0.238187887053914,10
ireland,-0.009665498553108803,0.1527343228778414,2,0.1623998214309502,5
must,-0.00931744251509331,0.1784661934227515,2,0.1877836359378448,5
check,-0.009219743515035711,0.1857347346295071,2,0.1949544781445428,5
half,-0.009161193935087492,0.1901003888694547,2,0.1992615828045422,5
called,-0.00913027591360549,0.1924086969702104,2,0.2015389728838159,5
small,-0.009119703679506097,0.1931984793553444,2,0.2023181830348505,5
getting,-0.009075977872640001,0.19646749894264,2,0.20554347681528,5
history,-0.009041549083573908,0.1990443552358275,2,0.2080859043194014,5
kind,-0.0089806345448539,0.2036098445533565,2,0.2125904790982104,5
wish,-0.008745569861283109,0.2213037055629449,2,0.230049275424228,5
walk,-0.008673237308351706,0.2267728886945938,2,0.2354461260029455,5
instead,-0.008653981897846802,0.2282307875500129,2,0.2368847694478597,5
right,-0.006584277412570089,0.2234044418378801,5,0.2299887192504502,12
black,-0.005566671296392822,0.2619460904732638,14,0.2675127617696566,33
every,-0.004211038421900293,0.2260391469338375,6,0.2302501853557378,14
kids,-0.004120184429276863,0.2585244666628088,9,0.2626446510920857,21
ca,-0.003912999412896301,0.2092606790503416,3,0.2131736784632379,7
kid,-0.0036938917182957054,0.2282378022301576,3,0.2319316939484533,7
at,-0.0030636075398243756,0.2722269264032489,20,0.2752905339430733,46
n,-0.002163566815397422,0.2532382179918742,18,0.2554017848072716,41
years,-0.001304464087936913,0.1848178377588102,4,0.1861223018467471,9
a,-0.0013038704772032061,0.3333178609459928,81,0.334621731423196,184
came,-0.0007111430222558057,0.2393407370284624,4,0.2400518800507182,9
well,0.0023536046686380985,0.2126562738758243,6,0.2103026692071862,13
got,0.0036930823010865033,0.2376264541868798,7,0.2339333718857933,15
good,0.00434875836241802,0.2131306202263434,8,0.2087818618639254,17
here,0.0050693582274994875,0.2106835185083204,9,0.2056141602808209,19
in,0.0052466653508977945,0.3299084329061708,67,0.324661767555273,146
has,0.005266880445912003,0.2312171556551595,9,0.2259502752092475,19
own,0.006309413682718812,0.281302194913151,10,0.2749927812304322,21
stormfront,0.006331210584700195,0.1018043563146476,1,0.0954731457299474,2
https,0.006405113025954395,0.1099220210384043,1,0.1035169080124499,2
thank,0.006435823723616091,0.1133737069059642,1,0.1069378831823481,2
forum,0.006463159023689602,0.1164870535995198,1,0.1100238945758302,2
bad,0.00648671877080359,0.1192025920264494,1,0.1127158732556458,2
american,0.0065784310720290035,0.1300779670934884,1,0.1234995360214594,2
racist,0.0065838904195923,0.1307415753894848,1,0.1241576849698925,2
4,0.0066175882573661915,0.1348809093452262,1,0.12826332108786,2
believe,0.006635086171899424,0.1370605513380158,1,0.1304254651661164,2
move,0.006744247369833395,0.1511704854038926,1,0.1444262380340592,2
food,0.00678786078759161,0.1570816242423745,1,0.1502937634547829,2
videos,0.00678786078759161,0.1570816242423745,1,0.1502937634547829,2
pride,0.006795451704010497,0.1581281258449573,1,0.1513326741409468,2
wrong,0.006795451704010497,0.1581281258449573,1,0.1513326741409468,2
cant,0.006795451704010497,0.1581281258449573,1,0.1513326741409468,2
job,0.006803142703321108,0.159193982916155,1,0.1523908402128339,2
shows,0.006810937185443511,0.1602799804313825,1,0.153469043245939,2
mixed,0.0068188387401239,0.1613869531948864,1,0.1545681144547625,2
7,0.006826851161882003,0.1625157901949896,1,0.1556889390331076,2
saying,0.006834978466496222,0.1636674394489462,1,0.15683246098245,2
poor,0.006860093550665497,0.1672697443381548,1,0.1604096507874893,2
information,0.006860093550665497,0.1672697443381548,1,0.1604096507874893,2
change,0.006868725650265584,0.1685235064731637,1,0.1616547808228981,2
wn,0.006886412631845418,0.1711184258607827,1,0.1642320132289373,2
dirty,0.006895479523771703,0.1724625802584892,1,0.1655671007347175,2
knows,0.006914093381132802,0.1752527038261407,1,0.1683386104450079,2
wo,0.006914093381132802,0.1752527038261407,1,0.1683386104450079,2
anymore,0.006943329663832404,0.1797222467749297,1,0.1727789171110973,2
east,0.0069534609829088045,0.1812971759177526,1,0.1743437149348438,2
reading,0.00696380201385019,0.1829191563895051,1,0.1759553543756549,2
huge,0.006985159738036512,0.1863170648879221,1,0.1793319051498856,2
spread,0.006985159738036512,0.1863170648879221,1,0.1793319051498856,2
lives,0.006985159738036512,0.1863170648879221,1,0.1793319051498856,2
whatever,0.006996202401767293,0.1881002564887215,1,0.1811040540869542,2
add,0.007007507008058911,0.1899451319500906,1,0.1829376249420317,2
telling,0.007007507008058911,0.1899451319500906,1,0.1829376249420317,2
drug,0.007007507008058911,0.1899451319500906,1,0.1829376249420317,2
slavic,0.00701908994622269,0.1918564453192716,1,0.1848373553730489,2
sign,0.007030969327344816,0.1938395353068745,1,0.1868085659795297,2
boys,0.007043165244872501,0.1959004263957067,1,0.1888572611508342,2
enemies,0.007043165244872501,0.1959004263957067,1,0.1888572611508342,2
mention,0.007043165244872501,0.1959004263957067,1,0.1888572611508342,2
swedish,0.007043165244872501,0.1959004263957067,1,0.1888572611508342,2
till,0.007055700087794103,0.1980459529545264,1,0.1909902528667323,2
born,0.007055700087794103,0.1980459529545264,1,0.1909902528667323,2
asked,0.007068598919925395,0.2002839129694801,1,0.1932153140495547,2
certainly,0.007081889943109099,0.2026232603438401,1,0.195541370400731,2
reality,0.007081889943109099,0.2026232603438401,1,0.195541370400731,2
break,0.007081889943109099,0.2026232603438401,1,0.195541370400731,2
safe,0.007081889943109099,0.2026232603438401,1,0.195541370400731,2
classes,0.007081889943109099,0.2026232603438401,1,0.195541370400731,2
females,0.007095605068067307,0.2050743480522944,1,0.1979787429842271,2
garbage,0.007095605068067307,0.2050743480522944,1,0.1979787429842271,2
trash,0.007095605068067307,0.2050743480522944,1,0.1979787429842271,2
nor,0.007124458257818017,0.2103621108088606,1,0.2032376525510426,2
arms,0.0071396860635138115,0.2132297838077323,1,0.2060900977442185,2
write,0.0071396860635138115,0.2132297838077323,1,0.2060900977442185,2
properly,0.0071396860635138115,0.2132297838077323,1,0.2060900977442185,2
values,0.0071396860635138115,0.2132297838077323,1,0.2060900977442185,2
literally,0.007172026129802916,0.2195145574429774,1,0.2123425313131745,2
shop,0.007172026129802916,0.2195145574429774,1,0.2123425313131745,2
jump,0.007172026129802916,0.2195145574429774,1,0.2123425313131745,2
bigger,0.007172026129802916,0.2195145574429774,1,0.2123425313131745,2
laughing,0.007172026129802916,0.2195145574429774,1,0.2123425313131745,2
burn,0.007189282560399107,0.2229863196519829,1,0.2157970370915838,2
somebody,0.007189282560399107,0.2229863196519829,1,0.2157970370915838,2
kinda,0.007207383569336201,0.2267254718167879,1,0.2195180882474517,2
authorities,0.007207383569336201,0.2267254718167879,1,0.2195180882474517,2
pull,0.007226444143898392,0.2307801668448255,1,0.2235537227009271,2
knocked,0.007226444143898392,0.2307801668448255,1,0.2235537227009271,2
jumped,0.007246606961929691,0.2352132252962996,1,0.2279666183343699,2
bucks,0.007246606961929691,0.2352132252962996,1,0.2279666183343699,2
stood,0.007246606961929691,0.2352132252962996,1,0.2279666183343699,2
blind,0.0072680525420451,0.2401088624228536,1,0.2328408098808085,2
drag,0.0072680525420451,0.2401088624228536,1,0.2328408098808085,2
handed,0.00729101465690879,0.2455838165117697,1,0.2382928018548609,2
daddy,0.007315804705191414,0.2518068891920725,1,0.2444910844868811,2
wore,0.007315804705191414,0.2518068891920725,1,0.2444910844868811,2
homeschool,0.007315804705191414,0.2518068891920725,1,0.2444910844868811,2
great,0.007336754296007275,0.1352620363451109,2,0.1279252820491036,4
begging,0.007342852130890032,0.2590359782343009,1,0.2516931261034109,2
rob,0.0073727752207700115,0.2676957755738872,1,0.2603230003531172,2
wandering,0.007406511945365735,0.2785659300028224,1,0.2711594180574567,2
sink,0.00744555947023523,0.2933498404975982,1,0.285904281027363,2
brady,0.00744555947023523,0.2933498404975982,1,0.285904281027363,2
site,0.00761337935594919,0.168685600924976,2,0.1610722215690268,4
town,0.007646588951767286,0.173098180018062,2,0.1654515910662947,4
again,0.007646588951767286,0.173098180018062,2,0.1654515910662947,4
tv,0.007659459374803695,0.1748364724673413,2,0.1671770130925376,4
big,0.007695012141580498,0.1797251128313295,2,0.172030100689749,4
left,0.0077277525332470065,0.1843470372711924,2,0.1766192847379454,4
then,0.007796162935168494,0.2806113933548574,13,0.2728152304196889,27
doing,0.007798736833897202,0.1948103575568244,2,0.1870116207229272,4
6,0.007809580016066714,0.19646749894264,2,0.1886579189265733,4
v,0.007843355291132198,0.2017402908430315,2,0.1938969355518993,4
new,0.007914405290667698,0.1440264262497326,3,0.1361120209590649,6
mind,0.007951873881333199,0.2200177402058688,2,0.2120658663245356,4
heritage,0.008062889208691415,0.2415992351026171,2,0.2335363458939257,4
ive,0.008071952681163591,0.2435377345517533,2,0.2354657818705897,4
looks,0.008459143800833208,0.2149438995746365,3,0.2064847557738033,6
both,0.008556426035851578,0.2316505184861853,3,0.2230940924503337,6
before,0.008860914536456682,0.2111794032630075,4,0.2023184887265508,8
anything,0.00889827797808318,0.2168930050961889,4,0.2079947271181057,8
nothing,0.00891016601197911,0.2187591471587523,4,0.2098489811467732,8
being,0.009265762282528178,0.2176833516471089,5,0.2084175893645807,10
come,0.00934460914273949,0.2300866395112608,5,0.2207420303685213,10
seen,0.009399321580622788,0.2394362717860368,5,0.230036950205414,10
try,0.009421282146555798,0.2433984557991645,5,0.2339771736526087,10
person,0.009426878867282412,0.2444298277680148,5,0.2350029489007324,10
could,0.009640368513544217,0.2260391469338375,6,0.2163987784202933,12
let,0.010447127731962103,0.270110873787646,8,0.2596637460556839,16
white,0.010664955748863114,0.2852689252081899,32,0.2746039694593268,66
from,0.01241832847365909,0.2617489249914286,18,0.2493305965177695,36
see,0.015513713773181698,0.2612324965777118,13,0.2457187828045301,25
watch,0.0167345686864529,0.2468744122432417,7,0.2301398435567888,13
very,0.018226167883042488,0.2007969915718875,5,0.182570823688845,9
after,0.01986461118104932,0.2146347654857166,4,0.1947701543046673,7
took,0.019868866125553275,0.270006212082904,4,0.2501373459573507,7
hell,0.019892332935074114,0.2400062043679588,4,0.2201138714328847,7
other,0.0226100298853939,0.2300482855965483,8,0.2074382557111544,14
bring,0.022633273452469932,0.2609967014045114,3,0.2383634279520415,5
street,0.022652845680251776,0.254001484673012,3,0.2313486389927602,5
teach,0.0226619872004081,0.2502023272634883,3,0.2275403400630802,5
