word,npmi-bias,him-npmi,him-count,she-npmi,she-count
because,-0.06389916584697983,0.2414569529406864,5,0.3053561187876662,12
my,-0.06009413780382511,0.2468672368831632,12,0.3069613746869883,25
m,-0.0584249360172705,0.1385443094307083,2,0.1969692454479788,5
way,-0.058160692410297615,0.1691292544834133,2,0.2272899468937109,5
came,-0.05732057521826059,0.2246412012565042,2,0.2819617764747648,5
sister,-0.056272412576989006,0.2707675137247977,2,0.3270399263017867,5
too,-0.05554280115409657,0.2008267567310343,3,0.2563695578851309,7
girl,-0.054633086815772225,0.2528687082833076,3,0.3075017950990798,7
no,-0.04505055164363067,0.2074761707059429,5,0.2525267223495736,10
more,-0.0408072354534566,0.1626607499389189,3,0.2034679853923755,6
year,-0.040648615261241694,0.2045727456292547,3,0.2452213608904964,6
never,-0.04063430548140359,0.2068096930983887,3,0.2474439985797923,6
something,-0.040435083114475495,0.2317220530075408,3,0.2721571361220163,6
ago,-0.04043111873345809,0.2321399190315707,3,0.2725710377650288,6
hair,-0.040194459510148384,0.2540576416843928,3,0.2942521011945412,6
years,-0.037839664591409916,0.1705203699199446,2,0.2083600345113545,4
last,-0.03780788852803452,0.1828144960509097,2,0.2206223845789442,4
first,-0.03780095157886981,0.184870301141983,2,0.2226712527208528,4
youtube,-0.03777000396102238,0.1137997681646556,2,0.151569772125678,4
little,-0.037739602617363616,0.1992188645592831,2,0.2369584671766467,4
gets,-0.037343579100894114,0.24979809086954,2,0.2871416699704341,4
but,-0.03445400354166317,0.265159769647891,13,0.2996137731895542,22
think,-0.03392112830368352,0.2345877534884612,5,0.2685088817921447,9
forum,-0.03368313147137961,0.1550158933475375,1,0.1886990248189171,2
thank,-0.03368258466151322,0.1519759955688955,1,0.1856585802304087,2
another,-0.03368241043193812,0.151483321581016,1,0.1851657320129541,2
read,-0.03368241043193812,0.151483321581016,1,0.1851657320129541,2
group,-0.03368154994156969,0.1610052936256767,1,0.1946868435672464,2
long,-0.0336814960434568,0.1495501435169778,1,0.1832316395604346,2
actually,-0.03368043004045532,0.1627446869052752,1,0.1964251169457305,2
5,-0.03367778647476968,0.1657580764486699,1,0.1994358629234396,2
stormfront,-0.03367257673711868,0.1406756683673469,1,0.1743482451044656,2
couple,-0.033657767736638505,0.1780514483814083,1,0.2117092161180468,2
least,-0.033656035851740096,0.1788148497826529,1,0.212470885634393,2
yet,-0.03365232609448929,0.1803720347855271,1,0.2140243608800164,2
country,-0.03364612933921121,0.1279093359927187,1,0.1615554653319299,2
support,-0.03364609941343269,0.1827882896283735,1,0.2164343890418062,2
getting,-0.03364383359091419,0.1836164726598154,1,0.2172603062507296,2
end,-0.0336337147002789,0.1870527961926258,1,0.2206865108929047,2
whole,-0.03363089900299021,0.1879448146395954,1,0.2215757136425856,2
wait,-0.03362795918375,0.1888508978078608,1,0.2224788569916108,2
light,-0.0336216853627514,0.1907072283148148,1,0.2243289136775662,2
blue,-0.03361484618679689,0.1926260016676364,1,0.2262408478544333,2
speak,-0.03361119824395001,0.1936102521370312,1,0.2272214503809812,2
negroes,-0.033607388493451296,0.1946119178981561,1,0.2282193063916074,2
7,-0.03358562094775,0.1999066614978504,1,0.2334922824456004,2
age,-0.03357546342256279,0.2021736636650511,1,0.2357491270876139,2
matter,-0.03357546342256279,0.2021736636650511,1,0.2357491270876139,2
wants,-0.033570028165963106,0.2033429362266468,1,0.2369129643926099,2
than,-0.03356761500601389,0.1069119607676887,1,0.1404795757737026,2
thats,-0.033564337321257215,0.2045375326424109,1,0.2381018699636681,2
christian,-0.033564337321257215,0.2045375326424109,1,0.2381018699636681,2
us,-0.033563999572401,0.1061611260340441,1,0.1397251256064451,2
father,-0.0335583760817795,0.2057586610731931,1,0.2393170371549726,2
teach,-0.0335583760817795,0.2057586610731931,1,0.2393170371549726,2
month,-0.033545576897263785,0.2082858089721149,1,0.2418313858693787,2
looked,-0.03351592702648268,0.2137229725088788,1,0.2472388995353615,2
months,-0.0335075350186507,0.2151726243028288,1,0.2486801593214795,2
whites,-0.03346341652908501,0.0885876115387064,1,0.1220510280677914,2
telling,-0.03343413303055712,0.2266115631967702,1,0.2600456962273273,2
tree,-0.03340701290546297,0.2304003126663697,1,0.2638073255718327,2
ive,-0.03340701290546297,0.2304003126663697,1,0.2638073255718327,2
swedish,-0.03339209829284101,0.2324050111406903,1,0.2657971094335313,2
met,-0.03339209829284101,0.2324050111406903,1,0.2657971094335313,2
gonna,-0.03337615762173701,0.2344918305773595,1,0.2678679881990965,2
welfare,-0.03332098714671697,0.2413264334907196,1,0.2746474206374366,2
teaching,-0.03329964452096293,0.2438297615194369,1,0.2771294060403998,2
speaking,-0.03329964452096293,0.2438297615194369,1,0.2771294060403998,2
needed,-0.03319347772391973,0.2553613880073394,1,0.2885548657312591,2
blonde,-0.033159988063967916,0.2587342944276961,1,0.291894282491664,2
showed,-0.033080815429354316,0.2663042096598264,1,0.2993850250891807,2
kiss,-0.033080815429354316,0.2663042096598264,1,0.2993850250891807,2
camera,-0.033080815429354316,0.2663042096598264,1,0.2993850250891807,2
personally,-0.03297880526608998,0.2753612228189775,1,0.3083400280850675,2
kicked,-0.03291526730712108,0.2806748764088565,1,0.3135901437159776,2
smile,-0.03291526730712108,0.2806748764088565,1,0.3135901437159776,2
stormed,-0.03247534698022286,0.3126563396819113,1,0.3451316866621342,2
here,-0.029672596148066305,0.1826600502209034,4,0.2123326463689697,7
went,-0.029513658124443398,0.2660301870122074,4,0.2955438451366508,7
me,-0.027114768544588497,0.2123035189495584,6,0.2394182874941469,10
try,-0.0235659997700165,0.2436166270712693,3,0.2671826268412858,5
heard,-0.02356069989577539,0.248337095515738,3,0.2718977954115134,5
well,-0.02351962510474359,0.1970277971799087,3,0.2205474222846523,5
them,-0.02322001126686879,0.1402851172824357,3,0.1635051285493045,5
their,-0.023114665472624113,0.1274082602174431,3,0.1505229256900672,5
where,-0.022002443160132223,0.2520189412789108,5,0.274021384439043,8
was,-0.021640601158603612,0.3616073944378304,30,0.383247995596434,44
will,-0.02161388564156519,0.2139581321178905,7,0.2355720177594557,11
not,-0.019114559411939513,0.2576699544442242,12,0.2767845138561637,18
says,-0.015034893347825096,0.2902923860573436,4,0.3053272794051687,6
good,-0.014597834926212,0.1966091049117622,4,0.2112069398379742,6
ape,-0.013216662023431691,0.2887232099089763,2,0.301939871932408,3
baby,-0.013198929694280714,0.2789523893847733,2,0.292151319079054,3
dog,-0.013179830943887416,0.2707675137247977,2,0.2839473446686851,3
done,-0.01306032000127777,0.2370572225800559,2,0.2501175425813337,3
thought,-0.0129894221614765,0.2226992353517156,2,0.2356886575131921,3
maybe,-0.012847685620050203,0.1992188645592831,2,0.2120665501793333,3
before,-0.01283032902619402,0.1966638397715572,2,0.2094941687977512,3
non,-0.012780061900211692,0.1895581286728637,2,0.2023381905730754,3
ve,-0.012676651393491584,0.1760816314024591,2,0.1887582827959507,3
like,-0.011783429492112307,0.2867819943902773,15,0.2985654238823896,21
about,-0.01043571058557291,0.2621328568110203,10,0.2725685673965932,14
this,-0.009436826027471978,0.2590682578196043,16,0.2685050838470763,22
hope,-0.008970484890336416,0.2659094522070556,5,0.274879937097392,7
other,-0.00871101908044758,0.2343770500617161,5,0.2430880691421637,7
there,-0.008043046726175701,0.1724211451078306,5,0.1804641918340063,7
black,-0.007921253412826013,0.2567999014870634,8,0.2647211548998894,11
back,-0.005203894027842049,0.2976967395516473,9,0.3029006335794894,12
in,-0.004593884109685309,0.3113532887371724,36,0.3159471728468577,47
did,-0.004564020536349966,0.2778658915689478,6,0.2824299121052978,8
class,-0.004029230648935622,0.2841334227333135,3,0.2881626533822491,4
remember,-0.003995528973414486,0.2801922717184903,3,0.2841878006919048,4
week,-0.003804315229812394,0.2590688872801512,3,0.2628732025099636,4
place,-0.0036379939137760886,0.2421212732458175,3,0.2457592671595936,4
own,-0.003373070194254396,0.2172493143846898,3,0.2206223845789442,4
news,-0.0033260297728857913,0.2130620237661808,3,0.2163880535390666,4
school,-0.0009056884676397203,0.2697353931093799,7,0.2706410815770196,9
while,0.0017749454795851216,0.2679575010691969,4,0.2661825555896118,5
ll,0.0020700061931936964,0.2459481569776679,4,0.2438781507844742,5
day,0.0023212420445113957,0.2279958913121705,4,0.2256746492676591,5
do,0.005167194938622499,0.2314193796318925,9,0.22625218469327,11
now,0.006086572540140112,0.2450433591567677,5,0.2389567866166276,6
told,0.007597095659811315,0.3301502306413367,6,0.3225531349815254,7
a,0.007628464803002333,0.3617843053972533,58,0.354155840594251,70
are,0.008134417166021202,0.1923335595234686,10,0.1841991423574474,12
it,0.008255256752518814,0.2788408735967109,25,0.2705856168441921,30
say,0.0088247783924702,0.260480061941201,6,0.2516552835487308,7
off,0.010404839309714586,0.301065923967625,7,0.2906610846579104,8
s,0.012049701539468605,0.2848163546720277,19,0.2727666531325591,22
people,0.013772807750337707,0.2327213268216019,8,0.2189485190712642,9
out,0.015209210499082693,0.3167769729442369,17,0.3015677624451542,19
neve,0.015513644236605784,0.3501203596120513,1,0.3346067153754455,1
mosier,0.015513644236605784,0.3501203596120513,1,0.3346067153754455,1
finlly,0.015513644236605784,0.3501203596120513,1,0.3346067153754455,1
monkies,0.015513644236605784,0.3501203596120513,1,0.3346067153754455,1
packi,0.015513644236605784,0.3501203596120513,1,0.3346067153754455,1
wesley,0.015513644236605784,0.3501203596120513,1,0.3346067153754455,1
huffed,0.015513644236605784,0.3501203596120513,1,0.3346067153754455,1
artic,0.015513644236605784,0.3501203596120513,1,0.3346067153754455,1
proceeded,0.015513644236605784,0.3501203596120513,1,0.3346067153754455,1
finially,0.015513644236605784,0.3501203596120513,1,0.3346067153754455,1
suced,0.015513644236605784,0.3501203596120513,1,0.3346067153754455,1
motorcyclist,0.015513644236605784,0.3501203596120513,1,0.3346067153754455,1
slaping,0.015513644236605784,0.3501203596120513,1,0.3346067153754455,1
uneven,0.015513644236605784,0.3501203596120513,1,0.3346067153754455,1
neevr,0.015513644236605784,0.3501203596120513,1,0.3346067153754455,1
conslour,0.015513644236605784,0.3501203596120513,1,0.3346067153754455,1
forgein,0.015513644236605784,0.3501203596120513,1,0.3346067153754455,1
tyep,0.015513644236605784,0.3501203596120513,1,0.3346067153754455,1
thegirl,0.015513644236605784,0.3501203596120513,1,0.3346067153754455,1
foruth,0.015513644236605784,0.3501203596120513,1,0.3346067153754455,1
ohhh,0.015513644236605784,0.3501203596120513,1,0.3346067153754455,1
darkes,0.015513644236605784,0.3501203596120513,1,0.3346067153754455,1
butchy,0.015513644236605784,0.3501203596120513,1,0.3346067153754455,1
journal,0.015513644236605784,0.3501203596120513,1,0.3346067153754455,1
wrench,0.015513644236605784,0.3501203596120513,1,0.3346067153754455,1
substitute,0.015975484858681277,0.326975622735601,1,0.3110001378769197,1
igger,0.015975484858681277,0.326975622735601,1,0.3110001378769197,1
patch,0.015975484858681277,0.326975622735601,1,0.3110001378769197,1
talkin,0.015975484858681277,0.326975622735601,1,0.3110001378769197,1
whut,0.015975484858681277,0.326975622735601,1,0.3110001378769197,1
chick,0.015975484858681277,0.326975622735601,1,0.3110001378769197,1
austrian,0.015975484858681277,0.326975622735601,1,0.3110001378769197,1
guidance,0.015975484858681277,0.326975622735601,1,0.3110001378769197,1
repeatedly,0.015975484858681277,0.326975622735601,1,0.3110001378769197,1
gather,0.015975484858681277,0.326975622735601,1,0.3110001378769197,1
straw,0.015975484858681277,0.326975622735601,1,0.3110001378769197,1
from,0.016037239169923223,0.3214803030667667,18,0.3054430638968435,20
principal,0.0162581082824671,0.3126563396819113,1,0.2963982313994442,1
stamps,0.0162581082824671,0.3126563396819113,1,0.2963982313994442,1
spelling,0.0162581082824671,0.3126563396819113,1,0.2963982313994442,1
blanket,0.0162581082824671,0.3126563396819113,1,0.2963982313994442,1
addict,0.0162581082824671,0.3126563396819113,1,0.2963982313994442,1
auto,0.0162581082824671,0.3126563396819113,1,0.2963982313994442,1
backpack,0.0162581082824671,0.3126563396819113,1,0.2963982313994442,1
gf,0.0162581082824671,0.3126563396819113,1,0.2963982313994442,1
yelling,0.0162581082824671,0.3126563396819113,1,0.2963982313994442,1
ate,0.0162581082824671,0.3126563396819113,1,0.2963982313994442,1
suited,0.0162581082824671,0.3126563396819113,1,0.2963982313994442,1
courier,0.0162581082824671,0.3126563396819113,1,0.2963982313994442,1
smashed,0.016464520418813633,0.3021214586608924,1,0.2856569382420788,1
aged,0.016464520418813633,0.3021214586608924,1,0.2856569382420788,1
dropped,0.016464520418813633,0.3021214586608924,1,0.2856569382420788,1
multiple,0.016464520418813633,0.3021214586608924,1,0.2856569382420788,1
rob,0.016464520418813633,0.3021214586608924,1,0.2856569382420788,1
spit,0.016464520418813633,0.3021214586608924,1,0.2856569382420788,1
complaining,0.016464520418813633,0.3021214586608924,1,0.2856569382420788,1
huh,0.016628114759023038,0.2937249036291447,1,0.2770967888701217,1
aswell,0.016628114759023038,0.2937249036291447,1,0.2770967888701217,1
pulled,0.016628114759023038,0.2937249036291447,1,0.2770967888701217,1
punk,0.016628114759023038,0.2937249036291447,1,0.2770967888701217,1
coat,0.016628114759023038,0.2937249036291447,1,0.2770967888701217,1
salute,0.016764106301936366,0.2867129454680772,1,0.2699488391661408,1
ur,0.016764106301936366,0.2867129454680772,1,0.2699488391661408,1
doctor,0.016764106301936366,0.2867129454680772,1,0.2699488391661408,1
nerve,0.016764106301936366,0.2867129454680772,1,0.2699488391661408,1
ye,0.016764106301936366,0.2867129454680772,1,0.2699488391661408,1
wore,0.016764106301936366,0.2867129454680772,1,0.2699488391661408,1
wigger,0.01688075352838314,0.2806748764088565,1,0.2637941228804734,1
handed,0.01688075352838314,0.2806748764088565,1,0.2637941228804734,1
teen,0.01688075352838314,0.2806748764088565,1,0.2637941228804734,1
bitch,0.01688075352838314,0.2806748764088565,1,0.2637941228804734,1
fought,0.0169830566365633,0.2753612228189775,1,0.2583781661824142,1
homeschooling,0.0169830566365633,0.2753612228189775,1,0.2583781661824142,1
won,0.017074280064149072,0.2706086587789285,1,0.2535343787147794,1
sacrifice,0.017074280064149072,0.2706086587789285,1,0.2535343787147794,1
possibly,0.017074280064149072,0.2706086587789285,1,0.2535343787147794,1
figured,0.017074280064149072,0.2706086587789285,1,0.2535343787147794,1
forest,0.017074280064149072,0.2706086587789285,1,0.2535343787147794,1
hates,0.017074280064149072,0.2706086587789285,1,0.2535343787147794,1
stood,0.017074280064149072,0.2706086587789285,1,0.2535343787147794,1
grand,0.017074280064149072,0.2706086587789285,1,0.2535343787147794,1
had,0.017110632486323718,0.3248138624028754,12,0.3077032299165517,13
drop,0.017156676330862874,0.2663042096598264,1,0.2491475333289635,1
hall,0.017156676330862874,0.2663042096598264,1,0.2491475333289635,1
coon,0.017156676330862874,0.2663042096598264,1,0.2491475333289635,1
teeth,0.017156676330862874,0.2663042096598264,1,0.2491475333289635,1
table,0.017231867138050305,0.2623663603677288,1,0.2451344932296785,1
onto,0.017301059986836176,0.2587342944276961,1,0.2414332344408599,1
hearing,0.017301059986836176,0.2587342944276961,1,0.2414332344408599,1
passed,0.017301059986836176,0.2587342944276961,1,0.2414332344408599,1
theres,0.017301059986836176,0.2587342944276961,1,0.2414332344408599,1
duty,0.017365178894180877,0.2553613880073394,1,0.2379962091131585,1
knife,0.017365178894180877,0.2553613880073394,1,0.2379962091131585,1
drugs,0.017365178894180877,0.2553613880073394,1,0.2379962091131585,1
filthy,0.017424947159990517,0.2522110832706662,1,0.2347861361106757,1
tall,0.017424947159990517,0.2522110832706662,1,0.2347861361106757,1
apartment,0.017424947159990517,0.2522110832706662,1,0.2347861361106757,1
opened,0.017424947159990517,0.2522110832706662,1,0.2347861361106757,1
g,0.017424947159990517,0.2522110832706662,1,0.2347861361106757,1
opinion,0.017480941890291618,0.2492541655752122,1,0.2317732236849206,1
write,0.017480941890291618,0.2492541655752122,1,0.2317732236849206,1
turned,0.017480941890291618,0.2492541655752122,1,0.2317732236849206,1
values,0.017480941890291618,0.2492541655752122,1,0.2317732236849206,1
names,0.017480941890291618,0.2492541655752122,1,0.2317732236849206,1
nor,0.017533631126397414,0.2464669065431087,1,0.2289332754167113,1
educate,0.017533631126397414,0.2464669065431087,1,0.2289332754167113,1
mom,0.017533631126397414,0.2464669065431087,1,0.2289332754167113,1
missing,0.017533631126397414,0.2464669065431087,1,0.2289332754167113,1
project,0.017533631126397414,0.2464669065431087,1,0.2289332754167113,1
nazi,0.017583399853066894,0.2438297615194369,1,0.22624636166637,1
involved,0.017583399853066894,0.2438297615194369,1,0.22624636166637,1
fox,0.017583399853066894,0.2438297615194369,1,0.22624636166637,1
typical,0.017583399853066894,0.2438297615194369,1,0.22624636166637,1
chance,0.017630568665184698,0.2413264334907196,1,0.2236958648255349,1
views,0.017630568665184698,0.2413264334907196,1,0.2236958648255349,1
wonderful,0.017630568665184698,0.2413264334907196,1,0.2236958648255349,1
starts,0.017630568665184698,0.2413264334907196,1,0.2236958648255349,1
gang,0.017630568665184698,0.2413264334907196,1,0.2236958648255349,1
trash,0.017630568665184698,0.2413264334907196,1,0.2236958648255349,1
safe,0.017675407452074215,0.238943186013845,1,0.2212677785617708,1
claims,0.017675407452074215,0.238943186013845,1,0.2212677785617708,1
reality,0.017675407452074215,0.238943186013845,1,0.2212677785617708,1
asked,0.017718145617794806,0.2366683294735546,1,0.2189501838557598,1
shoot,0.01775897984123581,0.2344918305773595,1,0.2167328507361237,1
hispanic,0.01775897984123581,0.2344918305773595,1,0.2167328507361237,1
often,0.017798080055574178,0.2324050111406903,1,0.2146069310851161,1
favorite,0.017798080055574178,0.2324050111406903,1,0.2146069310851161,1
student,0.017798080055574178,0.2324050111406903,1,0.2146069310851161,1
church,0.017798080055574178,0.2324050111406903,1,0.2146069310851161,1
dogs,0.017798080055574178,0.2324050111406903,1,0.2146069310851161,1
2012,0.017798080055574178,0.2324050111406903,1,0.2146069310851161,1
bar,0.017906366212254,0.2266115631967702,1,0.2087051969845162,1
brought,0.017906366212254,0.2266115631967702,1,0.2087051969845162,1
bus,0.01793983923550041,0.2248164958641349,1,0.2068766566286345,1
save,0.01793983923550041,0.2248164958641349,1,0.2068766566286345,1
similar,0.01793983923550041,0.2248164958641349,1,0.2068766566286345,1
middle,0.01793983923550041,0.2248164958641349,1,0.2068766566286345,1
large,0.017972160396493714,0.2230812987032297,1,0.205109138306736,1
hated,0.017976672563982388,0.3216186542324342,2,0.3036419816684518,2
perhaps,0.018033660072205582,0.2197744408685104,1,0.2017407807963048,1
id,0.018033660072205582,0.2197744408685104,1,0.2017407807963048,1
top,0.018062975582544688,0.2181957363774679,1,0.2001327607949232,1
play,0.018091415233606994,0.2166627123387813,1,0.1985712971051743,1
instead,0.0181190322989645,0.2151726243028288,1,0.1970535920038643,1
outside,0.018145875267144007,0.2137229725088788,1,0.1955770972417348,1
kill,0.018197412222009296,0.2109360351157493,1,0.19273862289374,1
lets,0.018197412222009296,0.2109360351157493,1,0.19273862289374,1
case,0.018222183915760193,0.2095947365464051,1,0.1913725526306449,1
close,0.018222183915760193,0.2095947365464051,1,0.1913725526306449,1
dirty,0.018222183915760193,0.2095947365464051,1,0.1913725526306449,1
scum,0.018246337697909815,0.2082858089721149,1,0.1900394712742051,1
moved,0.018269905120966212,0.2070076202711212,1,0.188737715150155,1
the,0.018277301887571262,0.3451652325172628,68,0.3268879306296915,78
university,0.018292915346203004,0.2057586610731931,1,0.1874657457269901,1
funny,0.018337370287193094,0.2033429362266468,1,0.1850055659394537,1
rest,0.018337370287193094,0.2033429362266468,1,0.1850055659394537,1
using,0.01835886336506659,0.2021736636650511,1,0.1838148002999845,1
victim,0.018367890372223528,0.3038027351238634,2,0.2854348447516399,2
obviously,0.018367890372223528,0.3038027351238634,2,0.2854348447516399,2
ya,0.018379896315577293,0.2010285890787668,1,0.1826486927631895,1
started,0.018400489384563817,0.1999066614978504,1,0.1815061721132866,1
either,0.01842066149087429,0.198806898300194,1,0.1803862368093197,1
e,0.018440430340659508,0.1977283793570957,1,0.1792879490164362,1
stay,0.01845981252956952,0.1966702417957716,1,0.1782104292662021,1
happy,0.01845981252956952,0.1966702417957716,1,0.1782104292662021,1
pride,0.0184788236343649,0.1956316753021441,1,0.1771528516677792,1
open,0.01856879647898199,0.1907072283148148,1,0.1721384318358328,1
move,0.018602640040373403,0.1888508978078608,1,0.1702482577674874,1
london,0.018602640040373403,0.1888508978078608,1,0.1702482577674874,1
yourself,0.018635384002142985,0.1870527961926258,1,0.1684174121904828,1
parents,0.0186513666060229,0.1861743809540315,1,0.1675230143480086,1
might,0.018697856444503502,0.1836164726598154,1,0.1649186162153119,1
6,0.018697856444503502,0.1836164726598154,1,0.1649186162153119,1
hard,0.018756715053015405,0.1803720347855271,1,0.1616153197325117,1
fight,0.018784921313930114,0.1788148497826529,1,0.1600299284687228,1
u,0.018798739034552592,0.1780514483814083,1,0.1592527093468557,1
public,0.018825829965914392,0.1765536466798592,1,0.1577278167139448,1
heritage,0.01886777362715991,0.2807598805478364,2,0.2618921069206765,2
best,0.01887796782054499,0.1736670061958214,1,0.1547890383752764,1
hey,0.01887796782054499,0.1736670061958214,1,0.1547890383752764,1
meet,0.018890602169884307,0.1729666944645749,1,0.1540760922946906,1
money,0.01895156905547199,0.1695829205174291,1,0.1506313514619571,1
today,0.018963346118137825,0.1689284238086642,1,0.1499650776905264,1
trying,0.018974992037664895,0.1682809443703697,1,0.1493059523327048,1
african,0.018980485362854516,0.2755199297769435,2,0.256539444414089,2
brown,0.018997902492345287,0.1670064019505885,1,0.1480084994582432,1
ca,0.019042276511836903,0.1645348318983235,1,0.1454925553864866,1
caught,0.019049495073802047,0.2723034740636727,2,0.2532539789898707,2
such,0.01910552260806689,0.1610052936256767,1,0.1418997710176098,1
friends,0.019125792529494312,0.1598723978269654,1,0.1407466052974711,1
org,0.01918438436738959,0.1565929965653454,1,0.1374086121979558,1
shot,0.019261246339237093,0.262394685500368,2,0.2431334391611309,2
seen,0.01927542924908318,0.151483321581016,1,0.1322078923319328,1
https,0.019326578806998507,0.1486052182409655,1,0.129278639433967,1
im,0.019459660892737096,0.1410915116975153,1,0.1216318508047782,1
behind,0.019506771989821592,0.2508300592969267,2,0.2313232873071051,2
leave,0.019528597135275383,0.24979809086954,2,0.2302694937342646,2
thread,0.0195447407840572,0.1362685572443059,1,0.1167238164602487,1
live,0.0196855674923129,0.1282517467031396,1,0.1085661792108267,1
also,0.019738435363470988,0.1252311838145944,1,0.1054927484511234,1
re,0.01974985447416021,0.1245779700802191,1,0.1048281156060589,1
point,0.019762220886071213,0.2387103448369428,2,0.2189481239508716,2
am,0.019826717480348297,0.1201737720433838,1,0.1003470545630355,1
called,0.019879368153361304,0.233121873621537,2,0.2132425054681757,2
probably,0.020014546558026897,0.2266490866696048,2,0.2066345401115779,2
may,0.020122960708980286,0.2214389654930056,2,0.2013160047840253,2
else,0.020135844469832603,0.2208186765639499,2,0.2006828320941173,2
family,0.020161203437411596,0.2195970663608512,2,0.1994358629234396,2
been,0.020233932740594998,0.0966227136103723,1,0.0763887808697773,1
jew,0.020245970419995984,0.2155068270637908,2,0.1952608566437948,2
work,0.020314179087414924,0.2122079485042606,2,0.1918937694168457,2
negro,0.020357615937278112,0.2101035826468309,2,0.1897459667095528,2
just,0.02066253095486459,0.2974825511386167,15,0.2768200201837521,16
take,0.020771050452682405,0.1899330561968225,2,0.1691620057441401,2
much,0.0209088428106797,0.1831527220635978,2,0.1622438792529181,2
bad,0.021067398317866803,0.2456693174486829,3,0.2246019191308161,3
person,0.02109082306033591,0.2446343038436076,3,0.2235434807832717,3
found,0.02109082306033591,0.2446343038436076,3,0.2235434807832717,3
saw,0.02123378462155942,0.2383032272934217,3,0.2170694426718623,3
any,0.021406200491126792,0.1584311033276715,2,0.1370249028365447,2
away,0.02141021297861856,0.279833567375064,4,0.2584233543964454,4
2,0.02152373920034248,0.2253857465579885,3,0.203862007357646,3
going,0.021839144073303507,0.2112152196470442,3,0.1893760755737407,3
even,0.021949140442258486,0.2062434900294457,3,0.1842943495871872,3
that,0.02242146032138609,0.2892306071997221,25,0.266809146878336,27
dont,0.022637867957989694,0.2693683247458627,5,0.246730456787873,5
could,0.02295442835883199,0.256816220930708,5,0.233861792571876,5
if,0.02297754908141869,0.319169897632612,19,0.2961923485511933,20
very,0.023167520193746377,0.2483120445690206,5,0.2251445243752742,5
said,0.02317883382635272,0.3095441633532902,7,0.2863653295269375,7
www,0.023267476550725696,0.2018450452465826,4,0.1785775686958569,4
know,0.024127802776898716,0.2453140322177674,6,0.2211862294408687,6
an,0.0244783329371486,0.2317170440227769,6,0.2072387110856283,6
how,0.024857880884347705,0.2745778616690524,8,0.2497199807847047,8
then,0.02493093512125988,0.2951403568001886,9,0.2702094216789287,9
white,0.025376028784013405,0.3024393613720301,22,0.2770633325880167,23
by,0.025440668167209662,0.253654106296926,8,0.2282134381297163,8
can,0.025688126322986587,0.24468746548148,8,0.2189993391584934,8
some,0.025704975396778323,0.2683623481684783,9,0.2426573727717,9
one,0.02605193292345523,0.2562157149608356,9,0.2301637820373804,9
