word,man-npmi
bdg,0.36011354969971
be,0.2391817859156959
beach,0.2696441195203961
beanpole,0.36011354969971
beast,0.2814062261274951
beat,0.3177624856683398
beaten,0.3403539309135119
beating,0.2814062261274951
beautiful,0.1951890027487478
because,0.2741259699445392
bedroom,0.2973549974633953
been,0.2959424613155353
being,0.2318203242993259
best,0.1853211633112339
better,0.17809207035919
between,0.2940167941333843
big,0.2334138313347398
biologie,0.36011354969971
biology,0.3372124111225044
birthplace,0.3372124111225044
black,0.390742846191675
blacks,0.3168861334131326
blame,0.2696441195203961
blind,0.2861132871052471
blooded,0.36011354969971
body,0.2343158808883137
bond,0.3372124111225044
boulevard,0.36011354969971
bowlin,0.36011354969971
boy,0.2022207064021648
boyfriend,0.3376789969240346
boys,0.2435564474808778
br,0.3372124111225044
bradman,0.3372124111225044
brave,0.3485200179981783
breed,0.252397129574287
brings,0.2973549974633953
broad,0.36011354969971
broadcast,0.2396577817113422
brother,0.2733036481958138
brown,0.2934370853490064
brutality,0.3372124111225044
btw,0.2500355639865137
buffed,0.36011354969971
built,0.2343158808883137
bulgarian,0.2771427067914289
burbage,0.3372124111225044
bus,0.3471859370696953
but,0.2276078235158934
butchy,0.36011354969971
by,0.3047146125608748
ca,0.2310188379456887
cage,0.3126111926952041
called,0.1911940339076309
came,0.2715451449943732
camera,0.2771427067914289
campaign,0.2732420658933597
campbell,0.3372124111225044
can,0.2123718084749444
canada,0.2455942643253848
capital,0.2861132871052471
car,0.3177624856683398
careful,0.3290183305175235
case,0.274565108272748
cat,0.3427555231925689
caught,0.3623895880971396
cause,0.2894354674588894
causeway,0.36011354969971
centre,0.2732420658933597
certain,0.2456244844309026
champion,0.3372124111225044
change,0.2171443684458382
chants,0.3372124111225044
charge,0.257490555772244
charged,0.3440325947973329
check,0.1846265428298412
chick,0.3372124111225044
child,0.1904269528504495
chinese,0.2859346151985566
choice,0.2861132871052471
chops,0.36011354969971
chris,0.3126111926952041
chromosome,0.3230399515735919
churchill,0.3230399515735919
citizens,0.2861132871052471
city,0.2304348414580508
clapped,0.36011354969971
class,0.2091826650129355
clearly,0.2973549974633953
cnn,0.2913756775094773
coat,0.304298067154123
cokes,0.36011354969971
cold,0.252397129574287
college,0.1911940339076309
color,0.282043909994647
colour,0.3126111926952041
colud,0.36011354969971
com,0.2437669391441822
coma,0.36011354969971
come,0.2090807572403551
comes,0.2113424373343077
coming,0.1927591721531219
comit,0.36011354969971
commercials,0.3126111926952041
communicating,0.36011354969971
comparative,0.36011354969971
comparison,0.3230399515735919
completely,0.252397129574287
concept,0.2732420658933597
confused,0.304298067154123
conslour,0.36011354969971
constantly,0.2973549974633953
content,0.2973549974633953
cop,0.254877594461359
corner,0.304298067154123
correct,0.2500355639865137
could,0.2239598395479679
country,0.1954399457024643
couple,0.1896698122031279
court,0.252397129574287
courtney,0.36011354969971
coz,0.3372124111225044
cpamikei,0.3868467964999317
crakker,0.36011354969971
crazy,0.254877594461359
creatures,0.2696441195203961
crime,0.2983672048434735
crimes,0.2602521447364221
criminal,0.2477813263045458
crooked,0.2973549974633953
culture,0.196867630223957
cute,0.2973549974633953
d,0.2169462633989091
da,0.26630272666862
daily,0.2814062261274951
dance,0.2631817065597794
danielle,0.36011354969971
dark,0.2663058180806017
darkness,0.3372124111225044
darwin,0.36011354969971
data,0.2973549974633953
dates,0.36011354969971
dating,0.3613647665531845
daughter,0.2456244844309026
day,0.2813329429379754
daylight,0.3372124111225044
de,0.2602521447364221
dead,0.2209473532597341
death,0.3074253755803786
deaths,0.2973549974633953
deceased,0.3372124111225044
decide,0.2732420658933597
defense,0.254877594461359
degrading,0.36011354969971
denied,0.304298067154123
denoucing,0.36011354969971
departments,0.3126111926952041
des,0.3230399515735919
described,0.304298067154123
determined,0.3230399515735919
detrimental,0.3732382173665531
devastating,0.36011354969971
devoted,0.2861132871052471
did,0.2276155239558771
difuses,0.36011354969971
dinner,0.2973549974633953
dirty,0.2209473532597341
disagree,0.2973549974633953
disrespectful,0.3372124111225044
distance,0.2861132871052471
disturbing,0.2861132871052471
dive,0.36011354969971
dj,0.36011354969971
dna,0.2456244844309026
do,0.2209385979667487
does,0.2120236008884998
dog,0.316276122198467
doi,0.36011354969971
don,0.2113424373343077
done,0.1951890027487478
dont,0.2366762543398984
dot,0.26630272666862
down,0.2239598395479679
dress,0.2732420658933597
drink,0.2435564474808778
drop,0.2771427067914289
dropped,0.3126111926952041
drove,0.3372124111225044
drown,0.3230399515735919
dumb,0.2264767437141337
duty,0.26630272666862
e,0.2091826650129355
early,0.2343158808883137
eating,0.2985196401905322
economy,0.3126111926952041
edit,0.2814062261274951
edt,0.3230399515735919
eight,0.3230399515735919
either,0.2102520279260342
elaborate,0.36011354969971
elderly,0.304298067154123
electrocuted,0.36011354969971
elmira,0.3372124111225044
em,0.254877594461359
enchantment,0.36011354969971
encourage,0.2771427067914289
end,0.198596799761629
endscreen,0.36011354969971
english,0.1793432229813598
enough,0.2398643359076983
ensued,0.36011354969971
equate,0.36011354969971
erin,0.3230399515735919
es,0.3126111926952041
especially,0.2250397394830015
establishment,0.3372124111225044
establishments,0.36011354969971
estates,0.36011354969971
ethno,0.36011354969971
even,0.1847151695660366
ever,0.1493804984178831
every,0.2713299335745147
everybody,0.2696441195203961
everyone,0.1889223384755163
evil,0.2343158808883137
ex,0.3698058978053694
exactly,0.2159337288168668
example,0.2250397394830015
exception,0.3230399515735919
exchange,0.304298067154123
explain,0.252397129574287
exposed,0.304298067154123
extract,0.36011354969971
eyes,0.2574094404029358
f,0.2771826581107651
face,0.2091826650129355
facebook,0.2415697328037512
faces,0.257490555772244
faculteit,0.36011354969971
fairgrounds,0.36011354969971
fairy,0.3230399515735919
family,0.1774760928310359
famous,0.2696441195203961
far,0.1793432229813598
fax,0.36011354969971
fbcdn,0.3230399515735919
fearful,0.36011354969971
feature,0.304298067154123
february,0.2861132871052471
fed,0.2500355639865137
fellow,0.257490555772244
felonies,0.36011354969971
few,0.1749678083709206
fight,0.1904269528504495
film,0.2500355639865137
find,0.2269919778096086
finially,0.36011354969971
finished,0.304298067154123
finland,0.2500355639865137
finno,0.36011354969971
firefighter,0.36011354969971
first,0.2328305318635216
five,0.2360356997457938
fl,0.3126111926952041
fla,0.3372124111225044
flee,0.3230399515735919
flew,0.3372124111225044
flintshire,0.36011354969971
flooded,0.3372124111225044
fo,0.2973549974633953
folklore,0.3372124111225044
footage,0.3552087838874371
for,0.3315592361261139
force,0.316276122198467
forces,0.304298067154123
foreign,0.2500355639865137
foreigners,0.3185411908331398
forest,0.2814062261274951
forgein,0.36011354969971
forum,0.1668191886614761
forward,0.2435564474808778
fought,0.2861132871052471
found,0.1683838768580342
fox,0.254877594461359
fqpazvlq4xq,0.36011354969971
free,0.1657975388167047
french,0.2102520279260342
frequencies,0.36011354969971
friday,0.3723878453116802
friend,0.2610976362567721
friends,0.1716373467041744
from,0.2701398809080304
front,0.1977256929881952
fu,0.3230399515735919
fugitive,0.3732382173665531
full,0.2885636122100561
fun,0.3277548629813244
future,0.2563422947715735
fxck,0.36011354969971
g,0.2631817065597794
gang,0.3380079036489193
gather,0.3372124111225044
gave,0.2343158808883137
gay,0.2236405257237632
gazette,0.36011354969971
gdansk,0.36011354969971
gemelas,0.36011354969971
genet,0.3372124111225044
genetic,0.2477813263045458
genocide,0.2159337288168668
get,0.2170371636546255
gets,0.2081334940260691
getting,0.1951890027487478
gf,0.3230399515735919
ghost,0.2973549974633953
girl,0.2660576579055942
girlfriend,0.3427555231925689
girls,0.2511261608918414
git,0.3372124111225044
give,0.1744867950468171
gj,0.36011354969971
glad,0.2310382092147283
glasses,0.3126111926952041
go,0.2229061884830973
god,0.1744867950468171
goes,0.2581955298543221
going,0.2510771420929807
gone,0.2171443684458382
gonna,0.2456244844309026
good,0.1844652914513192
got,0.286613884165787
gouges,0.36011354969971
gower,0.36011354969971
graduate,0.304298067154123
grandparental,0.36011354969971
graphic,0.304298067154123
grateful,0.304298067154123
gray,0.3230399515735919
great,0.2257623502615849
greece,0.2696441195203961
groid,0.257490555772244
group,0.1727612479306629
grow,0.2927337576715141
guidance,0.3372124111225044
gun,0.2631214402474166
gunfire,0.3868467964999317
guy,0.2899979514644913
guys,0.2022207064021648
gypsy,0.3126111926952041
had,0.2284097164251913
hahaha,0.36011354969971
haid,0.36011354969971
hail,0.2771427067914289
hair,0.2328059730521196
half,0.1889223384755163
hall,0.3290183305175235
ham,0.3126111926952041
hand,0.2159337288168668
handed,0.2913756775094773
haplogroup,0.304298067154123
haplotypes,0.3230399515735919
happened,0.2196497407555599
hard,0.2463523673751253
harvard,0.36011354969971
has,0.2995439743638881
hate,0.1694494079794657
hated,0.3331356430653738
have,0.2238840501621546
he,0.3084618881150673
head,0.2102520279260342
heard,0.227045584527126
heil,0.2696441195203961
hell,0.2378536291546162
hello,0.2124548044999772
her,0.2510615076621747
here,0.2373869956081838
hero,0.2861132871052471
hey,0.2741613904874779
hi,0.2836035213906958
high,0.1793432229813598
him,0.3289442613249828
his,0.3355060281777708
hitler,0.2985196401905322
hoffman,0.3126111926952041
hold,0.254877594461359
hollum,0.36011354969971
home,0.2020848613442016
honor,0.2696441195203961
honour,0.2631817065597794
hood,0.3126111926952041
hope,0.1426891952367204
hopkins,0.36011354969971
house,0.1762626439270223
hovhannisyan,0.3372124111225044
how,0.158992041684454
howard,0.3372124111225044
hows,0.3230399515735919
hphotos,0.3230399515735919
http,0.236975064661607
https,0.215564747822916
huffed,0.36011354969971
hum,0.3230399515735919
human,0.2310382092147283
humans,0.2477813263045458
humor,0.3732382173665531
i,0.295567463264807
id,0.2310382092147283
idiot,0.2732420658933597
ie,0.252397129574287
if,0.2055765414352058
igger,0.3372124111225044
immigrants,0.2209473532597341
in,0.3703491816049103
indeed,0.2294733822718664
influenced,0.3372124111225044
inhumanity,0.36011354969971
injured,0.3126111926952041
injury,0.3230399515735919
institute,0.3126111926952041
intelligent,0.3671175836786365
into,0.1298651461916134
invasion,0.304298067154123
invent,0.3126111926952041
investigation,0.3372124111225044
iowa,0.3632105726832697
iranian,0.3372124111225044
irish,0.1652929303205937
is,0.3058386203372156
isabelle,0.36011354969971
it,0.2690486981732047
its,0.1270058022887942
j,0.2631817065597794
jacksonville,0.3126111926952041
jade,0.3372124111225044
jager,0.3126111926952041
jail,0.2500355639865137
jamaica,0.3632105726832697
jardinero,0.36011354969971
jax,0.36011354969971
jetlageando,0.3230399515735919
job,0.2081334940260691
jogging,0.36011354969971
jpg,0.3027945443693429
jpghttp,0.3230399515735919
jumped,0.2814062261274951
june,0.2973549974633953
just,0.2434112170903482
k,0.2396577817113422
kept,0.2771427067914289
kevin,0.304298067154123
khanty,0.3372124111225044
khudoyan,0.3372124111225044
kick,0.2477813263045458
kicked,0.2913756775094773
kid,0.2494898267483759
kill,0.2758575489012302
killed,0.3069353114874812
killing,0.3192942213870363
kills,0.3632105726832697
kin,0.3230399515735919
kinda,0.2732420658933597
kiss,0.2771427067914289
kisses,0.36011354969971
kkk,0.2771427067914289
knackers,0.3372124111225044
knife,0.26630272666862
know,0.1587962067735355
kung,0.3230399515735919
l,0.2343158808883137
la,0.2861132871052471
lack,0.26630272666862
ladies,0.2814062261274951
lapd,0.36011354969971
large,0.2343158808883137
last,0.2569683554246397
latimes,0.3372124111225044
laughing,0.26630272666862
lawyer,0.3126111926952041
lead,0.257490555772244
learn,0.2050993429060553
least,0.1904269528504495
leave,0.2081334940260691
led,0.2861132871052471
left,0.1832612193849688
lesbian,0.304298067154123
let,0.2062685058846967
lethal,0.3372124111225044
levon,0.36011354969971
lies,0.254877594461359
life,0.1812701674482487
like,0.34745687020368
limerickpost,0.36011354969971
liquid,0.3372124111225044
lisa,0.3126111926952041
listen,0.2222770311026224
little,0.2120236008884998
live,0.1957733385489826
lived,0.2264767437141337
lives,0.2343158808883137
living,0.2776091932939289
local,0.2102520279260342
lol,0.2471206667624575
london,0.2545489413193411
look,0.2269919778096086
lookin,0.3230399515735919
looking,0.2602994612723082
looks,0.2365505654754853
lost,0.2343158808883137
loud,0.2771427067914289
louis,0.2913756775094773
love,0.2316086079124438
lub,0.3372124111225044
luck,0.2310382092147283
m,0.3183658441302524
mace,0.36011354969971
machete,0.3230399515735919
machette,0.36011354969971
made,0.2328059730521196
mah,0.36011354969971
mail,0.32250653973165
make,0.2279295332447571
makes,0.2836035213906958
man,0.6887877632484933
mannerisms,0.3372124111225044
mans,0.304298067154123
many,0.1790141984109407
march,0.2674103918451607
mark,0.2732420658933597
marry,0.2771427067914289
masculine,0.36011354969971
mate,0.2500355639865137
may,0.2340279897140796
maybe,0.1568412468933061
me,0.2709313523059677
mebbe,0.36011354969971
media,0.198596799761629
meet,0.273496090718163
men,0.3208223734443642
mess,0.257490555772244
met,0.2435564474808778
meters,0.3372124111225044
michael,0.2602521447364221
mile,0.2771427067914289
miles,0.257490555772244
minded,0.2500355639865137
missing,0.257490555772244
mississippi,0.3126111926952041
mob,0.2913756775094773
mofo,0.36011354969971
moines,0.3372124111225044
mold,0.3372124111225044
monday,0.2732420658933597
money,0.1812701674482487
monkey,0.2696441195203961
monkies,0.36011354969971
month,0.2733036481958138
more,0.2976759238705927
morning,0.2927337576715141
most,0.2308256182013053
mother,0.2041233745159493
motorized,0.3372124111225044
mourn,0.3372124111225044
move,0.200379906088763
moved,0.2183825773776606
movement,0.2360356997457938
movie,0.2378148121500867
much,0.1961084313492172
mugger,0.36011354969971
murder,0.3262258508665141
murdered,0.3074846525555549
murdering,0.3372124111225044
murders,0.2814062261274951
muscle,0.3230399515735919
my,0.2315671846416155
n,0.2727314929275669
n1,0.36011354969971
nah,0.3372124111225044
name,0.2304348414580508
names,0.2602521447364221
national,0.274565108272748
nationalism,0.2435564474808778
natives,0.2861132871052471
nature,0.2435564474808778
nazi,0.254877594461359
nearly,0.2477813263045458
need,0.1888008885824687
neevr,0.36011354969971
negro,0.1678579149416222
neighborhood,0.2631817065597794
neighbors,0.2814062261274951
neil,0.3372124111225044
nelli,0.36011354969971
net,0.2310382092147283
netherlands,0.3372124111225044
never,0.267950419484163
new,0.1675184086751273
news,0.2266824102366098
next,0.1756649095534583
nice,0.2776091932939289
nigerian,0.2913756775094773
night,0.3113442843811649
niglet,0.304298067154123
no,0.2567617574218398
non,0.2634539367055217
nor,0.257490555772244
nordic,0.2720716107881118
north,0.2279537995802694
nose,0.2696441195203961
not,0.1987791125953042
nothing,0.1618702561797252
now,0.2384307912867705
nr,0.36011354969971
nurse,0.36011354969971
nuts,0.3230399515735919
ny,0.2913756775094773
o,0.2771826581107651
oakland,0.36011354969971
obituary,0.3230399515735919
obviously,0.2631817065597794
october,0.2771427067914289
odd,0.2861132871052471
of,0.3475771097262986
off,0.2009894874088886
officer,0.2973549974633953
officers,0.3376789969240346
ohhh,0.36011354969971
old,0.2963593075210545
oliver,0.3372124111225044
on,0.312604254509941
once,0.2352757846073835
one,0.2951037942797582
online,0.3284195602050357
only,0.2031996025472154
onto,0.2696441195203961
or,0.2717595748927627
ord,0.3372124111225044
org,0.1683838768580342
organization,0.254877594461359
original,0.2771427067914289
origo,0.36011354969971
other,0.1097307045949827
our,0.2228684040353039
out,0.2478453132228595
over,0.1298651461916134
own,0.1402602123541095
owns,0.36011354969971
p,0.2631214402474166
packi,0.36011354969971
pagan,0.2814062261274951
page,0.2135901025637951
pair,0.2732420658933597
paki,0.3230399515735919
palm,0.3126111926952041
paper,0.2456244844309026
part,0.1768663285800356
parts,0.2696441195203961
pass,0.2135901025637951
passenger,0.3372124111225044
patch,0.3372124111225044
paternal,0.3372124111225044
patient,0.3126111926952041
pdf,0.252397129574287
peer,0.3372124111225044
penalty2,0.36011354969971
pensions,0.3372124111225044
people,0.2736932293184622
perfect,0.2861132871052471
permit,0.3372124111225044
person,0.1683838768580342
personally,0.2861132871052471
pertaining,0.36011354969971
phone,0.2343158808883137
photo,0.2415697328037512
photos,0.2500355639865137
pick,0.2456244844309026
picked,0.2861132871052471
place,0.2554294293403066
planned,0.3230399515735919
play,0.2279537995802694
please,0.1721967210976735
point,0.196867630223957
points,0.2771427067914289
poles,0.2696441195203961
police,0.3380500707449776
political,0.2602521447364221
posted,0.2663058180806017
potential,0.3126111926952041
power,0.2159337288168668
praise,0.3230399515735919
pregnant,0.2973549974633953
pressure,0.2913756775094773
pride,0.2071037124393521
principal,0.3230399515735919
prison,0.252397129574287
prn1,0.36011354969971
proclaimed,0.36011354969971
programme,0.36011354969971
prosecutors,0.36011354969971
protect,0.2602521447364221
proud,0.2581955298543221
publicly,0.2973549974633953
published,0.3331356430653738
pulls,0.3126111926952041
punches,0.3372124111225044
punk,0.304298067154123
purpose,0.2732420658933597
quarrel,0.36011354969971
r,0.2415697328037512
r1a,0.3372124111225044
r1b,0.3126111926952041
race,0.1777240426230754
racially,0.26630272666862
racist,0.2352757846073835
rahowa,0.3126111926952041
ramifications,0.3372124111225044
ran,0.3126875808546768
range,0.2771427067914289
rape,0.2500355639865137
rapes,0.2771427067914289
raping,0.2814062261274951
rasta,0.36011354969971
rastus,0.36011354969971
re,0.2534928591536116
react,0.304298067154123
real,0.1943676691782759
really,0.245973084782927
reason,0.2903214255650696
received,0.3126111926952041
referral,0.36011354969971
regardin,0.36011354969971
regency,0.3230399515735919
regional,0.2973549974633953
regions,0.3632105726832697
release,0.304298067154123
remember,0.2050993429060553
reported,0.252397129574287
reporter,0.3230399515735919
researcher,0.36011354969971
resist,0.3230399515735919
resoluteness,0.36011354969971
respectable,0.3126111926952041
rest,0.3022695008242229
reveal,0.3372124111225044
right,0.2024541493902271
risk,0.2861132871052471
river,0.254877594461359
rlm,0.2477813263045458
road,0.254877594461359
rob,0.3632105726832697
robber,0.36011354969971
rolf,0.36011354969971
roll,0.2973549974633953
room,0.257490555772244
rule,0.2602521447364221
running,0.2279537995802694
russia,0.2945881905876035
russian,0.2415697328037512
s,0.3237003017760234
s00439,0.36011354969971
sad,0.2135901025637951
said,0.2099076746681991
same,0.1912524504719173
sat,0.2696441195203961
saturday,0.2771427067914289
save,0.2360356997457938
saw,0.1618702561797252
say,0.2098453571922226
says,0.1896698122031279
scale,0.26630272666862
scares,0.3372124111225044
scene,0.2360356997457938
school,0.1681842162275222
scontent,0.3372124111225044
scores,0.2973549974633953
scpf,0.3230399515735919
scrounging,0.3372124111225044
sdl,0.36011354969971
searching,0.2861132871052471
seat,0.3126111926952041
sedan,0.36011354969971
see,0.2317516537427252
seeing,0.2456244844309026
seems,0.2545489413193411
seen,0.2183592473433349
semen,0.3372124111225044
sense,0.257490555772244
sentenced,0.3372124111225044
september,0.2861132871052471
seriously,0.254877594461359
service,0.2602521447364221
sets,0.3372124111225044
several,0.2183825773776606
sf,0.2113424373343077
shape,0.2861132871052471
she,0.2191031989488727
shiny,0.36011354969971
shoot,0.2456244844309026
shootings,0.36011354969971
shoppers,0.36011354969971
shot,0.3331084021514832
should,0.2534524396191282
show,0.1466965093649839
sincerely,0.304298067154123
singer,0.2913756775094773
single,0.2183825773776606
sister,0.2294733822718664
sitting,0.2985196401905322
situation,0.252397129574287
six,0.254877594461359
sixth,0.3372124111225044
skinned,0.3126111926952041
skins,0.2732420658933597
small,0.1919713409079038
smashed,0.3126111926952041
smile,0.2913756775094773
smith,0.2913756775094773
so,0.245396074462501
soap,0.36011354969971
some,0.2719928637942885
sometimes,0.2264767437141337
somewhat,0.2973549974633953
son,0.2720716107881118
song,0.2135901025637951
songs,0.2631817065597794
sorry,0.2930690960263938
soul,0.3050823333639283
sound,0.2183825773776606
sounds,0.2310382092147283
source,0.2500355639865137
southeast,0.3230399515735919
spending,0.3230399515735919
spirit,0.2602521447364221
spot,0.2771427067914289
sprays,0.36011354969971
square,0.2913756775094773
st,0.2621001600542442
stabbing,0.3126111926952041
stand,0.2159337288168668
standard,0.2814062261274951
star,0.2602521447364221
start,0.1633142941555681
starting,0.2631817065597794
state,0.1977256929881952
stating,0.3372124111225044
station,0.254877594461359
stay,0.2081334940260691
stays,0.3126111926952041
step,0.2696441195203961
stood,0.3331356430653738
stop,0.1806209510105746
stopped,0.252397129574287
stories,0.2477813263045458
stormed,0.3230399515735919
stormfront,0.1525901901480301
story,0.2702801931815884
strangling,0.36011354969971
straw,0.3372124111225044
stream,0.3372124111225044
street,0.274565108272748
stressing,0.36011354969971
strong,0.2456244844309026
structure,0.3230399515735919
students,0.2601131405992128
stuff,0.2572611579174743
stupid,0.2828182745210287
style,0.2631817065597794
sub,0.2477813263045458
substitute,0.3372124111225044
suburban,0.3126111926952041
subway,0.3126111926952041
such,0.1727612479306629
sucks,0.2913756775094773
suffered,0.36011354969971
suggest,0.26630272666862
suited,0.3230399515735919
supermarket,0.3372124111225044
supossed,0.36011354969971
sure,0.2254198975429873
suspected,0.2913756775094773
swiss,0.2973549974633953
syunik,0.3372124111225044
t,0.2586096713452163
t416643,0.36011354969971
t69616,0.36011354969971
table,0.2732420658933597
tag,0.3126111926952041
take,0.1474521612725079
taken,0.2183825773776606
tale,0.36011354969971
talked,0.304298067154123
talkin,0.3372124111225044
talking,0.2113424373343077
talks,0.2913756775094773
tape,0.3576900323748442
task,0.2732420658933597
taxi,0.3230399515735919
taylor,0.3230399515735919
tcga,0.36011354969971
tcgapdf,0.36011354969971
teacher,0.2022207064021648
technology,0.304298067154123
teef,0.36011354969971
tel,0.36011354969971
television,0.2500355639865137
tell,0.2690422390255807
telling,0.2909458530863964
tens,0.2631817065597794
terribel,0.36011354969971
tesco,0.36011354969971
than,0.2103280536180417
thanks,0.17809207035919
that,0.310214799522684
thats,0.2159337288168668
the,0.3588695502402809
their,0.1689881390723072
them,0.0619233226139667
then,0.1677396492528944
there,0.2726426496082877
therefore,0.2771427067914289
theres,0.2696441195203961
these,0.1690818287738633
they,0.2252571505226064
things,0.1762626439270223
think,0.1099499912454079
thinks,0.252397129574287
this,0.3134214606486323
thomas,0.2861132871052471
those,0.1195779606421565
throws,0.3126111926952041
time,0.2672019525412687
times,0.2779563476671524
tired,0.252397129574287
title,0.2771427067914289
to,0.3339476688729946
toe,0.2861132871052471
together,0.2365505654754853
told,0.2471206667624575
too,0.1792751591521205
tottenham,0.36011354969971
towards,0.3126875808546768
town,0.1721967210976735
trail,0.3230399515735919
train,0.2913756775094773
tree,0.2415697328037512
trial,0.2814062261274951
tricycle,0.3372124111225044
tricycles,0.36011354969971
triple,0.36011354969971
true,0.2885636122100561
truly,0.2631817065597794
try,0.2222936207162939
trying,0.1799786891006271
turkey,0.2814062261274951
turned,0.2602521447364221
turning,0.26630272666862
tv,0.2632174486450922
twin,0.3230399515735919
two,0.2663966062510311
type,0.2250397394830015
typical,0.254877594461359
u,0.1896698122031279
uber,0.3372124111225044
ucl,0.3372124111225044
ugric,0.3372124111225044
uk,0.2102520279260342
uneven,0.36011354969971
universiteit,0.36011354969971
university,0.2171443684458382
until,0.1881842695461031
up,0.2947488073899957
ur,0.2973549974633953
us,0.1742347423813183
use,0.1642957890367795
used,0.1812701674482487
uses,0.2814062261274951
v,0.200379906088763
vacation,0.3126111926952041
vagina,0.36011354969971
vancouver,0.2631817065597794
ve,0.1891024579703356
very,0.1800640475029921
victim,0.2631817065597794
victims,0.2396577817113422
video,0.2900009226993961
view,0.254877594461359
vigoursoly,0.36011354969971
vine,0.36011354969971
violence,0.3126875808546768
violent,0.2396577817113422
viral,0.36011354969971
visitors,0.3372124111225044
vrije,0.36011354969971
vs,0.2814062261274951
wa,0.3126111926952041
walked,0.3290183305175235
walking,0.2631817065597794
wallin,0.36011354969971
wanna,0.2631817065597794
want,0.1727913639601228
wanted,0.2102520279260342
warning,0.2771427067914289
was,0.3204942607335704
wasting,0.3126111926952041
watch,0.2304974053664708
watched,0.257490555772244
waukesha,0.36011354969971
way,0.2649981923390264
wc1e,0.36011354969971
we,0.1852752383668359
weale,0.3230399515735919
website,0.2236405257237632
wedding,0.3126111926952041
week,0.2378536291546162
weeks,0.2012928440995046
welfare,0.252397129574287
well,0.1754608520632581
