word,npmi-bias,her-npmi,her-count,man-npmi,man-count
online,-0.11088720499682522,0.2175323552082105,2,0.3284195602050357,4
these,-0.10796482908146299,0.0611169996924003,1,0.1690818287738633,2
anyone,-0.10671500060079879,0.0883932335471931,1,0.1951082341479919,2
much,-0.10666441776946221,0.089444013579755,1,0.1961084313492172,2
https,-0.10564272678451168,0.1099220210384043,1,0.215564747822916,2
city,-0.1048133261183094,0.1256215153397414,1,0.2304348414580508,2
once,-0.10453420921789869,0.1307415753894848,1,0.2352757846073835,2
racist,-0.10453420921789869,0.1307415753894848,1,0.2352757846073835,2
enough,-0.10426550628891859,0.1355988296187797,1,0.2398643359076983,2
hard,-0.1038786874733919,0.1424736799017334,1,0.2463523673751253,2
seems,-0.10337845591544848,0.1511704854038926,1,0.2545489413193411,2
london,-0.10337845591544848,0.1511704854038926,1,0.2545489413193411,2
future,-0.10326728717899739,0.1530750075925761,1,0.2563422947715735,2
proud,-0.10315175633213258,0.1550437735221895,1,0.2581955298543221,2
almost,-0.10315175633213258,0.1550437735221895,1,0.2581955298543221,2
students,-0.1030315163568383,0.1570816242423745,1,0.2601131405992128,2
gun,-0.10284145981603413,0.1602799804313825,1,0.2631214402474166,2
women,-0.1026890884214034,0.2063176438359176,3,0.309006732257321,5
posted,-0.10263837863165551,0.1636674394489462,1,0.2663058180806017,2
nordic,-0.10226569098236232,0.1698059198057495,1,0.2720716107881118,2
kill,-0.10201748368441022,0.17384006521682,1,0.2758575489012302,2
chinese,-0.10134331048730841,0.1845913047112482,1,0.2859346151985566,2
telling,-0.10100072113630582,0.1899451319500906,1,0.2909458530863964,2
grow,-0.10087731235224251,0.1918564453192716,1,0.2927337576715141,2
sitting,-0.10047368723600578,0.1980459529545264,1,0.2985196401905322,2
2010,-0.1000079853116339,0.2050743480522944,1,0.3050823333639283,2
your,-0.09980653233125719,0.1329303084341942,5,0.2327368407654514,7
day,-0.0995673207289948,0.1817656222089806,4,0.2813329429379754,6
ran,-0.09945779704694449,0.2132297838077323,1,0.3126875808546768,2
like,-0.09895203444342848,0.2485048357602515,18,0.34745687020368,21
caught,-0.09831513633500033,0.2640744517621393,3,0.3623895880971396,5
whitey,-0.098238163672698,0.2307801668448255,1,0.3290183305175235,2
hall,-0.098238163672698,0.2307801668448255,1,0.3290183305175235,2
stood,-0.0979224177690742,0.2352132252962996,1,0.3331356430653738,2
officers,-0.09757013450118099,0.2401088624228536,1,0.3376789969240346,2
rob,-0.09551479710938249,0.2676957755738872,1,0.3632105726832697,2
iowa,-0.09551479710938249,0.2676957755738872,1,0.3632105726832697,2
young,-0.09430205558060112,0.2560686426039461,4,0.3503706981845472,6
more,-0.09228982622735862,0.2053860976432341,8,0.2976759238705927,10
he,-0.09149688367924691,0.2169650044358204,8,0.3084618881150673,10
great,-0.090500313916474,0.1352620363451109,2,0.2257623502615849,3
look,-0.09043417732820833,0.1365578004814003,2,0.2269919778096086,3
his,-0.0894272773700028,0.246078750807768,8,0.3355060281777708,10
work,-0.0886035781062822,0.1708531757713546,2,0.2594567538776368,3
anti,-0.08847837352050553,0.173098180018062,2,0.2615765535385675,3
tv,-0.08838097617775093,0.1748364724673413,2,0.2632174486450922,3
you,-0.08819002992571029,0.1495712009864474,13,0.2377612309121577,14
color,-0.0872335524378226,0.1948103575568244,2,0.282043909994647,3
makes,-0.08713602244805577,0.19646749894264,2,0.2836035213906958,3
attack,-0.08713602244805577,0.19646749894264,2,0.2836035213906958,3
6,-0.08713602244805577,0.19646749894264,2,0.2836035213906958,3
reason,-0.08671158101171311,0.2036098445533565,2,0.2903214255650696,3
rest,-0.08593926746128058,0.2163302333629423,2,0.3022695008242229,3
beat,-0.08490451042480981,0.23285797524353,2,0.3177624856683398,3
going,-0.08425459370247412,0.1668225483905066,3,0.2510771420929807,4
all,-0.08396602375847151,0.1761891522847942,10,0.2601551760432657,11
our,-0.0839527707566867,0.1389156332786172,4,0.2228684040353039,5
beaten,-0.08332800982912442,0.2570259210843875,2,0.3403539309135119,3
1,-0.08327547827729662,0.1846459352630128,3,0.2679214135403094,4
people,-0.0822682944412784,0.1914249348771838,9,0.2736932293184622,10
up,-0.08170174059293861,0.2130470667970571,10,0.2947488073899957,11
one,-0.0816776967603566,0.2134260975194016,10,0.2951037942797582,11
www,-0.08062713519114051,0.1911443493589754,6,0.2717714845501159,7
night,-0.0805660077249877,0.2307782766561772,3,0.3113442843811649,4
murder,-0.07957565615273623,0.2466501947137779,3,0.3262258508665141,4
another,-0.0794569316535007,0.2201957721852505,4,0.2996527038387512,5
him,-0.07726950789780107,0.2516747534271817,7,0.3289442613249828,8
for,-0.0708255227902081,0.2607337133359058,31,0.3315592361261139,27
are,-0.0685511377363712,0.1631231594610624,13,0.2316742971974336,12
has,-0.06832681870872859,0.2312171556551595,9,0.2995439743638881,9
of,-0.06780814640717714,0.2797689633191215,54,0.3475771097262986,43
should,-0.06260934315073372,0.1908430964683945,5,0.2534524396191282,5
never,-0.061878827344286486,0.2060715921398765,5,0.267950419484163,5
a,-0.060764689649535186,0.3333178609459928,81,0.394082550595528,60
now,-0.0606237631124078,0.1778070281743627,4,0.2384307912867705,4
s,-0.058798977751789605,0.2649013240242338,27,0.3237003017760234,22
find,-0.05794023100008783,0.1690517468095208,3,0.2269919778096086,3
dont,-0.0575179751563874,0.179158279183511,3,0.2366762543398984,3
place,-0.05667901496235561,0.198750414377951,3,0.2554294293403066,3
many,-0.05580196281180291,0.1232122355991378,2,0.1790141984109407,2
or,-0.055611020703961095,0.2161485541888016,13,0.2717595748927627,11
even,-0.0555907409574016,0.129124428608635,2,0.1847151695660366,2
10,-0.055365719160538174,0.2282378022301576,3,0.2836035213906958,3
charged,-0.05524640594614,0.2887861888511929,4,0.3440325947973329,4
country,-0.055186896427175,0.1402530492752893,2,0.1954399457024643,2
live,-0.05517420652198751,0.1405991320269951,2,0.1957733385489826,2
with,-0.05499296561662359,0.2866996986030043,29,0.3416926642196279,23
world,-0.05496062848920219,0.1463919273960006,2,0.2013525558852028,2
dog,-0.0537629878796444,0.2625131343188226,3,0.316276122198467,3
big,-0.05368871850341031,0.1797251128313295,2,0.2334138313347398,2
together,-0.05356019672848922,0.1829903687469961,2,0.2365505654754853,2
the,-0.05277567045693338,0.3060938797833475,91,0.3588695502402809,63
stuff,-0.05269331488259879,0.2045678430348755,2,0.2572611579174743,2
goes,-0.05265345473373259,0.2055420751205895,2,0.2581955298543221,2
gang,-0.052649375726774805,0.2853585279221445,3,0.3380079036489193,3
st,-0.05248618235762309,0.2096139776966211,2,0.2621001600542442,2
brother,-0.05199994263286892,0.2213037055629449,2,0.2733036481958138,2
15,-0.0518294158352792,0.2253532422754859,2,0.2771826581107651,2
eating,-0.05087138482936868,0.2476482553611635,2,0.2985196401905322,2
which,-0.0508241911246963,0.1005436278437333,1,0.1513678189684296,1
stormfront,-0.050785833833382504,0.1018043563146476,1,0.1525901901480301,1
maybe,-0.05065167629811451,0.1061895705951916,1,0.1568412468933061,1
area,-0.050609381548898505,0.1075643403830187,1,0.1581737219319172,1
start,-0.050445121959065115,0.112869172196503,1,0.1633142941555681,1
use,-0.0504135627990029,0.1138822262377766,1,0.1642957890367795,1
forum,-0.0503321350619563,0.1164870535995198,1,0.1668191886614761,1
_,-0.0503153942703683,0.1170209844948849,1,0.1673363787652532,1
bad,-0.050246815953016305,0.1192025920264494,1,0.1694494079794657,1
please,-0.0501572140788005,0.122039507018873,1,0.1721967210976735,1
such,-0.05013874107247018,0.1226225068581927,1,0.1727612479306629,1
group,-0.05013874107247018,0.1226225068581927,1,0.1727612479306629,1
attacked,-0.050083665430764646,0.2654386050945823,2,0.3155222705253469,2
god,-0.05008214637966381,0.1244046486671533,1,0.1744867950468171,1
part,-0.05000378167931668,0.1268625469007189,1,0.1768663285800356,1
thanks,-0.04996326955850619,0.1281288008006838,1,0.17809207035919,1
high,-0.0499218158735977,0.1294214071077621,1,0.1793432229813598,1
american,-0.04990072200713869,0.1300779670934884,1,0.1799786891006271,1
money,-0.049857770568187604,0.1314123968800611,1,0.1812701674482487,1
0,-0.049745633484615,0.1348809093452262,1,0.1846265428298412,1
best,-0.04972233369245421,0.1355988296187797,1,0.1853211633112339,1
u,-0.049575745739343396,0.1400940664637845,1,0.1896698122031279,1
because,-0.04957360091120158,0.2245523690333376,7,0.2741259699445392,6
fight,-0.04955009639857119,0.1408768564518783,1,0.1904269528504495,1
least,-0.04955009639857119,0.1408768564518783,1,0.1904269528504495,1
college,-0.049524071892562804,0.1416699620150681,1,0.1911940339076309,1
coming,-0.04947085201059831,0.1432883201425236,1,0.1927591721531219,1
media,-0.049270932875568996,0.14932586688606,1,0.198596799761629,1
end,-0.049270932875568996,0.14932586688606,1,0.198596799761629,1
hated,-0.049244876526549186,0.2838907665388246,2,0.3331356430653738,2
whole,-0.04924044329025712,0.1502409417951759,1,0.199481385085433,1
move,-0.049209420684870386,0.1511704854038926,1,0.200379906088763,1
boy,-0.04914569880958869,0.1530750075925761,1,0.2022207064021648,1
guys,-0.04914569880958869,0.1530750075925761,1,0.2022207064021648,1
learn,-0.04904560386826051,0.1560537390377948,1,0.2050993429060553,1
got,-0.04898742997890718,0.2376264541868798,7,0.286613884165787,6
pride,-0.0489755865943948,0.1581281258449573,1,0.2071037124393521,1
gets,-0.0489395111099141,0.159193982916155,1,0.2081334940260691,1
job,-0.0489395111099141,0.159193982916155,1,0.2081334940260691,1
either,-0.04886507473114779,0.1613869531948864,1,0.2102520279260342,1
9,-0.04886507473114779,0.1613869531948864,1,0.2102520279260342,1
local,-0.04886507473114779,0.1613869531948864,1,0.2102520279260342,1
band,-0.04886507473114779,0.1613869531948864,1,0.2102520279260342,1
video,-0.04882686797238589,0.2411740547270102,7,0.2900009226993961,6
talking,-0.048826647139318086,0.1625157901949896,1,0.2113424373343077,1
cat,-0.04877695472202004,0.2939785684705489,2,0.3427555231925689,2
page,-0.04874718915852541,0.1648429134052697,1,0.2135901025637951,1
woman,-0.04869205417463773,0.3458634293314752,13,0.3945554835061129,11
thats,-0.04866398447871198,0.1672697443381548,1,0.2159337288168668,1
hand,-0.04866398447871198,0.1672697443381548,1,0.2159337288168668,1
power,-0.04866398447871198,0.1672697443381548,1,0.2159337288168668,1
gone,-0.04862086197267451,0.1685235064731637,1,0.2171443684458382,1
11,-0.04862086197267451,0.1685235064731637,1,0.2171443684458382,1
change,-0.04862086197267451,0.1685235064731637,1,0.2171443684458382,1
several,-0.0485766575719111,0.1698059198057495,1,0.2183825773776606,1
happened,-0.04853131489477719,0.1711184258607827,1,0.2196497407555599,1
50,-0.04853131489477719,0.1711184258607827,1,0.2196497407555599,1
dirty,-0.0484847730012449,0.1724625802584892,1,0.2209473532597341,1
website,-0.0483878218976225,0.1752527038261407,1,0.2236405257237632,1
example,-0.04833726307508718,0.1767024764079143,1,0.2250397394830015,1
running,-0.048231552805339695,0.1797222467749297,1,0.2279537995802694,1
indeed,-0.04817620635411379,0.1812971759177526,1,0.2294733822718664,1
lives,-0.0479988160003916,0.1863170648879221,1,0.2343158808883137,1
body,-0.0479988160003916,0.1863170648879221,1,0.2343158808883137,1
large,-0.0479988160003916,0.1863170648879221,1,0.2343158808883137,1
among,-0.0479988160003916,0.1863170648879221,1,0.2343158808883137,1
scene,-0.0479354432570723,0.1881002564887215,1,0.2360356997457938,1
whatever,-0.0479354432570723,0.1881002564887215,1,0.2360356997457938,1
movement,-0.0479354432570723,0.1881002564887215,1,0.2360356997457938,1
bar,-0.0478696801999961,0.1899451319500906,1,0.2378148121500867,1
movie,-0.0478696801999961,0.1899451319500906,1,0.2378148121500867,1
18,-0.0478013363920706,0.1918564453192716,1,0.2396577817113422,1
facebook,-0.04773019749687671,0.1938395353068745,1,0.2415697328037512,1
boys,-0.047656021085171085,0.1959004263957067,1,0.2435564474808778,1
babies,-0.047656021085171085,0.1959004263957067,1,0.2435564474808778,1
x202c,-0.047656021085171085,0.1959004263957067,1,0.2435564474808778,1
x202a,-0.047656021085171085,0.1959004263957067,1,0.2435564474808778,1
shoot,-0.047578531476376196,0.1980459529545264,1,0.2456244844309026,1
strong,-0.047578531476376196,0.1980459529545264,1,0.2456244844309026,1
gonna,-0.047578531476376196,0.1980459529545264,1,0.2456244844309026,1
criminal,-0.047497413335065714,0.2002839129694801,1,0.2477813263045458,1
rlm,-0.047497413335065714,0.2002839129694801,1,0.2477813263045458,1
btw,-0.047412303642673626,0.2026232603438401,1,0.2500355639865137,1
fed,-0.047412303642673626,0.2026232603438401,1,0.2500355639865137,1
breed,-0.047322781521992596,0.2050743480522944,1,0.252397129574287,1
welfare,-0.047322781521992596,0.2050743480522944,1,0.252397129574287,1
nazi,-0.0472283551845413,0.2076492392768177,1,0.254877594461359,1
seriously,-0.0472283551845413,0.2076492392768177,1,0.254877594461359,1
typical,-0.0472283551845413,0.2076492392768177,1,0.254877594461359,1
station,-0.0472283551845413,0.2076492392768177,1,0.254877594461359,1
watched,-0.04712844496338339,0.2103621108088606,1,0.257490555772244,1
mess,-0.04712844496338339,0.2103621108088606,1,0.257490555772244,1
missing,-0.04712844496338339,0.2103621108088606,1,0.257490555772244,1
nor,-0.04712844496338339,0.2103621108088606,1,0.257490555772244,1
charge,-0.04712844496338339,0.2103621108088606,1,0.257490555772244,1
michael,-0.047022360928689805,0.2132297838077323,1,0.2602521447364221,1
crimes,-0.047022360928689805,0.2132297838077323,1,0.2602521447364221,1
names,-0.047022360928689805,0.2132297838077323,1,0.2602521447364221,1
turned,-0.047022360928689805,0.2132297838077323,1,0.2602521447364221,1
2014,-0.046909272862734,0.2162724336970454,1,0.2631817065597794,1
g,-0.046909272862734,0.2162724336970454,1,0.2631817065597794,1
wanna,-0.046909272862734,0.2162724336970454,1,0.2631817065597794,1
obviously,-0.046909272862734,0.2162724336970454,1,0.2631817065597794,1
whenever,-0.046909272862734,0.2162724336970454,1,0.2631817065597794,1
dance,-0.046909272862734,0.2162724336970454,1,0.2631817065597794,1
17,-0.046909272862734,0.2162724336970454,1,0.2631817065597794,1
da,-0.04678816922564258,0.2195145574429774,1,0.26630272666862,1
laughing,-0.04678816922564258,0.2195145574429774,1,0.26630272666862,1
knife,-0.04678816922564258,0.2195145574429774,1,0.26630272666862,1
famous,-0.046657799868413175,0.2229863196519829,1,0.2696441195203961,1
creatures,-0.046657799868413175,0.2229863196519829,1,0.2696441195203961,1
theres,-0.046657799868413175,0.2229863196519829,1,0.2696441195203961,1
greece,-0.046657799868413175,0.2229863196519829,1,0.2696441195203961,1
heil,-0.046657799868413175,0.2229863196519829,1,0.2696441195203961,1
monkey,-0.046657799868413175,0.2229863196519829,1,0.2696441195203961,1
idiot,-0.0465165940765718,0.2267254718167879,1,0.2732420658933597,1
monday,-0.0465165940765718,0.2267254718167879,1,0.2732420658933597,1
table,-0.0465165940765718,0.2267254718167879,1,0.2732420658933597,1
kinda,-0.0465165940765718,0.2267254718167879,1,0.2732420658933597,1
dress,-0.0465165940765718,0.2267254718167879,1,0.2732420658933597,1
com,-0.0464696999909206,0.1972972391532616,6,0.2437669391441822,5
range,-0.04636253994660339,0.2307801668448255,1,0.2771427067914289,1
drop,-0.04636253994660339,0.2307801668448255,1,0.2771427067914289,1
bulgarian,-0.04636253994660339,0.2307801668448255,1,0.2771427067914289,1
rapes,-0.04636253994660339,0.2307801668448255,1,0.2771427067914289,1
saturday,-0.04636253994660339,0.2307801668448255,1,0.2771427067914289,1
forest,-0.04619300083119551,0.2352132252962996,1,0.2814062261274951,1
daily,-0.04619300083119551,0.2352132252962996,1,0.2814062261274951,1
neighbors,-0.04619300083119551,0.2352132252962996,1,0.2814062261274951,1
beating,-0.04619300083119551,0.2352132252962996,1,0.2814062261274951,1
arrest,-0.04619300083119551,0.2352132252962996,1,0.2814062261274951,1
won,-0.04619300083119551,0.2352132252962996,1,0.2814062261274951,1
jumped,-0.04619300083119551,0.2352132252962996,1,0.2814062261274951,1
blind,-0.04600442468239349,0.2401088624228536,1,0.2861132871052471,1
personally,-0.04600442468239349,0.2401088624228536,1,0.2861132871052471,1
fought,-0.04600442468239349,0.2401088624228536,1,0.2861132871052471,1
nigerian,-0.0457918609977076,0.2455838165117697,1,0.2913756775094773,1
handed,-0.0457918609977076,0.2455838165117697,1,0.2913756775094773,1
talks,-0.0457918609977076,0.2455838165117697,1,0.2913756775094773,1
kicked,-0.0457918609977076,0.2455838165117697,1,0.2913756775094773,1
way,-0.04556498992834329,0.2194332024106831,6,0.2649981923390264,5
pregnant,-0.045548108271322774,0.2518068891920725,1,0.2973549974633953,1
ur,-0.045548108271322774,0.2518068891920725,1,0.2973549974633953,1
wore,-0.045548108271322774,0.2518068891920725,1,0.2973549974633953,1
officer,-0.045548108271322774,0.2518068891920725,1,0.2973549974633953,1
every,-0.04529078664067718,0.2260391469338375,6,0.2713299335745147,5
coat,-0.045262088919822085,0.2590359782343009,1,0.304298067154123,1
punk,-0.045262088919822085,0.2590359782343009,1,0.304298067154123,1
invasion,-0.045262088919822085,0.2590359782343009,1,0.304298067154123,1
niglet,-0.045262088919822085,0.2590359782343009,1,0.304298067154123,1
feature,-0.045262088919822085,0.2590359782343009,1,0.304298067154123,1
aswell,-0.045262088919822085,0.2590359782343009,1,0.304298067154123,1
lesbian,-0.045262088919822085,0.2590359782343009,1,0.304298067154123,1
wedding,-0.044915417121316914,0.2676957755738872,1,0.3126111926952041,1
commercials,-0.044915417121316914,0.2676957755738872,1,0.3126111926952041,1
glasses,-0.044915417121316914,0.2676957755738872,1,0.3126111926952041,1
smashed,-0.044915417121316914,0.2676957755738872,1,0.3126111926952041,1
aged,-0.044915417121316914,0.2676957755738872,1,0.3126111926952041,1
injured,-0.044915417121316914,0.2676957755738872,1,0.3126111926952041,1
lisa,-0.044915417121316914,0.2676957755738872,1,0.3126111926952041,1
dropped,-0.044915417121316914,0.2676957755738872,1,0.3126111926952041,1
lawyer,-0.044915417121316914,0.2676957755738872,1,0.3126111926952041,1
palm,-0.044915417121316914,0.2676957755738872,1,0.3126111926952041,1
taylor,-0.04447402157076946,0.2785659300028224,1,0.3230399515735919,1
backpack,-0.04447402157076946,0.2785659300028224,1,0.3230399515735919,1
hum,-0.04447402157076946,0.2785659300028224,1,0.3230399515735919,1
suited,-0.04447402157076946,0.2785659300028224,1,0.3230399515735919,1
reporter,-0.04447402157076946,0.2785659300028224,1,0.3230399515735919,1
stormed,-0.04447402157076946,0.2785659300028224,1,0.3230399515735919,1
machete,-0.04447402157076946,0.2785659300028224,1,0.3230399515735919,1
gf,-0.04447402157076946,0.2785659300028224,1,0.3230399515735919,1
principal,-0.04447402157076946,0.2785659300028224,1,0.3230399515735919,1
auto,-0.04447402157076946,0.2785659300028224,1,0.3230399515735919,1
05,-0.04386257062490617,0.2933498404975982,1,0.3372124111225044,1
straw,-0.04386257062490617,0.2933498404975982,1,0.3372124111225044,1
substitute,-0.04386257062490617,0.2933498404975982,1,0.3372124111225044,1
semen,-0.04386257062490617,0.2933498404975982,1,0.3372124111225044,1
gather,-0.04386257062490617,0.2933498404975982,1,0.3372124111225044,1
igger,-0.04386257062490617,0.2933498404975982,1,0.3372124111225044,1
patch,-0.04386257062490617,0.2933498404975982,1,0.3372124111225044,1
talkin,-0.04386257062490617,0.2933498404975982,1,0.3372124111225044,1
whut,-0.04386257062490617,0.2933498404975982,1,0.3372124111225044,1
chick,-0.04386257062490617,0.2933498404975982,1,0.3372124111225044,1
guidance,-0.04386257062490617,0.2933498404975982,1,0.3372124111225044,1
nr,-0.0428462333661051,0.3172673163336049,1,0.36011354969971,1
ohhh,-0.0428462333661051,0.3172673163336049,1,0.36011354969971,1
ashley,-0.0428462333661051,0.3172673163336049,1,0.36011354969971,1
uneven,-0.0428462333661051,0.3172673163336049,1,0.36011354969971,1
wrench,-0.0428462333661051,0.3172673163336049,1,0.36011354969971,1
packi,-0.0428462333661051,0.3172673163336049,1,0.36011354969971,1
prosecutors,-0.0428462333661051,0.3172673163336049,1,0.36011354969971,1
neevr,-0.0428462333661051,0.3172673163336049,1,0.36011354969971,1
nurse,-0.0428462333661051,0.3172673163336049,1,0.36011354969971,1
butchy,-0.0428462333661051,0.3172673163336049,1,0.36011354969971,1
zakeshia,-0.0428462333661051,0.3172673163336049,1,0.36011354969971,1
felonies,-0.0428462333661051,0.3172673163336049,1,0.36011354969971,1
finially,-0.0428462333661051,0.3172673163336049,1,0.36011354969971,1
conslour,-0.0428462333661051,0.3172673163336049,1,0.36011354969971,1
huffed,-0.0428462333661051,0.3172673163336049,1,0.36011354969971,1
firefighter,-0.0428462333661051,0.3172673163336049,1,0.36011354969971,1
endscreen,-0.0428462333661051,0.3172673163336049,1,0.36011354969971,1
monkies,-0.0428462333661051,0.3172673163336049,1,0.36011354969971,1
forgein,-0.0428462333661051,0.3172673163336049,1,0.36011354969971,1
fqpazvlq4xq,-0.0428462333661051,0.3172673163336049,1,0.36011354969971,1
http,-0.04108132267246051,0.1958937419891465,5,0.236975064661607,4
in,-0.04044074869873954,0.3299084329061708,67,0.3703491816049103,45
as,-0.04030639672053529,0.2246342215843322,15,0.2649406183048675,11
guy,-0.03898709677657719,0.2510108546879141,5,0.2899979514644913,4
death,-0.03827429816680816,0.2691510774135704,5,0.3074253755803786,4
shot,-0.0372017259830939,0.2959066761683893,5,0.3331084021514832,4
police,-0.03425298410988431,0.3037970866350933,8,0.3380500707449776,6
down,-0.033837650220252785,0.1901221893277151,4,0.2239598395479679,3
do,-0.033240290898001595,0.1876983070687471,10,0.2209385979667487,7
that,-0.03319874341149148,0.2770160561111925,38,0.310214799522684,25
after,-0.03303114644789518,0.2146347654857166,4,0.2476659119336118,3
away,-0.032333976408782605,0.2354960851767149,4,0.2678300615854975,3
came,-0.032204407965910814,0.2393407370284624,4,0.2715451449943732,3
no,-0.03190342677313662,0.2248583306487032,10,0.2567617574218398,7
by,-0.0314761700695787,0.2732384424912961,16,0.3047146125608748,11
where,-0.031231585580407006,0.2353605231009927,7,0.2665921086813997,5
this,-0.031010050837015524,0.2824114098116168,32,0.3134214606486323,21
car,-0.030563345747273096,0.2871991399210667,4,0.3177624856683398,3
on,-0.029611581517759278,0.2829926729921817,34,0.312604254509941,22
so,-0.02818253385655531,0.2172135406059457,12,0.245396074462501,8
have,-0.027808374289810395,0.1960756758723442,17,0.2238840501621546,11
they,-0.027756898783844602,0.1975002517387618,17,0.2252571505226064,11
some,-0.02721987862125469,0.2447729851730338,12,0.2719928637942885,8
here,-0.0267034770998634,0.2106835185083204,9,0.2373869956081838,6
me,-0.02410657052224041,0.2468247817837273,14,0.2709313523059677,9
last,-0.023943228695807395,0.2330251267288323,6,0.2569683554246397,4
two,-0.02364881597135332,0.2427477902796778,6,0.2663966062510311,4
new,-0.023491982425394686,0.1440264262497326,3,0.1675184086751273,2
race,-0.023213973182339087,0.1545100694407363,3,0.1777240426230754,2
need,-0.022911951203856612,0.1658889373786121,3,0.1888008885824687,2
same,-0.022845067333927105,0.1684073831379902,3,0.1912524504719173,2
ca,-0.0217581588953471,0.2092606790503416,3,0.2310188379456887,2
may,-0.021675758690152702,0.2123522310239269,3,0.2340279897140796,2
looks,-0.02160666590084881,0.2149438995746365,3,0.2365505654754853,2
week,-0.02157096934882108,0.2162826598057951,3,0.2378536291546162,2
kid,-0.021252024518218282,0.2282378022301576,3,0.2494898267483759,2
girls,-0.02120714724446121,0.2299190136473802,3,0.2511261608918414,2
friend,-0.020933536958360727,0.2401640992984114,3,0.2610976362567721,2
month,-0.02059829065016533,0.2527053575456485,3,0.2733036481958138,2
case,-0.020563623599736014,0.254001484673012,3,0.274565108272748,2
street,-0.020563623599736014,0.254001484673012,3,0.274565108272748,2
just,-0.01972424620582139,0.2236869708845268,13,0.2434112170903482,8
murdered,-0.019657600812959808,0.2878270517425951,3,0.3074846525555549,2
n,-0.019493274935692695,0.2532382179918742,18,0.2727314929275669,11
boyfriend,-0.018824315364158573,0.318854681559876,3,0.3376789969240346,2
be,-0.017613454770569192,0.2215683311451267,15,0.2391817859156959,9
time,-0.015256411472560738,0.251945541068708,10,0.2672019525412687,6
only,-0.0148661225913925,0.1883334799558229,5,0.2031996025472154,3
say,-0.014695508081695702,0.1951498491105269,5,0.2098453571922226,3
than,-0.014683146718237589,0.1956449068998041,5,0.2103280536180417,3
to,-0.014647706484919976,0.3192999623880746,81,0.3339476688729946,46
make,-0.0142352357223193,0.2136942975224378,5,0.2279295332447571,3
being,-0.014136972652217,0.2176833516471089,5,0.2318203242993259,3
story,-0.013180204783341032,0.2570999883982474,5,0.2702801931815884,3
stupid,-0.01287400250500631,0.2699442720160224,5,0.2828182745210287,3
sorry,-0.012625743486149421,0.2804433525402444,5,0.2930690960263938,3
killed,-0.012292908007406123,0.2946424034800751,5,0.3069353114874812,3
year,-0.011998721861800565,0.2871623652838957,12,0.2991610871456963,7
t,-0.008703849520588586,0.2499058218246277,18,0.2586096713452163,10
from,-0.008390955916601828,0.2617489249914286,18,0.2701398809080304,10
who,-0.004855182838344019,0.2473832666681558,13,0.2522384495064998,7
and,-0.002278797136555266,0.3765288386234401,107,0.3788076357599954,57
those,-4.951281735129931e-05,0.1195284478248052,2,0.1195779606421565,1
