word,npmi-bias,he-npmi,he-count,his-npmi,his-count
hands,-0.0881789891230447,0.2116021254214722,2,0.2997811145445169,4
floor,-0.08618296612417292,0.2459191117360754,2,0.3321020778602483,4
http,-0.08548234265970098,0.0499457923792223,1,0.1354281350389233,2
teacher,-0.08541419872446882,0.2368617570695984,4,0.3222759557940672,7
its,-0.08526770035209488,0.0578119201243179,1,0.1430796204764128,2
2,-0.0846157699894577,0.0799721664842618,1,0.1645879364737195,2
1,-0.0845140626513549,0.0832299992270129,1,0.1677440618783678,2
org,-0.08395601122549991,0.1003187610200016,1,0.1842747722455015,2
since,-0.0837816365276786,0.1054145089888328,1,0.1891961455165114,2
yet,-0.08309085384178339,0.1246409694806751,1,0.2077318233224585,2
culture,-0.08290054572527208,0.1296981197092574,1,0.2125986654345295,2
parents,-0.08286681475044641,0.1305846688181157,1,0.2134514835685621,2
others,-0.0826503943596325,0.1362056013466759,1,0.2188559957063084,2
com,-0.08256846198642019,0.1154258830699894,3,0.1979943450564096,5
30,-0.0823163534238619,0.1446652913734118,1,0.2269816447972737,2
using,-0.0822227428929812,0.1469916683588166,1,0.2292144112517978,2
races,-0.08207312473315731,0.1506716419301829,1,0.2327447666633402,2
several,-0.08202054405712011,0.1519540008447359,1,0.233974544901856,2
street,-0.08191087785222201,0.1546108140414885,1,0.2365216918937105,2
earth,-0.0818536229901981,0.1559885191897013,1,0.2378421421798994,2
mine,-0.08173379004333559,0.1588516959120974,1,0.240585485955433,2
none,-0.08173379004333559,0.1588516959120974,1,0.240585485955433,2
number,-0.0813228087125846,0.1684719010074631,1,0.2497947097200477,2
lost,-0.0813228087125846,0.1684719010074631,1,0.2497947097200477,2
victims,-0.0810800978360357,0.1740166493297413,1,0.255096747165777,2
attention,-0.0810800978360357,0.1740166493297413,1,0.255096747165777,2
favorite,-0.08090017352757639,0.1780655339314804,1,0.2589657074590568,2
obama,-0.0808037780318896,0.1802139995771872,1,0.2610177776090768,2
surprised,-0.0808037780318896,0.1802139995771872,1,0.2610177776090768,2
sitting,-0.0808037780318896,0.1802139995771872,1,0.2610177776090768,2
enemy,-0.0808037780318896,0.1802139995771872,1,0.2610177776090768,2
ill,-0.0808037780318896,0.1802139995771872,1,0.2610177776090768,2
art,-0.0808037780318896,0.1802139995771872,1,0.2610177776090768,2
present,-0.0807025375753519,0.1824552746959061,1,0.263157812271258,2
stories,-0.0807025375753519,0.1824552746959061,1,0.263157812271258,2
upon,-0.08059595528709732,0.1847983596268498,1,0.2653943149139471,2
break,-0.08059595528709732,0.1847983596268498,1,0.2653943149139471,2
jail,-0.08059595528709732,0.1847983596268498,1,0.2653943149139471,2
gang,-0.08048345394244422,0.1872536620266978,1,0.267737115969142,2
road,-0.08036435764923541,0.1898333100014528,1,0.2701976676506882,2
growing,-0.08023786799843738,0.1925515581348793,1,0.2727894261333167,2
service,-0.0801030325402674,0.1954253217553395,1,0.2755283542956069,2
accept,-0.0801030325402674,0.1954253217553395,1,0.2755283542956069,2
apartment,-0.0799587024159367,0.1984748915997329,1,0.2784335940156696,2
trudeau,-0.0799587024159367,0.1984748915997329,1,0.2784335940156696,2
wanna,-0.0799587024159367,0.1984748915997329,1,0.2784335940156696,2
wrote,-0.07963560938081848,0.2052057148099754,1,0.2848413241907939,2
monkey,-0.07963560938081848,0.2052057148099754,1,0.2848413241907939,2
field,-0.07945291661238119,0.2089552952680086,1,0.2884082118803898,2
26,-0.07945291661238119,0.2089552952680086,1,0.2884082118803898,2
married,-0.07925258127831378,0.2130221037729962,1,0.29227468505131,2
dating,-0.07925258127831378,0.2130221037729962,1,0.29227468505131,2
therefore,-0.07925258127831378,0.2130221037729962,1,0.29227468505131,2
types,-0.07925258127831378,0.2130221037729962,1,0.29227468505131,2
tuesday,-0.07925258127831378,0.2130221037729962,1,0.29227468505131,2
thus,-0.0790309027518748,0.2174693650254091,1,0.2965002677772839,2
dedicated,-0.0790309027518748,0.2174693650254091,1,0.2965002677772839,2
jackson,-0.07878287835238881,0.222381851321548,1,0.3011647296739368,2
elementary,-0.07878287835238881,0.222381851321548,1,0.3011647296739368,2
own,-0.0786224916289687,0.2093159464087432,6,0.2879384380377119,9
limerick,-0.07850150953962082,0.2278770964950076,1,0.3063786060346284,2
kicked,-0.07850150953962082,0.2278770964950076,1,0.3063786060346284,2
call,-0.07827480500023098,0.2133700972077041,3,0.2916449022079351,5
31,-0.07817657323472768,0.234125090348718,1,0.3123016635834457,2
deputies,-0.07779227089764032,0.241385611753937,1,0.3191778826515773,2
wisdom,-0.07779227089764032,0.241385611753937,1,0.3191778826515773,2
junior,-0.07779227089764032,0.241385611753937,1,0.3191778826515773,2
comrade,-0.07732224191893311,0.2500865766313553,1,0.3274088185502884,2
rag,-0.07671733049440821,0.2610138323762697,1,0.3377311628706779,2
baton,-0.07586800382444331,0.2758851054843536,1,0.3517531093087969,2
rouge,-0.07586800382444331,0.2758851054843536,1,0.3517531093087969,2
were,-0.07572291109417009,0.1451731647628367,4,0.2208960758570068,6
your,-0.0749430601613211,0.1634660558259603,9,0.2384091159872814,12
need,-0.07479687917586839,0.1679800363899763,4,0.2427769155658447,6
look,-0.07466450987457149,0.1711183996095087,4,0.2457829094840802,6
these,-0.07134807490504902,0.1666550833746634,5,0.2380031582797124,7
behind,-0.07126764576200559,0.2437793527132703,4,0.3150469984752759,6
our,-0.06749862148471789,0.1655469678569883,7,0.2330455893417062,9
give,-0.0670222582457824,0.1556564701612703,2,0.2226787284070527,3
feel,-0.0670010309499802,0.1562526789912628,2,0.223253709941243,3
else,-0.06686830179289402,0.1599563250059945,2,0.2268246267988885,3
story,-0.06677425001835971,0.162555891643112,2,0.2293301416614717,3
check,-0.06664961656361512,0.1659699231990525,2,0.2326195397626676,3
believe,-0.0665706594977751,0.1681150362466927,2,0.2346856957444678,3
fight,-0.066431233016081,0.1718703412080863,2,0.2383015742241673,3
at,-0.06640916654273049,0.2621653549502092,24,0.3285745214929397,27
full,-0.066047673799907,0.1819959849433494,2,0.2480436587432564,3
year,-0.0656473083048445,0.2101220037174057,7,0.2757693120222502,9
case,-0.0652197506694,0.2029246413330576,2,0.2681443920024576,3
posts,-0.06510782074579533,0.2056655459948584,2,0.2707733667406537,3
according,-0.06465614177040949,0.2165310942837593,2,0.2811872360541688,3
duke,-0.06442532842233697,0.2219687601924021,2,0.2863940886147391,3
cop,-0.0637501946634387,0.2374635912807838,2,0.3012137859442225,3
spoke,-0.061729151917048586,0.2807255553852731,2,0.3424547073023217,3
by,-0.06164060247060679,0.2307237338936239,14,0.2923643363642307,16
why,-0.06137378843612831,0.1554790789788752,3,0.2168528674150035,4
talk,-0.0606212907389371,0.1771669507981736,3,0.2377882415371107,4
against,-0.060528706459001824,0.1797485941312298,3,0.2402773005902316,4
help,-0.05988171260471212,0.1973163724434777,3,0.2571980850481898,4
class,-0.05895093894180839,0.2212956721025283,3,0.2802466110443367,4
any,-0.058810908731130984,0.1504602816662984,4,0.2092711903974294,5
self,-0.05798319616468689,0.2448519891734698,3,0.3028351853381567,4
their,-0.05761853346981789,0.1185095728967177,6,0.1761281063665356,7
big,-0.05658493104325191,0.2134703315327301,4,0.270055262575982,5
video,-0.0561212348763869,0.1875431139707149,5,0.2436643488471018,6
over,-0.054955092587025384,0.1990526717312369,6,0.2540077643182623,7
good,-0.05486997254965531,0.1880003629706798,8,0.2428703355203351,9
get,-0.05469183051916918,0.2107767598371156,12,0.2654685903562848,13
only,-0.05338736736603411,0.2368843237796826,11,0.2902716911457167,12
they,-0.05317133404201299,0.1914014632236356,21,0.2445727972656486,21
negro,-0.05201062557859887,0.261655366015887,8,0.3136659915944859,9
in,-0.0493519281232459,0.3068139413991058,76,0.3561658695223517,67
people,-0.047281204548468514,0.2018165227873521,13,0.2490977273358206,13
can,-0.04633081253538068,0.2060374558719943,12,0.252368268407375,12
her,-0.04261524668339209,0.2069367917689627,8,0.2495520384523548,8
man,-0.04242183535708871,0.2688584579434478,10,0.3112802933005365,10
youtube,-0.04218191661769419,0.1403854219632466,6,0.1825673385809408,6
first,-0.0409708673943564,0.2248933923649319,7,0.2658642597592883,7
jews,-0.0406392080794058,0.235335439391138,7,0.2759746474705438,7
every,-0.04047378174504948,0.2023031338207952,6,0.2427769155658447,6
news,-0.040392113367057586,0.2050839150721779,6,0.2454760284392355,6
those,-0.038880844484835586,0.1543836702001945,4,0.1932645146850301,4
saw,-0.038780829040533704,0.2151074324471886,5,0.2538882614877223,5
god,-0.03841504952216279,0.2275874349627348,5,0.2660024844848976,5
children,-0.03792434307402792,0.1916555784415737,4,0.2295799215156016,4
white,-0.037792042374003576,0.2657242016696104,36,0.303516244043614,31
someone,-0.03779007421880651,0.1966753080076791,4,0.2344653822264856,4
i,-0.037417022455501714,0.2804425706745275,83,0.3178595931300292,67
ca,-0.03739905482391459,0.2110274516479782,4,0.2484265064718928,4
also,-0.0371646424842077,0.1489322998267673,3,0.186096942310975,3
which,-0.036829655573828196,0.1631455603069277,3,0.1999752158807559,3
under,-0.03669529783910652,0.2359394508942212,4,0.2726347487333277,4
long,-0.0365856239230713,0.1732442576256842,3,0.2098298815487555,3
read,-0.036538393364556804,0.1751752354736034,3,0.2117136288381602,3
will,-0.03637477946466747,0.2309496408068444,18,0.2673244202715119,16
of,-0.03595712365853643,0.3190170936566082,91,0.3549742173151446,73
jesus,-0.03582014112985843,0.2654650119605131,4,0.3012851530903715,4
for,-0.035763628826863014,0.2682361341607829,43,0.3039997629876459,36
end,-0.035637937880987514,0.210661111720372,3,0.2462990496013595,3
everything,-0.03546544915492841,0.2171942397830345,3,0.2526596889379629,3
looking,-0.0353548480160735,0.1244100767525769,2,0.1597649247686504,2
thread,-0.035261090091675995,0.1289429224898053,2,0.1642040125814813,2
really,-0.0350958143539479,0.1368242648557956,2,0.1719200792097435,2
system,-0.03503657731099069,0.2331078146914669,3,0.2681443920024576,3
david,-0.03503657731099069,0.2331078146914669,3,0.2681443920024576,3
use,-0.03491504273074841,0.1452923157208958,2,0.1802073584516442,2
hate,-0.0348015046740322,0.1505333165098281,2,0.1853348211838603,2
town,-0.0347404588746853,0.1533273618275327,2,0.188067820702218,2
city,-0.034662878296639416,0.1568546939653642,2,0.1915175722620036,2
made,-0.03460824165413409,0.1593233447100808,2,0.1939315863642149,2
hell,-0.034490940255683694,0.1645811272521478,2,0.1990720675078315,2
meet,-0.0344597436997843,0.1659699231990525,2,0.2004296668988368,2
best,-0.03444383788232591,0.1666764954370398,2,0.2011203333193657,2
least,-0.03432621289550708,0.1718703412080863,2,0.2061965541035934,2
christ,-0.0342830858018473,0.2600238112154098,3,0.2943068970172571,3
ass,-0.0342830858018473,0.2600238112154098,3,0.2943068970172571,3
lol,-0.034272068566994995,0.174242902957373,2,0.208514971524368,2
nation,-0.034195877394795904,0.177562498760735,2,0.2117583761555309,2
ball,-0.03407810240401099,0.2671356835402115,3,0.3012137859442225,3
on,-0.03402434599769949,0.3008782192383364,51,0.3349025652360359,42
students,-0.03395751930399982,0.1878083830693084,2,0.2217659023733082,2
pride,-0.033933317834059895,0.1888372308782339,2,0.2227705487122938,2
ran,-0.03392126471744239,0.2725203592983128,3,0.3064416240157552,3
don,-0.03383133243204001,0.1931503123652337,2,0.2269816447972737,2
article,-0.0336600425388206,0.2003145023630354,2,0.233974544901856,2
ask,-0.0336289598346646,0.2016040666103639,2,0.2352330264450285,2
close,-0.0335970505606529,0.2029246413330576,2,0.2365216918937105,2
listen,-0.033564269147941,0.2042778730319584,2,0.2378421421798994,2
understand,-0.03353056612679842,0.2056655459948584,2,0.2391961121216568,2
gay,-0.03353056612679842,0.2056655459948584,2,0.2391961121216568,2
cool,-0.033423364036015785,0.2100554752805851,2,0.2434788393166009,2
other,-0.03340137656983319,0.2258245137093504,10,0.2592258902791836,9
sister,-0.033385384194790896,0.2116021254214722,2,0.2449875096162631,2
social,-0.0333056000083235,0.2148367257055479,2,0.2481423257138714,2
chinese,-0.0333056000083235,0.2148367257055479,2,0.2481423257138714,2
lives,-0.03326361543628839,0.2165310942837593,2,0.2497947097200477,2
and,-0.033214445088978584,0.3669835250093558,134,0.4001979700983344,104
bar,-0.033174933431185216,0.2200927067126292,2,0.2532676401438144,2
families,-0.03312798697337491,0.2219687601924021,2,0.255096747165777,2
bet,-0.03307911156939078,0.2239150833069232,2,0.256994194876314,2
forward,-0.03302813967697038,0.2259375677820864,2,0.2589657074590568,2
court,-0.03279903015769692,0.2349380858114451,2,0.267737115969142,2
prison,-0.03279903015769692,0.2349380858114451,2,0.267737115969142,2
ie,-0.03279903015769692,0.2349380858114451,2,0.267737115969142,2
lies,-0.032734076369904413,0.2374635912807838,2,0.2701976676506882,2
suspect,-0.0326653347483665,0.2401240913849502,2,0.2727894261333167,2
cops,-0.0325923281352172,0.2429360261603897,2,0.2755283542956069,2
area,-0.032548465302212004,0.0898111578179486,1,0.1223596231201606,1
https,-0.03250823407081159,0.0921615278613187,1,0.1246697619321303,1
yard,-0.03243109742408429,0.2490972846048511,2,0.2815283820289354,2
such,-0.032287451287721494,0.104827463167343,1,0.1371149144550645,1
women,-0.0322770555977986,0.1054145089888328,1,0.1376915645866314,1
high,-0.03216644223148568,0.1116112181907623,1,0.143777660422248,1
thrown,-0.03213786625197679,0.2601368187993332,2,0.29227468505131,2
died,-0.03213786625197679,0.2601368187993332,2,0.29227468505131,2
music,-0.0321306336770764,0.1135982153697986,1,0.145728849046875,1
days,-0.0321306336770764,0.1135982153697986,1,0.145728849046875,1
until,-0.032000722792576694,0.120731448408112,1,0.1527321712006887,1
u,-0.031972519254729104,0.1222648193611372,1,0.1542373386158663,1
each,-0.031958105007288296,0.1230464384271103,1,0.1550045434343986,1
themselves,-0.0319286202737015,0.1246409694806751,1,0.1565695897543766,1
fought,-0.031890957075918325,0.2692737725980185,2,0.3011647296739368,2
statement,-0.031890957075918325,0.2692737725980185,2,0.3011647296739368,2
stupid,-0.0318826498950851,0.1271156669545797,1,0.1589983168496648,1
beautiful,-0.03186683187989009,0.1279640196191445,1,0.1598308514990346,1
london,-0.03176612996300551,0.1333275565200254,1,0.1650936864830309,1
000,-0.0317482887123057,0.1342711901562243,1,0.16601947886853,1
alone,-0.0317482887123057,0.1342711901562243,1,0.16601947886853,1
jimmy,-0.0317443238461545,0.2746342821884739,2,0.3063786060346284,2
custody,-0.0317443238461545,0.2746342821884739,2,0.3063786060346284,2
threw,-0.0317443238461545,0.2746342821884739,2,0.3063786060346284,2
reason,-0.0317301157643356,0.1352303523296223,1,0.1669604680939579,1
stuff,-0.03171159864397302,0.1362056013466759,1,0.1679171999906489,1
blue,-0.031692724156935,0.1371975268438515,1,0.1688902510007865,1
goes,-0.031692724156935,0.1371975268438515,1,0.1688902510007865,1
picture,-0.03167347833330181,0.1382067522017294,1,0.1698802305350312,1
brothers,-0.0315924714627257,0.1424304572085385,1,0.1740229286712642,1
defending,-0.03157610819817258,0.2807255553852731,2,0.3123016635834457,2
9,-0.03157112753077468,0.1435369152639026,1,0.1751080427946773,1
comes,-0.0315493081811109,0.1446652913734118,1,0.1762145995545227,1
dark,-0.03152699185511029,0.1458165370096662,1,0.1773435288647765,1
pass,-0.031504155488957186,0.1469916683588166,1,0.1784958238477738,1
song,-0.031504155488957186,0.1469916683588166,1,0.1784958238477738,1
2508,-0.031504155488957186,0.1469916683588166,1,0.1784958238477738,1
stand,-0.03145682197461688,0.1494180136529049,1,0.1808748356275218,1
course,-0.031432269787978195,0.1506716419301829,1,0.1821039117181611,1
mind,-0.031407087097489905,0.1519540008447359,1,0.1833610879422258,1
nordic,-0.031407087097489905,0.1519540008447359,1,0.1833610879422258,1
rather,-0.0313812407612728,0.1532665376034473,1,0.1846477783647201,1
50,-0.0313812407612728,0.1532665376034473,1,0.1846477783647201,1
scum,-0.0313812407612728,0.1532665376034473,1,0.1846477783647201,1
butt,-0.03137863670884722,0.2877992459427301,2,0.3191778826515773,2
national,-0.0313546949441956,0.1546108140414885,1,0.1859655089856841,1
texas,-0.0313546949441956,0.1546108140414885,1,0.1859655089856841,1
12,-0.0312993462132484,0.1574014836242536,1,0.188700829837502,1
website,-0.0312993462132484,0.1574014836242536,1,0.188700829837502,1
radio,-0.0312993462132484,0.1574014836242536,1,0.188700829837502,1
looked,-0.031270455232656896,0.1588516959120974,1,0.1901221511447543,1
words,-0.031270455232656896,0.1588516959120974,1,0.1901221511447543,1
taking,-0.031270455232656896,0.1588516959120974,1,0.1901221511447543,1
instead,-0.031240687787704002,0.1603413215322604,1,0.1915820093199644,1
holocaust,-0.031240687787704002,0.1603413215322604,1,0.1915820093199644,1
football,-0.031240687787704002,0.1603413215322604,1,0.1915820093199644,1
bring,-0.0312099890758758,0.1618727247361693,1,0.1930827138120451,1
list,-0.0312099890758758,0.1618727247361693,1,0.1930827138120451,1
fighting,-0.0312099890758758,0.1618727247361693,1,0.1930827138120451,1
east,-0.0311782989672742,0.1634484939149016,1,0.1946267928821758,1
aryan,-0.0311782989672742,0.1634484939149016,1,0.1946267928821758,1
down,-0.031147158813223885,0.2387045937204702,9,0.2698517525336941,8
id,-0.031145551289026185,0.1650714711739678,1,0.196217022462994,1
dropped,-0.03113917046053094,0.2962696480897575,2,0.3274088185502884,2
within,-0.0311116729851251,0.1667447869857026,1,0.1978564599708277,1
alot,-0.0311116729851251,0.1667447869857026,1,0.1978564599708277,1
act,-0.0311116729851251,0.1667447869857026,1,0.1978564599708277,1
body,-0.031076583124704404,0.1684719010074631,1,0.1995484841321675,1
phone,-0.031076583124704404,0.1684719010074631,1,0.1995484841321675,1
damn,-0.031076583124704404,0.1684719010074631,1,0.1995484841321675,1
early,-0.031076583124704404,0.1684719010074631,1,0.1995484841321675,1
event,-0.031040191724653804,0.1702566504369363,1,0.2012968421615901,1
continue,-0.031040191724653804,0.1702566504369363,1,0.2012968421615901,1
door,-0.031040191724653804,0.1702566504369363,1,0.2012968421615901,1
seem,-0.031040191724653804,0.1702566504369363,1,0.2012968421615901,1
sort,-0.031040191724653804,0.1702566504369363,1,0.2012968421615901,1
numbers,-0.031002398343180415,0.1721033076466162,1,0.2031057059897966,1
moment,-0.030963090388588382,0.1740166493297413,1,0.2049797397183297,1
violent,-0.030963090388588382,0.1740166493297413,1,0.2049797397183297,1
hopefully,-0.030963090388588382,0.1740166493297413,1,0.2049797397183297,1
x202a,-0.030879406902768608,0.1780655339314804,1,0.208944940834249,1
often,-0.030879406902768608,0.1780655339314804,1,0.208944940834249,1
apes,-0.030879406902768608,0.1780655339314804,1,0.208944940834249,1
throw,-0.030879406902768608,0.1780655339314804,1,0.208944940834249,1
student,-0.030879406902768608,0.1780655339314804,1,0.208944940834249,1
t,-0.030844111411507308,0.226015552872284,19,0.2568596642837913,16
minister,-0.030834724621389586,0.1802139995771872,1,0.2110487241985768,1
gonna,-0.030834724621389586,0.1802139995771872,1,0.2110487241985768,1
dna,-0.030834724621389586,0.1802139995771872,1,0.2110487241985768,1
eating,-0.030834724621389586,0.1802139995771872,1,0.2110487241985768,1
humans,-0.030787907368848677,0.1824552746959061,1,0.2132431820647548,1
needs,-0.030787907368848677,0.1824552746959061,1,0.2132431820647548,1
wp,-0.030787907368848677,0.1824552746959061,1,0.2132431820647548,1
ape,-0.030787907368848677,0.1824552746959061,1,0.2132431820647548,1
military,-0.030787907368848677,0.1824552746959061,1,0.2132431820647548,1
notice,-0.03073873989815601,0.1847983596268498,1,0.2155370995250058,1
level,-0.03073873989815601,0.1847983596268498,1,0.2155370995250058,1
muslims,-0.03073873989815601,0.1847983596268498,1,0.2155370995250058,1
reality,-0.03073873989815601,0.1847983596268498,1,0.2155370995250058,1
worst,-0.03073873989815601,0.1847983596268498,1,0.2155370995250058,1
as,-0.030730294875833508,0.2473580749232725,24,0.278088369799106,20
welfare,-0.030686972494806314,0.1872536620266978,1,0.2179406345215041,1
web,-0.030686972494806314,0.1872536620266978,1,0.2179406345215041,1
trash,-0.030686972494806314,0.1872536620266978,1,0.2179406345215041,1
beaten,-0.0306323131749473,0.1898333100014528,1,0.2204656231764001,1
strange,-0.0306323131749473,0.1898333100014528,1,0.2204656231764001,1
reply,-0.0306323131749473,0.1898333100014528,1,0.2204656231764001,1
didnt,-0.0306323131749473,0.1898333100014528,1,0.2204656231764001,1
watched,-0.03057441753760068,0.1925515581348793,1,0.22312597567248,1
count,-0.03057441753760068,0.1925515581348793,1,0.22312597567248,1
faces,-0.03057441753760068,0.1925515581348793,1,0.22312597567248,1
political,-0.0305128753684277,0.1954253217553395,1,0.2259381971237672,1
fall,-0.0305128753684277,0.1954253217553395,1,0.2259381971237672,1
known,-0.0305128753684277,0.1954253217553395,1,0.2259381971237672,1
arms,-0.0305128753684277,0.1954253217553395,1,0.2259381971237672,1
restaurant,-0.030447192658947603,0.1984748915997329,1,0.2289220842586805,1
victim,-0.030447192658947603,0.1984748915997329,1,0.2289220842586805,1
owner,-0.030447192658947603,0.1984748915997329,1,0.2289220842586805,1
neither,-0.030447192658947603,0.1984748915997329,1,0.2289220842586805,1
languages,-0.030447192658947603,0.1984748915997329,1,0.2289220842586805,1
whenever,-0.030447192658947603,0.1984748915997329,1,0.2289220842586805,1
tall,-0.030447192658947603,0.1984748915997329,1,0.2289220842586805,1
ing,-0.030447192658947603,0.1984748915997329,1,0.2289220842586805,1
foot,-0.030447192658947603,0.1984748915997329,1,0.2289220842586805,1
monkeys,-0.030447192658947603,0.1984748915997329,1,0.2289220842586805,1
eu,-0.030447192658947603,0.1984748915997329,1,0.2289220842586805,1
17,-0.030447192658947603,0.1984748915997329,1,0.2289220842586805,1
abc,-0.030411186189217287,0.3213419231195796,2,0.3517531093087969,2
him,-0.030407466867530264,0.3981794333598364,38,0.4285869002273667,32
lack,-0.030376767015529715,0.2017249076957935,1,0.2321016747113232,1
usual,-0.030376767015529715,0.2017249076957935,1,0.2321016747113232,1
lose,-0.030376767015529715,0.2017249076957935,1,0.2321016747113232,1
nobody,-0.030376767015529715,0.2017249076957935,1,0.2321016747113232,1
turning,-0.030376767015529715,0.2017249076957935,1,0.2321016747113232,1
laughing,-0.030376767015529715,0.2017249076957935,1,0.2321016747113232,1
houston,-0.030300853302999087,0.2052057148099754,1,0.2355065681129745,1
win,-0.030300853302999087,0.2052057148099754,1,0.2355065681129745,1
everybody,-0.030300853302999087,0.2052057148099754,1,0.2355065681129745,1
beach,-0.030300853302999087,0.2052057148099754,1,0.2355065681129745,1
ss,-0.030300853302999087,0.2052057148099754,1,0.2355065681129745,1
gas,-0.0302185144547423,0.2089552952680086,1,0.2391738097227509,1
pic,-0.0302185144547423,0.2089552952680086,1,0.2391738097227509,1
troll,-0.0302185144547423,0.2089552952680086,1,0.2391738097227509,1
skins,-0.0302185144547423,0.2089552952680086,1,0.2391738097227509,1
fan,-0.0302185144547423,0.2089552952680086,1,0.2391738097227509,1
shirt,-0.0302185144547423,0.2089552952680086,1,0.2391738097227509,1
campaign,-0.0302185144547423,0.2089552952680086,1,0.2391738097227509,1
battle,-0.0302185144547423,0.2089552952680086,1,0.2391738097227509,1
fag,-0.0302185144547423,0.2089552952680086,1,0.2391738097227509,1
mainstream,-0.03012854901407408,0.2130221037729962,1,0.2431506527870703,1
marine,-0.03012854901407408,0.2130221037729962,1,0.2431506527870703,1
drop,-0.03012854901407408,0.2130221037729962,1,0.2431506527870703,1
nigeria,-0.03012854901407408,0.2130221037729962,1,0.2431506527870703,1
winter,-0.03012854901407408,0.2130221037729962,1,0.2431506527870703,1
role,-0.03012854901407408,0.2130221037729962,1,0.2431506527870703,1
ahead,-0.03012854901407408,0.2130221037729962,1,0.2431506527870703,1
complete,-0.03012854901407408,0.2130221037729962,1,0.2431506527870703,1
hall,-0.03012854901407408,0.2130221037729962,1,0.2431506527870703,1
walked,-0.03012854901407408,0.2130221037729962,1,0.2431506527870703,1
disease,-0.03012854901407408,0.2130221037729962,1,0.2431506527870703,1
skinheads,-0.03012854901407408,0.2130221037729962,1,0.2431506527870703,1
gym,-0.03012854901407408,0.2130221037729962,1,0.2431506527870703,1
lord,-0.03012854901407408,0.2130221037729962,1,0.2431506527870703,1
vile,-0.03012854901407408,0.2130221037729962,1,0.2431506527870703,1
