word,npmi-bias,his-npmi,his-count,them-npmi,them-count
able,-0.05974179429704199,0.1669604680939579,1,0.2267022623909999,6
picture,-0.05968753605233698,0.1698802305350312,1,0.2295677665873682,6
pass,-0.05952071036786291,0.1784958238477738,1,0.2380165342156367,6
ll,-0.0593505671899881,0.1594082217913723,2,0.2187587889813604,11
but,-0.05928358071657838,0.2095878822246948,11,0.2688714629412732,50
phone,-0.059070916910822585,0.1995484841321675,1,0.2586194010429901,6
large,-0.059070916910822585,0.1995484841321675,1,0.2586194010429901,6
just,-0.05892165647072817,0.2255405321382356,11,0.2844621886089638,50
we,-0.05675236587732432,0.234410335426509,13,0.2911627013038333,57
some,-0.054205270965106384,0.2091633742119344,7,0.2633686451770408,32
which,-0.054176421375254025,0.1999752158807559,3,0.2541516372560099,15
out,-0.05247319137236378,0.2559169099902167,14,0.3083901013625805,59
us,-0.05238004599702481,0.1920458137550331,4,0.2444258597520579,19
why,-0.051924236302448495,0.2168528674150035,4,0.268777103717452,19
re,-0.05116709687099322,0.1526503399363009,2,0.2038174368072941,10
use,-0.050791337011459686,0.1802073584516442,2,0.2309986954631039,10
were,-0.050654581384164815,0.2208960758570068,6,0.2715506572411716,27
through,-0.05049341500960211,0.1984047493337888,2,0.2488981643433909,10
ve,-0.04819335180126991,0.1823552066799691,3,0.230548558481239,14
will,-0.04756563431171462,0.2673244202715119,16,0.3148900545832265,64
any,-0.046822099618666985,0.2092711903974294,5,0.2560932900160964,22
blacks,-0.0465634292289423,0.2247427206400196,5,0.2713061498689619,22
live,-0.046168686773983,0.1042612698476412,1,0.1504299566216242,5
ireland,-0.046098206695353985,0.1163016147355962,1,0.1623998214309502,5
area,-0.04605680547239699,0.1223596231201606,1,0.1684164285925576,5
d,-0.04602928127943409,0.1260972045514652,1,0.1721264858308993,5
eyes,-0.045981475239468494,0.1321534616435041,1,0.1781349368829726,5
must,-0.04589633902289941,0.1418872969149454,1,0.1877836359378448,5
high,-0.04587861952520811,0.143777660422248,1,0.1896562799474561,5
thought,-0.04586627010700861,0.1450714341471468,1,0.1909377042541554,5
days,-0.045859925759076214,0.145728849046875,1,0.1915887748059512,5
would,-0.045849592089796,0.233081987009281,10,0.278931579099077,41
small,-0.0457485932804739,0.1565695897543766,1,0.2023181830348505,5
skin,-0.04573100296892241,0.1581774912057517,1,0.2039084941746741,5
girls,-0.045693403648532305,0.1615325247909105,1,0.2072259284394428,5
almost,-0.045606710404222706,0.1688902510007865,1,0.2144969614050092,5
youth,-0.045514636368303996,0.1762145995545227,1,0.2217292359228267,5
thats,-0.04545305705302011,0.1808748356275218,1,0.2263278926805419,5
liberal,-0.04545305705302011,0.1808748356275218,1,0.2263278926805419,5
teach,-0.045436428344919094,0.1821039117181611,1,0.2275403400630802,5
rather,-0.04540149705950791,0.1846477783647201,1,0.230049275424228,5
wish,-0.04540149705950791,0.1846477783647201,1,0.230049275424228,5
past,-0.04538313000707611,0.1859655089856841,1,0.2313486389927602,5
instead,-0.045302760127895275,0.1915820093199644,1,0.2368847694478597,5
fighting,-0.0452807141399964,0.1930827138120451,1,0.2383634279520415,5
bring,-0.0452807141399964,0.1930827138120451,1,0.2383634279520415,5
killing,-0.04520898411669269,0.1978564599708277,1,0.2430654440875204,5
act,-0.04520898411669269,0.1978564599708277,1,0.2430654440875204,5
go,-0.0429547904620238,0.2153691516670687,6,0.2583239421290925,25
non,-0.0420405092005392,0.1630656481913317,2,0.2051061573918709,9
came,-0.04164713071692941,0.1984047493337888,2,0.2400518800507182,9
well,-0.04163284649330701,0.1686698227138792,3,0.2103026692071862,13
watch,-0.04142603009502849,0.1887138134617603,3,0.2301398435567888,13
children,-0.04130331061192241,0.2295799215156016,4,0.270883232127524,17
more,-0.04115967588190289,0.2236659384273958,8,0.2648256143092987,32
people,-0.0409689993171756,0.2490977273358206,13,0.2900667266529962,50
been,-0.03760260438576771,0.2026686824319286,5,0.2402712868176963,20
around,-0.03739382165781338,0.2213527907814962,5,0.2587466124393096,20
get,-0.03601539960337913,0.2654685903562848,13,0.3014839899596639,48
if,-0.0349878956427474,0.266017563681574,17,0.3010054593243214,61
feel,-0.03396760841945323,0.223253709941243,3,0.2572213183606962,12
away,-0.033927819458970304,0.2268246267988885,3,0.2607524462578588,12
far,-0.033920837373285495,0.2274411460181267,3,0.2613619833914122,12
to,-0.03309929239011339,0.3667183153448607,90,0.3998176077349741,285
world,-0.0321469588010872,0.1619468137078126,2,0.1940937725088998,8
still,-0.03202936085088989,0.1817015799134404,2,0.2137309407643303,8
since,-0.03197638898065491,0.1891961455165114,2,0.2211725344971663,8
actually,-0.03196785720888429,0.1903457666069446,2,0.2223136238158289,8
africa,-0.031940551744856105,0.1939315863642149,2,0.225872138109071,8
no,-0.030824925305819983,0.2210277109663506,8,0.2518526362721706,29
school,-0.030146490381451813,0.2226206921143972,6,0.252767182495849,22
off,-0.029939979156770602,0.218625834271963,4,0.2485658134287336,15
our,-0.029462384137677627,0.2330455893417062,9,0.2625079734793838,32
great,-0.028954150637651707,0.0989711314114519,1,0.1279252820491036,4
site,-0.028918759925522702,0.1321534616435041,1,0.1610722215690268,4
group,-0.02890647718619141,0.1371149144550645,1,0.1660213916412559,4
things,-0.028896591810091715,0.1406588848825807,1,0.1695554766926724,4
music,-0.028880839884977916,0.145728849046875,1,0.1746096889318529,4
money,-0.028880839884977916,0.145728849046875,1,0.1746096889318529,4
become,-0.02883751367543108,0.1573680263684885,1,0.1862055400439196,4
10,-0.02882706742753871,0.1598308514990346,1,0.1886579189265733,4
v,-0.028803249068868386,0.1650936864830309,1,0.1938969355518993,4
alone,-0.028798848456619702,0.16601947886853,1,0.1948183273251497,4
speak,-0.02877981764533058,0.1698802305350312,1,0.1986600481803618,4
either,-0.0287523022166912,0.1751080427946773,1,0.2038603450113685,4
wanted,-0.0287523022166912,0.1751080427946773,1,0.2038603450113685,4
pictures,-0.0287523022166912,0.1751080427946773,1,0.2038603450113685,4
matter,-0.028733399321064196,0.1784958238477738,1,0.207229223168838,4
internet,-0.028719621380629418,0.1808748356275218,1,0.2095944570081512,4
sent,-0.028712340466642117,0.1821039117181611,1,0.2108162521848032,4
mind,-0.02870477838230981,0.1833610879422258,1,0.2120658663245356,4
scum,-0.028696918661126808,0.1846477783647201,1,0.2133446970258469,4
three,-0.028688743419150314,0.1859655089856841,1,0.2146542524048344,4
lets,-0.02868023319062732,0.1873159300068793,1,0.2159961631975066,4
sports,-0.0286423863177655,0.1930827138120451,1,0.2217251001298106,4
damn,-0.0285970530368517,0.1995484841321675,1,0.2281455371690192,4
ground,-0.02858426870463368,0.2012968421615901,1,0.2298811108662238,4
heritage,-0.028556606175595994,0.2049797397183297,1,0.2335363458939257,4
sit,-0.028451361977471695,0.2179406345215041,1,0.2463919964989758,4
cold,-0.028451361977471695,0.2179406345215041,1,0.2463919964989758,4
i,-0.027388102464600772,0.3178595931300292,67,0.34524769559463,209
make,-0.02728532872738748,0.2301758547173014,5,0.2574611834446889,18
how,-0.027035679287115782,0.2410993172149953,8,0.2681349965021111,28
want,-0.026930018794738997,0.2544277266220016,8,0.2813577454167406,28
because,-0.026928075591462985,0.2546578109969394,8,0.2815858865884024,28
tell,-0.026405038671534403,0.2280641380300756,3,0.25446917670161,11
as,-0.025855613359655694,0.278088369799106,20,0.3039439831587617,66
kids,-0.025498064431722978,0.2371465866603627,6,0.2626446510920857,21
or,-0.0249984399768462,0.259129526331754,16,0.2841279663086002,53
those,-0.023777538989678326,0.1932645146850301,4,0.2170420536747084,14
can,-0.02125693030962722,0.252368268407375,12,0.2736251987170022,39
post,-0.02110818007395901,0.1677440618783678,2,0.1888522419523268,7
hate,-0.021078092798375803,0.1853348211838603,2,0.2064129139822361,7
better,-0.021056695818381793,0.1939315863642149,2,0.2149882821825967,7
hell,-0.0210418039250532,0.1990720675078315,2,0.2201138714328847,7
best,-0.021035432986837188,0.2011203333193657,2,0.2221557663062029,7
truth,-0.021001468429162118,0.2109302255192912,2,0.2319316939484533,7
cause,-0.0209776087676469,0.2169965628684333,2,0.2379741716360802,7
me,-0.020113036418552277,0.1948540150807752,7,0.2149670514993275,23
know,-0.020052843899903305,0.228000010068685,7,0.2480528539685883,23
read,-0.018323321367253814,0.2117136288381602,3,0.230036950205414,10
told,-0.016894552177546207,0.2643915499212105,4,0.2812861020987567,13
of,-0.016216802322462698,0.3549742173151446,73,0.3711910196376073,213
be,-0.0126031421750325,0.2865544431850171,22,0.2991575853600496,65
all,-0.012094366631331288,0.2733353356309136,20,0.2854297022622449,59
it,-0.011556680869309999,0.2869053778937682,37,0.2984620587630782,107
these,-0.011078135934565775,0.2380031582797124,7,0.2490812942142782,21
look,-0.010747932058586235,0.2457829094840802,6,0.2565308415426664,18
n,-0.010194904671403604,0.245206880135868,14,0.2554017848072716,41
my,-0.010136852439996485,0.2266702213276937,14,0.2368070737676902,41
maybe,-0.009925435441148184,0.2295799215156016,4,0.2395053569567498,12
dont,-0.0099071376539408,0.2193488810291386,4,0.2292560186830794,12
soon,-0.009437410615149994,0.2375600741879112,3,0.2469974848030612,9
both,-0.008776852112685196,0.2143172403376485,2,0.2230940924503337,6
men,-0.008749858198655897,0.2018191802619651,2,0.210569038460621,6
looking,-0.008620167312594906,0.1597649247686504,2,0.1683850920812453,6
grab,-0.007932613279884315,0.2576711881487167,1,0.265603801428601,3
wiggers,-0.007911252523905704,0.2321016747113232,1,0.2400129272352289,3
willing,-0.007911252523905704,0.2321016747113232,1,0.2400129272352289,3
whenever,-0.007907208738588495,0.2289220842586805,1,0.236829292997269,3
fall,-0.00790313454655181,0.2259381971237672,1,0.233841331670319,3
soldiers,-0.00790313454655181,0.2259381971237672,1,0.233841331670319,3
unless,-0.007899047169813711,0.22312597567248,1,0.2310250228422937,3
explain,-0.007890880635538278,0.2179406345215041,1,0.2258315151570424,3
views,-0.007890880635538278,0.2179406345215041,1,0.2258315151570424,3
mate,-0.00788681810753919,0.2155370995250058,1,0.223423917632545,3
gonna,-0.007878761637891502,0.2110487241985768,1,0.2189274858364683,3
w,-0.007874774642429389,0.208944940834249,1,0.2168197154766784,3
throw,-0.007874774642429389,0.208944940834249,1,0.2168197154766784,3
door,-0.007859146503705505,0.2012968421615901,1,0.2091559886652956,3
seem,-0.007859146503705505,0.2012968421615901,1,0.2091559886652956,3
sort,-0.007859146503705505,0.2012968421615901,1,0.2091559886652956,3
within,-0.007851536374071294,0.1978564599708277,1,0.205707996344899,3
books,-0.007851536374071294,0.1978564599708277,1,0.205707996344899,3
fear,-0.007847783284584492,0.196217022462994,1,0.2040648057475785,3
laugh,-0.00784406473046309,0.1946267928821758,1,0.2024708576126389,3
aryan,-0.00784406473046309,0.1946267928821758,1,0.2024708576126389,3
play,-0.0078403804805601,0.1930827138120451,1,0.2009230942926052,3
sometimes,-0.007836730218065996,0.1915820093199644,1,0.1994187395380304,3
looked,-0.007833113559868488,0.1901221511447543,1,0.1979552647046228,3
taking,-0.007833113559868488,0.1901221511447543,1,0.1979552647046228,3
pro,-0.007825979282390094,0.1873159300068793,1,0.1951419092892694,3
stand,-0.007808697706580603,0.1808748356275218,1,0.1886835333341024,3
male,-0.007805332089047101,0.1796725467590287,1,0.1874778788480758,3
dark,-0.007798687186033798,0.1773435288647765,1,0.1851422160508103,3
started,-0.007795406822425299,0.1762145995545227,1,0.184010006376948,3
ones,-0.007785727763614386,0.1729583851784586,1,0.180744112942073,3
crap,-0.007782553716640606,0.1719135934653465,1,0.1796961471819871,3
mother,-0.007773181611070407,0.1688902510007865,1,0.1766634326118569,3
guys,-0.007767053890508607,0.1669604680939579,1,0.1747275219844665,3
run,-0.007761018282550186,0.1650936864830309,1,0.1728547047655811,3
brown,-0.007682074895492386,0.1431409837899532,1,0.1508230586854456,3
for,-0.0072447975556322874,0.3039997629876459,36,0.3112445605432782,101
t,-0.005886090274545397,0.2568596642837913,16,0.2627457545583367,45
even,-0.005358447163454183,0.2387862019596803,6,0.2441446491231345,17
way,-0.005348181950189795,0.2363416050828896,6,0.2416897870330794,17
should,-0.004894234435695033,0.274003115355293,10,0.278897349790988,28
now,-0.003982140694533592,0.2142965313812526,5,0.2182786720757862,14
see,-0.0038274457893220093,0.2418913370152081,9,0.2457187828045301,25
so,-0.00307859901459423,0.2879283493028594,19,0.2910069483174536,52
always,-0.0022647563049071895,0.2182673286731891,4,0.2205320849780963,11
then,-0.001177182024535317,0.2716380483951536,10,0.2728152304196889,27
when,-0.0009387356223244936,0.2925007722245534,16,0.2934395078468779,43
one,-0.0008572804142134016,0.2599368441159266,13,0.26079412453014,35
work,0.00039384013346399627,0.2182660623459615,3,0.2178722222124975,8
times,0.0004433850068883971,0.2107646166876627,3,0.2103212316807743,8
nothing,0.00044651250923971597,0.2102954936560129,3,0.2098489811467732,8
long,0.0004496199904067133,0.2098298815487555,3,0.2093802615583488,8
with,0.0026686869229253785,0.325219590510501,33,0.3225509035875756,86
jews,0.0034528862534796145,0.2759746474705438,7,0.2725217612170642,18
like,0.00360712765028931,0.2623956453088337,17,0.2587885176585444,44
back,0.00436377386273229,0.2637132434503512,9,0.2593494695876189,23
up,0.004470164502158369,0.2823110346429158,16,0.2778408701407574,41
social,0.005076881626351004,0.2481423257138714,2,0.2430654440875204,5
what,0.005086103732768826,0.252287398105113,11,0.2472012943723442,28
none,0.005139359952487488,0.240585485955433,2,0.2354461260029455,5
street,0.005173052900950298,0.2365216918937105,2,0.2313486389927602,5
using,0.005233803680157717,0.2292144112517978,2,0.2239806075716401,5
across,0.005270306654574508,0.2248360266850756,2,0.2195657200305011,5
kind,0.005328133904712401,0.2179186130029228,2,0.2125904790982104,5
state,0.005365579249160701,0.2134514835685621,2,0.2080859043194014,5
done,0.0053867487040111794,0.2109302255192912,2,0.20554347681528,5
getting,0.0053867487040111794,0.2109302255192912,2,0.20554347681528,5
called,0.005420143202789607,0.2069591160866055,2,0.2015389728838159,5
who,0.005426405990156868,0.2663873723461382,13,0.2609609663559813,33
half,0.005439162779436402,0.2047007455839786,2,0.1992615828045422,5
meet,0.00547518875429398,0.2004296668988368,2,0.1949544781445428,5
may,0.005519603738533191,0.1951758836859893,2,0.1896562799474561,5
help,0.005632181349289722,0.2571980850481898,4,0.2515659036989001,10
3,0.005634018667301399,0.1817015799134404,2,0.176067561246139,5
friends,0.005755218530649392,0.2439431055845634,4,0.238187887053914,10
2,0.005780382971274006,0.1645879364737195,2,0.1588075535024455,5
thread,0.005783679907968381,0.1642040125814813,2,0.1584203326735129,5
person,0.0057846258630226965,0.2407875747637551,4,0.2350029489007324,10
someone,0.005843679224833309,0.2344653822264856,4,0.2286217030016523,10
she,0.005956237193108088,0.1442048579066492,2,0.1382486207135411,5
about,0.005986746954679711,0.284060158340458,17,0.2780734113857783,43
http,0.006032469765237886,0.1354281350389233,2,0.1293956652736854,5
need,0.006224573564339697,0.2427769155658447,6,0.236552342001505,15
too,0.006318408522210411,0.2334698086282991,6,0.2271514001060887,15
could,0.009808916305392212,0.2262076947256855,5,0.2163987784202933,12
and,0.010665704489114636,0.4001979700983344,104,0.3895322656092198,260
once,0.011197590022221482,0.2286937518100318,3,0.2174961617878103,7
else,0.01121912867828681,0.2268246267988885,3,0.2156054981206017,7
is,0.011903382452466471,0.2995798051629441,42,0.2876764227104776,103
every,0.01252673021010689,0.2427769155658447,6,0.2302501853557378,14
own,0.012945656807279715,0.2879384380377119,9,0.2749927812304322,21
let,0.014381772381505842,0.2740455184371897,7,0.2596637460556839,16
used,0.014520712520772694,0.2532768883866674,4,0.2387561758658947,9
keep,0.014649801761105197,0.2439431055845634,4,0.2292933038234582,9
years,0.015222613014787084,0.2013449148615342,4,0.1861223018467471,9
down,0.01633021101095411,0.2698517525336941,8,0.25352154152274,18
your,0.018364377077302596,0.2384091159872814,12,0.2200447389099788,27
wandering,0.01886945084911601,0.2900288689065727,1,0.2711594180574567,2
interviews,0.019040546231897215,0.2793635465850144,1,0.2603230003531172,2
feds,0.019040546231897215,0.2793635465850144,1,0.2603230003531172,2
rob,0.019040546231897215,0.2793635465850144,1,0.2603230003531172,2
wore,0.01928468852568052,0.2637757730125616,1,0.2444910844868811,2
becomes,0.01928468852568052,0.2637757730125616,1,0.2444910844868811,2
arrived,0.01928468852568052,0.2637757730125616,1,0.2444910844868811,2
paying,0.019378386293855798,0.2576711881487167,1,0.2382928018548609,2
handed,0.019378386293855798,0.2576711881487167,1,0.2382928018548609,2
screaming,0.019378386293855798,0.2576711881487167,1,0.2382928018548609,2
say,0.019453058879354,0.2287791620131629,6,0.2093261031338089,13
load,0.019459925289238927,0.2523007351700474,1,0.2328408098808085,2
lunch,0.0195321274644151,0.247498745798785,1,0.2279666183343699,2
trip,0.0195321274644151,0.247498745798785,1,0.2279666183343699,2
fools,0.0195321274644151,0.247498745798785,1,0.2279666183343699,2
jumped,0.0195321274644151,0.247498745798785,1,0.2279666183343699,2
role,0.01959693008614319,0.2431506527870703,1,0.2235537227009271,2
office,0.01959693008614319,0.2431506527870703,1,0.2235537227009271,2
pull,0.01959693008614319,0.2431506527870703,1,0.2235537227009271,2
teeth,0.01959693008614319,0.2431506527870703,1,0.2235537227009271,2
disease,0.01959693008614319,0.2431506527870703,1,0.2235537227009271,2
decide,0.019655721475299204,0.2391738097227509,1,0.2195180882474517,2
weapon,0.019655721475299204,0.2391738097227509,1,0.2195180882474517,2
onto,0.019709531021390697,0.2355065681129745,1,0.2157970370915838,2
behavior,0.019709531021390697,0.2355065681129745,1,0.2157970370915838,2
burn,0.019709531021390697,0.2355065681129745,1,0.2157970370915838,2
skills,0.019759143398148715,0.2321016747113232,1,0.2123425313131745,2
laughing,0.019759143398148715,0.2321016747113232,1,0.2123425313131745,2
weather,0.019759143398148715,0.2321016747113232,1,0.2123425313131745,2
monkeys,0.019805170624700802,0.2289220842586805,1,0.2091169136339797,2
rules,0.019805170624700802,0.2289220842586805,1,0.2091169136339797,2
friday,0.019805170624700802,0.2289220842586805,1,0.2091169136339797,2
arms,0.019848099379548706,0.2259381971237672,1,0.2060900977442185,2
h,0.019848099379548706,0.2259381971237672,1,0.2060900977442185,2
values,0.019848099379548706,0.2259381971237672,1,0.2060900977442185,2
faces,0.0198883231214374,0.22312597567248,1,0.2032376525510426,2
nor,0.0198883231214374,0.22312597567248,1,0.2032376525510426,2
speaking,0.01992616452457019,0.2204656231764001,1,0.2005394586518299,2
angry,0.01992616452457019,0.2204656231764001,1,0.2005394586518299,2
females,0.01996189153727701,0.2179406345215041,1,0.1979787429842271,2
trash,0.01996189153727701,0.2179406345215041,1,0.1979787429842271,2
garbage,0.01996189153727701,0.2179406345215041,1,0.1979787429842271,2
level,0.019995729124274803,0.2155370995250058,1,0.195541370400731,2
reality,0.019995729124274803,0.2155370995250058,1,0.195541370400731,2
safe,0.019995729124274803,0.2155370995250058,1,0.195541370400731,2
humans,0.020027868015200095,0.2132431820647548,1,0.1932153140495547,2
eating,0.02005847133184449,0.2110487241985768,1,0.1909902528667323,2
happening,0.02005847133184449,0.2110487241985768,1,0.1909902528667323,2
born,0.02005847133184449,0.2110487241985768,1,0.1909902528667323,2
met,0.020087679683414794,0.208944940834249,1,0.1888572611508342,2
enemies,0.020087679683414794,0.208944940834249,1,0.1888572611508342,2
second,0.020168081047764908,0.2031057059897966,1,0.1829376249420317,2
event,0.020192788074635898,0.2012968421615901,1,0.1811040540869542,2
whatever,0.020192788074635898,0.2012968421615901,1,0.1811040540869542,2
cut,0.020192788074635898,0.2012968421615901,1,0.1811040540869542,2
evil,0.020216578982281908,0.1995484841321675,1,0.1793319051498856,2
early,0.020216578982281908,0.1995484841321675,1,0.1793319051498856,2
built,0.020216578982281908,0.1995484841321675,1,0.1793319051498856,2
possible,0.02026166808733909,0.196217022462994,1,0.1759553543756549,2
force,0.020283077947332,0.1946267928821758,1,0.1743437149348438,2
east,0.020283077947332,0.1946267928821758,1,0.1743437149348438,2
list,0.020303796700947785,0.1930827138120451,1,0.1727789171110973,2
15,0.020362219392494108,0.188700829837502,1,0.1683386104450079,2
knows,0.020362219392494108,0.188700829837502,1,0.1683386104450079,2
groups,0.020380568853688885,0.1873159300068793,1,0.1669353611531904,2
dirty,0.020398408250966588,0.1859655089856841,1,0.1655671007347175,2
month,0.020415765135782804,0.1846477783647201,1,0.1642320132289373,2
wn,0.020415765135782804,0.1846477783647201,1,0.1642320132289373,2
b,0.020449130895262985,0.1821039117181611,1,0.1616547808228981,2
course,0.020449130895262985,0.1821039117181611,1,0.1616547808228981,2
information,0.020465184840032485,0.1808748356275218,1,0.1604096507874893,2
comes,0.020525660521415107,0.1762145995545227,1,0.1556889390331076,2
7,0.020525660521415107,0.1762145995545227,1,0.1556889390331076,2
shows,0.020553885425325213,0.1740229286712642,1,0.153469043245939,2
e,0.020553885425325213,0.1740229286712642,1,0.153469043245939,2
job,0.020567544965624712,0.1729583851784586,1,0.1523908402128339,2
sorry,0.02060685822762251,0.1698802305350312,1,0.1492733723074087,2
community,0.0206194439511882,0.1688902510007865,1,0.1482708070495983,2
european,0.0206194439511882,0.1688902510007865,1,0.1482708070495983,2
blue,0.0206194439511882,0.1688902510007865,1,0.1482708070495983,2
stuff,0.02063178695559781,0.1679171999906489,1,0.1472854130350511,2
open,0.02064389637007019,0.1669604680939579,1,0.1463165717238877,2
having,0.02064389637007019,0.1669604680939579,1,0.1463165717238877,2
word,0.020667448448971698,0.1650936864830309,1,0.1444262380340592,2
move,0.020667448448971698,0.1650936864830309,1,0.1444262380340592,2
beautiful,0.02073330633968648,0.1598308514990346,1,0.1390975451593481,2
south,0.020773716856689495,0.1565695897543766,1,0.1357958728976871,2
black,0.020817343611337413,0.288330105380994,15,0.2675127617696566,33
4,0.020864778698857278,0.1491280997867173,1,0.12826332108786,2
woman,0.020905845270405593,0.145728849046875,1,0.1248230037764694,2
american,0.020921555818212298,0.1444210918396717,1,0.1234995360214594,2
irish,0.0210966458266994,0.1295587714357038,1,0.1084621256090044,2
https,0.021152853919680387,0.1246697619321303,1,0.1035169080124499,2
stormfront,0.021242829171085803,0.1167159749010332,1,0.0954731457299474,2
lies,0.021302615601895614,0.2701976676506882,2,0.2488950520487926,4
jail,0.021385408311835413,0.2653943149139471,2,0.2440089066021117,4
families,0.021560401271851326,0.255096747165777,2,0.2335363458939257,4
listen,0.021845978982392794,0.2378421421798994,2,0.2159961631975066,4
close,0.021867439488876095,0.2365216918937105,2,0.2146542524048344,4
ask,0.02188832941918159,0.2352330264450285,2,0.2133446970258469,4
article,0.0219086785773204,0.233974544901856,2,0.2120658663245356,4
hand,0.021947862578532484,0.2315423195866837,2,0.2095944570081512,4
between,0.02210344797215491,0.2217659023733082,2,0.1996624544011533,4
6,0.022272306592717894,0.2109302255192912,2,0.1886579189265733,4
least,0.02234489188133229,0.2061965541035934,2,0.1838516622222611,4
jewish,0.022356367420952816,0.2054438543120903,2,0.1830874868911375,4
says,0.022356367420952816,0.2054438543120903,2,0.1830874868911375,4
trying,0.022501671392452988,0.1958078475346545,2,0.1733061761422015,4
made,0.022529617791167605,0.1939315863642149,2,0.1714019685730473,4
town,0.0226162296359233,0.188067820702218,2,0.1654515910662947,4
sure,0.022640466511073598,0.1864134512942623,2,0.1637729847831887,4
place,0.022709015898461415,0.1817015799134404,2,0.158992564014979,4
really,0.02284904883083011,0.1719200792097435,2,0.1490710303789134,4
leave,0.023038728680908116,0.2556261991712884,3,0.2325874704903803,6
last,0.023066564172526005,0.1562817998947387,2,0.1332152357222127,4
remember,0.023091922350594735,0.2526596889379629,3,0.2295677665873682,6
everyone,0.023370689235470782,0.2368279857871428,3,0.213457296551672,6
life,0.02349970573774879,0.2293301416614717,3,0.2058304359237229,6
wonder,0.024292594713186982,0.2520262879691483,4,0.2277336932559613,8
against,0.024510470179511717,0.2402773005902316,4,0.2157668304107199,8
a,0.024539422289818702,0.3591611537130147,80,0.334621731423196,184
talk,0.024555986591488305,0.2377882415371107,4,0.2132322549456224,8
