word,her-npmi
crime,0.1341713283353302
crimes,0.2132297838077323
criminal,0.2002839129694801
cue,0.3172673163336049
custody,0.2939785684705489
customer,0.2676957755738872
cut,0.2379264171138733
d,0.2380129576782225
da,0.2195145574429774
dad,0.2103621108088606
daddy,0.2518068891920725
daily,0.2352132252962996
damn,0.1863170648879221
dance,0.2162724336970454
darkes,0.3172673163336049
daughter,0.3485600915824571
daughters,0.2590359782343009
davison,0.2933498404975982
day,0.1817656222089806
days,0.2570999883982474
dead,0.2772617210504742
deaf,0.2676957755738872
death,0.2691510774135704
dec,0.2590359782343009
decent,0.2195145574429774
degenerate,0.2676957755738872
demarco,0.2933498404975982
dennis,0.2933498404975982
der,0.2676957755738872
dick,0.3172673163336049
did,0.2439632906823139
didnt,0.2076492392768177
die,0.2785720989985247
diet,0.2785659300028224
different,0.1378048062092565
digging,0.2933498404975982
dignity,0.3172673163336049
dinners,0.3172673163336049
dirty,0.1724625802584892
discovered,0.2401088624228536
discussions,0.2590359782343009
disgusted,0.2886542506773114
disgusting,0.1781915393351357
disrespect,0.2933498404975982
do,0.1876983070687471
does,0.2492833691129093
doesnt,0.2307801668448255
dog,0.2625131343188226
doing,0.1948103575568244
donate,0.2933498404975982
done,0.2282378022301576
dont,0.179158279183511
door,0.1881002564887215
doubt,0.2002839129694801
down,0.1901221893277151
dr,0.1625157901949896
drag,0.2401088624228536
dragging,0.2933498404975982
drags,0.3172673163336049
dresden,0.2933498404975982
dress,0.2267254718167879
drifter,0.3172673163336049
driver,0.2590359782343009
drop,0.2307801668448255
dropped,0.2676957755738872
drug,0.1899451319500906
drunkenly,0.3172673163336049
dude,0.2838907665388246
duty,0.2991884700700684
dyed,0.2785659300028224
earl,0.2785659300028224
early,0.2361823055641308
east,0.1812971759177526
eating,0.2476482553611635
educate,0.2596733727529283
effect,0.2676957755738872
either,0.1613869531948864
else,0.1287717362547365
email,0.1767024764079143
embarisment,0.3172673163336049
end,0.14932586688606
ends,0.2229863196519829
endscreen,0.3172673163336049
enemies,0.1959004263957067
enjoy,0.1959004263957067
enjoys,0.3172673163336049
enough,0.1355988296187797
epithet,0.3172673163336049
essence,0.2785659300028224
etc,0.1893503754561785
ethan,0.3172673163336049
europe,0.1378048062092565
european,0.2371823367363035
even,0.129124428608635
events,0.1980459529545264
ever,0.2063195609543716
every,0.2260391469338375
everyday,0.2518068891920725
everything,0.1560537390377948
evidence,0.1980459529545264
evil,0.2361823055641308
ex,0.2401088624228536
example,0.1767024764079143
except,0.1845913047112482
excuses,0.2785659300028224
exercising,0.3172673163336049
expected,0.2676957755738872
explain,0.2545124366542431
explaining,0.2785659300028224
eye,0.2132297838077323
eyed,0.2401088624228536
eyes,0.2740258698413967
face,0.2106791958340836
facebook,0.1938395353068745
facility,0.2785659300028224
fact,0.2325361704173854
faculty,0.2933498404975982
fair,0.2352132252962996
fake,0.2654386050945823
family,0.2533729544238571
famous,0.2229863196519829
far,0.2123522310239269
fast,0.1812971759177526
fat,0.2401088624228536
father,0.2735123946049315
fault,0.2654386050945823
favorite,0.1959004263957067
fear,0.1829191563895051
feature,0.2590359782343009
feb,0.2518068891920725
fed,0.2026232603438401
federal,0.2518068891920725
feel,0.1760229054582858
feet,0.1881002564887215
felonies,0.3172673163336049
female,0.2344940607882427
females,0.2050743480522944
few,0.2505794757716429
field,0.2267254718167879
fight,0.1408768564518783
fighting,0.1797222467749297
figured,0.2352132252962996
filth,0.2050743480522944
filthy,0.2162724336970454
final,0.2132297838077323
finally,0.2026232603438401
find,0.1690517468095208
finds,0.3172673163336049
finially,0.3172673163336049
finlly,0.3172673163336049
firefighter,0.3172673163336049
first,0.2492307002310687
flies,0.2933498404975982
flipped,0.2933498404975982
florida,0.2002839129694801
flung,0.3172673163336049
flv,0.2933498404975982
follow,0.2361823055641308
food,0.1570816242423745
for,0.2607337133359058
forced,0.1959004263957067
forefathers,0.2933498404975982
forehead,0.3172673163336049
forest,0.2352132252962996
forgein,0.3172673163336049
forget,0.2307801668448255
forum,0.1164870535995198
foruth,0.3172673163336049
fought,0.2401088624228536
found,0.2979888158187876
four,0.1918564453192716
fourth,0.2676957755738872
fqpazvlq4xq,0.3172673163336049
free,0.198750414377951
friend,0.2401640992984114
friends,0.2284695964440377
fries,0.3172673163336049
from,0.2617489249914286
front,0.2543320407226798
fun,0.1938395353068745
future,0.1530750075925761
fyromanians,0.3172673163336049
g,0.2162724336970454
galicia,0.3172673163336049
gang,0.2853585279221445
ganges,0.3172673163336049
garbage,0.2050743480522944
garden,0.2785659300028224
garners,0.2933498404975982
gas,0.2267254718167879
gather,0.2933498404975982
gave,0.2673438982359933
general,0.2195145574429774
generation,0.2352132252962996
german,0.200827680523848
gerrard,0.3172673163336049
get,0.238000341474962
gets,0.159193982916155
getting,0.19646749894264
gf,0.2785659300028224
ghastly,0.3172673163336049
gilt,0.3172673163336049
girl,0.3492183137829791
girls,0.2299190136473802
give,0.2312996474511982
given,0.1918564453192716
giving,0.1881002564887215
gladiator,0.3172673163336049
glamorises,0.3172673163336049
glasses,0.2676957755738872
go,0.2250871852705677
god,0.1244046486671533
gods,0.1959004263957067
goes,0.2055420751205895
going,0.1668225483905066
goldeboy,0.2933498404975982
gone,0.1685235064731637
gonna,0.1980459529545264
good,0.2131306202263434
google,0.2050743480522944
gorgeous,0.2590359782343009
got,0.2376264541868798
grafton,0.3172673163336049
grand,0.2838907665388246
granddaughter,0.2933498404975982
grandson,0.2785659300028224
great,0.1352620363451109
greece,0.2229863196519829
gretel,0.3172673163336049
gripe,0.3172673163336049
grocery,0.2785659300028224
groid,0.2596733727529283
groids,0.2455838165117697
group,0.1226225068581927
grow,0.1918564453192716
growing,0.2103621108088606
grub,0.3172673163336049
guess,0.1370605513380158
guessing,0.2785659300028224
guidance,0.2933498404975982
gun,0.1602799804313825
guy,0.2510108546879141
guys,0.1530750075925761
hack,0.3259898032616966
had,0.2621722154056136
hair,0.253978240839143
half,0.1901003888694547
hall,0.2307801668448255
halloween,0.2103621108088606
hamilton,0.2785659300028224
hand,0.1672697443381548
handed,0.2455838165117697
handled,0.3172673163336049
hands,0.2856591584703903
hang,0.1959004263957067
hansel,0.3172673163336049
happen,0.17384006521682
happened,0.1711184258607827
happy,0.159193982916155
hard,0.1424736799017334
hardly,0.2229863196519829
harris,0.2590359782343009
harsh,0.2590359782343009
has,0.2312171556551595
hat,0.3172673163336049
hated,0.2838907665388246
hates,0.2352132252962996
haunted,0.2785659300028224
have,0.1960756758723442
he,0.2169650044358204
head,0.211764864718117
heads,0.2521191825483822
healthy,0.2307801668448255
hear,0.2660832917687189
heard,0.2481821403575021
hearing,0.2229863196519829
hearings,0.2785659300028224
heil,0.2229863196519829
hell,0.2400062043679588
help,0.2183484564392095
helps,0.2518068891920725
her,0.6410983341501928
here,0.2106835185083204
heritage,0.2415992351026171
herp,0.3172673163336049
het,0.3172673163336049
high,0.1294214071077621
him,0.2516747534271817
his,0.246078750807768
hispanic,0.1980459529545264
history,0.1990443552358275
hit,0.2361823055641308
holland,0.2518068891920725
holocaust,0.1781915393351357
home,0.2968455606486357
homeschool,0.2518068891920725
homicide,0.2590359782343009
honourable,0.3172673163336049
hook,0.2401088624228536
hoola,0.3172673163336049
hoops,0.2785659300028224
hop,0.2195145574429774
hope,0.1996448357761226
hopefully,0.1918564453192716
house,0.268246258692297
how,0.2105301524840293
html,0.1560537390377948
http,0.1958937419891465
https,0.1099220210384043
huffed,0.3172673163336049
huge,0.1863170648879221
huh,0.2590359782343009
hum,0.2785659300028224
humiliation,0.3172673163336049
hundreds,0.1797222467749297
hungry,0.2518068891920725
hunting,0.2401088624228536
husband,0.3323991904840365
i,0.3062929030750106
iceberg,0.2933498404975982
idiot,0.2267254718167879
if,0.2317570480406652
igger,0.2933498404975982
ignorant,0.2229863196519829
iguana,0.3172673163336049
im,0.1022299875023327
immigrant,0.3141858043213968
imports,0.3172673163336049
in,0.3299084329061708
inches,0.2267254718167879
indeed,0.1812971759177526
index,0.2026232603438401
india,0.2267254718167879
indian,0.2229863196519829
info,0.1711184258607827
information,0.1672697443381548
ing,0.2162724336970454
injured,0.2676957755738872
inside,0.2050743480522944
instead,0.2282307875500129
instincts,0.3172673163336049
intimidate,0.3172673163336049
into,0.2370528577203672
introduce,0.2518068891920725
intruders,0.3172673163336049
invasion,0.2590359782343009
iowa,0.2676957755738872
ireland,0.1527343228778414
is,0.3116178497279379
israel,0.1812971759177526
it,0.2699460434274812
its,0.1270979764581092
ivan,0.2933498404975982
ive,0.2435377345517533
jacqueline,0.3172673163336049
james,0.2401088624228536
jamican,0.3172673163336049
jamie,0.2676957755738872
jealous,0.2933498404975982
jehovas,0.3172673163336049
jew,0.2492978872382437
jewel,0.3172673163336049
jewish,0.1400940664637845
jews,0.1535716414015446
job,0.159193982916155
joel,0.3172673163336049
join,0.1530750075925761
joke,0.2162724336970454
joshua,0.3172673163336049
journal,0.3172673163336049
jr,0.2676957755738872
julie,0.3172673163336049
jump,0.2195145574429774
jumped,0.2352132252962996
jumps,0.3172673163336049
jury,0.2590359782343009
just,0.2236869708845268
karina,0.2518068891920725
keeping,0.2676957755738872
keeps,0.2307801668448255
kelsey,0.2933498404975982
kempton,0.3172673163336049
khan,0.3172673163336049
khanacademy,0.3172673163336049
kick,0.2498344674110956
kicked,0.2455838165117697
kicks,0.2933498404975982
kid,0.2282378022301576
kids,0.2585244666628088
kill,0.17384006521682
killed,0.2946424034800751
killing,0.1845913047112482
kind,0.2036098445533565
kinda,0.2267254718167879
kiosk,0.3172673163336049
kiss,0.279575300322966
kissed,0.3172673163336049
knife,0.2195145574429774
knocked,0.2307801668448255
know,0.1792804113036016
knows,0.1752527038261407
knucklehead,0.3172673163336049
kristine,0.2933498404975982
lady,0.2745753418961257
lame,0.2785659300028224
lapp,0.3172673163336049
larceny,0.2933498404975982
large,0.1863170648879221
last,0.2330251267288323
lately,0.2401088624228536
later,0.2175323552082105
latest,0.2162724336970454
laugh,0.2625131343188226
laughing,0.2195145574429774
lawyer,0.2676957755738872
lay,0.2401088624228536
learn,0.1560537390377948
least,0.1408768564518783
leave,0.2096139776966211
leaves,0.2132297838077323
left,0.1843470372711924
lemper,0.3172673163336049
lesbian,0.2590359782343009
less,0.1767024764079143
let,0.270110873787646
lets,0.17384006521682
lettuce,0.3172673163336049
liars,0.2676957755738872
liberals,0.1724625802584892
lie,0.245551865070826
life,0.2380316291952903
light,0.1530750075925761
like,0.2485048357602515
likely,0.1980459529545264
likelyhood,0.3172673163336049
lil,0.3172673163336049
lincoln,0.2933498404975982
linda,0.3172673163336049
line,0.2106791958340836
lines,0.2229863196519829
linger,0.3172673163336049
link,0.1400940664637845
lisa,0.2676957755738872
lisner,0.3172673163336049
literally,0.2195145574429774
litter,0.3172673163336049
little,0.263343142350194
liv,0.2676957755738872
live,0.1405991320269951
lived,0.2595224632244283
lives,0.1863170648879221
ll,0.1762150958889765
local,0.1613869531948864
london,0.1511704854038926
long,0.1108895705505882
longer,0.1980459529545264
look,0.1365578004814003
looked,0.2267728886945938
looking,0.1441608593208176
looks,0.2149438995746365
loris,0.3172673163336049
lot,0.1810103778835904
lots,0.1560537390377948
louis,0.2939785684705489
love,0.252773699687626
lovely,0.275626433906917
loving,0.2590359782343009
lyric,0.3172673163336049
m,0.1525141957535644
mac,0.2933498404975982
machete,0.2785659300028224
maggie,0.3172673163336049
mail,0.1881002564887215
main,0.2002839129694801
make,0.2136942975224378
makes,0.19646749894264
makeup,0.2590359782343009
making,0.2239697535124825
male,0.2163302333629423
mall,0.275626433906917
man,0.2305020738310772
manheim,0.3172673163336049
many,0.1232122355991378
map,0.2267254718167879
maple,0.3172673163336049
marte,0.3172673163336049
mates,0.2933498404975982
maths,0.2933498404975982
may,0.2123522310239269
maybe,0.1061895705951916
me,0.2468247817837273
means,0.1711184258607827
media,0.14932586688606
meet,0.1348809093452262
melinda,0.3403033157512665
memories,0.2455838165117697
memphis,0.2455838165117697
men,0.1363253028740517
mention,0.1959004263957067
mess,0.2103621108088606
message,0.1475372455416844
met,0.2765549095037384
michael,0.2132297838077323
middle,0.1881002564887215
mind,0.2200177402058688
mine,0.2267728886945938
mins,0.2785659300028224
miss,0.2026232603438401
missing,0.2103621108088606
missouri,0.2352132252962996
misunderstood,0.2785659300028224
mixed,0.1613869531948864
moldova,0.3172673163336049
mom,0.3131732549575021
moms,0.3154516290787545
monday,0.2267254718167879
money,0.1314123968800611
mongol,0.2785659300028224
monkey,0.2229863196519829
monkies,0.3172673163336049
montessori,0.3172673163336049
month,0.2527053575456485
months,0.2282307875500129
moore,0.2307801668448255
moral,0.2590359782343009
more,0.2053860976432341
morning,0.2956749476619694
mosier,0.3172673163336049
most,0.0890919530892188
mother,0.308973531411627
mothers,0.2455838165117697
motorcyclist,0.3172673163336049
mouth,0.2719834112145659
move,0.1511704854038926
moved,0.2200177402058688
movement,0.1881002564887215
movie,0.1899451319500906
movies,0.1863170648879221
ms,0.2676957755738872
msm,0.2590359782343009
much,0.089444013579755
muffet,0.3172673163336049
mulatto,0.2785659300028224
mulattoe,0.3172673163336049
multiple,0.2676957755738872
mumsy,0.3172673163336049
muppet,0.3172673163336049
murder,0.2466501947137779
murdered,0.2878270517425951
murders,0.3141858043213968
must,0.1784661934227515
my,0.2734234983624097
mysteriously,0.3172673163336049
n,0.2532382179918742
name,0.293879079302429
names,0.2132297838077323
narcissistic,0.3172673163336049
nationalist,0.1281288008006838
nazi,0.2076492392768177
ne,0.2676957755738872
nearest,0.2518068891920725
neck,0.2455838165117697
need,0.1658889373786121
needed,0.2195145574429774
neevr,0.3172673163336049
neglectful,0.3172673163336049
negro,0.2600505665859994
negroid,0.2307801668448255
neighbors,0.2352132252962996
nerve,0.2518068891920725
network,0.2195145574429774
neve,0.3172673163336049
never,0.2060715921398765
new,0.1440264262497326
news,0.0846726822356001
news4jax,0.2676957755738872
next,0.2515927727774573
nicole,0.3172673163336049
niece,0.3172673163336049
nig,0.2518068891920725
nigeria,0.2307801668448255
nigerian,0.2455838165117697
night,0.2307782766561772
niglet,0.2590359782343009
no,0.2248583306487032
nog,0.3172673163336049
non,0.1475359625240293
nonwhites,0.2229863196519829
nor,0.2103621108088606
nordic,0.1698059198057495
norwegian,0.2352132252962996
nose,0.2719834112145659
not,0.2092292080021127
nothing,0.2187591471587523
now,0.1778070281743627
nr,0.3172673163336049
nurse,0.3172673163336049
obviously,0.2162724336970454
of,0.2797689633191215
off,0.2761532338649392
officer,0.2518068891920725
officers,0.2401088624228536
often,0.1959004263957067
ohhh,0.3172673163336049
old,0.3143134886273105
on,0.2829926729921817
once,0.1307415753894848
one,0.2134260975194016
ones,0.159193982916155
online,0.2175323552082105
onlookers,0.3172673163336049
only,0.1883334799558229
op,0.2518068891920725
open,0.2036098445533565
opened,0.2162724336970454
opinion,0.2132297838077323
or,0.2161485541888016
oreo,0.3172673163336049
other,0.2300482855965483
others,0.2045678430348755
our,0.1389156332786172
out,0.2576776150231182
outside,0.2267728886945938
oven,0.3172673163336049
over,0.1625699970445923
own,0.281302194913151
owner,0.2162724336970454
pack,0.2307801668448255
packi,0.3172673163336049
page,0.1648429134052697
pain,0.2518068891920725
painting,0.2518068891920725
palatka,0.2785659300028224
palm,0.2676957755738872
parents,0.2307782766561772
park,0.2401088624228536
parking,0.2455838165117697
part,0.1268625469007189
partner,0.3154516290787545
past,0.1724625802584892
patch,0.2933498404975982
paulus,0.3172673163336049
pennington,0.3172673163336049
people,0.1914249348771838
perfectly,0.2590359782343009
perish,0.3172673163336049
person,0.2444298277680148
personally,0.2401088624228536
phil,0.3172673163336049
photo,0.297553426627867
photoshop,0.2785659300028224
pics,0.2624710872651443
picture,0.1560537390377948
pictures,0.1613869531948864
piece,0.2076492392768177
pierce,0.1980459529545264
pipe,0.2676957755738872
place,0.198750414377951
play,0.2297292254869498
playing,0.245551865070826
please,0.122039507018873
plus,0.2002839129694801
pm,0.1355988296187797
pocketing,0.3172673163336049
point,0.198172737698001
police,0.3037970866350933
polly,0.3172673163336049
ponds,0.3172673163336049
poop,0.3403033157512665
poor,0.1672697443381548
pop,0.2307801668448255
popular,0.2518068891920725
posed,0.2933498404975982
post,0.1009612133076248
posted,0.1636674394489462
poster,0.2103621108088606
pot,0.2785659300028224
powell,0.2676957755738872
power,0.1672697443381548
powerful,0.2401088624228536
practice,0.2307801668448255
pray,0.2195145574429774
pre,0.2307801668448255
predominatly,0.3172673163336049
prefer,0.2132297838077323
pregnant,0.2518068891920725
previous,0.2590359782343009
pride,0.1581281258449573
principal,0.2785659300028224
pro,0.17384006521682
probably,0.1857347346295071
probation,0.2785659300028224
problem,0.1408768564518783
procedure,0.3172673163336049
proceeded,0.3172673163336049
profane,0.3172673163336049
promising,0.2933498404975982
properly,0.2132297838077323
prosecutors,0.3172673163336049
protect,0.2624710872651443
proud,0.1550437735221895
proved,0.2676957755738872
pug,0.3172673163336049
pull,0.2307801668448255
pulled,0.2590359782343009
pulls,0.3154516290787545
punk,0.2590359782343009
purchase,0.2518068891920725
purebred,0.3172673163336049
put,0.2116013160519829
putnam,0.3172673163336049
pw,0.3172673163336049
queen,0.2590359782343009
question,0.1980459529545264
questions,0.2195145574429774
quickly,0.2076492392768177
quote,0.2076492392768177
rabbi,0.2676957755738872
race,0.1545100694407363
racial,0.236222322697186
racist,0.1307415753894848
ran,0.2132297838077323
range,0.2307801668448255
rapes,0.2307801668448255
re,0.0853343338379676
read,0.112869172196503
reading,0.1829191563895051
reality,0.2026232603438401
really,0.1052888330746886
reason,0.2036098445533565
reasoning,0.3172673163336049
recent,0.2518068891920725
recovering,0.3172673163336049
reed,0.2933498404975982
references,0.2590359782343009
reflect,0.3172673163336049
refuse,0.2352132252962996
regularly,0.2933498404975982
relatively,0.2676957755738872
remain,0.2401088624228536
remember,0.2616222291795681
removed,0.2785659300028224
rent,0.2933498404975982
repeatedly,0.2933498404975982
reporter,0.2785659300028224
reptile,0.2933498404975982
repulsive,0.2933498404975982
rescue,0.2933498404975982
resettlement,0.3172673163336049
residents,0.2676957755738872
resource,0.2676957755738872
rest,0.2163302333629423
restaurant,0.2162724336970454
resticted,0.3172673163336049
results,0.2195145574429774
review,0.2676957755738872
reyes,0.2933498404975982
rhodine,0.3172673163336049
right,0.2234044418378801
rights,0.2195145574429774
river,0.2570259210843875
rlm,0.2002839129694801
road,0.2570259210843875
rob,0.2676957755738872
robberies,0.3172673163336049
robbers,0.2933498404975982
robbery,0.2455838165117697
roga,0.3172673163336049
romania,0.2455838165117697
room,0.2596733727529283
rosanna,0.3172673163336049
rose,0.3070478682701729
rosen,0.3172673163336049
rotweiler,0.3172673163336049
round,0.1812971759177526
rudeness,0.2933498404975982
ruined,0.2401088624228536
ruled,0.2676957755738872
running,0.1797222467749297
s,0.2649013240242338
sacrifice,0.2838907665388246
sad,0.2151535145561331
saddening,0.3172673163336049
safe,0.2026232603438401
saga,0.2676957755738872
said,0.3130620020099224
sake,0.2267254718167879
salute,0.2518068891920725
same,0.1684073831379902
samuel,0.3172673163336049
sandra,0.2933498404975982
sandwich,0.3172673163336049
sat,0.3250703443602768
saturday,0.2307801668448255
savage,0.2307801668448255
save,0.2921147015748662
saw,0.2187591471587523
say,0.1951498491105269
saying,0.1636674394489462
says,0.2227079140602209
scene,0.1881002564887215
schatzi,0.3172673163336049
school,0.2324420748111406
schools,0.126238946045095
scientist,0.2590359782343009
scratched,0.3172673163336049
scum,0.1711184258607827
search,0.2312707054626869
searched,0.2933498404975982
seasons,0.3172673163336049
second,0.2397305225472487
secure,0.2518068891920725
see,0.2612324965777118
seems,0.1511704854038926
seen,0.2394362717860368
seig,0.2933498404975982
selfishness,0.3172673163336049
sell,0.2076492392768177
semen,0.2933498404975982
senior,0.2455838165117697
sent,0.1685235064731637
sentences,0.2785659300028224
separate,0.2785659300028224
seriously,0.2076492392768177
several,0.1698059198057495
