word,npmi-bias,man-npmi,man-count,their-npmi,their-count
as,0.008708413057001374,0.2649406183048675,11,0.2562322052478661,53
being,0.009826361209722578,0.2318203242993259,3,0.2219939630896033,14
out,0.009868960265257992,0.2478453132228595,8,0.2379763529576015,38
proud,0.011721503243478593,0.2581955298543221,2,0.2464740266108435,9
girls,0.011825686144681935,0.2511261608918414,2,0.2393004747471595,9
name,0.012129803512834603,0.2304348414580508,2,0.2183050379452162,9
seen,0.0123067268641332,0.2183592473433349,2,0.2060525204792017,9
too,0.01287652248611601,0.1792751591521205,2,0.1663986366660045,9
back,0.01376692456775322,0.2323349239564345,4,0.2185679993886813,18
n,0.015237569358107272,0.2727314929275669,11,0.2574939235694596,50
on,0.016094013862244294,0.312604254509941,22,0.2965102406476967,101
find,0.016423200861833104,0.2269919778096086,3,0.2105687769477755,13
news,0.016428547013940892,0.2266824102366098,3,0.2102538632226689,13
could,0.016475522828035077,0.2239598395479679,3,0.2074843167199328,13
up,0.017050934893764413,0.2947488073899957,11,0.2776978724962313,49
monkey,0.0186816669885988,0.2696441195203961,1,0.2509624525317973,4
sense,0.018896801745138414,0.257490555772244,1,0.2385937540271056,4
welfare,0.018986037601085914,0.252397129574287,1,0.2334110919732011,4
five,0.019268992622990117,0.2360356997457938,1,0.2167667071228037,4
built,0.019298408050755195,0.2343158808883137,1,0.2150174728375585,4
human,0.0193542963744312,0.2310382092147283,1,0.2116839128402971,4
sister,0.0193808988918234,0.2294733822718664,1,0.210092483380043,4
sometimes,0.019431698867360014,0.2264767437141337,1,0.2070450448467737,4
dead,0.019524939097141703,0.2209473532597341,1,0.2014224141625924,4
moved,0.019567969754790998,0.2183825773776606,1,0.1988146076228696,4
b,0.01958869435955729,0.2171443684458382,1,0.1975556740862809,4
change,0.01958869435955729,0.2171443684458382,1,0.1975556740862809,4
wanted,0.019703466255220403,0.2102520279260342,1,0.1905485616708138,4
head,0.019703466255220403,0.2102520279260342,1,0.1905485616708138,4
stay,0.01973854361486549,0.2081334940260691,1,0.1883949504112036,4
remember,0.019788616874435616,0.2050993429060553,1,0.1853107260316197,4
done,0.019950821295610988,0.1951890027487478,1,0.1752381814531368,4
real,0.019964171605575592,0.1943676691782759,1,0.1744034975727003,4
coming,0.019990275749194902,0.1927591721531219,1,0.172768896403927,4
fight,0.020028028562308092,0.1904269528504495,1,0.1703989242881414,4
child,0.020028028562308092,0.1904269528504495,1,0.1703989242881414,4
everyone,0.0200523238730122,0.1889223384755163,1,0.1688700146025041,4
until,0.0200642242332702,0.1881842695461031,1,0.1681200453128329,4
used,0.0201751490493301,0.1812701674482487,1,0.1610950183989186,4
american,0.020195757291563393,0.1799786891006271,1,0.1597829318090637,4
high,0.020205884625717596,0.1793432229813598,1,0.1591373383556422,4
house,0.020254859173238188,0.1762626439270223,1,0.1560077847537841,4
free,0.020419743391552808,0.1657975388167047,1,0.1453777954251519,4
some,0.02118283767122009,0.2719928637942885,8,0.2508100261230684,34
seems,0.02122270993560818,0.2545489413193411,2,0.2333262313837329,8
does,0.022034301151737906,0.2120236008884998,2,0.1899892997367619,8
ve,0.022454050074062093,0.1891024579703356,2,0.1666484078962735,8
from,0.023668003042743135,0.2701398809080304,10,0.2464718778652873,42
go,0.024807081047310497,0.2229061884830973,4,0.1980991074357868,16
in,0.024830352542452416,0.3703491816049103,45,0.3455188290624579,199
every,0.02483135122548838,0.2713299335745147,5,0.2464985823490263,20
way,0.024980840814214672,0.2649981923390264,5,0.2400173515248117,20
with,0.026802586734038902,0.3416926642196279,23,0.314890077485589,97
i,0.028463385834320565,0.295567463264807,36,0.2671040774304864,156
makes,0.02948524245650519,0.2836035213906958,3,0.2541182789341906,11
for,0.02956936679628147,0.3315592361261139,27,0.3019898693298324,113
tell,0.029857976270766334,0.2690422390255807,3,0.2391842627548144,11
dont,0.030654639755430285,0.2366762543398984,3,0.2060216145844681,11
no,0.030710955681387625,0.2567617574218398,7,0.2260508017404522,27
watch,0.030801741950940792,0.2304974053664708,3,0.19969566341553,11
great,0.030913390404244484,0.2257623502615849,3,0.1948489598573404,11
racist,0.0322297633190001,0.2352757846073835,2,0.2030460212883834,7
heard,0.03242457891708991,0.227045584527126,2,0.1946210056100361,7
try,0.03253561359921012,0.2222936207162939,2,0.1897580071170838,7
live,0.03313583662776581,0.1957733385489826,2,0.1626375019212168,7
here,0.0351457509671039,0.2373869956081838,6,0.2022412446410799,22
re,0.03608076050154188,0.2534928591536116,4,0.2174120986520697,14
by,0.03633873392413228,0.3047146125608748,11,0.2683758786367425,41
now,0.0364956352732744,0.2384307912867705,4,0.2019351560134961,14
ashamed,0.03740133615417479,0.3126111926952041,1,0.2752098565410293,3
handed,0.038047621459109116,0.2913756775094773,1,0.2533280560503682,3
after,0.03841371851172709,0.2476659119336118,3,0.2092521934218847,10
decide,0.038575910673468106,0.2732420658933597,1,0.2346661552198916,3
dress,0.038575910673468106,0.2732420658933597,1,0.2346661552198916,3
creatures,0.038678149850294385,0.2696441195203961,1,0.2309659696701017,3
laughing,0.03877233422093629,0.26630272666862,1,0.2275303924476837,3
names,0.03894100986450441,0.2602521447364221,1,0.2213111348719177,3
mess,0.03901719449786731,0.257490555772244,1,0.2184733612743767,3
situation,0.03915639046611491,0.252397129574287,1,0.2132407391081721,3
humans,0.03928105833925771,0.2477813263045458,1,0.2085002679652881,3
daughter,0.039338831613535796,0.2456244844309026,1,0.2062856528173668,3
seeing,0.039338831613535796,0.2456244844309026,1,0.2062856528173668,3
pick,0.039338831613535796,0.2456244844309026,1,0.2062856528173668,3
nationalism,0.0393939387142799,0.2435564474808778,1,0.2041625087665979,3
drink,0.0393939387142799,0.2435564474808778,1,0.2041625087665979,3
facebook,0.03944661385064452,0.2415697328037512,1,0.2021231189531067,3
russian,0.03944661385064452,0.2415697328037512,1,0.2021231189531067,3
americans,0.03954546169997811,0.2378148121500867,1,0.1982693504501086,3
blacks,0.0395525216025826,0.3168861334131326,8,0.27733361181055,28
early,0.03963673629407241,0.2343158808883137,1,0.1946791445942413,3
according,0.03963673629407241,0.2343158808883137,1,0.1946791445942413,3
lost,0.03963673629407241,0.2343158808883137,1,0.1946791445942413,3
running,0.039800638727750304,0.2279537995802694,1,0.1881531608525191,3
dumb,0.03983831088227141,0.2264767437141337,1,0.1866384328318623,3
words,0.03987482401477069,0.2250397394830015,1,0.1851649154682308,3
listen,0.0399446412981424,0.2222770311026224,1,0.18233238980448,3
dirty,0.03997806538521831,0.2209473532597341,1,0.1809692878745158,3
stand,0.0401030491062557,0.2159337288168668,1,0.1758306797106111,3
exactly,0.0401030491062557,0.2159337288168668,1,0.1758306797106111,3
genocide,0.0401030491062557,0.2159337288168668,1,0.1758306797106111,3
page,0.0401609072468698,0.2135901025637951,1,0.1734291953169253,3
don,0.040216057896819285,0.2113424373343077,1,0.1711263794374884,3
sf,0.040216057896819285,0.2113424373343077,1,0.1711263794374884,3
comes,0.040216057896819285,0.2113424373343077,1,0.1711263794374884,3
class,0.040268739798171804,0.2091826650129355,1,0.1689139252147637,3
gets,0.04029422115719769,0.2081334940260691,1,0.1678392728688714,3
boy,0.04043647666989761,0.2022207064021648,1,0.1617842297322672,3
asians,0.04045859209451019,0.2012928440995046,1,0.1608342520049944,3
move,0.04048029674945258,0.200379906088763,1,0.1598996093393104,3
small,0.0406776394867904,0.1919713409079038,1,0.1512937014211134,3
far,0.040965318497046405,0.1793432229813598,1,0.1383779044843134,3
start,0.041315456723960406,0.1633142941555681,1,0.1219988374316077,3
my,0.041895376947546,0.2315671846416155,9,0.1896718076940695,32
non,0.0422958594698809,0.2634539367055217,4,0.2211580772356408,13
always,0.042351818737881214,0.2616821281862846,4,0.2193303094484034,13
students,0.04353496516830302,0.2601131405992128,2,0.2165781754309098,6
kid,0.043857631730598784,0.2494898267483759,2,0.2056321950177771,6
told,0.043928455226740215,0.2471206667624575,2,0.2031922115357173,6
wonder,0.04429446928322081,0.2346485913868366,2,0.1903541221036158,6
hair,0.04434757201715392,0.2328059730521196,2,0.1884584010349657,6
ago,0.04496392848845551,0.210745547060108,2,0.1657816185716525,6
there,0.04568275504635452,0.2726426496082877,11,0.2269598945619332,38
eyes,0.04684744653243719,0.2574094404029358,3,0.2105619938704986,9
while,0.04689612296300527,0.2559183846057588,3,0.2090222616427535,9
really,0.047216275240563516,0.245973084782927,3,0.1987568095423635,9
first,0.047627309093343395,0.2328305318635216,3,0.1852032227701782,9
going,0.04966121095927112,0.2510771420929807,4,0.2014159311337096,12
never,0.051284132258606674,0.267950419484163,5,0.2166662872255563,15
time,0.053268430533599226,0.2672019525412687,6,0.2139335220076695,18
away,0.0560476378081487,0.2678300615854975,3,0.2117824237773488,8
national,0.05678349452377948,0.274565108272748,2,0.2177816137489685,5
future,0.057468393149488095,0.2563422947715735,2,0.1988739016220854,5
http,0.05766965674118729,0.236975064661607,4,0.1793054079204197,11
looks,0.058172684905749394,0.2365505654754853,2,0.1783778805697359,5
together,0.058172684905749394,0.2365505654754853,2,0.1783778805697359,5
may,0.0582594964682599,0.2340279897140796,2,0.1757684932458197,5
big,0.058280531023506416,0.2334138313347398,2,0.1751333003112334,5
love,0.05834212990890972,0.2316086079124438,2,0.1732664780035341,5
ca,0.058362180356214904,0.2310188379456887,2,0.1726566575894738,5
d,0.05882980172909669,0.2169462633989091,2,0.1581164616698124,5
new,0.0603084276990198,0.1675184086751273,2,0.1072099809761075,5
s,0.061074267390661297,0.3237003017760234,22,0.2626260343853621,71
mannerisms,0.06272883933108508,0.3372124111225044,1,0.2744835717914193,2
departments,0.06391522667103791,0.3126111926952041,1,0.2486959660241662,2
aged,0.06391522667103791,0.3126111926952041,1,0.2486959660241662,2
where,0.06404804155809882,0.2665921086813997,5,0.2025440671233009,13
elderly,0.06429844003488791,0.304298067154123,1,0.2399996271192351,2
grateful,0.06429844003488791,0.304298067154123,1,0.2399996271192351,2
train,0.06487644234656259,0.2913756775094773,1,0.2264992351629147,2
suspected,0.06487644234656259,0.2913756775094773,1,0.2264992351629147,2
risk,0.06510566493394587,0.2861132871052471,1,0.2210076221713012,2
natives,0.06510566493394587,0.2861132871052471,1,0.2210076221713012,2
choice,0.06510566493394587,0.2861132871052471,1,0.2210076221713012,2
anyways,0.06510566493394587,0.2861132871052471,1,0.2210076221713012,2
fought,0.06510566493394587,0.2861132871052471,1,0.2210076221713012,2
more,0.06530743443926731,0.2976759238705927,10,0.2323684894313254,28
afternoon,0.06530768286203611,0.2814062261274951,1,0.216098543265459,2
daily,0.06530768286203611,0.2814062261274951,1,0.216098543265459,2
beast,0.06530768286203611,0.2814062261274951,1,0.216098543265459,2
uses,0.06530768286203611,0.2814062261274951,1,0.216098543265459,2
centre,0.0656513282749642,0.2732420658933597,1,0.2075907376183955,2
blame,0.06580005941857348,0.2696441195203961,1,0.2038440601018226,2
suggest,0.06593669988445638,0.26630272666862,1,0.2003660267841636,2
knife,0.06593669988445638,0.26630272666862,1,0.2003660267841636,2
stupid,0.0660346411966817,0.2828182745210287,3,0.216783633324347,7
tens,0.06606303737694952,0.2631817065597794,1,0.1971186691828299,2
style,0.06606303737694952,0.2631817065597794,1,0.1971186691828299,2
apartment,0.06606303737694952,0.2631817065597794,1,0.1971186691828299,2
walking,0.06606303737694952,0.2631817065597794,1,0.1971186691828299,2
honour,0.06606303737694952,0.2631817065597794,1,0.1971186691828299,2
spirit,0.0661804906137507,0.2602521447364221,1,0.1940716541226714,2
protect,0.0661804906137507,0.2602521447364221,1,0.1940716541226714,2
rule,0.0661804906137507,0.2602521447364221,1,0.1940716541226714,2
service,0.0661804906137507,0.2602521447364221,1,0.1940716541226714,2
charge,0.0662902043808461,0.257490555772244,1,0.1912003513913979,2
lead,0.0662902043808461,0.257490555772244,1,0.1912003513913979,2
station,0.06639311581467719,0.254877594461359,1,0.1884844786466818,2
angry,0.06639311581467719,0.254877594461359,1,0.1884844786466818,2
lies,0.06639311581467719,0.254877594461359,1,0.1884844786466818,2
hold,0.06639311581467719,0.254877594461359,1,0.1884844786466818,2
tired,0.06649000177110481,0.252397129574287,1,0.1859071278031822,2
reported,0.06649000177110481,0.252397129574287,1,0.1859071278031822,2
completely,0.06649000177110481,0.252397129574287,1,0.1859071278031822,2
breed,0.06649000177110481,0.252397129574287,1,0.1859071278031822,2
stopped,0.06649000177110481,0.252397129574287,1,0.1859071278031822,2
btw,0.06658151341042381,0.2500355639865137,1,0.1834540505760899,2
source,0.06658151341042381,0.2500355639865137,1,0.1834540505760899,2
fed,0.06658151341042381,0.2500355639865137,1,0.1834540505760899,2
kick,0.06666820192818751,0.2477813263045458,1,0.1811131243763583,2
paper,0.06675053802045919,0.2456244844309026,1,0.1788739464104434,2
strong,0.06675053802045919,0.2456244844309026,1,0.1788739464104434,2
met,0.06682892682990449,0.2435564474808778,1,0.1767275206509733,2
nature,0.06682892682990449,0.2435564474808778,1,0.1767275206509733,2
anti,0.06695554792853142,0.2615765535385675,3,0.1946210056100361,7
k,0.066975222716569,0.2396577817113422,1,0.1726825589947732,2
victims,0.066975222716569,0.2396577817113422,1,0.1726825589947732,2
broadcast,0.066975222716569,0.2396577817113422,1,0.1726825589947732,2
save,0.06710940453051362,0.2360356997457938,1,0.1689262952152802,2
large,0.06717253113578811,0.2343158808883137,1,0.1671433497525256,2
among,0.06717253113578811,0.2343158808883137,1,0.1671433497525256,2
gave,0.06717253113578811,0.2343158808883137,1,0.1671433497525256,2
act,0.067233272656996,0.232651273116566,1,0.16541800045957,2
sounds,0.06729179696723231,0.2310382092147283,1,0.163746412247496,2
north,0.0674027823904493,0.2279537995802694,1,0.1605510171898201,2
gay,0.06755595752862201,0.2236405257237632,1,0.1560845681951412,2
50,0.06769557532403,0.2196497407555599,1,0.1519541654315299,2
several,0.0677394841438147,0.2183825773776606,1,0.1506430932338459,2
11,0.06778219280664521,0.2171443684458382,1,0.149362175639193,2
sad,0.0679037071052288,0.2135901025637951,1,0.1456863954585663,2
9,0.0680163715433984,0.2102520279260342,1,0.1422356563826358,2
french,0.0680163715433984,0.2102520279260342,1,0.1422356563826358,2
along,0.06805216529017641,0.2091826650129355,1,0.1411304997227591,2
e,0.06805216529017641,0.2091826650129355,1,0.1411304997227591,2
teacher,0.06828165544887571,0.2022207064021648,1,0.1339390509532891,2
weeks,0.0683117776642681,0.2012928440995046,1,0.1329810664352365,2
v,0.0683413090721279,0.200379906088763,1,0.1320385970166351,2
whole,0.0683702711834066,0.199481385085433,1,0.1311111139020264,2
end,0.06839868436374091,0.198596799761629,1,0.1301981153978881,2
has,0.06844026287460958,0.2995439743638881,9,0.2311037114892785,24
half,0.06870297623800138,0.1889223384755163,1,0.1202193622375149,2
part,0.06906564331065779,0.1768663285800356,1,0.1078006852693778,2
please,0.06920119321987131,0.1721967210976735,1,0.1029955278778022,2
org,0.06930983786527029,0.1683838768580342,1,0.0990740389927639,2
grow,0.0722828136959573,0.2927337576715141,2,0.2204509439755568,4
chinese,0.07261016198071721,0.2859346151985566,2,0.2133244532178394,4
against,0.07261286302797501,0.2831748568984736,4,0.2105619938704986,9
case,0.07314269411015559,0.274565108272748,2,0.2014224141625924,4
nordic,0.07325700316524222,0.2720716107881118,2,0.1988146076228696,4
two,0.07340419556006461,0.2663966062510311,4,0.1929924106909665,9
this,0.0736205554063763,0.3134214606486323,21,0.239800905242256,61
looking,0.07368198029599349,0.2602994612723082,4,0.1866174809763147,9
enough,0.07465345223578829,0.2398643359076983,2,0.16521088367191,4
once,0.07484034663301489,0.2352757846073835,2,0.1604354379743686,4
city,0.07503427067583199,0.2304348414580508,2,0.1554005707822188,4
force,0.07624348473898801,0.316276122198467,3,0.240032637459479,6
been,0.07780543253650882,0.2959424613155353,8,0.2181370287790265,19
girl,0.07883099501919422,0.2660576579055942,3,0.1872266628864,6
place,0.079328651072365,0.2554294293403066,3,0.1761007782679416,6
did,0.0805489364269793,0.2276155239558771,3,0.1470665875288978,6
got,0.08178973396230357,0.286613884165787,6,0.2048241502034834,13
last,0.08352818293766448,0.2569683554246397,4,0.1734401724869752,8
one,0.084164265064854,0.2951037942797582,11,0.2109395292149042,26
am,0.08647791900115218,0.2704685278610934,5,0.1839906088599412,10
com,0.08781960368615882,0.2437669391441822,5,0.1559473354580234,10
stood,0.09007016696803141,0.3331356430653738,2,0.2430654760973424,3
whitey,0.0903397290388813,0.3290183305175235,2,0.2386786014786422,3
rest,0.09074524679287468,0.3022695008242229,3,0.2115242540313482,5
reason,0.09144752394298422,0.2903214255650696,3,0.1988739016220854,5
sitting,0.09223398737316538,0.2985196401905322,2,0.2062856528173668,3
eating,0.09223398737316538,0.2985196401905322,2,0.2062856528173668,3
came,0.0924969478465025,0.2715451449943732,3,0.1790481971478707,5
west,0.09296321955578052,0.2859346151985566,2,0.1929713956427761,3
women,0.09301575651458491,0.309006732257321,5,0.2159909757427361,9
work,0.0931376599529408,0.2594567538776368,3,0.166319093924696,5
times,0.09319119808471468,0.2779563476671524,4,0.1847651495824377,7
