word,npmi-bias,her-npmi,her-count,woman-npmi,woman-count
semen,-0.07793511285846727,0.2933498404975982,1,0.3712849533560655,1
flipped,-0.07793511285846727,0.2933498404975982,1,0.3712849533560655,1
shopping,-0.07793511285846727,0.2933498404975982,1,0.3712849533560655,1
mates,-0.07793511285846727,0.2933498404975982,1,0.3712849533560655,1
demarco,-0.07793511285846727,0.2933498404975982,1,0.3712849533560655,1
rent,-0.07793511285846727,0.2933498404975982,1,0.3712849533560655,1
05,-0.07793511285846727,0.2933498404975982,1,0.3712849533560655,1
another,-0.07694523549951071,0.2201957721852505,4,0.2971410076847612,3
confrontingthe,-0.07621571000113941,0.3172673163336049,1,0.3934830263347443,1
phil,-0.07621571000113941,0.3172673163336049,1,0.3934830263347443,1
joel,-0.07621571000113941,0.3172673163336049,1,0.3934830263347443,1
drags,-0.07621571000113941,0.3172673163336049,1,0.3934830263347443,1
womans,-0.07621571000113941,0.3172673163336049,1,0.3934830263347443,1
recovering,-0.07621571000113941,0.3172673163336049,1,0.3934830263347443,1
walkway,-0.07621571000113941,0.3172673163336049,1,0.3934830263347443,1
slit,-0.07621571000113941,0.3172673163336049,1,0.3934830263347443,1
attends,-0.07621571000113941,0.3172673163336049,1,0.3934830263347443,1
loris,-0.07621571000113941,0.3172673163336049,1,0.3934830263347443,1
burglarized,-0.07621571000113941,0.3172673163336049,1,0.3934830263347443,1
buisiness,-0.07621571000113941,0.3172673163336049,1,0.3934830263347443,1
abominable,-0.07621571000113941,0.3172673163336049,1,0.3934830263347443,1
25962136,-0.07621571000113941,0.3172673163336049,1,0.3934830263347443,1
intimidate,-0.07621571000113941,0.3172673163336049,1,0.3934830263347443,1
old,-0.0734510902303096,0.3143134886273105,16,0.3877645788576201,10
com,-0.07266045545520097,0.1972972391532616,6,0.2699576946084626,4
their,-0.07170190247397842,0.1700738756925413,8,0.2417757781665197,5
with,-0.07117309806717087,0.2866996986030043,29,0.3578727966701752,16
could,-0.07094762611780572,0.2260391469338375,6,0.2969867730516432,4
two,-0.06992054646905249,0.2427477902796778,6,0.3126683367487303,4
get,-0.06613891970188243,0.238000341474962,12,0.3041392611768444,7
race,-0.06596180104586838,0.1545100694407363,3,0.2204718704866047,2
need,-0.06541274381897669,0.1658889373786121,3,0.2313016811975888,2
same,-0.06528993378010481,0.1684073831379902,3,0.233697316918095,2
children,-0.06423065895985397,0.1897457885997843,3,0.2539764475596383,2
by,-0.06407377368665612,0.2732384424912961,16,0.3373122161779522,9
may,-0.06307196231050052,0.2123522310239269,3,0.2754241933344274,2
trying,-0.0630387389101035,0.2129898294350052,3,0.2760285683451087,2
girls,-0.06214572521967526,0.2299190136473802,3,0.2920647388670555,2
street,-0.06083929034705671,0.254001484673012,3,0.3148407750200687,2
should,-0.060226125178343165,0.1908430964683945,5,0.2510692216467377,3
http,-0.059970745090368816,0.1958937419891465,5,0.2558644870795153,3
gang,-0.0590748832346108,0.2853585279221445,3,0.3444334111567553,2
being,-0.058851184600539286,0.2176833516471089,5,0.2765345362476482,3
out,-0.05876883547153511,0.2576776150231182,17,0.3164464504946533,9
in,-0.0585003125344532,0.3299084329061708,67,0.388408745440624,31
apartment,-0.05845484388915173,0.2960862752647537,3,0.3545411191539054,2
hair,-0.05692232379375939,0.253978240839143,5,0.3109005646329024,3
wednesday,-0.05644012684310218,0.3299954157945905,3,0.3864355426376927,2
eyes,-0.05485741208901951,0.2740258698413967,7,0.3288832819304162,4
shot,-0.054594804586787116,0.2959066761683893,5,0.3505014807551764,3
like,-0.05322138937117721,0.2485048357602515,18,0.3017262251314287,9
to,-0.05130272393462676,0.3192999623880746,81,0.3706026863227014,35
all,-0.050005345914164084,0.1761891522847942,10,0.2261944981989583,5
the,-0.04825960111208588,0.3060938797833475,91,0.3543534808954334,38
one,-0.048203273427202015,0.2134260975194016,10,0.2616293709466036,5
more,-0.04636034627933891,0.2053860976432341,8,0.251746443922573,4
he,-0.04582044323979312,0.2169650044358204,8,0.2627854476756135,4
are,-0.044399841178007604,0.1631231594610624,13,0.20752300063907,6
www,-0.044385607393936405,0.1911443493589754,6,0.2355299567529118,3
be,-0.04434340372787332,0.2215683311451267,15,0.265911734873,7
as,-0.04419121510939142,0.2246342215843322,15,0.2688254366937236,7
if,-0.04383695212321889,0.2317570480406652,15,0.2755940001638841,7
well,-0.043445261236755794,0.2126562738758243,6,0.2561015351125801,3
way,-0.04314627319098391,0.2194332024106831,6,0.262579475601667,3
negro,-0.0413267140716283,0.2600505665859994,6,0.3013772806576277,3
down,-0.041179491869873686,0.1901221893277151,4,0.2313016811975888,2
put,-0.0403108130088527,0.2116013160519829,4,0.2519121290608356,2
front,-0.0385460761107182,0.2543320407226798,4,0.292878116833398,2
would,-0.03838952079091043,0.2239659819940241,11,0.2623555027849345,5
jews,-0.03788839741600858,0.1535716414015446,2,0.1914600388175532,1
talk,-0.03745181085199839,0.1660766117465946,2,0.203528422598593,1
still,-0.03743381065099241,0.1665899002615269,2,0.2040237109125193,1
town,-0.03720503058634561,0.173098180018062,2,0.2103032106044076,1
again,-0.03720503058634561,0.173098180018062,2,0.2103032106044076,1
car,-0.03715561463984751,0.2871991399210667,4,0.3243547545609142,2
feel,-0.0371018910852732,0.1760229054582858,2,0.213124796543559,1
5,-0.0370155728945179,0.1784661934227515,2,0.2154817663172694,1
big,-0.036971041323053705,0.1797251128313295,2,0.2166961541543832,1
morning,-0.03679238054345779,0.2956749476619694,4,0.3324673282054272,2
half,-0.03660259891400289,0.1901003888694547,2,0.2267029877834576,1
soon,-0.03657552541424938,0.1908599347351314,2,0.2274354601493808,1
color,-0.0364344934765338,0.1948103575568244,2,0.2312448510333582,1
6,-0.036375222000488594,0.19646749894264,2,0.2328427209431286,1
attack,-0.036375222000488594,0.19646749894264,2,0.2328427209431286,1
makes,-0.036375222000488594,0.19646749894264,2,0.2328427209431286,1
german,-0.03621895740037029,0.200827680523848,2,0.2370466379242183,1
wait,-0.036186193006982115,0.2017402908430315,2,0.2379264838500136,1
reason,-0.03611901060524589,0.2036098445533565,2,0.2397288551586024,1
stuff,-0.036084552661005104,0.2045678430348755,2,0.2406523956958806,1
others,-0.036084552661005104,0.2045678430348755,2,0.2406523956958806,1
blue,-0.036049488387770307,0.2055420751205895,2,0.2415915635083598,1
line,-0.035864220649527906,0.2106791958340836,2,0.2465434164836115,1
online,-0.03561608606279179,0.2175323552082105,2,0.2531484412710023,1
brother,-0.0354790583722924,0.2213037055629449,2,0.2567827639352373,1
making,-0.03538198622623728,0.2239697535124825,2,0.2593517397387198,1
15,-0.0353315460031233,0.2253532422754859,2,0.2606847882786092,1
sounds,-0.03505713903545701,0.23285797524353,2,0.267915114278987,1
here,-0.03502666203367641,0.2106835185083204,9,0.2457101805419968,4
early,-0.034935158015487716,0.2361823055641308,2,0.2711174635796185,1
kick,-0.03443145592524571,0.2498344674110956,2,0.2842659233363413,1
stories,-0.03443145592524571,0.2498344674110956,2,0.2842659233363413,1
apparently,-0.03443145592524571,0.2498344674110956,2,0.2842659233363413,1
store,-0.03443145592524571,0.2498344674110956,2,0.2842659233363413,1
weekend,-0.03434672728540128,0.2521191825483822,2,0.2864659098337835,1
13,-0.03425784032863016,0.2545124366542431,2,0.2887702769828733,1
room,-0.03406569631162554,0.2596733727529283,2,0.2937390690645538,1
fault,-0.033850305112316736,0.2654386050945823,2,0.299288910206899,1
tells,-0.033850305112316736,0.2654386050945823,2,0.299288910206899,1
yesterday,-0.033731872023977205,0.2685996463334225,2,0.3023315183573997,1
yard,-0.033731872023977205,0.2685996463334225,2,0.3023315183573997,1
24,-0.033604831039792615,0.2719834112145659,2,0.3055882422543585,1
mouth,-0.033604831039792615,0.2719834112145659,2,0.3055882422543585,1
mall,-0.03346775218571829,0.275626433906917,2,0.3090941860926353,1
lovely,-0.03346775218571829,0.275626433906917,2,0.3090941860926353,1
tuesday,-0.033318808874592765,0.279575300322966,2,0.3128941091975588,1
showed,-0.033318808874592765,0.279575300322966,2,0.3128941091975588,1
27,-0.03315561442615378,0.2838907665388246,2,0.3170463809649784,1
beast,-0.03315561442615378,0.2838907665388246,2,0.3170463809649784,1
suspects,-0.03297496391133131,0.2886542506773114,2,0.3216292145886427,1
thanksgiving,-0.0327724064042868,0.2939785684705489,2,0.3267509748748357,1
treatment,-0.0325414925548308,0.3000267765173718,2,0.3325682690722026,1
43,-0.03227234571339033,0.3070478682701729,2,0.3393202139835632,1
they,-0.03194030637414841,0.1975002517387618,17,0.2294405581129102,7
spending,-0.03154038856155095,0.3259898032616966,2,0.3575301918232475,1
what,-0.030564507961167386,0.1887423200975542,7,0.2193068280587216,3
of,-0.030332362018137327,0.2797689633191215,54,0.3101013253372588,21
because,-0.02921534782018828,0.2245523690333376,7,0.2537677168535259,3
some,-0.028850311678276286,0.2447729851730338,12,0.2736232968513101,5
video,-0.02858911813103049,0.2411740547270102,7,0.2697631728580407,3
about,-0.025558112969219615,0.2505300117547034,15,0.276088124723923,6
know,-0.022664292563165905,0.1792804113036016,5,0.2019447038667675,2
than,-0.02213075903286571,0.1956449068998041,5,0.2177756659326698,2
too,-0.021989338697057104,0.1999996132332502,5,0.2219889519303073,2
or,-0.021799894132679187,0.2161485541888016,13,0.2379484483214808,5
never,-0.021792540107935493,0.2060715921398765,5,0.227864132247812,2
just,-0.02152134318947549,0.2236869708845268,13,0.2452083140740023,5
right,-0.021233269719437786,0.2234044418378801,5,0.2446377115573179,2
seen,-0.020719280742507423,0.2394362717860368,5,0.2601555525285442,2
next,-0.02033165288368921,0.2515927727774573,5,0.2719244256611465,2
family,-0.020275042412985,0.2533729544238571,5,0.2736479968368421,2
story,-0.020156648063980598,0.2570999883982474,5,0.277256636462228,2
see,-0.02015375384352469,0.2612324965777118,13,0.2813862504212365,5
hear,-0.019871986456369395,0.2660832917687189,5,0.2859552782250883,2
go,-0.0169058099281702,0.2250871852705677,8,0.2419929951987379,3
have,-0.014037381519608011,0.1960756758723442,17,0.2101130573919522,6
home,-0.012629764741546368,0.2968455606486357,11,0.3094753253901821,4
but,-0.012615931838369288,0.2370907276619539,17,0.2497066595003232,6
people,-0.006666808554891518,0.1914249348771838,9,0.1980917434320753,3
new,-0.0066080284084621965,0.1440264262497326,3,0.1506344546581948,1
over,-0.006142032281682697,0.1625699970445923,3,0.168712029326275,1
take,-0.005709707548573778,0.1802964274758775,3,0.1860061350244513,1
ca,-0.005030976792076702,0.2092606790503416,3,0.2142916558424183,1
week,-0.0048716040131564775,0.2162826598057951,3,0.2211542638189516,1
thing,-0.00479320972189029,0.2451211153761263,6,0.2499143250980166,2
says,-0.004727546089159901,0.2227079140602209,3,0.2274354601493808,1
kid,-0.004604918712971001,0.2282378022301576,3,0.2328427209431286,1
night,-0.0045490033580325995,0.2307782766561772,3,0.2353272800142098,1
house,-0.004247052220268499,0.268246258692297,6,0.2724933109125655,2
month,-0.004077406389588811,0.2527053575456485,3,0.2567827639352373,1
close,-0.0040501481823467245,0.254001484673012,3,0.2580516328553587,1
child,-0.003933500037056115,0.2820217781880322,6,0.2859552782250883,2
laugh,-0.003872859738804968,0.2625131343188226,3,0.2663859940576276,1
met,-0.003586897227132013,0.2765549095037384,3,0.2801418067308704,1
murders,-0.0028605766435815805,0.3141858043213968,3,0.3170463809649784,1
allen,-0.002774533028766679,0.318854681559876,3,0.3216292145886427,1
boyfriend,-0.002774533028766679,0.318854681559876,3,0.3216292145886427,1
was,-0.0011244902769398935,0.3328351192281375,40,0.3339596095050774,13
that,0.0010259006114438085,0.2770160561111925,38,0.2759901554997487,12
