word,them-npmi
arguments,0.2603230003531172
arm,0.1837073566841597
arms,0.2060900977442185
army,0.1531858688521825
arnt,0.2674079942464537
around,0.2587466124393096
arranged,0.2674079942464537
arrest,0.1837073566841597
arrested,0.1439189966742015
arrests,0.2167354933363622
arrived,0.2444910844868811
art,0.1460852810717058
article,0.2120658663245356
artist,0.2005624124550455
arts,0.1585321846689164
aryan,0.2024708576126389
aryans,0.2005624124550455
as,0.3039439831587617
asap,0.2278192372712629
asian,0.0979592172158122
asians,0.1453636980515067
ask,0.2133446970258469
asked,0.1932153140495547
asking,0.2637956944329092
asp,0.194237077216473
assembly,0.2278192372712629
asses,0.2444910844868811
at,0.2752905339430733
attack,0.1390975451593481
attacked,0.1645122678572513
attacks,0.1557888176532048
attended,0.2005624124550455
attending,0.2079166848164765
attention,0.1848373553730489
attitude,0.188676356928201
attract,0.2674079942464537
australian,0.2278192372712629
austrians,0.2674079942464537
authorities,0.2195180882474517
available,0.1614331362251914
average,0.1531858688521825
avoid,0.236829292997269
aware,0.2123425313131745
away,0.2607524462578588
awhile,0.1792105752169058
az,0.1792105752169058
b,0.1616547808228981
babies,0.1439189966742015
baby,0.1829376249420317
babysitter,0.2674079942464537
back,0.2593494695876189
background,0.188676356928201
bad,0.1127158732556458
bags,0.2429186914831749
ballymun,0.2674079942464537
ban,0.2328408098808085
band,0.109153662295802
bare,0.2429186914831749
baseball,0.2005624124550455
based,0.1418387299771502
basic,0.2005624124550455
basically,0.257274663944761
bat,0.2167354933363622
battle,0.1750998477486215
be,0.2991575853600496
beach,0.1713109289595973
bean,0.2429186914831749
beasts,0.188676356928201
beaten,0.1557888176532048
beautiful,0.1390975451593481
beauty,0.2278192372712629
because,0.2815858865884024
become,0.1862055400439196
becomes,0.2444910844868811
becoming,0.1750998477486215
bed,0.2005624124550455
been,0.2402712868176963
beer,0.1531858688521825
before,0.2023184887265508
begging,0.2516931261034109
begin,0.194237077216473
behave,0.1837073566841597
behaved,0.2429186914831749
behavior,0.2157970370915838
behind,0.2457795710675536
being,0.2084175893645807
belarus,0.2278192372712629
belated,0.2674079942464537
belief,0.188676356928201
believe,0.1304254651661164
belive,0.2278192372712629
belong,0.1585321846689164
benefit,0.2079166848164765
besides,0.1837073566841597
best,0.2221557663062029
betrayal,0.2278192372712629
better,0.2149882821825967
between,0.1996624544011533
beware,0.2429186914831749
big,0.172030100689749
bigger,0.2123425313131745
biggest,0.1792105752169058
bikel,0.2429186914831749
billion,0.2429186914831749
billions,0.2429186914831749
birth,0.1750998477486215
bit,0.2217251001298106
bite,0.2005624124550455
bits,0.2278192372712629
black,0.2675127617696566
blackmail,0.2674079942464537
blacks,0.2713061498689619
blades,0.2429186914831749
blame,0.2157970370915838
blamed,0.2674079942464537
bleep,0.2674079942464537
bless,0.1792105752169058
blind,0.2328408098808085
blinded,0.2674079942464537
bling,0.2429186914831749
block,0.1713109289595973
blond,0.1557888176532048
blood,0.2276413423469671
bloodlines,0.2429186914831749
bloody,0.2235537227009271
blue,0.1482708070495983
board,0.1629284230632862
boat,0.188676356928201
bob,0.2167354933363622
bodies,0.2157970370915838
body,0.1342502180956238
bomb,0.2603230003531172
bombs,0.2429186914831749
bonus,0.2674079942464537
bonuses,0.2429186914831749
book,0.109153662295802
books,0.205707996344899
booths,0.2674079942464537
boots,0.2079166848164765
border,0.1557888176532048
born,0.1909902528667323
bosses,0.2674079942464537
both,0.2230940924503337
bother,0.2195180882474517
bottom,0.1792105752169058
bows,0.2167354933363622
boy,0.2125904790982104
boys,0.1888572611508342
bracelets,0.2674079942464537
brady,0.285904281027363
brainwash,0.2278192372712629
brainwashed,0.2836603921353844
bread,0.1837073566841597
break,0.195541370400731
breaking,0.188676356928201
breath,0.2167354933363622
breed,0.2463919964989758
breeding,0.2434218105321307
brilliant,0.2278192372712629
bring,0.2383634279520415
bringing,0.2079166848164765
brit,0.2167354933363622
britain,0.1759553543756549
british,0.1886835333341024
britons,0.2278192372712629
brits,0.2278192372712629
broke,0.1750998477486215
brothers,0.1080411624543762
brought,0.2109687093164477
brown,0.1508230586854456
bucks,0.2279666183343699
buddies,0.2167354933363622
buddylist,0.2674079942464537
build,0.2582043981619203
building,0.1507088746343415
built,0.1793319051498856
buisness,0.2674079942464537
bulgarian,0.1792105752169058
bulgarians,0.2516931261034109
bull,0.1792105752169058
bullet,0.188676356928201
bullock,0.2674079942464537
bully,0.2278192372712629
bullying,0.2674079942464537
bun,0.2674079942464537
bunch,0.2522981269293649
burger,0.2278192372712629
burkha,0.2674079942464537
burn,0.2157970370915838
bus,0.1360484004602241
business,0.1507088746343415
bussing,0.2674079942464537
busy,0.188676356928201
but,0.2688714629412732
butt,0.2079166848164765
button,0.194237077216473
buy,0.1712581417377953
by,0.2224883279528172
c18,0.2429186914831749
ca,0.2131736784632379
cafe,0.2278192372712629
cai,0.2674079942464537
cakes,0.2674079942464537
call,0.21166070648774
called,0.2015389728838159
calling,0.2123425313131745
calls,0.1792105752169058
came,0.2400518800507182
camelback,0.2674079942464537
camille,0.2674079942464537
camp,0.1439189966742015
campaign,0.1750998477486215
can,0.2736251987170022
canada,0.1349984317441842
cancer,0.2278192372712629
candy,0.1531858688521825
cannot,0.1189405367794999
cans,0.2278192372712629
cant,0.1513326741409468
canton,0.2674079942464537
car,0.1759553543756549
card,0.2195180882474517
cards,0.2872987312672841
care,0.2557458565038304
careful,0.1792105752169058
careing,0.2674079942464537
cares,0.2444910844868811
carry,0.1507088746343415
carrying,0.2195180882474517
cars,0.195541370400731
cartels,0.2167354933363622
cartoons,0.2429186914831749
case,0.1937879696759833
cases,0.2195180882474517
catch,0.1792105752169058
catholics,0.2278192372712629
cats,0.1792105752169058
cause,0.2379741716360802
causing,0.2603230003531172
cb,0.2674079942464537
cbr,0.2674079942464537
cds,0.2278192372712629
celtic,0.1439189966742015
centre,0.1750998477486215
centuries,0.2167354933363622
certainly,0.195541370400731
chain,0.2603230003531172
challenging,0.2167354933363622
chance,0.2258315151570424
change,0.1616547808228981
changed,0.1792105752169058
changes,0.2079166848164765
chapter,0.194237077216473
character,0.2005624124550455
charge,0.1585321846689164
chasing,0.2167354933363622
chavs,0.2674079942464537
cheap,0.1439189966742015
chechen,0.2005624124550455
check,0.1949544781445428
checked,0.1792105752169058
chicago,0.1888572611508342
chicks,0.2167354933363622
child,0.1627311044139504
children,0.270883232127524
chimps,0.2674079942464537
chinese,0.205707996344899
chipie,0.2674079942464537
choices,0.2079166848164765
choke,0.2674079942464537
choose,0.2382928018548609
chose,0.1837073566841597
christ,0.1483455310242797
christian,0.1604096507874893
christianity,0.194237077216473
christopher,0.2429186914831749
chuck,0.2278192372712629
church,0.1888572611508342
churches,0.1645122678572513
cinnamon,0.2674079942464537
cities,0.1888572611508342
citizens,0.2328408098808085
city,0.1477236142720305
civil,0.1792105752169058
civilization,0.1848373553730489
civilize,0.2429186914831749
claim,0.2211259591775661
class,0.1818118562986164
classes,0.195541370400731
classmates,0.2278192372712629
classwork,0.2674079942464537
clean,0.1342502180956238
cleaning,0.1837073566841597
click,0.1697788212674341
clips,0.285904281027363
close,0.2146542524048344
clothes,0.2516931261034109
club,0.2005624124550455
clubs,0.2278192372712629
clues,0.2674079942464537
coach,0.2167354933363622
coat,0.2079166848164765
cockroaches,0.2429186914831749
codes,0.2429186914831749
cold,0.2463919964989758
colleague,0.2674079942464537
college,0.0893618814614616
colleges,0.2079166848164765
color,0.1374236597030385
coloreds,0.2674079942464537
columbus,0.2516931261034109
com,0.128642567825798
combined,0.2167354933363622
come,0.2207420303685213
comes,0.1556889390331076
coming,0.2743493628711709
comit,0.2674079942464537
comments,0.1979787429842271
commercials,0.2167354933363622
commies,0.2674079942464537
commit,0.2382928018548609
commits,0.2674079942464537
committed,0.1837073566841597
committing,0.2674079942464537
common,0.1398375168103196
communication,0.2674079942464537
communists,0.2079166848164765
communities,0.1531858688521825
community,0.1482708070495983
companies,0.1837073566841597
company,0.1398375168103196
compare,0.188676356928201
compared,0.1585321846689164
comparing,0.2429186914831749
compete,0.2278192372712629
competition,0.2429186914831749
completely,0.1979787429842271
complexion,0.2674079942464537
complicit,0.2674079942464537
comprehend,0.2167354933363622
computer,0.1507088746343415
comrade,0.2167354933363622
comrades,0.2603230003531172
con,0.2674079942464537
concentrated,0.2674079942464537
concept,0.1750998477486215
concepts,0.2278192372712629
concerned,0.1837073566841597
conclusion,0.2079166848164765
condemning,0.2674079942464537
conditions,0.2167354933363622
confess,0.2429186914831749
connect,0.2516931261034109
consensus,0.2674079942464537
consequences,0.2167354933363622
conservatives,0.2167354933363622
consider,0.223423917632545
considered,0.1645122678572513
conspired,0.2674079942464537
constitution,0.2278192372712629
contact,0.1792105752169058
contacted,0.2278192372712629
contaminating,0.2429186914831749
contempt,0.2278192372712629
contestant,0.2674079942464537
context,0.2005624124550455
continue,0.1360484004602241
contrary,0.2674079942464537
contributing,0.2429186914831749
control,0.2232586317117365
convenience,0.2278192372712629
copies,0.188676356928201
copy,0.2091169136339797
corp,0.2005624124550455
corps,0.1837073566841597
corres,0.2674079942464537
corressponds,0.2674079942464537
cos,0.2674079942464537
cough,0.2429186914831749
could,0.2163987784202933
couldnt,0.2167354933363622
counsel,0.2674079942464537
counter,0.2510735704384459
countries,0.2574920105795533
country,0.1770614015235369
couple,0.1619611524722393
course,0.1616547808228981
courses,0.188676356928201
cousins,0.2429186914831749
cover,0.1645122678572513
cow,0.2157970370915838
cows,0.2429186914831749
coz,0.2429186914831749
craig,0.285904281027363
crap,0.1796961471819871
crawl,0.2278192372712629
crazy,0.2283605825391105
create,0.1360484004602241
creator,0.2278192372712629
creature,0.2278192372712629
creatures,0.1713109289595973
credit,0.2123425313131745
crime,0.231641012823418
crimes,0.1614331362251914
criminal,0.1483455310242797
criminals,0.2195180882474517
crimusz,0.2429186914831749
crisis,0.2278192372712629
croatian,0.188676356928201
cross,0.1379092195809141
crosses,0.2674079942464537
crusaders,0.2429186914831749
cultural,0.1585321846689164
culture,0.0952461858688193
cultures,0.2079166848164765
cunning,0.2429186914831749
cupboards,0.2674079942464537
cure,0.2079166848164765
currently,0.1677945945116543
curriculum,0.2079166848164765
customer,0.2167354933363622
cut,0.1811040540869542
cuz,0.2278192372712629
d,0.1721264858308993
daddy,0.2444910844868811
dads,0.2429186914831749
daggers,0.2429186914831749
damage,0.1792105752169058
dame,0.2429186914831749
damn,0.2281455371690192
dancingrabbit,0.2674079942464537
dangerous,0.2637956944329092
dare,0.194237077216473
dark,0.1851422160508103
darker,0.2005624124550455
date,0.1531858688521825
dating,0.1792105752169058
daughter,0.1460852810717058
daughters,0.2079166848164765
david,0.120293305897439
dawg,0.2429186914831749
day,0.1348979272358817
days,0.1915887748059512
de,0.1614331362251914
deactivation,0.2674079942464537
deal,0.195541370400731
dealing,0.2079166848164765
death,0.1870116207229272
deaths,0.2005624124550455
decade,0.2674079942464537
decent,0.2400129272352289
decide,0.2195180882474517
decided,0.1460852810717058
decimated,0.2429186914831749
defamed,0.2674079942464537
defend,0.1507088746343415
defense,0.1557888176532048
deffinetly,0.2674079942464537
degenerate,0.2167354933363622
degree,0.1677945945116543
dem,0.2005624124550455
demise,0.2674079942464537
demonstration,0.2005624124550455
denied,0.2079166848164765
departement,0.2674079942464537
departments,0.2167354933363622
deport,0.2516931261034109
deprivation,0.2429186914831749
describe,0.2382928018548609
described,0.2079166848164765
desert,0.2005624124550455
deserve,0.188676356928201
design,0.188676356928201
designed,0.1713109289595973
desirable,0.2674079942464537
desire,0.2278192372712629
desktop,0.2674079942464537
desperate,0.2167354933363622
despite,0.265603801428601
destroy,0.2060900977442185
destruction,0.2157970370915838
determined,0.2278192372712629
determines,0.2278192372712629
deviant,0.2278192372712629
dey,0.2429186914831749
diabetes,0.2674079942464537
did,0.2041356606414644
didnt,0.1557888176532048
die,0.1669353611531904
died,0.2510735704384459
difference,0.1614331362251914
differences,0.2167354933363622
different,0.1597093623355625
dig,0.2167354933363622
dinaric,0.2429186914831749
diocese,0.2674079942464537
directing,0.2278192372712629
direction,0.2005624124550455
dirty,0.1655671007347175
disagree,0.2005624124550455
disagrees,0.2278192372712629
disaster,0.188676356928201
discharge,0.2674079942464537
discovered,0.188676356928201
discriminate,0.2674079942464537
disease,0.2235537227009271
diseases,0.2278192372712629
disgust,0.2429186914831749
disgusting,0.1260616043173855
dismal,0.2674079942464537
disowned,0.2674079942464537
dispatch,0.2429186914831749
distance,0.188676356928201
distraction,0.2429186914831749
distressed,0.285904281027363
distribute,0.2079166848164765
district,0.188676356928201
diversity,0.1776169405802866
dna,0.1460852810717058
do,0.3080015829314802
docs,0.2674079942464537
doctor,0.2005624124550455
doctors,0.2079166848164765
doctrines,0.2674079942464537
does,0.1670789504071985
doesnt,0.1792105752169058
dog,0.2232586317117365
dogs,0.1439189966742015
doing,0.1870116207229272
don,0.184010006376948
donation,0.2278192372712629
done,0.20554347681528
donkeys,0.2674079942464537
dont,0.2292560186830794
door,0.2091559886652956
doubt,0.2211259591775661
doug,0.2674079942464537
down,0.25352154152274
download,0.1642320132289373
downloaded,0.2005624124550455
dozen,0.1713109289595973
dr,0.1102882984755312
drag,0.2328408098808085
dress,0.1750998477486215
dressed,0.1792105752169058
dressier,0.2674079942464537
dries,0.2674079942464537
drinking,0.1792105752169058
drinks,0.2167354933363622
drop,0.1792105752169058
droppers,0.2674079942464537
drug,0.1829376249420317
drugs,0.2400129272352289
drunkenly,0.2674079942464537
dublin,0.1677945945116543
dude,0.1837073566841597
dudes,0.2674079942464537
due,0.1792105752169058
dumb,0.2368847694478597
dump,0.2674079942464537
dumping,0.2429186914831749
during,0.1513326741409468
dust,0.2167354933363622
dutch,0.2603230003531172
e,0.153469043245939
each,0.247739889418816
early,0.1793319051498856
earned,0.2167354933363622
earshot,0.2674079942464537
easier,0.2091169136339797
east,0.1743437149348438
easten,0.2674079942464537
easter,0.2674079942464537
easy,0.1614331362251914
eat,0.1216798617369207
eating,0.1909902528667323
economical,0.2167354933363622
ect,0.2167354933363622
edge,0.2079166848164765
edinburgh,0.2674079942464537
edl,0.2167354933363622
educate,0.2310250228422937
educated,0.2195180882474517
educating,0.2167354933363622
education,0.1727789171110973
eggs,0.2079166848164765
either,0.2038603450113685
elements,0.2079166848164765
else,0.2156054981206017
elses,0.2674079942464537
elsewhere,0.2429186914831749
em,0.1557888176532048
emails,0.2167354933363622
embrace,0.2167354933363622
embraced,0.2674079942464537
employees,0.2167354933363622
emulate,0.2674079942464537
enabling,0.2674079942464537
encounters,0.2674079942464537
encourage,0.1792105752169058
encouraged,0.2167354933363622
encouraging,0.2167354933363622
end,0.1710407206572712
endure,0.2429186914831749
enemies,0.1888572611508342
enemy,0.1909902528667323
england,0.124561907649658
english,0.1896562799474561
enjoy,0.1439189966742015
enlarge,0.2674079942464537
enough,0.1956509751865274
enrolling,0.2674079942464537
enter,0.2005624124550455
entitled,0.2278192372712629
epithet,0.2674079942464537
equal,0.2278192372712629
erols,0.2674079942464537
especially,0.1979552647046228
etc,0.2455406321513625
ethnic,0.1342502180956238
ethnics,0.2079166848164765
ethnonym,0.2674079942464537
europe,0.2119954711415399
european,0.1482708070495983
even,0.2441446491231345
evening,0.1792105752169058
event,0.1811040540869542
eventhough,0.2674079942464537
events,0.2189274858364683
eventually,0.195541370400731
ever,0.2163677234324383
every,0.2302501853557378
everybody,0.1713109289595973
everyone,0.213457296551672
evidence,0.1460852810717058
evil,0.1793319051498856
evolution,0.2429186914831749
evolutionary,0.2429186914831749
evolve,0.2603230003531172
exactly,0.1604096507874893
example,0.124561907649658
exams,0.2429186914831749
excellent,0.1507088746343415
except,0.1325103427838458
exclusively,0.2167354933363622
excuse,0.188676356928201
exist,0.1557888176532048
exists,0.2674079942464537
expect,0.2488950520487926
expeled,0.2674079942464537
experience,0.2005394586518299
expert,0.194237077216473
explain,0.2258315151570424
explaining,0.2278192372712629
explored,0.2674079942464537
express,0.188676356928201
exsplosives,0.2674079942464537
extinction,0.2079166848164765
extreme,0.2328408098808085
eyes,0.1781349368829726
face,0.1818118562986164
faces,0.2032376525510426
fact,0.1719406075254409
faggot,0.2278192372712629
faggots,0.2167354933363622
fair,0.1837073566841597
fall,0.233841331670319
falling,0.2516931261034109
false,0.2543184897025392
falsely,0.2429186914831749
families,0.2335363458939257
family,0.1877836359378448
fans,0.1837073566841597
far,0.2613619833914122
fares,0.2674079942464537
farkin,0.2674079942464537
farm,0.1837073566841597
farmer,0.2429186914831749
fast,0.2232586317117365
father,0.2275403400630802
faves,0.2674079942464537
favor,0.2005624124550455
fear,0.2040648057475785
february,0.188676356928201
feck,0.2674079942464537
fed,0.1507088746343415
federal,0.2005624124550455
feds,0.2603230003531172
feed,0.2604240084277687
feeding,0.2382928018548609
feel,0.2572213183606962
feeling,0.1677945945116543
feesible,0.2674079942464537
feet,0.1360484004602241
fellow,0.1585321846689164
felt,0.1585321846689164
female,0.1776169405802866
females,0.1979787429842271
feminist,0.2429186914831749
fence,0.2079166848164765
feral,0.1792105752169058
few,0.2870214789614062
fighting,0.2383634279520415
figures,0.1677945945116543
files,0.2005624124550455
fill,0.194237077216473
filthy,0.1645122678572513
finally,0.1507088746343415
find,0.2455333254979704
finger,0.194237077216473
finland,0.1507088746343415
fire,0.1557888176532048
firearms,0.2603230003531172
fired,0.188676356928201
first,0.1794662612603491
fish,0.1759553543756549
fist,0.2278192372712629
fits,0.1837073566841597
five,0.1360484004602241
flag,0.1507088746343415
flags,0.2079166848164765
flats,0.2674079942464537
flesh,0.2804137007846997
flier,0.2278192372712629
floor,0.2091169136339797
flour,0.2674079942464537
flow,0.2674079942464537
flung,0.2674079942464537
fly,0.188676356928201
fo,0.2005624124550455
foeigners,0.2674079942464537
folk,0.1614331362251914
folks,0.1868085659795297
follow,0.1342502180956238
following,0.1531858688521825
food,0.1502937634547829
fools,0.2279666183343699
foot,0.1645122678572513
for,0.3112445605432782
force,0.1743437149348438
forcing,0.2510735704384459
fords,0.2674079942464537
foreigner,0.2167354933363622
forgotten,0.2079166848164765
form,0.1507088746343415
forms,0.194237077216473
formulate,0.2674079942464537
fort,0.2167354933363622
forum,0.1100238945758302
forward,0.1439189966742015
fought,0.188676356928201
found,0.140324885429455
foundamental,0.2674079942464537
four,0.1398375168103196
framed,0.2674079942464537
france,0.1713109289595973
frankly,0.2429186914831749
frederick,0.2429186914831749
free,0.1089784479911876
french,0.109153662295802
friday,0.2091169136339797
friend,0.1513326741409468
friends,0.238187887053914
friggen,0.2429186914831749
from,0.2493305965177695
front,0.2222266362087836
fruit,0.194237077216473
fruits,0.2674079942464537
full,0.1728547047655811
functions,0.2429186914831749
funds,0.2444910844868811
funny,0.208399183076084
further,0.2123425313131745
furture,0.2674079942464537
future,0.195754779121391
fyromanians,0.2674079942464537
fyromians,0.2674079942464537
gaelic,0.2278192372712629
game,0.1342502180956238
games,0.1837073566841597
gander,0.2429186914831749
gang,0.1531858688521825
gangs,0.194237077216473
garbage,0.1979787429842271
gardai,0.2674079942464537
garden,0.2278192372712629
gas,0.1750998477486215
gather,0.2429186914831749
gave,0.2281455371690192
gays,0.1837073566841597
geared,0.2429186914831749
gene,0.1837073566841597
general,0.1677945945116543
general1812,0.2674079942464537
generally,0.1792105752169058
generations,0.1677945945116543
genes,0.2279666183343699
genocide,0.1604096507874893
genre,0.2429186914831749
genuine,0.2079166848164765
germans,0.2005394586518299
get,0.3014839899596639
gets,0.2017222447311169
getting,0.20554347681528
ghetto,0.2005394586518299
ghettobraggingrights,0.2674079942464537
ghlight,0.194237077216473
gibberish,0.2429186914831749
girl,0.1701647937693689
girls,0.2072259284394428
give,0.3073437078928112
given,0.2335363458939257
gives,0.2516931261034109
glad,0.1308248862716026
gladly,0.2674079942464537
glared,0.2674079942464537
glass,0.2005624124550455
global,0.2091169136339797
globe,0.2079166848164765
globes,0.2674079942464537
glock,0.2079166848164765
go,0.2583239421290925
goal,0.2444910844868811
god,0.1990661876457729
godunov,0.2674079942464537
going,0.2096252577734187
goinna,0.2674079942464537
gold,0.2079166848164765
golden,0.1713109289595973
gonna,0.2189274858364683
good,0.2087818618639254
gorgeous,0.2079166848164765
got,0.2339333718857933
gotchya,0.2674079942464537
gotta,0.1713109289595973
gotten,0.2310250228422937
goverment,0.2516931261034109
government,0.1985216211502666
grab,0.265603801428601
graces,0.2674079942464537
gradual,0.2674079942464537
gradually,0.2429186914831749
gradualy,0.2674079942464537
grafton,0.2674079942464537
grand,0.1837073566841597
grandchildren,0.2429186914831749
grandfather,0.1792105752169058
grappler,0.2674079942464537
grave,0.194237077216473
graves,0.2167354933363622
graveyard,0.2429186914831749
great,0.1279252820491036
greater,0.2278192372712629
greek,0.1531858688521825
grenade,0.2674079942464537
gripfasts,0.2674079942464537
grocery,0.2278192372712629
groid,0.1585321846689164
groids,0.194237077216473
grooving,0.2674079942464537
ground,0.2298811108662238
group,0.1660213916412559
groups,0.1669353611531904
grow,0.1398375168103196
growing,0.1585321846689164
grown,0.2167354933363622
growth,0.2429186914831749
grunge,0.2674079942464537
gud,0.2674079942464537
guess,0.2529468719125641
guidance,0.2429186914831749
guilt,0.1837073566841597
gun,0.1818118562986164
guns,0.1579996884960493
gunsmithing,0.2429186914831749
gut,0.2278192372712629
guy,0.1683547305302582
guys,0.1747275219844665
gymnastics,0.2674079942464537
gypises,0.2674079942464537
gypsies,0.2328408098808085
h,0.2060900977442185
had,0.236786336873309
haha,0.1713109289595973
hair,0.0757983314872545
half,0.1992615828045422
hall,0.1792105752169058
hammer,0.2005624124550455
hand,0.2095944570081512
handed,0.2382928018548609
handful,0.2674079942464537
handily,0.2429186914831749
hands,0.2024708576126389
handy,0.2429186914831749
hanging,0.188676356928201
happen,0.1951419092892694
happened,0.1924667521397108
happening,0.1909902528667323
happens,0.1398375168103196
happily,0.2167354933363622
harass,0.2674079942464537
hard,0.2164951109454866
hardest,0.2429186914831749
hardly,0.1713109289595973
harlem,0.2429186914831749
harp,0.2674079942464537
has,0.2259502752092475
hate,0.2064129139822361
hates,0.1837073566841597
hatewatch,0.2674079942464537
have,0.3305901570619134
havent,0.194237077216473
having,0.1463165717238877
haymaker,0.2429186914831749
he,0.1640938954753369
head,0.1829001966044344
heads,0.1507088746343415
health,0.188676356928201
healthy,0.1792105752169058
hear,0.2149564684188568
heard,0.1824879504265545
heart,0.1439189966742015
heartbeat,0.2674079942464537
hehe,0.2079166848164765
hel,0.2429186914831749
hell,0.2201138714328847
help,0.2515659036989001
helping,0.2235537227009271
helps,0.2005624124550455
her,0.1701613133075951
hercules,0.2674079942464537
here,0.2056141602808209
heritage,0.2335363458939257
hero,0.188676356928201
heroes,0.2328408098808085
heterosexual,0.2674079942464537
hews,0.2674079942464537
hey,0.1289754592126758
hide,0.1418387299771502
high,0.1896562799474561
higher,0.1792105752169058
highlights,0.2278192372712629
hilarious,0.2328408098808085
hill,0.2674079942464537
him,0.1164203700875028
hint,0.2167354933363622
hiroshima,0.2674079942464537
his,0.1189925350901367
hispanics,0.1713109289595973
historical,0.2005624124550455
history,0.2080859043194014
hit,0.1342502180956238
hitler,0.1909902528667323
hitlers,0.2674079942464537
hiv,0.2005624124550455
hmm,0.2079166848164765
hold,0.1557888176532048
holiday,0.1837073566841597
holocaust,0.1260616043173855
home,0.2219863738042572
homeland,0.1750998477486215
homelands,0.2328408098808085
homes,0.1483455310242797
homeschool,0.2444910844868811
homeschooling,0.188676356928201
hominems,0.2674079942464537
homo,0.1837073566841597
homogenous,0.2674079942464537
homosexual,0.1837073566841597
homosexuals,0.2235537227009271
honest,0.1750998477486215
honestly,0.1645122678572513
honor,0.1713109289595973
hooligans,0.2278192372712629
hope,0.0853605559596307
