word,npmi-bias,her-npmi,her-count,they-npmi,they-count
enough,-0.037500837106851315,0.1355988296187797,1,0.173099666725631,9
best,-0.037500837106851315,0.1355988296187797,1,0.173099666725631,9
guess,-0.03748060662732028,0.1370605513380158,1,0.1745411579653361,9
whole,-0.03729137979603811,0.1502409417951759,1,0.187532321591214,9
move,-0.037277572201426884,0.1511704854038926,1,0.1884480576053195,9
countries,-0.037277572201426884,0.1511704854038926,1,0.1884480576053195,9
speak,-0.0372040354454822,0.1560537390377948,1,0.193257774483277,9
everything,-0.0372040354454822,0.1560537390377948,1,0.193257774483277,9
food,-0.037188342534318075,0.1570816242423745,1,0.1942699667766926,9
side,-0.03708603024976259,0.1636674394489462,1,0.2007534696987088,9
thats,-0.037028775883371806,0.1672697443381548,1,0.2042985202215266,9
kill,-0.03692199752642872,0.17384006521682,1,0.2107620627432487,9
less,-0.0368745294579543,0.1767024764079143,1,0.2135770058658686,9
ireland,-0.036765034490326004,0.1527343228778414,2,0.1894993573681674,17
left,-0.03625582750004672,0.1843470372711924,2,0.2206028647712391,17
will,-0.03609173631999191,0.2473898573155227,16,0.2834815936355146,118
that,-0.03552237955882309,0.2770160561111925,38,0.3125384356700156,263
now,-0.0354402974800308,0.1778070281743627,4,0.2132473256543935,32
get,-0.034550646549223435,0.238000341474962,12,0.2725509880241854,89
but,-0.033601920236116495,0.2370907276619539,17,0.2706926478980704,122
live,-0.031946064498194704,0.1405991320269951,2,0.1725451965251898,16
world,-0.0318732362098825,0.1463919273960006,2,0.1782651636058831,16
work,-0.031543847468762126,0.1708531757713546,2,0.2023970232401167,16
must,-0.031434129103712294,0.1784661934227515,2,0.2099003225264638,16
probably,-0.031326188087685,0.1857347346295071,2,0.2170609227171921,16
makes,-0.031161113312893784,0.19646749894264,2,0.2276286122555338,16
no,-0.03028334210405459,0.2248583306487032,10,0.2551416727527578,72
any,-0.029638584700194898,0.1726126005321763,4,0.2022511852323712,30
post,-0.029101794207382417,0.1009612133076248,1,0.1300630075150072,8
area,-0.029041575719356297,0.1075643403830187,1,0.136605916102375,8
come,-0.028741219731667433,0.2300866395112608,5,0.2588278592429282,37
europe,-0.028736091817256504,0.1378048062092565,1,0.166540898026513,8
problem,-0.02870233343382389,0.1408768564518783,1,0.1695791898857022,8
can,-0.028656950454976127,0.2417394291913187,13,0.2703963796462948,91
seems,-0.02858555876106139,0.1511704854038926,1,0.179756044164954,8
under,-0.02857456165776709,0.1521149981770965,1,0.1806895598348636,8
proud,-0.028540160004228682,0.1550437735221895,1,0.1835839335264182,8
gun,-0.0284775190905118,0.1602799804313825,1,0.1887574995218943,8
saying,-0.028436218875100977,0.1636674394489462,1,0.1921036583240472,8
power,-0.028391630651083882,0.1672697443381548,1,0.1956613749892387,8
sent,-0.028375950339377704,0.1685235064731637,1,0.1968994568125414,8
control,-0.028211440535055893,0.1812971759177526,1,0.2095086164528085,8
body,-0.028144421375663087,0.1863170648879221,1,0.2144614862635852,8
bus,-0.0281202929110497,0.1881002564887215,1,0.2162205493997712,8
given,-0.02806891633508521,0.1918564453192716,1,0.2199253616543568,8
like,-0.027966895388438606,0.2485048357602515,18,0.2764717311486901,123
still,-0.02638242672728941,0.1665899002615269,2,0.1929723269888163,15
down,-0.026342988525490107,0.1901221893277151,4,0.2164651778532052,29
again,-0.02630434267954812,0.173098180018062,2,0.1994025226976101,15
one,-0.024414170117440015,0.2134260975194016,10,0.2378402676368416,68
go,-0.02422615041455259,0.2250871852705677,8,0.2493133356851203,55
it,-0.022501287755270938,0.2699460434274812,39,0.2924473311827521,246
children,-0.022058497072938194,0.1897457885997843,3,0.2118042856727225,21
am,-0.021159592619157203,0.1324326997622229,2,0.1535922923813801,14
great,-0.021135671713762322,0.1352620363451109,2,0.1563977080588732,14
talk,-0.020855741878844203,0.1660766117465946,2,0.1869323536254388,14
anti,-0.020786986750130604,0.173098180018062,2,0.1938851667681926,14
together,-0.020686996037635297,0.1829903687469961,2,0.2036773647846314,14
until,-0.020620778135318596,0.1893503754561785,2,0.2099711535914971,14
leave,-0.020399731677431504,0.2096139776966211,2,0.2300137093740526,14
when,-0.01994408060840469,0.2733792597582244,16,0.2933233403666291,103
stormfront,-0.019245213874364703,0.1018043563146476,1,0.1210495701890123,7
3,-0.019153680116688693,0.1154323857789217,1,0.1345860658956104,7
please,-0.019107046383503384,0.122039507018873,1,0.1411465534023764,7
high,-0.01905320212393502,0.1294214071077621,1,0.1484746092316971,7
call,-0.018876166232407093,0.1521149981770965,1,0.1709911644095036,7
future,-0.018868294432902583,0.1530750075925761,1,0.1719433020254787,7
light,-0.018868294432902583,0.1530750075925761,1,0.1719433020254787,7
almost,-0.018852054004000002,0.1550437735221895,1,0.1738958275261895,7
videos,-0.018835106182569894,0.1570816242423745,1,0.1759167304249444,7
students,-0.018835106182569894,0.1570816242423745,1,0.1759167304249444,7
wrong,-0.01882634857740828,0.1581281258449573,1,0.1769544744223656,7
pride,-0.01882634857740828,0.1581281258449573,1,0.1769544744223656,7
either,-0.01879884096954898,0.1613869531948864,1,0.1801857941644354,7
poor,-0.0187482792303936,0.1672697443381548,1,0.1860180235685484,7
liberals,-0.018702679523878607,0.1724625802584892,1,0.1911652597823678,7
happen,-0.01869043115370342,0.17384006521682,1,0.1925304963705234,7
anymore,-0.018637409323871895,0.1797222467749297,1,0.1983596560988016,7
indeed,-0.0186230153935818,0.1812971759177526,1,0.1999201913113344,7
fear,-0.01860810422946302,0.1829191563895051,1,0.2015272606189681,7
scene,-0.018559880681381785,0.1881002564887215,1,0.2066601371701033,7
welfare,-0.018395571228858487,0.2050743480522944,1,0.2234699192811529,7
women,-0.017778797897419485,0.2063176438359176,3,0.2240964417333371,20
make,-0.015690667803772207,0.2136942975224378,5,0.22938496532621,32
times,-0.014991867887589216,0.1630807225866117,2,0.1780725904742009,13
actually,-0.014899037175093,0.1754268562294947,2,0.1903258934045877,13
feel,-0.014894457205079203,0.1760229054582858,2,0.190917362663365,13
care,-0.014703305865229915,0.1999291895580106,2,0.2146324954232405,13
new,-0.013970210093138896,0.1440264262497326,3,0.1579966363428715,19
an,-0.013015105590483605,0.1817881526839979,6,0.1948032582744815,37
never,-0.009911069994837013,0.2060715921398765,5,0.2159826621347135,30
put,-0.009478846183994805,0.2116013160519829,4,0.2210801622359777,24
after,-0.00945925425720709,0.2146347654857166,4,0.2240940197429237,24
etc,-0.008554436615570093,0.1893503754561785,2,0.1979048120717486,12
about,-0.008321770228817194,0.2505300117547034,15,0.2588517819835206,87
part,-0.007985537684794985,0.1268625469007189,1,0.1348480845855139,6
meet,-0.007951693492837392,0.1348809093452262,1,0.1428326028380636,6
hard,-0.007918967550993306,0.1424736799017334,1,0.1503926474527267,6
support,-0.007908144263676697,0.1449516791641152,1,0.1528598234277919,6
guys,-0.007872171009534995,0.1530750075925761,1,0.1609471786021111,6
america,-0.007872171009534995,0.1530750075925761,1,0.1609471786021111,6
job,-0.007844575398272713,0.159193982916155,1,0.1670385583144277,6
brothers,-0.007839632975419508,0.1602799804313825,1,0.168119613406802,6
local,-0.007834581211676378,0.1613869531948864,1,0.1692215344065628,6
disgusting,-0.007756171051226279,0.1781915393351357,1,0.185947710386362,6
thousands,-0.007741326651934194,0.1812971759177526,1,0.1890385025696868,6
chinese,-0.007725460784578281,0.1845913047112482,1,0.1923167654958265,6
huge,-0.007717099301542296,0.1863170648879221,1,0.1940341641894644,6
telling,-0.007699409926494899,0.1899451319500906,1,0.1976445418765855,6
often,-0.0076700474989407075,0.1959004263957067,1,0.2035704738946474,6
forced,-0.0076700474989407075,0.1959004263957067,1,0.2035704738946474,6
sitting,-0.00765936970593431,0.1980459529545264,1,0.2057053226604607,6
plus,-0.007648175832054821,0.2002839129694801,1,0.2079320888015349,6
certainly,-0.007636413647558515,0.2026232603438401,1,0.2102596739913986,6
sell,-0.007610931617974603,0.2076492392768177,1,0.2152601708947923,6
taught,-0.0075970572311351015,0.2103621108088606,1,0.2179591680399957,6
ancestors,-0.007582299713520202,0.2132297838077323,1,0.2208120835212525,6
every,-0.0075186705415508925,0.2260391469338375,6,0.2335578174753884,35
out,-0.006666544639371497,0.2576776150231182,17,0.2643441596624897,97
day,-0.0059530277557771905,0.1817656222089806,4,0.1877186499647578,23
years,-0.005939079437877304,0.1848178377588102,4,0.1907569171966875,23
would,-0.004947297484566016,0.2239659819940241,11,0.2289132794785901,62
way,-0.004882834559128912,0.2194332024106831,6,0.224316036969812,34
for,-0.004845466324917003,0.2607337133359058,31,0.2655791796608228,173
with,-0.0023613561748783707,0.2866996986030043,29,0.2890610547778827,159
well,-0.002162860327920485,0.2126562738758243,6,0.2148191342037448,33
show,-0.0020757767374396108,0.2393436607688134,6,0.241419437506253,33
ve,-0.0020744377039473016,0.1904292346966932,4,0.1925036724006405,22
looking,-0.0019739297187781057,0.1441608593208176,2,0.1461347890395957,11
history,-0.001822711067170496,0.1990443552358275,2,0.200867066302998,11
rest,-0.0017757826418758893,0.2163302333629423,2,0.2181060160048182,11
place,0.0005567173305876805,0.198750414377951,3,0.1981936970473633,16
kids,0.0008074923351958918,0.2585244666628088,9,0.2577169743276129,48
hope,0.001930115968193008,0.1996448357761226,4,0.1977147198079296,21
ever,0.001939315240349293,0.2063195609543716,4,0.2043802457140223,21
give,0.0019699814854317876,0.2312996474511982,4,0.2293296659657664,21
could,0.003566661118637904,0.2260391469338375,6,0.2224724858151996,31
thread,0.004822380191874892,0.09729403912972,1,0.0924716589378451,5
thank,0.004840761272984495,0.1133737069059642,1,0.1085329456329797,5
american,0.004855876026615108,0.1300779670934884,1,0.1252220910668733,5
whats,0.004863627156847711,0.2267254718167879,1,0.2218618446599402,5
whenever,0.004869348546476221,0.2162724336970454,1,0.2114030851505692,5
blood,0.00487047730779161,0.1540510701420501,1,0.1491805928342585,5
arms,0.0048707147780825966,0.2132297838077323,1,0.2083590690296497,5
picture,0.004871318698126098,0.1560537390377948,1,0.1511824203396687,5
amazing,0.0048718789834102105,0.2103621108088606,1,0.2054902318254504,5
gets,0.004872520531055691,0.159193982916155,1,0.1543214623850993,5
shows,0.004872902771924814,0.1602799804313825,1,0.1554070776594577,5
sun,0.004873711593052915,0.2050743480522944,1,0.2002006364592415,5
asked,0.004875020235107386,0.2002839129694801,1,0.1954088927343727,5
change,0.004875244677137097,0.1685235064731637,1,0.1636482617960266,5
till,0.004875517053987394,0.1980459529545264,1,0.193170435900539,5
longer,0.004875517053987394,0.1980459529545264,1,0.193170435900539,5
question,0.004875517053987394,0.1980459529545264,1,0.193170435900539,5
scum,0.004875777213014604,0.1711184258607827,1,0.1662426486477681,5
50,0.004875777213014604,0.1711184258607827,1,0.1662426486477681,5
account,0.004875924869788301,0.1959004263957067,1,0.1910245015259184,5
enemies,0.004875924869788301,0.1959004263957067,1,0.1910245015259184,5
dirty,0.004876014532422618,0.1724625802584892,1,0.1675865657260666,5
three,0.004876014532422618,0.1724625802584892,1,0.1675865657260666,5
pro,0.004876230452751984,0.17384006521682,1,0.168963834764068,5
hopefully,0.0048765112880038985,0.1918564453192716,1,0.1869799340312677,5
fighting,0.004876841690801409,0.1797222467749297,1,0.1748454050841283,5
mail,0.004876842657243113,0.1881002564887215,1,0.1832234138314784,5
fast,0.004876919865262591,0.1812971759177526,1,0.17642025605249,5
lives,0.004876928057602314,0.1863170648879221,1,0.1814401368303198,5
large,0.004876928057602314,0.1863170648879221,1,0.1814401368303198,5
except,0.004876966623879014,0.1845913047112482,1,0.1797143380873692,5
soon,0.005409842486761796,0.1908599347351314,2,0.1854500922483696,10
on,0.005854687091544242,0.2829926729921817,34,0.2771379859006375,175
where,0.006716931081083399,0.2353605231009927,7,0.2286435920199093,35
around,0.006883281104805988,0.2479891925549923,8,0.2411059114501863,40
good,0.009337703281333015,0.2131306202263434,8,0.2037929169450104,39
did,0.009368562888724813,0.2439632906823139,7,0.2345947277935891,34
trying,0.011272149012335586,0.2129898294350052,3,0.2017176804226696,14
ca,0.011282557618708805,0.2092606790503416,3,0.1979781214316328,14
school,0.011754747736903909,0.2324420748111406,8,0.2206873270742367,38
and,0.012754650311761095,0.3765288386234401,107,0.363774188311679,538
mine,0.013195882828725192,0.2267728886945938,2,0.2135770058658686,9
along,0.01326017872870569,0.2106791958340836,2,0.1974190171053779,9
stuff,0.013282376096482001,0.2045678430348755,2,0.1912854669383935,9
yet,0.0133204246146289,0.1931984793553444,2,0.1798780547407155,9
small,0.0133204246146289,0.1931984793553444,2,0.1798780547407155,9
called,0.013322910854857595,0.1924086969702104,2,0.1790857861153528,9
tv,0.0133729613644884,0.1748364724673413,2,0.1614635111028529,9
town,0.013377364739683983,0.173098180018062,2,0.159720815278378,9
right,0.01353569600906801,0.2234044418378801,5,0.2098687458288121,23
being,0.013557861836535595,0.2176833516471089,5,0.2041254898105733,23
here,0.0138274835518985,0.2106835185083204,9,0.1968560349564219,42
black,0.013911472699241978,0.2619460904732638,14,0.2480346177740218,66
who,0.014234317035681898,0.2473832666681558,13,0.2331489496324739,61
before,0.0148743864721394,0.2111794032630075,4,0.1963050167908681,18
into,0.014932547550021186,0.2370528577203672,7,0.222120310170346,32
m,0.0150562960170679,0.1525141957535644,4,0.1374578997364965,18
other,0.016842764119999992,0.2300482855965483,8,0.2132055214765483,36
then,0.017432959887608734,0.2806113933548574,13,0.2631784334672487,59
too,0.017473208717510985,0.1999996132332502,5,0.1825264045157392,22
anything,0.019562734292307676,0.2168930050961889,4,0.1973302708038812,17
slowly,0.019612326652211604,0.2352132252962996,1,0.215600898644088,4
kinda,0.019676030313981296,0.2267254718167879,1,0.2070494415028066,4
somebody,0.019703040640447506,0.2229863196519829,1,0.2032832790115354,4
creatures,0.019703040640447506,0.2229863196519829,1,0.2032832790115354,4
literally,0.019727542837541412,0.2195145574429774,1,0.199787014605436,4
needed,0.019727542837541412,0.2195145574429774,1,0.199787014605436,4
jump,0.019727542837541412,0.2195145574429774,1,0.199787014605436,4
properly,0.019770486218179895,0.2132297838077323,1,0.1934592975895524,4
names,0.019770486218179895,0.2132297838077323,1,0.1934592975895524,4
nazi,0.0198070935936685,0.2076492392768177,1,0.1878421456831492,4
garbage,0.0198235012400636,0.2050743480522944,1,0.1852508468122308,4
chance,0.0198235012400636,0.2050743480522944,1,0.1852508468122308,4
inside,0.0198235012400636,0.2050743480522944,1,0.1852508468122308,4
index,0.019838836604053806,0.2026232603438401,1,0.1827844237397863,4
finally,0.019838836604053806,0.2026232603438401,1,0.1827844237397863,4
allow,0.019853215111136996,0.2002839129694801,1,0.1804306978583431,4
main,0.019853215111136996,0.2002839129694801,1,0.1804306978583431,4
criminal,0.019853215111136996,0.2002839129694801,1,0.1804306978583431,4
likely,0.019866734884924797,0.1980459529545264,1,0.1781792180696016,4
surprised,0.019866734884924797,0.1980459529545264,1,0.1781792180696016,4
throw,0.0198794800147499,0.1959004263957067,1,0.1760209463809568,4
boys,0.0198794800147499,0.1959004263957067,1,0.1760209463809568,4
mention,0.0198794800147499,0.1959004263957067,1,0.1760209463809568,4
fun,0.019891523089393903,0.1938395353068745,1,0.1739480122174806,4
slavic,0.019902927185835195,0.1918564453192716,1,0.1719535181334364,4
add,0.019913747447593916,0.1899451319500906,1,0.1700313845024967,4
spread,0.019933824724266302,0.1863170648879221,1,0.1663832401636558,4
among,0.019933824724266302,0.1863170648879221,1,0.1663832401636558,4
killing,0.019943162592343522,0.1845913047112482,1,0.1646481421189047,4
reading,0.019952079854548582,0.1829191563895051,1,0.1629670765349565,4
israel,0.019960606858440005,0.1812971759177526,1,0.1613365690593126,4
hundreds,0.0199687708735391,0.1797222467749297,1,0.1597534759013906,4
sick,0.0199687708735391,0.1797222467749297,1,0.1597534759013906,4
running,0.0199687708735391,0.1797222467749297,1,0.1597534759013906,4
example,0.019984105953210707,0.1767024764079143,1,0.1567183704547036,4
knows,0.01999131945246288,0.1752527038261407,1,0.1552613843736778,4
happened,0.02001136005140841,0.1711184258607827,1,0.1511070658093743,4
means,0.02001136005140841,0.1711184258607827,1,0.1511070658093743,4
several,0.020017558245204792,0.1698059198057495,1,0.1497883615605447,4
information,0.0200293111211296,0.1672697443381548,1,0.1472404332170252,4
30,0.020050546260110796,0.1625157901949896,1,0.1424652439348788,4
happy,0.020064768911273706,0.159193982916155,1,0.1391292140048813,4
000,0.020093390067424916,0.1521149981770965,1,0.1320216081096716,4
jewish,0.0201367302098915,0.1400940664637845,1,0.119957336253893,4
pm,0.020151236701996103,0.1355988296187797,1,0.1154475929167836,4
4,0.020153467796036398,0.1348809093452262,1,0.1147274415491898,4
off,0.0204674924137504,0.2761532338649392,9,0.2556857414511888,39
very,0.0214747851748934,0.2007969915718875,5,0.1793222063969941,21
second,0.021690238178236093,0.2397305225472487,2,0.2180402843690126,8
continue,0.0217058677141021,0.2379264171138733,2,0.2162205493997712,8
ya,0.02189741245833421,0.2140010707823814,2,0.1921036583240472,8
face,0.021921696312189293,0.2106791958340836,2,0.1887574995218943,8
class,0.021921696312189293,0.2106791958340836,2,0.1887574995218943,8
white,0.02195231082360144,0.2852689252081899,32,0.2633166143845885,145
others,0.021964901432313,0.2045678430348755,2,0.1826029416025625,8
reason,0.021971501430179008,0.2036098445533565,2,0.1816383431231775,8
getting,0.022019232690900226,0.19646749894264,2,0.1744482662517398,8
check,0.022086069612801185,0.1857347346295071,2,0.1636486650167059,8
big,0.02212093149658259,0.1797251128313295,2,0.1576041813347469,8
in,0.022311306779053186,0.3299084329061708,67,0.3075971261271176,313
girls,0.02324029166607741,0.2299190136473802,3,0.2066787219813028,12
may,0.02338508082199678,0.2123522310239269,3,0.1889671502019301,12
came,0.024318576082154486,0.2393407370284624,4,0.2150221609463079,16
had,0.024947138302953586,0.2621722154056136,11,0.23722507710266,46
s,0.02654246184384218,0.2649013240242338,27,0.2383588621803916,117
we,0.026596128466584906,0.2300316789766905,15,0.2034355505101056,63
some,0.0279774946856014,0.2447729851730338,12,0.2167954904874324,49
at,0.02797752809276932,0.2722269264032489,20,0.2442493983104796,84
a,0.027987327130110706,0.3333178609459928,81,0.3053305338158821,369
try,0.029542016332653992,0.2433984557991645,5,0.2138564394665105,19
also,0.029874930518785703,0.2136942975224378,5,0.1838193670036521,19
fact,0.029890635758503897,0.2325361704173854,3,0.2026455346588815,11
parents,0.029911210353179202,0.2307782766561772,3,0.200867066302998,11
looks,0.030086935914587498,0.2149438995746365,3,0.184856963660049,11
goes,0.03164624759439999,0.2055420751205895,2,0.1738958275261895,7
point,0.03172221670868999,0.198172737698001,2,0.166450520989311,7
half,0.031800974737452414,0.1901003888694547,2,0.1582994141320023,7
5,0.0319062917088484,0.1784661934227515,2,0.1465599017139031,7
site,0.031987352941443614,0.168685600924976,2,0.1366982479835324,7
thing,0.033586343446609906,0.2451211153761263,6,0.2115347719295164,22
hell,0.0349861694029886,0.2400062043679588,4,0.2050200349649702,14
purchase,0.037846349264815005,0.2518068891920725,1,0.2139605399272575,3
groids,0.03795174498886089,0.2455838165117697,1,0.2076320715229088,3
drag,0.038041705998336894,0.2401088624228536,1,0.2020671564245167,3
fought,0.038041705998336894,0.2401088624228536,1,0.2020671564245167,3
blind,0.038041705998336894,0.2401088624228536,1,0.2020671564245167,3
bucks,0.038119958210834304,0.2352132252962996,1,0.1970932670854653,3
refuse,0.038119958210834304,0.2352132252962996,1,0.1970932670854653,3
survive,0.03818903395686571,0.2307801668448255,1,0.1925911328879598,3
training,0.03818903395686571,0.2307801668448255,1,0.1925911328879598,3
checked,0.03818903395686571,0.2307801668448255,1,0.1925911328879598,3
whitey,0.03818903395686571,0.2307801668448255,1,0.1925911328879598,3
dress,0.038250731444942204,0.2267254718167879,1,0.1884747403718457,3
i,0.03830441739943241,0.3062929030750106,74,0.2679884856755782,315
smart,0.038306372729029814,0.2229863196519829,1,0.1846799469229531,3
hearing,0.038306372729029814,0.2229863196519829,1,0.1846799469229531,3
bigger,0.038356957638679995,0.2195145574429774,1,0.1811575998042974,3
filthy,0.03840326024089902,0.2162724336970454,1,0.1778691734561464,3
